,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,170,0.0,False,False,1,5204.742149623952,-21.75,16.809999465942383,144.8000030517578,-2157.2000122070312,2162.100067138672,4318.999938964844,5269.2999267578125,1365.5000305175781,-2523.6000061035156,1.0,0.047287946933590425,0.4811087560643766,0.06381968092081261,b615dd7aa3b,FNC Jade,10.0,18.979999542236328,-87.62999725341797,97.54000091552734,-7168.900146484375,9614.199829101562,348.69998931884766,-4034.8001098632812,1250.6999969482422,3522.0999145507812,205.0,128.0,True,0.016009516448451708,-0.26537037681285003,-3.074749733988037,True,False,4,3,0.0,False,,bd26b327c8b,JeànPastaga,7.0,22.139999389648438,-1812.4100341796875,17.010000228881836,1081.3999938964844,12810.10009765625,2.0999999344348907,0.3999999910593033,-0.0,25.0,255.0,129.0,,-0.009606966989589252,1.6544531043691104,1.7907727714410778e-05,True,102.0,False,4,4,False,,enpitsu,76561198039309853,27,-40.619998931884766,139.7899932861328,109.33999633789062,3921.300048828125,186.20000839233398,476.1000061035156,2028.0000305175781,390.99998474121094,733.0999755859375,255.0,0.0,,-1.1234302812104633,-3.104853311532002,1.2101263425213762,True,2,1,0.0,False,False,,games5425898691,bf81d8692db,24.0,2784.1201171875,4044.780029296875,17.010000228881836,17464.200439453125,1806.1000061035156,2.3000000417232513,0.29999999329447746,-0.0,-1941.300048828125,255.0,0.0,,-0.009578035251983965,3.105644792722262,-3.8258665531705645e-05,True,False,False,False,0.0,False,
1,171,0.0,False,False,0,5230.1090531411155,24.040000915527344,-8.550000190734863,153.5800018310547,0.0,5586.9000244140625,2200.8999633789062,1983.6000061035156,1015.2999877929688,-4252.5,0.0,-0.030353106804008458,-0.6079575454826178,0.059226059497311107,76561198039309853,enpitsu,27.0,40.619998931884766,-139.7899932861328,109.33999633789062,-3921.300048828125,-186.20000839233398,476.1000061035156,-2028.0000305175781,-390.99998474121094,733.0999755859375,255.0,0.0,,1.1234302812104633,3.104853311532002,1.2101263425213762,True,False,2,1,0.0,False,,bf81d8692db,games5425898691,24.0,-2784.1201171875,-4044.780029296875,17.010000228881836,-17464.200439453125,-1806.1000061035156,2.3000000417232513,-0.29999999329447746,0.0,-1941.300048828125,255.0,0.0,,0.009578035251983965,-3.105644792722262,-3.8258665531705645e-05,True,0.0,False,False,False,False,,FNC Jade,b615dd7aa3b,10,-18.979999542236328,87.62999725341797,97.54000091552734,7168.900146484375,-9614.199829101562,348.69998931884766,4034.8001098632812,-1250.6999969482422,3522.0999145507812,205.0,128.0,True,-0.016009516448451708,0.26537037681285003,-3.074749733988037,True,4,3,0.0,False,False,,JeànPastaga,bd26b327c8b,7.0,-29.34000015258789,1726.3299560546875,17.010000228881836,-1075.2999877929688,-12990.6005859375,2.0999999344348907,-0.3999999910593033,0.09999999776482582,24.90000009536743,255.0,129.0,,0.00960694872675604,-1.6528105462158484,2.579746579374872e-05,True,4,False,4,102.0,False,
2,173,0.0,False,False,1,5245.656653362131,-23.440000534057617,-24.450000762939453,170.14999389648438,729.1999816894531,1400.5999755859375,3513.599853515625,2242.5,-844.8000335693359,-5500.5999755859375,1.0,-0.06905595197885486,0.9538851792089524,0.06974061253619172,b615dd7aa3b,FNC Jade,10.0,-19.239999771118164,-82.41000366210938,94.98999786376953,-4316.400146484375,200.79999923706055,-157.70000457763672,-5228.599853515625,1519.4000244140625,-775.8999633789062,205.0,128.0,False,0.29796493055333795,-0.16662714271351142,-2.425231303485503,True,False,4,4,0.0,False,,bd26b327c8b,JeànPastaga,7.0,29.34000015258789,-1726.3299560546875,17.010000228881836,1075.2999877929688,12990.6005859375,2.0999999344348907,0.3999999910593033,-0.09999999776482582,24.90000009536743,255.0,129.0,,-0.00960694872675604,1.6528105462158484,2.579746579374872e-05,True,102.0,False,4,4,False,,enpitsu,76561198039309853,27,-6.75,145.8000030517578,109.7300033569336,3681.099853515625,708.1999969482422,-154.3000030517578,4837.799987792969,1323.800048828125,-2256.4999389648438,255.0,0.0,,-1.040224707628582,2.322617814434226,2.4356126414897283,True,2,1,0.0,False,False,,games5425898691,bf81d8692db,24.0,2943.39990234375,4045.909912109375,17.010000228881836,17217.19970703125,-1276.500015258789,2.3000000417232513,0.19999999552965164,-0.0,-1962.1000671386719,255.0,0.0,,-0.009597966251992477,-2.998533241984402,-3.3266810858939797e-05,True,False,False,False,255.0,False,40.0
3,211,1.0,False,False,1,5031.567701724447,75.94000244140625,175.7100067138672,116.33999633789062,-482.09999084472656,15222.7001953125,7716.300048828125,5266.300048828125,-552.7999877929688,-2821.300048828125,1.0,0.4167227639460748,2.709887811537132,-0.06331256100708355,bd26b327c8b,JeànPastaga,7.0,94.0,14.9399995803833,17.010000228881836,-530.2999877929688,13146.8994140625,-0.3999999910593033,0.09999999776482582,-3.799999952316284,601.1000061035156,255.0,128.0,,-0.009574827512341946,1.4881811701496028,-0.00016932281321335702,False,False,4,4,110.92885156087978,True,,b615dd7aa3b,FNC Jade,5.0,-713.5800170898438,-84.5199966430664,17.0,-7787.1002197265625,-604.5999908447266,3.400000035762787,-0.5999999865889549,0.19999999552965164,3.8999998569488525,202.0,128.0,False,-0.009574361317791746,-0.07826169022229947,-5.167321714233387e-05,True,0.0,False,4,4,False,,enpitsu,76561198039309853,27,320.8900146484375,387.5,105.18000030517578,-2495.800018310547,5467.2998046875,-158.50000381469727,-3793.699951171875,-3905.7000732421875,776.1000061035156,0.0,0.0,False,0.7937125684579717,-0.4140879664528737,2.100240092697006,True,4,3,0.0,False,False,,games5425898691,bf81d8692db,24.0,3109.159912109375,2037.3800048828125,17.010000228881836,-20940.50048828125,-9512.80029296875,0.0,0.29999999329447746,-0.0,-1978.800048828125,255.0,0.0,,-0.009577922240373401,-0.3477392751723413,1.1688942060333016e-05,True,False,False,False,175.4444472123218,True,
4,263,3.0,True,True,1,2315.196352466146,-10.899999618530273,3009.820068359375,386.20001220703125,1366.9000244140625,14924.300537109375,4332.099914550781,5807.80029296875,294.3000030517578,-1477.2000122070312,1.0,-0.26373391789931927,2.101276083585812,-0.64610443878675,bd26b327c8b,JeànPastaga,7.0,-25.889999389648438,2938.1298828125,232.52000427246094,-218.50000381469727,22791.4990234375,2633.5000610351562,406.19998931884766,-6.1000001430511475,112.10000038146973,128.0,128.0,,0.414914976326433,1.4648918374756568,-0.022358158246012755,False,False,6,4,39.0,False,,b615dd7aa3b,FNC Jade,5.0,-3017.52001953125,-238.24000549316406,17.0,-14364.69970703125,1174.1000366210938,3.4999999403953552,1.0000000149011612,-0.29999999329447746,-1497.5999450683594,200.0,8.0,True,-0.009568883041464367,0.10100891762856898,-0.0001649832700306266,True,0.0,False,4,4,False,,enpitsu,76561198039309853,27,-231.02000427246094,690.9199829101562,17.049999237060547,-7002.5,1691.7999267578125,2.7000001072883606,-6.1000001430511475,2.0999999344348907,-1626.0000610351562,255.0,128.0,False,-0.01666600879799559,0.3312480269375184,0.00019518475185728037,True,4,4,0.0,False,False,,games5425898691,bf81d8692db,24.0,592.3699951171875,3304.409912109375,258.17999267578125,-13062.80029296875,10869.7998046875,-325.6999969482422,-3608.3999633789062,-4126.400146484375,-448.49998474121094,255.0,8.0,,-1.0637770587228272,0.6721619971620378,0.03925814927449535,True,3,False,4,122.74799134654384,True,
5,563,4.0,False,False,1,5206.77209782639,-7.690000057220459,12.25,94.94000244140625,-10825.400390625,23829.599609375,2835.4000854492188,-1128.3000183105469,-1697.7999877929688,5512.0001220703125,1.0,-0.013930782781652369,-0.04601030675916885,0.009726422821734856,bd26b327c8b,JeànPastaga,6.0,44.0,-115.91999816894531,65.41000366210938,-14631.500244140625,12701.199951171875,2316.9000244140625,3513.599853515625,-795.8999633789062,-3726.9000244140625,128.0,255.0,,0.196693394724559,0.9237941769629534,0.22295764885437538,True,False,6,5,6.305057794817035,True,,b615dd7aa3b,FNC Jade,4.0,-14.869999885559082,-1683.4100341796875,17.010000228881836,-1861.7999267578125,13874.200439453125,2.0999999344348907,-0.0,0.19999999552965164,16.699999570846558,246.0,128.0,,-0.009577133215898266,1.4349728318279389,-4.448045600317022e-05,True,85.0,False,False,False,False,,enpitsu,76561198039309853,27,2804.389892578125,4070.25,17.049999237060547,14670.899658203125,-2512.7999877929688,3.100000023841858,0.9000000357627869,-0.29999999329447746,-2948.5000610351562,255.0,0.0,False,-0.016779894197785652,-2.6683676309154207,-0.00012264365597605302,True,False,False,255.0,False,False,,games5425898691,bf81d8692db,24.0,-9.90999984741211,294.9100036621094,93.58999633789062,-428.49998474121094,-22845.80078125,167.00000762939453,5492.7001953125,-282.8000068664551,-1.5000000596046448,128.0,128.0,,-1.319482897675451,-1.5182204867887565,-0.0010260214523173077,True,3,False,4,31.0,False,
6,565,5.0,False,False,0,5322.965491229396,153.38999938964844,-78.5,129.10000610351562,40382.39990234375,909.1999816894531,5283.3001708984375,-2369.9000549316406,-131.00000381469727,4142.200012207031,0.0,0.12763343760702428,0.37488222200698135,0.10928449250896353,bf81d8692db,games5425898691,24.0,13.819999694824219,-166.25999450683594,93.77999877929688,1827.2000122070312,13545.50048828125,552.0000076293945,479.59999084472656,-52.89999961853027,-5478.699951171875,128.0,128.0,,1.5251205243208248,-2.261833024928194,3.045839421293964,True,False,4,3,31.0,False,,76561198039309853,enpitsu,27.0,-2959.419921875,-4037.35009765625,17.049999237060547,-13865.400390625,3577.60009765625,3.400000035762787,-0.19999999552965164,0.3999999910593033,-3156.300048828125,255.0,0.0,False,0.01675921588867105,2.337006315235353,-8.966030143635452e-05,True,255.0,False,False,False,False,,FNC Jade,b615dd7aa3b,4,30.209999084472656,1567.3699951171875,17.010000228881836,1743.6000061035156,-13961.500244140625,2.0999999344348907,0.0,1.0000000149011612,-374.50000762939453,247.0,81.0,,0.00958395685549034,-1.4442283436483123,-8.07037932380172e-05,True,False,False,85.0,False,False,,JeànPastaga,bd26b327c8b,6.0,-44.0,115.91999816894531,65.41000366210938,14631.500244140625,-12701.199951171875,2316.9000244140625,-3513.599853515625,795.8999633789062,-3726.9000244140625,128.0,255.0,,-0.196693394724559,-0.9237941769629534,0.22295764885437538,True,5,False,6,0.0304944643410332,True,
7,618,6.0,False,False,1,5745.550768499338,-1888.780029296875,114.43000030517578,328.80999755859375,7443.3001708984375,27191.0009765625,9821.300048828125,1641.6999816894531,3192.60009765625,-4807.39990234375,1.0,0.35063744111879136,0.28383225068175116,-1.6898334477107564,b615dd7aa3b,FNC Jade,4.0,-1871.3599853515625,-63.25,179.13999938964844,-7841.199951171875,10958.699951171875,1123.3999633789062,-619.0000152587891,5362.5,1053.499984741211,229.0,0.0,True,0.38398893609038637,0.7964904750237219,1.0588194720934936,True,False,4,3,84.69386684510016,True,,bd26b327c8b,JeànPastaga,6.0,-2796.5,683.1900024414062,17.010000228881836,-14211.800537109375,-4444.4000244140625,2.0999999344348907,2.7000001072883606,0.5999999865889549,463.1999969482422,255.0,128.0,,-0.009586603510747858,-0.3331453742977362,-4.5771512464936696e-05,False,0.0,False,6,6,False,,enpitsu,76561198039309853,27,1598.97998046875,4193.18994140625,82.8499984741211,-13757.5,6490.30029296875,-749.5999908447266,-2039.1000366210938,-3684.7000122070312,-12.699999809265137,128.0,128.0,False,1.0947208791503453,0.4993788535100669,-0.006842713929089367,True,2,2,255.0,False,False,,games5425898691,bf81d8692db,24.0,-1028.219970703125,-2164.85009765625,51.54999923706055,-12325.2001953125,-10610.899658203125,3241.300048828125,406.5999984741211,-471.5999984741211,-0.7000000029802322,255.0,128.0,,-0.02777530837534905,-0.7105447087686079,3.360211642232519e-05,False,5,False,6,0.0,False,
8,705,10.0,False,False,0,8241.61844080032,33.9900016784668,-3048.97998046875,213.69000244140625,-17044.300537109375,1329.4999694824219,8560.499877929688,-5113.900146484375,-227.39999771118164,3129.8001098632812,0.0,0.4670130062620469,1.425536083890083,-1.9046763210394186,76561198039309853,enpitsu,27.0,49.7599983215332,-3173.550048828125,103.33999633789062,-6737.39990234375,20555.80078125,-205.20000457763672,-4113.699951171875,-3585.2999877929688,-686.9000244140625,255.0,255.0,,0.8589404241507427,1.2714711150573659,-1.057467934009903,True,False,4,3,150.0,False,,bf81d8692db,games5425898691,24.0,3612.43994140625,1386.6099853515625,17.010000228881836,-7551.7999267578125,-21631.10107421875,2.3000000417232513,-0.29999999329447746,-6.000000238418579,-1231.6999816894531,255.0,70.0,,0.00949635676174751,-1.948112767324489,-0.000259681612313127,True,162.0,False,6,6,False,,FNC Jade,b615dd7aa3b,4,79.3499984741211,-2958.070068359375,132.64999389648438,-18558.599853515625,2534.1000366210938,-1489.7999572753906,-4710.4998779296875,989.1000366210938,-2661.300048828125,138.0,231.0,True,-0.7072718401494952,-3.029614872715637,1.6673543473287444,True,6,4,0.0,False,False,,JeànPastaga,bd26b327c8b,7.0,344.0299987792969,-1215.469970703125,17.010000228881836,-18965.699462890625,-808.0999755859375,2.199999988079071,-2.3000000417232513,-0.09999999776482582,-1695.2999877929688,207.0,102.0,,0.009577435900352644,3.1084072774221587,1.9123636853748983e-05,True,6,False,6,176.0,False,
9,789,13.0,False,False,0,6522.382247649952,-3075.1298828125,-1007.5900268554688,238.42999267578125,9162.999877929688,20098.699951171875,-59.60000038146973,-277.7000045776367,5983.499755859375,-345.9000015258789,0.0,1.4153036291224934,2.088446115651762,-3.1407446266357333,76561198039309853,enpitsu,27.0,-3060.409912109375,-1151.6199951171875,122.04000091552734,-8032.2998046875,7818.699951171875,3768.900146484375,-2105.5999755859375,419.1999816894531,-1248.0000305175781,128.0,0.0,False,0.016242374283581384,2.9364213354634705,0.016740852480069204,True,False,6,5,126.0,False,,bf81d8692db,games5425898691,24.0,-1188.2900390625,-3286.030029296875,17.010000228881836,-20483.701171875,2836.7999267578125,2.3000000417232513,-0.09999999776482582,0.0,-2011.6999816894531,255.0,0.0,,0.00957627921922805,2.925447052598694,-1.3379663290737058e-05,True,180.0,False,6,6,False,,FNC Jade,b615dd7aa3b,4,-3453.97998046875,-1079.56005859375,17.010000228881836,1327.4000549316406,14026.800537109375,2.0000000298023224,0.19999999552965164,2.5,-669.8000335693359,0.0,205.0,False,0.009596683978490788,-1.6969191468338314,-7.850625349431126e-05,False,6,4,31.0,False,False,,JeànPastaga,bd26b327c8b,7.0,-2814.1201171875,1179.489990234375,17.010000228881836,-1175.0,-1471.9999694824219,2.0999999344348907,0.0,0.29999999329447746,24.200000762939453,191.0,130.0,False,0.009548729442100393,-2.247628998361586,3.629904846973221e-05,True,6,False,6,176.0,False,
