,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,179,0,False,False,1,5177.697704490272,82.68000030517578,26.579999923706055,121.51000213623047,20536.99951171875,-6909.5001220703125,288.29999923706055,1046.6000366210938,-1170.1000213623047,5790.9002685546875,1.0,0.020694326454086902,-0.05043687268532545,-0.3757312070572222,6553870659206178428,ghostguyane,9.0,-24.520000457763672,-63.040000915527344,83.25,-322.00000762939453,5534.4000244140625,-331.89998626708984,-4039.4000244140625,2585.7000732421875,-2692.0001220703125,232.0,108.0,,-1.3220528958127458,1.0097106794878605,1.086877572923358,True,34.0,False,6,False,5,,1436516138922653102,bisous-magique69,11.0,-0.0,-2203.0400390625,17.010000228881836,-0.0,14097.19970703125,2.0999999344348907,-0.7999999821186066,-0.0,0.0,255.0,,,-0.00951389076875119,1.5708042542344733,-3.7693731894913176e-08,True,False,116.0,False,False,False,,enpitsu,76561198039309853,25,-21.239999771118164,169.82000732421875,115.9800033569336,-1155.8000183105469,-22921.8994140625,107.60000228881836,5487.7001953125,-366.50001525878906,-7.400000095367432,255.0,128.0,,-1.4839328819283113,-1.4881823247375423,-0.015919904986152967,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,21.0,-2845.1201171875,4198.4599609375,17.010000228881836,-19994.300537109375,2800.4000854492188,2.3000000417232513,0.19999999552965164,-0.0,1978.800048828125,255.0,255.0,,-0.009582158812701868,0.06613692433077073,3.387237777760147e-05,True,255.0,False,False,False,False,
1,256,2,False,False,1,7294.17775741072,3978.4599609375,-1470.8599853515625,536.8599853515625,-10045.999755859375,4762.0001220703125,14065.400390625,2179.600067138672,-729.4000244140625,5542.2998046875,1.0,-1.2394574085080756,0.4487006267644824,0.918464271488325,1436516138922653102,bisous-magique69,11.0,4083.22998046875,-1542.260009765625,355.0299987792969,-652.3000335693359,5339.000244140625,14526.099853515625,-1735.7000732421875,391.1000061035156,-2.3000000417232513,255.0,255.0,,1.1970826786210782,1.519855013532368,-1.6405671558713915,True,29.0,False,False,False,False,,6553870659206178428,ghostguyane,8.0,-2152.14990234375,327.9599914550781,88.26000213623047,-16298.699951171875,-2778.800048828125,-1010.5999755859375,-1277.3999786376953,-2543.9999389648438,-907.0999908447266,228.0,40.0,,0.07249261777903296,-0.8541070097430183,-0.8420835753704814,False,False,0.0,False,8,8,,enpitsu,76561198039309853,25,-983.530029296875,-709.3699951171875,32.34000015258789,-10183.800048828125,4925.899963378906,3161.300048828125,-3.0000001192092896,3.700000047683716,-313.0999946594238,255.0,128.0,,-0.016664413599538054,0.4840267187961457,0.00044850376588039957,False,0.0,False,4,False,3,,games5425898691,bf81d8692db,21.0,-1426.4599609375,2578.780029296875,17.020000457763672,9163.900146484375,11658.699951171875,0.9000000357627869,-2.0999999344348907,-2.5999999046325684,1617.7999877929688,255.0,151.0,,-0.009578958165805408,2.1660312220842632,-1.7359351386376252e-05,True,255.0,False,False,False,False,
2,359,6,False,True,0,5218.510789680694,-643.530029296875,-72.4000015258789,482.55999755859375,2610.2999877929688,24802.900390625,-9437.80029296875,-4961.9000244140625,71.19999885559082,-3372.5,0.0,1.4421621690837862,-0.5091306371028963,-2.6407713998173468,bf81d8692db,games5425898691,21.0,-638.8400268554688,-291.8599853515625,493.20001220703125,22.200000286102295,12601.8994140625,-164.0999984741211,-2948.9999389648438,-1645.5000305175781,1805.8000183105469,255.0,128.0,,-0.1100180246978334,1.4320095544861182,-0.13336391723183383,True,118.36345802327634,True,4,False,False,,76561198039309853,enpitsu,25.0,3186.659912109375,-4201.47998046875,17.059999465942383,-16220.30029296875,-5903.699951171875,1.1999999731779099,0.9000000357627869,0.19999999552965164,-195.59999465942383,255.0,128.0,,0.016769047148538743,-2.813448093508764,0.00014604545421473646,True,False,,False,6,6,,ghostguyane,6553870659206178428,8,1205.3900146484375,2804.969970703125,17.010000228881836,-13217.19970703125,1524.4000244140625,2.3000000417232513,0.19999999552965164,-0.29999999329447746,2229.600067138672,128.0,255.0,,0.009589898094633278,3.0948095468415997,2.9262460693567176e-05,True,255.0,False,8,False,8,,bisous-magique69,1436516138922653102,10.0,-2307.010009765625,2838.080078125,17.020000457763672,3825.10009765625,16205.50048828125,0.7000000029802322,0.0,0.3999999910593033,0.0,255.0,128.0,,0.009597199070290574,1.3390081011589983,-3.425212444181073e-05,True,231.0,False,False,False,False,
3,392,7,False,False,1,7495.5534965668485,418.67999267578125,-2340.340087890625,449.8599853515625,15626.600341796875,-22770.2001953125,8177.0001220703125,4188.500061035156,-2126.199951171875,-3732.9000854492188,1.0,-0.733133140760426,2.587111962227239,2.4769183879274244,6553870659206178428,ghostguyane,8.0,329.42999267578125,-2251.18994140625,311.57000732421875,14760.30029296875,3987.3001098632812,3812.5,4471.7999267578125,-3189.2999267578125,283.700008392334,121.0,0.0,,0.629482863250361,-2.653865733957607,1.5119183114492494,True,217.3685850892016,True,10,4,8,,1436516138922653102,bisous-magique69,10.0,1417.3199462890625,-4224.330078125,17.020000457763672,-7611.300048828125,-4378.0999755859375,0.7999999821186066,0.29999999329447746,1.0999999940395355,-28.499999046325684,255.0,128.0,,-0.00957097337514455,-0.5172521276415809,8.221103893751713e-05,True,False,231.0,False,False,False,,enpitsu,76561198039309853,25,-1364.0899658203125,3914.10009765625,17.059999465942383,12765.799560546875,-9705.700073242188,1.7000000178813934,0.5999999865889549,-0.5000000074505806,-1622.7000427246094,255.0,128.0,,-0.01677182908061741,-2.4684939013194933,-0.00023801593194921623,True,31.0,False,6,False,6,,games5425898691,bf81d8692db,21.0,638.6500244140625,-1352.2099609375,24.940000534057617,1725.8999633789062,-13863.800048828125,-840.5000305175781,5130.3997802734375,1266.2000274658203,-1524.7000122070312,255.0,128.0,,0.388327781411576,-1.7277221968530039,0.021329604697190065,True,104.0,False,4,False,False,
4,476,10,False,False,1,8367.63763805378,3774.679931640625,-2716.8798828125,145.88999938964844,-2963.2998657226562,12268.399658203125,4257.699890136719,-5763.599853515625,343.69998931884766,-1631.6000366210938,1.0,-1.0987800907889445,1.972330128057465,2.5725364914199584,6553870659206178428,ghostguyane,8.0,3726.159912109375,-2788.6298828125,15.539999961853027,-9787.999877929688,-6652.2998046875,-14.700000286102295,-3124.2999267578125,83.19999694824219,-1453.3999633789062,237.0,10.0,,0.04544572284239286,-0.5856740883595084,0.04601814818861897,True,164.0,False,10,4,8,,1436516138922653102,bisous-magique69,10.0,-159.36000061035156,-4717.22998046875,17.020000457763672,7937.19970703125,4347.200012207031,1.2999999523162842,-0.5000000074505806,-0.0,-2495.0,255.0,0.0,False,-0.009508007521726088,2.6846685505061822,5.6249829656590305e-05,True,False,231.0,False,False,False,,enpitsu,76561198039309853,25,2953.56005859375,626.7999877929688,17.059999465942383,13132.19970703125,-12806.99951171875,1.2999999523162842,0.19999999552965164,-0.19999999552965164,10.199999809265137,255.0,0.0,,-0.016775300359026246,-2.3699139070823234,-3.0388282591666536e-05,True,60.0,False,6,False,6,,games5425898691,bf81d8692db,21.0,4065.25,-2862.570068359375,217.30999755859375,2235.8999633789062,-12086.800537109375,-182.29999542236328,2389.199981689453,-329.0999984741211,-4942.900085449219,255.0,0.0,,-0.3080879996201833,-1.788923810401468,1.536459859353583,True,105.0,False,6,4,False,
5,507,12,False,False,0,4542.297154821578,-3443.10009765625,1379.050048828125,214.4199981689453,14542.5,20971.59912109375,8280.700073242188,5897.80029296875,-1052.5,-328.49998474121094,0.0,1.3912156488067982,2.7426502590988573,1.0799294037276224,76561198039309853,enpitsu,25.0,-3523.5,1177.5400390625,136.92999267578125,5531.500244140625,17907.80029296875,3493.2998657226562,141.00000381469727,2130.5999755859375,-1951.9000244140625,255.0,0.0,,0.016587545018647776,1.4917625588218564,0.014172660426362518,True,34.0,False,8,False,7,,bf81d8692db,games5425898691,21.0,-3190.39990234375,3755.489990234375,17.0,3154.2999267578125,11741.300048828125,3.6000001430511475,-1.0000000149011612,-0.09999999776482582,2236.4999389648438,128.0,248.0,,0.009575988157030807,1.375546326686564,1.2737627864114184e-05,True,False,105.0,False,6,4,,ghostguyane,6553870659206178428,8,-2614.010009765625,2686.050048828125,17.0,5013.699951171875,-9946.799926757812,3.6000001430511475,-1.1999999731779099,3.1999999284744263,1994.9000549316406,233.0,255.0,False,0.00954854241153191,-1.0997663764147898,0.0003926137256714767,True,164.0,False,10,4,8,,bisous-magique69,1436516138922653102,10.0,-867.8800048828125,4167.16015625,17.020000457763672,-5562.39990234375,-1326.6000366210938,1.2999999523162842,-0.29999999329447746,-0.3999999910593033,-1581.1000061035156,0.0,0.0,False,0.00988851661923628,-2.9436710894776494,5.4733096323045513e-05,True,231.0,False,False,False,False,
6,591,15,False,True,0,1833.952192535144,236.61000061035156,3697.580078125,246.8300018310547,1418.699951171875,10678.299560546875,2133.6000061035156,2857.60009765625,2080.2999877929688,4848.299865722656,0.0,0.5713018831476431,-1.2869610355161538,1.2487733671642054,bf81d8692db,games5425898691,21.0,230.74000549316406,3499.219970703125,243.61000061035156,14624.89990234375,5859.000244140625,489.90001678466797,-1319.9000549316406,-5320.3997802734375,-448.4000015258789,255.0,255.0,,-0.08586165022506244,1.3693422592639624,-1.4700850357364155,True,158.16917001816532,True,8,False,5,,76561198039309853,enpitsu,25.0,-364.8800048828125,2815.72998046875,17.059999465942383,13652.099609375,-7370.999755859375,1.2999999523162842,-0.19999999552965164,0.5999999865889549,-32.40000009536743,128.0,128.0,,0.016820471214952813,-0.4989590175621238,5.121472115419146e-05,True,False,0.0,False,8,8,,ghostguyane,6553870659206178428,7,102.93000030517578,3902.25,144.92999267578125,15787.80029296875,-12467.5,3548.900146484375,2048.5000610351562,-690.1999664306641,-428.8999938964844,108.0,69.0,,-0.2451594680436985,-0.9270618722094309,0.24277721984465667,True,102.0,False,12,4,9,,bisous-magique69,1436516138922653102,10.0,51.93000030517578,4746.75,17.020000457763672,12176.400146484375,1198.3999633789062,0.7000000029802322,3.8999998569488525,0.09999999776482582,-759.4000244140625,236.0,128.0,,0.009563957108447107,0.04458230822177631,0.00015387040487325806,True,231.0,False,False,False,False,
7,592,15,False,False,1,8905.402687218111,-276.7900085449219,-3687.840087890625,281.3999938964844,-16197.39990234375,17871.8994140625,12664.69970703125,4885.899963378906,3473.5000610351562,249.0999984741211,1.0,-0.4740782833842137,1.1508068604712791,1.2642816021316534,6553870659206178428,ghostguyane,7.0,-204.19000244140625,-3826.360107421875,163.99000549316406,-14234.200439453125,9685.599975585938,2001.199951171875,-4376.499938964844,-347.5,3312.6998901367188,120.0,69.0,,-0.04079667525918159,0.8021860611517716,0.4612134471340443,True,102.0,False,12,4,9,,1436516138922653102,bisous-magique69,10.0,-164.27999877929688,-4756.7099609375,17.020000457763672,-12258.800048828125,-1304.1999816894531,1.0000000149011612,-0.0,-0.0,1506.0000610351562,158.0,233.0,,-0.009555934220039313,-0.09058598838218167,0.0004169151939030166,True,False,231.0,False,False,False,,enpitsu,76561198039309853,25,242.0500030517578,-2748.969970703125,17.059999465942383,-13196.800537109375,7199.2999267578125,1.2999999523162842,0.09999999776482582,-0.5999999865889549,-8.399999737739563,128.0,128.0,,-0.016820505719218476,0.5004847265876847,3.838299227743513e-05,True,0.0,False,8,False,8,,games5425898691,bf81d8692db,21.0,-354.1400146484375,-3543.169921875,243.55999755859375,-14930.899658203125,-4972.200012207031,-123.19999694824219,1111.2000274658203,5385.2001953125,-119.70000267028809,255.0,255.0,,0.057217731335620546,-1.4192682729476047,-2.085932142089935,True,155.12882585422966,True,8,5,False,
8,593,15,False,False,0,1866.084449993556,280.0299987792969,3691.1298828125,318.7900085449219,-334.70001220703125,2026.0000610351562,10877.900390625,3601.6000366210938,2709.4000244140625,3960.7000732421875,0.0,0.6718523802683407,-0.993183688047065,1.2297026079903193,bf81d8692db,games5425898691,21.0,354.1400146484375,3543.169921875,243.55999755859375,14930.899658203125,4972.200012207031,-123.19999694824219,-1111.2000274658203,-5385.2001953125,-119.70000267028809,255.0,255.0,,-0.057217731335620546,1.4192682729476047,-2.085932142089935,True,152.1260044164555,True,8,False,5,,76561198039309853,enpitsu,25.0,-242.0500030517578,2748.969970703125,17.059999465942383,13196.800537109375,-7199.2999267578125,1.2999999523162842,-0.09999999776482582,0.5999999865889549,-8.399999737739563,128.0,128.0,,0.016820505719218476,-0.5004847265876847,3.838299227743513e-05,True,False,0.0,False,8,8,,ghostguyane,6553870659206178428,7,204.19000244140625,3826.360107421875,163.99000549316406,14234.200439453125,-9685.599975585938,2001.199951171875,4376.499938964844,347.5,3312.6998901367188,120.0,69.0,,0.04079667525918159,-0.8021860611517716,0.4612134471340443,True,102.0,False,12,4,9,,bisous-magique69,1436516138922653102,10.0,164.27999877929688,4756.7099609375,17.020000457763672,12258.800048828125,1304.1999816894531,1.0000000149011612,0.0,0.0,1506.0000610351562,158.0,233.0,,0.009555934220039313,0.09058598838218167,0.0004169151939030166,True,231.0,False,False,False,False,
9,673,18,False,False,1,9433.079221174674,-189.11000061035156,-4230.4599609375,696.6099853515625,-777.6999664306641,11981.300048828125,964.3000030517578,-2815.0,1083.0999755859375,-157.39999771118164,1.0,0.25314718166231215,2.0534391971893715,1.850126699477118,1436516138922653102,bisous-magique69,10.0,-188.3800048828125,-4330.009765625,549.760009765625,402.99999237060547,4566.199951171875,3963.0999755859375,-1933.0000305175781,-1579.7999572753906,215.9000015258789,128.0,215.0,,1.4658559139318064,3.062313965844917,1.3206635597475722,True,171.0,False,4,4,False,,6553870659206178428,ghostguyane,8.0,-1880.8699951171875,-4082.2900390625,17.0,11099.300537109375,-8582.7001953125,3.4999999403953552,-0.3999999910593033,0.19999999552965164,1807.2999572753906,236.0,255.0,False,-0.009586647076534628,-2.5094074530751906,0.00020778471759676345,True,4,54.0,False,12,10,,enpitsu,76561198039309853,25,-190.22999572753906,-1796.1700439453125,17.059999465942383,2172.2000122070312,-7670.0,1.2999999523162842,-0.0,0.7999999821186066,-27.100000381469727,128.0,128.0,False,-0.016853301207981182,-1.8427958996226004,8.075341582948883e-05,True,0.0,False,8,False,8,,games5425898691,bf81d8692db,21.0,-3378.820068359375,-2668.699951171875,17.010000228881836,7884.4000244140625,11605.699462890625,2.199999988079071,-1.4000000059604645,-2.0000000298023224,-1544.9000549316406,255.0,5.0,,-0.009587024910700735,2.191049313095473,-8.399217903320847e-05,True,255.0,False,8,6,False,
