,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect
34,2774,75.0,False,False,0,1582.8868656403424,-1832.8900146484375,3864.159912109375,324.5199890136719,16116.99951171875,22765.80078125,2319.600067138672,432.59998321533203,2018.8999938964844,-5633.499755859375,0.0,0.10840607652705843,-2.4804552997740603,-0.2500302353550804,bf0a0065e5b,EliGremi,13.0,-1906.4300537109375,3599.840087890625,231.99000549316406,-1305.7000732421875,22753.1005859375,3045.1998901367188,-810.0,-3045.7000732421875,-2412.2999572753906,140.0,255.0,True,-0.6371121579738093,1.1040988363244826,0.4625680263851078,True,16,58.0,False,11,6,,b6247822c2b,fedeprune,12.0,369.9800109863281,2144.39990234375,17.059999465942383,15593.599853515625,-10059.89990234375,2.199999988079071,2.3000000417232513,-1.2999999523162842,-1586.3999938964844,255.0,0.0,,0.01677288976376233,-0.595519304027678,-0.0003449789757871654,True,14,4,10,31.0,False,,enpitsu,76561198039309853,26,-407.9700012207031,4856.60009765625,27.110000610351562,-636.3999938964844,43.60000133514404,3076.0000610351562,0.0,3.1999999284744263,0.0,128.0,128.0,False,0.01676069875346747,3.0734026349223513,-4.888191738661649e-06,True,7,False,200.34031842857277,True,6,,games5425898691,bf81d8692db,19.0,-1611.489990234375,4665.669921875,21.989999771118164,3878.0999755859375,-13389.7998046875,3001.7001342773438,64.29999828338623,-70.0,-932.9000091552734,255.0,112.0,,0.009131490935126123,-1.3436689362445495,-0.0014925556063786149,True,179.0,False,16,False,17,
35,2857,78.0,False,False,1,7739.09384512883,-983.5,-2367.39990234375,103.05000305175781,-14221.500244140625,-18379.7998046875,8999.199829101562,-5305.0,-2787.2000122070312,-296.8000030517578,1.0,0.3727468539501675,-1.965546247629087,2.9145363004562337,bf81d8692db,games5425898691,20.0,-901.9099731445312,-2125.43994140625,17.0,-3200.10009765625,-18271.99951171875,1.5000000596046448,0.3999999910593033,6.200000047683716,425.6999969482422,255.0,24.0,,-0.009608020140944805,-1.4637945157810923,-0.00020891624674244924,True,18,75.95942361636828,True,16,False,,76561198039309853,enpitsu,26.0,856.0599975585938,-4908.22021484375,17.059999465942383,-8250.0,-5066.499938964844,1.899999976158142,-0.3999999910593033,-0.7000000029802322,2.5,255.0,128.0,False,-0.016641437442669698,-0.5511369796895559,-6.546059097680207e-05,True,8,False,8,175.0,False,,fedeprune,b6247822c2b,12,-1142.800048828125,-2070.75,17.059999465942383,5057.099914550781,-7522.1002197265625,1.8000000715255737,0.29999999329447746,0.29999999329447746,6.800000071525574,0.0,128.0,False,-0.01729251753002891,-2.1634867104939373,7.030394616717641e-06,True,14,4,0.0,False,10,,EliGremi,bf0a0065e5b,13.0,2952.570068359375,-5013.08984375,199.30999755859375,2869.5001220703125,2674.5001220703125,-8227.000122070312,3031.6000366210938,1712.4000549316406,1374.4000244140625,255.0,128.0,False,-1.1784139762729524,2.3362405124516545,-1.2114577264962558,True,58.0,False,12,6,16,
36,2924,81.0,False,False,0,3813.189880731345,2611.610107421875,3644.31005859375,246.80999755859375,6555.3997802734375,25356.99951171875,-1158.7000274658203,396.3999938964844,3026.9000244140625,5165.30029296875,0.0,-0.6697576886625826,-1.0780056098499062,-0.35346562297048423,b6247822c2b,fedeprune,12.0,2541.590087890625,3422.22998046875,188.05999755859375,7743.699951171875,13853.900146484375,2511.999969482422,-2316.4999389648438,-537.9999923706055,221.70000076293945,255.0,183.0,False,-0.41318001358349776,1.3473050904732882,-0.10534053167047655,True,16,0.0,False,11,4,,bf0a0065e5b,EliGremi,12.0,-1295.8499755859375,1979.68994140625,16.190000534057617,14564.89990234375,-12283.399658203125,131.899995803833,-14.199999570846558,-14.500000476837158,1513.0999755859375,255.0,255.0,False,0.01088646780965757,-0.6743041718405575,0.0002827566453756732,True,18,6,14,255.0,False,,enpitsu,76561198039309853,26,1815.25,4152.7001953125,46.16999816894531,5734.0997314453125,-4744.89990234375,3452.0999145507812,-14.700000286102295,4.099999964237213,555.6000137329102,128.0,128.0,False,0.016732161244190764,-0.6387549612012119,-0.0012773619334957439,True,10,False,185.0,False,8,,games5425898691,bf81d8692db,20.0,2991.43994140625,4999.22021484375,718.989990234375,-11767.19970703125,6161.400146484375,1587.8999328613281,-1049.5999908447266,-1955.0999450683594,1673.5000610351562,255.0,255.0,,-0.07928148549946562,2.6444445377623533,-1.5719297641139374,True,255.0,False,16,False,18,
37,3044,85.0,False,False,0,2154.8509832080867,1248.02001953125,4924.22021484375,904.1900024414062,-4007.9000854492188,3836.9000244140625,-2708.599853515625,-3945.10009765625,3800.8999633789062,-2447.100067138672,0.0,-0.9445472592865426,2.8388136236627184,-1.4998234333445235,b6247822c2b,fedeprune,12.0,1285.4300537109375,4901.02001953125,812.1799926757812,-10431.700439453125,-2343.699951171875,-3484.5999145507812,-810.8000183105469,-1616.4999389648438,-251.20000839233398,255.0,128.0,,-0.08980706561925601,2.8591452597673372,-2.094490389446055,True,18,,False,14,4,,bf0a0065e5b,EliGremi,13.0,992.3599853515625,4259.7900390625,81.0999984741211,-707.7999877929688,10679.49951171875,3845.4998779296875,1481.7999267578125,83.19999694824219,-167.19999313354492,128.0,128.0,,-0.09343191746635836,1.6164167635889022,0.0005408359582040079,True,20,6,14,255.0,False,,enpitsu,76561198039309853,26,2159.6298828125,4516.08984375,17.059999465942383,-17049.599609375,7193.800048828125,-1.8000000715255737,-0.3999999910593033,0.29999999329447746,26.099998950958252,255.0,128.0,,0.01679294149163979,2.7452266055182637,-3.228549118419905e-05,True,10,False,133.0,False,8,,games5425898691,bf81d8692db,20.0,-60.31999969482422,5118.240234375,100.97000122070312,10732.900390625,-4910.10009765625,2297.899932861328,-1395.2999877929688,-2548.000030517578,-101.40000343322754,255.0,206.0,,-0.34134949397938513,-0.5148450583443384,0.008590441649887893,True,206.29690317441055,True,16,False,20,
38,3081,87.0,False,False,1,10065.182144541835,-767.530029296875,-4786.759765625,192.2100067138672,3666.9000244140625,7260.10009765625,4282.099914550781,-2001.9000244140625,-90.10000228881836,-3658.5000610351562,1.0,0.12309834400661566,-1.2313178627967536,-0.19099090565181348,76561198039309853,enpitsu,26.0,-795.52001953125,-4829.2900390625,71.20999908447266,744.5999908447266,70.9000015258789,2038.9999389648438,-5335.9002685546875,1166.2000274658203,-645.8999633789062,0.0,128.0,,0.028014588876907113,2.9831441272625847,-0.056500185860010384,True,12,133.0,False,9,False,,bf81d8692db,games5425898691,19.0,-1659.52001953125,-4941.2900390625,248.47999572753906,-13869.100341796875,-1223.0999755859375,-1333.800048828125,2093.3999633789062,1064.8999786376953,-946.1000061035156,255.0,255.0,,0.7645957384129004,-1.1755965109964444,-0.5284103903329047,True,20,False,18,135.0,False,,fedeprune,b6247822c2b,12,2.059999942779541,-4581.7998046875,51.72999954223633,6850.2001953125,1676.300048828125,-1443.0999755859375,-4071.400146484375,-2629.7000122070312,-2072.100067138672,255.0,128.0,False,-0.20298429896752643,0.8791939469605835,0.3488770305845151,True,18,4,,False,14,,EliGremi,bf0a0065e5b,13.0,-889.6699829101562,-5138.5400390625,206.47999572753906,-676.2999725341797,88.99999618530273,-1235.6999969482422,-2339.2999267578125,-514.3999862670898,1428.3000183105469,255.0,16.0,False,0.41788312832903585,1.1954545797729281,1.4395668446161816,True,255.0,False,16,8,20,
39,3121,88.0,False,False,0,1816.7436204664314,265.25,3742.840087890625,140.0,3726.400146484375,-9730.599975585938,1922.5999450683594,-4245.7000732421875,-2003.0000305175781,-1484.4000244140625,0.0,0.1713802623996502,1.4733818496002207,-0.3052930124867742,b6247822c2b,fedeprune,12.0,181.3699951171875,3829.89990234375,17.059999465942383,899.4999694824219,-13104.7998046875,1.7000000178813934,0.0,1.5999999642372131,-81.00000381469727,255.0,128.0,False,0.01674978070845575,-1.5117882700458047,0.00014322371603350665,True,18,0.0,False,14,4,,bf0a0065e5b,EliGremi,13.0,1033.4100341796875,4407.33984375,17.0,-3060.4998779296875,-13368.299560546875,1.5000000596046448,0.3999999910593033,0.5999999865889549,-32.69999980926514,255.0,128.0,False,0.009555536671717595,-1.8003817187693691,8.096679391248996e-05,True,20,8,16,154.9251268243276,True,,enpitsu,76561198039309853,26,1399.5899658203125,4930.919921875,17.200000762939453,-245.30000686645508,-1017.9000091552734,59.49999809265137,-54.49999809265137,-98.29999923706055,498.4000015258789,255.0,255.0,,0.022282655950345363,-2.3706082386584932,-0.018108078808467647,True,12,False,133.0,False,10,,games5425898691,bf81d8692db,19.0,2381.389892578125,4865.2998046875,16.719999313354492,-8525.2001953125,-7133.0999755859375,52.69999980926514,90.0,37.799999713897705,230.49999237060547,255.0,128.0,,0.007696173378701993,-2.418077302301515,0.006413608040116645,True,59.824421444246866,True,18,False,20,
40,3133,88.0,False,False,0,2241.8919510301234,429.29998779296875,3331.780029296875,173.6999969482422,6546.5997314453125,-5486.500244140625,5710.3997802734375,1513.800048828125,-2129.199981689453,-1549.1000366210938,0.0,0.45700586796613935,-0.3906653597575971,-2.2627238647514227,b6247822c2b,fedeprune,12.0,394.6099853515625,3309.989990234375,47.79999923706055,6094.0997314453125,-6649.2999267578125,3038.2998657226562,-873.7999725341797,1251.9999694824219,782.7999877929688,128.0,189.0,False,0.02646697647697954,-0.7095420917570014,-0.03978773198059147,True,19,0.0,False,14,4,,bf0a0065e5b,EliGremi,13.0,879.47998046875,3733.43994140625,17.0,-3114.8001098632812,-17738.1005859375,1.5999999642372131,0.09999999776482582,-0.19999999552965164,1429.1999816894531,255.0,247.0,False,0.009581926150011124,-1.7252032138308377,0.00021529760325533835,True,20,8,16,117.13531192912842,True,,enpitsu,76561198039309853,26,1341.5699462890625,4767.77001953125,17.049999237060547,-1676.3999938964844,-7200.999755859375,-1.4000000059604645,-0.09999999776482582,-1.0999999940395355,291.200008392334,255.0,128.0,,0.016646706644983748,-1.7782967833115466,-0.0002835032136934284,True,12,False,107.74733764125455,True,10,,games5425898691,bf81d8692db,19.0,2000.5999755859375,4410.18017578125,17.0,-8965.999755859375,-13207.19970703125,1.4000000059604645,-0.19999999552965164,-0.5000000074505806,24.000000953674316,255.0,128.0,,0.009590320450471533,-2.163917717654365,-7.452650772718973e-05,True,22.03460654904769,True,18,False,20,
41,3174,90.0,False,False,1,7970.497883059518,-1393.5799560546875,-2494.570068359375,306.75,-8115.2001953125,16130.10009765625,2047.7000427246094,619.5000076293945,3891.300048828125,-3332.9998779296875,1.0,-0.9383157174041235,1.119458441854686,1.9573408863246629,76561198039309853,enpitsu,26.0,-1335.7900390625,-2637.949951171875,193.0800018310547,-9149.299926757812,13411.500244140625,-84.49999809265137,4125.4998779296875,-3583.800048828125,621.1000061035156,128.0,128.0,,0.03426851757695316,0.5934677222431934,-1.3432765288167432,True,14,23.0,False,11,False,,bf81d8692db,games5425898691,19.0,-1436.469970703125,-2562.580078125,17.0,-5849.000244140625,4472.799987792969,3.8999998569488525,-2.5999999046325684,-0.29999999329447746,155.10000228881836,0.0,149.0,,-0.009826402248939338,0.6458592153959037,-9.688640060749574e-05,True,20,False,18,20.0,False,,fedeprune,b6247822c2b,12,-707.3099975585938,-3213.25,17.059999465942383,-1494.7999572753906,5135.8001708984375,2.0999999344348907,-2.5999999046325684,-2.0000000298023224,-38.69999885559082,255.0,128.0,False,-0.016440642186061914,1.2924611676149167,0.00010726327978206924,True,20,4,0.0,False,16,,EliGremi,bf0a0065e5b,14.0,522.760009765625,-1047.47998046875,15.84000015258789,4444.89990234375,19669.69970703125,163.60000610351562,3.799999952316284,16.299999952316284,1997.2000122070312,255.0,255.0,False,-0.008826449257113202,1.6828584371519046,0.004915083752093664,True,129.0,False,18,8,22,
42,3225,92.0,False,False,0,6481.121593412123,2773.669921875,-202.13999938964844,171.57000732421875,29543.89892578125,10274.49951171875,-325.9000015258789,1848.3000183105469,634.5000076293945,-5672.80029296875,0.0,-0.54686685770122,-0.1749168349432065,0.4678875558781208,bf0a0065e5b,EliGremi,14.0,2572.590087890625,-339.7900085449219,159.00999450683594,19950.699462890625,11098.900146484375,2723.0999755859375,-5306.400146484375,-1330.2999877929688,-567.400016784668,255.0,235.0,True,-0.02159587167640334,0.49227517237899543,-0.45298857222384237,True,24,75.0,False,19,8,,b6247822c2b,fedeprune,12.0,1133.449951171875,916.510009765625,16.790000915527344,1974.2999267578125,-14621.500244140625,58.80000114440918,-43.09999942779541,-12.100000381469727,-10.299999713897705,255.0,128.0,False,0.01918015589840452,-1.4380604885083326,-0.00039209559481214525,True,22,4,18,0.0,False,,enpitsu,76561198039309853,26,3439.800048828125,588.1199951171875,17.040000915527344,13502.19970703125,-10655.50048828125,5.0,-0.3999999910593033,0.3999999910593033,-2179.7000122070312,255.0,0.0,False,0.016772655771527145,-0.7424861025629075,-8.607136313091803e-05,True,14,False,0.0,False,12,,games5425898691,bf81d8692db,19.0,3014.7900390625,3286.389892578125,17.0,3182.9998779296875,15246.800537109375,3.8999998569488525,0.5999999865889549,3.3000001311302185,624.1999816894531,255.0,212.0,,0.00959269832365021,1.3702596138233984,1.0794011816187249e-06,False,0.0,False,18,False,20,
43,3233,92.0,False,False,1,6908.453544158828,-3618.409912109375,-89.41999816894531,141.6300048828125,-3020.5999755859375,5481.199951171875,10058.300170898438,2722.3001098632812,-3451.9000244140625,-4083.2000732421875,1.0,0.17761034724826605,1.9704025869566302,0.5109863414235374,76561198039309853,enpitsu,26.0,-3707.02001953125,-167.22999572753906,44.36000061035156,-7189.4000244140625,14006.8994140625,1729.6000671386719,-3348.5000610351562,-2716.099853515625,3414.5999145507812,255.0,0.0,False,-0.065940484482975,1.3974249382013104,-0.025147829258060417,True,16,0.0,False,13,False,190.0,bf81d8692db,games5425898691,19.0,-3066.2099609375,-3684.010009765625,17.0,-873.4999847412109,-15452.80029296875,4.000000059604645,-0.19999999552965164,-3.3000001311302185,1227.699966430664,255.0,255.0,,-0.009595885620656408,-1.522120632905097,0.00011746931213431667,True,20,False,18,0.0,False,,fedeprune,b6247822c2b,12,-1182.3399658203125,-538.510009765625,17.059999465942383,-1564.1000366210938,14658.499755859375,2.0000000298023224,0.5000000074505806,-0.5000000074505806,-618.6999893188477,255.0,69.0,False,-0.016798897857216784,1.466625881445091,-0.00012505654648520536,True,22,4,0.0,False,18,,EliGremi,bf0a0065e5b,14.0,-3147.31005859375,42.54999923706055,182.38999938964844,-17702.7001953125,-9089.89990234375,-153.80000114440918,5009.5001220703125,1961.199951171875,-1143.499984741211,238.0,128.0,False,0.10256561901621594,-0.06991566535679893,-2.777698995012832,True,75.0,False,19,8,24,
44,3365,97.0,False,False,1,5714.228339055172,-3576.050048828125,1582.8699951171875,198.75,19711.199951171875,14084.300537109375,-2418.9999389648438,-139.0999984741211,620.4000091552734,-5966.199951171875,1.0,-1.2076494010623753,1.4649815223223412,-0.0163446923900459,bf81d8692db,games5425898691,20.0,-3767.409912109375,1484.0899658203125,171.57000732421875,6248.0999755859375,19061.600341796875,1264.7000122070312,2801.0000610351562,3578.3999633789062,3098.0999755859375,255.0,0.0,,0.21226303439807429,2.609418376452545,1.0700770903267354,True,22,58.34335482761426,True,19,False,,76561198039309853,enpitsu,26.0,-3050.8701171875,2853.14990234375,17.040000915527344,12508.00048828125,-7269.7998046875,4.399999976158142,0.5999999865889549,-0.29999999329447746,28.499999046325684,255.0,128.0,,-0.016774153137795376,-2.6186446252666853,-7.128882068010173e-05,True,16,False,14,157.0,False,,fedeprune,b6247822c2b,12,-2889.169921875,4831.89990234375,21.260000228881836,9141.599731445312,5510.999755859375,-248.4000015258789,-566.3999938964844,-186.70000076293945,-3111.400146484375,255.0,0.0,False,-0.06751013184635031,3.1414663230889457,0.10657121899436725,True,24,4,255.0,False,20,,EliGremi,bf0a0065e5b,12.0,-2341.659912109375,4710.06982421875,17.010000228881836,16383.499755859375,6283.3001708984375,2.800000011920929,0.19999999552965164,-0.29999999329447746,-1977.5999450683594,128.0,0.0,True,-0.009645584579170844,2.8464861279333538,-5.530793292454283e-05,True,0.0,False,20,8,24,
45,3405,98.0,False,False,0,8690.815950664148,1071.22998046875,-3325.239990234375,115.02999877929688,-15225.699462890625,18465.400390625,3443.699951171875,455.99998474121094,-4697.699890136719,1543.8999938964844,0.0,1.153745851764343,0.12931767881227932,-2.893350128985938,bf0a0065e5b,EliGremi,12.0,1098.550048828125,-3504.320068359375,76.37000274658203,-10953.199462890625,9157.899780273438,1798.3999633789062,2415.800018310547,-4773.500061035156,1275.6999969482422,128.0,187.0,False,0.17205204867693097,1.957091007904023,-0.7549850116434751,True,26,0.0,False,21,8,,b6247822c2b,fedeprune,12.0,1214.780029296875,-3889.860107421875,17.030000686645508,-18411.500244140625,9881.099853515625,1.7000000178813934,-0.5000000074505806,0.19999999552965164,-1389.7000122070312,255.0,21.0,False,0.01678304501085138,2.6178730691269996,-0.00016951730867448197,True,24,4,20,175.0,False,,enpitsu,76561198039309853,26,1227.8199462890625,-2337.489990234375,17.040000915527344,-17113.299560546875,-3753.599853515625,0.7000000029802322,-1.7000000178813934,-0.3999999910593033,-1878.699951171875,255.0,0.0,,0.016778753214650634,-2.9763025569916426,-0.00016378473630383717,True,16,False,88.14169470725521,True,14,,games5425898691,bf81d8692db,20.0,2743.280029296875,-4119.60986328125,16.729999542236328,-13699.100341796875,-13018.900146484375,61.30000114440918,-13.200000524520874,-4.000000059604645,-1593.9999389648438,255.0,0.0,,0.00992694107084135,-2.4114687227777316,-0.0008436525172337752,True,24.23459790342598,True,20,False,22,
46,3566,104.0,False,False,1,9440.514993117948,3952.699951171875,-3791.9599609375,187.7100067138672,-7946.9000244140625,17670.0,-66.50000095367432,780.5999755859375,-110.79999923706055,5947.8997802734375,1.0,0.5167952502257245,-1.0964676023585846,1.138368870680204,76561198039309853,enpitsu,26.0,3973.010009765625,-3969.550048828125,160.83999633789062,5927.80029296875,12065.30029296875,-391.8000030517578,-1780.8000183105469,1236.6000366210938,2565.2999877929688,255.0,128.0,False,-0.12922872359954865,1.9700112892310544,-1.1601482574803401,True,18,226.24722590754112,True,16,False,,bf81d8692db,games5425898691,19.0,-2005.199951171875,-4026.72998046875,17.010000228881836,-18423.699951171875,5037.5,2.800000011920929,-0.19999999552965164,-0.0,-1994.6000671386719,255.0,0.0,,-0.009590014799597937,0.34126680788023955,-3.75216935018274e-05,True,26,False,24,31.0,False,,fedeprune,b6247822c2b,11,-2304.0,4607.72998046875,16.350000381469727,-0.09999999776482582,-2.3000000417232513,84.79999542236328,13.799999952316284,-0.5000000074505806,0.0,,,,-0.015842184727379336,-1.5300257680364466,5.143755553914307e-06,True,False,False,85.0,False,False,,EliGremi,bf0a0065e5b,13.0,-3733.85009765625,-3881.800048828125,17.010000228881836,-12699.3994140625,13440.699462890625,1.0000000149011612,-0.3999999910593033,0.7000000029802322,-3112.7999877929688,255.0,0.0,False,-0.009600209426071623,1.0355308516055224,1.3924170031345023e-05,True,242.51019374016795,True,26,8,30,
47,3609,106.0,False,False,1,6666.106943778988,2811.39990234375,-1245.0,97.29000091552734,-7630.4998779296875,21580.400390625,419.59999084472656,-592.2000122070312,-626.5000152587891,2706.4999389648438,1.0,0.8205528029599173,2.0884872134579995,1.0363633759151434,76561198039309853,enpitsu,26.0,2849.159912109375,-1474.0899658203125,16.899999618530273,-6175.9002685546875,19263.499755859375,-40.59999942779541,332.5,493.3000183105469,-1672.5,255.0,128.0,False,-0.006711076760310548,1.3151000371238983,0.010924168604786911,True,18,145.05193995916713,True,16,False,,bf81d8692db,games5425898691,19.0,-2162.780029296875,-1329.5,92.75,5999.0997314453125,20537.19970703125,-188.50000381469727,-5244.7998046875,1093.6000061035156,228.50000381469727,255.0,128.0,,1.2639252529644347,3.0792959332643846,1.2941000297913738,True,28,False,26,31.0,False,,fedeprune,b6247822c2b,11,-1273.47998046875,3698.81005859375,17.059999465942383,13486.400146484375,-12312.900390625,-3.100000023841858,-0.3999999910593033,0.5000000074505806,-3.6000001430511475,255.0,128.0,,-0.01677777167752632,-2.4012145605021646,3.381972757902836e-05,True,False,False,27.951355006105143,True,False,,EliGremi,bf0a0065e5b,12.0,-1935.47998046875,-1687.0,17.020000457763672,14648.299560546875,16929.200439453125,1.2999999523162842,0.5000000074505806,0.5999999865889549,218.29999923706055,246.0,128.0,False,-0.009594267231028547,2.259840591567162,-0.0001437044370263947,True,162.0,False,26,8,30,
48,3616,106.0,False,False,1,6081.165021564256,2616.110107421875,-692.8200073242188,94.9000015258789,-7416.400146484375,20954.7998046875,114.70000267028809,-1840.8999633789062,-1045.199966430664,2706.4999389648438,1.0,0.5966413175695773,1.2222235133057031,0.7948425200943625,76561198039309853,enpitsu,26.0,2736.7099609375,-931.72998046875,17.010000228881836,-3617.5,22383.5009765625,4.000000059604645,-0.19999999552965164,-2.5999999046325684,-42.800002098083496,255.0,128.0,False,-0.016768593255941676,1.415035777263629,0.00017599707657137316,True,18,123.14322603389779,True,16,False,,bf81d8692db,games5425898691,19.0,-2007.0,-798.1900024414062,67.41999816894531,6063.499755859375,20615.90087890625,-1737.2000122070312,-2376.1000061035156,624.0999984741211,303.0999946594238,255.0,128.0,,0.4990302365696205,2.0736385994256925,0.22772294208851276,True,28,False,26,61.0,False,,fedeprune,b6247822c2b,11,-894.8300170898438,3364.10009765625,17.059999465942383,16391.400146484375,-12711.8994140625,-2.7000001072883606,-0.7999999821186066,0.7000000029802322,1559.4999694824219,255.0,255.0,,-0.016771958867460673,-2.5112775895794694,0.00029140020481518357,True,False,False,34.59975916339505,True,False,7.0,EliGremi,bf0a0065e5b,12.0,-1569.8599853515625,-1239.25,17.020000457763672,13996.99951171875,17455.999755859375,1.2999999523162842,0.3999999910593033,0.5999999865889549,5.0,255.0,128.0,False,-0.009590360863177437,2.2459779327863254,-6.747391168130827e-05,True,162.0,False,26,8,30,
49,3627,106.0,False,False,1,5232.89915332378,2332.389892578125,108.0999984741211,93.13999938964844,-7057.19970703125,19901.700439453125,0.0,-4049.7000122070312,-1785.2999877929688,2706.4999389648438,1.0,-0.43451089377661567,0.059698498656001665,1.3891295149624059,76561198039309853,enpitsu,26.0,2586.570068359375,35.22999954223633,17.040000915527344,-3501.4999389648438,22731.10107421875,4.4999998807907104,0.09999999776482582,-0.7000000029802322,0.0,128.0,128.0,False,-0.01679103703693442,1.4179634577337694,6.132533363593466e-05,True,18,120.0,False,16,False,,bf81d8692db,games5425898691,19.0,-1775.97998046875,-101.58999633789062,16.559999465942383,8087.1002197265625,19836.600341796875,88.4000015258789,13.500000238418579,12.699999809265137,-1189.800033569336,255.0,0.0,,-0.009969388273275655,1.9693041858815807,-0.0017018291626726377,True,28,False,26,61.0,False,,fedeprune,b6247822c2b,11,-80.75,2870.5400390625,17.059999465942383,20035.899658203125,-11294.200439453125,-3.1999999284744263,0.29999999329447746,-0.19999999552965164,5.199999809265137,255.0,128.0,,-0.016786965331065357,-2.628847243325706,-2.2500299077325288e-05,True,False,False,31.870658090037686,True,False,8.0,EliGremi,bf0a0065e5b,12.0,-1102.3199462890625,-624.030029296875,17.020000457763672,12189.89990234375,19503.900146484375,-1.1999999731779099,-2.8999999165534973,-4.600000083446503,664.1000366210938,255.0,128.0,False,-0.009587380328796368,2.0879476990616914,-3.4138261905727714e-05,True,143.22498905786904,True,26,8,30,
50,3646,107.0,False,True,1,3894.1059532910303,1882.989990234375,1373.050048828125,93.13999938964844,-6431.6998291015625,18076.300048828125,0.0,-5383.800048828125,-2076.199951171875,1643.9999389648438,1.0,1.10263010374196,0.5769699813938347,-0.3183075841744831,76561198039309853,enpitsu,26.0,2061.81005859375,1399.3800048828125,17.040000915527344,-17725.10009765625,14212.80029296875,0.7999999821186066,-0.0,-0.0,2044.2999267578125,255.0,255.0,False,-0.016771043073399765,0.5982258208347012,-5.934229895766155e-06,True,18,82.38914420527797,True,16,False,,bf81d8692db,games5425898691,19.0,-1103.77001953125,1181.8800048828125,17.010000228881836,6158.4002685546875,20098.900146484375,2.7000001072883606,-1.1999999731779099,-4.099999964237213,934.0000152587891,255.0,128.0,,-0.009580636053554619,1.8118419403239054,-2.2903738383728574e-05,True,28,False,26,61.0,False,,fedeprune,b6247822c2b,11,1146.449951171875,2083.360107421875,17.059999465942383,18964.89990234375,-12932.60009765625,2.0999999344348907,0.7000000029802322,-0.7000000029802322,1263.1999969482422,255.0,255.0,,-0.01678404347936065,-2.5592479410423032,0.0002471036818950111,True,False,False,0.0,False,False,,EliGremi,bf0a0065e5b,12.0,-525.0900268554688,819.2000122070312,17.020000457763672,5579.7998046875,22046.0009765625,1.4000000059604645,-0.19999999552965164,-1.1999999731779099,-785.6999969482422,255.0,38.0,False,-0.009594285822275568,1.8249023648621534,-0.0001564787984989569,True,142.0,False,26,8,30,
