,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect
0,178,0.0,False,False,0,5196.546382448265,27.989999771118164,26.260000228881836,102.7300033569336,5356.199951171875,3605.0,2818.900146484375,-1023.8999938964844,-1667.1000671386719,-767.2000122070312,0.0,-0.06446692950034405,0.16696700613500207,-0.158914241557112,b6247822c2b,fedeprune,12.0,1.9900000095367432,-95.05000305175781,92.5199966430664,910.0,19441.700439453125,447.09999084472656,-3625.1998901367188,610.6999969482422,3584.5001220703125,255.0,123.0,,1.4245458663385475,-1.6080696028182149,3.123267583347645,True,4,31.0,False,3,False,,bf0a0065e5b,EliGremi,13.0,0.0,-5203.81982421875,17.010000228881836,0.0,3746.0000610351562,2.7000001072883606,-0.9000000357627869,0.0,0.0,255.0,128.0,,0.009407078266615514,1.5707879012257133,-3.964947833289374e-08,True,False,False,False,116.0,False,,enpitsu,76561198039309853,26,1.0299999713897705,187.91000366210938,107.86000061035156,2769.2999267578125,-907.6000213623047,2045.5000305175781,4727.900085449219,2540.2999877929688,1201.2999725341797,255.0,255.0,,0.8772726368271807,-1.7573788971948432,-0.44862627060027654,True,2,False,31.0,False,1,,games5425898691,bf81d8692db,20.0,-2696.739990234375,4127.080078125,17.010000228881836,-18707.19970703125,6608.499755859375,2.800000011920929,0.3999999910593033,-0.09999999776482582,1959.7000122070312,255.0,255.0,,0.009582478735542427,2.871900919937601,4.468052543358401e-05,True,0.0,False,False,False,False,
1,182,0.0,False,False,1,5288.639135767317,-107.91999816894531,-52.47999954223633,131.27999877929688,-9399.099731445312,6173.699951171875,1156.9000244140625,2463.5000610351562,3083.9999389648438,2638.0999755859375,1.0,0.3037416603779782,-0.22166644604243138,-0.385410412236645,76561198039309853,enpitsu,26.0,-24.06999969482422,-180.22000122070312,117.58000183105469,-2758.599853515625,932.6000213623047,53.60000133514404,-4124.599914550781,-2827.60009765625,2289.4000244140625,255.0,255.0,,-1.1661460385430185,2.401935095398736,-1.4437781878606324,True,2,31.0,False,1,False,,bf81d8692db,games5425898691,20.0,3030.31005859375,-4182.10986328125,17.010000228881836,18802.900390625,33.90000104904175,2.800000011920929,-0.19999999552965164,0.3999999910593033,1972.5999450683594,128.0,255.0,,-0.009614547917580084,3.064669639093796,1.9049952560458612e-05,True,False,False,False,255.0,False,,fedeprune,b6247822c2b,12,-40.529998779296875,94.01000213623047,162.8000030517578,-2249.2999267578125,-105.29999732971191,3444.5001220703125,5277.0001220703125,-1549.1000366210938,-55.10000228881836,255.0,128.0,,-0.5940346608914087,1.8577187301938327,-3.1344156748959495,True,4,False,31.0,False,3,,EliGremi,bf0a0065e5b,13.0,-0.0,5168.080078125,17.010000228881836,-0.0,-4719.800109863281,2.7000001072883606,0.7999999821186066,-0.0,0.0,255.0,128.0,,-0.009407078266615514,-1.5707879012257133,-3.964947833289374e-08,True,116.0,False,False,False,False,
2,183,0.0,False,False,0,5209.7462385135195,138.07000732421875,33.90999984741211,133.6999969482422,11670.30029296875,718.7000274658203,-1815.7000732421875,-1680.2999877929688,-5120.8001708984375,-2636.7999267578125,0.0,-0.39970105461370325,0.303352395490611,-0.4994071709495087,b6247822c2b,fedeprune,12.0,40.529998779296875,-94.01000213623047,162.8000030517578,2249.2999267578125,105.29999732971191,3444.5001220703125,-5277.0001220703125,1549.1000366210938,-55.10000228881836,255.0,128.0,,0.5940346608914087,-1.8577187301938327,-3.1344156748959495,True,4,31.0,False,3,False,,bf0a0065e5b,EliGremi,13.0,0.0,-5124.60009765625,17.010000228881836,0.0,5613.2000732421875,2.7000001072883606,-0.7999999821186066,0.0,0.0,255.0,128.0,,0.009422337250361307,1.5707879730550718,-3.971379655246247e-08,True,False,False,False,116.0,False,,enpitsu,76561198039309853,26,45.90999984741211,175.9600067138672,116.88999938964844,2590.2999877929688,-424.50000762939453,-156.899995803833,4194.4000244140625,2793.2000732421875,2203.300018310547,255.0,255.0,,0.9825106826215532,3.0635885598476813,-2.603733877018267,True,2,False,31.0,False,1,,games5425898691,bf81d8692db,20.0,-3182.77001953125,4168.0400390625,17.010000228881836,-17810.400390625,-2999.4000244140625,2.800000011920929,0.29999999329447746,0.0,1956.9000244140625,128.0,255.0,,0.009620484369515849,-2.901010762732508,2.7147936066278817e-05,True,255.0,False,False,False,False,
3,254,2.0,False,False,1,6197.425502352902,-2180.3798828125,-239.9600067138672,97.29000091552734,-16537.5,702.7999877929688,2374.9000549316406,853.3000183105469,670.5000305175781,-1099.800033569336,1.0,-0.3762855771915426,2.275144156330591,0.7305633304075069,76561198039309853,enpitsu,26.0,-1982.7900390625,-269.25,17.040000915527344,-13273.800048828125,1213.0000305175781,5.0,1.5000000596046448,-0.0,2145.5999755859375,255.0,128.0,,-0.016748042146168467,0.04517491917843211,0.00015587094759189255,True,2,0.0,False,2,False,,bf81d8692db,games5425898691,20.0,1319.989990234375,-3544.679931640625,85.62000274658203,-16941.600341796875,-10122.5,-724.8000335693359,2659.2001342773438,-3133.900146484375,44.40000057220459,255.0,128.0,,1.0681107200075963,-0.6838567686060617,0.02260436064373081,True,4,False,4,230.0,False,,fedeprune,b6247822c2b,12,-1738.77001953125,149.36000061035156,121.61000061035156,-12640.50048828125,-796.1000061035156,5335.9002685546875,164.50000762939453,-2280.2000427246094,-133.59999656677246,255.0,128.0,,-0.24557403094721109,-0.05751550360772486,-0.0015628667343070206,True,6,3,0.0,False,4,,EliGremi,bf0a0065e5b,12.0,-2436.239990234375,1478.1199951171875,17.010000228881836,-12885.400390625,-18433.399658203125,2.7000001072883606,-1.7000000178813934,-2.3999999463558197,1094.800033569336,247.0,255.0,,-0.009599676510460209,-0.9740844707523036,0.00012085105820243683,True,63.0,False,False,False,False,
4,276,3.0,False,False,0,6596.519892355389,3477.969970703125,202.13999938964844,107.36000061035156,11613.599853515625,23455.30029296875,8813.499755859375,5547.39990234375,2283.9999389648438,93.90000343322754,0.0,0.2594052503466581,-2.8679868506755173,1.4866047480809723,bf0a0065e5b,EliGremi,12.0,3418.489990234375,-47.560001373291016,17.010000228881836,12474.89990234375,19085.2001953125,2.5999999046325684,-0.9000000357627869,-1.7000000178813934,158.1999969482422,255.0,80.0,,0.009599464157404687,1.0255235794397528,-0.00014894774920146472,True,False,255.0,False,False,False,,b6247822c2b,fedeprune,12.0,2712.320068359375,-87.87000274658203,325.4100036621094,12556.400146484375,794.8999786376953,138.99999618530273,-171.20000839233398,5227.2998046875,324.59999084472656,255.0,,,-0.9610880258744184,-3.019681499644085,3.0228727785060268,True,6,4,4,,False,,enpitsu,76561198039309853,26,3100.72998046875,199.60000610351562,100.29000091552734,18452.099609375,-3378.599853515625,2729.2001342773438,1836.6999816894531,5180.10009765625,-206.70000076293945,255.0,,,0.6983046481446472,-0.37235785749440964,-0.029986229556965213,True,4,False,,False,3,,games5425898691,bf81d8692db,20.0,-33.22999954223633,4345.2001953125,17.010000228881836,16387.39990234375,10975.899658203125,2.7000001072883606,-1.0000000149011612,-1.1999999731779099,286.00000381469727,255.0,128.0,,0.009626836466563964,0.60614247743031,-2.3894179972015455e-06,True,255.0,False,4,False,4,
5,331,5.0,False,False,0,4060.6730369176744,2948.9599609375,3834.110107421875,393.30999755859375,-11516.500244140625,12760.899658203125,8078.499755859375,-2701.300048828125,4069.4000244140625,-3484.5999145507812,0.0,-0.8996231876764924,0.1350836846221851,-0.8972488057048189,bf0a0065e5b,EliGremi,13.0,3042.010009765625,3787.719970703125,200.17999267578125,-15899.599609375,10771.99951171875,2495.0,4416.7999267578125,-1225.5999755859375,-3039.5001220703125,255.0,255.0,True,-0.5949616015872411,2.871541625843367,-0.8944540477401599,True,4,177.0,False,3,False,,b6247822c2b,fedeprune,11.0,3881.02001953125,-690.1799926757812,23.68000030517578,-1837.2000122070312,-10631.099853515625,-355.0,116.19999885559082,614.3000030517578,72.89999961853027,255.0,128.0,,0.051602602485816,-1.7401344619295338,0.17581262913824666,True,6,4,4,,False,,enpitsu,76561198039309853,26,4078.93994140625,1156.6800537109375,450.2300109863281,-2.0000000298023224,12725.899658203125,-4074.1000366210938,45.19999980926514,0.0,0.0,255.0,128.0,,0.28493818493528345,1.553347665556665,-1.5757096223521965,True,4,False,,False,4,,games5425898691,bf81d8692db,20.0,2791.919921875,3892.199951171875,233.7899932861328,12838.599853515625,-4415.299987792969,326.1000061035156,-5130.2001953125,307.99999237060547,-1958.5000610351562,255.0,255.0,,-0.2964389853669711,-0.0726019580728033,-2.364028710451027,True,208.01045172957964,True,5,False,6,
6,423,8.0,False,False,1,8612.351923524511,36.13999938964844,-3429.320068359375,316.739990234375,16038.599853515625,9049.69970703125,5656.300048828125,-3973.800048828125,-4239.100036621094,1496.0000610351562,1.0,-0.3660142781740483,-2.0379384719311746,1.5806242205924426,76561198039309853,enpitsu,26.0,-116.4800033569336,-3506.050048828125,218.52999877929688,16496.099853515625,-321.8000030517578,1363.9999389648438,-0.0,0.3999999910593033,32.5,128.0,255.0,,-0.0171527290897985,3.1101224013187907,-1.6040876260001498e-05,True,6,0.0,False,5,False,,bf81d8692db,games5425898691,20.0,-648.77001953125,-4779.77978515625,17.010000228881836,12787.60009765625,4005.4000854492188,2.7000001072883606,-1.7000000178813934,0.7000000029802322,-39.000000953674316,255.0,128.0,,-0.009504250855181761,2.8434635481008503,0.00010169393268400595,True,6,False,6,159.0,False,,fedeprune,b6247822c2b,11,-1941.8399658203125,4285.97998046875,17.040000915527344,20114.7998046875,29.000000953674316,0.0,-0.5999999865889549,-0.0,-5.0,255.0,128.0,,-0.016772684733477667,3.140712892174161,4.514306127413376e-05,True,6,4,218.78658061130074,True,4,,EliGremi,bf0a0065e5b,13.0,-329.3500061035156,-3035.679931640625,16.989999771118164,18824.7998046875,8100.5999755859375,5.299999713897705,-0.3999999910593033,-0.0,1979.2999267578125,255.0,255.0,False,-0.009579426064376907,2.661651105504822,5.0161039075651484e-05,True,103.0,False,4,False,4,
7,475,10.0,False,False,0,3954.71894227527,-2988.159912109375,1784.010009765625,216.05999755859375,-28755.90087890625,-1682.2000122070312,-5861.400146484375,748.4999847412109,-21.700000762939453,4058.9999389648438,0.0,1.0308428781339884,0.41502232038987696,-0.0844958100256756,bf0a0065e5b,EliGremi,13.0,-2790.300048828125,1722.22998046875,268.4100036621094,-22949.29931640625,-1076.6999816894531,424.7999954223633,-283.0999946594238,-5040.4998779296875,-2182.4000549316406,255.0,128.0,False,0.4950384168122439,2.3816517364189256,-0.7408315125854646,True,6,85.0,False,5,False,,b6247822c2b,fedeprune,12.0,-2185.429931640625,-4857.64990234375,17.040000915527344,-21605.400390625,2187.5999450683594,4.799999892711639,-0.5999999865889549,0.0,-2011.6000366210938,255.0,0.0,,0.0167778595450099,2.967193474489594,-5.331450314144563e-05,True,6,4,4,232.0,False,,enpitsu,76561198039309853,26,-2504.97998046875,2386.860107421875,17.049999237060547,-14727.60009765625,1386.300048828125,3.8999998569488525,2.3000000417232513,-1.5999999642372131,-218.70000839233398,255.0,128.0,,0.016687647891919906,3.0243644033702775,0.00026910891480637274,True,6,False,0.0,False,6,,games5425898691,bf81d8692db,20.0,-2177.760009765625,4272.509765625,17.010000228881836,-15557.7001953125,-938.3999633789062,2.7000001072883606,0.3999999910593033,-0.29999999329447746,-18.50000023841858,255.0,128.0,,0.009567413575542113,-3.083994065555185,5.433211548898095e-05,True,172.0,False,6,False,6,
8,489,11.0,True,False,0,4598.272958472405,-3984.14990234375,1733.030029296875,395.2699890136719,-12541.800537109375,10000.0,15398.00048828125,2543.2000732421875,3501.300048828125,-4155.899963378906,0.0,-0.18083784460979255,0.7858332939665752,-1.4956847705976923,bf0a0065e5b,EliGremi,13.0,-3917.860107421875,1629.0400390625,260.69000244140625,-19482.60009765625,-2855.10009765625,-198.09999465942383,1845.0,2705.0,-4419.100036621094,255.0,128.0,False,-1.2756647684402935,-0.33670146341441404,-2.7293679286825245,True,6,85.0,False,6,False,,b6247822c2b,fedeprune,12.0,-3055.030029296875,-4126.31982421875,17.040000915527344,-5592.19970703125,20169.3994140625,0.7999999821186066,0.0,0.0,-2064.199981689453,255.0,0.0,,0.016780623014597786,1.7650436410815618,-5.5611569421690255e-06,True,6,4,4,245.59353143938128,True,40.0,enpitsu,76561198039309853,26,-3262.580078125,2483.929931640625,17.049999237060547,-14560.799560546875,2325.800018310547,3.4999999403953552,5.600000023841858,-1.0999999940395355,-902.6999664306641,255.0,0.0,,0.016744573873627645,2.9902304054722486,-0.00014973506542426354,True,6,False,0.0,False,6,,games5425898691,bf81d8692db,19.0,-2918.760009765625,4180.31005859375,17.010000228881836,-14181.99951171875,-5524.89990234375,2.800000011920929,0.3999999910593033,0.19999999552965164,1984.1999816894531,255.0,255.0,,0.009600849025534045,-2.7119544639710487,5.7248330269840215e-05,True,255.0,False,6,False,6,
9,573,14.0,False,False,1,8701.923191824242,1811.3199462890625,-3513.64990234375,431.54998779296875,-16930.6005859375,-14002.39990234375,824.7000122070312,1817.2999572753906,2713.0999755859375,4352.900085449219,1.0,-0.3688997913500836,-0.4168316692628943,-1.296597879749487,bf81d8692db,games5425898691,19.0,1916.3599853515625,-3418.760009765625,319.45001220703125,-14404.599609375,-5646.5997314453125,-294.59999084472656,2347.4000549316406,-4913.299865722656,-773.3000183105469,255.0,242.0,,-0.9159703201917117,-0.2596514957226393,-0.27075421151235224,True,8,192.35003855920607,True,7,False,,76561198039309853,enpitsu,26.0,1338.5699462890625,-4456.669921875,17.059999465942383,-12565.999755859375,1435.0999450683594,2.5,-2.5999999046325684,-3.8999998569488525,-1727.7000427246094,0.0,128.0,,-0.016905331096976103,0.1389867043447442,-0.00023032356313967906,True,6,False,6,31.0,False,,fedeprune,b6247822c2b,12,530.0900268554688,-1172.8900146484375,17.040000915527344,-19243.399658203125,-6625.3997802734375,4.699999988079071,0.9000000357627869,0.19999999552965164,1605.2999877929688,255.0,255.0,,-0.016768949952518406,-0.36376645100354904,0.0002371880569684001,True,6,4,168.0,False,4,,EliGremi,bf0a0065e5b,13.0,1635.3900146484375,-3548.77001953125,779.6199951171875,-15708.599853515625,-12089.7998046875,-2247.7000427246094,1089.000015258789,-1505.8000183105469,694.1999816894531,214.0,128.0,False,0.7658267166092999,-0.2583755647209546,0.5072771816456079,True,,False,8,False,8,
