,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_ball_cam,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,179,0.0,False,False,1,5257.038496725788,-40.45000076293945,-32.959999084472656,93.13999938964844,-6076.9000244140625,5259.1998291015625,-407.2999954223633,806.8000030517578,-1020.0,2341.300048828125,1.0,-0.1632191095963954,-0.16724270043791523,-0.0639872793108884,76561198031027560,Charter-Svein,10.0,16.3799991607666,-155.57000732421875,108.79000091552734,113.4000015258789,-1726.199951171875,731.9000244140625,-4407.39990234375,-597.2999954223633,3235.4000854492188,255.0,128.0,,-1.1287215845907987,-1.812380061921594,3.033424470805322,True,4,3,False,31.0,False,,44bc458b5d164602a90b5c49d0d7fbb1,quentin.jcq,8.0,-0.0,-1560.4100341796875,17.010000228881836,-0.7000000029802322,14100.0,2.0999999344348907,0.5000000074505806,-0.0,0.0,255.0,,,-0.009635962584901046,1.570712619894336,4.032997407339691e-07,82.0,False,4,False,True,4,,enpitsu,76561198039309853,26.0,-0.0,3915.070068359375,17.049999237060547,-0.0,-10559.69970703125,2.7000001072883606,0.7999999821186066,-0.0,0.0,255.0,,,-0.016624701214700947,-1.5707738416867683,-2.4633792924850446e-07,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,23.0,3.109999895095825,100.30000305175781,104.41000366210938,-362.20001220703125,237.09999084472656,1215.5000305175781,4963.599853515625,-852.0999908447266,-2210.399932861328,128.0,147.0,-1.158696350748338,1.2856254398434124,-2.595832349970393,True,3,False,4,31.0,False,,
1,181,0.0,False,False,0,5204.554180083962,78.33000183105469,27.459999084472656,93.88999938964844,7692.8997802734375,1103.8999938964844,-1113.3000183105469,-297.99999237060547,-831.2000274658203,994.0000152587891,0.0,0.1516227425602812,0.22386007570651226,-0.09413742891865359,bf81d8692db,games5425898691,23.0,0.8299999833106995,-106.83000183105469,114.19999694824219,561.8000030517578,-967.9000091552734,1053.8999938964844,-5058.800048828125,1753.3999633789062,-1258.1999969482422,128.0,147.0,,0.6374511005996246,-1.7063231295142234,-2.8962313297326916,True,4,3,False,31.0,False,,76561198039309853,enpitsu,26.0,0.0,-3825.14990234375,17.049999237060547,0.0,10971.400146484375,2.7000001072883606,-0.7999999821186066,0.0,0.0,255.0,,,0.016624701214700947,1.5707738416867683,-2.4633792924850446e-07,116.0,False,False,False,True,False,,Charter-Svein,76561198031027560,10.0,-16.299999237060547,171.8699951171875,113.5999984741211,91.99999809265137,2112.7000427246094,427.7000045776367,4911.199951171875,2224.600067138672,1086.6000366210938,255.0,128.0,,0.5761052109760506,1.9888352425820082,3.011425666467925,True,31.0,False,4,False,3,,quentin.jcq,44bc458b5d164602a90b5c49d0d7fbb1,8.0,0.0,1560.4100341796875,17.010000228881836,0.7000000029802322,-14100.0,2.0999999344348907,-0.5000000074505806,0.0,0.0,255.0,,0.009635962584901046,-1.570712619894336,4.032997407339691e-07,True,4,False,4,82.0,False,,
2,205,0.0,False,False,1,5458.73210026789,-628.2999877929688,-101.58999633789062,93.13999938964844,-15452.19970703125,19828.00048828125,1594.7000122070312,858.6000061035156,-3696.300048828125,-4647.5,1.0,-0.11304215653422432,-2.993220631476213,2.341192695497087,44bc458b5d164602a90b5c49d0d7fbb1,quentin.jcq,8.0,-459.44000244140625,-312.7699890136719,70.18000030517578,-18246.300048828125,10871.300048828125,2674.7000122070312,1673.699951171875,-5101.499938964844,1192.6000213623047,255.0,217.0,True,-0.14104981003662354,0.576525850679101,-0.18631817939919534,True,6,5,False,43.0,False,,76561198031027560,Charter-Svein,10.0,-9.960000038146973,-338.1300048828125,25.920000076293945,-2247.100067138672,-707.0999908447266,-2747.0001220703125,-1064.3000030517578,250.9000015258789,3079.2001342773438,255.0,253.0,,-0.11072120363485377,0.1428736511487151,-0.06224185582687842,5.9243611930519045,True,4,False,True,4,,enpitsu,76561198039309853,26.0,-198.9600067138672,2863.360107421875,17.049999237060547,-8400.2001953125,-9367.39990234375,3.100000023841858,1.7000000178813934,0.19999999552965164,-1818.800048828125,128.0,0.0,,-0.01676751104923645,-0.8124243179215528,-0.00011103927934633189,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,23.0,-58.79999923706055,184.57000732421875,21.40999984741211,-1945.7000732421875,182.80000686645508,-2098.6000061035156,3980.5999755859375,770.5000305175781,-2596.400146484375,255.0,0.0,-0.042753539779728324,-0.08231273802344427,0.20006691738835666,True,4,False,4,18.45166422218405,True,,
3,284,3.0,False,False,0,10385.274019062175,3783.830078125,-4131.08984375,557.4000244140625,-54.49999809265137,12156.600341796875,2700.4998779296875,-2977.9000854492188,4203.500061035156,3076.0000610351562,0.0,0.45836737514520565,0.800365199780464,-0.4943570448275557,76561198039309853,enpitsu,26.0,3749.919921875,-4290.0498046875,600.75,7564.000244140625,7592.8997802734375,11068.199462890625,-1660.7000732421875,1705.3999328613281,-4.799999892711639,255.0,255.0,False,-0.7329039299941718,0.7647254551472131,-1.5579935900484443,True,False,False,False,240.0,False,,bf81d8692db,games5425898691,24.0,1619.5799560546875,-2883.080078125,17.0,-7512.60009765625,-11400.899658203125,3.6000001430511475,0.09999999776482582,0.0,-2225.2000427246094,255.0,0.0,,0.009561293612740203,-2.2210526981087217,-1.0580656785217457e-05,31.0,False,4,False,True,4,,Charter-Svein,76561198031027560,10.0,3628.77001953125,-260.7799987792969,17.049999237060547,9523.300170898438,-4853.599853515625,2.8999999165534973,3.4999999403953552,0.09999999776482582,-2664.89990234375,33.0,112.0,False,0.016952852662326646,-1.2323987987105056,3.2287369946522124e-05,True,,False,6,False,6,,quentin.jcq,44bc458b5d164602a90b5c49d0d7fbb1,8.0,4078.97998046875,-3422.050048828125,739.1599731445312,-3.3000001311302185,-2248.000030517578,12693.800048828125,-3064.1000366210938,4.300000071525574,-9.800000190734863,255.0,255.0,-1.205422770619103,1.5449750653603536,-1.5462319372191828,True,6,False,6,31.0,False,,False
4,332,5.0,False,False,0,8502.598016065167,3852.320068359375,-1913.199951171875,109.48999786376953,5036.7999267578125,18751.700439453125,3570.4000854492188,-4140.799865722656,3709.8001098632812,-2256.0000610351562,0.0,-0.7253125140965989,-1.91941730793237,0.6184845126209066,76561198039309853,enpitsu,26.0,3663.469970703125,-2041.3399658203125,84.52999877929688,-2608.900146484375,20636.99951171875,-78.49999904632568,-4240.7000732421875,3318.2000732421875,1120.199966430664,255.0,0.0,False,0.5240922103901156,2.4175820857035895,1.5465745580327666,True,2,1,False,220.0,False,,bf81d8692db,games5425898691,24.0,-602.8699951171875,-3633.830078125,17.0,-14100.0,33.90000104904175,3.3000001311302185,0.3999999910593033,-0.3999999910593033,-0.09999999776482582,255.0,128.0,,0.00955428731197019,3.1391274301179672,4.7566661644996073e-05,61.0,False,4,False,True,4,,Charter-Svein,76561198031027560,10.0,3708.030029296875,-79.41000366210938,17.040000915527344,-422.40001678466797,-7934.2999267578125,-0.5000000074505806,-0.5000000074505806,-5.299999713897705,-924.1999816894531,255.0,128.0,False,0.016670797488472132,-1.6629378039616722,0.00028547330340725565,True,226.89040882613074,True,6,False,6,,quentin.jcq,44bc458b5d164602a90b5c49d0d7fbb1,8.0,3976.830078125,-2298.280029296875,301.4599914550781,-1781.3999938964844,7544.7998046875,-167.00000762939453,49.40000057220459,3437.0001220703125,-4293.500061035156,255.0,128.0,0.8967155327845134,1.5690807516630763,3.0203896241971564,True,7,False,8,11.0,False,,False
5,415,8.0,False,True,0,5186.536723572148,3584.10009765625,2526.7900390625,100.33999633789062,-17433.199462890625,10847.099609375,4003.599853515625,-3182.3001098632812,3615.8999633789062,3358.800048828125,0.0,-0.7697920256848505,-0.29443030477230214,0.5461064322202133,76561198039309853,enpitsu,26.0,3767.97998046875,2498.52001953125,15.0,-13258.800048828125,14643.00048828125,258.1999969482422,86.19999885559082,161.70000076293945,1941.7999267578125,255.0,128.0,False,0.005451976228415736,2.376672899504952,0.01186168174858273,True,2,2,False,134.0,False,,bf81d8692db,games5425898691,24.0,-1245.6600341796875,234.4499969482422,17.010000228881836,-6385.999755859375,16480.999755859375,2.0999999344348907,-0.19999999552965164,0.7999999821186066,133.100004196167,255.0,128.0,,0.009594992070348115,1.9568242898947057,-0.00013032216980548764,122.0,False,6,False,True,6,,Charter-Svein,76561198031027560,10.0,3457.389892578125,2315.050048828125,17.049999237060547,-6734.1998291015625,21337.7001953125,3.0000001192092896,-3.4999999403953552,-4.600000083446503,-1808.5000610351562,255.0,0.0,False,0.016541739101547798,1.8197880058302625,0.00010164377349542592,True,72.0,False,6,False,6,,quentin.jcq,44bc458b5d164602a90b5c49d0d7fbb1,8.0,3582.179931640625,1462.1500244140625,17.010000228881836,-1309.1000366210938,16173.00048828125,2.0999999344348907,0.09999999776482582,-0.5000000074505806,0.19999999552965164,255.0,128.0,0.009603849189621108,1.6516221799267188,4.4727186542161255e-05,False,10,False,10,0.0,False,,False
6,417,8.0,False,False,1,8921.231552183226,-3464.68994140625,-2642.85009765625,144.32000732421875,5317.19970703125,-23161.39892578125,9045.30029296875,-3504.5001220703125,4127.9998779296875,2583.9999389648438,1.0,0.7200856073850403,-0.07528512352123069,0.4085565772428701,76561198031027560,Charter-Svein,10.0,-3414.820068359375,-2494.56005859375,16.5,4451.400146484375,-20969.89990234375,-337.5,-155.9000015258789,2577.9000854492188,254.3000030517578,255.0,0.0,False,-0.018822422710847237,-1.6793081314680405,-0.020441708166037565,True,6,6,False,72.0,False,,44bc458b5d164602a90b5c49d0d7fbb1,quentin.jcq,8.0,-3573.4599609375,-1569.989990234375,17.010000228881836,1309.6000671386719,-16172.60009765625,2.0999999344348907,-0.09999999776482582,0.5000000074505806,0.09999999776482582,255.0,128.0,False,-0.009603849189621108,-1.6516221799267188,4.4727186542161255e-05,0.0,False,10,False,False,10,,enpitsu,76561198039309853,26.0,-3679.760009765625,-2588.070068359375,15.850000381469727,14206.700439453125,-12677.099609375,207.39999771118164,-57.60000228881836,144.7000026702881,1703.2000732421875,255.0,128.0,False,-0.012288759590791688,-2.475672473650339,0.008942263614449294,True,134.0,False,2,False,2,,games5425898691,bf81d8692db,24.0,1245.6600341796875,-234.4499969482422,17.010000228881836,6385.999755859375,-16480.999755859375,2.0999999344348907,0.19999999552965164,-0.7999999821186066,133.100004196167,255.0,128.0,-0.009594992070348115,-1.9568242898947057,-0.00013032216980548764,True,6,False,6,122.0,False,,
7,486,11.0,False,False,1,9584.36645364932,-982.4199829101562,-4258.490234375,118.0,24313.1005859375,-790.5999755859375,-2436.300048828125,-3762.39990234375,687.2000122070312,-4622.900085449219,1.0,0.47720501552449757,2.672314711679494,0.4936215656482132,76561198031027560,Charter-Svein,10.0,-1106.1199951171875,-4364.02001953125,164.66000366210938,12162.099609375,18874.69970703125,3378.2000732421875,-4200.7000732421875,-3503.599853515625,-573.3000183105469,255.0,243.0,False,-0.04146097344342219,2.18213829506143,-0.6632116712932701,True,8,7,False,170.48350100876175,True,,44bc458b5d164602a90b5c49d0d7fbb1,quentin.jcq,8.0,-1680.5400390625,-4257.7998046875,17.010000228881836,14465.400390625,1336.0000610351562,2.0999999344348907,1.1999999731779099,0.09999999776482582,-165.49999237060547,255.0,128.0,False,-0.009583895102678538,3.0593892926618675,-1.8375774546700187e-08,31.0,False,10,False,False,10,,enpitsu,76561198039309853,26.0,-1247.8800048828125,-3770.820068359375,146.99000549316406,12540.6005859375,-4472.799987792969,-1236.6999816894531,1136.9000244140625,3188.2998657226562,0.0,128.0,128.0,False,0.5392073278573019,-2.7990189028418997,-2.4143995917763062e-05,True,97.0,False,4,False,4,,games5425898691,bf81d8692db,24.0,-915.8099975585938,-3973.27001953125,49.06999969482422,-16265.50048828125,-15875.50048828125,3521.300048828125,319.7999954223633,-283.29999923706055,1708.3000183105469,255.0,214.0,-0.020089362707636928,-0.9056071463939819,0.0006966193197129723,True,6,False,7,0.0,False,,
8,574,14.0,False,False,1,9435.930924170792,3981.6201171875,-3777.159912109375,592.5,1167.699966430664,6134.2999267578125,1762.2999572753906,678.3000183105469,2694.2001342773438,-5317.8997802734375,1.0,0.27559554369604694,-2.7972479115181583,0.05829567837685091,44bc458b5d164602a90b5c49d0d7fbb1,quentin.jcq,7.0,4076.409912109375,-3660.419921875,633.52001953125,595.099983215332,9145.700073242188,13828.499755859375,1901.9999694824219,91.5999984741211,1155.6999969482422,119.0,29.0,,1.1624769594481064,1.6530194755458203,-1.5671287564980436,True,12,12,False,,False,,76561198031027560,Charter-Svein,10.0,1108.3800048828125,-3878.570068359375,17.059999465942383,6657.19970703125,-12219.7998046875,1.899999976158142,-0.5000000074505806,1.0000000149011612,2100.399932861328,255.0,254.0,,-0.016751770257219297,-2.11958264282239,0.00012630405683252777,191.0,False,8,False,True,8,,enpitsu,76561198039309853,26.0,3918.02001953125,-2532.9599609375,32.709999084472656,2675.8999633789062,20468.199462890625,921.9999694824219,83.29999923706055,-1613.8999938964844,140.600004196167,255.0,128.0,,0.03760151460503803,1.7146547149958646,-0.33369296740413246,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,24.0,-3265.419921875,-2445.409912109375,72.88999938964844,6.9999998807907104,18206.300048828125,-1577.8999328613281,-2699.4000244140625,12.400000095367432,172.5,255.0,128.0,0.583582720576688,1.7203151676033719,0.1338089735273987,,8,False,10,,False,,
9,577,14.0,False,False,1,9381.804233293693,3992.780029296875,-3715.969970703125,606.6900024414062,582.400016784668,6052.39990234375,1250.5000305175781,609.0000152587891,2239.199981689453,-5532.9998779296875,1.0,0.02075178599975921,-2.2731999970106296,-0.036629816207411604,44bc458b5d164602a90b5c49d0d7fbb1,quentin.jcq,7.0,4078.47998046875,-3608.219970703125,740.2899780273438,64.89999771118164,4333.0999755859375,11731.8994140625,1869.6000671386719,-107.29999542236328,65.0,7.0,29.0,,1.318749042336583,1.6281577983142246,-1.5474357110857484,True,12,12,False,,False,,76561198031027560,Charter-Svein,10.0,1172.68994140625,-3974.4599609375,17.059999465942383,8573.499755859375,-10853.499755859375,1.899999976158142,-0.29999999329447746,0.29999999329447746,2177.7999877929688,255.0,254.0,,-0.016749346271635178,-2.298632877680899,5.225340840939767e-05,191.0,False,8,False,True,8,,enpitsu,76561198039309853,26.0,3935.080078125,-2396.52001953125,39.720001220703125,2504.7000122070312,20457.80029296875,1123.0999755859375,-165.30000686645508,-857.3999786376953,-29.800000190734863,255.0,128.0,True,0.0417334416118617,1.7100895444748268,-0.40782436141586703,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,24.0,-3265.320068359375,-2293.469970703125,57.38999938964844,13.09999942779541,18254.200439453125,-2093.2000732421875,-2113.9999389648438,33.29999923706055,148.00000190734863,255.0,128.0,0.38799924556350734,1.6938494668755046,0.10590084486957,,8,False,10,,False,,
