,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
0,170,0,False,False,0,5184.25429937845,-9.229999542236328,32.150001525878906,94.9000015258789,-5219.4000244140625,24993.00048828125,1971.0000610351562,-979.1000366210938,-132.89999961853027,-5917.9998779296875,0.0,-0.005306537477253677,-0.15214619826720557,-0.024825278711894657,2533274995339233,you alway5 win,10.0,101.23999786376953,-230.3699951171875,63.22999954223633,-18213.599853515625,13662.39990234375,3237.60009765625,78.49999904632568,-2264.1000366210938,949.0000152587891,254.0,249.0,,0.0430933629425659,2.174326254109624,-0.014597862864778871,True,3,False,4,0.0,False,,2533274849614366,Bradz04,11.0,-3165.8701171875,-4521.64990234375,17.649999618530273,1794.6000671386719,-13903.900146484375,224.59999084472656,-813.0999755859375,411.19998931884766,2815.5999755859375,255.0,255.0,False,-0.01229887389972435,-1.3071257319885727,-0.02043335768547107,True,4,4,248.73910536048234,True,False,,enpitsu,76561198039309853,27,3156.320068359375,4173.9599609375,16.90999984741211,2254.1000366210938,3401.4999389648438,35.299999713897705,18.09999942779541,-11.699999570846558,0.0,255.0,128.0,,0.01513581684894571,-2.1560446470270236,1.3793999837618374e-05,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,-118.44000244140625,174.1999969482422,77.94000244140625,1366.0000610351562,-22863.30078125,2013.6000061035156,5490.4998779296875,-317.60000228881836,-55.19999980926514,255.0,139.0,0.6942856737373345,-1.6479100317667628,-0.014141963937861449,True,4,3,0.0,False,False,,
1,171,0,False,False,1,5292.203716918806,-38.349998474121094,-69.06999969482422,123.94999694824219,-15962.5,1999.6000671386719,6850.8001708984375,3262.9998779296875,823.7000274658203,4967.300109863281,1.0,0.08340589392052318,-0.09933553741991234,-0.2568611755454617,bf81d8692db,games5425898691,20.0,118.44000244140625,-174.1999969482422,77.94000244140625,-1366.0000610351562,22863.30078125,2013.6000061035156,-5490.4998779296875,317.60000228881836,-55.19999980926514,255.0,139.0,,-0.6942856737373345,1.6479100317667628,-0.014141963937861449,True,3,False,4,0.0,False,,76561198039309853,enpitsu,27.0,-3167.719970703125,-4191.16015625,17.049999237060547,-642.3999786376953,-969.4999694824219,5.600000023841858,-4.099999964237213,2.5999999046325684,0.0,255.0,128.0,,-0.01600032242050733,2.1560412891827125,3.8903374781116287e-07,True,2,2,255.0,False,False,,Bradz04,2533274849614366,11,3132.77001953125,4634.3701171875,23.389999389648438,-5731.400146484375,13045.899658203125,1134.1000366210938,741.9999694824219,-2160.2999877929688,2290.5999755859375,255.0,255.0,False,0.06265307122943169,1.0798897465918835,-0.15372539400276555,True,245.5670967794234,True,4,False,4,,you alway5 win,2533274995339233,10.0,61.09000015258789,115.44999694824219,89.37000274658203,17289.100341796875,-11632.7001953125,2527.100067138672,-1279.1999816894531,5349.000244140625,-37.99999952316284,254.0,239.0,-0.2532551105643434,-2.093871549785046,-0.6160958179421868,True,4,3,0.0,False,False,,
2,288,4,False,False,1,6065.684115653443,-3130.60009765625,603.5900268554688,103.05000305175781,5910.5999755859375,18855.899658203125,5497.9998779296875,191.49999618530273,2980.0,-2749.4000244140625,1.0,-0.4083423305670621,-2.6458482641032304,1.5790546769568565,76561198039309853,enpitsu,26.0,-3188.760009765625,358.80999755859375,17.049999237060547,6706.7999267578125,14785.2001953125,2.800000011920929,-0.19999999552965164,-0.7999999821186066,1945.2999877929688,255.0,255.0,,-0.01678954628609148,1.9435611692366936,0.00010266243067476435,True,2,False,2,221.0,False,,bf81d8692db,games5425898691,21.0,2664.449951171875,-980.1099853515625,17.020000457763672,-7104.5001220703125,13659.89990234375,-2.0999999344348907,0.19999999552965164,-0.29999999329447746,-435.09998321533203,255.0,128.0,,-0.009600241054452697,1.1341060194268142,0.000301423837778534,True,4,4,223.78575477548827,True,False,,Bradz04,2533274849614366,11,-3122.6201171875,4909.91015625,342.32000732421875,10305.999755859375,8480.999755859375,-382.90000915527344,-1484.4999694824219,1652.8999328613281,-1690.3999328613281,212.0,0.0,,-0.06449505176871617,2.453240593136093,1.5711962148975216,True,251.84445608046747,True,4,False,4,,you alway5 win,2533274995339233,11.0,3720.3798828125,1935.9200439453125,99.94000244140625,-4039.8001098632812,18853.800048828125,-159.0999984741211,-4250.899963378906,-3363.2000732421875,931.3999938964844,254.0,250.0,-0.5071540682426333,2.6659427630080237,-2.1036028337506005,True,6,5,,False,False,,True
3,331,5,False,False,0,9140.439330438796,2227.419921875,-3450.219970703125,172.13999938964844,-6333.599853515625,26342.099609375,12741.99951171875,5292.9998779296875,-2795.5999755859375,409.7999954223633,0.0,0.43107290439519474,2.5775577270769423,1.470433770246156,2533274849614366,Bradz04,11.0,2242.6201171875,-3597.68994140625,88.62999725341797,-490.49999237060547,17339.7998046875,1149.8999786376953,-2008.3999633789062,-3817.7999877929688,3411.7001342773438,189.0,137.0,,0.08174900398236533,1.617481135111246,-0.03672514020652263,True,5,False,6,177.47463236829284,True,,2533274995339233,you alway5 win,11.0,-2584.77001953125,-4633.81982421875,17.049999237060547,17182.5,-5748.499755859375,2.7000001072883606,-4.000000059604645,1.1999999731779099,1515.8999633789062,252.0,148.0,False,0.016770910776781875,-0.24862213376584785,-0.00010030741319474764,True,6,6,31.0,False,False,,enpitsu,76561198039309853,27,2659.280029296875,-3138.52001953125,17.040000915527344,-19955.799560546875,-10048.800048828125,4.399999976158142,0.09999999776482582,0.0,-2048.3999633789062,255.0,128.0,,0.016769869319192977,-2.754412203000976,1.6611870101854886e-05,True,115.0,False,3,False,2,,games5425898691,bf81d8692db,21.0,-1876.0400390625,-1049.27001953125,17.020000457763672,11240.6005859375,-5075.899963378906,0.7999999821186066,1.4000000059604645,-0.29999999329447746,158.100004196167,255.0,128.0,0.00955098344709182,-0.4042398253333847,-0.00017843483656053736,True,4,4,253.0,False,False,,
4,574,14,False,True,0,3917.299863593602,-1219.1300048828125,1236.050048828125,140.57000732421875,11496.700439453125,25146.4990234375,4390.299987792969,1495.0,-409.00001525878906,-5796.300048828125,0.0,-0.9687458407944579,1.806902102549171,-0.8252144383157745,2533274849614366,Bradz04,10.0,-1291.3299560546875,1040.5899658203125,101.06999969482422,-724.1000366210938,22826.8994140625,2721.400146484375,-2142.4000549316406,3647.6998901367188,-706.5000152587891,225.0,0.0,,0.017852952666350293,1.9566868657690877,0.05257784428156907,True,3,False,4,80.01208592230273,True,,2533274995339233,you alway5 win,11.0,-3703.719970703125,-290.4100036621094,47.310001373291016,-6570.7000732421875,-15575.50048828125,-3038.800048828125,937.3000335693359,-478.1999969482422,-501.30001068115234,255.0,41.0,False,0.15536854682393916,-1.3263842623565658,-0.2153740097497595,True,8,8,251.86343214845144,True,False,,enpitsu,76561198039309853,27,-1270.5899658203125,2166.080078125,143.0500030517578,2312.7999877929688,-22736.79931640625,2585.7000732421875,0.29999999329447746,0.0,-23.499999046325684,128.0,0.0,,0.01680317206099839,-1.4833608820639221,-5.152498056387528e-05,True,154.86343214845144,True,6,False,5,,games5425898691,bf81d8692db,21.0,338.4100036621094,5690.58984375,30.209999084472656,-3148.2000732421875,-3020.8999633789062,-107.89999961853027,31.600000858306885,20.09999990463257,-142.10000038146973,255.0,128.0,0.03586410596060346,-2.385052136143016,-0.0260366278269748,True,4,4,140.0,False,False,,
5,610,16,False,False,1,9514.856527968246,-313.260009765625,-4297.7001953125,159.64999389648438,-21246.10107421875,18393.1005859375,-787.6999664306641,156.49999618530273,197.80000686645508,5994.6002197265625,1.0,1.293199256828777,-0.688128492549795,-0.6840070677375313,bf81d8692db,games5425898691,21.0,-165.02999877929688,-4542.68994140625,163.3000030517578,-6302.9998779296875,16829.3994140625,731.3999938964844,-2922.3001098632812,-4659.100036621094,52.39999771118164,255.0,187.0,,-0.588416162642629,1.1192692839984637,-0.36383645970769957,True,5,False,6,96.12012923404733,True,,76561198039309853,enpitsu,27.0,1618.2099609375,589.8200073242188,106.44999694824219,2990.7998657226562,20660.50048828125,-3448.0999755859375,-439.39998626708984,453.6000061035156,-291.5999984741211,255.0,0.0,,0.23456187194520112,1.349822607163208,-0.7458313911426383,True,6,6,146.0,False,False,,Bradz04,2533274849614366,10,,,,,,,,,,,,,,,,True,,,,,,,you alway5 win,2533274995339233,11.0,2278.909912109375,1250.06005859375,17.040000915527344,-14643.399658203125,-4170.400085449219,4.099999964237213,-1.8000000715255737,-0.19999999552965164,1174.000015258789,253.0,226.0,-0.016778633539142072,-0.28535551254407315,0.00017027071609555715,True,8,8,214.0,False,False,,False
6,704,19,False,False,0,7211.605722675587,3956.9599609375,-194.4199981689453,976.6799926757812,-8746.300048828125,-675.4000091552734,-654.7000122070312,-2166.4999389648438,300.5999946594238,5587.0001220703125,0.0,-0.5331897082796268,2.60739037727977,0.03853642606704509,2533274995339233,you alway5 win,11.0,4081.43994140625,-275.7699890136719,1034.550048828125,8.299999833106995,2023.5000610351562,2537.7999877929688,-1622.1000671386719,250.10000228881836,274.59999084472656,255.0,255.0,False,-0.8042138860226608,1.5533966054549586,-1.6060348438203704,True,8,4,10,112.0,False,,2533274849614366,Bradz04,11.0,-1424.449951171875,-4185.169921875,17.010000228881836,15035.400390625,2148.300018310547,-0.19999999552965164,1.1999999731779099,0.29999999329447746,-184.79999542236328,255.0,128.0,,0.009580293486048835,0.12749752670266198,6.557545258833998e-05,True,False,False,64.41825370378392,True,False,,enpitsu,76561198039309853,26,-1977.699951171875,1065.800048828125,17.049999237060547,18060.699462890625,10817.7001953125,2.5,-0.09999999776482582,-0.19999999552965164,-1.5999999642372131,255.0,0.0,,0.016790590668665818,0.5394748768927459,2.4454323014067544e-05,True,124.0,False,6,False,6,,games5425898691,bf81d8692db,21.0,3409.929931640625,229.22000122070312,16.989999771118164,14960.999755859375,-9951.500244140625,4.799999892711639,-0.3999999910593033,0.29999999329447746,1959.2999267578125,255.0,255.0,0.009585994956522957,-0.5175750556245375,5.736157301593934e-05,True,6,6,0.0,False,False,,
7,764,21,False,False,1,5749.508540165963,-2262.820068359375,335.9700012207031,368.70001220703125,4087.5,21535.70068359375,6282.0001220703125,3075.5999755859375,5025.799865722656,-1131.9999694824219,1.0,0.3095064538039032,1.6305959116264135,-1.3791794672467415,76561198039309853,enpitsu,27.0,-2258.679931640625,109.06999969482422,261.8299865722656,-11116.099853515625,15079.69970703125,2001.1000061035156,-1533.0000305175781,4568.2000732421875,308.1999969482422,128.0,0.0,,0.554350760224104,1.3251675384851513,0.34096325905248703,True,7,False,8,84.0,False,,bf81d8692db,games5425898691,21.0,-3649.260009765625,-1793.1400146484375,16.559999465942383,13612.7001953125,-4468.800048828125,118.69999885559082,-111.40000343322754,150.39999961853027,2027.5,255.0,255.0,,-0.003180532465974964,-2.8788385221663706,0.008955808953595577,True,6,6,255.0,False,False,,Bradz04,2533274849614366,11,-3086.3798828125,4131.35986328125,17.010000228881836,-17043.599853515625,9257.7001953125,2.800000011920929,-0.19999999552965164,0.19999999552965164,-3319.5999145507812,251.0,0.0,False,-0.00959510306595341,0.8221527043280035,-0.00011601418569946228,True,255.0,False,False,False,False,,you alway5 win,2533274995339233,11.0,-3106.1298828125,385.8399963378906,17.049999237060547,13096.099853515625,6911.500244140625,3.0000001192092896,-0.3999999910593033,-0.09999999776482582,2027.1000671386719,254.0,255.0,-0.016782003049727368,2.60068437914287,6.770523814005786e-05,True,10,8,90.0,False,4,,False
8,827,23,False,False,0,10344.740847890378,1298.52001953125,-4969.2900390625,96.27999877929688,-14040.799560546875,4715.799865722656,4538.800048828125,-1575.0,-5780.30029296875,-326.19998931884766,0.0,-0.3680417471337487,-2.436401677785074,-0.14939511817059714,2533274849614366,Bradz04,11.0,1432.02001953125,-5096.75,118.77999877929688,-13085.899658203125,1809.4000244140625,-5432.80029296875,2818.699951171875,1190.6999969482422,-550.8000183105469,255.0,128.0,,0.3831971383741016,3.0590299387250504,1.241663196676291,True,False,False,False,215.63916584496857,True,,2533274995339233,you alway5 win,11.0,2503.02001953125,-4371.97021484375,17.049999237060547,-14845.899658203125,-11410.799560546875,3.0000001192092896,-0.29999999329447746,-0.09999999776482582,-1761.9000244140625,248.0,43.0,,0.016782016204826857,-2.5569923026751002,4.1565412414802625e-05,True,10,8,30.0,False,4,,enpitsu,76561198039309853,27,3624.280029296875,-3167.8701171875,17.020000457763672,-11324.200439453125,-7560.8001708984375,14.09999966621399,-5.199999809265137,-18.300000429153442,-2241.999969482422,255.0,,,0.01608519379935835,-2.616431043842024,-0.0009221007482325387,True,84.0,False,8,False,8,,games5425898691,bf81d8692db,21.0,676.27001953125,-375.239990234375,17.020000457763672,-9198.400268554688,-21080.50048828125,-2.0999999344348907,0.5999999865889549,1.1999999731779099,460.49999237060547,255.0,128.0,0.009586560797284389,-1.9426415539649282,-0.00021172667787963122,True,6,6,220.63916584496857,True,False,,
9,866,25,False,False,0,9458.09599498402,-650.9099731445312,-4314.919921875,99.73999786376953,-11103.299560546875,3632.0999145507812,2538.9999389648438,-1864.9000549316406,-5700.7000732421875,-152.70000457763672,0.0,0.7594098011236198,-1.7383886336279468,2.1138042634724035,2533274849614366,Bradz04,11.0,-536.8800048828125,-4496.009765625,17.010000228881836,-15330.6005859375,2010.2000427246094,-0.3999999910593033,-1.8000000715255737,0.0,210.20000457763672,255.0,128.0,,0.009589361245451363,3.0350194468514644,-0.0002035286094784693,True,False,False,False,161.07536330274354,True,,2533274995339233,you alway5 win,11.0,90.19000244140625,-4855.3798828125,17.049999237060547,-15619.3994140625,2292.100067138672,2.5999999046325684,0.7000000029802322,0.0,-285.2000045776367,254.0,128.0,,0.016797529662157876,2.967921105118758,0.00017852532439889825,True,10,8,30.0,False,4,,enpitsu,76561198039309853,27,1146.43994140625,-3254.800048828125,17.059999465942383,-21663.798828125,-4714.100036621094,1.1999999731779099,0.0,0.19999999552965164,-886.2999725341797,255.0,0.0,,0.01677917044692904,-2.9037480744544504,-0.0005107219593812993,True,0.0,False,8,False,8,,games5425898691,bf81d8692db,21.0,-712.2000122070312,-3179.260009765625,17.020000457763672,-13201.199951171875,-18732.099609375,0.7999999821186066,0.0,0.0,-13.200000524520874,255.0,128.0,0.009595766798813214,-2.1863620617787185,1.5808903493976254e-05,True,6,6,155.0,False,False,,
