,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
0,170,0.0,False,True,0,5201.450628900439,-2.0199999809265137,15.949999809265137,99.4000015258789,402.90000915527344,22961.99951171875,7127.2998046875,4492.60009765625,1943.0999755859375,-3284.89990234375,0.0,0.01670886403719278,-0.027063389062453837,0.03722625670567263,335979853580063001,dodi06031998,8.0,20.559999465942383,-215.6199951171875,17.010000228881836,-8806.199951171875,17359.49951171875,2.199999988079071,-1.8000000715255737,4.099999964237213,-1254.5999908447266,255.0,128.0,,0.009604872255801018,1.9795374551644684,-2.72711559578173e-05,True,0.0,False,False,False,False,,76561198087298264,Anus da Guarda,11.0,18.760000228881836,-2445.219970703125,17.010000228881836,-1701.7999267578125,10429.49951171875,2.0999999344348907,0.0,0.29999999329447746,-94.0999984741211,239.0,123.0,,0.009556366490253968,1.7333725053966282,-4.051902610390895e-05,True,False,False,False,116.0,False,,enpitsu,76561198039309853,27,18.940000534057617,4177.41015625,17.049999237060547,-240.6999969482422,-7496.199951171875,2.5999999046325684,0.7999999821186066,0.0,0.0,255.0,128.0,False,0.01657350523691541,-1.602927690455387,7.78611455870106e-07,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,-58.900001525878906,472.3800048828125,64.36000061035156,11.299999952316284,-22685.400390625,2968.5000610351562,5432.7001953125,-568.3000183105469,-642.3000335693359,128.0,128.0,0.15262631351515402,-1.6914260071199,-0.001116864726530363,True,31.0,False,4,3,False,,
1,171,0.0,False,False,1,5348.262606954985,-3.140000104904175,-132.13999938964844,144.24000549316406,-9611.699829101562,10197.60009765625,14014.000244140625,5712.60009765625,30.499999523162842,1834.2999267578125,1.0,-0.10325712489915316,0.1335603935248803,0.04478175418790272,bf81d8692db,games5425898691,24.0,58.79999923706055,-283.3800048828125,86.61000061035156,-11.299999952316284,22685.400390625,2426.4999389648438,-5449.69970703125,738.7000274658203,-65.10000228881836,128.0,128.0,,-0.7547255323493902,1.7165911453699416,-0.009783806208542098,True,31.0,False,False,4,3,,76561198039309853,enpitsu,27.0,-18.940000534057617,-4177.41015625,17.049999237060547,240.6999969482422,7496.199951171875,2.5999999046325684,-0.7999999821186066,-0.0,0.0,255.0,128.0,False,-0.01657350523691541,1.602927690455387,7.78611455870106e-07,True,False,False,False,116.0,False,,Anus da Guarda,76561198087298264,11,-18.760000228881836,2445.219970703125,17.010000228881836,1701.7999267578125,-10429.49951171875,2.0999999344348907,-0.0,-0.29999999329447746,-94.0999984741211,239.0,123.0,,-0.009556366490253968,-1.7333725053966282,-4.051902610390895e-05,True,116.0,False,False,False,False,,dodi06031998,335979853580063001,8.0,43.0,79.33000183105469,15.800000190734863,6607.1002197265625,-15945.50048828125,133.50000381469727,101.5999984741211,311.1000061035156,-627.5,255.0,255.0,0.007495401925707552,-1.8540272195819096,0.025704888997185288,True,0.0,False,False,False,False,,
2,287,4.0,False,False,0,10182.979938134937,3799.35009765625,-3895.860107421875,147.88999938964844,-3082.7999877929688,-7164.000244140625,3986.7001342773438,4562.300109863281,503.4000015258789,3864.1000366210938,0.0,0.09889601527488816,-0.06180562988329896,-0.017169604361665803,76561198087298264,Anus da Guarda,11.0,3836.830078125,-3884.47998046875,26.31999969482422,4427.900085449219,7876.5997314453125,134.79999542236328,-183.60000610351562,-307.90000915527344,2061.699981689453,0.0,255.0,,0.0032873856803543296,1.101766220590749,-0.2522089205526643,True,255.0,False,False,False,False,,335979853580063001,dodi06031998,9.0,-3896.97998046875,674.1099853515625,25.010000228881836,9223.300170898438,5792.8997802734375,-2499.1000366210938,-859.8000335693359,-4251.300048828125,-2171.999969482422,255.0,0.0,,0.20342386773698445,0.4742814430994012,0.11034471044025683,True,4,False,4,255.0,False,,enpitsu,76561198039309853,28,3304.159912109375,2026.5999755859375,17.049999237060547,837.2000122070312,-11935.799560546875,2.5999999046325684,0.7000000029802322,0.0,0.0,,,,0.016795142780331358,-1.5007416993468647,6.984119218432211e-07,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,-4072.739990234375,-331.94000244140625,215.13999938964844,-173.60000610351562,-9675.399780273438,906.3999938964844,-631.5000152587891,291.8000030517578,-149.3000030517578,255.0,88.0,-0.11605522705413282,-1.608592851222917,-1.395118145604939,False,,False,6,6,False,,
3,351,6.0,False,False,0,10604.563197727224,2762.169921875,-4813.6201171875,109.81999969482422,5409.0997314453125,-1075.4000091552734,2325.0999450683594,-585.0,-2080.0999450683594,5597.2998046875,0.0,-0.4955544393495561,-0.0988890648356803,1.8752271238594562,76561198087298264,Anus da Guarda,11.0,2627.030029296875,-4816.0498046875,17.0,3919.8001098632812,-8133.4002685546875,3.6000001430511475,0.19999999552965164,-0.09999999776482582,2241.0000610351562,128.0,252.0,False,0.009625853819743232,-1.0777963556996804,-1.6812996979988872e-05,True,196.0,False,False,False,False,,335979853580063001,dodi06031998,9.0,-1798.4000244140625,-1939.4300537109375,16.229999542236328,8760.30029296875,-16090.699462890625,119.0999984741211,-6.3999998569488525,-1.1999999731779099,-34.40000057220459,255.0,128.0,,0.010015148439437434,-1.0788951497241366,-0.0007581919695743394,True,6,False,6,255.0,False,,enpitsu,76561198039309853,27,3693.320068359375,-528.27001953125,17.049999237060547,1669.4999694824219,-13723.599853515625,2.5999999046325684,0.0,0.19999999552965164,-10.59999942779541,255.0,128.0,,0.016744681717298565,-1.4510807576562865,2.517279682250475e-05,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,-3359.389892578125,-3486.7900390625,17.0,5625.30029296875,-16949.000244140625,3.1999999284744263,0.19999999552965164,-0.5999999865889549,159.79999542236328,255.0,171.0,0.009589326326564796,-1.2515475629108908,5.2385681447055726e-05,True,0.0,False,6,6,False,,
4,364,7.0,False,False,0,10728.072129763073,3011.179931640625,-4851.27001953125,153.2899932861328,5173.2000732421875,7086.500244140625,2672.9000854492188,1305.7000732421875,-752.5,2744.5999145507812,0.0,-0.41034201345291593,2.997670803026823,1.0648762229516286,76561198087298264,Anus da Guarda,11.0,2855.10009765625,-4988.60986328125,66.29000091552734,6660.9002685546875,-31.099998950958252,2589.2999267578125,-2188.6000061035156,644.7000122070312,1893.800048828125,230.0,252.0,False,-0.4330378603513413,-0.02127106444128614,-0.5862818814567068,True,196.0,False,False,False,False,,335979853580063001,dodi06031998,9.0,-1289.6099853515625,-2708.429931640625,17.010000228881836,12516.400146484375,-13042.60009765625,2.0999999344348907,0.5000000074505806,-0.29999999329447746,122.60000228881836,255.0,128.0,,0.009585678715865395,-0.791217376055742,-0.00010369943978174234,True,6,False,6,255.0,False,,enpitsu,76561198039309853,27,3734.780029296875,-1098.739990234375,17.049999237060547,-436.6999816894531,-14083.499755859375,2.5999999046325684,0.0,0.5000000074505806,-171.70000076293945,255.0,128.0,,0.01676227651991585,-1.618845287431234,0.00012380708303214166,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,-2962.719970703125,-4100.93017578125,17.0,13708.00048828125,-9996.199951171875,3.4999999403953552,0.19999999552965164,0.0,1976.0000610351562,255.0,255.0,0.009568982268540784,-0.5614142447478754,-1.3403630905811886e-05,True,255.0,False,6,6,False,,
5,388,7.0,False,False,0,10342.86301858238,3450.8701171875,-4245.06982421875,145.6999969482422,6269.7998046875,12144.000244140625,1496.0000610351562,3780.7998657226562,-2367.4000549316406,3373.599853515625,0.0,0.5627825262973977,-0.6079446913582186,1.2413782925624421,76561198087298264,Anus da Guarda,11.0,3422.5400390625,-4341.66015625,22.81999969482422,7890.10009765625,12028.499755859375,-738.0000305175781,250.79999923706055,1487.5999450683594,-263.0999946594238,255.0,129.0,False,0.06546572032509822,0.9919005587821202,-0.18533755513065733,True,161.5737120618102,True,False,False,False,,335979853580063001,dodi06031998,9.0,-650.8900146484375,-3981.5,17.010000228881836,3875.5999755859375,-17006.500244140625,2.0999999344348907,0.3999999910593033,-1.899999976158142,501.1000061035156,255.0,219.0,,0.009588812927074069,-1.3493488682885324,0.00012954568889404612,True,6,False,6,255.0,False,,enpitsu,76561198039309853,27,3704.080078125,-2397.489990234375,17.049999237060547,1967.5999450683594,-13453.599853515625,3.0000001192092896,1.2999999523162842,-6.700000166893005,823.0999755859375,255.0,128.0,,0.016817165529805684,-1.4258238782954107,5.841823011939176e-05,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,-1653.030029296875,-3702.06005859375,17.0,6624.5001220703125,15755.0,3.4999999403953552,-0.29999999329447746,0.0,1978.3000183105469,255.0,255.0,0.009563770927265925,1.2428950746399288,3.403509034210225e-05,True,228.0,False,6,6,False,,
6,400,8.0,False,False,0,9940.143851856854,3682.409912109375,-3682.9599609375,235.02000427246094,1823.2000732421875,18367.099609375,6526.099853515625,3845.1998901367188,1903.8999938964844,1885.7000732421875,0.0,-0.46653429213721526,1.1200026269969008,2.2040819294108673,76561198087298264,Anus da Guarda,11.0,3697.580078125,-3738.469970703125,103.31999969482422,2334.1000366210938,18047.39990234375,2042.7000427246094,-3433.599853515625,-2107.2999572753906,-413.6000061035156,115.0,183.0,False,0.37798869359477383,1.2098390679271762,-0.6779249839381266,True,153.0,False,False,4,3,,335979853580063001,dodi06031998,9.0,-337.1600036621094,-4665.5400390625,17.010000228881836,8910.499877929688,-12774.89990234375,2.3999999463558197,-0.09999999776482582,0.0,3102.60009765625,255.0,236.0,False,0.009591691506746478,-0.2681238848165623,4.005749190282827e-05,True,6,False,6,255.0,False,,enpitsu,76561198039309853,27,3842.27001953125,-2949.169921875,46.84000015258789,3798.2000732421875,-13665.10009765625,3502.60009765625,-129.49999809265137,-263.8999938964844,-9.900000095367432,128.0,0.0,,-0.006371996350676138,-1.2937874478882745,0.026697857674618335,True,236.91610342712812,True,2,False,1,,games5425898691,bf81d8692db,24.0,-1665.4599609375,-3008.22998046875,17.0,-5008.500061035156,15219.49951171875,3.3000001311302185,0.19999999552965164,-0.7999999821186066,-193.70000839233398,255.0,57.0,0.009590362074944615,1.9135604918962594,-0.00020613051108889428,True,228.0,False,6,6,False,,
7,492,11.0,False,False,0,5514.652968558499,3306.889892578125,1569.68994140625,93.13999938964844,-4737.200012207031,10357.099609375,0.0,-5013.800048828125,-2501.7999267578125,-2145.2999877929688,0.0,-0.335912451007583,-1.9168513410150614,-0.4024078691919013,76561198087298264,Anus da Guarda,11.0,3508.159912109375,1537.699951171875,16.989999771118164,-9119.500122070312,15341.700439453125,4.900000095367432,0.0,-0.5000000074505806,1934.9000549316406,128.0,255.0,False,0.009616501405939835,2.1773002203042453,2.7197160230065497e-05,True,225.0,False,False,4,4,,335979853580063001,dodi06031998,8.0,1404.5,-1380.1800537109375,55.900001525878906,4249.89990234375,17681.700439453125,-2876.6000366210938,-1139.8999786376953,-250.49999237060547,1364.7999572753906,255.0,253.0,False,-0.12398228446587464,1.345633581721971,0.41329780923715426,True,8,False,8,240.0,False,,enpitsu,76561198039309853,28,1673.050048828125,-4692.41015625,22.65999984741211,-3935.4998779296875,5514.0997314453125,-883.1999969482422,1411.9999694824219,1376.0000610351562,-4747.200012207031,255.0,0.0,False,0.13804891247827294,1.9943582046573263,0.04693389846099812,True,232.0,False,2,False,2,,games5425898691,bf81d8692db,24.0,-593.4500122070312,3865.090087890625,17.0,4577.900085449219,19271.500244140625,3.4999999403953552,0.19999999552965164,0.9000000357627869,-1775.5000305175781,128.0,0.0,0.009653436905725888,1.2862589390661736,-0.00013414306530939665,True,203.0,False,6,6,False,,
8,504,12.0,False,False,0,4823.610614900428,2771.64990234375,2007.02001953125,118.94000244140625,-19007.900390625,9659.89990234375,1877.5999450683594,-5256.6998291015625,2400.8999633789062,441.6999816894531,0.0,-1.2374632096494027,1.9142000862839896,-3.080032871785434,76561198087298264,Anus da Guarda,11.0,2953.110107421875,1964.8499755859375,17.0,-17326.500244140625,6118.900146484375,0.5999999865889549,-1.5000000596046448,1.0000000149011612,486.8000030517578,255.0,117.0,False,0.009619234646874288,2.8501594472246716,-0.0004029593943416951,True,196.92598735132526,True,False,4,4,,335979853580063001,dodi06031998,8.0,1371.8499755859375,-689.1699829101562,16.959999084472656,-6952.5,15624.100341796875,10.90000033378601,-12.999999523162842,20.59999942779541,1937.4000549316406,255.0,253.0,False,0.009370267945820193,2.0573358446020547,-0.0012039844337727007,True,8,False,8,240.0,False,,enpitsu,76561198039309853,27,1736.050048828125,-4399.759765625,17.020000457763672,6120.2001953125,8467.899780273438,2.199999988079071,-1.4000000059604645,0.19999999552965164,-605.8000183105469,255.0,128.0,False,0.01661859733494286,0.8966698765474352,0.00036081139590663094,True,223.8681034221444,True,2,False,2,,games5425898691,bf81d8692db,24.0,-175.49000549316406,4465.66015625,17.0,13844.000244140625,8570.10009765625,3.4999999403953552,-0.5000000074505806,0.0,-1963.5000610351562,128.0,0.0,0.009621045222426376,0.4854418576767385,4.239211036304138e-05,True,203.0,False,6,6,False,,
9,543,13.0,True,True,0,2129.356383414228,271.010009765625,3358.919921875,104.94999694824219,-7872.7001953125,20360.699462890625,2635.4000854492188,-532.2999954223633,-4064.5001220703125,-4381.300048828125,0.0,0.47939144304683357,2.7077073471955995,-1.8669298355054738,76561198087298264,Anus da Guarda,11.0,215.17999267578125,3189.570068359375,16.75,-11089.300537109375,18441.199951171875,12.000000476837158,950.5999755859375,-1787.2000122070312,2905.4998779296875,240.0,205.0,False,0.009952720092883694,2.096126185501708,-0.0453555967915691,True,143.0,False,False,4,4,,335979853580063001,dodi06031998,8.0,-495.3900146484375,608.1300048828125,17.0,-14342.60009765625,7947.9998779296875,3.3000001311302185,0.19999999552965164,-0.09999999776482582,-468.49998474121094,255.0,79.0,False,0.009599430385079967,2.6328293099844,-0.0001046603073574636,True,8,False,8,240.0,False,,enpitsu,76561198039309853,27,3458.330078125,-2483.31005859375,17.030000686645508,10204.7998046875,19356.300048828125,5.5000001192092896,-0.29999999329447746,-0.5999999865889549,1994.1999816894531,255.0,128.0,False,0.016761119609307377,1.157494755585052,7.97924333099246e-05,True,179.0,False,2,False,2,,games5425898691,bf81d8692db,24.0,529.760009765625,3452.3798828125,17.0,-12830.30029296875,-7364.89990234375,1.2999999523162842,0.29999999329447746,0.0,-2141.699981689453,255.0,0.0,0.009576042653527394,-2.6894084949144355,2.7198036498322186e-05,True,181.0526193239356,True,6,6,False,,
