,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,177,0,False,False,1,5177.557993428606,6.96999979019165,39.34000015258789,93.16000366210938,6187.9998779296875,27696.4990234375,1252.6000213623047,-5804.6002197265625,150.600004196167,-1221.8000030517578,1.0,0.0015104596673005818,0.020452000867865954,0.09677112517193821,358044492956161413,turok95290,11.0,-45.02000045776367,-293.92999267578125,77.69000244140625,-477.00000762939453,22779.49951171875,3140.7000732421875,-1518.0000305175781,-43.00000190734863,-1063.6000061035156,255.0,68.0,,-0.1084695752661236,1.6183546454918598,-0.004095669167148498,True,4,False,False,0.0,False,,b5fc383874b,SpYDeR_EnZo14,9.0,3164.449951171875,-4070.919921875,17.010000228881836,19946.8994140625,6522.19970703125,3.400000035762787,-0.09999999776482582,-0.09999999776482582,3323.699951171875,255.0,255.0,False,-0.009597294519747621,2.47939542087336,0.00011019233245529015,True,255.0,False,False,False,False,,enpitsu,76561198039309853,25,-0.0,2445.889892578125,17.049999237060547,-0.0,-10471.700439453125,3.1999999284744263,-0.5999999865889549,-0.0,0.0,255.0,,,-0.016746776010139828,-1.570817854494696,1.2073297181918155e-07,True,False,False,False,116.0,False,,games5425898691,bf81d8692db,20.0,-1.0,259.3699951171875,96.36000061035156,815.2999877929688,-22806.8994140625,2101.1000061035156,5496.400146484375,196.39999389648438,0.0,128.0,128.0,,-0.8621212183638508,-1.6065958845528021,5.462486844204165e-05,True,4,31.0,False,False,3,
1,178,0,False,False,0,5235.7409190461085,-82.45999908447266,-32.150001525878906,102.94000244140625,-22063.89892578125,9692.100219726562,-671.3999938964844,1435.2000427246094,1313.0999755859375,5675.8001708984375,0.0,0.07184023275773382,-0.10443104517347702,0.6461196936551459,bf81d8692db,games5425898691,20.0,-7.369999885559082,-154.82000732421875,101.19000244140625,-2515.2000427246094,5265.2001953125,-385.8000183105469,-3462.0001220703125,-607.2999954223633,4230.299987792969,128.0,128.0,,1.5077677815880113,-1.642843892833046,2.763888868277437,True,4,False,3,31.0,False,,76561198039309853,enpitsu,25.0,0.0,-2374.81005859375,17.049999237060547,0.0,10809.7998046875,3.1999999284744263,0.5000000074505806,0.0,0.0,255.0,,,0.016746776010139828,1.570817854494696,1.2073297181918155e-07,True,116.0,False,False,False,False,,SpYDeR_EnZo14,b5fc383874b,9,-3258.1201171875,4032.080078125,17.010000228881836,-17762.19970703125,-8665.10009765625,3.6000001430511475,0.19999999552965164,0.09999999776482582,3521.7001342773438,255.0,255.0,False,0.009590845933166796,-2.3070762344196263,0.00010302576983686724,True,False,False,False,255.0,False,,turok95290,358044492956161413,11.0,55.869998931884766,95.1500015258789,114.33999633789062,1920.8999633789062,-5664.7998046875,4906.400146484375,-2041.4999389648438,766.3999938964844,-5049.200134277344,255.0,66.0,,-0.1032049631972861,-2.1776598943254117,0.0025944972257243835,True,4,0.0,False,False,False,
2,222,1,False,False,1,6848.625415567545,3203.10009765625,-1308.3299560546875,121.11000061035156,-10885.999755859375,16809.300537109375,13333.599853515625,3796.300048828125,3730.8999633789062,2768.9999389648438,1.0,-0.5477282832506373,-2.885115994026327,-0.15366100980559494,b5fc383874b,SpYDeR_EnZo14,9.0,3327.5,-1518.2900390625,17.010000228881836,-1536.0000610351562,22900.0,1.5999999642372131,-0.0,2.0999999344348907,1291.6999816894531,255.0,255.0,False,-0.009591075021009726,1.4838867382750665,0.0001879432377303872,True,False,False,False,163.0,False,,358044492956161413,turok95290,11.0,393.42999267578125,557.5,16.020000457763672,648.7999725341797,555.2999877929688,-279.59999084472656,-405.49999237060547,631.1999893188477,-1584.1999816894531,255.0,0.0,,-0.004310285534777202,-1.4685694385553802,0.00436313146089755,True,0.0,False,False,4,4,,enpitsu,76561198039309853,25,1580.4300537109375,2093.050048828125,17.049999237060547,12347.39990234375,16979.3994140625,-1.0999999940395355,-3.400000035762787,-4.799999892711639,-625.6999969482422,255.0,128.0,,-0.0167743661980454,2.190188961820741,-0.0002248269868711591,False,False,False,False,3.2530492403173996,True,,games5425898691,bf81d8692db,20.0,850.22998046875,-134.22000122070312,17.0,11170.799560546875,3146.400146484375,3.8999998569488525,6.299999952316284,1.5000000596046448,-1262.7999877929688,255.0,128.0,,-0.009549997744092303,2.9203455588774316,-1.938605531993768e-05,False,4,0.0,False,False,4,
3,313,4,False,False,1,1613.8256665832,-221.89999389648438,3976.070068359375,883.9199829101562,-14804.100341796875,20106.500244140625,-3620.10009765625,-2310.2000427246094,181.00000381469727,1265.1000213623047,1.0,-0.9830099224999485,2.451182004910622,0.6012153664273884,b5fc383874b,SpYDeR_EnZo14,9.0,-40.560001373291016,3769.340087890625,885.719970703125,-12341.800537109375,16178.599853515625,-1324.4999694824219,2936.400146484375,2013.6000061035156,-815.8999633789062,,42.0,,-0.8608902276809941,0.6994176617911273,0.25706026516495595,True,4,4,False,80.6317936246113,True,,358044492956161413,turok95290,9.0,-3501.31005859375,-101.22000122070312,17.010000228881836,-7747.7001953125,10663.00048828125,3.6000001430511475,-0.09999999776482582,0.7000000029802322,-3389.1000366210938,255.0,0.0,False,-0.009582617269866119,1.2427357874885525,-6.954614045748458e-06,True,255.0,False,False,6,6,190.0,enpitsu,76561198039309853,25,170.49000549316406,5022.830078125,99.61000061035156,-15682.900390625,1651.3999938964844,4243.999938964844,3.4999999403953552,2070.5999755859375,2486.0000610351562,128.0,128.0,,0.16326359673296809,-0.2008440901781819,-0.01928848835980011,True,2,False,False,200.4660390038644,True,,games5425898691,bf81d8692db,21.0,3740.280029296875,2656.7099609375,16.790000915527344,-6320.4998779296875,20925.6005859375,46.30000114440918,-3.8999998569488525,-115.60000419616699,0.5999999865889549,255.0,128.0,,-0.007313825992028922,1.2776207525949121,0.006563217365416399,True,4,186.0,False,False,4,
4,328,5,False,False,1,1940.1200472862129,-1038.4200439453125,4991.39013671875,584.0599975585938,-10061.599731445312,-11855.50048828125,-4593.0999755859375,2417.7000427246094,90.0,-5490.4998779296875,1.0,-0.9638234093253152,-2.0770988332556533,-1.8210372728963775,b5fc383874b,SpYDeR_EnZo14,9.0,-802.4299926757812,4778.990234375,579.22998046875,-12362.19970703125,17745.50048828125,-7827.5,1633.8999938964844,-562.0000076293945,-56.90000057220459,,220.0,,-0.4690751957645792,1.845989518686132,-0.7288513264234242,True,4,4,False,60.38795679102662,True,,358044492956161413,turok95290,9.0,-3449.919921875,568.6099853515625,17.010000228881836,3210.5999755859375,12459.3994140625,2.5,-0.09999999776482582,-0.7999999821186066,-2.3000000417232513,255.0,128.0,False,-0.009575898327806235,1.8234140167113668,6.835128559851727e-05,True,255.0,False,False,6,6,,enpitsu,76561198039309853,24,-837.9299926757812,5062.919921875,280.82000732421875,-17644.000244140625,366.50001525878906,1490.8000183105469,277.7000045776367,727.0999908447266,1056.9999694824219,128.0,128.0,,0.554318682893051,-1.7776143384841934,-0.7768749922857915,True,2,False,False,198.0,False,,games5425898691,bf81d8692db,21.0,3167.52001953125,3816.4599609375,17.010000228881836,-13525.0,16710.10009765625,2.7000001072883606,1.899999976158142,-2.0999999344348907,1052.2000122070312,255.0,151.0,,-0.00960832648959055,0.8421586428526459,5.9819599130911715e-06,True,4,186.0,False,False,4,
5,379,7,False,False,1,3882.1996118637794,-2489.070068359375,3239.27001953125,273.70001220703125,10304.300537109375,22540.70068359375,-6990.9002685546875,-3281.7999267578125,991.2000274658203,358.49998474121094,1.0,-0.3622041226555633,3.018114526927211,-2.486409775434006,358044492956161413,turok95290,8.0,-2579.52001953125,3081.889892578125,366.1700134277344,10909.89990234375,11376.700439453125,946.3999938964844,-3591.9000244140625,4143.699951171875,-420.40000915527344,255.0,71.0,False,-0.36540943024782824,2.3145199076169862,1.5309585334552902,True,8,False,7,170.4916815860297,True,,b5fc383874b,SpYDeR_EnZo14,9.0,-2552.7900390625,4308.18994140625,16.989999771118164,-13568.199462890625,-6726.7999267578125,5.299999713897705,-1.1999999731779099,-0.29999999329447746,1454.2999267578125,255.0,255.0,,-0.009596468811259255,-0.4744344575459635,0.00018328699491820347,True,0.0,False,4,4,False,,enpitsu,76561198039309853,25,-2211.659912109375,3634.5,169.82000732421875,-5049.89990234375,-1840.2999877929688,3534.2999267578125,-5150.30029296875,1897.7000427246094,349.90001678466797,128.0,128.0,,0.9474856260975455,-1.3066457923045263,-0.09642738851801416,True,4,1,False,188.0,False,,games5425898691,bf81d8692db,21.0,547.47998046875,5078.89013671875,17.010000228881836,-8817.7001953125,3553.599853515625,2.5999999046325684,0.5999999865889549,0.09999999776482582,0.0,255.0,128.0,,-0.009564340412799334,0.3831254475347902,4.097571465436119e-05,True,4,186.0,False,False,4,
6,383,7,False,False,0,9245.71764457164,2367.02001953125,-3510.780029296875,189.97999572753906,5558.900146484375,4126.300048828125,2311.199951171875,3690.10009765625,-2982.60009765625,3672.39990234375,0.0,0.5635551187659011,-3.136800050154502,-3.010956725830505,76561198039309853,enpitsu,25.0,2300.35009765625,-3601.0400390625,190.60000610351562,4921.600036621094,1535.8000183105469,-230.49999237060547,5270.9002685546875,-1172.300033569336,-1045.0,255.0,128.0,,-0.9297933396460468,-1.9948152272579711,-3.0559362839983635,True,4,False,1,188.0,False,,bf81d8692db,games5425898691,21.0,-381.2300109863281,-5130.85009765625,17.010000228881836,10150.2001953125,-1923.3999633789062,2.8999999165534973,-1.5000000596046448,0.19999999552965164,2142.100067138672,255.0,255.0,,0.009539520011980482,-0.16564378588703765,0.00020958293699594862,True,186.0,False,False,4,4,,SpYDeR_EnZo14,b5fc383874b,9,2769.419921875,-4161.8701171875,16.989999771118164,10924.100341796875,9982.999877929688,5.299999713897705,-0.5999999865889549,-0.3999999910593033,2017.1000671386719,255.0,231.0,,0.009576347788965217,0.7994444842510025,8.083755120235142e-05,True,4,False,4,0.0,False,,turok95290,358044492956161413,8.0,2458.179931640625,-3209.5,365.2799987792969,-11387.60009765625,-12245.699462890625,-270.3000068664551,-3097.60009765625,-4177.5,1789.4999694824219,255.0,76.0,False,0.4445942444714403,-1.7243163024623742,2.254156080806729,True,8,157.95870105425513,True,False,7,
7,439,9,False,False,0,8974.272546077247,3301.919921875,-2791.89990234375,127.0999984741211,7809.89990234375,21011.10107421875,4821.000061035156,1868.800048828125,2915.8999633789062,1176.6999816894531,0.0,0.8538060866408992,0.7651402319191809,2.4159216092405456,76561198039309853,enpitsu,25.0,3236.050048828125,-3008.949951171875,48.959999084472656,6616.6998291015625,15134.69970703125,3396.7999267578125,-486.89998626708984,180.0,285.5999946594238,255.0,128.0,,0.029759523825990362,1.2086983367242197,-0.0008169801651253313,True,6,False,3,88.0,False,,bf81d8692db,games5425898691,21.0,2613.169921875,-3238.090087890625,17.010000228881836,14412.19970703125,17522.900390625,2.800000011920929,-0.3999999910593033,-0.7000000029802322,1858.3999633789062,255.0,255.0,,0.009604205812253774,0.9461903284014199,9.797805740832153e-05,True,86.0,False,False,4,4,,SpYDeR_EnZo14,b5fc383874b,9,2693.419921875,-2316.590087890625,33.90999984741211,-2647.60009765625,5528.0999755859375,-3047.9998779296875,2433.6000061035156,463.49998474121094,-1458.2000732421875,255.0,0.0,False,0.1941949083810896,2.6179681702411224,0.287234898915282,True,6,4,4,255.0,False,,turok95290,358044492956161413,8.0,443.0799865722656,-4662.89990234375,16.989999771118164,-5320.7000732421875,11749.69970703125,2.800000011920929,-2.5,5.0,-1334.1999816894531,255.0,128.0,False,0.00955335586261779,1.9628008441538936,-0.00016443347549397684,False,8,109.77514846350559,True,False,8,
8,490,11,False,False,0,6412.314711084617,3594.739990234375,562.77001953125,125.77999877929688,-6141.7999267578125,21508.5009765625,3650.0,-356.3999938964844,-713.3000183105469,-2718.3999633789062,0.0,-0.8582054107173809,1.7761132991738804,-0.2799897108600973,76561198039309853,enpitsu,25.0,3679.31005859375,350.75,51.65999984741211,-7620.7000732421875,17888.800048828125,3254.2001342773438,-598.4000015258789,-344.70001220703125,-2148.8999938964844,255.0,0.0,,0.030992566743913038,1.8235260289325275,-0.005369299461219839,True,8,False,5,100.67756565668249,True,,bf81d8692db,games5425898691,21.0,1506.3900146484375,-231.9199981689453,17.0,-12718.699951171875,14066.600341796875,1.5000000596046448,-0.29999999329447746,0.29999999329447746,17.699999809265137,255.0,128.0,,0.009594138976222943,2.308256515874353,-6.339958273159005e-05,True,55.68174627263058,True,False,4,4,,SpYDeR_EnZo14,b5fc383874b,9,,,,,,,,,,,,,,,,True,,,,,,,turok95290,358044492956161413,9.0,-2008.219970703125,-1929.6600341796875,68.33000183105469,-16499.000244140625,15836.300048828125,-2447.7000427246094,-1344.6000671386719,-1196.8000030517578,-24.40000057220459,255.0,128.0,False,-0.20636685119875928,2.3052617233080195,-0.015236137122860892,True,10,91.8737030542025,True,False,10,
9,547,13,False,False,0,3326.393499854202,2393.93994140625,4648.89013671875,106.05000305175781,-17640.50048828125,1147.5,2275.8999633789062,-4156.600036621094,-2473.3999633789062,3550.1998901367188,0.0,-0.35157472705924697,-0.6475997770404418,-0.7311608366018447,76561198039309853,enpitsu,25.0,2503.780029296875,4747.25,73.91999816894531,-16195.400390625,8450.2001953125,2755.5999755859375,4431.499938964844,-2515.0,2070.2999877929688,128.0,255.0,,-0.051653781649494454,2.5696328767174568,-0.11241765144221241,True,10,False,7,255.0,False,,bf81d8692db,games5425898691,21.0,-2111.239990234375,1104.719970703125,17.0,-16825.6005859375,7945.30029296875,4.099999964237213,-0.29999999329447746,0.0,-1993.3000183105469,255.0,0.0,,0.00956886300020215,2.62624900693475,-3.902791967107276e-05,True,67.0,False,False,4,4,,SpYDeR_EnZo14,b5fc383874b,9,-2688.0,4605.22021484375,25.020000457763672,0.3999999910593033,-765.8000183105469,-1315.2999877929688,0.0,0.0,2.7000001072883606,255.0,,,7.629393948626035e-06,-1.5699877423181874,3.0846764439180138e-09,True,False,False,False,85.0,False,,turok95290,358044492956161413,9.0,-3083.14990234375,2545.31005859375,16.989999771118164,-1566.9000244140625,22938.40087890625,5.0,0.0,-0.19999999552965164,0.09999999776482582,255.0,128.0,False,0.009595014633572357,1.639021065340877,2.2081329324116443e-05,True,10,0.0,False,False,10,
