,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
31,2698,83,False,False,1,10244.742265726021,2605.419921875,-4961.1201171875,116.33999633789062,-1809.4000244140625,3339.2001342773438,9972.19970703125,-675.2999877929688,-1524.7000122070312,1083.7000274658203,1.0,-0.8163115709282763,1.4558412149557776,2.455348057050404,76561198423825760,Charles De Gaulle,13.0,2350.4599609375,-4940.47998046875,132.80999755859375,20250.899658203125,-1548.0000305175781,3441.9000244140625,-3078.3999633789062,284.20000076293945,251.8000030517578,112.0,255.0,,-0.011058910383706483,-3.0622051259138945,-0.17927597848069668,True,146.0,False,10,False,14,,b89a082000b,fosors,8.0,2567.64990234375,-1128.8900146484375,94.86000061035156,-13588.800048828125,-9618.900146484375,-165.20000457763672,2546.699981689453,-4873.500061035156,-110.29999732971191,255.0,128.0,False,-0.588802556697005,3.0686768474858455,2.922837810792807,True,11,4,14,225.0,False,,enpitsu,76561198039309853,27.0,1784.1300048828125,1806.1600341796875,17.059999465942383,2490.2999877929688,-6042.8997802734375,1.1999999731779099,0.19999999552965164,-0.19999999552965164,307.90000915527344,255.0,128.0,,-0.01662736250260686,-1.9826923224740403,-0.00019750742772881873,True,14,14,False,249.0,False,,games5425898691,bf81d8692db,24.0,3509.449951171875,-4518.81005859375,201.57000732421875,-199.59999084472656,3327.9998779296875,-12976.8994140625,5033.0999755859375,2137.5,-589.7999954223633,255.0,0.0,,-1.2496658001506058,1.5706680353510025,-0.7541687914001161,True,22,False,22,55.0,False,
32,2763,85,False,False,1,7264.476717873247,3062.260009765625,-1793.969970703125,142.55999755859375,-15902.60009765625,14597.5,1281.3999938964844,-1720.8000183105469,3116.9000244140625,1581.6999816894531,1.0,-1.2190098922284371,-2.5073658771742924,-0.02303388550165367,76561198423825760,Charles De Gaulle,13.0,3266.830078125,-1900.1500244140625,152.5399932861328,-10919.300537109375,15703.900146484375,-154.49999809265137,4293.299865722656,-3390.7998657226562,-565.099983215332,128.0,128.0,,0.10297102872241871,0.668470278302535,3.090244742386605,True,95.0,False,11,False,16,,b89a082000b,fosors,8.0,102.47000122070312,-3935.260009765625,17.010000228881836,-3402.0001220703125,-14340.30029296875,2.3000000417232513,-0.0,0.5999999865889549,3070.10009765625,0.0,179.0,True,-0.009598629803914087,-1.985392279717313,3.0711277744895345e-05,True,12,4,14,225.0,False,,enpitsu,76561198039309853,27.0,3083.889892578125,896.3499755859375,17.059999465942383,-4141.199951171875,-4363.999938964844,1.7000000178813934,-0.0,-0.19999999552965164,-2256.7999267578125,255.0,0.0,False,-0.01662526637688677,-0.8382552979418637,-5.235827065663581e-05,True,14,14,False,249.0,False,,games5425898691,bf81d8692db,24.0,3550.919921875,-1395.9200439453125,16.979999542236328,-1833.3000183105469,19548.1005859375,3.400000035762787,-0.19999999552965164,0.5999999865889549,-541.3000106811523,255.0,128.0,,-0.009572719507661311,1.5245492041053952,0.00020613352276204145,False,22,False,22,0.0,True,
33,2809,87,False,False,1,4675.834117853353,641.0800170898438,471.1199951171875,93.61000061035156,-12340.10009765625,11931.8994140625,177.5,-4909.4000244140625,-3283.9999389648438,1054.5999908447266,1.0,-0.7461082816081952,-1.983483867472452,-2.822344758293588,76561198423825760,Charles De Gaulle,14.0,913.0900268554688,477.3299865722656,16.989999771118164,-20401.199951171875,10359.200439453125,4.799999892711639,0.9000000357627869,-0.29999999329447746,1713.3999633789062,255.0,255.0,,-0.009605467880407928,0.42155681464827627,0.0001571334975166635,True,22.0,False,12,False,16,,b89a082000b,fosors,8.0,-311.3399963378906,-4714.06982421875,17.010000228881836,-3406.099853515625,6594.69970703125,0.0,-0.29999999329447746,0.9000000357627869,26.099998950958252,255.0,128.0,False,-0.009525737339533873,1.090555624582744,-5.553184658140196e-05,True,12,4,14,245.64071396345733,True,,enpitsu,76561198039309853,27.0,699.780029296875,677.9400024414062,22.010000228881836,-19965.2001953125,-10958.00048828125,2991.099853515625,-1.7000000178813934,-1.0000000149011612,2170.800018310547,128.0,255.0,False,-0.0167840147945221,-0.5832600793526916,9.850578921281833e-05,True,16,15,False,119.0,False,,games5425898691,bf81d8692db,24.0,3065.75,1864.18994140625,16.979999542236328,-14565.2001953125,17708.699951171875,5.699999928474426,-0.29999999329447746,0.3999999910593033,131.99999809265137,255.0,128.0,,-0.009592576936204565,0.8676627537399288,-9.7681366554437e-05,True,22,False,22,209.0,False,
34,2810,87,False,False,0,5630.4841516757315,-616.8499755859375,-483.55999755859375,100.77999877929688,-366.3999938964844,6406.7999267578125,4445.5999755859375,1247.2000122070312,-543.6000061035156,5843.599853515625,0.0,0.6249635553041579,2.1628995002575717,-2.8416017978215278,76561198039309853,enpitsu,27.0,-487.1700134277344,-553.9000244140625,55.68000030517578,19894.300537109375,10237.899780273438,2613.2998657226562,2215.5999755859375,652.9000091552734,4991.400146484375,128.0,255.0,False,0.01447268872649513,0.8883906437955265,0.0027951949558900576,True,119.0,False,15,False,16,,bf81d8692db,games5425898691,24.0,-2904.409912109375,-2052.89990234375,16.979999542236328,15297.7001953125,-17040.899658203125,5.799999833106995,2.0000000298023224,-2.199999988079071,983.1999969482422,255.0,247.0,,0.00959375054405272,-0.8259787301144231,7.81601287903203e-05,True,22,False,22,209.0,False,,Charles De Gaulle,76561198423825760,14.0,-774.02001953125,-538.25,16.989999771118164,21199.7998046875,-8111.300048828125,4.799999892711639,-0.9000000357627869,0.29999999329447746,1864.7000122070312,255.0,255.0,,0.00958073595517395,-0.3009653511931666,0.00010238118537615092,True,16,12,False,22.0,False,,fosors,b89a082000b,8.0,311.3399963378906,4714.06982421875,17.010000228881836,3406.099853515625,-6594.69970703125,0.0,0.29999999329447746,-0.9000000357627869,26.099998950958252,255.0,128.0,False,0.009525737339533873,-1.090555624582744,-5.553184658140196e-05,True,12,4,14,242.56218501316604,True,
35,2811,87,False,False,1,4689.225177506002,596.3300170898438,460.3599853515625,117.52999877929688,-16909.100341796875,-14088.00048828125,8744.199829101562,353.49998474121094,2839.4000244140625,5273.699951171875,1.0,-0.690715394079906,-2.334022294661688,-2.9373272618485147,76561198423825760,Charles De Gaulle,14.0,774.02001953125,538.25,16.989999771118164,-21199.7998046875,8111.300048828125,4.799999892711639,0.9000000357627869,-0.29999999329447746,1864.7000122070312,255.0,255.0,,-0.00958073595517395,0.3009653511931666,0.00010238118537615092,True,22.0,False,12,False,16,,b89a082000b,fosors,8.0,-346.4700012207031,-4646.47998046875,17.010000228881836,-4173.299865722656,8005.2001953125,0.0,-0.19999999552965164,0.5999999865889549,4.4999998807907104,255.0,128.0,False,-0.009525765964671161,1.0894830099028971,-5.042289008590055e-05,True,12,4,14,239.41115694661295,True,,enpitsu,76561198039309853,27.0,440.3699951171875,523.1099853515625,61.86000061035156,-16150.30029296875,-16206.8994140625,2345.7000732421875,60.0,-91.19999885559082,5209.7998046875,128.0,255.0,False,0.005121627561730818,-1.0168952821953843,0.03218445068940503,True,16,15,False,119.0,False,,games5425898691,bf81d8692db,24.0,2904.409912109375,2052.89990234375,16.979999542236328,-15297.7001953125,17040.899658203125,5.799999833106995,-2.0000000298023224,2.199999988079071,983.1999969482422,255.0,247.0,,-0.00959375054405272,0.8259787301144231,7.81601287903203e-05,True,22,False,22,209.0,False,
36,2988,93,False,False,1,10447.88915377561,-2714.52001953125,-4664.2099609375,94.97000122070312,5454.4000244140625,787.0999908447266,900.8999633789062,-722.6999664306641,5008.2000732421875,-3224.1000366210938,1.0,-0.028301321682875406,-2.966152132328194,-0.8902236886621172,b89a082000b,fosors,8.0,-2701.260009765625,-4940.169921875,19.43000030517578,1515.8000183105469,-1220.5999755859375,68.89999866485596,-239.89999771118164,100.10000228881836,1301.4999389648438,0.0,0.0,,-0.025677170103338566,0.44558154337829314,0.08808886224039006,True,255.0,False,12,4,14,,76561198423825760,Charles De Gaulle,13.0,19.579999923706055,-5216.47021484375,17.010000228881836,-4365.299987792969,677.6000213623047,2.5,4.000000059604645,-0.7999999821186066,-951.5000152587891,255.0,0.0,False,-0.009486145931140921,0.17873805472253046,2.201406124107337e-05,True,14,False,18,255.0,False,,enpitsu,76561198039309853,27.0,-1459.550048828125,824.9199829101562,17.049999237060547,4175.4998779296875,9806.900024414062,2.5,-0.0,0.7000000029802322,0.0,0.0,128.0,,-0.01689165554019897,-1.1682765861208202,4.994024148646005e-05,True,16,16,False,119.0,False,,games5425898691,bf81d8692db,24.0,-2284.14990234375,-1687.31005859375,17.0,-9042.999877929688,-11060.10009765625,1.5999999642372131,0.3999999910593033,0.09999999776482582,2163.9999389648438,255.0,255.0,,-0.009561499953331982,-0.9504467601720556,3.589028198969301e-05,True,22,False,22,170.62293319291965,True,
37,3012,94,False,False,1,10239.589887579901,-2265.0,-4599.47021484375,93.1500015258789,4839.800109863281,697.0999908447266,0.0,-764.0000152587891,5303.900146484375,-2674.89990234375,1.0,0.8403779772668039,2.910502680826875,-0.6097348510761951,b89a082000b,fosors,8.0,-2223.889892578125,-4799.83984375,17.010000228881836,7113.2000732421875,6161.199951171875,4.900000095367432,-6.299999952316284,3.4999999403953552,2143.300018310547,0.0,0.0,,-0.010065583373062233,-0.8871500200781839,2.2351349973030346e-05,True,255.0,False,12,4,14,,76561198423825760,Charles De Gaulle,13.0,-78.83999633789062,-5176.2998046875,17.010000228881836,4406.099853515625,-2905.1998901367188,2.0999999344348907,-0.3999999910593033,0.7999999821186066,-1926.1000061035156,0.0,255.0,False,-0.009704353096869484,0.7836354840167904,-0.00023300444932030067,True,14,False,18,255.0,False,,enpitsu,76561198039309853,27.0,-1003.2100219726562,1821.8299560546875,17.049999237060547,8430.0,10261.500244140625,3.0000001192092896,-0.3999999910593033,-0.3999999910593033,-1921.6000366210938,0.0,0.0,True,-0.01681852579177129,-0.7307113548109672,-4.142480663399499e-05,True,16,16,False,119.0,False,,games5425898691,bf81d8692db,24.0,-2408.590087890625,-3290.169921875,17.0,7391.7999267578125,-21080.90087890625,0.9000000357627869,0.19999999552965164,-0.5999999865889549,53.29999923706055,255.0,128.0,,-0.009593436944711386,-1.9144717676990484,-8.509000427005997e-05,True,22,False,22,95.4261504450152,True,
38,3014,94,False,False,1,10221.697429158145,-2224.699951171875,-4593.669921875,93.1500015258789,4830.799865722656,695.2999877929688,0.0,-761.9999694824219,5294.000244140625,-2674.89990234375,1.0,0.3953395370466268,3.1301830470936634,-0.6214982427224819,b89a082000b,fosors,8.0,-2158.1298828125,-4729.31005859375,17.010000228881836,6004.69970703125,7809.2999267578125,2.5,-1.0999999940395355,0.7999999821186066,2203.9999389648438,0.0,0.0,,-0.00975421267472687,-1.1066606087500142,7.505866122781182e-06,True,255.0,False,12,4,14,,76561198423825760,Charles De Gaulle,13.0,-34.880001068115234,-5212.3798828125,17.010000228881836,3940.4000854492188,-4131.7999267578125,2.0999999344348907,-2.199999988079071,5.400000214576721,-1243.499984741211,128.0,128.0,False,-0.009665890501383816,0.9743036780098191,2.616552344222841e-05,True,14,False,18,255.0,False,,enpitsu,76561198039309853,27.0,-907.6300048828125,1913.02001953125,17.049999237060547,10289.3994140625,8317.999877929688,2.0999999344348907,-4.1999998688697815,-3.100000023841858,290.3000068664551,0.0,0.0,True,-0.01681550260551809,-0.6605048546532485,0.00034087780154422196,True,16,16,False,119.0,False,,games5425898691,bf81d8692db,24.0,-2345.050048828125,-3469.090087890625,17.0,7697.0001220703125,-21673.798828125,0.9000000357627869,-0.09999999776482582,0.3999999910593033,-160.49999237060547,255.0,86.0,,-0.00959343960151785,-1.9145376239600673,-8.477397390518943e-05,True,22,False,22,89.17885591906887,True,
39,3023,94,False,False,0,3177.9822402076225,2177.8701171875,4333.22021484375,154.14999389648438,-1253.0999755859375,23171.10107421875,12569.000244140625,5933.3001708984375,-586.1999893188477,672.2000122070312,0.0,0.6759673094326565,-2.3241159825970366,-0.12548484049406167,bf81d8692db,games5425898691,24.0,2173.60009765625,4134.64990234375,54.880001068115234,-4565.0,22248.60107421875,3627.0001220703125,-489.70001220703125,-88.10000419616699,-22.000000476837158,255.0,99.0,,0.027339290655351137,1.7531030109986887,0.00030011733279508595,True,82.0,False,22,False,24,,76561198039309853,enpitsu,27.0,639.6400146484375,-2147.030029296875,17.049999237060547,-9177.999877929688,-9769.69970703125,2.800000011920929,-0.29999999329447746,-0.9000000357627869,2640.7000732421875,128.0,128.0,False,0.016804156472758135,1.1906463078552343,0.00011553874951391731,True,16,False,16,119.0,False,,Charles De Gaulle,76561198423825760,13.0,-24.65999984741211,5298.18017578125,17.010000228881836,281.9000053405762,-474.1999816894531,2.0999999344348907,1.0000000149011612,0.5000000074505806,-0.09999999776482582,246.0,128.0,False,0.009366098204618053,-1.0312736914976575,-6.611450272921856e-06,True,18,14,False,255.0,False,,fosors,b89a082000b,8.0,2072.659912109375,4428.8701171875,17.020000457763672,853.3000183105469,-10358.800048828125,1.1999999731779099,0.5000000074505806,1.899999976158142,1391.6999816894531,0.0,53.0,,0.009692765246336844,1.7868613613826996,-0.00021501237135011447,True,12,4,14,255.0,False,
40,3160,99,False,False,0,5602.315424335518,1850.760009765625,257.25,186.24000549316406,821.2999725341797,14725.699462890625,11064.69970703125,5467.2998046875,-2287.4000549316406,936.1000061035156,0.0,0.6356907390829224,1.700762812755988,-2.7493724120892113,76561198039309853,enpitsu,27.0,1854.5699462890625,147.72000122070312,68.20999908447266,5800.2001953125,22184.599609375,1788.3999633789062,-4944.200134277344,-1847.7000427246094,1546.1000061035156,255.0,255.0,False,0.1442717077280854,1.043259161934809,-0.08910411102085533,True,41.0,False,17,False,18,,bf81d8692db,games5425898691,24.0,3157.169921875,-1766.72998046875,83.51000213623047,-1885.3999328613281,-22721.201171875,-1074.1999816894531,3440.7000732421875,163.4000015258789,208.99999618530273,255.0,128.0,,-0.8091433093495299,-1.7432745279124806,0.20209993772485405,True,26,False,28,0.0,False,,Charles De Gaulle,76561198423825760,13.0,776.469970703125,4100.9599609375,17.010000228881836,185.30000686645508,-572.0999908447266,2.0999999344348907,-1.899999976158142,-0.7000000029802322,0.0,255.0,128.0,False,0.009596582509365317,-1.2574115276003628,-2.0945988004637427e-05,True,18,14,False,207.0,False,,fosors,b89a082000b,8.0,835.6300048828125,534.4199829101562,17.0,2888.5000610351562,-7914.7998046875,7.799999713897705,-2.5999999046325684,-1.7000000178813934,2348.2000732421875,171.0,255.0,,0.00975449751170264,-1.196692670352925,-9.625303005461396e-06,True,16,4,18,226.0,False,
41,3249,103,False,False,1,10363.90142857666,-2102.030029296875,-4780.7998046875,301.1600036621094,7551.099853515625,3535.4000854492188,6370.3997802734375,4107.900085449219,2918.2998657226562,-3256.9000244140625,1.0,-0.29541262783689204,-1.584281652741891,-3.0725811592269494,76561198423825760,Charles De Gaulle,12.0,-2132.5400390625,-4843.60009765625,183.77999877929688,-6113.0999755859375,8392.80029296875,1357.7000427246094,-4575.199890136719,-1491.0000610351562,2663.2998657226562,0.0,0.0,,0.5056812396274699,-0.31445381431824854,1.791157093074077,True,191.0,False,15,False,20,,b89a082000b,fosors,8.0,-829.1199951171875,-3846.760009765625,17.010000228881836,5219.2999267578125,-14372.60009765625,2.0999999344348907,-1.5999999642372131,3.400000035762787,994.7000122070312,206.0,128.0,,-0.009615061180320074,-1.9847087226315308,-0.0001250385296102875,True,18,4,20,255.0,False,,enpitsu,76561198039309853,27.0,-2244.7099609375,-4647.85009765625,301.2099914550781,18023.599853515625,-7710.0,280.2000045776367,-1143.6000061035156,4888.500061035156,-2245.8999633789062,255.0,255.0,False,-0.1612983490468718,-2.255657991633542,-0.9895295551373967,True,20,19,False,196.0,False,,games5425898691,bf81d8692db,24.0,-977.2999877929688,2634.659912109375,17.020000457763672,2120.2000427246094,-22753.701171875,0.7999999821186066,-0.0,0.19999999552965164,-36.70000076293945,255.0,128.0,,-0.009597673551429403,-1.6592414351359355,4.2866323329627394e-05,True,26,False,28,207.0,False,
42,3250,103,False,False,0,2927.810653152437,2013.25,4810.85009765625,323.6600036621094,-24261.10107421875,11732.099609375,3903.5000610351562,-265.10000228881836,1653.6000061035156,-587.7000045776367,0.0,0.3747655791903156,1.514319942761821,-3.0670981353232714,76561198039309853,enpitsu,27.0,2244.7099609375,4647.85009765625,301.2099914550781,-18023.599853515625,7710.0,280.2000045776367,1143.6000061035156,-4888.500061035156,-2245.8999633789062,255.0,255.0,False,0.1612983490468718,2.255657991633542,-0.9895295551373967,True,196.0,False,19,False,20,,bf81d8692db,games5425898691,24.0,960.2100219726562,-2444.989990234375,17.020000457763672,-2011.9000244140625,22762.80029296875,0.7999999821186066,0.0,-0.19999999552965164,-10.90000033378601,255.0,128.0,,0.009597706148551474,1.6575734118056047,3.486149340346625e-05,True,26,False,28,207.0,False,,Charles De Gaulle,76561198423825760,12.0,2184.93994140625,4782.43017578125,184.8300018310547,6344.6002197265625,-6895.30029296875,-196.5999984741211,4527.5,1618.6000061035156,2670.4000854492188,0.0,0.0,,-0.4915751761883258,0.3371273324631806,2.398317591679156,True,20,15,False,191.0,False,,fosors,b89a082000b,8.0,782.969970703125,3965.2099609375,17.010000228881836,-5522.7001953125,14195.10009765625,2.199999988079071,0.5000000074505806,-0.5000000074505806,-1217.300033569336,134.0,0.0,True,0.009597415461765351,1.960189591282626,-0.0004014672838046753,True,18,4,20,255.0,False,
43,3348,106,False,False,0,3048.7832628374604,-3218.1201171875,3164.43994140625,121.87000274658203,9699.89990234375,10426.199951171875,9510.900268554688,3793.0999755859375,-3457.60009765625,-3107.5,0.0,0.6142427881413588,-0.38732120654696955,-2.9024369074338137,bf81d8692db,games5425898691,24.0,-3349.030029296875,3026.510009765625,17.020000457763672,3020.4998779296875,14446.099853515625,0.7999999821186066,-0.29999999329447746,-1.7000000178813934,553.1999969482422,128.0,159.0,,0.009656904917915385,1.3663481284395667,0.00015979921150569725,True,203.0,False,26,False,28,,76561198039309853,enpitsu,27.0,-997.239990234375,3029.14990234375,17.030000686645508,-9333.599853515625,-9875.399780273438,5.600000023841858,2.3000000417232513,2.0999999344348907,1913.0000305175781,255.0,255.0,False,0.01673186427972816,-2.3068878129604196,0.0003431440994459336,True,20,False,20,163.0,False,,Charles De Gaulle,76561198423825760,12.0,1364.1400146484375,4398.2998046875,17.010000228881836,-11113.299560546875,8632.7001953125,2.0999999344348907,-2.8999999165534973,2.0999999344348907,326.6999816894531,255.0,255.0,,0.009594723484590327,2.477569984666227,-2.6797639810574294e-05,True,20,16,False,186.0,False,,fosors,b89a082000b,8.0,427.3800048828125,5664.2998046875,29.270000457763672,2965.7998657226562,1115.4000091552734,43.00000190734863,-0.7000000029802322,-0.7999999821186066,1.0000000149011612,255.0,128.0,False,0.02348398328707528,-2.7721926777754473,-0.03681761829085593,True,18,4,20,255.0,False,
44,3404,108,False,False,1,10075.7091423067,1406.0699462890625,-4922.7900390625,692.469970703125,20259.100341796875,659.1000366210938,10445.0,-3154.7000122070312,-3608.900146484375,3608.699951171875,1.0,-0.5047832019432424,-0.5679955168967009,2.355192520267129,76561198423825760,Charles De Gaulle,12.0,1269.1099853515625,-4887.0498046875,541.5399780273438,16204.300537109375,-3288.2998657226562,5608.3001708984375,-1369.7999572753906,1242.699966430664,-5179.6002197265625,249.0,0.0,,0.8324894618154104,-1.6350295560609014,-0.45280316828394146,True,104.56518708249571,True,16,4,22,,b89a082000b,fosors,8.0,360.0400085449219,-5223.6201171875,17.0,919.4000244140625,829.1000366210938,3.400000035762787,1.8000000715255737,0.5999999865889549,678.4999847412109,255.0,255.0,False,-0.00951295668678633,2.591129343892813,7.974730048987828e-05,True,18,4,20,230.0,False,,enpitsu,76561198039309853,27.0,-140.17999267578125,-1519.989990234375,17.040000915527344,665.8000183105469,-5863.4002685546875,4.600000083446503,-0.0,-0.09999999776482582,2485.5999755859375,255.0,255.0,False,-0.016648234688530713,-1.7135568353334607,-5.646408325443944e-05,True,20,20,False,163.0,False,,games5425898691,bf81d8692db,24.0,1979.1600341796875,-3560.909912109375,17.010000228881836,-11392.60009765625,750.8999633789062,2.3999999463558197,-0.29999999329447746,-0.0,2376.3999938964844,255.0,255.0,,-0.009543353490998076,0.005346509449886686,-4.1696700501395844e-05,True,26,False,28,255.0,False,
45,3516,112,False,False,1,7160.703716119012,3286.7900390625,-1609.800048828125,97.16000366210938,-18841.700439453125,20259.3994140625,4991.300048828125,1901.6999816894531,-444.50000762939453,-672.9000091552734,1.0,0.14433709734073116,1.599398583755818,1.8447493512790032,76561198423825760,Charles De Gaulle,13.0,3395.1298828125,-1719.6400146484375,16.43000030517578,-12701.99951171875,17075.6005859375,-418.10001373291016,2890.8999633789062,870.5000305175781,2907.7999877929688,255.0,128.0,,0.013510712208301866,0.8523966955592724,-0.010378702511964565,True,4.312275299461946,True,16,4,22,,b89a082000b,fosors,8.0,-272.80999755859375,-5077.85986328125,17.0,3384.5001220703125,2961.7001342773438,3.4999999403953552,-0.7000000029802322,-0.19999999552965164,2034.7999572753906,255.0,255.0,,-0.00949529484750102,2.4931164484650874,0.00011233254523537906,True,18,4,20,230.0,False,,enpitsu,76561198039309853,27.0,3243.6201171875,1615.93994140625,17.059999465942383,-8835.599975585938,-2636.199951171875,-3.0000001192092896,-0.19999999552965164,-0.09999999776482582,-2409.7000122070312,255.0,128.0,False,-0.016675427682527333,-0.267781854429444,-1.2959257509802834e-05,True,20,20,False,220.55369483527318,True,,games5425898691,bf81d8692db,24.0,87.2300033569336,-703.6900024414062,17.010000228881836,7455.3997802734375,19346.500244140625,-0.29999999329447746,-0.19999999552965164,-0.7000000029802322,0.0,255.0,128.0,,-0.009598822150229282,1.93863874941736,3.806611159982709e-05,True,26,False,28,220.08569477450465,True,
46,3566,114,False,False,0,7056.131238729774,27.93000030517578,-1855.3800048828125,165.0500030517578,27916.298828125,-260.40000915527344,4806.600036621094,5842.1002197265625,42.10000038146973,-1366.6000366210938,0.0,-0.23058118488043,0.7529779369410582,-0.22924702254432894,76561198039309853,enpitsu,27.0,-153.1999969482422,-1950.75,115.97000122070312,22904.29931640625,-198.70000839233398,2086.1000061035156,-3130.1998901367188,4314.700012207031,1354.6000671386719,255.0,255.0,False,0.6344364034955868,-0.22589528529290323,-0.431821157498914,True,135.0,False,21,False,22,,bf81d8692db,games5425898691,24.0,-2246.25,-1092.1700439453125,178.02000427246094,-10893.800048828125,-5729.0997314453125,-1459.1999816894531,-99.30000305175781,-200.40000915527344,979.5999908447266,255.0,0.0,,-0.19748473952125425,0.6574626120753257,-0.7887734169001782,True,26,False,30,190.0,False,,Charles De Gaulle,76561198423825760,13.0,-662.4099731445312,-1252.3599853515625,27.420000076293945,14829.7998046875,-17228.199462890625,-2954.7000122070312,1335.2999877929688,558.4000015258789,-981.9999694824219,255.0,128.0,,-0.029921676347989715,-0.6831992606095024,-0.05168942656260241,True,24,18,4,0.0,False,,fosors,b89a082000b,8.0,-28.6299991607666,3422.25,17.0,6886.099853515625,-9642.000122070312,3.6000001430511475,0.29999999329447746,-0.5000000074505806,-1523.8999938964844,255.0,0.0,,0.009557599741123905,-0.9227227212520865,-0.0004920456249998938,True,18,4,20,255.0,False,
47,3696,119,False,False,1,3434.0601948253397,-668.6900024414062,2083.1201171875,777.9500122070312,13351.199951171875,26421.0009765625,-1966.7999267578125,-3347.5,-4503.299865722656,-1694.1000366210938,1.0,-0.8013151581227035,1.2024293633639922,1.7782846403817198,b89a082000b,fosors,8.0,-793.030029296875,1783.72998046875,747.0900268554688,10935.400390625,20004.200439453125,3040.8999633789062,-3179.5001220703125,3827.2000122070312,1654.7999572753906,255.0,62.0,,-0.43165714096490476,2.294514202083099,0.6390565853158336,True,109.0,False,18,6,22,,76561198423825760,Charles De Gaulle,13.0,-3657.3701171875,667.1199951171875,17.0,3285.5999755859375,-20727.7001953125,1.1999999731779099,-0.0,0.7000000029802322,1946.9999694824219,255.0,255.0,,-0.00957523182695422,-1.7962332660035638,6.270682732346239e-05,True,18,4,24,211.14518721898398,True,,enpitsu,76561198039309853,27.0,-548.1900024414062,2658.14990234375,264.3500061035156,6970.30029296875,-16872.19970703125,4238.699951171875,-1323.6000061035156,-463.6000061035156,-425.8000183105469,128.0,128.0,False,1.1104890155468117,-1.2484980596889297,0.39760160949629053,True,24,22,False,42.0,False,,games5425898691,bf81d8692db,24.0,1040.8900146484375,4886.75,17.010000228881836,-8151.9000244140625,8541.300048828125,2.0999999344348907,0.19999999552965164,-0.0,170.49999237060547,255.0,150.0,,-0.009556305181413741,0.8159058626210571,9.542183448428481e-05,True,26,False,30,241.0,False,
