,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,177,0,False,True,1,5195.889235089395,3.140000104904175,21.399999618530273,93.48999786376953,3406.6000366210938,30766.8994140625,2915.8999633789062,2061.999969482422,-344.70001220703125,1189.7000122070312,1.0,-0.002960520504781178,-0.009896033938763779,-0.017168301999106985,2535417606874426,Tominho15,9.0,-28.079999923706055,-274.45001220703125,81.66000366210938,4473.0999755859375,22416.59912109375,2530.7000732421875,-4602.099914550781,2342.7999877929688,-800.5000305175781,254.0,49.0,,-0.19916947925529757,1.5933477589514184,0.02674768330732634,True,31.0,False,4,3,False,,62f7197c9f664c71bfa8eb3a4ff6d5dd,Preszter,9.0,46.810001373291016,-1159.7099609375,17.010000228881836,393.49998474121094,18591.8994140625,2.8999999165534973,-0.3999999910593033,-0.9000000357627869,-1.4000000059604645,174.0,128.0,,-0.009568464009467504,1.5921898139020725,5.787242532831507e-05,True,51.0,False,4,4,False,,enpitsu,76561198039309853,26.0,-0.0,2202.8798828125,17.049999237060547,-0.0,-14098.599853515625,2.7000001072883606,0.7000000029802322,-0.0,0.0,255.0,0.0,,-0.016700997939493475,-1.570774477373452,-2.4226578640790356e-07,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,20.0,14.390000343322754,251.3699951171875,97.16000366210938,-1390.5000305175781,-22766.99951171875,2304.199981689453,5438.3001708984375,-819.4000244140625,-55.10000228881836,128.0,129.0,,-0.7549441136169458,-1.4102277851899276,-0.009917670704390437,True,31.0,False,4,False,3,
1,179,0,False,False,0,5226.65612607007,-15.579999923706055,-11.970000267028809,120.87000274658203,-2138.699951171875,-685.9999847412109,1349.6000671386719,879.3000030517578,2197.100067138672,-20.899999141693115,0.0,0.12711730945742866,-0.25296913805970433,0.14217176046077587,bf81d8692db,games5425898691,20.0,-7.75,-151.9499969482422,110.02999877929688,98.90000343322754,-61.99999809265137,580.9000015258789,-4961.600036621094,-138.80000114440918,1999.4000244140625,128.0,134.0,,1.3807212421176054,-1.30181574216151,-2.9571434928133837,True,31.0,False,4,3,False,,76561198039309853,enpitsu,26.0,0.0,-2202.8798828125,17.049999237060547,0.0,14098.599853515625,2.7000001072883606,-0.7000000029802322,0.0,0.0,255.0,128.0,,0.016700997939493475,1.570774477373452,-2.4226578640790356e-07,True,116.0,False,False,False,False,,Preszter,62f7197c9f664c71bfa8eb3a4ff6d5dd,9.0,-50.11000061035156,1004.8099975585938,17.010000228881836,-397.5,-18591.400146484375,2.0999999344348907,0.09999999776482582,0.5000000074505806,-0.19999999552965164,173.0,128.0,,0.009583559685054414,-1.592234954544789,4.2234626138295674e-05,True,51.0,False,4,False,4,,Tominho15,2535417606874426,9.0,-13.380000114440918,141.6300048828125,118.66999816894531,-3234.4000244140625,206.39999389648438,5126.6998291015625,5127.80029296875,-1888.800048828125,622.7999877929688,254.0,57.0,,0.8030262563505225,-1.2011843727266895,0.4929691024073599,True,31.0,False,4,False,3,
2,181,0,False,False,1,5220.173497476449,34.709999084472656,-8.630000114440918,119.02999877929688,2498.3999633789062,-104.30000305175781,-926.6000366210938,-425.60001373291016,-3130.2999877929688,385.09998321533203,1.0,-0.3744080664608113,0.1874553401542674,0.25126242071875177,2535417606874426,Tominho15,9.0,34.970001220703125,-143.66000366210938,137.6199951171875,3235.0,-313.29999923706055,429.90001678466797,-5104.800109863281,1880.2000427246094,-809.3000030517578,255.0,107.0,,-1.0773492216573848,0.661207341715154,1.1946300729001267,True,31.0,False,4,3,False,,62f7197c9f664c71bfa8eb3a4ff6d5dd,Preszter,9.0,53.7599983215332,-849.9199829101562,17.010000228881836,614.7000122070312,18574.49951171875,2.0999999344348907,-0.0,-3.799999952316284,-552.7999877929688,162.0,4.0,,-0.009598208289185804,1.601439678980611,-4.787782892540788e-05,True,51.0,False,4,4,False,,enpitsu,76561198039309853,26.0,-0.0,2085.3798828125,17.049999237060547,-0.0,-14100.899658203125,2.7000001072883606,0.7999999821186066,-0.0,0.0,255.0,255.0,,-0.016700997939493475,-1.570774477373452,-2.4226578640790356e-07,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,20.0,7.190000057220459,156.9499969482422,111.88999938964844,-86.19999885559082,836.2000274658203,75.59999942779541,5445.9002685546875,760.2999877929688,113.90000343322754,128.0,136.0,,-0.9412960908961066,1.376365202028023,-3.094826905174967,True,31.0,False,4,False,3,
3,194,0,False,False,1,5126.620181751648,93.37000274658203,76.5999984741211,121.58999633789062,-4879.4000244140625,14974.200439453125,4632.900085449219,3889.5001220703125,1077.5,698.3999633789062,1.0,-0.8770556235111657,-0.0011154251626156399,0.23107857910289095,62f7197c9f664c71bfa8eb3a4ff6d5dd,Preszter,9.0,171.58999633789062,-162.02999877929688,16.649999618530273,1058.8999938964844,13294.300537109375,38.29999923706055,78.69999885559082,0.7999999821186066,1849.7000122070312,128.0,255.0,,-0.016524013818788517,1.6074046615287108,-0.0006535213265959737,True,44.80631408383769,True,4,4,False,,2535417606874426,Tominho15,9.0,191.10000610351562,-170.00999450683594,130.86000061035156,2945.8999633789062,-543.6999893188477,-391.8000030517578,-4433.500061035156,1397.4000549316406,-919.3000030517578,255.0,128.0,,0.7285444150944905,0.638084250816683,-1.1734341920389417,True,31.0,False,4,4,False,,enpitsu,76561198039309853,27.0,-22.920000076293945,1371.1099853515625,17.049999237060547,1295.2999877929688,-14152.80029296875,0.7000000029802322,0.19999999552965164,-3.700000047683716,1270.2999877929688,255.0,128.0,,-0.016763597066680954,-1.6638901663904988,0.00019269536779404898,True,97.06707103790775,True,False,False,False,,games5425898691,bf81d8692db,20.0,2.8399999141693115,199.97999572753906,101.0199966430664,-79.40000057220459,819.7000122070312,-785.2999877929688,3848.699951171875,1373.699951171875,486.30001068115234,255.0,246.0,,0.6820658196830123,-1.816845483908828,-0.0727633732334999,True,31.0,False,4,False,4,
4,195,0,False,False,0,5281.649529981353,-97.16999816894531,-80.88999938964844,122.44999694824219,-5046.9000244140625,195.59999465942383,46.90000057220459,-2628.0999755859375,-457.00000762939453,818.6000061035156,0.0,0.8686429814882632,-0.03729599432067127,0.16314257200540233,bf81d8692db,games5425898691,20.0,-2.8399999141693115,-199.97999572753906,101.0199966430664,79.40000057220459,-819.7000122070312,-785.2999877929688,-3848.699951171875,-1373.699951171875,486.30001068115234,255.0,246.0,,-0.6820658196830123,1.816845483908828,-0.0727633732334999,True,31.0,False,4,4,False,,76561198039309853,enpitsu,27.0,22.920000076293945,-1371.1099853515625,17.049999237060547,-1295.2999877929688,14152.80029296875,0.7000000029802322,-0.19999999552965164,3.700000047683716,1270.2999877929688,255.0,128.0,,0.016763597066680954,1.6638901663904988,0.00019269536779404898,True,94.09151840466325,True,False,False,False,,Preszter,62f7197c9f664c71bfa8eb3a4ff6d5dd,9.0,-171.2100067138672,56.130001068115234,16.200000762939453,1287.1000671386719,-12590.6005859375,84.39999580383301,91.09999656677246,-158.80000114440918,2955.10009765625,255.0,255.0,,0.004195342832948679,-1.3649938054225483,-0.013664308405177532,True,41.83076145059319,True,4,False,4,,Tominho15,2535417606874426,9.0,-191.10000610351562,170.00999450683594,130.86000061035156,-2945.8999633789062,543.6999893188477,-391.8000030517578,4433.500061035156,-1397.4000549316406,-919.3000030517578,255.0,128.0,,-0.7285444150944905,-0.638084250816683,-1.1734341920389417,True,31.0,False,4,False,4,
5,196,0,False,False,1,5086.155856212368,98.7300033569336,116.72000122070312,146.13999938964844,-3026.4999389648438,11824.49951171875,7025.2001953125,4633.599853515625,3542.9998779296875,-1405.7000732421875,1.0,-0.6895257568474756,0.2806583057176648,-0.1185430319611398,62f7197c9f664c71bfa8eb3a4ff6d5dd,Preszter,9.0,171.2100067138672,-56.130001068115234,16.200000762939453,-1287.1000671386719,12590.6005859375,84.39999580383301,-91.09999656677246,158.80000114440918,2955.10009765625,255.0,255.0,,-0.004195342832948679,1.3649938054225483,-0.013664308405177532,True,38.62141088003753,True,4,4,False,,2535417606874426,Tominho15,9.0,191.10000610351562,-170.00999450683594,130.86000061035156,2945.8999633789062,-543.6999893188477,-391.8000030517578,-4433.500061035156,1397.4000549316406,-919.3000030517578,255.0,128.0,,0.7285444150944905,0.638084250816683,-1.1734341920389417,True,31.0,False,4,4,False,,enpitsu,76561198039309853,27.0,-6.440000057220459,1250.3599853515625,17.049999237060547,2442.899932861328,-14779.69970703125,-1.899999976158142,-1.1999999731779099,7.5,797.0999908447266,255.0,128.0,,-0.016779216180241568,-1.773675456795994,-7.130914145694024e-05,True,90.88216783410759,True,False,False,False,,games5425898691,bf81d8692db,20.0,2.8399999141693115,199.97999572753906,101.0199966430664,-79.40000057220459,819.7000122070312,-785.2999877929688,3848.699951171875,1373.699951171875,486.30001068115234,255.0,246.0,,0.6820658196830123,-1.816845483908828,-0.0727633732334999,True,31.0,False,4,False,4,
6,197,0,False,False,0,5325.485691363097,-101.31999969482422,-125.86000061035156,152.4499969482422,-3821.0000610351562,-4050.7998657226562,3677.2000122070312,328.8999938964844,240.59999465942383,925.5000305175781,0.0,0.6948498092150014,-0.2617341780585234,-0.11307175437616523,bf81d8692db,games5425898691,20.0,3.5999999046325684,-219.3300018310547,97.33999633789062,866.9999694824219,-2629.7000122070312,-342.20001220703125,2285.500030517578,3537.9998779296875,3489.8001098632812,255.0,255.0,,-0.9195280721260775,1.9121141905592896,0.28777976419251733,True,31.0,False,4,4,False,,76561198039309853,enpitsu,27.0,6.440000057220459,-1250.3599853515625,17.049999237060547,-2442.899932861328,14779.69970703125,-1.899999976158142,1.1999999731779099,-7.5,797.0999908447266,255.0,128.0,,0.016779216180241568,1.773675456795994,-7.130914145694024e-05,True,87.7347958395558,True,False,False,False,,Preszter,62f7197c9f664c71bfa8eb3a4ff6d5dd,9.0,-171.2100067138672,56.130001068115234,16.200000762939453,1287.1000671386719,-12590.6005859375,84.39999580383301,91.09999656677246,-158.80000114440918,2955.10009765625,255.0,255.0,,0.004195342832948679,-1.3649938054225483,-0.013664308405177532,True,35.47403888548574,True,4,False,4,,Tominho15,2535417606874426,9.0,-215.5,174.41000366210938,125.27999877929688,-2915.0,512.400016784668,-899.1000366210938,3301.400146484375,-920.2999877929688,-917.6999664306641,254.0,125.0,,-0.5699515333252421,-0.9381142044911378,-0.8105941711322955,True,31.0,False,4,False,4,
7,242,2,False,False,1,4405.484278279603,667.030029296875,740.469970703125,156.91000366210938,-6219.000244140625,7231.300048828125,6325.5999755859375,2675.8999633789062,4782.9998779296875,2441.699981689453,1.0,0.4817441005754278,-1.7735482099071675,-0.4772832389871999,2535417606874426,Tominho15,9.0,789.1199951171875,639.77001953125,22.020000457763672,-3968.3999633789062,11684.599609375,3000.4000854492188,0.3999999910593033,0.09999999776482582,2363.2000732421875,254.0,255.0,,-0.016717843803205623,1.1808609751768193,1.177995521454018e-05,True,0.0,False,5,4,False,,62f7197c9f664c71bfa8eb3a4ff6d5dd,Preszter,8.0,-639.6199951171875,348.8900146484375,17.010000228881836,-5097.9998779296875,4692.5,2.5,-0.3999999910593033,-0.0,-2355.2999877929688,183.0,0.0,False,-0.009538262618347811,0.7548943675145802,-4.996292127159615e-05,True,26.0,False,4,4,False,,enpitsu,76561198039309853,27.0,1284.0,-1439.280029296875,82.55999755859375,10857.19970703125,-16021.199951171875,-2494.600067138672,-1564.4999694824219,-49.29999828338623,1922.5,255.0,128.0,,-0.025478817956783032,-2.217366471310094,0.6316987918646086,True,76.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,-557.739990234375,1018.47998046875,16.780000686645508,1209.1999816894531,-1658.5000610351562,26.80000066757202,-0.5999999865889549,-35.899999141693115,1269.5999908447266,255.0,255.0,,-0.010135011436944083,-2.01391691638772,-0.005482978913453492,True,31.0,False,4,False,4,
8,298,4,False,False,1,3310.9068215536736,-555.7000122070312,2164.320068359375,103.05000305175781,-3012.9000854492188,4232.300109863281,3948.0999755859375,-4321.600036621094,-2951.099853515625,2441.699981689453,1.0,0.7720585575741549,-1.3012108690567452,0.10530918275406698,62f7197c9f664c71bfa8eb3a4ff6d5dd,Preszter,8.0,-428.9800109863281,1965.5400390625,314.3800048828125,1495.7000732421875,7953.3001708984375,2798.900146484375,-1027.699966430664,-457.99999237060547,1433.800048828125,128.0,128.0,,-0.10187600532713222,1.1169691770493446,0.9112501928967236,True,,False,6,4,4,,2535417606874426,Tominho15,10.0,29.09000015258789,2015.2099609375,17.059999465942383,-3869.7000122070312,2504.499969482422,1.7000000178813934,-0.5999999865889549,0.19999999552965164,-1991.3999938964844,255.0,0.0,,-0.01663913531964429,0.5013208884197932,-0.00011155380503020817,True,,False,4,6,False,,enpitsu,76561198039309853,26.0,3514.610107421875,298.3999938964844,17.030000686645508,-6494.000244140625,20797.19970703125,0.9000000357627869,-0.09999999776482582,0.09999999776482582,555.2000045776367,255.0,128.0,,-0.016776651234637795,1.2203014093456785,-0.00022945747933991812,True,247.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,-505.0199890136719,2351.10009765625,120.18000030517578,-12240.2001953125,11210.0,-164.89999771118164,-473.3000183105469,-5422.0001220703125,792.0999908447266,255.0,160.0,,-0.992833733112919,2.409480569332511,-2.4925296012911535,True,0.0,False,6,False,5,
9,329,5,False,False,1,3076.2861985614677,-893.52001953125,2637.77001953125,129.02000427246094,-7522.5,10842.39990234375,1208.8999938964844,16.699999570846558,2238.800048828125,2024.9000549316406,1.0,0.8976028741223844,-1.2627373247183427,0.3033288330746073,2535417606874426,Tominho15,10.0,-823.97998046875,2518.300048828125,17.059999465942383,-8106.9000244140625,8093.900146484375,1.2999999523162842,0.7000000029802322,-0.9000000357627869,-248.79999160766602,255.0,128.0,,-0.016714912784332348,0.8096287150538451,0.0002038954500521603,True,,False,6,4,False,,62f7197c9f664c71bfa8eb3a4ff6d5dd,Preszter,8.0,-254.00999450683594,2893.739990234375,195.4600067138672,1493.699951171875,7955.9002685546875,-4781.9000244140625,226.5999984741211,78.29999923706055,13.09999942779541,133.0,128.0,,-0.16913007564697838,1.0928797566881672,-0.5324212023256768,True,,False,4,6,4,,enpitsu,76561198039309853,26.0,2209.3798828125,2485.68994140625,94.56999969482422,-15284.300537109375,17141.099853515625,-149.79999542236328,-3902.6998901367188,-3875.2999877929688,15.399999618530273,128.0,128.0,,-1.4285484685515548,-2.33283422140609,3.1215269711556908,True,247.0,False,4,False,3,,games5425898691,bf81d8692db,20.0,-1973.010009765625,3608.300048828125,16.969999313354492,-13923.699951171875,8921.699829101562,13.500000238418579,-22.699999809265137,13.300000429153442,-831.3999938964844,255.0,27.0,,-0.009515125815775993,0.574493951694889,-0.001590251719412958,True,0.0,False,6,False,6,
