,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
41,2870,79.0,False,False,0,6864.557940036487,2800.52001953125,-644.280029296875,138.22000122070312,8472.7001953125,21391.0009765625,-7694.69970703125,-1562.7000427246094,-268.29999923706055,3800.7998657226562,0.0,0.6546160590064679,0.9007858624181874,-2.0841364909355824,bf81d8692db,games5425898691,24.0,2816.669921875,-781.9400024414062,182.97999572753906,11351.8994140625,19578.699951171875,-485.09998321533203,-5302.7001953125,-949.1999816894531,-1108.7000274658203,255.0,255.0,,0.633413149897785,0.3136232368574269,-1.578820804673592,True,0.0,False,11,False,12,,76561198039309853,enpitsu,27.0,-1613.449951171875,-4336.009765625,17.049999237060547,14803.900146484375,2092.7999877929688,2.5999999046325684,0.7000000029802322,0.0,55.59999942779541,255.0,255.0,,0.01680208343776993,0.1470540071741552,-7.686651993268769e-05,True,255.0,False,False,8,8,,Chuilzevale,2535414359215580,10.0,2900.699951171875,4721.6201171875,17.0,-6431.5997314453125,5614.89990234375,4.600000083446503,0.0,0.19999999552965164,2599.8001098632812,255.0,255.0,False,0.009525934894493514,-2.9821728699715604,-7.793722387878516e-05,True,255.0,False,18,6,12,,Chuipoudic,2535405930685548,7.0,-1886.6199951171875,-1676.4300537109375,139.22999572753906,-12542.19970703125,17258.900146484375,-147.2000026702881,-2743.900146484375,-4756.499938964844,309.0999984741211,255.0,128.0,True,1.0744670025921264,0.4181548211387528,-2.281403781151675,False,157.0,False,20,4,15,
42,2919,81.0,False,False,1,9168.89259495411,-3750.300048828125,-2764.4599609375,134.7100067138672,-9607.7001953125,20075.400390625,12370.899658203125,5788.900146484375,-376.5999984741211,1531.6000366210938,1.0,0.9248227754765643,0.4305693370827776,-1.4687427354582017,2535414359215580,Chuilzevale,10.0,-3699.89990234375,-2979.9599609375,17.0,-10286.400146484375,18535.699462890625,2.0000000298023224,-0.5000000074505806,0.9000000357627869,-1857.4000549316406,255.0,0.0,False,-0.009595957328419044,1.1221956968766962,-0.00011146969778989736,True,152.0,False,12,6,18,,2535405930685548,Chuipoudic,7.0,3478.47998046875,-1787.7900390625,16.989999771118164,-427.09999084472656,-22906.8994140625,4.699999988079071,-0.0,-1.899999976158142,-1402.5,254.0,75.0,False,-0.009597483091864135,-1.512040869488583,-0.00015227780093140093,False,117.0,False,4,16,20,,enpitsu,76561198039309853,28.0,208.85000610351562,2474.840087890625,17.049999237060547,-7309.7998046875,-12010.6005859375,2.7000001072883606,3.4999999403953552,6.299999952316284,1012.7999877929688,255.0,128.0,,-0.016778109527082224,-1.0697757292079857,1.451551085546154e-05,True,255.0,False,8,False,8,,games5425898691,bf81d8692db,24.0,-3993.8701171875,-2619.070068359375,82.37000274658203,5647.19970703125,-17532.900390625,-1288.9999389648438,1517.5,-1361.3999938964844,1033.3999633789062,128.0,253.0,,-0.26702542624133113,-1.854722318307663,-0.7260343993392926,True,0.0,False,13,False,12,
43,2998,84.0,False,False,0,7530.815789871813,2625.93994140625,-1516.510009765625,296.8800048828125,10114.099731445312,9753.900146484375,-778.0000305175781,-1827.5999450683594,723.3000183105469,5668.800048828125,0.0,-0.4772691383714991,-2.2228573776824287,-1.9004973307665178,76561198039309853,enpitsu,27.0,2581.93994140625,-1677.8699951171875,210.69000244140625,11133.599853515625,-3560.7000732421875,13.200000524520874,3743.699951171875,3932.7999877929688,875.8999633789062,255.0,255.0,,1.1223200698925295,0.06102870721886012,0.4535588962453326,True,227.0,False,9,False,10,,bf81d8692db,games5425898691,24.0,1006.9600219726562,3469.429931640625,97.02999877929688,-6016.9000244140625,-17519.89990234375,-8.999999761581421,5241.5997314453125,-1662.7999877929688,-102.70000457763672,255.0,128.0,,-0.18973290446908217,1.260034156111527,-3.1225276377027558,True,,False,False,15,16,,Chuilzevale,2535414359215580,10.0,2225.4599609375,-1500.81005859375,14.350000381469727,3637.6998901367188,-11500.30029296875,263.6000061035156,209.59999084472656,-32.200000286102295,-409.3000030517578,254.0,169.0,,0.0008748322395908124,-0.7138338106954228,0.0011880493137298395,True,91.0,False,20,6,12,,Chuipoudic,2535405930685548,7.0,-318.7200012207031,3619.22998046875,16.989999771118164,15338.1005859375,-2595.5999755859375,4.600000083446503,2.5999999046325684,-0.09999999776482582,522.599983215332,255.0,185.0,False,0.009572362805245722,-0.14770088199155237,-0.00010775060067563523,True,255.0,False,20,4,16,
44,3078,87.0,False,False,0,6681.301466690921,3971.10009765625,562.760009765625,292.6000061035156,-8088.900146484375,18067.60009765625,3249.2999267578125,4243.599853515625,976.5000152587891,4127.60009765625,0.0,0.6678244596420819,1.9722360813807773,-2.4650106196646546,76561198039309853,enpitsu,27.0,4063.5400390625,315.760009765625,178.99000549316406,-465.9000015258789,22967.39990234375,-1131.6999816894531,-1521.300048828125,422.79998779296875,682.5,255.0,128.0,,0.0885822130054387,1.5830059893836066,-1.2413446919796294,True,60.0,False,10,False,10,,bf81d8692db,games5425898691,24.0,3260.47998046875,-590.469970703125,17.010000228881836,1739.6000671386719,-18127.39990234375,2.0000000298023224,0.0,-1.2999999523162842,-645.8000183105469,255.0,128.0,,0.009595816839811365,-1.5315429269900018,0.00019599105800281662,False,0.0,False,False,16,16,,Chuilzevale,2535414359215580,10.0,2999.7099609375,1730.06005859375,17.010000228881836,-10103.699951171875,15102.7001953125,2.0999999344348907,-0.3999999910593033,0.5999999865889549,4.300000071525574,255.0,128.0,,0.009596724824281895,2.1610441739985813,-6.492360696410856e-05,True,255.0,False,20,6,12,,Chuipoudic,2535405930685548,7.0,3630.31005859375,3591.2099609375,16.989999771118164,166.5999984741211,660.8000183105469,4.600000083446503,-1.2999999523162842,0.9000000357627869,-75.50000190734863,73.0,128.0,False,0.00982819928608816,-1.834988588748915,5.64054513915572e-05,True,210.0,False,20,4,16,
45,3111,88.0,False,False,1,8695.357152095145,-3000.47998046875,-2633.4599609375,211.97000122070312,21780.50048828125,23714.69970703125,-3442.9998779296875,-2279.7000122070312,-1075.0,-3643.900146484375,1.0,-0.09074112475237858,-2.38634291714944,-2.733755044666942,2535405930685548,Chuipoudic,7.0,-3133.300048828125,-2867.199951171875,183.30999755859375,9993.300170898438,16930.899658203125,3035.7000732421875,-3075.4000854492188,1276.1000061035156,1032.6000213623047,254.0,128.0,True,0.42923704896646553,2.0277762562391013,0.24290619416057183,True,137.9632344040819,True,17,4,22,,2535414359215580,Chuilzevale,10.0,-2609.56005859375,-3204.239990234375,78.06999969482422,-5491.099853515625,-5227.1002197265625,3238.800048828125,-3026.0000610351562,-2038.5000610351562,-1844.1000366210938,128.0,17.0,,-0.03360013682699929,-0.450031633195453,0.26516876006052237,True,255.0,False,6,12,22,,enpitsu,76561198039309853,27.0,-3322.199951171875,-3041.030029296875,17.049999237060547,14725.30029296875,-13984.599609375,3.4999999403953552,-0.7000000029802322,0.5999999865889549,2717.0001220703125,255.0,255.0,False,-0.016782087959619055,-2.527120612943436,1.296689008481598e-06,True,90.0,False,10,False,10,,games5425898691,bf81d8692db,24.0,-3042.47998046875,3048.02001953125,90.83000183105469,2297.2000122070312,22629.7998046875,-726.5000152587891,-4090.7000732421875,-168.60000610351562,207.19999313354492,255.0,128.0,,1.0211543330219062,1.8734340224593142,0.25785541179197424,True,0.0,False,18,False,18,
46,3201,91.0,False,False,0,9010.264168998254,-2730.81005859375,-3681.469970703125,110.2300033569336,-2420.0,11239.3994140625,7588.0999755859375,3517.60009765625,-210.9000015258789,-4856.000061035156,0.0,-0.048514063886449334,1.1810526785234634,-2.53338941572221,bf81d8692db,games5425898691,24.0,-2779.139892578125,-3828.659912109375,16.25,-14567.60009765625,14730.899658203125,-813.4999847412109,2236.0000610351562,-3353.2998657226562,3742.3001098632812,255.0,237.0,,0.014403556795462555,2.2729327656882115,-0.04943849641989059,True,174.0,False,18,False,18,,76561198039309853,enpitsu,28.0,-3120.5400390625,325.70001220703125,17.049999237060547,-18501.800537109375,-13086.199951171875,2.5999999046325684,3.6000001430511475,2.800000011920929,975.6999969482422,255.0,128.0,False,0.01678419995290803,-2.4649061532592946,-9.341517341054668e-05,True,0.0,False,False,10,10,,Chuilzevale,2535414359215580,10.0,1164.27001953125,2340.14990234375,110.69000244140625,-21845.80078125,-6919.000244140625,-749.5999908447266,5057.200012207031,-1338.8999938964844,-1697.4000549316406,128.0,245.0,,-0.9804168479877469,2.8388342688122927,1.638203921191137,True,126.0,False,24,6,14,,Chuipoudic,2535405930685548,7.0,-56.90999984741211,960.1300048828125,17.010000228881836,400.40000915527344,13859.7998046875,2.3000000417232513,-0.19999999552965164,0.5000000074505806,-2176.9000244140625,255.0,0.0,False,0.009559817750609073,1.4784635307794185,-5.214116905600795e-05,True,227.0,False,22,4,18,
47,3252,93.0,False,False,0,7151.494916958974,-3164.699951171875,-1642.0999755859375,376.95001220703125,4632.799987792969,19310.999755859375,6768.0999755859375,1065.999984741211,-4206.000061035156,-2499.600067138672,0.0,0.7216403433816339,2.4355271488509027,-2.3169610021166673,bf81d8692db,games5425898691,25.0,-3248.860107421875,-1772.06005859375,198.41000366210938,10979.69970703125,11290.30029296875,3169.2001342773438,231.90000534057617,-490.09998321533203,-22.699999809265137,255.0,149.0,,-1.0082863334292211,0.47471798315023495,-0.029586265363880055,True,136.4891784242404,True,18,False,20,,76561198039309853,enpitsu,27.0,-2700.159912109375,-2690.02001953125,17.049999237060547,10343.599853515625,-16346.600341796875,2.5999999046325684,-0.3999999910593033,0.3999999910593033,-78.69999885559082,255.0,128.0,,0.01678989149971047,-1.0152012492970748,7.541079951044474e-05,True,255.0,False,False,10,10,,Chuilzevale,2535414359215580,10.0,-2246.919921875,437.5400085449219,17.010000228881836,-14014.7998046875,-18236.800537109375,-0.29999999329447746,-1.8000000715255737,-2.5,774.8999786376953,255.0,184.0,,0.00959014374947183,-2.211804520032415,7.22702204850548e-05,True,50.8405076483245,True,24,6,14,,Chuipoudic,2535405930685548,7.0,1128.800048828125,3145.090087890625,17.010000228881836,-2556.699981689453,12862.5,2.0000000298023224,0.0,0.19999999552965164,-1413.3000183105469,254.0,0.0,False,0.009562326153424559,1.818781130895142,-0.00047662751137410027,True,227.0,False,22,4,18,
48,3324,96.0,False,False,1,8257.421236046763,2053.64990234375,-3035.8701171875,191.4199981689453,587.9000091552734,21167.7001953125,14410.30029296875,5255.30029296875,-2046.9999694824219,2047.1000671386719,1.0,-0.4510727337010974,3.0178286225402844,-0.799228551303993,2535405930685548,Chuipoudic,7.0,2065.18994140625,-3198.659912109375,102.2300033569336,8647.80029296875,19051.800537109375,2170.0999450683594,-2655.7998657226562,-4393.800048828125,1972.2999572753906,255.0,250.0,True,0.11043045467927894,2.0226155912747883,-0.4873972435723393,True,189.39280860911137,True,19,4,24,,2535414359215580,Chuilzevale,10.0,3615.679931640625,-1882.27001953125,91.79000091552734,-3399.4000244140625,-20701.8994140625,-585.4999923706055,2622.60009765625,4452.0001220703125,1884.2999267578125,128.0,254.0,,0.18129487072796935,-0.6374261179020366,2.210283237567712,False,0.0,False,6,16,26,,enpitsu,76561198039309853,27.0,809.2100219726562,3507.3798828125,17.049999237060547,4594.700012207031,-9234.199829101562,3.3000001311302185,-0.3999999910593033,1.2999999523162842,2276.1000061035156,255.0,255.0,False,-0.016701698466504405,-2.065340736295749,0.00014003948098867568,True,255.0,False,10,False,10,,games5425898691,bf81d8692db,25.0,853.0999755859375,-2336.030029296875,17.010000228881836,14462.5,-6664.2999267578125,2.3999999463558197,-0.0,-0.0,2029.6000671386719,255.0,255.0,,-0.009597026117608818,-2.7789559573943454,2.309651819268688e-05,True,118.0,False,20,False,20,
49,3422,99.0,False,False,1,1650.2518196882586,2234.39990234375,4174.58984375,1051.56005859375,-12164.200439453125,15786.800537109375,4680.299987792969,2823.800048828125,64.29999828338623,925.4000091552734,1.0,1.2462766731967212,-2.473800321591237,2.103941387707661,2535405930685548,Chuipoudic,7.0,2336.989990234375,4108.72998046875,881.6099853515625,-5025.5999755859375,22025.10009765625,3829.5999145507812,-121.89999580383301,-190.0,158.4000015258789,255.0,128.0,True,1.1421849840644935,0.6191879913788808,-2.782701653059926,True,101.0,False,20,6,26,,2535414359215580,Chuilzevale,10.0,83.33000183105469,-3368.889892578125,17.010000228881836,-12008.699951171875,9768.400268554688,2.0000000298023224,0.3999999910593033,-0.5999999865889549,0.0,255.0,128.0,,-0.009577070199979342,0.6828960945570975,6.045456097268659e-05,True,255.0,False,6,16,26,,enpitsu,76561198039309853,28.0,1273.780029296875,5086.83984375,103.81999969482422,2994.5001220703125,-929.4000244140625,-1672.2000122070312,-1348.9999389648438,1326.0000610351562,-744.8999786376953,128.0,128.0,False,-0.3453386460765062,-2.9003479454633707,1.2094742805020717,True,255.0,False,10,False,10,,games5425898691,bf81d8692db,24.0,-713.0399780273438,2890.77001953125,17.010000228881836,-12663.00048828125,16398.900146484375,2.0999999344348907,0.9000000357627869,-1.0999999940395355,-1061.3999938964844,255.0,31.0,,-0.009599598906528723,0.9341240735650889,-9.791950223246298e-05,True,112.0,False,22,False,22,
50,3484,102.0,False,False,0,8666.134206574803,-217.47000122070312,-3499.530029296875,309.6099853515625,-13090.30029296875,15354.200439453125,-86.99999809265137,4613.399963378906,3726.400146484375,910.5999755859375,0.0,0.14120492253424213,-1.5679717867317888,-3.0419905227292507,bf81d8692db,games5425898691,24.0,-116.08000183105469,-3525.090087890625,199.97000122070312,-7256.099853515625,14683.800048828125,990.5999755859375,-3541.9000244140625,-3244.8001098632812,-2678.599853515625,255.0,229.0,,-0.1661060063884092,1.600542568430452,-0.4625143240226935,True,95.91937198690191,True,23,False,24,,76561198039309853,enpitsu,27.0,-442.9200134277344,-3667.56005859375,127.91000366210938,15049.300537109375,16171.300048828125,3632.2000122070312,-2621.099853515625,1668.6000061035156,591.1999893188477,255.0,255.0,False,0.13042038179071763,0.5124139514839673,-0.010882086812972615,True,180.0,False,False,11,12,,Chuilzevale,2535414359215580,10.0,543.3699951171875,1231.699951171875,17.010000228881836,-1555.2999877929688,-6707.9998779296875,2.0999999344348907,-0.29999999329447746,0.09999999776482582,0.0,255.0,128.0,,0.009577109374704398,-1.7986458158602479,9.990269933108188e-06,True,255.0,False,26,6,16,,Chuipoudic,2535405930685548,7.0,-2785.449951171875,-4963.919921875,1027.6800537109375,-8207.60009765625,5382.7001953125,-4990.199890136719,4430.799865722656,-1330.3999328613281,-609.5000076293945,255.0,234.0,False,0.6380132954058371,2.476326738920541,0.76383233432158,True,101.0,False,28,6,20,
51,3549,104.0,False,False,0,5893.848077811569,-2877.85009765625,-410.6499938964844,98.54000091552734,-24695.6005859375,12258.599853515625,3425.1998901367188,-5320.7000732421875,-740.2999877929688,-2672.39990234375,0.0,-0.1920747259496359,-2.2073864271967873,-2.150077953501223,bf81d8692db,games5425898691,24.0,-2585.239990234375,-457.82000732421875,16.989999771118164,-20533.89892578125,-2558.800048828125,4.699999988079071,0.7000000029802322,0.0,-1343.8999938964844,255.0,0.0,,0.009588839388759101,-3.037355127831106,-0.00020747216764822359,True,43.0,False,24,False,24,,76561198039309853,enpitsu,27.0,3116.550048828125,-2212.800048828125,17.059999465942383,3166.6000366210938,-16832.2998046875,1.899999976158142,0.0,0.0,-2019.7999572753906,255.0,128.0,,0.016767995703348738,-1.4539963973695873,-5.518735891671928e-06,,180.0,False,False,12,12,,Chuilzevale,2535414359215580,10.0,-2717.89990234375,-9.270000457763672,17.010000228881836,-15983.00048828125,-16539.100341796875,0.0,0.29999999329447746,0.0,1873.5000610351562,255.0,255.0,,0.009581311249576648,-2.2724196833890664,5.214901648191113e-05,True,127.9548127574306,True,26,6,16,,Chuipoudic,2535405930685548,7.0,-3712.159912109375,-2025.1099853515625,112.41000366210938,-156.8000030517578,22853.9990234375,-157.39999771118164,-4876.400146484375,-2046.9000244140625,-1509.7999572753906,255.0,128.0,False,0.027365993826521023,-0.7735975324199833,-2.8306309422975384,False,73.0,False,30,6,21,
52,3671,108.0,False,False,1,8501.098713358126,878.2000122070312,-3361.080078125,111.52999877929688,-8804.299926757812,2617.0001220703125,9295.999755859375,5342.8997802734375,455.0,-2691.7001342773438,1.0,0.5109644407444178,-1.3774016893618444,0.6075275244550684,2535405930685548,Chuipoudic,7.0,921.5499877929688,-3474.510009765625,17.010000228881836,-14525.6005859375,-1711.9999694824219,0.0,-0.7999999821186066,-0.09999999776482582,-1391.6000366210938,255.0,0.0,False,-0.009581295879014068,-0.12589487352296433,-0.00047178679750348396,True,226.8163183299444,True,22,6,30,,2535414359215580,Chuilzevale,12.0,2972.260009765625,1876.1500244140625,100.87000274658203,-2389.1000366210938,-22873.9990234375,-266.200008392334,5394.2999267578125,1062.7999877929688,145.50000190734863,255.0,121.0,,-1.4434656251145874,-1.9737790450028851,0.21411283793991018,False,10.229324989421404,True,6,17,28,,enpitsu,76561198039309853,27.0,-32.08000183105469,2852.669921875,17.059999465942383,-1729.9000549316406,-14888.1005859375,-3.4999999403953552,0.29999999329447746,3.6000001430511475,-1475.3999328613281,255.0,128.0,False,-0.016764771329211132,-1.4396275726402668,-0.0002753930841143407,True,226.3890497120478,True,12,False,12,,games5425898691,bf81d8692db,24.0,2680.27001953125,4157.10986328125,17.010000228881836,9800.800170898438,-1492.7999877929688,2.199999988079071,-1.1999999731779099,0.19999999552965164,-266.5999984741211,255.0,38.0,,-0.009513201827212645,-3.0229370272709364,-0.0002462072761168898,True,85.0,False,False,False,False,
53,3738,111.0,False,False,1,8155.231594896514,-1189.3699951171875,-2744.10009765625,413.1199951171875,-19629.000244140625,13906.400146484375,2680.7000732421875,1442.2000122070312,551.8999862670898,-5235.2001953125,1.0,-0.6518914158153069,0.011408511519000507,-0.7158646633968785,2535405930685548,Chuipoudic,7.0,-1076.8199462890625,-2851.1201171875,289.8299865722656,-15986.600341796875,7329.6002197265625,3625.0,307.1999931335449,-3385.7998657226562,-4323.299865722656,254.0,255.0,True,0.8860360911021313,1.3401390076219044,0.0842577032196526,True,203.30866240173262,True,23,6,32,,2535414359215580,Chuilzevale,10.0,3232.10009765625,-3382.9599609375,17.010000228881836,-667.0999908447266,-20719.3994140625,2.3000000417232513,-0.0,-1.0999999940395355,-1865.3999328613281,255.0,24.0,,-0.00957886949808829,-1.479368884928074,-0.00013269598538029434,True,2.0,False,6,18,28,,enpitsu,76561198039309853,27.0,-1478.1199951171875,-668.3300170898438,17.059999465942383,-2498.300018310547,-3770.10009765625,2.0999999344348907,-1.0000000149011612,-1.1999999731779099,-1579.2999267578125,255.0,0.0,False,-0.016869545629753565,-1.0467132920856332,-0.00018793773104227833,True,246.0,False,12,False,12,,games5425898691,bf81d8692db,24.0,1029.72998046875,3562.909912109375,17.010000228881836,-16595.10009765625,512.9999923706055,0.0,-0.5000000074505806,-0.19999999552965164,118.59999656677246,255.0,128.0,,-0.009575388693317017,0.017442306781269443,-8.890625926593307e-05,True,218.74887763812978,True,False,False,False,
54,3827,114.0,False,False,1,6580.3846181583285,-3874.0400390625,606.989990234375,1227.6300048828125,9310.700073242188,20637.900390625,1669.9000549316406,-4041.199951171875,-1056.2000274658203,-4307.200012207031,1.0,0.37373166259755036,1.9721274498903716,0.6711477963302461,2535405930685548,Chuipoudic,7.0,-3987.10009765625,381.29998779296875,1152.8299560546875,6046.7999267578125,21901.99951171875,3568.599853515625,959.7000122070312,1519.1000366210938,5198.0999755859375,254.0,74.0,True,0.4982039767159039,1.3266011907397448,1.694140750088295,True,48.9550794632204,True,25,6,34,,2535414359215580,Chuilzevale,10.0,-1098.800048828125,-2479.360107421875,17.010000228881836,-5558.699951171875,21560.400390625,1.899999976158142,-0.0,-0.3999999910593033,-7.599999904632568,254.0,128.0,,-0.009592741848917985,1.3194613792487258,3.5302004190822394e-05,True,220.0,False,6,18,28,,enpitsu,76561198039309853,27.0,-3994.949951171875,503.010009765625,76.98999786376953,-1042.6000213623047,12465.2001953125,956.5000152587891,-514.0999984741211,947.3999786376953,-560.0,255.0,128.0,,0.04493519954401715,1.4963875708873478,0.7244417702295565,True,255.0,False,12,False,12,,games5425898691,bf81d8692db,24.0,-3244.909912109375,2957.8701171875,17.010000228881836,-2032.5,10616.8994140625,2.199999988079071,-0.09999999776482582,-0.0,-1390.8000183105469,255.0,67.0,,-0.009540865281676428,1.3985573310786181,-7.992933629045443e-05,True,211.0,False,False,False,False,
55,3881,116.0,False,False,0,10146.970938224467,2135.800048828125,-4543.4501953125,371.4800109863281,4604.89990234375,-19315.799560546875,10139.500122070312,4845.0,-1848.5000610351562,-3017.9998779296875,0.0,-0.7781119915157978,-1.6928985595053387,1.1214756943957782,bf81d8692db,games5425898691,24.0,2088.139892578125,-4478.35009765625,176.27999877929688,-3088.2998657226562,-2258.699951171875,842.6999664306641,3659.1000366210938,3784.5999145507812,-1592.7999877929688,255.0,100.0,,-1.2572461450292174,2.8480432614482365,-0.03639941815946306,True,255.0,False,3,False,4,,76561198039309853,enpitsu,27.0,3334.27001953125,-3562.1298828125,17.030000686645508,-1547.4000549316406,-19164.7998046875,5.099999904632568,0.0,-0.3999999910593033,0.0,255.0,0.0,,0.016774306698681046,-1.6513586127925233,-3.46579844688664e-05,True,238.0,False,False,12,12,,Chuilzevale,2535414359215580,10.0,530.5499877929688,-1008.2999877929688,17.010000228881836,-1128.0999755859375,-11056.700439453125,2.3999999463558197,-0.19999999552965164,-0.9000000357627869,-1903.3999633789062,255.0,40.0,,0.009559280517025297,-1.682218294124188,-0.0002733067325286995,True,250.0,False,28,6,18,,Chuipoudic,2535405930685548,7.0,2939.919921875,-4674.7900390625,584.0399780273438,-5077.699890136719,-20758.30078125,-8503.400268554688,-639.7000122070312,-2518.9999389648438,-2619.7000122070312,254.0,88.0,True,0.36998375052127713,-2.028936993732851,1.3279622745959843,True,49.0,False,34,6,26,
56,3965,119.0,False,False,1,5307.014982011998,-3380.010009765625,1996.72998046875,94.77999877929688,-18410.899658203125,12945.10009765625,2268.300018310547,-4304.5001220703125,-3580.10009765625,-2156.999969482422,1.0,1.0195738135313979,1.3056019233843545,0.9761851626422865,2535414359215580,Chuilzevale,10.0,-3244.449951171875,1844.18994140625,48.13999938964844,-20832.60009765625,-1123.1999969482422,2669.8001098632812,3179.1000366210938,468.3000183105469,2162.100067138672,128.0,4.0,,0.0020478554879503454,0.08837452201950032,-0.005401330238238963,True,123.0,False,18,6,29,,2535405930685548,Chuipoudic,7.0,-3364.320068359375,1240.050048828125,20.139999389648438,-5280.0,-21202.80029296875,2774.8001098632812,469.70001220703125,-492.90000915527344,-488.6000061035156,254.0,128.0,True,-0.01743145064544697,-1.3210001362694652,0.003793900246354194,False,5.0,False,6,28,37,,enpitsu,76561198039309853,27.0,-386.3900146484375,4559.5,17.059999465942383,-1983.0000305175781,-64.20000076293945,1.5000000596046448,0.7000000029802322,1.2999999523162842,-1124.4000244140625,128.0,128.0,False,-0.016702537541215607,-0.2108216486253467,-9.358878571863277e-05,True,238.0,False,12,False,12,,games5425898691,bf81d8692db,24.0,-3113.56005859375,4263.02978515625,17.0,-12996.800537109375,-3198.0999755859375,3.400000035762787,-1.5000000596046448,-0.5999999865889549,1230.2999877929688,255.0,239.0,,-0.009545961659861275,-0.24307165585638277,0.00020394559411432441,True,245.0,False,4,False,4,
57,4097,124.0,False,False,0,10352.627406165182,2343.25,-4692.81005859375,136.11000061035156,-11951.199951171875,-534.0000152587891,471.1000061035156,-4560.899963378906,-864.1000366210938,2737.6998901367188,0.0,0.5332836492676074,0.813410227680626,0.7592776954409701,bf81d8692db,games5425898691,24.0,2482.669921875,-4687.66015625,17.010000228881836,-8835.800170898438,-4296.400146484375,2.0999999344348907,1.4000000059604645,0.5999999865889549,712.9000091552734,255.0,128.0,,0.009531744329125123,-2.6347594420199933,-0.00024538350333890826,True,245.0,False,4,False,4,,76561198039309853,enpitsu,27.0,1144.989990234375,-4889.06982421875,17.059999465942383,12019.69970703125,1852.5999450683594,-3.8999998569488525,-0.7000000029802322,0.5000000074505806,-5.099999904632568,255.0,128.0,,0.016688895003484857,0.15225940209475505,3.397019026554056e-05,True,197.17857205995952,True,False,12,13,,Chuilzevale,2535414359215580,10.0,3445.050048828125,-4586.06982421875,213.35000610351562,2374.499969482422,4692.799987792969,-11419.89990234375,2938.0999755859375,2777.5,513.4999847412109,254.0,128.0,False,1.1285719301604638,1.1861493913921686,-1.1335477200038457,True,42.0,False,32,6,18,,Chuipoudic,2535405930685548,7.0,2026.510009765625,2118.780029296875,17.010000228881836,3218.699951171875,-15329.200439453125,2.0999999344348907,0.0,0.7999999821186066,-253.1999969482422,254.0,128.0,,0.009589771791194576,-1.3926562589764957,0.00017470738310187994,True,255.0,False,38,6,30,
