,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,170,0,False,False,0,5174.367769740979,12.149999618530273,45.95000076293945,104.12999725341797,4814.100036621094,15931.8994140625,3723.900146484375,2726.7999267578125,1568.3000183105469,-5109.200134277344,0.0,0.08059290895157169,-0.21802009579550807,0.1102632669635108,76561198039309853,enpitsu,27.0,-82.80999755859375,-90.76000213623047,16.549999237060547,-9945.900268554688,15679.300537109375,-4.4999998807907104,-24.30000066757202,39.80000019073486,-1954.7999572753906,255.0,0.0,,0.008311368877028331,2.070451488214975,-0.0036587253622908603,True,0.0,False,False,False,False,,bf81d8692db,games5425898691,19.0,-3445.18994140625,-2511.389892578125,17.010000228881836,-1063.1999969482422,-14958.299560546875,2.199999988079071,-0.09999999776482582,-2.0999999344348907,1466.3999938964844,255.0,255.0,,0.009597420500144543,-1.6250820757401208,0.00013631200736064845,False,0.0,False,False,False,False,9.0,NLB_zOoM,442826127252772463,7,-1610.25,2122.239990234375,17.010000228881836,7268.0999755859375,-7268.3001708984375,1.899999976158142,0.7000000029802322,0.19999999552965164,0.0,128.0,,,0.009592487299391717,-0.7854091055737067,-3.1858581637658046e-05,True,82.0,False,False,False,False,,NLB_ToXiQuE,150461462457088856,7.0,1042.0999755859375,2053.840087890625,17.049999237060547,-12198.00048828125,4481.400146484375,3.1999999284744263,0.0,0.0,-2308.000030517578,236.0,0.0,,0.016736906732234897,2.7253532016796918,1.0941820377567461e-05,True,60.0,False,False,False,False,
1,203,1,False,False,0,3545.364410091123,577.7100219726562,1915.43994140625,98.5199966430664,4252.60009765625,13211.400146484375,2149.1000366210938,-2882.7999877929688,2404.2999267578125,-4680.5999755859375,0.0,0.37254399882270567,-0.9988065958077914,0.17184724014040223,76561198039309853,enpitsu,27.0,558.9400024414062,1663.550048828125,17.059999465942383,14604.7998046875,10723.00048828125,1.5999999642372131,-1.5000000596046448,-0.9000000357627869,1366.6999816894531,128.0,255.0,,0.01676088211520812,0.6382702224261995,0.00039632291414379566,True,16.0,False,1,False,False,,bf81d8692db,games5425898691,19.0,-2992.72998046875,-4238.31982421875,17.010000228881836,10661.8994140625,-10766.99951171875,2.3000000417232513,-0.29999999329447746,0.29999999329447746,1980.5000305175781,255.0,255.0,,0.009600191789173642,-0.7326573669899048,6.698766132168352e-05,True,255.0,False,False,False,False,,NLB_zOoM,442826127252772463,7,-743.47998046875,2131.919921875,17.010000228881836,4707.0001220703125,9266.900024414062,2.0999999344348907,0.3999999910593033,1.4000000059604645,136.99999809265137,255.0,128.0,,0.009525456201433819,1.1189589063012746,-0.00017746875830758192,True,82.0,False,False,False,False,,NLB_ToXiQuE,150461462457088856,7.0,643.9199829101562,2873.169921875,17.049999237060547,578.3000183105469,656.9000244140625,2.7000001072883606,0.29999999329447746,-0.7999999821186066,-530.6000137329102,220.0,84.0,,0.016718265504739305,1.0745435926049873,-0.00011924253250002497,True,60.0,False,False,False,False,
2,222,1,False,False,1,8113.921093797666,-857.4600219726562,-2782.18994140625,95.63999938964844,1587.5999450683594,4569.100036621094,-549.3000030517578,2923.800048828125,-2098.000030517578,-4800.899963378906,1.0,0.4113956893005342,-0.9423656781530577,1.0680238397240112,150461462457088856,NLB_ToXiQuE,7.0,-946.7899780273438,-2906.449951171875,96.13999938964844,-6579.6002197265625,3053.3999633789062,61.39999866485596,-5293.3001708984375,440.2000045776367,-1427.1000671386719,158.0,0.0,,-0.04970732564435405,0.06373922069834081,1.3249437322040112,True,49.0,False,4,False,3,,442826127252772463,NLB_zOoM,7.0,416.57000732421875,-2814.489990234375,17.010000228881836,-5543.699951171875,-11638.1005859375,2.0999999344348907,-0.09999999776482582,-0.7000000029802322,0.0,255.0,128.0,,-0.009551982891886808,-1.1262626257749002,-6.2504396742585e-05,True,82.0,False,False,False,False,,enpitsu,76561198039309853,27,-1035.199951171875,-2578.0400390625,119.37999725341797,-2132.2999572753906,-15577.7001953125,-152.39999771118164,103.50000381469727,5480.5999755859375,449.00001525878906,128.0,255.0,,-0.09832670354673853,-1.5873129211740102,-2.007723047125604,True,16.0,False,2,1,False,,games5425898691,bf81d8692db,19.0,2020.2900390625,4458.9599609375,17.010000228881836,-14138.399658203125,-393.6000061035156,2.0999999344348907,-0.5999999865889549,-0.0,3.6000001430511475,255.0,128.0,,-0.009588305699242327,-0.02844796615245059,-5.244501220052735e-05,True,255.0,False,False,False,False,
3,290,4,False,False,1,7407.929822089583,-677.1300048828125,-2098.969970703125,93.1500015258789,540.0,2338.0999755859375,0.0,-2562.3001098632812,591.6999816894531,-4800.899963378906,1.0,0.48615660618290363,-0.38133963195366016,-0.1199976772698214,442826127252772463,NLB_zOoM,7.0,-668.280029296875,-2265.969970703125,17.010000228881836,2612.2000122070312,10812.39990234375,2.0999999344348907,1.0000000149011612,2.0999999344348907,-487.2999954223633,255.0,128.0,,-0.009581780701161013,1.844388527561971,0.00012116917554004679,True,82.0,False,False,False,False,,150461462457088856,NLB_ToXiQuE,7.0,-2994.429931640625,-3686.530029296875,17.059999465942383,6191.6998291015625,11432.5,1.2999999523162842,1.4000000059604645,2.7000001072883606,-443.6000061035156,238.0,139.0,,-0.016728122833795964,2.1275734093897896,0.0003370627240019463,True,255.0,False,4,4,False,,enpitsu,76561198039309853,27,-2381.929931640625,-3439.090087890625,79.66999816894531,-8434.299926757812,17309.7998046875,2756.4999389648438,-4946.499938964844,-2404.4000244140625,-1.5999999642372131,255.0,,,-0.3263860043844208,1.1184279467388967,1.8430984990547908e-05,False,,False,4,3,False,,games5425898691,bf81d8692db,19.0,-471.3699951171875,3892.139892578125,17.010000228881836,-131.19999885559082,-915.1999664306641,2.0999999344348907,0.3999999910593033,-0.0,322.59998321533203,0.0,130.0,,-0.009912077073430989,-1.4861289746758342,-0.00017550639849637983,True,255.0,False,False,False,False,
4,313,5,False,False,1,6312.325737990786,-573.3099975585938,-998.9400024414062,93.87999725341797,988.6000061035156,11621.600341796875,1581.6999816894531,-3723.699951171875,-316.200008392334,-2238.000030517578,1.0,-0.023303920162252436,1.436564361470239,-0.6594954182665026,442826127252772463,NLB_zOoM,7.0,-506.20001220703125,-1352.75,17.0,2624.2001342773438,13833.900146484375,3.1999999284744263,0.19999999552965164,0.7999999821186066,-206.5999984741211,255.0,128.0,,-0.009604872180162642,1.7663116340821567,-6.697355949894785e-06,True,70.0,False,False,False,False,,150461462457088856,NLB_ToXiQuE,7.0,-2823.25,-2566.31005859375,17.059999465942383,2936.099853515625,14909.49951171875,-4.000000059604645,-0.29999999329447746,-2.0999999344348907,-128.100004196167,255.0,128.0,,-0.016766875170019575,1.7787789554487667,0.0001295173002814957,True,239.346313822654,True,4,4,False,,enpitsu,76561198039309853,27,-3083.919921875,-1998.5699462890625,81.22000122070312,-8395.599975585938,17233.499755859375,-1561.1000061035156,-2631.7001342773438,-1278.3000183105469,0.0,128.0,,,0.62238176458121,1.1185262351518153,5.9937167450461875e-05,True,,False,4,4,False,,games5425898691,bf81d8692db,19.0,-409.1499938964844,4344.81005859375,88.02999877929688,1153.499984741211,6885.5999755859375,898.7999725341797,-4934.700012207031,2428.6000061035156,-12.599999904632568,0.0,128.0,,-0.9763201301241843,1.959947770297245,3.0557601436112036,True,255.0,False,4,3,False,
5,331,5,False,False,1,5573.983206710783,-515.0999755859375,-252.41000366210938,100.4800033569336,-2139.2999267578125,13905.10009765625,519.3000030517578,-2852.0001220703125,1396.4999389648438,741.2999725341797,1.0,-0.023126198065745673,-1.7594628809171389,-2.910340419175569,442826127252772463,NLB_zOoM,7.0,-398.0199890136719,-434.4200134277344,17.0,-596.8000030517578,13104.7998046875,3.400000035762787,0.29999999329447746,0.5000000074505806,29.100000858306885,202.0,128.0,,-0.009609686644246093,1.5209435875549602,-5.0424334313882056e-05,True,70.0,False,False,False,False,,150461462457088856,NLB_ToXiQuE,7.0,-2509.389892578125,-1446.719970703125,108.22000122070312,7156.500244140625,21795.6005859375,-164.0999984741211,-4702.39990234375,2842.9000854492188,-234.0999984741211,232.0,128.0,,-1.0964225931915694,-0.694614047869634,2.8625906758183577,True,205.0,False,5,6,False,,enpitsu,76561198039309853,27,-3579.0,-910.3599853515625,17.059999465942383,-5142.9998779296875,18286.800537109375,1.2999999523162842,-0.0,3.0000001192092896,-675.5000305175781,255.0,0.0,,-0.016809049208703637,1.3428731623248977,0.00014232858346615275,True,,False,4,4,False,,games5425898691,bf81d8692db,19.0,-332.1499938964844,4804.43994140625,18.579999923706055,1310.8000183105469,7460.7000732421875,-1718.3999633789062,-1080.8999633789062,-121.80000305175781,70.39999961853027,0.0,128.0,,-0.032061764740661206,-1.3774503836356664,-0.013083237649734805,True,255.0,False,4,4,False,
6,347,6,False,False,1,4855.381023026405,-687.8699951171875,550.219970703125,93.87000274658203,-2759.5999145507812,13314.7998046875,335.6999969482422,-5740.5999755859375,311.00000381469727,741.2999725341797,1.0,0.6939524408253435,2.6447503143742046,0.9443560768406207,442826127252772463,NLB_zOoM,7.0,-533.2100219726562,340.5299987792969,16.989999771118164,-583.6000061035156,13666.8994140625,3.799999952316284,-0.0,0.19999999552965164,-330.8000183105469,255.0,128.0,,-0.009581826415802523,1.559285330414858,0.0001543340203379206,True,63.82569456613193,True,False,False,False,,150461462457088856,NLB_ToXiQuE,7.0,-2090.31005859375,-161.52000427246094,84.58999633789062,7056.099853515625,21701.99951171875,-1492.5,-2842.7999877929688,1069.7000122070312,201.8000030517578,128.0,255.0,,0.6041177671904482,1.828060509756405,-0.22931172131168803,True,205.0,False,6,6,False,,enpitsu,76561198039309853,27,-3593.409912109375,110.66000366210938,17.059999465942383,7217.0001220703125,16640.999755859375,0.0,2.3000000417232513,4.4999998807907104,-1188.499984741211,255.0,128.0,,-0.01678474393758571,2.051751649174737,0.00014961339905042594,True,233.14637422561646,True,4,4,False,,games5425898691,bf81d8692db,19.0,-223.83999633789062,5372.080078125,17.770000457763672,2135.399932861328,11037.80029296875,268.8999938964844,590.2000045776367,-47.199997901916504,-3.6000001430511475,0.0,128.0,,-0.026975476540180062,-1.3814221330095529,-0.00849437007983559,True,255.0,False,4,4,False,
7,360,6,False,False,1,4331.616814221519,-811.1799926757812,1158.989990234375,93.1500015258789,-2410.2999877929688,12216.099853515625,0.0,-5960.30029296875,-463.80001068115234,508.69998931884766,1.0,-0.9282623611988932,-2.8884501650656373,-1.8613466234468075,442826127252772463,NLB_zOoM,7.0,-605.280029296875,1129.550048828125,73.51000213623047,-10699.300537109375,15863.399658203125,2707.5,28.499999046325684,-4297.5,2846.7999267578125,255.0,255.0,,-0.10848315756477575,1.140903356044073,-0.041806614525194366,True,29.0,False,4,False,3,,150461462457088856,NLB_ToXiQuE,7.0,-1869.22998046875,970.1300048828125,17.010000228881836,-2574.1000366210938,21717.39990234375,15.59999942779541,0.5000000074505806,1.5000000596046448,1907.7999877929688,128.0,168.0,,-0.016836829228074092,1.3889312632309954,-5.826951053693424e-05,True,205.0,False,6,6,False,,enpitsu,76561198039309853,27,-3026.719970703125,1058.5,17.059999465942383,12205.30029296875,19494.300537109375,-4.099999964237213,-0.3999999910593033,-0.5999999865889549,-0.5999999865889549,255.0,128.0,,-0.01678370661739037,2.13026524545768,3.6743262654289604e-05,True,192.36322592663507,True,4,4,False,,games5425898691,bf81d8692db,19.0,-183.11000061035156,5589.10009765625,26.290000915527344,-582.7999877929688,-1458.3000183105469,-56.90000057220459,1.2999999523162842,32.69999980926514,-790.6999969482422,255.0,0.0,,-0.04797740623359833,-1.352863025948203,-0.008666032989212901,True,255.0,False,4,4,False,
8,364,7,False,False,1,4234.141523176407,-992.5599975585938,1350.3699951171875,93.29000091552734,-13930.30029296875,11134.200439453125,131.49999618530273,-4940.0,-95.10000228881836,3403.900146484375,1.0,-0.5343916031441068,-2.6302585559701126,-2.938724490434607,442826127252772463,NLB_zOoM,7.0,-771.5900268554688,1395.010009765625,106.20999908447266,-9741.300048828125,15958.699951171875,212.00000762939453,1444.1999816894531,-5222.5,942.9000091552734,158.0,255.0,,-0.2956776319714829,1.2211971354082798,-1.238876310730332,True,29.0,False,4,False,3,,150461462457088856,NLB_ToXiQuE,7.0,-1951.6300048828125,1313.68994140625,17.049999237060547,-6931.9000244140625,19477.60009765625,2.8999999165534973,-0.29999999329447746,1.1999999731779099,1600.5000305175781,128.0,224.0,,-0.01685611341230545,1.1858659660415822,9.794420607332642e-05,True,205.0,False,6,6,False,,enpitsu,76561198039309853,27,-2842.93994140625,1351.9000244140625,17.059999465942383,12206.600341796875,19493.499755859375,-4.099999964237213,-0.3999999910593033,-0.5999999865889549,0.0,255.0,128.0,,-0.01678370661739037,2.13026524545768,3.6743262654289604e-05,True,179.83725599063337,True,4,4,False,,games5425898691,bf81d8692db,19.0,-190.41000366210938,5572.22021484375,25.6299991607666,-1004.4000244140625,-2526.300048828125,-99.79999542236328,-1.0999999940395355,31.099998950958252,-895.5999755859375,255.0,128.0,,-0.0470711740582244,-1.2628443404749634,-0.01204106989803811,True,255.0,False,4,4,False,
9,389,7,False,False,1,4170.3884984513425,-2170.760009765625,2313.85009765625,93.13999938964844,-11788.299560546875,9841.500244140625,0.0,-4551.7999267578125,-3475.1998901367188,1789.6000671386719,1.0,-0.6564143219395502,2.644638260464947,-1.741648961810951,150461462457088856,NLB_ToXiQuE,7.0,-2223.429931640625,2150.5,17.049999237060547,1072.300033569336,1440.3999328613281,2.800000011920929,1.0000000149011612,-1.8000000715255737,-1004.8999786376953,246.0,0.0,,-0.016744325108350316,2.029890718869811,-9.687213109885413e-05,True,205.0,False,6,False,6,,442826127252772463,NLB_zOoM,7.0,-1602.9300537109375,2764.10009765625,46.4900016784668,-9868.400268554688,16343.299560546875,-2614.4000244140625,137.70000457763672,-871.6000366210938,227.99999237060547,255.0,115.0,,-0.1456104073906716,1.1143396105891297,0.5947340404185528,True,29.0,False,4,4,False,,enpitsu,76561198039309853,27,-1437.18994140625,2476.550048828125,17.059999465942383,14042.5,823.3000183105469,1.7000000178813934,-2.7000001072883606,-2.199999988079071,1536.7999267578125,255.0,255.0,,-0.016960773170276316,3.085802478654225,0.0004570650530954862,True,204.0,False,4,4,False,,games5425898691,bf81d8692db,19.0,-295.3800048828125,5391.93994140625,18.6200008392334,1405.0,2042.2000122070312,63.400001525878906,66.19999885559082,26.19999885559082,-2.3999999463558197,0.0,128.0,,-0.039060730601815766,-0.9717876321344221,-0.016647117116558075,True,255.0,False,4,4,False,
