,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_jump_active,opp_2_boost_collect
40,2936,82.0,False,False,1,3762.690591434712,3714.110107421875,2646.7900390625,215.08999633789062,13996.199951171875,16113.499755859375,-6490.5999755859375,-1178.3000183105469,-1543.0000305175781,5677.1002197265625,1.0,0.489597399894142,-1.3731631282498025,-1.0207574682757032,76561198039309853,enpitsu,27.0,3633.239990234375,2497.2900390625,230.0500030517578,20507.60009765625,4671.400146484375,-196.70000076293945,-5149.6002197265625,1475.5999755859375,-1246.3999938964844,255.0,255.0,False,-0.3542672226280627,3.0879019847646343,-1.2552362090808085,True,3,False,4,157.0,False,,bf81d8692db,games5425898691,17.0,2398.919921875,5103.0498046875,363.2099914550781,-3245.1998901367188,-20.09999990463257,-445.8000183105469,-16.200000047683716,381.19998931884766,4.4999998807907104,255.0,255.0,,0.8630309527497755,0.013807709575359676,-1.5607655649245469,True,8,8,False,104.0,False,,TTv-skaace,beb2912b13b,13,1295.1700439453125,4246.56005859375,17.049999237060547,13476.8994140625,-6905.8001708984375,2.5999999046325684,-0.7000000029802322,0.19999999552965164,-149.79999542236328,255.0,128.0,,-0.016783470838059734,-2.652393452392952,0.00012017892914473018,True,4,197.0,False,4,False,,kolala14710,3226530983475684152,17.0,3639.639892578125,2784.52001953125,119.95999908447266,6230.30029296875,-20343.699951171875,3999.5001220703125,-575.6999969482422,-188.09999465942383,-641.2999725341797,128.0,128.0,False,0.1865635889996283,-1.6768621115167777,0.012850839401663853,True,False,196.43973348730358,True,4,6,
41,2937,82.0,False,False,0,8294.460705314767,-3803.510009765625,-2628.169921875,239.3300018310547,-31384.09912109375,11619.69970703125,8852.5,2510.399932861328,-1211.2999725341797,5313.2000732421875,0.0,-0.6098328228873041,1.6813876307865394,-1.0645514515212737,3226530983475684152,kolala14710,17.0,-3639.639892578125,-2784.52001953125,119.95999908447266,-6230.30029296875,20343.699951171875,3999.5001220703125,575.6999969482422,188.09999465942383,-641.2999725341797,128.0,128.0,False,-0.1865635889996283,1.6768621115167777,0.012850839401663853,True,4,False,6,193.25648173978257,True,,beb2912b13b,TTv-skaace,13.0,-1406.8299560546875,-4187.7900390625,17.049999237060547,-13353.199462890625,7135.2001953125,2.5999999046325684,0.5000000074505806,-0.19999999552965164,-43.400001525878906,255.0,128.0,,0.016783779187068727,2.645684177695545,6.387473711677782e-05,True,4,4,False,197.0,False,,enpitsu,76561198039309853,27,-3633.239990234375,-2497.2900390625,230.0500030517578,-20507.60009765625,-4671.400146484375,-196.70000076293945,5149.6002197265625,-1475.5999755859375,-1246.3999938964844,255.0,255.0,False,0.3542672226280627,-3.0879019847646343,-1.2552362090808085,True,3,157.0,False,4,False,,games5425898691,bf81d8692db,17.0,-2373.669921875,-5102.97998046875,367.1099853515625,2939.1000366210938,3.100000023841858,1089.000015258789,3.6000001430511475,913.6000061035156,0.7999999821186066,255.0,255.0,,-0.8347201405979963,-0.013966956571297241,-1.5603216460004965,True,False,104.0,False,8,8,
42,2940,82.0,False,False,1,3937.59401222867,3963.679931640625,2671.39990234375,315.7900085449219,8966.300048828125,23423.798828125,11861.400146484375,1810.0999450683594,-3344.8001098632812,4640.5999755859375,1.0,0.23429924059896376,-1.6231607015137197,-1.053023345237103,76561198039309853,enpitsu,27.0,3806.1298828125,2532.110107421875,230.13999938964844,21017.80029296875,3799.89990234375,94.20000076293945,-4249.700012207031,1116.500015258789,-3307.9998779296875,255.0,255.0,False,-0.3697532085353525,-2.6742161478900472,-1.7385903256196125,True,3,False,4,157.0,False,,bf81d8692db,games5425898691,17.0,2348.830078125,5102.97998046875,380.7799987792969,-3003.2998657226562,-2.3999999463558197,2068.699951171875,2.3999999463558197,-659.1999816894531,-2.800000011920929,255.0,128.0,,0.7488867338187873,0.012914385060148853,-1.561985167212136,True,8,8,False,104.0,False,,TTv-skaace,beb2912b13b,13,1517.8900146484375,4127.93017578125,17.049999237060547,13312.7001953125,-7208.800048828125,2.5999999046325684,-0.5000000074505806,0.19999999552965164,-12.699999809265137,255.0,128.0,,-0.016783834385525977,-2.643702591726602,4.724499365435576e-05,True,4,197.0,False,4,False,,kolala14710,3226530983475684152,17.0,3674.699951171875,2662.510009765625,131.7100067138672,6347.2998046875,-22050.2001953125,1579.7000122070312,1234.8999786376953,4310.799865722656,1828.6000061035156,128.0,128.0,False,0.1738517569406047,-1.857050806174211,-0.25380479974475284,True,False,212.69661077376335,True,5,6,
43,3025,85.0,False,False,0,9846.304882735914,-906.0,-4706.2998046875,94.61000061035156,20604.19921875,15870.0,-6609.7998046875,-5646.6998291015625,2027.7000427246094,55.39999961853027,0.0,-0.5518325658093758,2.2974943399741847,-0.8741963563215371,beb2912b13b,TTv-skaace,13.0,-1042.4000244140625,-4870.259765625,80.83000183105469,17950.400390625,7135.9002685546875,2449.2999267578125,-1021.3999938964844,3252.2000122070312,1014.5999908447266,255.0,133.0,,0.16273461810278225,0.5077712649637947,0.11983809096141647,True,5,False,6,171.8937292124635,True,,3226530983475684152,kolala14710,17.0,-4070.22998046875,-2468.9599609375,200.97999572753906,1826.4999389648438,-11912.900390625,-8708.499755859375,1454.4999694824219,-3372.39990234375,557.9000091552734,255.0,188.0,,0.6736813761354616,-1.3886699009023442,-1.3020504279394867,True,6,6,False,153.0,False,,enpitsu,76561198039309853,27,-1326.47998046875,-4130.35009765625,121.05999755859375,20655.6005859375,-9293.800048828125,3647.6998901367188,0.0,0.0,-187.99999237060547,,0.0,,0.017143397272226045,-0.49975521597745615,0.0007861617369276507,True,4,0.0,False,6,False,,games5425898691,bf81d8692db,17.0,-1004.2999877929688,-3726.8701171875,17.020000457763672,9987.39990234375,-6232.5,0.7999999821186066,2.8999999165534973,-1.899999976158142,-1049.1000366210938,255.0,128.0,,0.009552258023950655,-0.6271923828812787,0.00019731927182109384,True,False,134.0,False,8,8,
44,3103,88.0,False,False,0,7644.678800467517,3411.75,-1175.4100341796875,95.4000015258789,10852.2998046875,29602.2998046875,1736.1000061035156,-2134.1000366210938,3757.3001098632812,-4162.60009765625,0.0,0.0030923153297276085,2.6507079121240027,-2.510867777695715,beb2912b13b,TTv-skaace,13.0,3379.27001953125,-1457.260009765625,49.209999084472656,875.1000213623047,22004.89990234375,3538.800048828125,-519.0000152587891,-14.500000476837158,556.1999893188477,255.0,128.0,,0.029753041179545924,1.6040338280685804,-0.0005052198279824905,True,6,False,8,74.0,False,,3226530983475684152,kolala14710,17.0,537.0,-3158.669921875,17.049999237060547,18000.10009765625,6073.2000732421875,2.5999999046325684,0.7999999821186066,0.19999999552965164,-207.60000228881836,255.0,109.0,,0.016772642528693777,0.3337759196966855,-0.0001561956534742267,True,6,6,False,135.0,False,,enpitsu,76561198039309853,27,-219.1999969482422,-5550.72021484375,363.6099853515625,-8930.599975585938,2044.9000549316406,-4022.0999145507812,1323.0999755859375,4561.300048828125,-2313.8999938964844,255.0,255.0,False,-0.7651095307551742,-1.5373967058506837,1.447458663842848,False,6,0.0,False,6,False,,games5425898691,bf81d8692db,17.0,2920.929931640625,-665.3099975585938,17.020000457763672,13505.699462890625,18616.99951171875,-1.899999976158142,-0.3999999910593033,-0.7000000029802322,-73.69999885559082,255.0,101.0,,0.009600011457525433,0.9435484878439274,2.2525120622533407e-05,False,False,26.4312686663802,True,8,8,
45,3186,91.0,False,False,1,10770.923666618028,-2788.469970703125,-4981.14013671875,207.82000732421875,16632.099609375,1016.5000152587891,4653.599853515625,-5180.999755859375,-1523.9999389648438,-2614.1000366210938,1.0,0.023997548237177795,2.8806128475347514,-2.4663213150855623,bf81d8692db,games5425898691,17.0,-2805.260009765625,-5017.16015625,67.02999877929688,15056.099853515625,-9419.299926757812,1721.7999267578125,-2161.4999389648438,-1185.5000305175781,1330.0999450683594,255.0,129.0,,0.15182795375242988,-2.581318851389943,-0.7378203492724775,True,8,False,8,232.0,False,,76561198039309853,enpitsu,27.0,-37.93000030517578,3691.699951171875,17.049999237060547,-13.200000524520874,-16429.300537109375,-2.0000000298023224,-0.0,-0.7999999821186066,11.699999570846558,255.0,128.0,False,-0.016784938847755254,-1.5713511020036426,-4.881115364776271e-05,True,8,6,False,0.0,False,,TTv-skaace,beb2912b13b,13,-2388.7900390625,-4108.72998046875,17.040000915527344,11425.10009765625,805.0,3.799999952316284,-4.399999976158142,-0.7000000029802322,1239.1000366210938,180.0,128.0,,-0.016773021207392932,3.004102327135088,-0.0002132521260918081,True,8,77.0,False,8,False,,kolala14710,3226530983475684152,17.0,-1825.7099609375,-2137.27001953125,17.049999237060547,4299.89990234375,-10763.199462890625,2.5999999046325684,-0.29999999329447746,-3.799999952316284,-280.40000915527344,255.0,129.0,,-0.016819606096144652,-1.9451024598364608,-8.40453970142682e-05,True,False,169.0,False,6,6,
46,3218,92.0,False,False,1,10165.619159069185,-908.6599731445312,-4864.14990234375,308.760009765625,18057.39990234375,5829.89990234375,1837.2999572753906,-2874.5001220703125,-389.39998626708984,-4019.4000244140625,1.0,0.09720283184941063,3.133645604764475,-2.9953717658304493,bf81d8692db,games5425898691,17.0,-946.5900268554688,-4925.6201171875,151.24000549316406,15524.599609375,3898.900146484375,516.1999893188477,2013.8999938964844,197.80000686645508,492.00000762939453,255.0,73.0,,0.43915200645351765,2.7124323872882847,-0.9577814258079778,True,8,False,10,202.28305374678746,True,,76561198039309853,enpitsu,27.0,-35.4900016784668,1279.9300537109375,69.22000122070312,21.400001049041748,-21731.59912109375,-1733.3000183105469,2529.4000244140625,2.3000000417232513,0.09999999776482582,255.0,128.0,False,0.48782645483790055,-1.5718267673456057,0.00023892676829075058,True,8,8,False,61.0,False,,TTv-skaace,beb2912b13b,13,-901.5700073242188,-4452.47998046875,141.86000061035156,15971.099853515625,-5184.7998046875,2169.4000244140625,256.299991607666,-327.5,-1348.9999389648438,255.0,67.0,,0.2774324673680096,-2.6267383459560025,0.043367908960239586,True,8,64.07571608276778,True,10,False,,kolala14710,3226530983475684152,16.0,-718.3800048828125,-3370.840087890625,17.049999237060547,13715.699462890625,-10288.800048828125,2.5,-0.0,-0.0,-145.10000228881836,255.0,110.0,,-0.016784252961695775,-2.5056767666495054,-0.00010015029979519092,True,False,197.0,False,6,6,
47,3320,96.0,False,False,1,7745.640427100752,3593.840087890625,-2120.6201171875,262.1300048828125,3808.0999755859375,20378.1005859375,7623.0999755859375,2251.4999389648438,-1211.500015258789,-5427.8997802734375,1.0,0.1666141485727562,-2.9392997144479036,2.081139503238711,bf81d8692db,games5425898691,17.0,3536.260009765625,-2260.969970703125,141.27000427246094,-1895.8999633789062,22916.39892578125,492.7000045776367,-3907.39990234375,-3833.599853515625,533.4999847412109,255.0,128.0,,-0.6378893102563638,1.5987534848186247,-0.48272184485538305,True,11,False,12,122.2855486587812,True,,76561198039309853,enpitsu,27.0,2331.530029296875,-2767.090087890625,17.059999465942383,-6273.699951171875,15562.60009765625,1.2999999523162842,1.899999976158142,-4.600000083446503,1192.5,255.0,128.0,,-0.016766323738018975,1.1156189894269781,-0.0001657508808877972,True,10,10,False,122.0,False,,TTv-skaace,beb2912b13b,14,525.219970703125,-4097.35009765625,17.049999237060547,4258.900146484375,13433.599853515625,2.7000001072883606,-0.7999999821186066,-1.4000000059604645,-540.2000045776367,255.0,95.0,,-0.01675219021631337,1.8870930059185729,6.338708715303976e-05,True,10,0.0,False,12,False,,kolala14710,3226530983475684152,17.0,3680.0,929.75,17.049999237060547,-8052.1002197265625,16820.2001953125,3.799999952316284,1.8000000715255737,-2.0000000298023224,3413.900146484375,255.0,173.0,False,-0.016782023009690537,0.8205836862897627,4.822062228589189e-05,True,False,255.0,False,6,6,
48,3388,98.0,False,False,1,4022.774069944323,3952.669921875,2524.760009765625,317.3699951171875,-9024.099731445312,14770.2001953125,1603.800048828125,-1663.3999633789062,579.3999862670898,-5735.5999755859375,1.0,0.7393829467891834,-1.8142391597438294,1.854008605799885,bf81d8692db,games5425898691,17.0,3928.159912109375,2348.6201171875,183.63999938964844,15422.19970703125,16149.49951171875,40.50000190734863,-2335.5999755859375,4950.799865722656,-532.5,255.0,239.0,,-0.45757230261454457,2.7507265755272594,-0.14668149987808976,True,13,False,14,61.231113874784086,True,,76561198039309853,enpitsu,27.0,-8.699999809265137,-68.37000274658203,17.059999465942383,-11617.19970703125,7872.5,1.899999976158142,-0.0,0.19999999552965164,-2176.3999938964844,255.0,0.0,,-0.016777045199646786,0.6582782488014186,-3.52469867220849e-05,True,10,10,False,122.0,False,,TTv-skaace,beb2912b13b,14,2798.97998046875,-191.50999450683594,17.020000457763672,2005.8000183105469,22911.99951171875,5.5000001192092896,-0.0,-0.0,22.40000009536743,255.0,128.0,,-0.01678472828197033,1.6558602699368028,-4.134640456169697e-06,False,12,5.0,False,14,False,,kolala14710,3226530983475684152,17.0,711.469970703125,3561.840087890625,17.049999237060547,-10002.7001953125,11554.7998046875,3.0000001192092896,-0.3999999910593033,0.3999999910593033,-1988.8999938964844,136.0,16.0,False,-0.01677139277264662,0.9122748151450936,-7.429880440714712e-05,True,False,255.0,False,6,6,
49,3437,100.0,False,False,0,10129.529997376098,-2556.8798828125,-4852.43994140625,172.58999633789062,-11585.6005859375,16589.300537109375,-229.3000030517578,2419.499969482422,982.5,-5401.7999267578125,0.0,0.9263049077246486,3.0906988489347573,2.2251715401526657,3226530983475684152,kolala14710,17.0,-2400.85009765625,-5034.43994140625,162.75,-17720.2001953125,832.7999877929688,2847.39990234375,-3607.6998901367188,2278.6000061035156,-3470.10009765625,128.0,0.0,False,-0.09477814768254106,2.538723736485479,0.10597104292627872,True,7,False,8,154.83199136231536,True,,beb2912b13b,TTv-skaace,13.0,-3106.780029296875,-3781.7099609375,17.030000686645508,1043.0000305175781,-22847.7001953125,5.400000214576721,0.0,0.7000000029802322,1650.8000183105469,255.0,255.0,,0.01678520046380791,-1.4832271535013692,0.00018555768315047514,True,14,12,False,5.0,False,,enpitsu,76561198039309853,27,-837.52001953125,-1177.93994140625,17.059999465942383,-11595.0,5243.3001708984375,1.1999999731779099,0.7999999821186066,-0.5000000074505806,-41.599998474121094,255.0,128.0,,0.016725314372964338,2.7116028848541447,9.712854659292092e-05,True,10,153.0,False,10,False,,games5425898691,bf81d8692db,17.0,-3486.550048828125,-4532.2900390625,183.66000366210938,2305.2000427246094,-244.79999542236328,-4608.299865722656,1398.5000610351562,-1849.1999816894531,-68.80000114440918,255.0,255.0,,1.1269462990924102,0.011241395733102651,-0.7363129081139766,True,False,63.0,False,14,14,
50,3445,100.0,False,False,0,9704.663237255838,-2886.340087890625,-4358.3701171875,156.72999572753906,-8081.199951171875,24915.0,8780.10009765625,-2755.1998901367188,-2508.8999938964844,-4702.5,0.0,0.37678020628554526,1.2980190952300739,1.9038260187333766,beb2912b13b,TTv-skaace,13.0,-2851.5,-4484.93017578125,16.8700008392334,13317.900390625,-16492.39990234375,-193.70000839233398,-2046.9999694824219,-18.40000033378601,2726.7001342773438,255.0,255.0,,0.004184072080351062,-0.8089833568011995,-0.011515119366866357,True,12,False,14,255.0,False,,3226530983475684152,kolala14710,17.0,-2949.719970703125,-5005.72021484375,199.8800048828125,-13220.30029296875,6683.499755859375,905.9999847412109,80.60000419616699,510.0,-2028.699951171875,211.0,0.0,False,-0.07826093096262811,2.646519310314526,1.9314777886737091,True,8,7,False,142.0,False,,enpitsu,76561198039309853,27,-1246.6300048828125,-989.780029296875,17.059999465942383,-12316.500244140625,5685.5999755859375,1.1999999731779099,0.3999999910593033,-0.3999999910593033,0.0,255.0,255.0,,0.01672079252348238,2.7090841005713795,5.498710421383557e-05,True,10,153.0,False,10,False,,games5425898691,bf81d8692db,17.0,-3411.2900390625,-4483.39013671875,62.290000915527344,4088.2998657226562,4738.299865722656,-4726.099853515625,2803.699951171875,-935.4000091552734,1729.2999267578125,255.0,255.0,,0.580164644529042,0.8541955712651865,0.050454340127381835,True,False,63.0,False,14,14,
51,3521,103.0,False,False,1,7261.238202397511,3399.760009765625,-1675.9200439453125,128.86000061035156,12590.699462890625,-7288.3001708984375,6361.199951171875,989.4000244140625,-4243.800048828125,4124.4000244140625,1.0,0.354310223987989,-1.160815436388812,0.31776800823628726,76561198039309853,enpitsu,27.0,3288.639892578125,-1679.699951171875,17.059999465942383,15836.8994140625,-14967.099609375,1.1999999731779099,0.7000000029802322,-0.5999999865889549,83.69999885559082,255.0,0.0,,-0.01677420013322507,-2.3932673620659317,-0.00010099836022402738,True,10,False,10,60.0,False,,bf81d8692db,games5425898691,17.0,4003.489990234375,549.2100219726562,85.37000274658203,-347.99999237060547,-22010.70068359375,-350.9000015258789,-19.800000190734863,189.69999313354492,24.000000953674316,255.0,128.0,,-0.01854360081970436,-1.5715699923825432,0.7667731909709767,False,16,16,False,36.63370313439321,True,,TTv-skaace,beb2912b13b,13,2279.919921875,854.47998046875,17.049999237060547,5321.300048828125,-20194.100341796875,2.5999999046325684,-0.0,-0.0,-16.90000057220459,255.0,128.0,False,-0.016783132392381526,-1.8266106297096674,1.2248120585050063e-05,True,12,240.0,False,14,False,,kolala14710,3226530983475684152,17.0,3694.780029296875,1039.31005859375,105.30000305175781,3035.4000854492188,-22575.30029296875,-152.10000038146973,5476.6998291015625,505.0,-6.9999998807907104,255.0,63.0,False,0.3335970499299384,1.4792680931738784,-3.1171098799665318,True,False,72.0,False,9,10,
52,3565,105.0,False,False,1,8174.79700676467,3186.8798828125,-2707.239990234375,99.9000015258789,-4862.39990234375,-4498.0999755859375,3435.1998901367188,3173.599853515625,-3430.5999755859375,3762.6998901367188,1.0,0.7023987190959698,-3.021008693896777,2.420092799404018,bf81d8692db,games5425898691,17.0,3325.389892578125,-2960.570068359375,17.010000228881836,-6432.7001953125,-21912.099609375,2.0999999344348907,-0.5000000074505806,-1.8000000715255737,1250.199966430664,255.0,255.0,,-0.009600713207398174,-1.3015403695681687,0.00017013688733771458,False,16,False,16,38.0,False,,76561198039309853,enpitsu,27.0,3220.050048828125,-4232.64013671875,17.059999465942383,-13275.10009765625,-6017.9998779296875,3.3000001311302185,-0.19999999552965164,0.3999999910593033,-3499.4000244140625,255.0,0.0,False,-0.016766688960886036,0.28015596304031604,-5.952937847509083e-05,True,10,10,False,255.0,False,,TTv-skaace,beb2912b13b,13,2807.409912109375,-1593.3599853515625,17.049999237060547,-7569.0997314453125,-8886.799926757812,2.5999999046325684,0.7999999821186066,0.9000000357627869,-63.80000114440918,255.0,128.0,False,-0.016712487319313702,-0.8573634397759632,0.0001227377380216166,True,12,240.0,False,14,False,,kolala14710,3226530983475684152,17.0,3301.570068359375,-2471.590087890625,48.13999938964844,-14234.000244140625,-17754.69970703125,3340.7000732421875,372.09999084472656,-327.79998779296875,263.50000381469727,139.0,84.0,False,-0.028794784526630805,-0.8862384029559829,0.00200323029149792,True,False,6.239595487553586,True,10,11,
53,3567,105.0,False,False,0,3235.5776101452493,-3128.97998046875,2798.469970703125,128.75,12858.199462890625,24957.900390625,5608.900146484375,808.0000305175781,1371.199951171875,2729.7000122070312,0.0,-0.851188324582198,-3.129429677179923,2.5452205880014276,3226530983475684152,kolala14710,17.0,-3185.89990234375,2613.780029296875,77.47000122070312,13311.800537109375,15992.60009765625,3463.900146484375,1315.3999328613281,-1021.5000152587891,3028.5000610351562,128.0,128.0,False,0.012236271797848699,1.0010646931905318,0.00043947066143386836,True,10,False,12,4.0,False,,beb2912b13b,TTv-skaace,13.0,-2742.969970703125,1668.1800537109375,17.049999237060547,7852.7001953125,9064.099731445312,2.5999999046325684,-0.3999999910593033,-0.5999999865889549,-17.300000190734863,255.0,128.0,False,0.016726056265279867,0.8545759988880463,6.99851109580975e-05,True,14,12,False,240.0,False,,enpitsu,76561198039309853,27,-3117.14990234375,4263.93017578125,17.059999465942383,11390.699462890625,1904.4999694824219,3.700000047683716,0.09999999776482582,-0.5000000074505806,-3497.7999877929688,255.0,0.0,False,0.016723402379214606,-0.5729254305339817,-2.7580772178160016e-05,True,10,255.0,False,10,False,,games5425898691,bf81d8692db,17.0,-3280.7900390625,3144.97998046875,17.010000228881836,4274.700012207031,22301.39892578125,2.3000000417232513,-0.09999999776482582,-1.0000000149011612,1740.8999633789062,255.0,251.0,,0.009592667468021567,1.4329265055345135,0.0001483262487395261,False,False,38.0,False,16,16,
54,3614,106.0,False,False,1,9058.491209296822,1218.4599609375,-3912.75,138.6300048828125,-27243.701171875,-3208.0999755859375,5744.7998046875,-5376.400146484375,-621.3000106811523,-2589.89990234375,1.0,0.28200783899429477,1.4176775943330302,1.6426262101179372,76561198039309853,enpitsu,27.0,1304.469970703125,-3842.31005859375,59.81999969482422,-20601.79931640625,1618.6000061035156,1767.7999877929688,1593.3999633789062,-4438.900146484375,-2829.5001220703125,255.0,0.0,,-0.18478712678997208,-0.08990789411616178,-0.08818819662905265,True,11,False,12,163.0,False,,bf81d8692db,games5425898691,17.0,1244.699951171875,-4541.39990234375,55.56999969482422,-14955.699462890625,16415.799560546875,3695.4998779296875,387.09999084472656,423.1999969482422,-2204.4000244140625,255.0,48.0,,0.0013440909347605177,1.0527641400844772,0.012430081387844474,True,17,16,False,3.0,False,,TTv-skaace,beb2912b13b,13,1343.1500244140625,-3623.090087890625,132.17999267578125,-14320.899658203125,-11341.099853515625,2315.5999755859375,-3912.0001220703125,-3863.9999389648438,-122.10000038146973,255.0,0.0,,-0.09417767545382189,-0.5359022030323226,0.589931013916529,True,13,196.04004302332478,True,16,False,,kolala14710,3226530983475684152,17.0,886.9099731445312,-5071.7099609375,41.2400016784668,-14721.099853515625,1154.7000122070312,-402.2999954223633,890.2999877929688,101.49999618530273,-1631.3999938964844,255.0,0.0,False,-0.1099778193332258,0.175501115441996,0.7912606265253256,True,False,34.0,False,10,12,
55,3760,112.0,False,False,1,7690.807050707095,-3099.60009765625,-1431.4300537109375,297.1300048828125,13990.899658203125,21274.29931640625,-3331.199951171875,-1289.1000366210938,342.7000045776367,522.7000045776367,1.0,1.1923680502531235,-1.022060492149017,2.491305247467002,76561198039309853,enpitsu,27.0,-3235.8798828125,-1641.6099853515625,244.6699981689453,9332.80029296875,14901.800537109375,2644.5001220703125,-2430.2999877929688,4667.799987792969,1598.3999633789062,255.0,128.0,False,-0.02418895927714869,1.7601417393132293,0.5256522621081476,True,13,False,14,143.0,False,,bf81d8692db,games5425898691,17.0,512.77001953125,-4223.66015625,34.97999954223633,-13224.7998046875,1945.7000732421875,3200.0,0.5999999865889549,0.5999999865889549,-90.50000190734863,255.0,128.0,,-0.009574952857860418,0.15918132503953644,0.00015093057298894383,True,21,20,False,3.0,False,,TTv-skaace,beb2912b13b,13,-2810.050048828125,1646.199951171875,17.040000915527344,11216.500244140625,-7250.7000732421875,3.700000047683716,-0.5000000074505806,0.19999999552965164,-724.8999786376953,200.0,128.0,False,-0.016759680197022415,-2.4991681318936636,0.0003536163181271512,True,14,255.0,False,16,False,,kolala14710,3226530983475684152,17.0,1691.4599609375,2033.9200439453125,17.059999465942383,-18655.6005859375,4144.100036621094,1.2999999523162842,-0.0,-0.0,-295.0,255.0,102.0,False,-0.016786357580468713,0.2185936938035115,-9.989378868297936e-05,True,False,255.0,False,12,14,
56,3788,113.0,False,False,0,6254.648409420634,1814.9300537109375,-496.6199951171875,222.39999389648438,-3998.3999633789062,6243.800048828125,11734.49951171875,5915.5999755859375,-1002.2000122070312,5.299999713897705,0.0,0.8002057380973248,0.8301469072730859,2.649176640889552,beb2912b13b,TTv-skaace,13.0,1800.3599853515625,-665.6799926757812,92.37000274658203,-7254.1998291015625,19885.0,2300.0999450683594,-3348.2998657226562,-282.39999771118164,-1801.199951171875,255.0,143.0,False,-0.02457903090453257,1.4719038282312173,0.005158218572291341,True,15,False,18,223.67477861783834,True,,3226530983475684152,kolala14710,17.0,-331.55999755859375,-2719.830078125,17.059999465942383,10974.200439453125,528.4999847412109,2.0000000298023224,-0.5000000074505806,0.0,2344.199981689453,255.0,224.0,False,0.016714352301291573,0.09620340330067996,4.305430824377067e-05,True,14,12,False,255.0,False,,enpitsu,76561198039309853,27,2341.580078125,156.33999633789062,163.80999755859375,-8495.2001953125,-14290.2001953125,-3283.699951171875,570.4999923706055,-754.0000152587891,-98.19999694824219,255.0,128.0,False,-0.46280164057374595,-1.9838843217955113,-0.34212286597314656,True,14,143.0,False,14,False,,games5425898691,bf81d8692db,17.0,1245.1500244140625,3955.389892578125,86.19999694824219,18215.400390625,-2785.7000732421875,-1528.0000305175781,424.70001220703125,2755.4998779296875,65.39999961853027,255.0,198.0,,-0.5825993205241395,-0.168411792723535,-0.002227259972766096,True,False,33.0,False,22,22,
