,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,176,0,False,False,1,5153.745408476675,3.740000009536743,64.08000183105469,103.91999816894531,1588.2000732421875,19311.199951171875,3247.39990234375,-164.3000030517578,738.0000305175781,-3954.5001220703125,1.0,0.024169874242327284,0.13190608216927455,0.007095338314020602,bf81d8692db,games5425898691,20.0,-30.059999465942383,-128.24000549316406,48.68000030517578,-4971.700134277344,11746.8994140625,2529.1000366210938,2502.7999877929688,32.799999713897705,-611.1000061035156,255.0,147.0,,0.07163226758934742,1.174123913201598,-0.03582426033705698,True,0.0,False,4,False,False,,76561198039309853,enpitsu,26.0,28.280000686645508,-3574.5,17.049999237060547,-1603.3999633789062,10626.8994140625,2.5999999046325684,-0.09999999776482582,0.7000000029802322,63.20000171661377,255.0,128.0,False,-0.016690556435519775,1.4134476376331455,-8.469556187294379e-05,True,116.0,False,False,False,False,,asabuld,2533274848255186,9,2736.330078125,4100.509765625,17.010000228881836,-3541.199951171875,8094.0997314453125,3.0000001192092896,0.09999999776482582,-0.09999999776482582,3110.4000854492188,255.0,255.0,False,-0.009541962258757112,0.927893111092325,-3.904283003154192e-05,True,0.0,False,False,False,False,,Balsamic Vinegar,76561198985597532,,-1444.6400146484375,2055.27001953125,17.010000228881836,12010.50048828125,-9092.19970703125,-0.29999999329447746,0.7000000029802322,-0.0,39.90000009536743,255.0,131.0,,-0.009560361985564392,-2.494186828288426,-1.5253625282551337e-05,True,41.38023234951881,True,False,False,False,
1,236,2,False,False,0,8980.057625530155,-310.0400085449219,-3820.919921875,115.87999725341797,6493.599853515625,13481.099853515625,10283.00048828125,5611.9000244140625,-1251.3999938964844,-1714.7000122070312,0.0,-0.32347783350381315,1.8636094244991643,-0.5334573629645487,2533274848255186,asabuld,9.0,-355.1499938964844,-3982.320068359375,17.010000228881836,6752.0001220703125,11297.099609375,2.0000000298023224,-1.2999999523162842,-2.7000001072883606,926.8000030517578,255.0,128.0,False,0.009576497171494095,1.1003875032648696,-0.00020802634577536433,True,31.0,False,False,False,False,,76561198985597532,Balsamic Vinegar,64.0,-1134.1600341796875,-3150.949951171875,17.010000228881836,-4860.5999755859375,-13946.800537109375,2.0999999344348907,-0.09999999776482582,-0.09999999776482582,485.60001373291016,255.0,140.0,,0.009594285229734064,-1.8680591696234998,-0.00017143332902931489,True,20.0,False,False,False,False,,enpitsu,76561198039309853,26,-862.6500244140625,593.0499877929688,17.049999237060547,7571.199951171875,-11842.099609375,3.400000035762787,0.0,-0.19999999552965164,2404.600067138672,255.0,0.0,False,0.0167864741353685,-0.9062218239440841,-6.68126618131807e-05,True,86.0,False,False,False,False,,games5425898691,bf81d8692db,20.0,2037.5899658203125,-2485.39990234375,17.010000228881836,13149.49951171875,6605.2001953125,2.3999999463558197,-0.19999999552965164,0.0,2075.500030517578,255.0,255.0,,0.009572907536783398,0.5325243421672345,2.186231806146446e-05,False,0.0,False,4,4,False,
2,302,4,False,False,0,6219.2786538199,1183.1700439453125,-721.4400024414062,685.1799926757812,10795.2001953125,21552.39990234375,108.29999923706055,1859.2999267578125,1727.1000671386719,-2189.9000549316406,0.0,-1.2461506007108616,-2.701916215252119,-3.042613649258095,2533274848255186,asabuld,9.0,1097.47998046875,-907.1599731445312,586.6400146484375,8535.900268554688,17120.699462890625,3243.0999755859375,218.1999969482422,2599.5001220703125,4841.9000244140625,254.0,0.0,True,-1.1052919587775882,1.4508062250932594,2.0534180318933455,,0.0,False,4,4,False,,76561198985597532,Balsamic Vinegar,64.0,-3440.2099609375,-3581.14990234375,17.010000228881836,-1303.0000305175781,15064.000244140625,0.09999999776482582,0.0,0.0,-2069.9000549316406,255.0,0.0,,0.00959832698458099,1.590739783579435,-3.472833772783311e-06,True,232.63192259880802,True,False,False,False,,enpitsu,76561198039309853,26,1063.4200439453125,1246.699951171875,17.049999237060547,4373.599853515625,13405.30029296875,2.5,0.0,0.7000000029802322,0.0,255.0,,,0.016754327884931523,1.2554183059058122,-6.06554138894529e-05,True,86.0,False,False,False,False,,games5425898691,bf81d8692db,20.0,3795.989990234375,1211.8499755859375,17.010000228881836,-1025.8999633789062,19539.89990234375,2.199999988079071,0.0,-0.29999999329447746,1598.9999389648438,255.0,255.0,,0.009597970248158607,1.6550987766187542,0.00019862990840163606,True,232.0,False,6,6,False,
3,336,5,False,False,1,7749.707546153481,-2449.820068359375,-1850.239990234375,233.67999267578125,18121.500244140625,3607.0001220703125,8809.199829101562,2413.699951171875,-1611.199951171875,-5251.400146484375,1.0,0.3139807858023438,2.899089932412038,-0.8774936851509907,bf81d8692db,games5425898691,20.0,-2589.0,-1949.989990234375,109.05999755859375,7428.599853515625,9106.300048828125,1649.2999267578125,-3156.6000366210938,-4205.899963378906,-1611.0000610351562,255.0,153.0,,0.34207629533986306,2.1899201053427224,-0.7137727207815819,True,203.69562180836994,True,8,False,7,,76561198039309853,enpitsu,26.0,-2337.75,-2339.39990234375,78.62999725341797,-16037.19970703125,8049.000244140625,2936.300048828125,-2266.9000244140625,-2041.9000244140625,-2891.9000244140625,255.0,0.0,,-0.14304376501407065,0.4533626343335653,-0.0028476192356486994,True,92.0,False,2,1,False,,asabuld,2533274848255186,9,-2123.06005859375,-1206.7099609375,407.4200134277344,-8091.500244140625,-17048.699951171875,-5163.4002685546875,454.3000030517578,-215.0,-13.899999856948853,255.0,115.0,False,0.9085234938583936,-1.7469204220061136,-0.35434212270955406,,0.0,False,4,False,4,,Balsamic Vinegar,76561198985597532,19.0,2028.5,2182.02001953125,17.010000228881836,-17219.7998046875,1594.7999572753906,2.0000000298023224,1.0999999940395355,-0.0,-91.70000076293945,255.0,128.0,,-0.00960533848000484,0.10437845208090368,0.00010869560462412811,True,196.0,False,False,False,False,
4,466,10,False,False,0,5345.530818028358,-3644.360107421875,555.1099853515625,150.69000244140625,4682.099914550781,22978.00048828125,574.3000030517578,-1163.3999633789062,1086.6999816894531,-5784.89990234375,0.0,0.32004162605253395,-2.671847223515952,0.7128310899727855,76561198985597532,Balsamic Vinegar,15.0,-3645.699951171875,302.9800109863281,120.56999969482422,3661.400146484375,15408.00048828125,3013.9999389648438,-3063.9999389648438,1040.999984741211,-332.99999237060547,255.0,67.0,False,0.12570840094115118,1.5245192276376955,0.007080989252013101,True,214.27362576607732,True,4,False,3,,2533274848255186,asabuld,9.0,-680.5499877929688,1363.0799560546875,100.20999908447266,-2392.5999450683594,-21859.89990234375,2719.1000366210938,5487.5,-369.90001678466797,-6.700000166893005,254.0,120.0,False,0.8857204778611758,-1.5859381495058356,0.040211750889229916,True,92.0,False,8,5,4,,enpitsu,76561198039309853,26,730.8699951171875,4900.41015625,17.049999237060547,-16133.299560546875,7348.900146484375,2.800000011920929,-1.4000000059604645,0.7999999821186066,991.2999725341797,255.0,255.0,False,0.0167667717185261,2.7028647388298537,0.000357570063537952,True,255.0,False,2,2,False,,games5425898691,bf81d8692db,20.0,-3561.06005859375,1065.780029296875,98.41000366210938,-7802.0001220703125,-21570.70068359375,1682.5,3016.400146484375,-490.2000045776367,1935.5000305175781,255.0,84.0,,-0.18755728497356433,-1.308137266959014,-0.033734432903459545,True,120.09968167735684,True,10,9,False,
5,468,10,False,False,1,6399.459723979543,3610.5,-655.219970703125,185.00999450683594,-2802.5,14363.399658203125,11553.900146484375,5568.0999755859375,-1810.0999450683594,1311.0000610351562,1.0,-0.09525974158910021,2.887478440173342,1.017373407001873,bf81d8692db,games5425898691,20.0,3624.0400390625,-884.5599975585938,109.95999908447266,7315.999755859375,21779.09912109375,1069.4000244140625,-5453.499755859375,578.4000015258789,417.40001678466797,255.0,128.0,,-0.3295494258128494,1.1930179017107203,0.22221996393661067,True,113.84565182655088,True,10,False,9,,76561198039309853,enpitsu,26.0,-594.6300048828125,-4956.68017578125,17.049999237060547,16558.900146484375,-6082.7001953125,3.100000023841858,-0.7000000029802322,0.3999999910593033,1865.2000427246094,255.0,255.0,False,-0.01675462132403107,-2.827738040532359,0.0002929564411348273,True,255.0,False,2,2,False,,asabuld,2533274848255186,9,700.4500122070312,-1180.81005859375,109.72000122070312,2391.9000244140625,21881.201171875,-37.10000038146973,-5488.699951171875,351.30001068115234,-15.90000033378601,254.0,111.0,False,-1.4835024779327972,1.26911900429558,0.3685221342576605,True,92.0,False,8,5,4,,Balsamic Vinegar,76561198985597532,15.0,3614.969970703125,-425.25,140.7899932861328,-3695.7000732421875,-13836.700439453125,1853.699951171875,5117.0001220703125,-1972.2999572753906,418.3000183105469,255.0,58.0,False,-0.6487325880224538,-1.6634916532133355,0.2238507212119527,True,208.01959591527137,True,4,3,False,
6,469,10,False,False,0,5237.636370831214,-3601.389892578125,655.1699829101562,214.77000427246094,3417.60009765625,13835.2001953125,13808.499755859375,5906.300048828125,-460.29998779296875,-950.4000091552734,0.0,0.12718797206297044,-2.9199727945590563,0.8831947012654185,76561198985597532,Balsamic Vinegar,15.0,-3582.739990234375,547.219970703125,149.85000610351562,3242.60009765625,12005.2001953125,-68.80000114440918,-5037.39990234375,965.1999664306641,1985.5999755859375,255.0,68.0,False,1.1398399432857103,2.266932115088926,0.7997809789683876,True,204.88489471456055,True,4,False,3,,2533274848255186,asabuld,9.0,-700.4500122070312,1180.81005859375,109.72000122070312,-2391.9000244140625,-21881.201171875,-37.10000038146973,5488.699951171875,-351.30001068115234,-15.90000033378601,254.0,111.0,False,1.4835024779327972,-1.26911900429558,0.3685221342576605,True,92.0,False,8,5,4,,enpitsu,76561198039309853,26,440.739990234375,5001.18994140625,17.049999237060547,-16932.80029296875,3635.5999755859375,3.4999999403953552,1.1999999731779099,-0.29999999329447746,2569.5001220703125,255.0,255.0,False,0.016763268371813723,3.037807351221056,0.0002151614305407432,True,255.0,False,2,2,False,,games5425898691,bf81d8692db,20.0,-3685.4599609375,710.8599853515625,107.52999877929688,-6352.19970703125,-18236.600341796875,-392.40001678466797,5477.7001953125,347.7000045776367,350.8000183105469,255.0,129.0,,0.9559732466417431,-0.7206905125464428,0.6802703594571635,True,110.71095062584004,True,10,9,False,
7,555,13,False,False,0,1720.1006284709138,-2577.340087890625,4776.89990234375,1267.97998046875,10379.300537109375,12590.0,8586.900024414062,3618.9999389648438,681.5000152587891,-478.49998474121094,0.0,0.06893978541437634,-2.8823302270306193,1.0095215776173014,76561198985597532,Balsamic Vinegar,15.0,-2650.02001953125,4684.0400390625,1076.97998046875,5052.200012207031,16715.400390625,5088.999938964844,869.8999786376953,-54.60000038146973,66.5999984741211,,132.0,False,-1.2994600579821727,0.43725548629364985,0.9512508119710905,True,115.0,False,6,4,4,,2533274848255186,asabuld,9.0,-1140.3699951171875,-124.25,17.010000228881836,13846.800537109375,13893.499755859375,-0.19999999552965164,-1.0999999940395355,-1.0999999940395355,-438.80001068115234,255.0,59.0,,0.009594888688546329,0.7895678083306534,-0.00012249108512896574,True,87.85903678658188,True,8,6,4,,enpitsu,76561198039309853,26,-542.3099975585938,4956.47998046875,17.049999237060547,-4090.2999877929688,-320.40000915527344,3.6000001430511475,-3.700000047683716,1.8000000715255737,991.8000030517578,255.0,255.0,,0.016761730872232004,-3.1399991666674647,0.00023454960054985265,True,255.0,False,2,2,False,,games5425898691,bf81d8692db,20.0,-1530.300048828125,-84.4800033569336,89.66000366210938,12826.199951171875,17132.80029296875,-140.2999973297119,-5397.19970703125,1007.5,323.69998931884766,255.0,,,-1.1954041097688515,-0.30557738639028614,1.6978010864148225,True,69.0,False,12,11,False,
8,631,16,False,False,0,1942.8169661606219,-610.5999755859375,3218.260009765625,396.0,-10493.399658203125,18936.400146484375,-3012.2000122070312,-843.0000305175781,4032.2000122070312,-433.69998931884766,0.0,-0.908773180320783,-0.2700829522812727,0.16456933327648707,2533274848255186,asabuld,9.0,-503.1300048828125,3010.5,366.0199890136719,-5942.1002197265625,11290.899658203125,-2723.5000610351562,-317.90000915527344,-4510.299987792969,-805.5000305175781,128.0,255.0,True,0.18837191203677162,1.7873595629565924,-0.26848178696439673,True,42.0,False,10,6,6,,76561198985597532,Balsamic Vinegar,14.0,-1028.75,3416.489990234375,403.1700134277344,8551.300048828125,-9123.300170898438,-9815.800170898438,2471.1000061035156,2068.300018310547,-2037.4000549316406,186.0,72.0,True,-0.4489160152142607,-0.5353695125972202,2.501826934630613,True,42.52748389397898,True,8,4,4,,enpitsu,76561198039309853,26,-222.32000732421875,4755.33984375,17.049999237060547,-1164.000015258789,7527.9998779296875,3.400000035762787,-3.700000047683716,-2.0000000298023224,2041.3999938964844,0.0,255.0,False,0.016948317126727463,1.7679182271551466,-4.919458527241591e-05,True,255.0,False,2,2,False,,games5425898691,bf81d8692db,20.0,530.760009765625,4566.39013671875,17.010000228881836,-6777.5,8487.2998046875,2.3999999463558197,0.0,0.0,2241.1000061035156,128.0,255.0,,0.00963347332908818,2.3028730156818416,-5.310273917889751e-07,True,100.0,False,12,12,False,
9,695,18,False,False,1,9121.941591605459,2309.570068359375,-3871.75,142.86000061035156,16340.30029296875,22503.798828125,5527.39990234375,3325.4000854492188,-2078.000030517578,-4541.199951171875,1.0,0.7137024831786071,-3.1297294908163398,-1.1689206525346159,76561198039309853,enpitsu,26.0,2191.2099609375,-4031.72998046875,76.70999908447266,11742.5,19556.8994140625,2938.800048828125,-4801.7999267578125,494.39998626708984,1510.2000427246094,255.0,255.0,False,-0.149988864912223,2.295198288098273,-0.032192549277852915,True,135.0,False,4,False,3,,bf81d8692db,games5425898691,20.0,1030.0699462890625,-4718.7001953125,17.010000228881836,4814.700012207031,2494.1000366210938,2.3999999463558197,-0.5999999865889549,-0.09999999776482582,2020.8999633789062,255.0,255.0,,-0.009505529050924088,2.7133453509050507,0.00018442146760028416,True,100.0,False,14,12,False,,asabuld,2533274848255186,9,1237.949951171875,-4536.669921875,17.0,8990.800170898438,85.10000228881836,3.700000047683716,-0.29999999329447746,-0.0,2495.2000427246094,255.0,255.0,False,-0.009524097109426826,3.0892723942011306,3.8738881515944496e-05,True,42.0,False,10,6,6,,Balsamic Vinegar,76561198985597532,14.0,-94.2300033569336,-1995.8699951171875,17.0,243.89999389648438,6474.89990234375,3.4999999403953552,-0.19999999552965164,0.19999999552965164,-2379.4000244140625,255.0,0.0,False,-0.009483666275598773,1.6013048957319655,-5.3114046894963736e-05,True,24.867604153130642,True,8,4,4,
