,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,170,0.0,False,False,0,5202.652632998109,82.33000183105469,30.15999984741211,91.88999938964844,11962.7001953125,1930.8000183105469,-931.2000274658203,-3240.4000854492188,924.8999786376953,-998.7999725341797,0.0,0.14574815846009997,0.214248062415519,-0.31601055439736747,76561198039309853,enpitsu,25.0,14.369999885559082,-70.08999633789062,126.51000213623047,6711.099853515625,-386.3999938964844,4398.699951171875,-2759.5999145507812,785.5999755859375,-4692.200012207031,255.0,128.0,,1.1961982118648138,-2.449062514479877,2.899046049851013,True,1,0.0,False,2,False,,bf81d8692db,games5425898691,19.0,2883.139892578125,-4213.8701171875,17.010000228881836,16977.7001953125,-2811.199951171875,2.3000000417232513,-0.5000000074505806,0.09999999776482582,1903.0000305175781,128.0,255.0,,0.009644373061056406,-0.09874991541430046,5.8161230753054666e-05,True,0.0,False,False,False,False,,Confu21x,2535410677110728,11.0,149.52000427246094,2509.699951171875,17.010000228881836,1001.8000030517578,-12574.89990234375,2.3000000417232513,-0.09999999776482582,1.0999999940395355,-1695.3999328613281,254.0,37.0,,0.00956576784008605,-1.4999756555336679,-0.00021842998968397504,True,False,False,False,116.0,False,,marco f3nik,2535458219427547,17.0,70.05000305175781,188.7100067138672,88.68000030517578,-3111.9000244140625,-5455.3997802734375,3692.3001098632812,-4618.999938964844,2407.7000427246094,1765.5000305175781,255.0,255.0,,-0.06068680516952359,-1.782227463144459,-0.02546793940639812,True,3,4,False,0.0,False,
1,171,0.0,False,False,1,5267.582360082034,-99.5999984741211,-32.63999938964844,92.86000061035156,-10790.30029296875,6279.7998046875,55.900001525878906,2477.5999450683594,-1576.0000610351562,4629.700012207031,1.0,-0.18799082290715202,-0.23800505396832733,-0.35501064442018637,2535458219427547,marco f3nik,17.0,-70.05000305175781,-188.7100067138672,88.68000030517578,3111.9000244140625,5455.3997802734375,3692.3001098632812,4618.999938964844,-2407.7000427246094,1765.5000305175781,255.0,255.0,,0.06068680516952359,1.782227463144459,-0.02546793940639812,True,3,0.0,False,4,False,,2535410677110728,Confu21x,11.0,-152.82000732421875,-2425.139892578125,17.010000228881836,-198.70000839233398,12766.8994140625,2.0999999344348907,-0.0,5.5000001192092896,-921.3999938964844,254.0,128.0,,-0.009575692861899769,1.5994997976420606,-1.535349112439674e-05,True,116.0,False,False,False,False,,enpitsu,76561198039309853,25.0,-14.369999885559082,70.08999633789062,126.51000213623047,-6711.099853515625,386.3999938964844,4398.699951171875,2759.5999145507812,-785.5999755859375,-4692.200012207031,255.0,128.0,,-1.1961982118648138,2.449062514479877,2.899046049851013,True,1,False,2,0.0,False,,games5425898691,bf81d8692db,19.0,-2883.139892578125,4213.8701171875,17.010000228881836,-16977.7001953125,2811.199951171875,2.3000000417232513,0.5000000074505806,-0.09999999776482582,1903.0000305175781,128.0,255.0,,-0.009644373061056406,0.09874991541430046,5.8161230753054666e-05,True,False,False,False,255.0,False,
2,173,0.0,False,False,0,5266.052799944965,188.60000610351562,-13.149999618530273,93.83000183105469,11978.699951171875,-1185.5000305175781,1158.0999755859375,-3064.1000366210938,1224.000015258789,764.3000030517578,0.0,0.37742881431538744,0.5122254733057543,-0.519014408325099,76561198039309853,enpitsu,25.0,59.04999923706055,-72.70999908447266,154.07000732421875,6693.599853515625,-400.99998474121094,3927.3001098632812,-4031.7001342773438,3732.2000122070312,-255.49999237060547,255.0,128.0,,0.7750126384383124,-2.410984812645955,3.0906790933800754,True,1,0.0,False,2,False,,bf81d8692db,games5425898691,19.0,3022.81005859375,-4224.77001953125,17.010000228881836,16513.800048828125,-91.49999618530273,2.3000000417232513,-0.29999999329447746,0.09999999776482582,1943.8999938964844,128.0,255.0,,0.009632987123932709,0.06174356169106584,4.3805002384801915e-05,True,255.0,False,False,False,False,,Confu21x,2535410677110728,11.0,152.82000732421875,2425.139892578125,17.010000228881836,198.70000839233398,-12766.8994140625,2.0999999344348907,0.0,-5.5000001192092896,-921.3999938964844,254.0,128.0,,0.009575692861899769,-1.5994997976420606,-1.535349112439674e-05,True,False,False,False,116.0,False,,marco f3nik,2535458219427547,17.0,68.47000122070312,200.41000366210938,113.91000366210938,-119.79999542236328,660.2999877929688,2535.2000427246094,2707.9000854492188,4784.100036621094,171.00000381469727,255.0,255.0,,0.08526785817755311,-1.492161039112531,-0.4815906259545046,True,3,4,False,0.0,False,
3,228,2.0,False,False,1,6304.113808301067,-2664.139892578125,-62.619998931884766,111.4000015258789,-19265.699462890625,21332.5,6675.8001708984375,5220.999755859375,-2094.7000122070312,2086.199951171875,1.0,1.0682828791495378,0.641970654990137,-0.2790429366918526,2535410677110728,Confu21x,10.0,-2523.840087890625,-297.3900146484375,17.010000228881836,-13266.400146484375,18788.299560546875,-0.5000000074505806,-4.699999988079071,7.599999904632568,183.29999923706055,255.0,255.0,,-0.009596277299527571,1.0031074432801526,0.00023241925432708347,True,False,12.428034313263439,True,False,False,,2535458219427547,marco f3nik,17.0,401.32000732421875,-325.79998779296875,17.010000228881836,6430.7000732421875,-6372.0001220703125,2.0999999344348907,-0.7999999821186066,0.7999999821186066,-264.6999931335449,254.0,128.0,,-0.009530512071649552,-2.3314083853672862,0.0002276051540398371,True,0.0,False,4,False,4,,enpitsu,76561198039309853,25.0,-1423.0400390625,309.010009765625,17.049999237060547,-6672.0001220703125,6207.9998779296875,2.7000001072883606,-3.6000001430511475,2.800000011920929,-1365.0,255.0,128.0,,-0.016640089657006103,0.8113417244623558,0.0003157319686286142,True,2,False,2,0.0,False,,games5425898691,bf81d8692db,19.0,-3188.360107421875,771.8499755859375,16.989999771118164,8030.2001953125,-21552.60009765625,2.199999988079071,-0.3999999910593033,0.3999999910593033,649.5999908447266,255.0,169.0,,-0.009617050997821923,-1.9498587625355843,4.257461001805811e-05,True,False,False,False,137.8239311479753,True,
4,321,5.0,False,False,0,10386.119606105392,1404.050048828125,-4988.240234375,113.37999725341797,6931.6998291015625,-18438.299560546875,4631.400146484375,3889.2999267578125,-4556.9000244140625,327.5,0.0,-0.8421868187508413,0.22063752753207283,1.4691866205165116,76561198039309853,enpitsu,25.0,1275.1099853515625,-4897.06982421875,70.2699966430664,1936.199951171875,-14049.69970703125,2216.699981689453,1355.2999877929688,-1329.6000671386719,353.1999969482422,255.0,255.0,,0.10298508793017029,-1.2350758468096859,0.04543810862823289,True,2,,False,4,False,,bf81d8692db,games5425898691,20.0,-2304.1201171875,-4608.0,25.100000381469727,-16.399999856948853,-1.2999999523162842,-1298.699951171875,0.0,0.0,4.099999964237213,,,,-3.142508097995131e-07,1.653198609578961,7.622919761664893e-06,True,85.0,False,False,False,False,,Confu21x,2535410677110728,10.0,2688.25,4605.240234375,25.010000228881836,74.00000095367432,-760.4000091552734,-1315.2999877929688,0.0,0.0,490.6999969482422,254.0,,,7.619947307891185e-06,-1.4712569122201258,3.79556043661257e-07,True,False,False,False,85.0,False,,marco f3nik,2535458219427547,11.0,-2878.889892578125,4418.14990234375,17.010000228881836,6455.3997802734375,14711.500244140625,2.3000000417232513,-0.09999999776482582,0.09999999776482582,-2024.7000122070312,255.0,0.0,,0.009579706808373894,1.087956598063338,-2.5121449238742725e-05,True,4,4,False,255.0,False,
5,440,9.0,False,False,0,10544.899508394506,2955.2099609375,-4676.47021484375,109.16999816894531,13399.69970703125,15560.400390625,5648.499755859375,-5024.2999267578125,-3252.7999877929688,418.10001373291016,0.0,-0.1432958895191789,0.2782748499436678,-1.1111992593152118,76561198039309853,enpitsu,25.0,2761.760009765625,-4816.5498046875,22.020000457763672,13062.60009765625,4563.0999755859375,3001.7999267578125,-12.899999618530273,3.3000001311302185,-0.7999999821186066,255.0,255.0,False,0.016467673228584407,0.3359366819604971,0.0004996570181201862,True,3,,False,6,False,,bf81d8692db,games5425898691,20.0,1397.260009765625,-4350.02978515625,17.010000228881836,14022.900390625,821.6000366210938,2.3000000417232513,0.3999999910593033,0.3999999910593033,1640.3999328613281,255.0,255.0,,0.009541922933035518,0.07368482564042568,0.00021674620505232785,True,146.0,False,False,False,False,,Confu21x,2535410677110728,10.0,3867.550048828125,-572.3200073242188,20.520000457763672,280.79999923706055,-7062.7001953125,54.49999809265137,-1.4000000059604645,-168.4000015258789,-35.39999961853027,128.0,128.0,,0.004724195244110475,-1.5200344954555198,0.11732911625704263,True,4,False,4,255.0,False,,marco f3nik,2535458219427547,10.0,2705.820068359375,1320.3699951171875,17.010000228881836,14229.49951171875,6470.0,2.3000000417232513,-0.19999999552965164,0.0,2038.800048828125,254.0,255.0,,0.009578992453203145,0.495552196686011,3.595582395970176e-05,True,6,6,False,255.0,False,
6,490,11.0,False,False,1,4891.331232764111,-3228.22998046875,2510.199951171875,175.3800048828125,13920.30029296875,18308.399658203125,9453.200073242188,4537.39990234375,1428.0000305175781,-3656.7999267578125,1.0,-0.6956817288111269,-0.566602372876429,-0.35395359292212547,2535410677110728,Confu21x,10.0,-3276.260009765625,2362.669921875,88.38999938964844,13686.8994140625,9708.400268554688,2774.2001342773438,3597.9998779296875,775.0,2577.0999145507812,254.0,0.0,,0.16875609296337046,1.9645359616640388,-0.05794298296442719,True,5,204.83569043938834,True,6,False,,2535458219427547,marco f3nik,11.0,-2240.0,-2313.889892578125,17.010000228881836,577.2999954223633,9609.89990234375,0.0,-0.0,1.0000000149011612,42.60000228881836,255.0,128.0,False,-0.009530246562527447,1.6239090071086413,-8.52420369074944e-05,True,242.4623654991068,True,6,False,6,,enpitsu,76561198039309853,25.0,-3713.47998046875,3004.340087890625,16.31999969482422,10697.39990234375,103.19999694824219,151.00000381469727,-109.30000305175781,212.00000762939453,2403.0999755859375,255.0,255.0,False,-0.003825830310812175,3.071232404634833,0.006790575825094451,True,4,False,6,,False,,games5425898691,bf81d8692db,20.0,-931.3900146484375,3376.840087890625,17.010000228881836,11748.900146484375,6434.5001220703125,2.0000000298023224,1.1999999731779099,0.7999999821186066,-293.799991607666,255.0,124.0,,-0.009566347685339713,2.643948406330058,-7.968412800473719e-05,True,False,False,False,207.0,False,
7,555,14.0,False,False,0,9316.891404947237,537.510009765625,-4065.949951171875,452.4700012207031,6667.5,-3065.0,-1726.1000061035156,959.1999816894531,169.50000762939453,4147.300109863281,0.0,-0.3308291625667538,-1.8365045258879247,-1.624638790787983,bf81d8692db,games5425898691,19.0,424.989990234375,-3935.409912109375,375.7799987792969,4005.7000732421875,4437.099914550781,-70.70000171661377,-2262.7999877929688,862.0999908447266,-4938.2000732421875,255.0,0.0,,-0.892773405688528,-0.4618401207557252,1.0407264767833055,True,3,188.20122987736937,True,4,False,,76561198039309853,enpitsu,25.0,1094.0899658203125,-4993.009765625,19.1299991607666,-13368.199462890625,-1334.4000244140625,-329.90001678466797,1087.699966430664,147.70000457763672,30.799999237060547,128.0,,,0.02421794780856412,-3.05181260743234,0.061643830578138374,True,192.0,False,6,False,4,,Confu21x,2535410677110728,10.0,609.0399780273438,-3551.949951171875,151.91000366210938,-12792.2998046875,1803.800048828125,3583.9999389648438,586.8999862670898,2239.499969482422,2594.5999145507812,255.0,170.0,,-0.5036606593953049,-2.7324301743263004,-0.1495111664774196,True,6,False,8,184.20122987736937,True,,marco f3nik,2535458219427547,11.0,162.75,-233.10000610351562,17.010000228881836,-14204.599609375,-3358.900146484375,2.0000000298023224,0.29999999329447746,-0.3999999910593033,-30.299999713897705,,128.0,,0.009594091980974237,-2.9104201254771724,2.2268105349993585e-05,True,6,6,False,240.0,False,
8,662,17.0,False,False,0,10650.673537816094,2465.360107421875,-4966.33984375,108.9000015258789,22198.20068359375,9659.199829101562,2842.0001220703125,4118.900146484375,-1061.2999725341797,4231.700134277344,0.0,-0.04917406234402599,1.4306385232492527,-1.5822710173475223,76561198039309853,enpitsu,25.0,2253.760009765625,-5063.10009765625,66.88999938964844,19553.00048828125,1290.0999450683594,-1459.1000366210938,1064.4000244140625,1218.0999755859375,1138.7999725341797,0.0,255.0,False,0.11168563298991878,0.07807045286907834,-0.8602652468065023,True,4,71.0,False,6,False,,bf81d8692db,games5425898691,20.0,-802.9199829101562,-3997.8798828125,17.010000228881836,-13757.60009765625,2863.900146484375,2.0999999344348907,1.0999999940395355,-0.09999999776482582,-81.70000076293945,255.0,108.0,,0.009584721479545397,2.9374359832564183,2.145892875125681e-05,True,181.0,False,4,False,4,,Confu21x,2535410677110728,10.0,-2811.429931640625,-2201.260009765625,32.290000915527344,19619.69970703125,10423.199462890625,3161.6000366210938,10.800000429153442,5.0,454.90001678466797,255.0,204.0,,0.009578082877162723,0.4548112341261365,0.0006050759745076066,True,8,False,9,197.0,False,,marco f3nik,2535458219427547,10.0,3553.909912109375,-1687.75,17.010000228881836,9900.700073242188,-9397.2998046875,2.199999988079071,-0.19999999552965164,-0.19999999552965164,1306.7999267578125,255.0,234.0,,0.00959553795850204,-0.7553922298794423,0.00023834693092497208,True,6,6,False,158.0,False,
9,700,19.0,False,False,1,5142.183269560571,-3887.0,3251.889892578125,455.2300109863281,20206.700439453125,-4687.099914550781,-4166.400146484375,-1317.1000671386719,-187.5,-5850.5999755859375,1.0,0.775944957481048,3.090390520913415,-1.954176979652052,2535458219427547,marco f3nik,10.0,-4009.360107421875,3212.669921875,547.0499877929688,10737.39990234375,12123.800048828125,-248.60000610351562,-3143.0999755859375,4513.299865722656,18.300000429153442,255.0,0.0,,-0.3870484350316951,1.5320781557076621,1.6464550256536994,True,7,158.0,False,8,False,,2535410677110728,Confu21x,10.0,278.7300109863281,101.44999694824219,16.850000381469727,-17561.099853515625,-14602.19970703125,35.999999046325684,-36.90000057220459,-29.800000190734863,-13.700000047683716,254.0,128.0,,-0.009599264215503694,-0.6914669090567879,-0.002786819766869018,True,197.0,False,10,False,10,,enpitsu,76561198039309853,25.0,-3368.429931640625,4033.340087890625,17.059999465942383,1990.0999450683594,-8023.4002685546875,2.3000000417232513,0.5000000074505806,1.899999976158142,2257.4000549316406,255.0,0.0,False,-0.016788561402208503,-1.8450988932728924,0.00012204693110495504,True,4,False,6,61.60753564680776,True,,games5425898691,bf81d8692db,20.0,1235.4000244140625,2752.199951171875,17.010000228881836,-11984.599609375,-4954.89990234375,2.3000000417232513,-0.0,-0.0,-2297.4000549316406,255.0,0.0,,-0.009563466698603989,-0.32435186490974616,-1.5126369672228464e-05,True,4,4,False,181.0,False,
