,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_ball_cam,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
0,173,0.0,False,False,0,5227.291919729828,6.519999980926514,-8.789999961853027,116.88999938964844,523.1000137329102,-6922.5,5156.9000244140625,-2614.5001220703125,1088.7000274658203,-2361.1000061035156,0.0,0.024982949635857142,-0.14704236633314977,-0.22342084102182747,7876676245797923930,DJulien2411,10.0,-73.75,-108.2300033569336,85.27999877929688,1808.3999633789062,22868.20068359375,-80.79999923706055,-5493.0999755859375,161.90000534057617,-221.49999618530273,255.0,0.0,,1.3799415634637464,2.508855524472133,0.9984563612212906,True,0.0,False,3,False,4,,bd7c1964f4b,Tony. ϟ,14.0,2531.1298828125,-3928.3798828125,16.799999237060547,13811.099853515625,-7809.69970703125,44.29999828338623,-50.79999923706055,17.999999523162842,-1364.1000366210938,255.0,128.0,,0.010034146375162313,-0.5584026636084348,0.0030329308452569487,True,4,4,False,0.0,False,,enpitsu,76561198039309853,26,-3.75,3516.159912109375,17.049999237060547,348.8999938964844,-10732.5,3.1999999284744263,0.3999999910593033,-0.3999999910593033,0.0,255.0,0.0,False,0.016657920945117335,-1.5382754917467436,-3.433142152468693e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,,,,,,,,,,,,,,,,,,,,,,,
1,246,2.0,False,False,0,10019.6207000055,3264.389892578125,-3975.0400390625,97.66000366210938,-10178.599853515625,-9978.200073242188,2529.1000366210938,2759.89990234375,-3627.0999145507812,3902.0001220703125,0.0,0.3953004313313209,-3.1048161258158378,-0.5039339339134534,bd7c1964f4b,Tony. ϟ,14.0,3242.8701171875,-3751.550048828125,100.94999694824219,-2578.2000732421875,-8877.2998046875,-143.90000343322754,4574.5001220703125,-2260.800018310547,2052.2999572753906,255.0,64.0,True,-0.6302290041646518,-1.7332192283800398,-2.9993543172661563,True,255.0,False,5,False,6,,7876676245797923930,DJulien2411,10.0,-1938.72998046875,688.72998046875,17.010000228881836,-13128.800048828125,-2946.6000366210938,2.5999999046325684,-0.5000000074505806,-0.29999999329447746,0.0,255.0,128.0,,0.009542835685764946,-2.920790820597028,-5.487307263512017e-05,False,4,4,False,0.0,False,,enpitsu,76561198039309853,27,2896.949951171875,3812.64990234375,17.049999237060547,10412.2998046875,15833.699951171875,3.3000001311302185,3.100000023841858,4.1999998688697815,668.7000274658203,255.0,255.0,True,0.0167879660300107,0.9706696620458216,0.0002603789676654033,True,59.0,False,False,False,False,,games5425898691,bf81d8692db,,,,,,,,,,,,,,,,,,,,,,,
2,584,5.0,False,False,1,5210.100940614406,2.5899999141693115,7.070000171661377,93.45999908447266,9125.800170898438,13533.299560546875,3988.5000610351562,3505.5999755859375,-800.6999969482422,4802.9998779296875,1.0,-0.039330015389341826,-0.21092003591797415,-0.11663261544241925,76561198039309853,enpitsu,26.0,-77.87000274658203,-139.89999389648438,111.11000061035156,3013.5000610351562,7757.1002197265625,3386.9000244140625,-955.6999969482422,1295.2999877929688,-5259.0997314453125,255.0,128.0,,-0.7589232494048739,2.2173115533600356,-0.6133743441335153,True,0.0,False,1,False,2,,bf81d8692db,games5425898691,,,,,,,,,,,,,,,,,,,,,,,,Tony. ϟ,bd7c1964f4b,15,29.09000015258789,141.3300018310547,51.970001220703125,-11752.39990234375,-5107.799987792969,1210.199966430664,-5112.699890136719,1710.0,1089.000015258789,255.0,0.0,,0.2511034077954031,-1.3166199157736374,-0.004809863385215878,False,8.0,False,6,False,5,,DJulien2411,7876676245797923930,9.0,True,5.420000076293945,1892.719970703125,17.010000228881836,1175.1000213623047,-13738.1005859375,2.7000001072883606,0.09999999776482582,0.5000000074505806,0.0,255.0,128.0,-0.009550691967660917,-1.6561387587970298,5.6514105480651585e-05,False,116.0,False,False,False,,
3,585,5.0,False,False,0,5216.9470182898485,-9.760000228881836,-1.1200000047683716,137.4199981689453,-4223.900146484375,8462.000122070312,9351.799926757812,1606.0000610351562,-2376.9000244140625,5269.69970703125,0.0,0.014688794574123342,0.42148170645443267,-0.20817161496048284,bd7c1964f4b,Tony. ϟ,15.0,2.8399999141693115,-145.97000122070312,51.0,9687.19970703125,386.19998931884766,508.1999969482422,3650.8999633789062,2037.5999450683594,3573.2998657226562,255.0,0.0,,-0.43972904133548424,1.4391309369904,0.09533478667760012,True,8.0,False,5,False,6,,7876676245797923930,DJulien2411,9.0,-9.34000015258789,-1846.800048828125,17.010000228881836,-1180.2999877929688,13797.60009765625,2.7000001072883606,-0.09999999776482582,-0.5000000074505806,0.0,255.0,128.0,,0.009550691967660917,1.6561387587970298,5.6514105480651585e-05,True,False,False,False,116.0,False,,enpitsu,76561198039309853,26,77.87000274658203,139.89999389648438,111.11000061035156,-3013.5000610351562,-7757.1002197265625,3386.9000244140625,955.6999969482422,-1295.2999877929688,-5259.0997314453125,255.0,128.0,,0.7589232494048739,-2.2173115533600356,-0.6133743441335153,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,,,,,,,,,,,,,,,,,,,,,,,
4,586,5.0,False,False,1,5235.616573645018,23.530000686645508,-22.40999984741211,166.55999755859375,9305.10009765625,3971.300048828125,9154.69970703125,5947.2998046875,710.4000091552734,-352.5,1.0,0.02483783800324887,-0.5514584104578665,-0.2691588504095968,76561198039309853,enpitsu,26.0,-62.349998474121094,-116.73999786376953,121.0999984741211,2561.4999389648438,3328.3999633789062,450.40000915527344,-3476.099853515625,438.3000183105469,-4239.5001220703125,255.0,128.0,,-1.0103317709465975,2.8940809306000617,-0.9772469214706,True,0.0,False,1,False,2,,bf81d8692db,games5425898691,,,,,,,,,,,,,,,,,,,,,,,,Tony. ϟ,bd7c1964f4b,15,-35.119998931884766,144.66000366210938,52.25,-9689.099731445312,-405.8000183105469,301.49999618530273,-545.6999969482422,-4443.0999755859375,3195.4000854492188,255.0,14.0,,0.48812036597109415,-1.4946286510929851,0.2917154594030157,True,8.0,False,6,False,5,,DJulien2411,7876676245797923930,9.0,True,13.289999961853027,1800.68994140625,17.010000228881836,1185.1000213623047,-13855.0,2.7000001072883606,0.09999999776482582,0.5000000074505806,0.0,255.0,128.0,-0.009550691967660917,-1.6561387587970298,5.6514105480651585e-05,False,116.0,False,False,False,,
5,664,8.0,False,False,0,6404.578670494777,-2586.010009765625,-1037.5799560546875,112.45999908447266,-19661.300048828125,7182.2998046875,-789.4000244140625,-2011.9999694824219,-851.9999694824219,3567.0001220703125,0.0,-0.49480941571036585,0.11299101500567933,1.6238730085282107,7876676245797923930,DJulien2411,9.0,-2428.360107421875,-1137.030029296875,15.989999771118164,-13849.49951171875,1873.8999938964844,-1033.6000061035156,-2429.7999572753906,-1989.1000366210938,-43.29999923706055,255.0,73.0,,0.02995290568852233,2.9589849213323696,0.017493795072930456,True,124.00548839312731,True,False,False,False,,bd7c1964f4b,Tony. ϟ,15.0,3152.469970703125,54.619998931884766,16.989999771118164,13646.300048828125,2907.7999877929688,5.400000214576721,1.8000000715255737,0.19999999552965164,-1886.4999389648438,234.0,0.0,,0.009583757493693874,0.1805678268884009,-0.00025367818610316046,True,6,6,False,0.0,False,,enpitsu,76561198039309853,26,-1972.3599853515625,-9.710000038146973,17.059999465942383,-13486.300048828125,755.5000305175781,1.8000000715255737,-0.5999999865889549,-0.29999999329447746,0.0,255.0,128.0,,0.016702259194645495,3.0856117692539704,-5.206001218087475e-05,True,31.0,False,2,False,2,,games5425898691,bf81d8692db,,,,,,,,,,,,,,,,,,,,,,,
6,709,10.0,False,False,0,6150.099446747097,-3988.429931640625,-176.07000732421875,747.22998046875,4100.400085449219,11731.500244140625,7307.1002197265625,-3242.5,-1907.4000549316406,-1298.699951171875,0.0,0.953733373679548,-3.0199773390107687,0.7253334419537072,7876676245797923930,DJulien2411,9.0,-4079.239990234375,-322.2300109863281,671.02001953125,5.699999928474426,6331.199951171875,10820.50048828125,-2716.9000244140625,524.5000076293945,-563.4000015258789,255.0,0.0,,-0.9876803648891563,1.5553363768307487,1.5797959487366326,True,89.0,False,False,False,False,,bd7c1964f4b,Tony. ϟ,16.0,3045.31005859375,-1273.949951171875,17.020000457763672,-15678.399658203125,583.8999938964844,1.4000000059604645,-0.29999999329447746,-0.09999999776482582,-1643.3000183105469,255.0,31.0,,0.009585759520294843,3.0481678885729875,-1.0642311145608912e-05,False,6,6,False,213.0,False,,enpitsu,76561198039309853,26,-4033.52001953125,89.41999816894531,578.77001953125,4243.699951171875,-2890.10009765625,14639.69970703125,2581.7001342773438,-1033.7999725341797,-312.90000915527344,255.0,255.0,,-1.159163811673823,-1.7293439729137952,-1.4213051143001894,True,208.0,False,4,False,3,,games5425898691,bf81d8692db,,,,,,,,,,,,,,,,,,,,,,,
7,712,10.0,False,False,1,5894.013252561646,3939.840087890625,92.77999877929688,840.1199951171875,-9027.7001953125,10825.30029296875,17504.7998046875,5525.30029296875,-862.3999786376953,2174.1000366210938,1.0,-0.9399567758494145,2.4613049354798666,1.4594725465898841,76561198039309853,enpitsu,26.0,4004.800048828125,-67.20999908447266,651.1099853515625,-8739.89990234375,7540.9002685546875,14344.100341796875,-3181.400146484375,2030.2999877929688,-4000.7000732421875,255.0,255.0,,0.9990689094719943,1.8776843722303054,-1.3314665889943822,True,208.0,False,3,False,4,,bf81d8692db,games5425898691,,,,,,,,,,,,,,,,,,,,,,,,Tony. ϟ,bd7c1964f4b,16,-2890.27001953125,1256.43994140625,17.020000457763672,15330.999755859375,-2650.2999877929688,1.4000000059604645,-0.5999999865889549,-0.0,-959.7000122070312,255.0,56.0,,-0.009618819825575704,-2.92809547207248,9.240736939301356e-05,True,213.0,False,6,False,6,,DJulien2411,7876676245797923930,9.0,True,4046.739990234375,251.2100067138672,770.3900146484375,-3720.7998657226562,-7295.5999755859375,9483.699951171875,2424.499969482422,-397.79998779296875,-395.6999969482422,255.0,5.0,0.7455213315252149,-1.4615019440860029,1.632139132353544,False,89.0,False,False,3,,
8,820,14.0,False,False,0,8231.232954381861,-1836.81005859375,-3037.2900390625,854.0900268554688,-18143.599853515625,-12482.80029296875,12266.8994140625,2660.1998901367188,5345.9002685546875,586.3000106811523,0.0,-0.4656419897435848,1.5764937439144389,-0.799983641018661,bd7c1964f4b,Tony. ϟ,16.0,-1746.6199951171875,-2991.429931640625,708.9099731445312,-16328.499755859375,-8592.80029296875,2169.4000244140625,285.10000228881836,5482.60009765625,-330.2000045776367,255.0,128.0,True,-0.5718697159854654,-2.334774611353988,-0.7784145556893097,True,91.6744773900637,True,6,4,8,,7876676245797923930,DJulien2411,9.0,-2308.43994140625,2911.3701171875,17.010000228881836,-1935.8000183105469,13455.10009765625,2.3000000417232513,-7.5,-6.600000262260437,2256.7999267578125,255.0,255.0,False,0.009129588555091364,1.7761247816864547,0.00027331810647683596,False,4,False,False,51.42611606915793,True,,enpitsu,76561198039309853,27,-1780.050048828125,-2134.330078125,17.059999465942383,799.4999694824219,-4996.099853515625,1.899999976158142,0.7000000029802322,-0.19999999552965164,24.700000286102295,255.0,128.0,False,0.016805403899458254,-1.4084309431946673,-4.115175419446503e-05,True,120.0,False,4,False,4,,games5425898691,bf81d8692db,,,,,,,,,,,,,,,,,,,,,,,
9,965,19.0,True,False,0,6617.926287956979,-1902.1800537109375,-1400.989990234375,135.35000610351562,10802.60009765625,28869.599609375,-9851.400146484375,-5249.0997314453125,2843.2998657226562,601.3999938964844,0.0,-0.7174590663813594,1.4765645125682252,-0.17051207615969943,bd7c1964f4b,Tony. ϟ,16.0,-1944.969970703125,-1557.3399658203125,147.0,9609.600219726562,18161.300048828125,2275.8999633789062,-2842.0001220703125,4432.39990234375,1589.4000244140625,255.0,56.0,False,-0.011875730294050105,1.2261381396153017,0.15781439970489977,True,11.680903004061799,True,7,4,10,,7876676245797923930,DJulien2411,9.0,-2265.830078125,-5018.330078125,31.639999389648438,9708.900146484375,-14145.400390625,4991.7999267578125,-5489.89990234375,332.7000045776367,2.199999988079071,255.0,203.0,False,-0.3576268267236945,-0.9363395762270014,-0.2440722385323339,True,8,4,False,16.0,False,,enpitsu,76561198039309853,26,-3150.800048828125,-551.8300170898438,103.9800033569336,9921.699829101562,16688.199462890625,-155.0,-743.0999755859375,5370.4998779296875,-924.4999694824219,128.0,128.0,False,0.08552814198090779,2.4410978473623013,-2.983787944498067,True,0.0,False,8,False,5,,games5425898691,bf81d8692db,,,,,,,,,,,,,,,,,,,,,,,
