,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_boost_collect
10,1008,21,False,False,0,5313.9059628622035,-85.0999984741211,-111.66999816894531,219.80999755859375,-3694.2999267578125,10639.7998046875,17286.800537109375,5493.699951171875,388.6000061035156,2380.5999755859375,0.0,-0.14683217524866107,0.30194151176890144,0.43020332446958,bf81d8692db,games5425898691,24.0,-58.59000015258789,-235.8300018310547,94.80000305175781,6593.800048828125,16446.800537109375,68.49999904632568,-5055.899963378906,796.6000366210938,2013.0000305175781,128.0,128.0,,1.30434716267703,2.092684200361165,0.6298320586627141,True,3,False,4,0.0,False,,76561198039309853,enpitsu,27.0,26.149999618530273,-4833.85986328125,17.049999237060547,-1.2999999523162842,15.499999523162842,2.5,-5.299999713897705,-0.3999999910593033,0.0,128.0,128.0,False,0.016454677803651094,1.651331235367437,6.219651524715247e-06,True,116.0,False,False,False,False,,jamdef13,3351595734301454363,8.0,77.11000061035156,5551.66015625,24.799999237060547,76.50000095367432,2194.1000366210938,89.20000076293945,-2.8999999165534973,-0.09999999776482582,0.0,255.0,128.0,,0.04884687149081464,-1.6056782620052552,-0.0013941236759159906,,False,False,False,116.0,False,,CarGoesBrummm,4397455427977710418,9.0,-34.13999938964844,33.40999984741211,79.02999877929688,-12243.900146484375,-15542.2998046875,1890.8999633789062,5186.199951171875,-1701.300048828125,676.6000366210938,255.0,138.0,,0.5700380966896272,-1.843937296792021,0.007615312648121462,True,5,False,0.0,False,6,
11,1098,24,False,False,0,2234.585926684677,-1066.1300048828125,2911.89990234375,119.58000183105469,-12707.2998046875,18346.500244140625,9379.500122070312,1979.2999267578125,3056.7999267578125,-4768.399963378906,0.0,-0.19615728371308971,0.8036072345704595,0.7187699659666523,bf81d8692db,games5425898691,24.0,-969.6300048828125,2759.6298828125,88.80999755859375,-15796.99951171875,6295.8001708984375,2736.9000244140625,3321.300048828125,-4329.4000244140625,-688.7999725341797,255.0,209.0,,0.5079847174603572,2.4927447242921494,-0.45904341743010624,True,5,False,6,0.0,False,,76561198039309853,enpitsu,27.0,-3081.25,-3538.489990234375,17.049999237060547,4618.599853515625,10465.899658203125,2.5,-0.29999999329447746,-0.5000000074505806,-29.700000286102295,255.0,0.0,False,0.016698896026917175,1.1510822343735034,6.274263444705303e-05,True,255.0,False,False,False,False,,jamdef13,3351595734301454363,8.0,-84.83000183105469,5349.64990234375,17.6200008392334,-1195.5000305175781,-2141.999969482422,-50.39999961853027,-88.10000419616699,49.60000038146973,-7.200000286102295,224.0,128.0,,0.02076782837525788,-2.081997936094691,-0.012839996768298011,,False,False,False,116.0,False,,CarGoesBrummm,4397455427977710418,9.0,-3892.7099609375,334.1600036621094,25.200000762939453,2805.8999633789062,10756.500244140625,-625.0,-82.60000228881836,-1178.7999725341797,1066.1000061035156,222.0,223.0,,0.05847181005776614,1.284993692927528,0.22560619365096637,True,8,False,0.0,False,8,
12,1256,30,False,False,1,6791.294594004287,3519.949951171875,-1123.9100341796875,249.61000061035156,-1847.7999877929688,15835.10009765625,3211.7999267578125,3045.4000854492188,-1993.8999938964844,878.0000305175781,1.0,-0.3072975383067515,2.161494259500076,1.3022867426459424,4397455427977710418,CarGoesBrummm,9.0,3559.7099609375,-1223.699951171875,138.4600067138672,936.1000061035156,13064.3994140625,-193.50000381469727,-4468.299865722656,2937.39990234375,1286.6000366210938,255.0,128.0,False,-0.8139941334782823,0.8163672636253366,1.1614298918779382,True,11,False,14,31.0,False,,3351595734301454363,jamdef13,8.0,-243.6999969482422,-5308.39013671875,17.0,-263.799991607666,-434.00001525878906,3.3000001311302185,0.5999999865889549,-0.09999999776482582,0.0,249.0,128.0,,-0.009312582054181432,2.1170595948144655,-1.7895713211163668e-05,,116.0,False,False,False,False,,enpitsu,76561198039309853,28.0,1459.1600341796875,4286.10986328125,17.049999237060547,-4742.9998779296875,12747.19970703125,2.5999999046325684,-0.7000000029802322,-0.7000000029802322,0.0,128.0,128.0,,-0.01676529085641348,-1.9270142391245888,-2.8613854799562573e-05,True,False,False,False,255.0,False,,games5425898691,bf81d8692db,24.0,3594.31005859375,-1605.1700439453125,16.40999984741211,-6260.4998779296875,6757.19970703125,85.79999923706055,92.89999961853027,-99.20000076293945,-1775.8999633789062,255.0,0.0,,-0.009013209350181605,0.7664760553717467,0.010972219681595964,True,8,False,204.88330333463605,True,8,
13,1293,31,False,False,1,4803.60255719291,3275.969970703125,967.4299926757812,93.91999816894531,-1775.8000183105469,12115.2001953125,3275.7998657226562,-5382.9998779296875,-1969.1999816894531,878.0000305175781,1.0,-1.3558492709660073,-2.4831041023386864,-0.12962209320195725,4397455427977710418,CarGoesBrummm,9.0,3529.2099609375,763.0800170898438,45.31999969482422,-1353.6000061035156,18378.800048828125,-3167.0999145507812,769.3000030517578,167.99999237060547,189.79999542236328,247.0,128.0,False,0.1316777895677242,1.397499148138853,-0.30759550702202365,False,12,False,14,229.0,False,,3351595734301454363,jamdef13,8.0,-273.3299865722656,-5271.43994140625,16.860000610351562,1438.3999633789062,5547.19970703125,21.700000762939453,-35.09999990463257,2.3999999463558197,7.300000190734863,249.0,128.0,,-0.007354227668496988,1.8224052435081861,0.0015999728787844981,,116.0,False,False,False,False,,enpitsu,76561198039309853,27.0,1072.9000244140625,5100.759765625,131.3300018310547,-1159.4999694824219,68.09999942779541,191.49999618530273,153.50000381469727,-522.7999877929688,-56.70000076293945,128.0,128.0,,-0.9339760704409629,-3.0849603755577664,1.480581746948351,True,False,False,False,255.0,False,,games5425898691,bf81d8692db,24.0,3510.510009765625,545.8499755859375,16.989999771118164,-791.8000030517578,22931.59912109375,2.199999988079071,-0.0,2.800000011920929,871.9000244140625,255.0,232.0,,-0.009598610560577038,1.5248036138172218,7.577522973640011e-05,True,8,False,88.9863054213986,True,8,
14,1403,35,False,False,0,9614.603929413992,-2717.469970703125,-4300.490234375,99.7699966430664,5711.500244140625,6803.3001708984375,4756.700134277344,5508.499755859375,1748.0999755859375,-1612.5,0.0,0.5412519119576285,-1.6174365048490464,2.2627744201507713,bf81d8692db,games5425898691,25.0,-2795.52001953125,-4457.4599609375,17.010000228881836,1893.0000305175781,4612.699890136719,2.0999999344348907,0.0,-0.09999999776482582,2151.7999267578125,255.0,255.0,,0.009514951857185127,1.1314989249141272,4.115755627538264e-05,True,8,False,8,52.0,False,,76561198039309853,enpitsu,27.0,-594.77001953125,-5278.740234375,132.92999267578125,-35.0,2.3999999463558197,-1487.7999877929688,-2.800000011920929,6.1000001430511475,345.0,,255.0,,0.008320814272194894,0.8768493340300048,-0.01486196920055988,True,255.0,False,2,False,False,,jamdef13,3351595734301454363,8.0,88.91000366210938,5217.43994140625,17.0,-229.3000030517578,-1181.2000274658203,3.6000001430511475,5.799999833106995,1.0000000149011612,-20.899999141693115,0.0,128.0,,0.00962170064009639,-1.772432944275517,0.00013090176521135798,,False,False,False,146.0,False,,CarGoesBrummm,4397455427977710418,10.0,2783.3798828125,4316.0400390625,17.010000228881836,5066.199951171875,-5823.800048828125,2.0999999344348907,-0.7999999821186066,0.9000000357627869,583.4999847412109,246.0,128.0,,0.009514682664493259,-0.8113842443424569,-0.000252714337129529,True,False,False,85.0,False,False,
15,1444,37,False,False,0,8507.980830192391,-1880.5699462890625,-3310.820068359375,106.37999725341797,4603.0999755859375,3970.1998901367188,2558.2000732421875,-1409.6000671386719,4064.4000244140625,-1612.5,0.0,-0.008478729580220503,1.954320856042184,0.031137412704374017,bf81d8692db,games5425898691,25.0,-2180.780029296875,-3346.8701171875,17.010000228881836,15975.50048828125,1857.8999328613281,1.899999976158142,-1.2999999523162842,0.0,-107.70000457763672,255.0,128.0,,0.009592570621389528,0.10170008453615725,0.00012628385671237195,True,8,False,8,196.0,False,,76561198039309853,enpitsu,27.0,-891.75,-4419.7998046875,17.049999237060547,-7737.7001953125,13160.400390625,-2.199999988079071,-0.3999999910593033,1.1999999731779099,78.69999885559082,255.0,0.0,,0.01680351437780695,2.111183679080255,-7.232482444503861e-05,True,179.79033976472832,True,2,False,False,,jamdef13,3351595734301454363,8.0,108.26000213623047,5304.47998046875,16.760000228881836,-860.5000305175781,-6261.400146484375,-55.39999961853027,-107.29999542236328,-78.20000171661377,1077.300033569336,183.0,184.0,,0.005829580633477139,-1.7432915898539358,-0.0016603810302021486,,False,False,False,146.0,False,,CarGoesBrummm,4397455427977710418,10.0,2049.02001953125,2489.280029296875,117.30000305175781,-13501.700439453125,-16417.60009765625,-155.50000190734863,-111.30000114440918,-5485.7000732421875,-379.70001220703125,252.0,0.0,False,0.04390427614921016,-1.4944599490853978,-2.4934886004327703,True,3,False,192.0,False,4,
16,1459,37,False,False,0,8267.991378414632,-1631.75,-3095.18994140625,149.50999450683594,5341.199951171875,5963.699951171875,753.0999755859375,558.6999893188477,856.3999938964844,-1226.6999816894531,0.0,0.5688342447874917,1.5575758489429574,2.297624727510314,bf81d8692db,games5425898691,25.0,-1659.27001953125,-3192.35009765625,17.010000228881836,6522.5,5569.7998046875,2.0999999344348907,-1.7000000178813934,-1.2999999523162842,960.8000183105469,128.0,143.0,,0.009639984017059263,0.7576102695211965,-0.00016366493652854305,True,8,False,8,196.0,False,,76561198039309853,enpitsu,27.0,-1185.199951171875,-3747.179931640625,17.049999237060547,-342.00000762939453,9410.2001953125,3.400000035762787,-0.19999999552965164,0.5000000074505806,-1836.6999816894531,0.0,128.0,,0.017273417599660425,1.5591093304560355,-1.707229993158373e-05,True,179.0,False,2,False,False,,jamdef13,3351595734301454363,8.0,103.29000091552734,5215.009765625,17.0,-156.00000381469727,2087.899932861328,3.400000035762787,-0.7000000029802322,0.0,0.0,128.0,128.0,,0.009604511423731933,-1.4960558039991099,2.5683399421497626e-07,,False,False,False,146.0,False,,CarGoesBrummm,4397455427977710418,10.0,1385.1400146484375,1674.0899658203125,69.22000122070312,-13516.400146484375,-16737.5,-2410.5999755859375,-276.70000076293945,-996.8000030517578,-410.49999237060547,255.0,72.0,False,-0.09602988015165478,-1.7583230873336098,-0.5310889366118098,True,4,False,223.0,False,4,
17,1480,38,False,False,0,7731.618628218886,-1160.0,-2587.110107421875,108.05000305175781,9282.2998046875,9968.400268554688,-348.1999969482422,-1266.9999694824219,-129.20000076293945,409.70001220703125,0.0,0.7643921957274766,1.17179616100054,2.6441866692835343,bf81d8692db,games5425898691,25.0,-1229.18994140625,-2704.830078125,16.860000610351562,9567.999877929688,8362.60009765625,-9.300000071525574,-50.900001525878906,-40.300002098083496,130.20000457763672,255.0,128.0,,0.011024329738094465,0.720848726913103,-0.007819728605201394,True,8,False,8,148.987733387178,True,,76561198039309853,enpitsu,27.0,-1136.1300048828125,-3568.469970703125,17.049999237060547,2190.800018310547,3644.2001342773438,2.5999999046325684,1.0000000149011612,0.9000000357627869,-435.2000045776367,255.0,128.0,,0.016631087524767177,1.021418289044205,0.0001721886371244032,True,179.0,False,2,False,False,,jamdef13,3351595734301454363,8.0,102.43000030517578,5136.080078125,17.0,-23.80000114440918,-5123.699951171875,3.400000035762787,0.0,1.5000000596046448,-310.2000045776367,250.0,113.0,,0.009475891692923925,-1.5609095516719411,-6.56284855440019e-06,,False,False,False,146.0,False,,CarGoesBrummm,4397455427977710418,10.0,286.2900085449219,440.1499938964844,17.0,-11777.19970703125,-14953.900146484375,3.3000001311302185,2.199999988079071,-2.3999999463558197,157.2000026702881,8.0,128.0,False,0.009710645526267558,-2.2187758795042614,-0.00010618769663439458,True,4,False,223.0,False,4,
18,1483,38,False,False,0,7612.380671395387,-1051.6099853515625,-2470.7900390625,99.47000122070312,9964.000244140625,11247.80029296875,-561.1000061035156,-1383.3000183105469,-221.5999984741211,671.2000274658203,0.0,0.8942934412183119,1.1402094557544096,2.53380814655923,bf81d8692db,games5425898691,25.0,-1146.0400390625,-2631.77001953125,16.940000534057617,10301.500244140625,9087.5,9.700000286102295,53.09999942779541,32.99999952316284,24.700000286102295,255.0,128.0,,0.009959185724158354,0.7256788029262409,-0.003357184488700585,True,8,False,8,139.62259808407035,True,,76561198039309853,enpitsu,27.0,-1087.25,-3498.159912109375,17.049999237060547,3531.0000610351562,4738.500061035156,2.7000001072883606,1.5999999642372131,2.3000000417232513,-427.90000915527344,255.0,0.0,,0.01662583772426309,0.9212499231521766,5.34917372981725e-05,True,179.0,False,2,False,False,,jamdef13,3351595734301454363,8.0,101.20999908447266,5089.60009765625,17.0,-246.49999618530273,-5939.000244140625,3.400000035762787,0.09999999776482582,-0.29999999329447746,-565.4000091552734,250.0,115.0,,0.00948388320403193,-1.6020862823269844,-4.1562797847632145e-05,,False,False,False,146.0,False,,CarGoesBrummm,4397455427977710418,10.0,145.74000549316406,241.94000244140625,17.0,-7038.4002685546875,-11693.499755859375,3.6000001430511475,0.5000000074505806,0.19999999552965164,1545.0,107.0,255.0,False,0.009920329999062302,-2.0816490717373473,0.00015357319579621513,True,4,False,223.0,False,4,
19,1494,38,False,False,0,7122.099876694582,-657.0399780273438,-1978.0899658203125,96.55999755859375,10712.7001953125,17235.0,-938.1999969482422,491.1000061035156,-41.79999828338623,225.9000015258789,0.0,1.2511157762408245,-1.9250405527404133,-0.7880821908179354,bf81d8692db,games5425898691,25.0,-701.4400024414062,-2152.31005859375,79.55999755859375,11085.10009765625,15925.899658203125,2308.0999755859375,-5227.9998779296875,1678.0999755859375,318.1999969482422,255.0,158.0,,0.5952733337548194,0.8717847776913806,-0.23280522831987557,True,9,False,10,133.0,False,,76561198039309853,enpitsu,27.0,-837.0,-3323.8701171875,17.049999237060547,8557.19970703125,1822.5999450683594,3.400000035762787,0.09999999776482582,0.0,-2463.8999938964844,255.0,0.0,,0.016679797311011338,0.18046480016222985,-1.2991920376136591e-05,True,210.0,False,2,False,False,,jamdef13,3351595734301454363,8.0,81.55999755859375,4767.52978515625,17.0,-610.4999923706055,-9246.500244140625,3.400000035762787,0.29999999329447746,0.09999999776482582,-0.09999999776482582,255.0,128.0,,0.009497162983332832,-1.636790871022199,3.0017209409569808e-05,,False,False,False,146.0,False,,CarGoesBrummm,4397455427977710418,10.0,-4.829999923706055,-153.67999267578125,17.0,-3502.6998901367188,-11951.099853515625,3.3000001311302185,-0.5000000074505806,-0.3999999910593033,23.19999933242798,199.0,128.0,False,0.009616868059219916,-1.8522979078787685,-5.263573269558416e-05,True,4,False,223.0,False,4,
20,1508,39,False,False,0,6308.674690716634,-123.98999786376953,-1121.260009765625,93.11000061035156,9739.600219726562,15644.200439453125,88.99999618530273,-3145.4998779296875,2168.3999633789062,225.9000015258789,0.0,0.18309864059402006,-2.06707450426039,-1.1182936744479433,bf81d8692db,games5425898691,25.0,-144.86000061035156,-1354.1700439453125,100.87000274658203,10897.60009765625,15491.8994140625,-143.1999969482422,-5326.7999267578125,1143.3999633789062,753.0000305175781,255.0,128.0,,-0.9213101287320807,-0.8301471858468829,2.2405561167808288,True,9,False,10,133.0,False,,76561198039309853,enpitsu,27.0,-422.1600036621094,-3501.52001953125,17.049999237060547,6005.4998779296875,-8592.80029296875,3.400000035762787,0.0,0.0,-2381.9000244140625,255.0,128.0,,0.01669766878313666,-1.0097236249854755,-3.802540441452543e-07,True,210.0,False,2,False,False,,jamdef13,3351595734301454363,8.0,45.83000183105469,4226.81982421875,17.0,-776.2000274658203,-11748.599853515625,3.400000035762787,0.5999999865889549,0.09999999776482582,0.0,250.0,128.0,,0.009497162983332832,-1.636790871022199,3.0017209409569808e-05,,False,False,False,177.0,False,,CarGoesBrummm,4397455427977710418,10.0,-84.12000274658203,-817.02001953125,48.849998474121094,-89.49999809265137,-13180.0,3294.5999145507812,-0.3999999910593033,-0.29999999329447746,22.899999618530273,236.0,128.0,False,0.00958246992249175,-1.572741381530563,-9.324381968869715e-05,True,4,False,223.0,False,6,
21,1509,39,False,True,1,4123.77119036207,92.77999877929688,1095.2099609375,93.97000122070312,-5037.5,24601.79931640625,2802.60009765625,-4432.9998779296875,-966.2999725341797,3926.099853515625,1.0,-0.12711957611788613,2.0219305767630855,-1.16155529239599,4397455427977710418,CarGoesBrummm,10.0,76.33000183105469,922.25,71.5199966430664,-4972.200012207031,16938.399658203125,2805.7998657226562,-3154.5999145507812,-2842.7999877929688,388.10001373291016,255.0,230.0,False,-0.06128514033968504,1.5647309790309274,-0.03565323354654173,True,5,False,6,223.0,False,14.0,3351595734301454363,jamdef13,8.0,-45.83000183105469,-4226.81982421875,17.0,776.2000274658203,11748.599853515625,3.400000035762787,-0.5999999865889549,-0.09999999776482582,0.0,250.0,128.0,,-0.009497162983332832,1.636790871022199,3.0017209409569808e-05,,177.0,False,False,False,False,,enpitsu,76561198039309853,27.0,422.1600036621094,3501.52001953125,17.049999237060547,-6005.4998779296875,8592.80029296875,3.400000035762787,-0.0,-0.0,-2381.9000244140625,255.0,128.0,,-0.01669766878313666,1.0097236249854755,-3.802540441452543e-07,True,False,False,2,210.0,False,,games5425898691,bf81d8692db,25.0,144.86000061035156,1354.1700439453125,100.87000274658203,-10897.60009765625,-15491.8994140625,-143.1999969482422,5326.7999267578125,-1143.3999633789062,753.0000305175781,255.0,128.0,,0.9213101287320807,0.8301471858468829,2.2405561167808288,True,9,False,133.0,False,10,
22,1510,39,False,False,0,6341.869422992981,-72.1500015258789,-1148.1300048828125,100.1500015258789,5460.999755859375,17251.400146484375,958.4999847412109,333.49998474121094,1260.6999969482422,1298.0000305175781,0.0,0.21817019829963408,-1.9268368483331944,-1.2397073979783368,bf81d8692db,games5425898691,24.0,-54.81999969482422,-1232.8399658203125,99.68000030517578,10385.400390625,8771.699829101562,-30.199999809265137,1166.6999816894531,316.3999938964844,5365.3997802734375,255.0,128.0,,-1.0242111358879207,0.1646279380694818,1.3976167537571167,True,10,False,10,133.0,False,,76561198039309853,enpitsu,27.0,-379.7900085449219,-3578.820068359375,17.049999237060547,4287.39990234375,-9784.000244140625,3.400000035762787,0.0,0.0,-2384.7000122070312,255.0,128.0,,0.016692933016545283,-1.2083564697846911,-5.169346207781909e-06,True,210.0,False,2,False,False,,jamdef13,3351595734301454363,8.0,39.27000045776367,4127.52001953125,17.0,-795.8999633789062,-12047.60009765625,3.400000035762787,0.5999999865889549,0.09999999776482582,0.0,250.0,128.0,,0.009497162983332832,-1.636790871022199,3.0017209409569808e-05,,False,False,False,177.0,False,,CarGoesBrummm,4397455427977710418,10.0,-76.33000183105469,-922.25,71.5199966430664,4972.200012207031,-16938.399658203125,2805.7998657226562,3154.5999145507812,2842.7999877929688,388.10001373291016,255.0,230.0,False,0.06128514033968504,-1.5647309790309274,-0.03565323354654173,True,5,False,253.0,False,6,
23,1512,39,False,False,1,4050.622304542022,103.5,1167.6600341796875,95.87000274658203,8208.699951171875,8029.69970703125,438.1999969482422,-964.8999786376953,-941.5000152587891,-3792.9998779296875,1.0,-0.254719907459104,1.8668923590919546,-1.3303842804372346,4397455427977710418,CarGoesBrummm,10.0,34.560001373291016,992.5700073242188,89.87999725341797,-5575.4998779296875,4243.599853515625,2196.6000366210938,897.5,-3673.900146484375,-3993.2000732421875,255.0,245.0,False,0.03710387165363206,1.778314347077907,-0.424838054996995,True,5,False,6,253.0,False,,3351595734301454363,jamdef13,8.0,-31.8700008392334,-4015.550048828125,17.0,815.9999847412109,12350.699462890625,3.400000035762787,-0.7000000029802322,-0.09999999776482582,0.0,251.0,128.0,,-0.00950453579063884,1.6367906065713274,2.2140932962214037e-05,,177.0,False,False,False,False,,enpitsu,76561198039309853,27.0,379.7900085449219,3578.820068359375,17.049999237060547,-4287.39990234375,9784.000244140625,3.400000035762787,-0.0,-0.0,-2384.7000122070312,255.0,128.0,,-0.016692933016545283,1.2083564697846911,-5.169346207781909e-06,True,False,False,2,210.0,False,,games5425898691,bf81d8692db,24.0,-18.139999389648438,1227.260009765625,98.87000274658203,-9169.099731445312,326.89998626708984,-310.5999946594238,-1071.1000061035156,-447.7000045776367,5371.5997314453125,255.0,128.0,,1.0421362691246463,-0.5520927573206528,1.6177440187049403,True,10,False,133.0,False,10,
24,1578,41,False,False,0,7715.496692504265,-1508.8299560546875,-2551.1201171875,126.22000122070312,7854.4000244140625,22567.19970703125,10234.600219726562,5287.19970703125,-2230.2999877929688,-1752.2999572753906,0.0,0.509564368310946,-2.9811574982192663,-0.7603704121760979,76561198039309853,enpitsu,27.0,-1594.5799560546875,-2800.7099609375,17.049999237060547,-1574.1000366210938,22010.10009765625,-1.5000000596046448,-0.09999999776482582,1.5999999642372131,-1891.199951171875,255.0,0.0,False,0.016785867221586044,1.58295683194018,-0.00010399905750823978,True,False,False,2,94.02146229179951,True,,bf81d8692db,games5425898691,24.0,98.31999969482422,-417.489990234375,17.010000228881836,-1202.3999786376953,11885.6005859375,2.0999999344348907,0.09999999776482582,-2.0999999344348907,-181.8000030517578,255.0,89.0,,0.009555311324438868,1.674226687922375,3.621797112090481e-05,True,133.0,False,10,False,10,,jamdef13,3351595734301454363,8.0,-190.69000244140625,4293.6298828125,17.0,-3662.7999877929688,11701.400146484375,3.3000001311302185,-0.7999999821186066,-0.09999999776482582,0.0,0.0,128.0,,0.009707804105270976,-1.2674223112514362,9.800245259044074e-06,,False,False,False,177.0,False,,CarGoesBrummm,4397455427977710418,10.0,-553.3499755859375,-1419.1400146484375,17.010000228881836,-15305.10009765625,6628.499755859375,-0.29999999329447746,0.19999999552965164,-0.5999999865889549,-1.7000000178813934,255.0,128.0,False,0.009575416808167371,2.7326056349076713,2.5140344680327482e-05,True,6,False,177.74929043041766,True,6,
25,1651,44,False,True,0,2375.2653326625014,487.6600036621094,3209.360107421875,498.7300109863281,-2808.0999755859375,8547.5,-1120.0,925.9999847412109,4026.9000244140625,2880.2999877929688,0.0,-1.1353230792249323,1.8771424922502837,2.8243926971120232,bf81d8692db,games5425898691,24.0,577.5499877929688,3268.85009765625,435.2699890136719,-2859.2001342773438,16033.299560546875,1226.2000274658203,476.3999938964844,-4736.000061035156,2755.4998779296875,255.0,255.0,,0.7794388019563647,-2.4322161055552156,-0.6932638138551537,True,10,False,12,48.43177635438981,True,,76561198039309853,enpitsu,27.0,2785.72998046875,-173.0,17.040000915527344,20936.10107421875,1791.6000366210938,4.1999998688697815,-1.0999999940395355,0.0,1626.9999694824219,255.0,255.0,True,0.01678807830883498,0.11978351509033812,0.000244635574551155,True,58.0,False,2,False,False,,jamdef13,3351595734301454363,8.0,576.3200073242188,4361.2998046875,37.689998626708984,9388.599853515625,-2655.7000732421875,3268.599853515625,-28.19999933242798,-101.80000305175781,0.0,255.0,128.0,,0.008636771178041744,-0.2756706061515788,-4.8844027547369505e-05,,False,False,3,177.0,False,,CarGoesBrummm,4397455427977710418,10.0,-573.7100219726562,3599.919921875,17.010000228881836,-2043.9999389648438,21771.201171875,2.0000000298023224,0.0,0.29999999329447746,22.300000190734863,233.0,115.0,False,0.009594620132170563,1.6767376005780732,-0.00011778333506337003,True,6,False,102.0,False,6,
26,1701,46,False,False,1,9686.986686056223,-156.30999755859375,-4489.66015625,223.72999572753906,-16094.7998046875,3332.2000122070312,-4071.7001342773438,1679.4000244140625,-3784.8001098632812,4342.099914550781,1.0,1.471573668150084,-0.7657948906871171,2.2117233310124917,4397455427977710418,CarGoesBrummm,10.0,10.210000038146973,-4569.1298828125,278.4200134277344,-9340.499877929688,4786.300048828125,2558.800048828125,-2865.4000854492188,-4296.600036621094,1891.3999938964844,255.0,249.0,,-0.13612556785842994,0.5379897700293232,0.3322154562976297,True,7,False,8,45.665987060916024,True,,3351595734301454363,jamdef13,8.0,-2317.090087890625,-3869.679931640625,16.700000762939453,-9864.400024414062,2558.9999389648438,-129.79999542236328,592.9999923706055,391.8000030517578,40.900001525878906,194.0,,,-0.027619494951229177,0.25704082573356707,0.011624973187718504,True,177.0,False,4,False,False,,enpitsu,76561198039309853,27.0,-2190.860107421875,-1771.1400146484375,17.040000915527344,10930.999755859375,-14690.899658203125,4.300000071525574,0.29999999329447746,-0.29999999329447746,-1980.5000305175781,255.0,128.0,,-0.016774180838320277,-2.1447405388914684,-4.530661106269996e-05,True,False,False,2,214.0,False,,games5425898691,bf81d8692db,24.0,-534.25,-5801.669921875,39.470001220703125,-9044.400024414062,-6157.60009765625,951.8000030517578,-1567.1000671386719,414.3000030517578,-2537.5999450683594,255.0,0.0,,0.11866711270088541,-0.5543330342460243,0.12502787951069116,True,10,False,42.0,False,12,
