,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
41,2525,85,False,False,0,7332.127746873127,3993.7900390625,-323.5199890136719,315.2099914550781,-11286.199951171875,14801.8994140625,3671.400146484375,939.5999908447266,1426.6000366210938,-5751.5997314453125,0.0,1.1231345279446678,2.2738015740658315,-0.5134491410093612,bf81d8692db,games5425898691,24.0,3918.570068359375,-496.32000732421875,223.85000610351562,18393.900146484375,8684.099731445312,1587.5,-4539.800109863281,3100.10009765625,169.59999084472656,255.0,214.0,,-0.3033622415943014,0.6545496987565405,-0.2933062163798911,True,37,False,40,35.88776791480281,True,,76561198039309853,enpitsu,26.0,72.27999877929688,440.19000244140625,17.049999237060547,5704.5001220703125,12256.500244140625,3.400000035762787,0.0,0.0,2265.8999633789062,255.0,128.0,,0.01673967940260619,1.2002523977929564,2.189454722910208e-05,True,24.743604549797634,True,False,22,20,,JaimeQuint96,b410453f7cb,16,828.8699951171875,1322.5899658203125,17.010000228881836,-2401.699981689453,14802.099609375,2.7000001072883606,-0.19999999552965164,-0.09999999776482582,2052.4000549316406,209.0,255.0,False,0.009568662966125789,1.7992523727795222,-3.758913870511097e-07,True,4,255.0,False,4,False,,CiJey .-,bab4d0f12eb,12.0,3844.39990234375,-2577.969970703125,18.3799991607666,3921.4999389648438,22621.69921875,238.70000839233398,-177.5,-885.2999877929688,302.00000762939453,225.0,128.0,0.0013437167793995382,1.4233994438809483,-0.0511315103215719,True,189.0,False,28,26,False,,
42,2590,88,False,False,1,8309.458160097089,-1618.3199462890625,-2779.929931640625,208.0,-4839.700012207031,26275.90087890625,10531.199951171875,4130.7000732421875,2971.199951171875,-3179.4000244140625,1.0,-0.4052690482576748,-1.92611446579426,1.8575230710701123,b410453f7cb,JaimeQuint96,16.0,-1520.469970703125,-2993.719970703125,116.87000274658203,-14278.199462890625,15729.3994140625,3580.1998901367188,-3817.0001220703125,1824.7999572753906,-1049.5999908447266,255.0,0.0,False,-0.021482369392559684,0.4945716372872446,0.052916088936592234,True,5,False,6,215.37606867667162,True,,bab4d0f12eb,CiJey .-,12.0,-3286.06005859375,-2572.340087890625,17.0,13565.10009765625,-15918.1005859375,3.700000047683716,-1.4000000059604645,1.899999976158142,1659.1000366210938,230.0,144.0,,-0.009564298452907684,-2.3564755423607147,-4.214043926417509e-05,True,173.0,False,False,28,26,,enpitsu,76561198039309853,26,-1278.9300537109375,-3336.75,17.049999237060547,-11156.800537109375,10184.400024414062,3.3000001311302185,-0.0,-0.0,-2082.899932861328,255.0,0.0,,-0.016773074872730366,0.8056060287881818,-1.0301382493761694e-05,True,20,21.0,False,22,False,,games5425898691,bf81d8692db,24.0,-3257.449951171875,-642.2999877929688,17.010000228881836,9443.900146484375,3423.2998657226562,2.3000000417232513,-1.4000000059604645,-0.5000000074505806,691.1000061035156,255.0,128.0,-0.00954017859142714,2.7385112517722785,-0.0002588179721072258,True,26.0,False,40,38,False,,
43,2705,92,False,False,1,2978.2597263163034,-1905.2099609375,4128.43994140625,355.55999755859375,26908.1005859375,5333.699951171875,11346.400146484375,5958.499755859375,-276.9000053405762,-647.3999786376953,1.0,-0.08725922698561187,-2.94348566282701,2.018672736236693,b410453f7cb,JaimeQuint96,16.0,-2043.0400390625,4036.010009765625,198.74000549316406,18170.0,13821.199951171875,2513.000030517578,2068.8999938964844,3958.9999389648438,3208.599853515625,230.0,0.0,False,0.582006128339752,2.206616253117409,0.7049595830623319,True,7,False,8,136.0,False,,bab4d0f12eb,CiJey .-,12.0,-812.6599731445312,1511.8699951171875,17.0,66.10000133514404,16595.899658203125,3.400000035762787,-0.09999999776482582,-0.5999999865889549,0.0,154.0,128.0,False,-0.009575090968591477,1.5748125709863399,7.232568610325873e-05,True,106.0,False,False,28,26,,enpitsu,76561198039309853,26,-629.4299926757812,4462.259765625,17.049999237060547,-275.40000915527344,10391.099853515625,2.800000011920929,0.3999999910593033,0.5999999865889549,44.20000076293945,255.0,0.0,,-0.016895035164252014,1.538127551808881,-6.737959378159387e-05,True,24,51.0,False,26,False,,games5425898691,bf81d8692db,24.0,-1791.300048828125,4916.4501953125,21.979999542236328,13621.800537109375,-825.8000183105469,2999.8001098632812,0.19999999552965164,-0.0,-2046.6999816894531,128.0,16.0,-0.0096692168244706,-3.0171008578109473,-1.3471585128771047e-05,True,0.0,False,43,40,False,,
44,2800,95,False,False,1,3827.2604519030547,3989.2900390625,2886.22998046875,361.6300048828125,1265.4000091552734,11736.800537109375,15943.399658203125,5761.500244140625,-1128.1999969482422,1237.3999786376953,1.0,-0.2506239493319553,-1.3710115177197955,-0.33337029737765783,bab4d0f12eb,CiJey .-,12.0,3978.2900390625,2809.199951171875,181.91000366210938,10072.7001953125,19816.099853515625,3846.0000610351562,-1613.3999633789062,-4244.200134277344,-1196.500015258789,255.0,255.0,,0.7377182137972937,2.1752970278682744,-0.19337091278477597,True,27,False,30,51.587466616784376,True,,b410453f7cb,JaimeQuint96,16.0,423.75,4598.52001953125,17.010000228881836,2900.4000854492188,-9517.7001953125,2.5,-0.5999999865889549,1.8000000715255737,-1139.4000244140625,207.0,26.0,,-0.00955084758391278,-1.8785313187994894,-0.0002018272056952105,True,136.0,False,False,8,8,,enpitsu,76561198039309853,26,2976.27001953125,4086.64990234375,17.049999237060547,4709.4000244140625,-5540.3997802734375,3.799999952316284,-0.0,0.5000000074505806,-1242.6000213623047,0.0,128.0,,-0.017254316692945436,-2.291990144005716,-0.0001962351283746409,True,24,255.0,False,26,False,,games5425898691,bf81d8692db,24.0,-203.67999267578125,4908.4501953125,17.010000228881836,862.3999786376953,-13092.39990234375,2.3999999463558197,0.3999999910593033,4.399999976158142,839.8999786376953,255.0,128.0,-0.009523395929082178,-1.6833022200113945,-3.682868092066392e-05,True,,False,44,40,False,,
45,2913,100,False,False,0,9977.56679524084,-1860.5999755859375,-4790.830078125,234.00999450683594,-14208.399658203125,5232.5,-5207.80029296875,-764.4999694824219,-2959.2001342773438,3597.7999877929688,0.0,-0.6734863254299173,1.8212454970835763,-0.6350896424141882,bf81d8692db,games5425898691,24.0,-1649.0799560546875,-4806.89990234375,206.5399932861328,-6795.2001953125,3967.0999145507812,-168.89999389648438,-4991.199951171875,-2201.300048828125,-700.9999847412109,255.0,0.0,,0.30419467224380825,-2.7233243735999983,1.8087080871715133,True,41,False,46,31.0,False,,76561198039309853,enpitsu,26.0,-1627.3599853515625,-4847.39013671875,121.88999938964844,-3488.9999389648438,-957.3999786376953,-200.9000015258789,-4849.5001220703125,-2461.1000061035156,-821.2000274658203,128.0,0.0,False,0.15499360735428594,-2.7428990375433013,1.5504322457548028,True,247.0,False,False,28,25,,JaimeQuint96,b410453f7cb,16,-2240.340087890625,-2512.179931640625,17.010000228881836,-5472.1002197265625,1745.7000732421875,2.3999999463558197,3.100000023841858,-1.0000000149011612,1706.9000244140625,139.0,197.0,False,0.009595002504977284,2.8221163667060316,9.89220679365006e-05,True,8,154.0,False,8,False,,CiJey .-,bab4d0f12eb,12.0,-643.5900268554688,-4904.81982421875,1160.800048828125,13953.399658203125,349.50000762939453,-6521.099853515625,1058.7000274658203,3151.4999389648438,-477.40001678466797,128.0,128.0,0.259543694095899,2.957186068347012,0.1748704828196251,True,3.0,False,32,30,False,,
46,2966,101,False,False,1,3093.7455249009663,3811.070068359375,4103.83984375,215.5,5302.0001220703125,1321.300048828125,1336.6999816894531,-4709.4000244140625,2429.2999267578125,-2814.1000366210938,1.0,-0.034699870220326515,0.8866844629697754,2.4391292075558537,b410453f7cb,JaimeQuint96,16.0,3727.25,4067.22998046875,225.75999450683594,2760.2999877929688,13701.700439453125,7086.400146484375,24.700000286102295,-2844.5001220703125,-4707.099914550781,229.0,226.0,False,0.8448877782510933,1.8265761541231371,-0.5538790743299966,True,8,False,10,35.0,False,,bab4d0f12eb,CiJey .-,12.0,-1749.97998046875,5027.93994140625,38.2400016784668,-10683.1005859375,-4362.900085449219,-2704.7000122070312,-4055.7000732421875,-881.9999694824219,1316.4999389648438,255.0,157.0,,-0.22675175674114167,-0.483952799381455,-0.5175567821426356,False,0.0,False,False,32,30,,enpitsu,76561198039309853,26,1454.949951171875,4832.81005859375,17.049999237060547,-9055.499877929688,-2686.199951171875,2.8999999165534973,0.5000000074505806,-0.3999999910593033,0.0,0.0,128.0,False,-0.016920880131518518,2.8532187898564305,-3.448518288260275e-05,True,26,247.0,False,28,False,,games5425898691,bf81d8692db,24.0,2611.830078125,4774.7099609375,17.010000228881836,-2165.399932861328,9564.7998046875,2.800000011920929,-0.09999999776482582,-0.0,2422.899932861328,255.0,255.0,-0.00952837200473587,1.2986118998944685,-1.9704613594090688e-05,True,31.0,False,46,42,False,,
47,3048,104,False,False,0,9317.931413999915,-3772.409912109375,-3722.85009765625,103.72000122070312,-14099.69970703125,15658.1005859375,5280.2001953125,1286.3999938964844,2959.5001220703125,598.1000137329102,0.0,-0.11022891507902177,1.4948405878486406,0.9997339270617914,bf81d8692db,games5425898691,24.0,-3597.2099609375,-3920.8798828125,17.0,-10728.299560546875,12282.19970703125,3.6000001430511475,-1.7000000178813934,-0.5999999865889549,1180.6999969482422,255.0,165.0,,0.009496821998712334,2.3360648975688387,-0.0001583032290606551,True,42,False,46,0.0,False,,76561198039309853,enpitsu,26.0,200.5800018310547,-4619.4501953125,17.049999237060547,0.0,-0.09999999776482582,2.800000011920929,0.5999999865889549,-0.7000000029802322,0.0,,,,0.01670948026465028,-3.1071433371651023,5.5831482512110475e-05,True,247.0,False,False,28,26,,JaimeQuint96,b410453f7cb,16,-2549.610107421875,-4771.39013671875,17.010000228881836,-4733.2000732421875,5001.600036621094,2.3999999463558197,-0.5999999865889549,-0.09999999776482582,0.09999999776482582,236.0,128.0,,0.009470964179243872,2.3287064070329864,-6.192315382251701e-06,False,8,0.0,False,10,False,,CiJey .-,bab4d0f12eb,12.0,2168.72998046875,-651.1799926757812,45.36000061035156,-7832.0001220703125,21550.400390625,-1799.4000244140625,-1982.4000549316406,-789.1999816894531,32.40000009536743,255.0,,-0.4036773182714915,1.9430762963259596,0.01705909225660022,True,192.73857212323014,True,34,32,False,,
48,3110,107,False,False,0,6967.227263215754,-3948.780029296875,-1122.81005859375,748.3699951171875,1791.6999816894531,12740.30029296875,-3728.900146484375,-2652.0001220703125,-2361.4999389648438,1993.699951171875,0.0,-0.2696702280302256,1.4367191062944438,1.4847924801464834,bf81d8692db,games5425898691,24.0,-4078.989990234375,-1284.5699462890625,785.0800170898438,3.0000001192092896,13274.200439453125,-2361.4999389648438,-721.1000061035156,-2.800000011920929,0.5999999865889549,255.0,26.0,,0.17617032760884463,1.5805148764261203,1.5726322226461114,True,42,False,46,0.0,False,,76561198039309853,enpitsu,26.0,-234.3699951171875,-4007.760009765625,17.049999237060547,2669.5999145507812,7171.9000244140625,2.8999999165534973,0.09999999776482582,0.19999999552965164,-487.20001220703125,255.0,128.0,False,0.01668519148909991,1.0827816158636543,6.802037835867173e-05,True,247.0,False,False,28,26,,JaimeQuint96,b410453f7cb,15,-3668.590087890625,-1962.6199951171875,16.989999771118164,-2407.5,17802.7001953125,4.799999892711639,0.3999999910593033,-2.0000000298023224,358.3000183105469,196.0,128.0,,0.009610185099560463,1.732083473986702,-4.998039722422822e-05,False,10,244.0,False,12,False,,CiJey .-,bab4d0f12eb,12.0,480.54998779296875,3699.02001953125,16.989999771118164,-19712.099609375,6055.9002685546875,5.0,0.5000000074505806,0.0,1771.9000244140625,239.0,246.0,0.009600160162719121,2.893847645514214,0.0001257481527492079,True,171.0,False,34,32,False,,
49,3136,108,False,False,1,5973.130532270827,3771.820068359375,-95.26000213623047,110.83999633789062,-8965.30029296875,-24257.19970703125,-1613.6000061035156,142.39999771118164,-591.8000030517578,-1546.3999938964844,1.0,-0.30715275338986736,0.42001334316795985,-2.9402080120719933,b410453f7cb,JaimeQuint96,15.0,3852.35009765625,70.11000061035156,18.809999465942383,1348.3999633789062,-22959.89990234375,155.600004196167,1453.9999389648438,-4125.400085449219,-3334.1000366210938,255.0,255.0,,-0.00032864320932345645,-1.779625084071904,0.21212627636843792,False,10,False,12,181.34746658673842,True,,bab4d0f12eb,CiJey .-,12.0,1144.050048828125,-3333.610107421875,16.989999771118164,11024.000244140625,2636.7999267578125,4.799999892711639,-0.5000000074505806,-0.5000000074505806,-3.400000035762787,128.0,128.0,,-0.009677254254594958,2.907443248390071,6.806265217623073e-05,True,202.0,False,False,34,32,,enpitsu,76561198039309853,26,-44.0099983215332,3032.449951171875,17.049999237060547,-1531.0000610351562,-12365.6005859375,2.800000011920929,-0.0,-0.7999999821186066,0.29999999329447746,255.0,128.0,False,-0.0167284999832428,-1.4476647173232242,-6.812823462110673e-05,True,26,247.0,False,28,False,,games5425898691,bf81d8692db,24.0,3974.68994140625,-10.220000267028809,55.709999084472656,-3785.0,-13895.0,-2125.2999877929688,3315.7000732421875,1968.5000610351562,-3062.39990234375,255.0,0.0,-0.5074655068547899,-0.2922840550913677,0.25780687519074064,True,0.0,False,46,42,False,,
50,3170,109,False,False,1,8166.462187472371,2790.06005859375,-2803.780029296875,110.43000030517578,18012.5,8667.80029296875,11382.60009765625,4666.499938964844,-2605.0,-2727.0999145507812,1.0,-0.6850307226270679,0.6331362713460743,-3.032003304327199,bab4d0f12eb,CiJey .-,12.0,2623.5400390625,-2956.860107421875,16.989999771118164,15231.600341796875,9728.400268554688,2.3999999463558197,0.5999999865889549,0.09999999776482582,124.60000038146973,255.0,128.0,,-0.009612708223400317,2.558967673562994,-0.0001083511746743286,True,32,False,34,126.84978930924527,True,,b410453f7cb,JaimeQuint96,15.0,3696.639892578125,-2808.300048828125,17.0,-6313.499755859375,-21615.70068359375,3.700000047683716,-1.0999999940395355,-2.8999999165534973,-1550.0999450683594,199.0,96.0,,-0.009622784760841453,-1.2203189179861977,-4.567031880502107e-05,True,174.0,False,False,12,10,,enpitsu,76561198039309853,26,493.6700134277344,1546.9599609375,17.049999237060547,12943.299560546875,-3495.4000854492188,3.400000035762787,-0.0,-0.0,2277.7000427246094,255.0,255.0,False,-0.01674583333921473,-2.9428427016997887,-1.602635815871819e-05,True,26,255.0,False,28,False,,games5425898691,bf81d8692db,24.0,3117.81005859375,-361.3500061035156,17.010000228881836,-7142.7001953125,5525.10009765625,2.800000011920929,-0.0,-0.09999999776482582,-2249.4000244140625,128.0,0.0,-0.00962987878261866,0.703845028153919,9.751107331059635e-06,True,0.0,False,46,42,False,,
51,3232,111,False,False,1,6474.840542968722,2421.449951171875,-1152.5799560546875,586.0599975585938,5848.699951171875,11756.700439453125,-392.40001678466797,391.1000061035156,2344.1000366210938,-884.8000335693359,1.0,1.125454454219356,-0.6110895506115187,1.7349851340149427,bab4d0f12eb,CiJey .-,12.0,2275.7099609375,-1271.72998046875,501.92999267578125,-3070.7000732421875,11683.199462890625,4562.699890136719,2032.2000122070312,3079.7000122070312,507.5,11.0,0.0,,0.5999035608724738,2.551564346961935,0.9991820528194714,True,32,4,36,66.35274832735782,True,,b410453f7cb,JaimeQuint96,14.0,975.8900146484375,-3848.64990234375,17.0,-8561.099853515625,7637.80029296875,3.8999998569488525,-0.09999999776482582,-0.0,-2365.399932861328,241.0,0.0,False,-0.009552574595738383,0.7887620777252156,-3.135708608955623e-05,True,255.0,False,False,12,10,,enpitsu,76561198039309853,26,917.4299926757812,3803.909912109375,17.049999237060547,-8021.7999267578125,851.6000366210938,4.4999998807907104,3.3000001311302185,-2.3999999463558197,2877.9000854492188,0.0,128.0,False,-0.016903495141229255,-0.3214185757021279,-6.351315878440087e-05,True,26,255.0,False,28,False,,games5425898691,bf81d8692db,24.0,3796.610107421875,867.3800048828125,16.770000457763672,-3595.7998657226562,13918.699951171875,-56.19999885559082,48.20000171661377,236.70000076293945,81.30000114440918,255.0,128.0,-0.009645102083053081,1.30259210834867,0.004973482773678611,True,223.69099364485794,True,46,42,False,,
52,3402,117,False,False,0,8809.135392979837,-3562.8798828125,-3255.75,98.1500015258789,-3219.89990234375,15023.1005859375,7764.6002197265625,5730.5999755859375,1557.2999572753906,-856.9999694824219,0.0,0.9961431833319613,-2.461969054602004,-0.0602840529138042,76561198039309853,enpitsu,26.0,-3514.889892578125,-3417.64990234375,17.049999237060547,-2247.2999572753906,11864.69970703125,-1.8000000715255737,0.09999999776482582,-1.0000000149011612,-377.40001678466797,128.0,0.0,False,0.01672057240525723,1.7263029208740783,0.0003001620639482113,True,26,False,28,211.0,False,,bf81d8692db,games5425898691,24.0,-3916.159912109375,-2781.080078125,31.739999771118164,1133.3000183105469,8033.800048828125,-434.3000030517578,-906.6999816894531,-430.60001373291016,-2245.800018310547,255.0,0.0,,0.07161703499258609,1.42662314393879,0.3440049189413898,True,252.0,False,False,48,42,,JaimeQuint96,b410453f7cb,14,-2274.090087890625,1154.02001953125,17.020000457763672,10297.39990234375,4399.89990234375,1.4000000059604645,0.7999999821186066,0.09999999776482582,-2336.199951171875,211.0,0.0,False,0.009582262956083805,0.3487139113951766,-7.052405033004354e-05,True,10,171.0,False,12,False,,CiJey .-,bab4d0f12eb,12.0,-3776.820068359375,-2021.780029296875,101.95999908447266,3452.60009765625,-17530.799560546875,3727.5,-1222.6000213623047,-634.7000122070312,-258.4000015258789,255.0,128.0,-0.23975569225976381,-1.4461410363845495,0.08546058200938049,True,0.0,False,38,32,4,,False
53,3412,118,False,False,1,3696.7715947182387,3723.300048828125,2758.300048828125,396.3399963378906,11897.39990234375,3624.2999267578125,15567.19970703125,4988.399963378906,1208.0000305175781,-3107.3001098632812,1.0,-0.09834180658292098,-1.9469664026714526,-1.9283783195336672,bab4d0f12eb,CiJey .-,12.0,3578.580078125,2805.6298828125,196.86000061035156,-6494.89990234375,19925.6005859375,119.39999580383301,-4307.200012207031,-2381.6000366210938,-2454.600067138672,240.0,144.0,False,-0.5023523262746296,1.5940226118569916,-0.2625264958326939,True,33,4,38,0.0,False,,b410453f7cb,JaimeQuint96,14.0,1887.050048828125,-1145.6300048828125,17.020000457763672,-9891.599731445312,4586.499938964844,1.4000000059604645,-0.09999999776482582,-0.09999999776482582,-2335.0,150.0,0.0,False,-0.009558104949568672,0.4927367683510771,-1.7208367334460177e-05,True,171.0,False,False,12,10,,enpitsu,76561198039309853,26,3564.570068359375,3023.580078125,17.059999465942383,-368.8999938964844,-4848.299865722656,1.4000000059604645,0.29999999329447746,-1.0000000149011612,-361.19998931884766,128.0,128.0,False,-0.0173059951258329,-1.4493852367048938,0.00014047873696470804,True,26,211.0,False,28,False,,games5425898691,bf81d8692db,24.0,3749.889892578125,2439.340087890625,16.809999465942383,-5705.10009765625,-8865.499877929688,37.69999980926514,-21.700000762939453,-58.60000133514404,-17.40000009536743,255.0,128.0,-0.008696103083618513,-0.9952229755657551,-0.004356392482129567,True,252.0,False,48,42,False,,
54,3506,121,False,True,1,1595.380721623048,1862.0899658203125,3870.389892578125,674.4400024414062,-18370.899658203125,13967.900390625,-7357.80029296875,991.6000366210938,-2343.800048828125,5433.499755859375,1.0,-1.082392471537602,-0.2616362591847844,-3.044709032174003,b410453f7cb,JaimeQuint96,14.0,2025.43994140625,3740.570068359375,654.1599731445312,-1205.5000305175781,20519.3994140625,3481.199951171875,1007.3999786376953,-2545.0999450683594,-3852.39990234375,200.0,205.0,True,0.4188064963596286,0.38556664335588053,-1.506256479778806,True,10,False,14,73.0,False,,bab4d0f12eb,CiJey .-,12.0,1631.0899658203125,2376.469970703125,47.209999084472656,-2706.9000244140625,-16306.700439453125,-3113.699951171875,1183.1999969482422,-213.79999160766602,616.6999816894531,251.0,255.0,False,0.15672487875353622,-1.6149744290409025,-0.4132971983386256,False,0.0,False,4,40,36,,enpitsu,76561198039309853,26,1774.6700439453125,4405.56982421875,22.030000686645508,-4724.100036621094,-2868.800048828125,2998.2998657226562,-0.5000000074505806,-0.7999999821186066,59.89999771118164,128.0,0.0,False,-0.016877129375702536,-0.555051581032302,-0.00011162160201494791,True,26,198.43435708425378,True,29,False,,games5425898691,bf81d8692db,24.0,-295.1300048828125,4509.02001953125,17.010000228881836,7239.89990234375,10094.69970703125,2.3000000417232513,0.7999999821186066,1.2999999523162842,-696.5000152587891,255.0,128.0,-0.009562019689643049,2.2506660784809873,0.00021942766629516762,True,235.0,False,50,44,False,,
55,3526,122,False,False,0,9963.388822222778,-611.280029296875,-4819.31982421875,154.39999389648438,-8689.400024414062,-1008.0999755859375,13777.39990234375,2136.6000366210938,5583.0999755859375,512.400016784668,0.0,0.949573181009335,-1.926801196566542,-2.9935554401122544,bf81d8692db,games5425898691,24.0,-524.3699951171875,-4865.259765625,81.37999725341797,-14246.199951171875,1123.7999725341797,1986.9999694824219,-1938.0000305175781,-5083.999938964844,-803.6000061035156,255.0,156.0,,0.7053768799359097,2.7468897711834335,-0.04839434065242649,True,45,False,52,235.0,False,,76561198039309853,enpitsu,26.0,-1137.77001953125,-4214.97021484375,193.16000366210938,11736.199951171875,1663.800048828125,-163.89999389648438,1967.2999572753906,4930.299987792969,-1438.9999389648438,128.0,128.0,False,0.5176631591224137,1.940006581358683,3.01906091098868,True,197.0,False,False,30,27,,JaimeQuint96,b410453f7cb,14,-1975.8299560546875,-5024.52978515625,658.0900268554688,-2718.9999389648438,923.7000274658203,-3371.199951171875,2303.000030517578,193.29999923706055,-1503.9999389648438,177.0,141.0,False,0.0015011895884514447,-1.1596935666480896,1.782834126018487,True,10,73.0,False,14,False,,CiJey .-,bab4d0f12eb,12.0,-2053.260009765625,-1362.9300537109375,17.020000457763672,-9617.000122070312,11444.89990234375,1.0999999940395355,-0.3999999910593033,0.3999999910593033,4.399999976158142,255.0,128.0,0.009595587171214219,2.2703375580052914,-5.6894863800817266e-05,True,0.0,False,40,36,4,,False
56,3613,125,False,False,0,10190.143885616722,-3103.7900390625,-4808.10009765625,1188.780029296875,-6801.300048828125,13398.299560546875,73.4000015258789,-3643.9999389648438,4106.9000244140625,2419.4000244140625,0.0,1.3601839382180545,-1.2376416234701804,-2.914202376182157,bf81d8692db,games5425898691,24.0,-3052.080078125,-4962.22021484375,1066.7099609375,-6503.900146484375,3851.199951171875,2423.699951171875,-2379.1000366210938,-1802.1000671386719,-911.9999694824219,255.0,0.0,,-0.36770662161782797,2.56009279616074,1.5746332237179228,True,46,False,52,235.0,False,,76561198039309853,enpitsu,26.0,-249.6199951171875,-5123.85009765625,17.059999465942383,-790.2999877929688,6282.60009765625,2.0000000298023224,-0.09999999776482582,0.09999999776482582,-2306.3999938964844,255.0,0.0,False,0.016633036368622445,1.7143850325939427,-5.066399113669354e-05,True,197.0,False,False,30,28,,JaimeQuint96,b410453f7cb,14,-3010.199951171875,-4053.159912109375,16.989999771118164,-375.09998321533203,15228.900146484375,5.0,0.09999999776482582,0.7999999821186066,-1968.2000732421875,216.0,33.0,,0.009606593586184356,1.5317830532280514,-3.479875622058808e-05,False,10,0.0,False,14,False,,CiJey .-,bab4d0f12eb,12.0,-3973.64990234375,-1261.02001953125,61.20000076293945,55.0,-3993.599853515625,-36.30000114440918,20.59999942779541,-24.200000762939453,32.799999713897705,128.0,128.0,-0.01438375964415025,-1.6168225441700288,-0.6003236217137957,True,255.0,False,40,36,4,,
57,3658,127,False,False,1,3768.7818588413993,3898.22998046875,2861.77001953125,416.1000061035156,-5279.6002197265625,22065.400390625,755.1000213623047,-74.60000038146973,1595.8000183105469,-5783.4002685546875,1.0,0.04371452842842023,0.6793941319433199,0.8242427156644904,bab4d0f12eb,CiJey .-,12.0,3873.739990234375,2692.1298828125,369.8599853515625,-11527.60009765625,14382.60009765625,1447.8999328613281,371.8000030517578,-5479.4000244140625,295.49999237060547,108.0,252.0,,-0.029971493314217817,1.5925524181252466,-2.740321226885161,True,37,4,42,170.77141509261182,True,,b410453f7cb,JaimeQuint96,14.0,2528.409912109375,846.030029296875,19.420000076293945,1970.0,-19841.700439453125,2980.7000732421875,-7.400000095367432,25.799999237060547,1714.4000244140625,255.0,197.0,,-0.009844058928345088,-1.7283600555553311,0.0011368494253123005,False,0.0,False,False,17,12,,enpitsu,76561198039309853,26,165.05999755859375,4272.27001953125,17.059999465942383,6364.1998291015625,4342.9998779296875,2.199999988079071,-0.0,-0.0,2456.0000610351562,255.0,128.0,False,-0.016656428776803362,2.529090263913691,2.1660730872434384e-05,True,28,228.0,False,30,False,,games5425898691,bf81d8692db,24.0,3614.429931640625,3677.050048828125,16.549999237060547,-11827.80029296875,-10486.99951171875,122.89999961853027,-31.400001049041748,-169.89999771118164,-1925.0999450683594,255.0,0.0,-0.0033834196562136983,-0.6709510175600909,-0.007590295274482052,True,216.0,False,52,46,False,,
