,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,shot_taker_handbrake
35,1838,60,False,False,0,2180.5327921687503,-500.20001220703125,2995.68994140625,93.13999938964844,-9067.60009765625,12113.699951171875,0.0,-3519.2001342773438,-4772.9998779296875,912.6000213623047,0.0,-0.7591106742786456,-1.2416666398405622,0.33874280986725314,76561198397404879,héhéhé is back,4.0,-567.5,2749.320068359375,16.989999771118164,-11832.7001953125,17961.400146484375,2.3999999463558197,-0.29999999329447746,0.5000000074505806,-1904.4000244140625,255.0,0.0,0.009599988128729557,2.089270097764742,-6.667788469554366e-05,False,142.00721725340813,True,18,14,4,,76561198343350165,N E V E K,5.0,-2994.22998046875,-4251.9599609375,17.010000228881836,-5804.0997314453125,10215.700073242188,0.09999999776482582,-0.5999999865889549,0.7999999821186066,-2316.300048828125,255.0,0.0,,0.009538659062915072,2.0393807923540628,-6.862942173124846e-05,True,False,False,False,245.59472705728265,True,,enpitsu,76561198039309853,27.0,368.94000244140625,4341.2900390625,17.030000686645508,-21362.2998046875,-8230.599975585938,5.0,4.399999976158142,1.8000000715255737,915.2999877929688,255.0,255.0,,0.016782864903072913,-2.71852469288678,-6.530996963424821e-05,True,204.0,False,10,False,14,,games5425898691,30ede34f15234a558b3594e92eb7afb6,20.0,-532.5499877929688,4115.64990234375,17.010000228881836,-3260.0,-14443.00048828125,-0.3999999910593033,0.7000000029802322,1.5999999642372131,-95.0,255.0,128.0,,0.00957620948249154,-1.8051832881011307,0.00010170364664979855,True,111.97333341772841,True,24,24,False,,False
36,1840,60,False,False,0,2091.256692425692,-560.3200073242188,3075.860107421875,93.13999938964844,-8977.19970703125,11955.30029296875,0.0,-3660.7998657226562,-4675.7000732421875,857.5,0.0,-1.0612786135638301,-1.5314706558284952,0.774694619126856,76561198397404879,héhéhé is back,4.0,-654.3699951171875,2908.72998046875,16.989999771118164,-9176.300048828125,20041.099853515625,2.3999999463558197,-0.19999999552965164,0.29999999329447746,-1962.7000427246094,255.0,0.0,0.00958418306840857,1.9274412796634208,-5.561792699207848e-05,False,135.70912675190996,True,18,14,4,,76561198343350165,N E V E K,5.0,-3035.409912109375,-4158.72021484375,17.010000228881836,-4145.7000732421875,11939.599609375,0.09999999776482582,-0.29999999329447746,0.09999999776482582,-2327.7000427246094,255.0,0.0,,0.009545592005431773,1.8453637811726484,-2.1378654881659383e-05,True,False,False,False,245.0,False,,enpitsu,76561198039309853,27.0,194.39999389648438,4265.31005859375,17.030000686645508,-20666.4990234375,-9693.400268554688,5.0,-0.5000000074505806,-0.09999999776482582,290.6999969482422,255.0,128.0,,0.016785531343065336,-2.6761136048643634,-0.00015178374600779908,True,204.0,False,10,False,14,,games5425898691,30ede34f15234a558b3594e92eb7afb6,20.0,-532.5499877929688,4115.64990234375,17.010000228881836,-3260.0,-14443.00048828125,-0.3999999910593033,0.7000000029802322,1.5999999642372131,-95.0,255.0,128.0,,0.00957620948249154,-1.8051832881011307,0.00010170364664979855,True,111.0,False,24,24,False,,False
37,1846,61,False,False,1,8622.277345814266,640.1300048828125,-3478.47998046875,154.8000030517578,-401.5999984741211,16579.7998046875,13087.2998046875,5793.599853515625,-153.50000381469727,1552.4000549316406,1.0,0.5621342427478916,-2.7998667203442067,2.2003047739770545,30ede34f15234a558b3594e92eb7afb6,games5425898691,20.0,626.72998046875,-3754.360107421875,62.59000015258789,6820.5999755859375,19145.400390625,3142.5,-2519.2999267578125,1165.999984741211,-177.60000228881836,255.0,103.0,-0.07143930909767338,1.8569514720724931,0.0034795674685422244,True,111.0,False,26,25,False,,76561198039309853,enpitsu,27.0,341.5299987792969,-3945.52001953125,27.110000610351562,18296.099853515625,13446.99951171875,3082.2000122070312,-1.1999999731779099,-0.9000000357627869,226.90000534057617,255.0,128.0,,-0.01676791056178454,2.4867813931262974,-0.00016788060766196418,True,16,False,11,197.669625571979,True,,héhéhé is back,76561198397404879,4.0,775.4299926757812,-3353.9599609375,49.38999938964844,3963.2998657226562,-22291.39892578125,3368.2998657226562,27.100000381469727,-1100.0,-1924.7000122070312,255.0,0.0,True,-0.010801825902271215,-1.5764713026976835,0.016792937417096608,False,157.0,False,14,4,20,,N E V E K,76561198343350165,5.0,3074.8798828125,3830.139892578125,17.010000228881836,191.29999160766602,-13125.2001953125,2.0000000298023224,-0.0,1.2999999523162842,-87.5,255.0,128.0,,-0.009567155357291933,-1.5731530967616139,0.00012571632103591248,True,245.0,False,False,False,False,,
38,1921,63,False,False,0,5970.7521589540775,-533.7000122070312,-819.75,1231.699951171875,5879.7998046875,21657.7001953125,4748.500061035156,-1137.699966430664,-1588.9999389648438,5575.4998779296875,0.0,-0.10521044996513632,-2.7274263679041235,-0.5890436082549698,76561198343350165,N E V E K,5.0,-603.219970703125,-1018.4500122070312,1112.3199462890625,10957.39990234375,11669.69970703125,7115.8001708984375,-4833.0999755859375,909.4999694824219,1140.8000183105469,255.0,0.0,-0.5459459651157145,1.5613394642706224,0.5616697972198171,True,116.10065376886755,True,4,False,4,,76561198397404879,héhéhé is back,4.0,-1549.9000244140625,3959.85009765625,17.0,-10422.900390625,-11461.199951171875,1.1999999731779099,1.0000000149011612,0.7999999821186066,1906.9999694824219,255.0,255.0,False,0.00957751833090604,-2.2626419606937618,0.00015699401006097444,True,20,4,16,84.74406024717511,True,,enpitsu,76561198039309853,27.0,-1506.2099609375,71.0999984741211,17.030000686645508,12753.00048828125,-19140.2001953125,5.0,0.19999999552965164,-0.3999999910593033,0.0,255.0,128.0,False,0.016785262138300044,-0.9830453432898159,-4.563336596445616e-05,True,105.0,False,12,False,16,,games5425898691,30ede34f15234a558b3594e92eb7afb6,20.0,798.219970703125,4672.419921875,17.010000228881836,9637.999877929688,4151.600036621094,2.3999999463558197,0.29999999329447746,0.19999999552965164,-2234.499969482422,128.0,0.0,,0.009644205170140375,0.35142054542894263,-3.5615983496486315e-05,True,111.0,False,26,26,False,,
39,2050,68,True,True,0,2942.027301853399,1545.9599609375,3499.159912109375,235.35000610351562,-22512.099609375,18856.199951171875,-1335.5000305175781,-2423.699951171875,1573.2000732421875,5258.3001708984375,0.0,-1.0042539612016375,-0.16347056828727874,0.6010652472718812,76561198343350165,N E V E K,5.0,1733.8199462890625,3304.75,172.17999267578125,-14828.699951171875,15750.30029296875,2571.099853515625,-1895.2999877929688,-265.9000015258789,-252.5,255.0,0.0,-0.2794822263959172,2.5076289724296443,-0.32536943390622813,True,68.61805599479264,True,6,3,4,,76561198397404879,héhéhé is back,4.0,-694.5900268554688,-1177.8900146484375,67.23999786376953,20093.699951171875,3999.2999267578125,-2051.199951171875,-452.99999237060547,2139.1000366210938,0.0,247.0,128.0,False,-0.40360333821901323,0.20861673698972755,0.000610521480737026,True,24,4,20,255.0,False,,enpitsu,76561198039309853,27.0,1523.030029296875,3069.60009765625,17.030000686645508,-20731.8994140625,-8094.2999267578125,5.400000214576721,-0.3999999910593033,0.0,2054.199981689453,255.0,0.0,,0.016775414615748913,-2.6895751478182297,-3.4263212976488794e-05,True,142.0,False,12,False,16,,games5425898691,30ede34f15234a558b3594e92eb7afb6,20.0,-380.1000061035156,5024.2099609375,17.010000228881836,5357.39990234375,5612.9998779296875,2.5,0.19999999552965164,-1.7000000178813934,-1998.0000305175781,128.0,0.0,,0.009802480945319592,0.7682021644259621,3.42357941487542e-05,True,61.0,False,28,28,False,,True
40,2328,69,False,False,0,5217.290022348093,-8.380000114440918,-1.2300000190734863,118.30999755859375,-2213.2000732421875,5929.4000244140625,936.9999694824219,272.99999237060547,3675.7998657226562,3269.8001098632812,0.0,0.26870939527513577,0.10312384397334813,-0.15423002670804054,76561198397404879,héhéhé is back,3.0,-65.29000091552734,-146.0,76.19999694824219,6096.7999267578125,2154.600067138672,2976.0000610351562,3669.5001220703125,-1445.2000427246094,3833.5000610351562,220.0,128.0,-0.21863778284545868,1.0240277497980284,0.07831285093919531,True,0.0,False,4,3,False,,76561198343350165,N E V E K,5.0,88.11000061035156,-1592.3199462890625,16.989999771118164,-533.8000106811523,13700.50048828125,9.399999976158142,0.3999999910593033,-1.4000000059604645,-5.299999713897705,255.0,128.0,False,0.00960573371570352,1.6089563228924935,7.64688027139958e-05,True,4,False,4,102.0,False,,enpitsu,76561198039309853,27.0,87.95999908447266,80.5199966430664,110.81999969482422,-2788.0999755859375,-5672.2998046875,-602.400016784668,1554.4999694824219,-1103.6000061035156,-5159.000244140625,255.0,255.0,,1.139760579951205,2.3495203950306562,-1.685863918573087,True,0.0,False,1,False,2,,games5425898691,30ede34f15234a558b3594e92eb7afb6,20.0,-2934.469970703125,4149.10986328125,17.010000228881836,-17395.799560546875,-1323.800048828125,2.3000000417232513,0.29999999329447746,0.0,1959.1000366210938,255.0,255.0,,0.009598700063098795,-2.99592603523419,3.501771857188109e-05,True,255.0,False,False,False,False,310.0,True
41,2329,69,False,False,1,5213.048628610013,27.65999984741211,-0.2199999988079071,116.38999938964844,6708.0999755859375,230.6999969482422,-731.3999938964844,-1312.2000122070312,-5093.699951171875,-1737.7999877929688,1.0,-0.43423438458274594,-0.06635330715352439,-0.092580102169631,76561198039309853,enpitsu,27.0,-102.8499984741211,-83.2699966430664,112.04000091552734,-1522.5999450683594,-401.8000030517578,20.0,-2950.5999755859375,4641.199951171875,53.499999046325684,255.0,255.0,-0.9178279410138941,-1.4173558577202034,-2.577098895492209,True,0.0,False,2,1,False,,30ede34f15234a558b3594e92eb7afb6,games5425898691,20.0,2934.469970703125,-4149.10986328125,17.010000228881836,17395.799560546875,1323.800048828125,2.3000000417232513,-0.29999999329447746,-0.0,1959.1000366210938,255.0,255.0,,-0.009598700063098795,2.99592603523419,3.501771857188109e-05,True,False,False,False,255.0,False,,héhéhé is back,76561198397404879,3.0,42.63999938964844,169.5,98.30999755859375,-2708.0999755859375,2569.5999145507812,2513.5000610351562,4827.799987792969,-987.6999664306641,2442.4000549316406,227.0,120.0,True,0.17675857828063868,-1.3792701573670672,0.05560442550655941,True,0.0,False,3,False,4,,N E V E K,76561198343350165,5.0,-82.83000183105469,1454.3199462890625,17.010000228881836,528.6999893188477,-13881.500244140625,2.0999999344348907,-0.0,0.5000000074505806,-0.7999999821186066,255.0,128.0,False,-0.009575809347767705,-1.608716746161089,4.422729500740503e-05,True,102.0,False,4,4,False,,
42,2360,70,False,False,0,5182.191206864145,-607.9600219726562,-34.18000030517578,95.04000091552734,1137.9000091552734,12189.200439453125,3540.4998779296875,2570.4998779296875,-1237.6000213623047,-5278.3001708984375,0.0,0.2795546191751299,0.8514768813048326,2.6160091533883865,76561198343350165,N E V E K,5.0,-631.02001953125,-222.0500030517578,17.010000228881836,-7943.0999755859375,10740.899658203125,2.3999999463558197,-0.9000000357627869,0.3999999910593033,-2135.2999877929688,128.0,0.0,0.00960792379155105,2.1462033009279264,-6.894701904420464e-05,True,133.0,False,4,4,False,,76561198397404879,héhéhé is back,3.0,247.58999633789062,-438.6199951171875,35.16999816894531,2066.3999938964844,-789.0000152587891,-1855.8000183105469,-5434.69970703125,-17.799999713897705,-542.9999923706055,246.0,128.0,False,-0.33362102724584564,1.2625334610636367,0.0619419359553458,True,4,False,4,0.0,False,,enpitsu,76561198039309853,27.0,209.91000366210938,139.9199981689453,16.950000762939453,-2404.199981689453,440.09998321533203,27.000000476837158,3.8999998569488525,2.800000011920929,-1335.5999755859375,255.0,0.0,,0.016742211963400384,3.1222414856340093,0.00011315763534885422,True,0.0,False,2,False,2,,games5425898691,30ede34f15234a558b3594e92eb7afb6,20.0,-3476.68994140625,2709.639892578125,17.010000228881836,11009.3994140625,-16784.000244140625,-0.29999999329447746,1.8000000715255737,-2.5,443.10001373291016,255.0,176.0,,0.009598685005561419,-0.9660228129674293,-0.0001545209961986322,True,195.262064497958,True,False,False,False,,False
43,2389,71,False,False,0,3927.3857793856596,-493.44000244140625,1233.300048828125,108.69999694824219,-1953.699951171875,18306.400146484375,449.90001678466797,2905.10009765625,-3769.4000244140625,-2023.5000610351562,0.0,0.2409972115671468,0.8825748611462193,2.586251765393673,76561198343350165,N E V E K,5.0,-414.8900146484375,1091.1800537109375,16.420000076293945,2603.2000732421875,16771.099853515625,-250.9000015258789,-409.39998626708984,-890.8999633789062,1366.9999694824219,255.0,255.0,0.019593740500886036,1.4448736289721413,-0.021961095580369426,True,73.35532045108017,True,4,4,False,,76561198397404879,héhéhé is back,3.0,704.9199829101562,-81.55999755859375,29.68000030517578,8259.600219726562,3076.6000366210938,3120.10009765625,-0.7000000029802322,-0.5999999865889549,-966.5000152587891,218.0,27.0,True,0.009529148155748776,0.28399572042559207,1.6219579804719456e-05,True,5,False,4,0.0,False,,enpitsu,76561198039309853,27.0,-75.37999725341797,766.72998046875,62.4900016784668,-409.7999954223633,15178.1005859375,2723.599853515625,-2877.7999877929688,23.499999046325684,-297.00000762939453,255.0,128.0,,0.08800320744331443,1.5573897895358821,0.0008377529885478322,True,0.0,False,3,False,4,,games5425898691,30ede34f15234a558b3594e92eb7afb6,20.0,-1266.6600341796875,1931.5999755859375,29.610000610351562,22751.298828125,-116.19999885559082,3102.9998779296875,-1.5000000596046448,0.0,-1748.800048828125,255.0,0.0,,0.009583790722566796,-0.05951006225468088,-0.00023667714312899972,True,132.0,False,3,False,False,,False
44,2398,72,False,False,1,6881.1624855051095,472.3699951171875,-1728.1099853515625,173.6300048828125,-11005.10009765625,6147.60009765625,13759.000244140625,2206.7999267578125,1699.7000122070312,405.6999969482422,1.0,0.9235397380642535,0.10543126790271412,-2.9533001226485536,30ede34f15234a558b3594e92eb7afb6,games5425898691,20.0,607.25,-1873.3399658203125,126.95999908447266,-11014.69970703125,-2888.5000610351562,4963.399963378906,589.7000122070312,2762.39990234375,-4050.1998901367188,255.0,12.0,-0.2904102675672917,0.7841239300408099,0.46281500102791406,True,132.0,False,4,3,False,,76561198039309853,enpitsu,26.0,89.31999969482422,-1287.489990234375,93.4800033569336,406.6999816894531,-15228.699951171875,-165.59999465942383,5498.0999755859375,-141.30000114440918,-12.999999523162842,255.0,128.0,,-0.6098515023935122,1.5948193010302008,-3.1386433030689584,True,4,False,3,31.0,False,,héhéhé is back,76561198397404879,3.0,-1100.739990234375,28.540000915527344,101.52999877929688,-13308.399658203125,-785.6999969482422,-119.89999771118164,-2351.7999267578125,-4903.2000732421875,822.5,184.0,74.0,True,-0.8135480027434919,-1.3484190773036655,1.8387743409459376,True,31.0,False,5,False,6,,N E V E K,76561198343350165,5.0,397.32000732421875,-1665.800048828125,13.3100004196167,-3074.4000244140625,-10477.19970703125,1093.7000274658203,372.79998779296875,1126.9000244140625,-1951.4999389648438,255.0,128.0,False,0.05661177430757925,-1.5088067751266867,0.1571012376927519,True,45.09767742823531,True,4,4,False,,
45,2586,79,False,False,1,5756.079611033805,-3463.489990234375,1381.3699951171875,134.00999450683594,4560.299987792969,12195.799560546875,1269.5999908447266,3660.2999877929688,-1532.7999877929688,554.0999984741211,1.0,-0.3712902061980771,-2.7196497638687065,0.42814714338504617,76561198039309853,enpitsu,27.0,-3506.2099609375,1288.8199462890625,16.09000015258789,2607.7999877929688,11198.499755859375,-209.40000534057617,-1151.9999694824219,2203.0999755859375,-1443.6000061035156,255.0,128.0,-0.05794200721510535,1.7963353080605207,0.052345576828201436,True,61.0,False,4,4,False,,30ede34f15234a558b3594e92eb7afb6,games5425898691,20.0,-2224.81005859375,-346.7099914550781,16.40999984741211,12142.900390625,14007.099609375,59.29999828338623,-30.0,-69.89999771118164,-1166.1000061035156,255.0,0.0,,-0.009913402849933362,2.279548722272185,0.013139136934530506,True,6,False,6,203.0,False,,héhéhé is back,76561198397404879,4.0,-3647.52001953125,2072.760009765625,16.989999771118164,7817.1002197265625,9307.7001953125,9.200000166893005,5.5000001192092896,25.69999933242798,0.0,253.0,128.0,False,-0.008901022478774343,2.2688681738403087,-0.0011528373365043193,True,255.0,False,6,False,6,,N E V E K,76561198343350165,5.0,-2633.830078125,4703.18994140625,17.010000228881836,3080.7000732421875,-2991.7999267578125,2.0999999344348907,0.09999999776482582,0.09999999776482582,0.0,255.0,128.0,False,-0.009450033406936653,-2.3708652434927213,3.1863597058109044e-06,True,255.0,False,8,8,False,,
46,2602,79,False,False,1,5050.50502334741,-3159.72998046875,2130.239990234375,135.42999267578125,8835.700073242188,14464.3994140625,2513.699951171875,322.79998779296875,-10.099999904632568,850.5999755859375,1.0,0.23342964351972587,3.0043014946678093,2.3946537799833925,76561198039309853,enpitsu,27.0,-3253.75,2054.0400390625,21.639999389648438,7340.2001953125,14420.400390625,2771.4999389648438,-360.40000915527344,1457.5,-1243.6000061035156,255.0,0.0,-0.03145438356005297,2.065683532041035,0.010996755708341712,True,24.0,False,6,5,False,,30ede34f15234a558b3594e92eb7afb6,games5425898691,20.0,-1425.719970703125,362.8599853515625,17.0,14953.599853515625,10190.30029296875,3.4999999403953552,1.0999999940395355,0.7000000029802322,-1850.0,255.0,0.0,,-0.009583245999924694,2.597327644253763,-0.00012061007333994788,True,6,False,6,203.0,False,,héhéhé is back,76561198397404879,4.0,-3166.800048828125,2348.429931640625,66.86000061035156,4126.400146484375,-5803.0999755859375,2617.5,4216.099853515625,-131.09999656677246,-2586.400146484375,250.0,0.0,False,-0.019764525814154162,-2.9175030869672645,0.05146022396128598,True,255.0,False,7,False,8,,N E V E K,76561198343350165,5.0,-2389.1298828125,4469.919921875,17.010000228881836,3698.3999633789062,-2727.6998901367188,2.5999999046325684,-0.0,-0.5000000074505806,1373.8999938964844,128.0,255.0,False,-0.009657167743301954,-2.4471313894150786,0.00019417118469018473,True,255.0,False,8,8,False,,
47,2604,79,False,False,0,8357.839023466537,3118.300048828125,-2190.679931640625,151.77000427246094,-6973.3001708984375,7543.699951171875,7413.2000732421875,5840.4998779296875,-1326.0000610351562,359.7999954223633,0.0,-0.20097523479594942,-2.9485761335952088,2.3247479816274064,76561198397404879,héhéhé is back,4.0,3166.800048828125,-2348.429931640625,66.86000061035156,-4126.400146484375,5803.0999755859375,2617.5,-4216.099853515625,131.09999656677246,-2586.400146484375,250.0,0.0,0.019764525814154162,2.9175030869672645,0.05146022396128598,True,255.0,False,8,7,False,,76561198343350165,N E V E K,5.0,2359.8798828125,-4448.72998046875,17.010000228881836,-3338.5000610351562,2439.7999572753906,2.0999999344348907,2.0000000298023224,-1.4000000059604645,391.5999984741211,128.0,128.0,False,0.009647180667814954,2.521824031839229,-6.97793746918352e-05,True,8,False,8,255.0,False,,enpitsu,76561198039309853,27.0,3227.580078125,-2101.89990234375,31.15999984741211,-8129.69970703125,-14336.500244140625,2901.9000244140625,379.50000762939453,-1446.0000610351562,-1668.5000610351562,255.0,0.0,,0.06610583345091753,-2.1136766191758456,0.04696754099020585,True,17.72410325593846,True,5,False,6,,games5425898691,30ede34f15234a558b3594e92eb7afb6,20.0,1268.739990234375,-449.3599853515625,17.0,-16268.599853515625,-7260.2001953125,3.4999999403953552,-0.3999999910593033,-0.09999999776482582,-1937.2000122070312,255.0,0.0,,0.009593027291861535,-2.788046071227837,-4.547240972434445e-05,True,203.0,False,6,6,False,,False
48,2675,82,False,True,0,5885.4466887455255,1416.5,-272.1000061035156,202.05999755859375,-3908.0999755859375,29286.39892578125,4664.599914550781,2604.5999145507812,-3591.199951171875,4039.5999145507812,0.0,0.9429367391138447,-1.3007817440300335,3.012893276948765,76561198343350165,N E V E K,5.0,1435.3900146484375,-573.47998046875,127.22000122070312,1649.9000549316406,22870.50048828125,1792.7999877929688,-3280.4000854492188,4352.799987792969,735.6999969482422,255.0,0.0,-0.040647449526171525,1.753992153254256,0.2173135718313756,True,93.00604741804061,True,10,9,False,,76561198397404879,héhéhé is back,4.0,1048.3399658203125,-2834.47998046875,17.010000228881836,-2153.3999633789062,11680.6005859375,2.0999999344348907,0.09999999776482582,-1.0999999940395355,-40.0,255.0,128.0,False,0.00954969896326526,1.7471635271156478,0.0001013765230737519,True,8,False,8,255.0,False,,enpitsu,76561198039309853,27.0,1545.300048828125,-3015.68994140625,17.049999237060547,2931.7999267578125,8136.199951171875,2.5999999046325684,0.09999999776482582,0.7999999821186066,5.299999713897705,255.0,128.0,False,0.016661787805068124,1.2257012099315483,-6.934720832098821e-05,True,3.1379957404187926,True,6,False,6,,games5425898691,30ede34f15234a558b3594e92eb7afb6,20.0,-1142.0,2003.030029296875,23.450000762939453,-2750.5999755859375,19249.000244140625,-2322.5999450683594,-3705.4000854492188,-253.1999969482422,1879.7999572753906,255.0,142.0,,-0.14359502742435726,1.6825436113691228,-0.013798792858041501,True,188.0,False,8,8,False,,True
49,2724,84,False,False,1,9981.904972261878,-773.6799926757812,-4701.27001953125,133.5,-29095.10009765625,-9018.900146484375,3104.2999267578125,4524.5001220703125,1576.300048828125,-2755.4998779296875,1.0,-0.00649524036095849,-2.6242754421388477,-2.7962233341150093,30ede34f15234a558b3594e92eb7afb6,games5425898691,20.0,-554.6099853515625,-4745.4599609375,142.7100067138672,-19699.300537109375,-11851.199951171875,-302.90000915527344,2923.599853515625,-3660.4000854492188,2881.4999389648438,255.0,255.0,-0.5430521790465266,0.8523030236830486,-1.3409633035654454,True,165.5529805947376,True,10,9,False,,76561198039309853,enpitsu,27.0,-2099.169921875,241.66000366210938,16.860000610351562,-2536.3999938964844,-17376.500244140625,-899.0000152587891,2201.1000061035156,-286.1000061035156,-312.8000068664551,,,,0.008252743882138508,-1.4179135297660284,0.0011447575813824191,True,8,False,8,31.0,False,,héhéhé is back,76561198397404879,4.0,-1172.8299560546875,419.3699951171875,17.010000228881836,-1778.699951171875,-13971.800537109375,2.0999999344348907,-0.3999999910593033,-1.899999976158142,848.8999938964844,253.0,208.0,,-0.009603068196607193,-1.4438979794815183,0.00013906615203394378,True,255.0,False,8,False,8,,N E V E K,76561198343350165,5.0,-2161.18994140625,-2982.7099609375,17.010000228881836,-13512.900390625,-12840.400390625,2.0999999344348907,-0.09999999776482582,0.5999999865889549,-1.0999999940395355,255.0,128.0,,-0.009646284192469967,-0.7597019658138425,3.475188252483054e-05,True,39.0,False,10,10,False,,
50,2778,86,False,False,0,5183.402987897878,3956.570068359375,3317.85009765625,530.7899780273438,-2484.2999267578125,-10942.19970703125,3681.199951171875,-1512.7000427246094,225.9000015258789,1883.800048828125,0.0,0.8619167199498958,0.5539546629611937,-0.5882714150896563,76561198343350165,N E V E K,5.0,4080.300048828125,3233.860107421875,478.25,257.5,-12695.899658203125,3347.9000854492188,940.5999755859375,1156.1000061035156,-1975.0,255.0,0.0,-0.29921428877806056,-1.6037642541716188,1.5412566452132985,True,39.0,False,10,10,False,,76561198397404879,héhéhé is back,4.0,2746.199951171875,891.22998046875,17.010000228881836,14048.399658203125,-963.3999633789062,2.0999999344348907,2.0999999344348907,0.0,902.6000213623047,253.0,214.0,,0.009575901995634772,-0.06928877721971843,0.00014854406755267314,True,8,False,8,255.0,False,,enpitsu,76561198039309853,27.0,3696.260009765625,2597.2099609375,17.049999237060547,4250.0,14919.200439453125,3.6000001430511475,0.0,-1.0000000149011612,2783.900146484375,255.0,128.0,False,0.016795062863088604,1.4440684654170313,-1.0700841382760699e-05,True,31.0,False,8,False,8,,games5425898691,30ede34f15234a558b3594e92eb7afb6,20.0,2804.85009765625,4163.4501953125,17.010000228881836,13244.69970703125,-8817.999877929688,0.0,1.899999976158142,-1.2999999523162842,-1852.5999450683594,255.0,0.0,,0.009606504864536281,-0.628521631925204,-0.00020101619324433483,True,72.01867541702846,True,10,10,False,,False
51,2815,87,False,False,1,8329.536486368152,-3629.47998046875,-1852.93994140625,426.1099853515625,-10122.100219726562,9563.300170898438,5485.9002685546875,1686.6999816894531,5673.800048828125,980.6999969482422,1.0,-0.5874581098363749,0.6480022503049038,1.5059857029891681,30ede34f15234a558b3594e92eb7afb6,games5425898691,20.0,-3520.090087890625,-1863.9599609375,275.1499938964844,-8665.900268554688,14516.099853515625,2750.7000732421875,4022.6998901367188,-1409.1999816894531,-3475.7998657226562,255.0,241.0,0.2697437454313496,0.1782576160111962,-1.412098433659142,True,173.5301591222004,True,12,11,False,,76561198039309853,enpitsu,27.0,-3071.469970703125,-4396.43994140625,17.049999237060547,12473.900146484375,-5826.300048828125,3.100000023841858,-0.0,-0.0,2235.399932861328,255.0,255.0,False,-0.01675155572492498,-2.769333490085494,1.3072055941195586e-05,True,8,False,8,31.0,False,,héhéhé is back,76561198397404879,4.0,-3822.110107421875,349.8699951171875,17.31999969482422,-2130.800018310547,13877.900390625,84.20000076293945,-25.0,316.8000030517578,-1793.0999755859375,253.0,0.0,,-0.00278631987216584,1.4397227740670906,0.010435951491377202,True,255.0,False,8,False,8,,N E V E K,76561198343350165,5.0,-3755.090087890625,-1178.5699462890625,16.899999618530273,2047.2000122070312,17887.099609375,29.40000057220459,-1.899999976158142,-2.7000001072883606,-912.6999664306641,255.0,0.0,False,-0.009467245078707536,1.6853423970744879,-0.00015307315570975934,True,0.0,False,12,10,4,,
