,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,team_mate_handbrake
0,177,0,False,True,0,5178.454248971619,-1.4800000190734863,39.38999938964844,92.62000274658203,-1662.7999877929688,27718.5009765625,1110.8999633789062,-5997.80029296875,-159.7000026702881,-1.1999999731779099,0.0,-0.001591909800093637,3.068832576783662e-05,-0.0995485971938918,76561198039309853,enpitsu,25.0,16.59000015258789,-125.91000366210938,102.83000183105469,-31.30000114440918,22956.298828125,-164.40000534057617,-5499.89990234375,-7.699999809265137,0.0,255.0,128.0,,1.1875833419292772,-1.5694875039693685,3.141463452453597,True,31.0,False,2,False,1,,bf81d8692db,games5425898691,20.0,-3205.610107421875,-4100.2998046875,17.010000228881836,-14055.30029296875,6735.7000732421875,2.800000011920929,-0.3999999910593033,0.0,-1987.1000671386719,128.0,0.0,0.009623787123086472,2.626594853147123,-4.0677914670345395e-05,True,False,False,False,255.0,False,,Prasi,b7f85e4b40b,9.0,69.93000030517578,709.4500122070312,91.33000183105469,-5761.400146484375,-19414.3994140625,-2766.9000244140625,2644.5999145507812,-2921.300048828125,866.5000152587891,255.0,4.0,,-0.3799823632562121,-1.6022903921397142,0.059265672339444915,True,4,3,False,31.0,False,,Fajny666,76561198246352678,9,-977.010009765625,2976.070068359375,17.010000228881836,1658.5000610351562,-8961.099853515625,2.8999999165534973,0.09999999776482582,0.0,2488.9999389648438,255.0,255.0,,0.009489409140583226,-1.3478158590697058,-4.7332843522392445e-06,True,False,False,False,116.0,False,,
1,180,0,False,False,1,5441.167353388735,29.1299991607666,-231.6699981689453,117.55000305175781,6972.2998046875,18991.400146484375,10029.199829101562,5360.3997802734375,263.29999923706055,-2682.60009765625,1.0,0.024375319681364117,0.05986110269410241,-0.7316376210114413,b7f85e4b40b,Prasi,9.0,24.020000457763672,-398.3399963378906,44.72999954223633,4911.9000244140625,13479.599609375,-636.6999816894531,1850.0999450683594,-957.7999877929688,4671.300048828125,255.0,0.0,,-0.15981014076896594,1.2128312719937802,0.7411699982659511,True,31.0,False,4,False,3,,76561198246352678,Fajny666,9.0,916.3800048828125,-2831.77001953125,17.010000228881836,-5398.2000732421875,8110.3997802734375,2.8999999165534973,-0.09999999776482582,-0.0,2443.699951171875,255.0,255.0,-0.009488916306914735,0.936565128054393,-1.7441743330289294e-05,True,False,False,False,116.0,False,,enpitsu,76561198039309853,25.0,-16.399999618530273,-37.220001220703125,113.2699966430664,25.09999990463257,-19615.999755859375,968.6000061035156,5263.4002685546875,961.6000366210938,1273.1999969482422,255.0,128.0,,-0.8369891789535794,1.4448905735460655,2.938744930505574,True,2,1,False,31.0,False,,games5425898691,bf81d8692db,20,3315.56005859375,4034.4599609375,17.010000228881836,12471.8994140625,-8826.799926757812,2.800000011920929,0.19999999552965164,-0.29999999329447746,-2031.9999694824219,255.0,0.0,,-0.009595388626336965,-2.4587303580345083,-4.8949374240371536e-05,True,False,False,False,255.0,False,,
2,181,0,False,False,0,4938.23712530291,-94.19999694824219,267.2900085449219,166.64999389648438,-19756.800537109375,11098.299560546875,9498.300170898438,3726.4999389648438,1067.5,4579.599914550781,0.0,-0.08460042249432191,0.13014344716808254,-0.9105580229339102,76561198039309853,enpitsu,25.0,16.399999618530273,37.220001220703125,113.2699966430664,-25.09999990463257,19615.999755859375,968.6000061035156,-5263.4002685546875,-961.6000366210938,1273.1999969482422,255.0,128.0,,0.8369891789535794,-1.4448905735460655,2.938744930505574,True,31.0,False,2,False,1,,bf81d8692db,games5425898691,20.0,-3419.840087890625,-3943.43994140625,17.010000228881836,-10413.299560546875,10786.99951171875,2.800000011920929,-0.29999999329447746,0.09999999776482582,-2048.2000732421875,255.0,0.0,0.009576049783767668,2.271539341312434,-4.203419279352543e-05,True,False,False,False,255.0,False,,Prasi,b7f85e4b40b,9.0,-24.020000457763672,398.3399963378906,44.72999954223633,-4911.9000244140625,-13479.599609375,-636.6999816894531,-1850.0999450683594,957.7999877929688,4671.300048828125,255.0,0.0,,0.15981014076896594,-1.2128312719937802,0.7411699982659511,True,4,3,False,31.0,False,,Fajny666,76561198246352678,9,-916.3800048828125,2831.77001953125,17.010000228881836,5398.2000732421875,-8110.3997802734375,2.8999999165534973,0.09999999776482582,0.0,2443.699951171875,255.0,255.0,,0.009488916306914735,-0.936565128054393,-1.7441743330289294e-05,True,False,False,False,116.0,False,,
3,274,3,False,False,1,8814.584600751125,2637.340087890625,-3500.8701171875,249.27999877929688,21143.40087890625,1203.7000274658203,6872.5,1579.1999816894531,1839.7999572753906,5488.2000732421875,1.0,-1.3326972081250659,0.23353745566041756,-2.7526361663449217,76561198246352678,Fajny666,9.0,2415.14990234375,-3513.199951171875,200.39999389648438,15019.300537109375,-6006.6998291015625,3608.900146484375,0.09999999776482582,0.09999999776482582,44.20000076293945,128.0,128.0,False,-0.009687813400907729,-2.805514598391664,4.738625364137832e-05,True,26.0,False,4,4,False,,b7f85e4b40b,Prasi,8.0,3260.47998046875,-548.5800170898438,24.020000457763672,13267.2998046875,-8296.799926757812,-1181.6999816894531,-1970.5000305175781,-1891.9000244140625,-4773.599853515625,255.0,0.0,-0.13020647180243977,-2.151767294957983,-0.04101474508793059,True,6,False,6,0.0,False,,enpitsu,76561198039309853,25.0,1511.22998046875,-2159.300048828125,17.049999237060547,10842.099609375,-7446.400146484375,3.700000047683716,-1.4000000059604645,1.0000000149011612,1966.300048828125,255.0,255.0,,-0.016726417134362827,-2.5659919977537746,0.00026421962183553483,True,2,2,False,31.0,False,,games5425898691,bf81d8692db,20,2890.239990234375,-2866.81005859375,214.99000549316406,-5731.199951171875,-22049.19921875,3159.5999145507812,-99.70000267028809,-391.3999938964844,-499.0999984741211,255.0,37.0,,0.6796515582840309,-1.3443855707619887,-0.00867800741831895,True,4,False,False,226.83123455252695,True,,
4,357,6,False,False,0,1702.6977169601819,-1475.3599853515625,3538.89990234375,288.7300109863281,8108.800048828125,21370.400390625,5577.80029296875,3553.599853515625,4264.5001220703125,2277.100067138672,0.0,0.1052469334526569,1.9168512785299296,0.7522494006874986,76561198039309853,enpitsu,25.0,-1525.4599609375,3256.3798828125,191.94000244140625,5509.6002197265625,16600.799560546875,300.10000228881836,-414.0999984741211,5474.6002197265625,-327.20001220703125,128.0,0.0,False,0.048470088800113706,1.6087319938546418,1.283142624576415,True,0.0,False,4,False,3,,bf81d8692db,games5425898691,20.0,-128.6699981689453,4484.990234375,17.020000457763672,11008.900146484375,-4445.4998779296875,1.5000000596046448,4.4999998807907104,-1.5000000596046448,834.8000335693359,255.0,243.0,0.009549351109161755,-0.370000339850136,-9.112887339142849e-05,True,4,False,4,193.0,False,,Prasi,b7f85e4b40b,8.0,-1395.780029296875,4402.27978515625,18.790000915527344,12507.2998046875,-4114.2999267578125,2.0999999344348907,-0.19999999552965164,-1.2999999523162842,-1867.8999328613281,4.0,0.0,,-0.004875314696848252,-0.39579147259954345,-2.930180663453008e-05,True,8,8,False,,False,,Fajny666,76561198246352678,9,-2213.090087890625,4887.1298828125,17.010000228881836,12514.7998046875,9408.900146484375,2.5999999046325684,0.5999999865889549,0.7999999821186066,-1790.5000305175781,128.0,0.0,,0.009603637776144834,0.605418105131732,-0.00014876492513087372,True,4,False,4,220.0,False,,
5,446,9,False,False,1,8535.483415307504,-1363.9599609375,-3090.860107421875,122.2699966430664,-12520.2001953125,17250.799560546875,2711.199951171875,2934.8001098632812,-260.49999237060547,1996.300048828125,1.0,0.38211335068938834,-2.1399877961881466,1.018373665351921,b7f85e4b40b,Prasi,8.0,-1226.219970703125,-3348.75,66.13999938964844,-9707.100219726562,14815.899658203125,2967.60009765625,-2408.3999633789062,-1578.699951171875,0.09999999776482582,255.0,128.0,,-0.06678259051866173,0.9906770110121726,2.44462404480979e-05,True,,False,12,False,11,,76561198246352678,Fajny666,9.0,-2737.179931640625,-3405.4599609375,17.010000228881836,-1480.0999450683594,11416.500244140625,2.800000011920929,-0.0,-1.1999999731779099,2011.0000610351562,255.0,255.0,-0.009522041935218311,1.4256676532475865,0.00023320453494291132,True,False,6,6,161.0,False,,enpitsu,76561198039309853,25.0,79.66999816894531,-3987.77001953125,17.049999237060547,-448.6000061035156,-4248.399963378906,4.099999964237213,1.0999999940395355,5.400000214576721,-668.3999633789062,255.0,0.0,False,-0.01655756394404398,-1.5211938964497138,-0.00014368130784864528,True,4,4,False,0.0,False,,games5425898691,bf81d8692db,20,265.0199890136719,-3229.2099609375,16.989999771118164,-514.7000122070312,20354.599609375,2.800000011920929,0.09999999776482582,-0.5000000074505806,0.0,255.0,128.0,,-0.009605641347774701,1.5455110283900548,4.514729854614284e-05,True,4,4,False,76.97723019763991,True,,False
6,516,12,False,False,1,6635.0230753165,-4000.169921875,662.1599731445312,267.70001220703125,3728.699951171875,19929.200439453125,7817.8997802734375,-580.2999877929688,-1305.2000427246094,-1092.300033569336,1.0,-0.4847373382059345,0.6388751066272411,1.7883605712199906,b7f85e4b40b,Prasi,8.0,-4067.77001953125,486.05999755859375,181.1699981689453,-3504.5001220703125,16304.89990234375,11650.30029296875,-1596.0000610351562,5240.5999755859375,-487.79998779296875,255.0,0.0,,0.610562026038923,1.362335290104887,1.1851787331742927,True,228.1955011019143,True,12,False,12,,76561198246352678,Fajny666,9.0,-2297.64990234375,-646.0700073242188,17.010000228881836,8691.599731445312,11071.500244140625,2.5,0.19999999552965164,0.19999999552965164,0.5999999865889549,255.0,128.0,-0.009551763606959102,2.236246767027004,-3.9686712495986905e-05,True,False,6,6,161.0,False,,enpitsu,76561198039309853,25.0,-2505.610107421875,-4327.68017578125,17.049999237060547,-16364.100341796875,2254.9000549316406,3.0000001192092896,1.5000000596046448,-0.0,-118.00000190734863,255.0,0.0,False,-0.0168102756913697,0.15014788996785589,0.00015846989950019246,True,4,4,False,0.0,False,,games5425898691,bf81d8692db,20,471.489990234375,2532.75,17.010000228881836,9136.500244140625,20326.800537109375,2.5999999046325684,-0.0,-0.5999999865889549,-14.199999570846558,255.0,128.0,,-0.009627283456254403,1.995052006045878,5.718136732707412e-05,True,6,6,False,56.0,False,,False
7,596,15,False,False,1,3116.8795038327266,-2218.419921875,5016.2001953125,231.14999389648438,14911.500244140625,-8270.999755859375,8772.5,-2983.3999633789062,182.99999237060547,5202.39990234375,1.0,0.8356357562723337,1.3156453429708426,1.9916876060969726,b7f85e4b40b,Prasi,8.0,-2329.419921875,4943.4501953125,90.0199966430664,8825.999755859375,14926.500244140625,113.59999656677246,-933.7000274658203,-5353.2000732421875,-848.7999725341797,128.0,255.0,,0.2583302483863117,2.0536416220667557,-1.155418440291784,True,183.0,False,14,False,13,,76561198246352678,Fajny666,9.0,169.69000244140625,2514.25,17.010000228881836,5819.2999267578125,10144.69970703125,2.800000011920929,-0.29999999329447746,-0.9000000357627869,2019.4000244140625,255.0,255.0,-0.009536531174879594,2.0723458350546045,0.00021118925377645588,True,False,6,6,161.0,False,,enpitsu,76561198039309853,25.0,-3435.77001953125,1238.199951171875,16.989999771118164,1906.1000061035156,22718.60107421875,20.0,-4.000000059604645,1.0000000149011612,-11.799999475479126,255.0,,,-0.016530907949115856,1.6557894043793697,-4.620294184277126e-05,True,6,6,False,213.0,False,,games5425898691,bf81d8692db,20,-503.5400085449219,4843.83984375,17.010000228881836,-6722.60009765625,2996.0000610351562,3.0000001192092896,1.2999999523162842,-0.5999999865889549,2343.5000610351562,255.0,252.0,,-0.009519980217102493,0.4163612489980433,0.00014491230715848273,True,6,6,False,56.0,False,,
8,703,19,False,False,0,7682.716385840374,-2872.580078125,-2284.10009765625,318.7300109863281,-25826.99951171875,11375.699462890625,471.89998626708984,-1868.0000305175781,-1428.3000183105469,-1300.8000183105469,0.0,-0.8462129033769963,2.168948775167575,-3.1079656580929886,76561198039309853,enpitsu,25.0,-2583.909912109375,-2388.280029296875,246.69000244140625,-22611.10107421875,4030.4000854492188,1221.6000366210938,2913.599853515625,-4447.200012207031,-1408.0000305175781,255.0,255.0,,-0.43974750955034153,2.954020179933349,-0.1855649853659599,True,169.0,False,8,False,7,,bf81d8692db,games5425898691,20.0,-2406.9599609375,-4275.68994140625,17.010000228881836,-18639.7998046875,1884.2999267578125,2.5,1.2999999523162842,-0.3999999910593033,-346.3999938964844,255.0,79.0,0.009564633147694124,3.040011832832746,-3.7862096248795715e-05,True,6,False,6,0.0,False,,Prasi,b7f85e4b40b,8.0,-1923.0899658203125,-2164.570068359375,18.799999237060547,-15960.50048828125,16557.7001953125,1.0000000149011612,0.0,0.0,-2.199999988079071,255.0,128.0,,-0.004816923512605889,2.337480000225406,-9.407951539054134e-06,True,14,14,False,44.0,False,,Fajny666,76561198246352678,10,38.59000015258789,-4336.64990234375,17.010000228881836,-5581.5997314453125,9438.699951171875,0.5000000074505806,-0.3999999910593033,0.5999999865889549,-2351.699981689453,255.0,0.0,False,0.009516680769634526,2.061935362603437,-6.0992233961340944e-05,True,8,False,8,91.4683613418251,True,1.0,
9,774,21,False,False,1,4809.220094582137,1199.719970703125,340.3800048828125,120.51000213623047,11185.2001953125,7087.8997802734375,7295.2001953125,219.3000030517578,-4236.7999267578125,4242.699890136719,1.0,-0.9359574610717151,-1.7746284484677741,-2.528702989381557,76561198246352678,Fajny666,10.0,1094.8199462890625,249.85000610351562,68.56999969482422,19410.799560546875,-9214.400024414062,1037.9000091552734,-736.5000152587891,5285.0,1332.4000549316406,255.0,255.0,False,-0.726433679701603,-2.973187685567721,-0.009778511008766448,True,133.0,False,12,8,5,,b7f85e4b40b,Prasi,8.0,1229.77001953125,-651.510009765625,119.05999755859375,-14696.199951171875,10103.400268554688,2301.199951171875,-1518.0999755859375,3511.099853515625,-3951.7999267578125,128.0,0.0,0.0022096607206826477,1.2205551383146613,0.05584319414451915,True,15,False,16,139.1576432028125,True,,enpitsu,76561198039309853,25.0,3641.6201171875,-81.7300033569336,16.850000381469727,-14269.599609375,-14452.099609375,55.900001525878906,-3.400000035762787,-61.70000076293945,-2000.8000183105469,255.0,0.0,False,-0.014376708154792568,-0.7210127177110076,-0.002853738568921537,True,8,8,False,69.0,False,,games5425898691,bf81d8692db,20,1201.1400146484375,663.8300170898438,19.450000762939453,-12123.800048828125,-19325.400390625,2922.0001220703125,0.19999999552965164,0.5000000074505806,1866.0000610351562,255.0,255.0,,-0.009590945315313777,-1.0749440405234116,8.275667250773254e-05,True,7,6,False,102.15764320281252,True,,False
