,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
0,175,0,False,True,0,5099.89078972628,-1.600000023841858,119.1500015258789,101.5999984741211,-736.9000244140625,31047.099609375,2455.500030517578,3431.7001342773438,-151.30000114440918,-1335.0999450683594,0.0,-0.0023187244617207943,-0.05588801246633527,0.14309190560378598,b3a57d2685b,RIP.VERTUGO,6.0,10.300000190734863,-230.7100067138672,66.91000366210938,407.20001220703125,22854.599609375,2536.1000061035156,-2957.0999145507812,-308.1999969482422,644.1000366210938,236.0,170.0,,0.09856164231602793,1.4611236761983692,-0.005445092750453753,True,6,False,5,31.0,False,,ba6a63b306b,100 MrDaves,13.0,3074.6298828125,-4206.60009765625,17.010000228881836,10580.50048828125,-10085.0,3.0000001192092896,0.0,-0.19999999552965164,-3268.599853515625,255.0,0.0,False,0.009572008205118247,-1.4788001044180796,-4.819584811378255e-05,True,255.0,False,False,False,False,,enpitsu,76561198039309853,24,61.880001068115234,479.8900146484375,91.69000244140625,-4306.300048828125,-22431.10107421875,2691.0000610351562,3340.4000854492188,-1235.1000213623047,-1522.5999450683594,255.0,0.0,,0.22600858182898848,-1.574206089520231,0.0010488971247101428,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,3100.7900390625,4103.7001953125,17.010000228881836,15946.700439453125,-5095.899963378906,2.3000000417232513,0.29999999329447746,0.0,-1993.800048828125,255.0,0.0,0.009592395988735946,-0.3788842014576865,-2.104594023533174e-05,True,255.0,False,False,False,False,,
1,176,0,False,False,1,5342.484515211598,25.389999389648438,-131.07000732421875,118.83999633789062,12554.89990234375,20946.79931640625,6919.6002197265625,4737.300109863281,-982.6999664306641,-3548.5000610351562,1.0,-0.009749862845096791,0.19597214525652112,0.04153908565126185,76561198039309853,enpitsu,24.0,-25.40999984741211,-287.44000244140625,112.05000305175781,2988.3999633789062,15983.800048828125,1727.2999572753906,-4465.5999755859375,3099.1000366210938,-838.3999633789062,255.0,0.0,,-0.7862243734353421,1.4925719628421354,0.5187641781942397,True,2,False,1,31.0,False,,bf81d8692db,games5425898691,19.0,-3100.7900390625,-4103.7001953125,17.010000228881836,-15946.700439453125,5095.899963378906,2.3000000417232513,-0.29999999329447746,-0.0,-1993.800048828125,255.0,0.0,,-0.009592395988735946,0.3788842014576865,-2.104594023533174e-05,True,255.0,False,False,False,False,,100 MrDaves,ba6a63b306b,13,-3074.6298828125,4206.60009765625,17.010000228881836,-10580.50048828125,10085.0,3.0000001192092896,-0.0,0.19999999552965164,-3268.599853515625,255.0,0.0,False,-0.009572008205118247,1.4788001044180796,-4.819584811378255e-05,True,255.0,False,False,False,False,,RIP.VERTUGO,b3a57d2685b,6.0,-12.520000457763672,74.75,83.45999908447266,-240.9000015258789,-19770.799560546875,1956.3999938964844,5030.4998779296875,1940.7000732421875,1084.8999786376953,238.0,187.0,-0.5411251105699024,-1.5516426948593218,-0.21095944838836642,True,31.0,False,5,False,6,,
2,177,0,False,False,0,5084.570880128152,-72.68000030517578,122.52999877929688,152.4600067138672,-16288.1005859375,6692.39990234375,11425.699462890625,5144.6002197265625,-969.1000366210938,2931.400146484375,0.0,-0.0009877113666541565,-0.07035710439944719,0.274773522027853,b3a57d2685b,RIP.VERTUGO,6.0,12.520000457763672,-74.75,83.45999908447266,240.9000015258789,19770.799560546875,1956.3999938964844,-5030.4998779296875,-1940.7000732421875,1084.8999786376953,238.0,187.0,,0.5411251105699024,1.5516426948593218,-0.21095944838836642,True,6,False,5,31.0,False,,ba6a63b306b,100 MrDaves,13.0,3074.6298828125,-4206.60009765625,17.010000228881836,10580.50048828125,-10085.0,3.0000001192092896,0.0,-0.19999999552965164,-3268.599853515625,255.0,0.0,False,0.009572008205118247,-1.4788001044180796,-4.819584811378255e-05,True,255.0,False,False,False,False,,enpitsu,76561198039309853,24,25.40999984741211,287.44000244140625,112.05000305175781,-2988.3999633789062,-15983.800048828125,1727.2999572753906,4465.5999755859375,-3099.1000366210938,-838.3999633789062,255.0,0.0,,0.7862243734353421,-1.4925719628421354,0.5187641781942397,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,3100.7900390625,4103.7001953125,17.010000228881836,15946.700439453125,-5095.899963378906,2.3000000417232513,0.29999999329447746,0.0,-1993.800048828125,255.0,0.0,0.009592395988735946,-0.3788842014576865,-2.104594023533174e-05,True,255.0,False,False,False,False,,
3,285,4,False,False,1,7765.582157613109,2805.719970703125,-2387.10009765625,243.14999389648438,22565.6005859375,13370.50048828125,9731.900024414062,1351.6999816894531,-4244.4000244140625,4019.5999145507812,1.0,-0.7174818529156084,-1.083423591919512,-2.764961273388278,bf81d8692db,games5425898691,19.0,2568.199951171875,-2495.81005859375,161.13999938964844,22377.7001953125,5021.199951171875,1738.800048828125,197.60000228881836,-175.6999969482422,29.800000190734863,255.0,0.0,,0.4109834236129194,2.2402626641985153,-0.12749019889972216,True,4,False,False,158.67935471637276,True,,76561198039309853,enpitsu,24.0,4016.530029296875,-1678.6099853515625,99.12999725341797,110.10000228881836,-19253.800048828125,109.30000305175781,-19.500000476837158,-49.20000076293945,20.499999523162842,255.0,,,0.002369260240090141,-1.600004240909908,0.8298146971160626,True,216.0,False,2,2,False,,100 MrDaves,ba6a63b306b,13,2171.489990234375,2707.360107421875,17.010000228881836,11816.099853515625,5476.6998291015625,2.0000000298023224,0.5000000074505806,0.5000000074505806,13.500000238418579,159.0,128.0,,-0.009557219768272663,2.705414893230481,-6.464444193644253e-05,True,228.0,False,4,False,4,,RIP.VERTUGO,b3a57d2685b,6.0,1972.800048828125,-1612.949951171875,17.049999237060547,9817.7001953125,-9914.299926757812,3.100000023841858,-0.7999999821186066,0.7000000029802322,2120.0,240.0,255.0,-0.016756927199347637,-2.4035411377367226,0.00011922381300171094,True,22.0,False,6,False,6,,
4,361,6,False,False,0,5109.36329207914,-1279.6400146484375,45.060001373291016,240.13999938964844,5522.1002197265625,29975.6005859375,9614.500122070312,4421.000061035156,3338.5000610351562,-2303.8999938964844,0.0,0.7871136613957244,-1.9841828746122203,3.105431550871393,ba6a63b306b,100 MrDaves,13.0,-1313.050048828125,-247.35000610351562,161.3699951171875,5612.5,21667.5,3006.9000244140625,-2588.2000732421875,-3360.5999755859375,586.5999984741211,255.0,255.0,False,0.009788211454227124,0.9213662595783305,-0.05322752213906723,True,6,False,5,178.0,False,,b3a57d2685b,RIP.VERTUGO,6.0,-3159.1201171875,-1962.18994140625,16.079999923706055,590.8000183105469,-19840.699462890625,118.29999923706055,-37.30000019073486,-20.199999809265137,-165.9000015258789,229.0,128.0,,0.0182818518773539,-1.5596039048215784,-0.0015915103534573157,False,0.0,False,8,8,False,,enpitsu,76561198039309853,24,-1420.800048828125,4633.97021484375,17.049999237060547,15033.399658203125,7935.8001708984375,2.5999999046325684,-1.7000000178813934,-0.9000000357627869,606.1999893188477,255.0,128.0,,0.016784769693736216,0.5307578819747282,-0.0001509288871227691,True,216.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,-2287.39990234375,3490.47998046875,17.0,11843.699951171875,13217.099609375,3.3000001311302185,-0.7999999821186066,-1.0000000149011612,-751.6000366210938,255.0,37.0,0.009587720652109074,0.8396639099806927,-0.00015713230387748818,True,46.0,False,False,False,4,,
5,501,11,False,False,0,4915.030013935174,630.780029296875,468.1199951171875,176.41000366210938,-1366.1000061035156,22539.69970703125,11179.000244140625,5779.0997314453125,933.0999755859375,1315.5999755859375,0.0,-0.33193145715750805,-0.5642715789797172,-2.064793271814333,b3a57d2685b,RIP.VERTUGO,6.0,635.9099731445312,301.19000244140625,109.55000305175781,1283.3999633789062,16543.699951171875,1244.1999816894531,-4484.4000244140625,-2652.0001220703125,-1762.4000549316406,231.0,255.0,False,0.5286362972635201,1.3598007661033988,-0.4538170583692857,True,10,False,9,254.0,False,,ba6a63b306b,100 MrDaves,13.0,1299.219970703125,3116.409912109375,17.010000228881836,9795.800170898438,-10032.60009765625,2.3000000417232513,-1.2999999523162842,1.1999999731779099,-1690.0999450683594,255.0,0.0,False,0.009585146477368182,-0.8233063330595218,-0.00011723159959481088,True,131.0,False,8,8,False,,enpitsu,76561198039309853,24,61.470001220703125,5462.85986328125,21.350000381469727,135.600004196167,-442.09999084472656,-15.499999523162842,-3.3000001311302185,-23.900001049041748,627.5,255.0,255.0,False,0.054800438625687085,-1.8453100538963634,-0.010529783800340404,True,216.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,1434.1400146484375,4672.39990234375,96.41000366210938,16664.100341796875,-5452.2998046875,2471.3999938964844,1776.6999816894531,5205.10009765625,-3.799999952316284,255.0,128.0,0.9359781381480781,-0.3299197766847995,-0.0010086751818472372,False,0.0,False,3,False,6,,
6,601,15,False,False,1,8360.300987117489,-222.88999938964844,-3145.090087890625,278.20001220703125,15955.6005859375,17660.6005859375,10714.000244140625,-2906.0000610351562,-4551.300048828125,2615.2999877929688,1.0,0.07766270950868304,0.6791132370722243,-1.7099985172215166,bf81d8692db,games5425898691,19.0,-328.75,-3286.179931640625,130.80999755859375,21264.7998046875,-4140.4998779296875,189.79999542236328,-3263.699951171875,1422.7999877929688,4192.0001220703125,255.0,199.0,,-0.8331900455915773,3.1306739073636085,-0.2777772453579124,True,8,False,5,154.0,False,,76561198039309853,enpitsu,24.0,-56.77000045776367,-5442.259765625,20.469999313354492,393.49998474121094,-3066.9000244140625,131.99999809265137,23.399999141693115,0.09999999776482582,0.19999999552965164,255.0,128.0,,-0.05725859931201532,1.443737053103878,0.005196040783094313,True,216.0,False,2,2,False,,100 MrDaves,ba6a63b306b,13,-218.39999389648438,-2468.239990234375,156.22000122070312,479.59999084472656,-8959.89990234375,3843.900146484375,-2603.2000732421875,-104.39999580383301,-148.1999969482422,255.0,128.0,,0.5570245309214141,-1.5755691478290828,0.011411059967966536,True,121.31207749151415,True,10,False,8,,RIP.VERTUGO,b3a57d2685b,6.0,-415.6099853515625,-4914.22998046875,958.4199829101562,-2712.0001220703125,4507.900085449219,-233.99999618530273,176.70000076293945,-3337.6998901367188,-4367.799987792969,219.0,8.0,0.33224122935702105,0.9275592179708131,1.5192626216493277,True,175.0,False,10,4,14,,
7,732,20,True,True,1,2397.2240595108883,2461.070068359375,3324.169921875,391.7699890136719,-22885.6005859375,12831.8994140625,1128.7999725341797,-859.3000030517578,629.0999984741211,306.8000030517578,1.0,-0.33227367095844246,2.492366681294974,0.022299364061438173,bf81d8692db,games5425898691,19.0,2628.639892578125,3293.179931640625,315.70001220703125,-16250.899658203125,12805.50048828125,228.89999389648438,4312.300109863281,-2302.4000549316406,-2520.2999877929688,255.0,255.0,,0.47153208821681486,0.4831800879643098,-1.6662522369502046,True,10,False,7,198.54781925037346,True,,76561198039309853,enpitsu,24.0,-59.09000015258789,2604.9599609375,17.030000686645508,2399.600067138672,16770.2001953125,5.099999904632568,-0.0,-0.5999999865889549,-188.70000839233398,0.0,128.0,,-0.016858471530085295,1.7324384017504766,0.00013484576511799156,True,245.0,False,2,2,False,,100 MrDaves,ba6a63b306b,13,603.1199951171875,-404.9800109863281,85.55999755859375,-2372.5,22779.19921875,-159.399995803833,-5483.699951171875,-421.3999938964844,-27.5,255.0,128.0,,-0.13610149389504056,-1.6310018698022388,-3.1388422024913676,True,0.0,False,14,False,13,,RIP.VERTUGO,b3a57d2685b,7.0,12.6899995803833,-338.1300048828125,87.38999938964844,1279.5999908447266,20415.30029296875,-587.9000091552734,-4407.099914550781,326.5999984741211,121.80000305175781,234.0,128.0,1.164256881048191,1.7090807113452995,0.06981022745985259,True,0.0,False,12,4,16,,
8,1029,22,False,False,0,5176.512520287342,-23.600000381469727,37.529998779296875,97.37999725341797,-16612.099609375,23826.8994140625,3461.400146484375,-75.99999904632568,8.299999833106995,-494.70001220703125,0.0,0.0001296468598908733,-0.008237961627778538,-0.0012683220113093967,b3a57d2685b,RIP.VERTUGO,6.0,85.13999938964844,-104.91999816894531,56.369998931884766,-6560.5999755859375,21540.10009765625,2077.2000122070312,482.40001678466797,2945.1998901367188,653.4999847412109,219.0,62.0,,0.052872336100382986,1.9226787046612204,0.25400266852510983,True,6,False,5,0.0,False,,ba6a63b306b,100 MrDaves,13.0,-24.940000534057617,-2951.409912109375,17.010000228881836,1680.2999877929688,4136.400146484375,2.0999999344348907,0.0,0.0,0.0,255.0,128.0,,0.009475869231028274,1.1849105027756504,-1.1993579256278651e-06,True,116.0,False,False,False,False,,enpitsu,76561198039309853,24,38.619998931884766,3554.820068359375,17.049999237060547,-485.99998474121094,-10258.699951171875,2.5999999046325684,0.3999999910593033,0.29999999329447746,0.0,255.0,128.0,False,0.01664547100970667,-1.6181610553831252,3.309322370760996e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-147.02000427246094,526.219970703125,56.650001525878906,6843.699951171875,-21757.2998046875,2950.8999633789062,2524.199981689453,525.4000091552734,-483.1999969482422,255.0,121.0,0.05530051050480344,-1.3272846430426435,0.0011475230398717794,True,0.0,False,3,False,4,,
9,1031,22,False,False,1,5372.967265181552,131.2899932861328,-178.27000427246094,124.81999969482422,16616.400146484375,6579.5001220703125,10569.100341796875,4588.900146484375,1850.3999328613281,-3393.699951171875,1.0,0.09382250356604158,0.16753289748276223,-0.18406879743139842,bf81d8692db,games5425898691,19.0,89.93000030517578,-344.6700134277344,78.69999694824219,-6855.30029296875,21807.80029296875,2392.7000427246094,-5416.400146484375,-944.0000152587891,-142.70000457763672,255.0,85.0,,-0.6245133915250797,1.343834862519133,0.03148750840683348,True,4,False,3,0.0,False,,76561198039309853,enpitsu,24.0,-38.619998931884766,-3554.820068359375,17.049999237060547,485.99998474121094,10258.699951171875,2.5999999046325684,-0.3999999910593033,-0.29999999329447746,0.0,255.0,128.0,False,-0.01664547100970667,1.6181610553831252,3.309322370760996e-05,True,116.0,False,False,False,False,,100 MrDaves,ba6a63b306b,13,9.329999923706055,2913.0,17.010000228881836,-2024.4999694824219,-4983.500061035156,2.0999999344348907,-0.0,-0.0,0.0,255.0,128.0,,-0.009475869231028274,-1.1849105027756504,-1.1993579256278651e-06,True,116.0,False,False,False,False,,RIP.VERTUGO,b3a57d2685b,6.0,-85.13999938964844,104.91999816894531,56.369998931884766,6560.5999755859375,-21540.10009765625,2077.2000122070312,-482.40001678466797,-2945.1998901367188,653.4999847412109,219.0,62.0,-0.052872336100382986,-1.9226787046612204,0.25400266852510983,True,0.0,False,5,False,6,,
