,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
10,951,19,False,False,1,5277.7480122182615,-12.880000114440918,-58.900001525878906,107.33999633789062,-28428.30078125,12154.3994140625,4308.399963378906,1588.3000183105469,2146.3999938964844,5372.9998779296875,1.0,-0.012426477258023849,-0.029259077897205523,0.12485001635586135,76561198039309853,enpitsu,27.0,102.9000015258789,-160.75,103.55999755859375,-14843.900146484375,17463.199462890625,54.699997901916504,-4304.700012207031,-3420.8999633789062,128.1999969482422,255.0,255.0,,-1.410438260875901,0.7544076799082647,0.10583065569066326,True,2,1,0.0,False,False,,bf81d8692db,games5425898691,22.0,-3388.760009765625,-2115.590087890625,17.010000228881836,-4139.700012207031,-14451.199951171875,2.0000000298023224,-0.0,-0.5000000074505806,349.70001220703125,255.0,128.0,,-0.009588878637081005,-1.329379727900865,-0.00021013054614102652,False,0.0,False,False,False,False,,brunozzzZ_,51c1771d3b234feab856731bf9ed6d83,17.0,-31.110000610351562,258.239990234375,57.36000061035156,7822.19970703125,-21469.3994140625,2621.4999389648438,4548.500061035156,-2805.1998901367188,-1300.5000305175781,255.0,0.0,True,-0.07972073020664508,-2.021334951353238,0.1441053242972036,True,5,False,6,13.78116970421165,True,,S1lva,76561198311210071,24.0,3144.0,4404.47998046875,72.83000183105469,8100.2001953125,13252.19970703125,-1368.800048828125,-2346.3999938964844,2266.7999267578125,-204.79999542236328,255.0,128.0,,-0.7795513179217756,-0.8590541399855278,-0.08114430683960289,True,255.0,False,4,False,4,
11,1115,25,False,False,1,4578.930103780429,-3586.260009765625,4204.080078125,116.88999938964844,7681.500244140625,-3151.199951171875,3116.199951171875,2472.2999572753906,3716.7001342773438,4009.1000366210938,1.0,0.05373270911896425,2.297773157577138,-0.3833397851975239,76561198039309853,enpitsu,27.0,-3750.830078125,4244.81005859375,136.27999877929688,5854.6002197265625,-3553.599853515625,-12926.800537109375,-3932.6998901367188,-3810.0,-516.5999984741211,255.0,255.0,,-1.0605198360096493,-2.4833578876630247,0.1034077498115442,True,2,2,214.0,False,False,,bf81d8692db,games5425898691,23.0,-3591.10009765625,386.1000061035156,17.010000228881836,4731.099853515625,21801.8994140625,2.3000000417232513,0.19999999552965164,0.9000000357627869,-1765.0,255.0,0.0,,-0.009603295929036934,1.8368917821983364,-0.00013837043251650253,True,187.0,False,False,False,False,,brunozzzZ_,51c1771d3b234feab856731bf9ed6d83,16.0,458.20001220703125,4651.31982421875,17.010000228881836,-21609.599609375,5574.69970703125,2.3000000417232513,-0.3999999910593033,0.3999999910593033,1572.5,255.0,255.0,,-0.009604400579218166,0.21530918450403774,0.0001503748885759184,True,10,False,10,182.0,False,,S1lva,76561198311210071,18.0,-907.6099853515625,4996.0498046875,17.040000915527344,-2989.89990234375,-343.69998931884766,12.400000095367432,33.399999141693115,-23.09999942779541,-12.5,255.0,,,-0.009967510511119774,-0.11232933423481602,-0.0005472777359914819,True,186.0,False,4,False,4,
12,1139,26,False,False,1,3990.780869452774,-2904.43994140625,3922.219970703125,138.9600067138672,11384.49951171875,-6015.9002685546875,1186.500015258789,-333.80001068115234,-111.70000076293945,4184.599914550781,1.0,0.4015925365390913,2.779232916490368,-1.1231509254414933,76561198039309853,enpitsu,27.0,-2995.139892578125,3978.47998046875,16.809999465942383,9801.699829101562,-3365.8999633789062,-286.70000076293945,615.9999847412109,546.1000061035156,-2269.499969482422,255.0,128.0,,-0.022774777593542503,-2.7730126508277633,0.0030920489630482557,True,2,2,211.6508643370803,True,False,,bf81d8692db,games5425898691,23.0,-2121.2099609375,1300.52001953125,17.010000228881836,18789.200439453125,-4730.4998779296875,2.3000000417232513,0.09999999776482582,-0.0,-1998.6000061035156,255.0,0.0,,-0.009576098158298693,-2.8198861358160623,-2.8932462779627394e-05,True,187.0,False,False,False,False,,brunozzzZ_,51c1771d3b234feab856731bf9ed6d83,16.0,-1593.969970703125,4336.6298828125,17.010000228881836,-21812.900390625,-7176.099853515625,2.0999999344348907,-2.3000000417232513,-0.3999999910593033,1233.3999633789062,255.0,255.0,,-0.009607611940847853,-0.3330369175493568,0.00015417920265951664,True,10,False,10,154.0,False,,S1lva,76561198311210071,18.0,-1623.1800537109375,4687.080078125,16.979999542236328,-11031.99951171875,-7463.699951171875,5.699999928474426,0.09999999776482582,-0.5000000074505806,2.7000001072883606,255.0,128.0,,-0.00952517363577978,-0.5952758688611205,-1.811703057285515e-05,True,154.0,False,4,False,4,
13,1158,26,False,False,1,3350.473324021998,-2064.64990234375,3571.489990234375,121.9800033569336,17814.300537109375,1659.1000366210938,-231.49999618530273,-2108.699951171875,794.8000335693359,5301.5997314453125,1.0,0.316465839489366,0.045213066643454765,-0.6605876181461008,76561198039309853,enpitsu,27.0,-2216.22998046875,3460.7099609375,65.1500015258789,20028.499755859375,-6445.5999755859375,1465.8999633789062,-1744.7000122070312,5163.599853515625,736.2000274658203,128.0,255.0,,-0.5723441881155054,-2.5408182275287854,-0.5638398348348034,True,4,3,174.0,False,False,,bf81d8692db,games5425898691,23.0,-965.3900146484375,1047.0699462890625,17.010000228881836,17059.000244140625,5115.4998779296875,2.3000000417232513,-0.29999999329447746,-0.0,1974.2999267578125,255.0,255.0,,-0.009585341277979808,2.7784400907109283,4.3052860430767075e-05,True,187.0,False,False,False,False,,brunozzzZ_,51c1771d3b234feab856731bf9ed6d83,16.0,-2773.64990234375,3466.110107421875,95.51000213623047,-15695.50048828125,-16809.89990234375,-274.7999954223633,5363.0999755859375,1196.6999816894531,-233.4000015258789,255.0,255.0,True,-0.4643032650769658,0.17893513579311793,-2.281651961802891,True,11,False,12,134.91854602290735,True,,S1lva,76561198311210071,15.0,-2253.800048828125,3870.010009765625,16.979999542236328,-3899.5001220703125,-17482.5,3.799999952316284,0.19999999552965164,-0.0,1955.8999633789062,255.0,255.0,,-0.009572468914170521,-1.4186765484272257,5.060398425349396e-06,True,104.7996729317532,True,4,False,4,
14,1166,27,False,False,1,2880.2004286620827,-1550.239990234375,3619.64990234375,94.87999725341797,16543.1005859375,1660.0999450683594,1063.6000061035156,-1798.699951171875,3360.4998779296875,4633.699951171875,1.0,0.8362245409668135,-1.404334525930383,-0.3894374731121627,76561198039309853,enpitsu,27.0,-1581.449951171875,3257.89990234375,117.22000122070312,18208.399658203125,-5759.000244140625,705.5000305175781,-2121.1000061035156,4849.200134277344,1495.0,128.0,128.0,,-0.1942357977830623,-1.2348353560196255,2.9405013237107824,True,4,3,174.0,False,False,,bf81d8692db,games5425898691,23.0,-516.1699829101562,1366.199951171875,17.010000228881836,9963.200073242188,13443.199462890625,2.3000000417232513,-0.0,-0.09999999776482582,1905.0999450683594,255.0,248.0,,-0.009611247347341449,2.1395545038508916,4.448603064121116e-06,True,187.0,False,False,False,False,,brunozzzZ_,51c1771d3b234feab856731bf9ed6d83,16.0,-3329.06005859375,2909.699951171875,89.47000122070312,-16372.2998046875,-16153.1005859375,-144.3000030517578,5240.8001708984375,1667.8999328613281,36.30000114440918,255.0,255.0,False,0.7243274790135256,-0.3077390821708803,1.5106932519615972,True,11,False,12,132.0,False,,S1lva,76561198311210071,15.0,-2233.860107421875,3394.679931640625,16.989999771118164,5247.9998779296875,-17928.399658203125,5.0,0.09999999776482582,-0.0,1988.9999389648438,255.0,255.0,,-0.009567202050803855,-1.9289518686597178,2.814676426791226e-06,True,94.0,False,4,False,4,
15,1199,28,True,True,1,1452.2367700749817,267.5199890136719,3830.800048828125,102.62999725341797,-7011.5997314453125,24501.201171875,9783.499755859375,2158.0999755859375,5480.2001953125,-1143.8999938964844,1.0,0.8303283752520731,2.9221694214361995,-2.1655424456748,bf81d8692db,games5425898691,23.0,374.8699951171875,3639.989990234375,17.010000228881836,-3201.0000610351562,21722.900390625,2.3999999463558197,-0.0,1.0000000149011612,2265.0,128.0,255.0,True,-0.009624213999046175,1.3283663730506312,5.0217101066214185e-05,True,False,False,100.0,False,False,,76561198039309853,enpitsu,27.0,175.47999572753906,2610.169921875,17.049999237060547,5754.6002197265625,-3988.800048828125,2.7000001072883606,-1.4000000059604645,-0.0,-5.299999713897705,128.0,128.0,,-0.01691136297828547,-2.5344069249905954,7.84380035309879e-05,True,204.0,False,4,False,4,,brunozzzZ_,51c1771d3b234feab856731bf9ed6d83,16.0,-3359.330078125,1298.280029296875,17.020000457763672,18040.899658203125,-3568.3999633789062,-1.2999999523162842,-6.299999952316284,2.5,1990.5999755859375,255.0,255.0,False,-0.009570790560544837,-3.018907008933486,0.00015264704093551274,True,12,False,12,116.00715713090793,True,,S1lva,76561198311210071,15.0,-393.1499938964844,3379.300048828125,16.989999771118164,11475.30029296875,19580.899658203125,2.199999988079071,-0.7000000029802322,-1.5999999642372131,650.9999847412109,255.0,128.0,,-0.00960307230468739,2.0468706913053896,-0.00015539488616916035,True,22.010744112794104,True,4,False,4,
16,1467,28,False,False,0,5183.050585581348,-15.25,32.33000183105469,99.22000122070312,-12561.500244140625,10299.89990234375,1088.7000274658203,1455.8999633789062,-337.40001678466797,5810.8001708984375,0.0,-0.14301045352377403,0.5033717799970024,0.3214683965641913,51c1771d3b234feab856731bf9ed6d83,brunozzzZ_,18.0,21.489999771118164,-106.5999984741211,90.7699966430664,7359.7998046875,13796.800537109375,987.3000335693359,-5091.099853515625,-1379.9000549316406,1557.5999450683594,255.0,255.0,True,0.5549528248263368,0.7631015610175952,-1.101030100442766,True,6,5,13.717935585206558,True,False,,76561198311210071,S1lva,15.0,-2337.139892578125,-3725.2900390625,17.010000228881836,-18191.600341796875,-10522.900390625,2.0999999344348907,-0.29999999329447746,0.0,36.70000076293945,255.0,128.0,True,0.00960027319018889,-2.6124564443319764,-5.401942304178195e-05,True,0.0,False,False,False,False,,enpitsu,76561198039309853,27.0,79.9000015258789,291.30999755859375,108.63999938964844,-9572.999877929688,-20781.201171875,2331.1000061035156,4713.500061035156,-535.4000091552734,2782.9998779296875,255.0,255.0,,0.416937715970989,-2.0233486462653936,0.01964394067500568,True,1,False,2,0.0,False,,games5425898691,bf81d8692db,22.0,-2208.4599609375,3885.9599609375,17.010000228881836,-17685.799560546875,10734.69970703125,1.899999976158142,0.5000000074505806,-0.3999999910593033,-2.199999988079071,255.0,128.0,,0.009589577225464772,2.59572526689674,5.5163651852188235e-05,True,0.0,False,False,False,False,
17,1468,28,False,False,1,5234.880465002054,57.9900016784668,-27.3700008392334,104.79000091552734,16203.00048828125,7181.7999267578125,2597.0999145507812,1599.1000366210938,1038.3999633789062,-3432.3001098632812,1.0,0.16387852810462514,-0.5746191842894467,0.30380312606391924,76561198039309853,enpitsu,27.0,-9.779999732971191,-180.86000061035156,132.8800048828125,7615.7000732421875,5211.199951171875,3704.1000366210938,-5455.9002685546875,-664.1000366210938,-204.20000076293945,255.0,255.0,,-0.9893034991036052,2.2062583293723717,-0.5141184157183423,True,2,1,0.0,False,False,,bf81d8692db,games5425898691,22.0,2208.4599609375,-3885.9599609375,17.010000228881836,17685.799560546875,-10734.69970703125,1.899999976158142,-0.5000000074505806,0.3999999910593033,-2.199999988079071,255.0,128.0,,-0.009589577225464772,-2.59572526689674,5.5163651852188235e-05,True,0.0,False,False,False,False,,brunozzzZ_,51c1771d3b234feab856731bf9ed6d83,18.0,-21.489999771118164,106.5999984741211,90.7699966430664,-7359.7998046875,-13796.800537109375,987.3000335693359,5091.099853515625,1379.9000549316406,1557.5999450683594,255.0,255.0,True,-0.5549528248263368,-0.7631015610175952,-1.101030100442766,True,5,False,6,10.638511924333473,True,,S1lva,76561198311210071,15.0,2337.139892578125,3725.2900390625,17.010000228881836,18191.600341796875,10522.900390625,2.0999999344348907,0.29999999329447746,-0.0,36.70000076293945,255.0,128.0,True,-0.00960027319018889,2.6124564443319764,-5.401942304178195e-05,True,0.0,False,False,False,False,
18,1525,30,False,False,0,6738.051531468485,-3035.489990234375,-1249.3599853515625,100.37000274658203,11092.099609375,27606.8994140625,12018.699951171875,2221.6000366210938,-5202.19970703125,2000.2000427246094,0.0,0.0818869514315426,3.0292777017526307,0.7072790520377323,76561198311210071,S1lva,15.0,-3136.419921875,-1412.9300537109375,19.450000762939453,10246.400146484375,20383.199462890625,2921.0000610351562,0.29999999329447746,0.5999999865889549,-1786.6000366210938,255.0,0.0,False,0.009606419892554289,1.0489918008348962,-0.00013262594237178004,True,3,False,114.02947956515894,True,False,,51c1771d3b234feab856731bf9ed6d83,brunozzzZ_,16.0,1920.0999755859375,325.05999755859375,122.7699966430664,15862.2998046875,-1661.9999694824219,-991.2999725341797,-2945.10009765625,4480.5999755859375,1224.5999908447266,128.0,255.0,False,0.013043366565758526,-0.9535003075882215,-0.16473007414569021,True,0.0,False,8,False,7,,enpitsu,76561198039309853,27.0,-1482.1700439453125,-142.5399932861328,17.059999465942383,-8987.19970703125,1158.3999633789062,1.1999999731779099,4.1999998688697815,-0.3999999910593033,1024.1000366210938,255.0,128.0,,0.016664856599550783,3.073335567087801,-0.00028288064142899613,True,3,False,4,0.0,False,,games5425898691,bf81d8692db,23.0,-2857.889892578125,2099.239990234375,17.030000686645508,18668.00048828125,1279.3000030517578,0.0,-0.09999999776482582,0.0,1999.1999816894531,255.0,255.0,,0.00959950616128554,0.14345955553304932,1.3663236679954504e-05,True,236.0,False,False,False,False,
19,1624,34,False,False,1,8403.15029474557,-454.42999267578125,-3153.929931640625,197.60000610351562,-18428.199462890625,23862.19970703125,-6634.7998046875,-5335.10009765625,2659.5001220703125,-680.5000305175781,1.0,-0.957010315160944,-1.296716700321508,-2.7708081295364755,bf81d8692db,games5425898691,23.0,-385.5899963378906,-3287.080078125,154.72999572753906,-17313.00048828125,12852.19970703125,-270.2000045776367,1763.699951171875,-4632.0001220703125,-2383.9999389648438,255.0,0.0,,0.28921253252219015,1.5624676949691343,-2.734036107208674,True,4,3,163.6116128839472,True,False,,76561198039309853,enpitsu,27.0,2484.27001953125,-3206.969970703125,17.030000686645508,-16372.2998046875,-15735.0,5.099999904632568,0.09999999776482582,0.09999999776482582,-362.7000045776367,255.0,128.0,,-0.016783021096269533,-0.7333707641778082,0.00016377981462190527,True,162.0,False,4,False,4,,brunozzzZ_,51c1771d3b234feab856731bf9ed6d83,16.0,-1302.1300048828125,-2160.89990234375,95.47000122070312,17050.2001953125,-14873.699951171875,4130.199890136719,1178.3000183105469,-3169.8001098632812,119.70000267028809,0.0,0.0,True,0.12262529996049017,-2.4706103052025923,0.15412870124622222,True,8,False,10,73.61161288394725,True,,S1lva,76561198311210071,16.0,-462.3599853515625,-4326.27978515625,16.510000228881836,-14529.3994140625,-9655.599975585938,105.79999923706055,47.5,24.100000858306885,-55.70000171661377,255.0,128.0,False,-0.009247987108431895,-0.563514363109724,0.0024129525410470382,True,50.0,False,6,4,False,
20,1630,34,False,False,0,2989.6314967508547,819.2999877929688,2691.39990234375,96.83000183105469,-1006.9000244140625,6266.099853515625,5705.0,-5820.8001708984375,-935.2999877929688,-1114.4999694824219,0.0,-0.06431061926540074,1.0564180539746018,-2.8994523988702743,51c1771d3b234feab856731bf9ed6d83,brunozzzZ_,16.0,858.8499755859375,2549.090087890625,185.58999633789062,-17021.199951171875,15160.50048828125,3071.400146484375,-2602.0999145507812,4501.9000244140625,1791.9000244140625,255.0,0.0,True,-0.5228249386922814,2.1066955645295122,1.5269823871196444,True,10,8,54.81729035736413,True,False,,76561198311210071,S1lva,16.0,793.6900024414062,4536.4599609375,17.010000228881836,14781.800537109375,9251.699829101562,2.0999999344348907,-0.5999999865889549,-0.19999999552965164,-3.1999999284744263,255.0,128.0,False,0.009591181257008552,0.5587086223510502,4.049804878484952e-05,True,50.0,False,6,4,False,,enpitsu,76561198039309853,27.0,-2073.8701171875,3570.5400390625,17.030000686645508,17203.299560546875,14787.60009765625,5.099999904632568,-0.29999999329447746,-0.09999999776482582,-15.099999904632568,255.0,128.0,,0.016767679455548874,0.7084164023502022,2.8946033906971557e-05,True,4,False,4,162.0,False,,games5425898691,bf81d8692db,23.0,688.6199951171875,3059.85009765625,152.0500030517578,17314.3994140625,-13028.1005859375,-143.59999656677246,-2538.9999389648438,4338.2000732421875,-2232.100067138672,255.0,128.0,,-0.8320838275809613,-1.3790866235696086,2.268411587294414,True,166.0,False,4,False,3,
21,1632,34,False,False,1,8120.194320767431,-804.510009765625,-2800.139892578125,93.79000091552734,11552.80029296875,5182.19970703125,-3305.0,-136.00000381469727,1080.1000213623047,-5900.3997802734375,1.0,0.030455919268702038,-0.6304490844735562,2.9756838094850235,bf81d8692db,games5425898691,23.0,-832.9500122070312,-2951.1298828125,150.72999572753906,-17326.600341796875,13060.10009765625,-241.70000076293945,2257.2999572753906,-4122.099914550781,-2005.0999450683594,255.0,56.0,,0.9059085599720399,0.9718036301968389,1.4420429139028286,True,4,4,166.0,False,False,,76561198039309853,enpitsu,27.0,1959.0799560546875,-3669.010009765625,17.030000686645508,-17226.199951171875,-14760.10009765625,5.099999904632568,0.29999999329447746,-0.0,-6.200000047683716,255.0,128.0,,-0.01676768750846148,-0.7077721558759221,2.3544906540913944e-05,True,162.0,False,4,False,4,,brunozzzZ_,51c1771d3b234feab856731bf9ed6d83,16.0,-734.5399780273438,-2654.739990234375,225.44000244140625,14799.100341796875,-12866.700439453125,4907.099914550781,-2033.0999755859375,266.3999938964844,-3231.7001342773438,128.0,0.0,True,0.765215829725765,-1.7873438299312476,1.425667879936239,True,8,False,10,48.485014989811894,True,,S1lva,76561198311210071,16.0,-916.9299926757812,-4613.43994140625,17.010000228881836,-14831.99951171875,-9154.199829101562,2.199999988079071,2.5999999046325684,1.5999999642372131,-279.50000762939453,255.0,0.0,False,-0.009594185923896261,-0.5562394239153222,1.8281718127797445e-05,True,50.0,False,6,4,False,
22,1691,37,False,False,1,7182.149490179418,912.72998046875,-2042.1300048828125,93.12999725341797,5522.8997802734375,2427.2999572753906,0.0,-2391.199951171875,5441.199951171875,-821.2999725341797,1.0,0.3119028209655138,-0.6778491576773248,2.136381710329993,76561198039309853,enpitsu,27.0,959.5,-2257.85009765625,17.040000915527344,6420.0,21196.69921875,3.8999998569488525,-0.7000000029802322,-2.7000001072883606,675.5999755859375,255.0,128.0,False,-0.016770822675562763,1.8185014501470507,-0.00010413597486509013,True,4,4,95.0,False,False,,bf81d8692db,games5425898691,23.0,-1110.1099853515625,-862.8200073242188,17.010000228881836,3493.699951171875,15660.10009765625,0.0,-0.09999999776482582,-0.7000000029802322,1549.9000549316406,255.0,232.0,,-0.009590326947761433,1.7600754214495324,0.00019323357497135168,True,152.03420240904697,True,4,False,4,,brunozzzZ_,51c1771d3b234feab856731bf9ed6d83,16.0,2400.06005859375,-5082.56982421875,92.61000061035156,13185.10009765625,2657.7999877929688,-5809.89990234375,5082.5,1841.4999389648438,573.3000183105469,255.0,255.0,False,-0.4467381628582311,2.840427323984016,-1.0690104566368488,True,8,False,10,0.0,False,,S1lva,76561198311210071,16.0,-1342.530029296875,-1904.219970703125,90.06999969482422,8426.799926757812,21218.89892578125,-1128.499984741211,-3278.9999389648438,1368.2000732421875,-65.10000228881836,128.0,128.0,False,0.8544142781835221,1.944869584369436,-0.06368823371132383,True,0.0,False,8,4,4,
23,1752,39,False,False,0,8008.243936676652,-375.6400146484375,-2851.320068359375,142.72999572753906,-17104.7998046875,-7714.0997314453125,6917.9998779296875,3379.1000366210938,3279.7000122070312,-3718.0999755859375,0.0,-0.7438344253542237,0.5043002821677897,2.699989124258219,76561198311210071,S1lva,15.0,-178.22000122070312,-2853.31005859375,62.220001220703125,-16117.7001953125,-16224.300537109375,2443.5000610351562,747.6000213623047,-2597.9000854492188,-2680.7998657226562,255.0,0.0,False,0.07625651757410042,-2.3423028916828645,0.007006284340032271,True,12,7,31.0,False,4,,51c1771d3b234feab856731bf9ed6d83,brunozzzZ_,16.0,-3751.179931640625,1795.3499755859375,117.08000183105469,1879.1999816894531,-22704.599609375,2089.600067138672,4982.799987792969,-1584.1000366210938,1706.300048828125,255.0,0.0,True,0.13278587591730429,-0.6962892304931318,0.793978242724158,True,0.0,False,14,False,11,,enpitsu,76561198039309853,27.0,-647.1500244140625,-2516.360107421875,126.91999816894531,-2608.2998657226562,-22781.69921875,1766.199951171875,3543.699951171875,-3769.4000244140625,-1866.199951171875,255.0,128.0,False,0.7808306826663226,-1.5488925307166288,0.4595725132905291,True,5,False,6,0.0,False,,games5425898691,bf81d8692db,23.0,-485.80999755859375,-2442.570068359375,120.87000274658203,-5649.000244140625,-13215.50048828125,-155.9000015258789,2447.2999572753906,4908.500061035156,408.1999969482422,255.0,128.0,,0.07251083143150365,-2.0694142806509994,3.089484176633741,True,147.0,False,6,False,5,
24,1821,41,False,False,0,9282.750693129368,-3336.919921875,-3816.080078125,152.47999572753906,17544.89990234375,-5181.199951171875,9254.89990234375,-5737.2998046875,-751.1000061035156,1587.1000671386719,0.0,-0.8316379398394106,1.4423068155957157,-1.3067359005910004,51c1771d3b234feab856731bf9ed6d83,brunozzzZ_,16.0,-3412.389892578125,-3780.7900390625,15.699999809265137,8926.400146484375,-18559.200439453125,-331.5999984741211,-688.0000305175781,1155.5999755859375,4333.0999755859375,255.0,255.0,False,0.01515135421138346,-0.9306205777068568,-0.047687972060512,True,14,12,0.0,False,False,,76561198311210071,S1lva,15.0,-2734.1298828125,-4630.9501953125,17.0,-5493.4002685546875,13840.899658203125,1.1999999731779099,-10.90000033378601,13.999999761581421,-2094.1000366210938,255.0,0.0,False,0.009520064922032211,1.8856993765422587,-0.0005047641214192447,True,5.958529074986781,True,12,4,8,,enpitsu,76561198039309853,27.0,-1821.989990234375,-4650.1298828125,17.049999237060547,-4918.999938964844,10437.39990234375,3.400000035762787,-10.299999713897705,3.0000001192092896,-5.400000214576721,255.0,128.0,False,0.016362556526016113,2.010663214168947,-0.00038402703607322725,True,6,False,6,0.0,False,,games5425898691,bf81d8692db,23.0,-3727.39990234375,-3133.14990234375,16.989999771118164,-2590.7000732421875,22307.19970703125,4.699999988079071,-0.09999999776482582,0.0,-1987.5,255.0,0.0,,0.009576670441815928,1.606693332166292,-1.1230272713389868e-05,True,214.0,False,6,False,6,
25,1954,46,False,False,0,8293.20082740237,479.1199951171875,-3038.39990234375,163.22000122070312,-4074.5999145507812,12919.49951171875,4967.60009765625,2289.4000244140625,-1723.0000305175781,-583.4000015258789,0.0,0.6380890927096017,-2.337763193125534,1.938052977824978,51c1771d3b234feab856731bf9ed6d83,brunozzzZ_,16.0,533.27001953125,-3159.64990234375,21.979999542236328,1561.199951171875,13669.100341796875,2999.2999267578125,-0.09999999776482582,-5.699999928474426,1633.0000305175781,255.0,128.0,,0.009553038922285657,1.531333766208884,-4.353108781163309e-05,True,15,12,,False,False,,76561198311210071,S1lva,15.0,388.42999267578125,-3812.97998046875,17.0,10784.300537109375,7853.2000732421875,3.6000001430511475,0.09999999776482582,0.09999999776482582,2262.2999572753906,255.0,255.0,,0.009568037022127161,0.6975380337345307,-2.8134509486199064e-05,True,31.0,False,14,4,10,,enpitsu,76561198039309853,27.0,2979.97998046875,-3215.2099609375,17.049999237060547,-5425.30029296875,18270.30029296875,-2.3000000417232513,-0.09999999776482582,0.7000000029802322,2.0000000298023224,255.0,255.0,False,0.01679010902576805,1.8597029564796235,-4.0213030578853674e-05,True,8,False,8,186.38471404198677,True,,games5425898691,bf81d8692db,23.0,3456.510009765625,-1037.3599853515625,17.0,-14369.000244140625,14251.300048828125,0.9000000357627869,3.0000001192092896,-2.5999999046325684,872.3000335693359,255.0,128.0,,0.00959801486597217,2.4209510706661175,-9.380596377131539e-05,True,181.2919054851737,True,6,False,6,
26,2002,48,False,False,0,6050.071779715852,-209.35000610351562,-870.97998046875,124.77999877929688,-3386.9000244140625,16121.800537109375,1622.7999877929688,-3797.0001220703125,-3991.099853515625,-2377.5,0.0,-0.9827147265798896,-2.892617538963943,2.897559951694343,76561198311210071,S1lva,15.0,-183.64999389648438,-1052.219970703125,114.7699966430664,-6414.89990234375,20453.00048828125,-891.5000152587891,-3324.4000244140625,221.70000076293945,-1041.6000366210938,255.0,128.0,,-0.3668936871111626,2.5473576750618654,-0.8733011105612004,True,16,12,0.0,False,4,,51c1771d3b234feab856731bf9ed6d83,brunozzzZ_,16.0,56.06999969482422,-602.5,161.07000732421875,-5852.80029296875,15108.499755859375,-1882.4000549316406,-2115.800018310547,-1211.9000244140625,-1170.5999755859375,128.0,128.0,,-0.6850012798115535,-2.822689594593889,-0.5540062654271516,True,,False,16,False,14,,enpitsu,76561198039309853,27.0,24.959999084472656,-707.0900268554688,48.709999084472656,-21917.39990234375,6190.9002685546875,3209.2999267578125,-92.10000038146973,-510.6999969482422,2352.4000549316406,255.0,255.0,False,0.029724998404900706,3.0478710629157857,0.0009987254961318181,True,9,False,10,60.0,False,,games5425898691,bf81d8692db,23.0,499.19000244140625,1182.260009765625,17.0,-18934.100341796875,10196.599731445312,3.400000035762787,-0.29999999329447746,0.0,1.8000000715255737,255.0,128.0,,0.009586846780575899,2.6478654791676184,-4.031414338855121e-05,True,163.0,False,6,False,6,
