,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_boost_collect
0,169,0,False,False,0,5190.8194805501735,21.5,30.90999984741211,94.41000366210938,13723.599853515625,21772.7001953125,810.0,4676.600036621094,-3751.300048828125,-237.00000762939453,0.0,-0.06441816830454329,-0.006695791994410548,0.08085146766060178,3450617369153299449,jesus_criminal,22.0,-58.88999938964844,-123.52999877929688,101.30000305175781,14193.499755859375,17964.7998046875,55.900001525878906,-4297.300109863281,3432.5,-25.899999141693115,210.0,69.0,,1.377092683987088,0.872694493959522,-0.014031298315169687,,3,0.0,False,4,False,,76561198240735512,PatchGR,19.0,38.779998779296875,-1910.2099609375,17.010000228881836,582.0000076293945,13737.900390625,2.0999999344348907,0.0,0.7999999821186066,0.0,255.0,128.0,,0.009567898701603099,1.5284470402636066,-7.289836417476832e-05,True,116.0,False,False,False,False,,enpitsu,76561198039309853,25,6.849999904632568,1964.31005859375,17.049999237060547,-1024.1999816894531,-13156.600341796875,2.5999999046325684,1.0000000149011612,0.09999999776482582,-3.4999999403953552,128.0,128.0,,0.016790775910132713,-1.648993372120005,1.5079401327955281e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,103.0,514.8499755859375,60.0099983215332,-3791.7999267578125,-22524.7998046875,2676.4999389648438,4439.599914550781,-596.3999938964844,244.69999313354492,255.0,128.0,,0.10037944465538176,-1.6994256354278363,0.0002583872816681347,True,4,3,0.0,False,False,
1,171,0,False,False,1,5350.018756040146,-84.56999969482422,-119.38999938964844,102.30000305175781,-9640.599975585938,11545.2001953125,6468.3001708984375,5291.6998291015625,-1266.1000061035156,2528.6000061035156,1.0,0.18186982827325382,-0.05123294804652145,0.1375593535601623,bf81d8692db,games5425898691,18.0,-71.4000015258789,-326.8999938964844,79.76000213623047,3797.6998901367188,22575.2001953125,2115.0,-5457.2998046875,682.3999786376953,41.99999809265137,255.0,151.0,,-0.694890334320773,1.6888666816406694,0.0034680465516674142,True,3,0.0,False,4,False,,76561198039309853,enpitsu,25.0,1.5700000524520874,-1856.6700439453125,17.049999237060547,996.6999816894531,12719.599609375,2.5999999046325684,-0.7000000029802322,-0.0,-0.9000000357627869,255.0,128.0,,-0.016798102968072527,1.6491698153268282,5.6752338751821575e-06,True,116.0,False,False,False,False,,PatchGR,76561198240735512,19,-38.779998779296875,1910.2099609375,17.010000228881836,-582.0000076293945,-13737.900390625,2.0999999344348907,-0.0,-0.7999999821186066,0.0,255.0,128.0,,-0.009567898701603099,-1.5284470402636066,-7.289836417476832e-05,True,116.0,False,False,False,False,,jesus_criminal,3450617369153299449,22.0,58.88999938964844,123.52999877929688,101.30000305175781,-14193.499755859375,-17964.7998046875,55.900001525878906,4297.300109863281,-3432.5,-25.899999141693115,210.0,69.0,,-1.377092683987088,-0.872694493959522,-0.014031298315169687,,4,3,0.0,False,False,
2,172,0,False,False,0,5146.366621363489,184.41000366210938,108.31999969482422,102.51000213623047,29927.900390625,1523.0999755859375,-2675.7000732421875,-1526.3999938964844,-1955.7000732421875,5462.9998779296875,0.0,-0.1312093762854541,0.3607159437604631,-0.18187244837844904,3450617369153299449,jesus_criminal,22.0,61.91999816894531,12.329999923706055,109.04000091552734,10913.800048828125,5463.0999755859375,3710.7000732421875,2939.89990234375,-1434.1000366210938,-4421.400146484375,210.0,31.0,,1.4673090689729795,-2.590169373957132,2.854542544024627,,3,0.0,False,4,False,,76561198240735512,PatchGR,19.0,44.65999984741211,-1771.8599853515625,17.010000228881836,589.3999862670898,13914.49951171875,2.0999999344348907,0.0,0.7999999821186066,0.0,255.0,128.0,,0.009567898701603099,1.5284470402636066,-7.289836417476832e-05,True,116.0,False,False,False,False,,enpitsu,76561198039309853,25,-1.5700000524520874,1856.6700439453125,17.049999237060547,-996.6999816894531,-12719.599609375,2.5999999046325684,0.7000000029802322,0.0,-0.9000000357627869,255.0,128.0,,0.016798102968072527,-1.6491698153268282,5.6752338751821575e-06,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,54.38999938964844,195.0500030517578,82.52999877929688,-140.10000228881836,-9900.700073242188,-459.90001678466797,3241.7001342773438,2821.4999389648438,3432.0999145507812,255.0,156.0,,1.3816033852949874,-1.732948096651382,-0.8638850750344627,True,4,3,0.0,False,False,
3,270,3,False,False,0,6690.33181465856,3928.090087890625,504.4100036621094,1556.77001953125,-10688.900146484375,12983.199462890625,13861.199951171875,5191.500244140625,1010.5000305175781,2833.0999755859375,0.0,0.26833294450914186,2.9056104036192028,1.1119392032384783,76561198240735512,PatchGR,19.0,4013.93994140625,436.05999755859375,1394.3399658203125,-3633.9999389648438,14871.199951171875,8173.3001708984375,-3761.9000244140625,-2622.2000122070312,-488.69998931884766,255.0,222.0,False,-0.23668214027974077,1.5286209771750188,-1.650628264183427,True,4,19.0,False,6,False,,3450617369153299449,jesus_criminal,22.0,3517.7099609375,2639.35009765625,18.780000686645508,12538.1005859375,-5267.19970703125,2.800000011920929,0.0,-0.19999999552965164,-2208.2000732421875,212.0,0.0,,-0.004771850158876706,-0.47350796035452186,-1.9620723889404652e-05,True,31.0,False,4,4,False,,enpitsu,76561198039309853,26,2709.070068359375,5090.580078125,166.4600067138672,-12852.900390625,1737.7000427246094,-4693.900146484375,-2235.800018310547,-2094.4000244140625,1718.5000610351562,255.0,128.0,False,0.43895103547033315,3.030672645117908,-1.4745241090231795,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-3280.22998046875,-230.36000061035156,52.599998474121094,-17651.8994140625,7629.1998291015625,-2194.600067138672,-1566.3999938964844,-1515.2999877929688,-1333.3000183105469,255.0,0.0,,-0.3575804309367355,2.5703933539882704,0.07183360177337077,True,6,6,0.0,False,False,
4,326,5,False,False,1,8351.757208201618,-2184.4599609375,-2622.89990234375,174.63999938964844,-6019.6002197265625,28012.2998046875,14672.099609375,5287.80029296875,2807.2000122070312,-397.59998321533203,1.0,-0.12351935493973433,2.181251856937064,2.7122509067995417,76561198039309853,enpitsu,26.0,-2109.510009765625,-2881.840087890625,127.7699966430664,-7206.500244140625,21593.20068359375,3269.2001342773438,-2917.7999877929688,-995.1000213623047,18.40000033378601,255.0,128.0,,-0.11001476475965812,1.2414162458392726,6.876557147485162e-05,True,1,179.0,False,2,False,,bf81d8692db,games5425898691,19.0,3291.139892578125,-3680.64990234375,17.010000228881836,-11337.900390625,-19577.60009765625,2.199999988079071,-0.0,-0.09999999776482582,-1716.199951171875,255.0,0.0,,-0.009585232653497361,-0.9954252432914293,-0.000115121776052467,True,213.0,False,6,6,False,,PatchGR,76561198240735512,19,-2232.090087890625,-4201.56005859375,944.030029296875,8967.39990234375,-18887.099609375,-8702.2998046875,2557.7000427246094,950.1000213623047,1039.4000244140625,128.0,128.0,,-1.0322802265031508,-2.728029949911089,-2.2586242218455626,True,19.0,False,6,False,6,,jesus_criminal,3450617369153299449,20.0,-3423.580078125,281.55999755859375,18.780000686645508,11375.0,9654.099731445312,2.800000011920929,0.09999999776482582,-0.09999999776482582,-2035.5999755859375,210.0,0.0,,0.004770081210282937,2.5112735714801984,-6.092603090352232e-06,True,4,4,255.0,False,False,
5,528,13,False,False,0,9709.103176866123,-756.4400024414062,-4568.10009765625,283.010009765625,-12011.700439453125,12479.3994140625,10880.0,5927.60009765625,883.7999725341797,286.00000381469727,0.0,-0.657100801871934,-0.018448903429020485,1.6188033803607438,76561198240735512,PatchGR,19.0,-742.1500244140625,-4638.47021484375,173.02000427246094,-12848.800048828125,12721.400146484375,2023.0999755859375,-4503.0999755859375,1028.499984741211,-2985.5999755859375,128.0,101.0,,0.6323540789128966,1.9375115080814134,-0.02513311488013312,True,11,47.0,False,12,False,,3450617369153299449,jesus_criminal,20.0,-527.5499877929688,-5175.72021484375,18.780000686645508,-5862.8997802734375,5535.5999755859375,2.800000011920929,1.0999999940395355,-1.0000000149011612,-845.5999755859375,195.0,128.0,False,-0.004782968272805411,2.330815887140216,-7.837935816738429e-05,True,205.0,False,6,6,False,,enpitsu,76561198039309853,25,-1774.3800048828125,-5102.93994140625,279.9700012207031,-10435.999755859375,3.400000035762787,-7387.0001220703125,0.9000000357627869,379.0999984741211,1.899999976158142,128.0,255.0,,-1.2389664182386895,-0.05142722208969423,-1.5223292450808361,True,10.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,324.989990234375,-5030.919921875,1289.9100341796875,-1195.5999755859375,729.5999908447266,-1209.5999908447266,-1312.7000427246094,770.2999877929688,1157.699966430664,255.0,63.0,,0.9181185390907645,3.0953638480747907,0.06460183137089605,True,8,6,121.0,False,False,
6,616,16,False,False,0,6689.748690354778,-3765.4599609375,-903.0900268554688,459.69000244140625,16692.900390625,8766.799926757812,-9296.099853515625,-147.39999771118164,4462.0001220703125,-578.8000106811523,0.0,-0.8035610542209161,1.9582990394236073,0.8579553441686063,76561198240735512,PatchGR,19.0,-3919.85009765625,-878.9099731445312,510.42999267578125,11696.99951171875,19795.30029296875,568.1999969482422,-626.3999938964844,5459.89990234375,-215.40000915527344,255.0,8.0,,0.26639262510185546,1.7538784704219907,2.1871966004291528,True,13,32.0,False,14,False,,3450617369153299449,jesus_criminal,20.0,-3627.2099609375,-1601.18994140625,18.780000686645508,1468.3999633789062,22953.00048828125,3.8999998569488525,0.0,1.0000000149011612,-759.4000244140625,255.0,33.0,False,-0.004808072799747213,1.4986023551003604,4.3848121622105654e-05,True,160.9504170751059,True,6,6,False,,enpitsu,76561198039309853,26,-3720.2900390625,-3984.639892578125,19.06999969482422,-11279.000244140625,7700.4998779296875,324.00001525878906,-653.3000183105469,925.6999969482422,-74.60000038146973,255.0,128.0,,-0.0032190070492003893,2.5530048072179006,0.06496289229161797,True,10.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,-52.95000076293945,-3399.110107421875,17.0,960.2999877929688,18990.2001953125,1.0000000149011612,0.0,0.09999999776482582,-187.29999542236328,255.0,117.0,,0.009593273442906898,1.5159006528243895,-1.9147186263801683e-05,True,8,6,30.52153120758716,True,False,
7,675,18,False,False,0,4649.081186355662,-892.6599731445312,490.9200134277344,297.4700012207031,6559.89990234375,-3387.9000854492188,11015.50048828125,-4982.0001220703125,3323.5000610351562,-364.7999954223633,0.0,-1.2086915398778448,2.4001839993400123,0.7188142232740742,3450617369153299449,jesus_criminal,20.0,-896.22998046875,543.5399780273438,137.05999755859375,21239.89990234375,-3990.1998901367188,5802.0001220703125,-2.5,0.19999999552965164,804.3000030517578,200.0,128.0,False,-0.004757432528670142,0.015231673767541481,-0.0008292929171938315,True,6,232.0,False,8,4,,76561198240735512,PatchGR,19.0,-1389.3199462890625,3219.179931640625,17.020000457763672,17308.499755859375,8445.800170898438,1.5999999642372131,1.5000000596046448,0.7999999821186066,-2847.0001220703125,255.0,0.0,False,0.009577898809650258,0.2789717148675041,-4.445696814582527e-05,True,32.0,False,14,14,False,,enpitsu,76561198039309853,25,-4078.93994140625,-1556.010009765625,637.5999755859375,2.5,14083.699951171875,-2077.2000122070312,45.79999923706055,0.0,0.09999999776482582,255.0,128.0,,0.12228940371325529,1.5876892256831592,1.5728478269967492,True,10.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,-728.3200073242188,607.2100219726562,169.22999572753906,-7410.4998779296875,3177.60009765625,2873.9999389648438,4300.400085449219,755.6999969482422,3344.2999267578125,255.0,255.0,,-0.029147498892127435,-2.724512208757517,-0.851666209632692,True,10,7,31.0,False,False,
8,771,21,False,False,0,6172.322138207401,1296.97998046875,-629.6099853515625,147.55999755859375,13601.400146484375,-3445.2999877929688,1139.4999694824219,-5655.10009765625,2004.4000244140625,35.59999942779541,0.0,0.6097489681593173,1.2861466695144896,2.198861174692256,76561198240735512,PatchGR,19.0,1206.9300537109375,-634.6500244140625,15.649999618530273,4703.2000732421875,-11948.599853515625,-448.8999938964844,-335.29998779296875,2587.7999877929688,965.6999969482422,255.0,201.0,False,0.0265400845337171,-1.1945818405926958,-0.07186839839440545,True,14,82.0,False,14,False,,3450617369153299449,jesus_criminal,20.0,909.9299926757812,-652.4299926757812,18.329999923706055,-880.0,-358.69998931884766,66.10000133514404,61.500000953674316,7.900000214576721,395.9000015258789,202.0,255.0,False,-0.005302259020740997,-3.1117455175149145,0.0013506507620623864,True,232.0,False,8,6,4,,enpitsu,76561198039309853,26,-3183.550048828125,3126.840087890625,17.049999237060547,1540.0,15103.800048828125,2.5999999046325684,0.0,-0.19999999552965164,-0.09999999776482582,255.0,128.0,,0.016784573995969408,1.4691531827815822,1.7073443540603162e-05,False,0.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,-2299.14990234375,4560.27978515625,17.010000228881836,582.9999923706055,-3442.2000122070312,3.700000047683716,1.0999999940395355,-3.0000001192092896,785.5000305175781,255.0,252.0,,0.009428762371268898,-1.4689346893159705,0.0001139434564747502,True,False,False,85.0,False,False,
9,832,24,False,False,0,7854.38865204567,3851.090087890625,-1117.52001953125,96.37000274658203,11140.0,13486.400146484375,4110.400085449219,3257.6998901367188,5036.600036621094,139.20000076293945,0.0,1.3554478701484713,-1.2822669916293365,1.4362867853028194,76561198240735512,PatchGR,19.0,3808.5,-1277.9100341796875,16.709999084472656,9482.80029296875,8576.900024414062,-273.1999969482422,1352.2000122070312,-827.6999664306641,35.39999961853027,255.0,135.0,,-0.006843975204357921,0.7925110757605787,-0.0002610897507477563,True,14,82.0,False,14,False,,3450617369153299449,jesus_criminal,20.0,1680.0899658203125,-1185.8499755859375,18.780000686645508,10321.600341796875,-608.4999847412109,2.800000011920929,-1.0999999940395355,-0.09999999776482582,327.79998779296875,199.0,240.0,,-0.004767636232988724,-0.06768020380911867,-3.832316863314649e-05,True,232.0,False,8,6,4,,enpitsu,76561198039309853,25,-1340.780029296875,4962.759765625,19.09000015258789,11550.2001953125,2647.5,262.60000228881836,716.1000061035156,-73.49999904632568,-98.90000343322754,,,,-0.006512914412625826,0.2348413427560101,0.062424666167008896,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,-148.60000610351562,3637.72998046875,17.010000228881836,17850.400390625,-1643.5000610351562,-0.09999999776482582,-4.1999998688697815,0.29999999329447746,1401.300048828125,255.0,163.0,,0.009579145342609405,-0.0392822929915798,7.62280425053128e-05,True,False,False,90.89641302375384,True,False,
