,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_boost_collect,team_mate_handbrake
0,168,0,False,False,0,5317.277077890614,62.29999923706055,-90.20999908447266,114.5199966430664,22686.0009765625,15521.400146484375,3585.8999633789062,2213.8999938964844,-1706.9999694824219,-5308.800048828125,0.0,-0.007046685177470577,0.1706724166850554,-0.07156456689214238,76561198039309853,enpitsu,27.0,-142.24000549316406,-329.17999267578125,112.18000030517578,15252.60009765625,17000.2001953125,2686.4999389648438,-4093.9999389648438,3672.60009765625,-0.3999999910593033,255.0,128.0,,0.38586909124705204,0.8394760130698969,-0.00010339365392955607,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,17.0,2773.169921875,-4139.18017578125,17.010000228881836,17541.300048828125,-4005.2999877929688,2.3000000417232513,-0.9000000357627869,0.29999999329447746,1865.2000427246094,255.0,255.0,0.00958537301499871,-0.16803727916784678,9.687407720287014e-05,True,False,False,False,0.0,False,,Pastek Boi,76561198145593799,7,-31.25,138.52999877929688,23.399999618530273,-12930.799560546875,-16234.69970703125,-1196.8000030517578,-2069.7999572753906,1141.1000061035156,-2192.2999572753906,255.0,8.0,False,-0.10284902537333156,-2.1002063035428953,0.2802818448085298,True,4,4,False,0.0,False,,arthDyezh,2535417256167969,15.0,311.4700012207031,1105.3499755859375,15.1899995803833,-3161.7999267578125,-14559.3994140625,152.10000038146973,12.899999618530273,331.6999816894531,-1843.8999938964844,255.0,0.0,,0.010877116560826853,-1.9759936525707458,0.00013343272324642548,True,4,4,60.0,False,False,,
1,283,4,False,False,0,4418.517799582679,3470.1201171875,4461.5498046875,839.6500244140625,-6041.7999267578125,2748.3999633789062,-2624.1000366210938,2172.7999877929688,591.8999862670898,-5561.300048828125,0.0,-0.08499944047077664,0.2643671815348098,0.8442365617289245,76561198039309853,enpitsu,26.0,3582.679931640625,4286.6298828125,954.2899780273438,-7941.300048828125,-1249.8999786376953,13274.599609375,-2468.699951171875,1016.6000366210938,-4808.399963378906,255.0,255.0,,-0.9759366654727886,1.1263419076746175,-0.868479217798403,True,216.0,False,4,False,3,,bf81d8692db,games5425898691,17.0,4054.60009765625,3812.550048828125,668.7100219726562,-4192.60009765625,19933.299560546875,-2969.5001220703125,-1505.3999328613281,-1861.9999694824219,2735.10009765625,255.0,255.0,0.18878401946068532,1.80831136519885,-1.5780396702932968,True,False,False,False,236.0,False,,Pastek Boi,76561198145593799,7,-1532.050048828125,4987.83984375,22.1299991607666,18226.800537109375,-3677.7999877929688,-862.3000335693359,-2869.5001220703125,82.60000228881836,208.89999389648438,255.0,128.0,,0.05108365765840031,-0.20960188524339732,0.2187950751781583,True,6,6,False,255.0,False,,arthDyezh,2535417256167969,16.0,3417.989990234375,4615.2099609375,584.1799926757812,-1897.1000671386719,-2441.1000061035156,15376.600341796875,459.90001678466797,491.6999816894531,-5.600000023841858,255.0,27.0,,-1.5489702287139184,-0.3790358751944308,1.164451805617797,True,6,7,18.371931152959025,True,False,,
2,285,4,False,False,1,10514.92939877649,-3432.110107421875,-4442.85986328125,850.989990234375,386.6999816894531,17145.999755859375,11593.00048828125,-4033.2000732421875,-1551.300048828125,-4162.39990234375,1.0,0.007001743423211964,0.18717643924581118,1.0770114509456385,2535417256167969,arthDyezh,16.0,-3403.409912109375,-4595.259765625,698.5399780273438,2548.6000061035156,1566.199951171875,13506.600341796875,-1973.9999389648438,360.09998321533203,-1144.1999816894531,254.0,18.0,,1.4672624587895355,0.7982989614299789,1.5890303265720604,True,16.0,False,8,False,6,,76561198145593799,Pastek Boi,7.0,1395.0899658203125,-4960.6201171875,17.979999542236328,-18282.2998046875,3594.5999145507812,-357.2999954223633,1742.5,-19.600000381469727,151.8000030517578,255.0,128.0,-0.029590454493405242,0.200907644894685,0.05177747067990711,True,6,6,False,255.0,False,,enpitsu,76561198039309853,26,-3582.679931640625,-4286.6298828125,954.2899780273438,7941.300048828125,1249.8999786376953,13274.599609375,2468.699951171875,-1016.6000366210938,-4808.399963378906,255.0,255.0,,0.9759366654727886,-1.1263419076746175,-0.868479217798403,True,4,3,False,216.0,False,,games5425898691,bf81d8692db,17.0,-4007.760009765625,-3954.449951171875,634.5,7334.2999267578125,-18166.800537109375,-5805.10009765625,2108.699951171875,-46.79999828338623,2146.6000366210938,255.0,255.0,,-0.3336038319040014,-1.9941390495531293,-1.5636627520508453,True,False,False,236.0,False,False,,
3,287,4,False,False,0,4390.674766299103,3421.5,4341.740234375,911.7000122070312,-7637.80029296875,2329.7000122070312,-2842.6998901367188,-4165.4998779296875,-1262.2000122070312,-4129.700012207031,0.0,0.09011235266271046,-0.5069032133438439,1.2110916544033337,76561198039309853,enpitsu,26.0,3509.989990234375,4275.31982421875,1037.1400146484375,-7914.89990234375,-1218.499984741211,1378.0000305175781,-2347.5,987.7999877929688,-4874.700012207031,255.0,255.0,,-0.6782773914422459,0.6255532310909698,-1.0010617268942814,True,216.0,False,4,False,3,,bf81d8692db,games5425898691,17.0,3922.68994140625,4104.18994140625,564.25,-10395.400390625,14881.600341796875,-9154.89990234375,-1360.2000427246094,-1352.5999450683594,1739.4000244140625,255.0,255.0,0.5091365651524687,2.201760866885773,-1.5600990983350738,True,False,False,False,236.0,False,,Pastek Boi,76561198145593799,7,-1227.4000244140625,4927.7998046875,16.6200008392334,18293.900146484375,-3586.099853515625,-25.399999618530273,-125.50000190734863,-167.39999771118164,35.299999713897705,255.0,128.0,,0.01075809436937287,-0.19513136770844444,-0.012647900529222213,True,6,6,False,255.0,False,,arthDyezh,2535417256167969,16.0,3380.179931640625,4578.10986328125,776.1599731445312,-7570.9002685546875,-6370.0,13165.400390625,527.0000076293945,414.59999084472656,4851.099853515625,254.0,17.0,,-1.394419392723779,-1.146023412836016,1.9965449369121757,True,7,8,16.0,False,False,,
4,290,4,False,False,1,10404.860826563567,-3332.6298828125,-4366.830078125,875.8200073242188,3229.2001342773438,7574.5001220703125,-2033.3999633789062,-3888.5000610351562,-322.00000762939453,-2671.7001342773438,1.0,0.2812385673441574,0.9623957427338417,0.9821083998094554,2535417256167969,arthDyezh,16.0,-3317.1201171875,-4525.009765625,883.6599731445312,7563.0999755859375,6374.5001220703125,12678.399658203125,1364.4999694824219,-505.49999237060547,5304.000244140625,255.0,16.0,,1.3809637854192585,-0.20469017067057826,1.2499234861849953,True,16.0,False,8,False,7,,76561198145593799,Pastek Boi,7.0,1074.81005859375,-4898.85986328125,16.860000610351562,-18343.599853515625,3259.7000122070312,28.19999933242798,-81.49999618530273,8.500000238418579,638.4999847412109,206.0,178.0,-0.009186182911457152,0.16996495582600044,-0.00459970403599931,True,6,6,False,255.0,False,,enpitsu,76561198039309853,26,-3382.989990234375,-4232.52978515625,1057.8199462890625,7510.30029296875,2863.900146484375,981.9000244140625,3379.8001098632812,-710.8000183105469,-4280.299987792969,255.0,255.0,,0.16343976127174029,0.07436287589593407,-1.52834056633661,True,4,3,False,216.0,False,,games5425898691,bf81d8692db,17.0,-3829.39990234375,-4213.52001953125,474.9100036621094,11509.599609375,-11856.199951171875,-11939.49951171875,1511.1000061035156,1174.8999786376953,752.9000091552734,255.0,255.0,,-0.6684992572439624,-2.3358581070356763,-1.574161945267485,True,False,False,236.0,False,False,,
5,363,7,False,False,1,8478.429035354025,-2636.449951171875,-2567.5,308.3900146484375,7130.10009765625,19189.599609375,8654.400024414062,3774.1000366210938,992.5,-4557.39990234375,1.0,-0.9073788191421093,1.3058909481798546,2.2267004252226403,76561198145593799,Pastek Boi,8.0,-2649.070068359375,-2742.7099609375,139.5399932861328,-577.5,22708.60107421875,3603.0999755859375,-1200.2999877929688,5144.7998046875,1529.7000122070312,255.0,10.0,True,0.3282035778755843,1.3108825057410753,0.272670797117763,True,201.74406032408442,True,8,False,7,,2535417256167969,arthDyezh,16.0,-1310.3499755859375,-3105.1298828125,42.81999969482422,5550.5999755859375,3586.9000244140625,239.0999984741211,34.90000009536743,-863.6000061035156,118.00000190734863,254.0,128.0,0.00016296635974458656,-1.9134770303793878,-3.0690858555710423,True,8,8,False,8.0,False,,enpitsu,76561198039309853,26,-1721.760009765625,-3609.6298828125,17.049999237060547,496.30001068115234,-2645.7000732421875,4.300000071525574,1.1999999731779099,-0.0,1311.199951171875,255.0,255.0,False,-0.01658065467074669,-1.6140880868482468,9.943895662823188e-05,True,4,4,False,216.0,False,,games5425898691,bf81d8692db,17.0,-3122.389892578125,-1834.3399658203125,17.020000457763672,6473.499755859375,14232.80029296875,-1.899999976158142,-2.0999999344348907,-4.4999998807907104,1267.300033569336,255.0,160.0,,-0.00958613970676048,1.9603077916685765,0.00014650385350655363,True,False,False,192.1415827402505,True,False,,
6,440,9,False,False,0,7822.594054632509,700.489990234375,-2517.949951171875,168.0399932861328,-25895.10009765625,14932.39990234375,-76.99999809265137,2173.800048828125,1723.5000610351562,-1233.3000183105469,0.0,0.5711576061398506,2.10941512086955,-2.2215590569999812,bf81d8692db,games5425898691,17.0,836.4299926757812,-2668.360107421875,129.42999267578125,-22092.80029296875,6268.4002685546875,1269.1000366210938,-5328.699951171875,-993.1999969482422,931.5000152587891,255.0,127.0,,0.2693210630430414,2.5073433568467998,0.4900556170827916,True,84.68516136241216,True,4,False,3,,76561198039309853,enpitsu,27.0,-32.279998779296875,594.739990234375,17.049999237060547,530.9000015258789,-22730.30029296875,2.5,0.0,0.7999999821186066,646.5000152587891,255.0,128.0,0.016781663604445964,-1.4957188565373492,-0.00020958165141923629,True,4,4,False,110.0,False,,Pastek Boi,76561198145593799,8,1073.0699462890625,-2875.1298828125,16.989999771118164,-7180.999755859375,-21850.2001953125,2.3000000417232513,0.29999999329447746,2.0999999344348907,1511.1000061035156,255.0,128.0,False,0.009613621056841154,-1.8230457010962013,3.80562844579721e-06,False,8,8,False,70.0,False,,arthDyezh,2535417256167969,16.0,-769.0399780273438,2909.6298828125,86.29000091552734,-14051.99951171875,-10819.599609375,2593.5000610351562,4045.7998657226562,-3706.6000366210938,377.00000762939453,255.0,150.0,,0.4026550432096875,-2.5000587491472133,-0.04991470395902739,True,9,10,0.0,False,False,,False
7,548,13,False,False,1,7292.461943546528,3962.989990234375,-1476.1600341796875,1274.93994140625,-1461.9000244140625,-8799.7998046875,1105.5999755859375,1186.9999694824219,2324.2999267578125,-715.2999877929688,1.0,-0.03797368341989163,-0.6255552862794327,-1.813002486669426,2535417256167969,arthDyezh,16.0,4078.97998046875,-1324.5,1173.5799560546875,-1.899999976158142,-7339.6002197265625,1848.800048828125,245.6999969482422,1.0000000149011612,-3.8999998569488525,176.0,85.0,,0.3003306532088007,-1.581089354562123,1.5677257697181048,True,218.0,False,10,False,10,,76561198145593799,Pastek Boi,8.0,2158.27001953125,495.8500061035156,16.8799991607666,-5004.200134277344,-22091.79931640625,35.899999141693115,-1.899999976158142,33.29999923706055,1764.4000244140625,255.0,177.0,-0.010074180285883201,-1.4243689972682512,0.0017626514835783075,False,11,10,False,203.0,False,,enpitsu,76561198039309853,26,2141.889892578125,3245.669921875,17.049999237060547,1906.3999938964844,-18150.699462890625,-1.5999999642372131,0.09999999776482582,-0.5000000074505806,-1440.0999450683594,255.0,128.0,False,-0.016770286965018255,-1.6589170276784015,-0.0003374861496746929,True,4,4,False,87.85544922787653,True,,games5425898691,bf81d8692db,17.0,1207.010009765625,4369.419921875,17.020000457763672,-5985.0,-12391.800537109375,1.0000000149011612,0.7999999821186066,1.8000000715255737,1623.2000732421875,255.0,186.0,,-0.009580978251956609,-1.1890364420832935,-4.0817133456160876e-05,True,4,5,107.0,False,False,,True
8,582,15,False,False,1,8198.819897567373,3786.25,-2532.489990234375,925.8699951171875,-2831.300048828125,-6760.0,-4753.0999755859375,-1284.2999267578125,349.7999954223633,-1161.2999725341797,1.0,0.4629244314118738,-1.6511327523689328,0.9329176781168814,2535417256167969,arthDyezh,16.0,3873.8798828125,-2596.8798828125,886.4099731445312,-4054.2001342773438,-10894.200439453125,-5798.0999755859375,3608.699951171875,1621.9000244140625,-3785.2999877929688,128.0,90.0,,-0.7848009982393781,-0.12268187048258898,0.6947244462543669,True,218.0,False,12,False,10,,76561198145593799,Pastek Boi,7.0,1040.6800537109375,-2067.75,20.950000762939453,-8959.199829101562,-20943.9990234375,-2039.2999267578125,237.19999313354492,-2208.8999938964844,-1503.3000183105469,255.0,15.0,0.01948784328170842,-1.2601534775676402,-0.09195849155951825,True,12,12,False,203.0,False,,enpitsu,76561198039309853,27,2010.1300048828125,672.8699951171875,17.049999237060547,1354.7999572753906,-22665.80078125,2.5999999046325684,0.09999999776482582,-0.5999999865889549,94.0999984741211,255.0,0.0,,-0.016774709755059458,-1.6401571613723729,-7.460514143025067e-05,True,4,4,False,70.0,False,,games5425898691,bf81d8692db,17.0,452.5299987792969,2193.739990234375,20.510000228881836,-4932.799987792969,-18106.199951171875,-2010.2000427246094,3183.5000610351562,83.4000015258789,-1600.7000732421875,255.0,128.0,,0.07575182519763334,-1.3009958654912934,0.030588741285044768,True,6,6,137.0,False,False,,False
9,611,16,False,False,1,8772.1643558594,3490.06005859375,-3239.840087890625,112.6500015258789,-1863.5000610351562,-4336.400146484375,6589.6002197265625,4755.899963378906,-2043.8999938964844,-1161.2999725341797,1.0,1.3328630739905594,1.2628443720998925,2.6000764536220315,2535417256167969,arthDyezh,16.0,3396.159912109375,-3582.760009765625,15.960000038146973,-5498.4002685546875,-7201.199951171875,232.39999771118164,-75.59999942779541,-11.399999856948853,2112.5999450683594,0.0,26.0,,-0.0061662945217060075,2.052185151898357,0.0024301216560546684,True,190.0,False,12,False,10,,76561198145593799,Pastek Boi,7.0,275.1000061035156,-4411.5498046875,17.010000228881836,2086.999969482422,-21151.298828125,2.3999999463558197,-0.09999999776482582,0.5000000074505806,3080.7998657226562,128.0,254.0,-0.009624663545868436,-2.0282932613147793,7.880948903921297e-05,True,12,12,False,203.0,False,,enpitsu,76561198039309853,27,2240.679931640625,-1765.5899658203125,17.049999237060547,5571.5997314453125,-21605.90087890625,2.8999999165534973,-0.0,-0.0,1446.199951171875,128.0,128.0,,-0.016775747153311996,-1.8477378852140216,0.00023488000291343585,True,4,4,False,100.0,False,,games5425898691,bf81d8692db,17.0,-265.3900146484375,120.86000061035156,82.38999938964844,-7563.599853515625,-21449.29931640625,-626.3999938964844,4049.5001220703125,-1489.4000244140625,4.699999988079071,255.0,128.0,,1.1489720749449865,-1.2156358280588362,0.0028756403802909425,True,8,8,168.0,False,False,,False
