,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_ball_cam,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
0,824,23,False,1,1885.9155993873908,865.5599975585938,3254.330078125,138.8800048828125,2806.7001342773438,23550.2001953125,-1855.7000732421875,-5952.19970703125,-518.1999969482422,549.900016784668,1.0,0.6690703113484949,-1.880850027817354,-0.48476831262127507,1aea3fee01e34004a474b085e84fb228,Lelew63,8,853.6799926757812,3131.2900390625,267.260009765625,-2039.9000549316406,22907.19970703125,312.5,3368.3999633789062,-2520.2000427246094,-3542.9000854492188,128.0,219.0,False,1.4310144992905747,1.8779213984193004,2.9243550203921322,7,12,14.953109625847143,True,False,True,,14782212098526197583,ARYAN,14.0,2371.050048828125,486.54998779296875,17.06999969482422,-11969.7998046875,6844.2999267578125,0.0,-0.5999999865889549,0.09999999776482582,0.7999999821186066,255.0,128.0,,-0.016740119255403935,0.5192849422084244,-4.266121367874246e-05,True,206.0,False,False,4,4,,enpitsu,76561198039309853,27,799.6900024414062,4489.10986328125,17.049999237060547,-3882.9000854492188,-682.7999877929688,2.5999999046325684,0.7999999821186066,-0.19999999552965164,-23.69999885559082,128.0,128.0,False,-0.016827027042056557,-0.17000238322766226,7.47573417252487e-05,True,8,False,255.0,False,6,,games5425898691,30ede34f15234a558b3594e92eb7afb6,23.0,-155.9600067138672,2626.75,16.959999084472656,9088.599853515625,15560.10009765625,15.59999942779541,-2.5,-3.1999999284744263,-857.9000091552734,255.0,13.0,-0.009555484545505194,2.127157480743175,0.00011956035024491765,True,31.0,False,False,6,8,,
1,2101,70,True,1,3354.8922566240276,-1435.6400146484375,2727.7900390625,108.55999755859375,13569.200439453125,20908.9990234375,2672.0999145507812,-4652.799987792969,-3132.60009765625,2130.0999450683594,1.0,0.22879720390213545,0.5220625239620043,0.4993548997876251,1aea3fee01e34004a474b085e84fb228,Lelew63,8,-1582.6800537109375,2668.81005859375,68.05999755859375,12430.699462890625,12734.200439453125,2569.1000366210938,4543.399963378906,1227.0999908447266,-2846.199951171875,128.0,0.0,False,0.08005412228320777,2.2922670671740635,0.16569744625193136,21,30,125.37890762923865,True,False,True,,14782212098526197583,ARYAN,17.0,1473.1400146484375,394.9100036621094,17.049999237060547,-11835.0,6077.19970703125,3.1999999284744263,-0.3999999910593033,0.19999999552965164,-2251.199951171875,255.0,0.0,False,-0.016744163088854486,0.5338687488989714,-6.536621815999667e-05,True,240.0,False,6,12,16,,enpitsu,76561198039309853,26,987.6500244140625,1671.1700439453125,59.099998474121094,-7945.9002685546875,16030.6005859375,2999.1000366210938,-824.5999908447266,-410.40000915527344,-590.4000091552734,255.0,0.0,False,-0.05459280174940559,1.1398686419962138,-0.00040096792289731365,True,26,False,,False,21,,games5425898691,30ede34f15234a558b3594e92eb7afb6,23.0,2006.780029296875,-2081.8798828125,96.0,-6619.1998291015625,21925.80078125,-102.60000228881836,-5287.1002197265625,-1515.0999450683594,-3.6000001430511475,255.0,128.0,-1.5390332230939654,1.31274507885825,-0.02104641172724021,True,73.0,False,4,9,12,,
2,2388,71,True,0,5276.367170679203,-84.62999725341797,-73.61000061035156,129.42999267578125,-1363.3000183105469,23083.00048828125,8521.799926757812,5295.30029296875,-1392.4000549316406,2453.5000610351562,0.0,0.12663894531220507,0.10268501393366326,-0.05067720563107048,30ede34f15234a558b3594e92eb7afb6,games5425898691,22,-98.16999816894531,-238.52999877929688,93.44000244140625,3877.0999145507812,16448.00048828125,-543.1999969482422,-4615.899963378906,525.4999923706055,2943.900146484375,128.0,128.0,,1.374760094053233,1.354429986148098,-0.06120254946629508,3,4,0.0,False,False,True,,76561198039309853,enpitsu,27.0,0.0,-3055.570068359375,17.049999237060547,0.7000000029802322,10491.600341796875,2.7000001072883606,0.0,0.0,0.0,255.0,,,0.01670099793675012,1.5706829279365733,-1.0067928789071276e-06,True,116.0,False,False,2,2,,Lelew63,1aea3fee01e34004a474b085e84fb228,8,0.0,2275.659912109375,17.010000228881836,0.0,-14100.0,1.899999976158142,0.7999999821186066,0.0,0.0,255.0,,,0.00951389076875119,-1.5707884064815436,3.7693731894913176e-08,True,False,False,118.0,False,False,,ARYAN,14782212098526197583,13.0,55.689998626708984,124.44999694824219,99.16999816894531,-12077.5,-16130.2001953125,2537.7999877929688,4671.600036621094,-1951.9000244140625,2148.3999633789062,255.0,121.0,0.7148781653645919,-2.1658180794554562,-0.04417717739314398,False,0.0,False,False,3,4,,
