,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,team_mate_handbrake
0,227,0.0,False,False,0,5225.438352847193,34.849998474121094,-1.8600000143051147,97.98999786376953,16390.400390625,-301.200008392334,2343.8999938964844,-569.5999908447266,918.7000274658203,4284.700012207031,0.0,0.023694605541261172,0.10697808299677121,-0.012978984815707232,76561198039309853,enpitsu,25.0,-185.49000549316406,9.039999961853027,49.099998474121094,10466.099853515625,-5666.5997314453125,3415.7998657226562,273.99999618530273,440.49999237060547,-610.2999877929688,255.0,128.0,False,0.029634416208270342,-0.5506900453855486,0.0005358954133105824,True,2,False,1,0.0,False,,bf81d8692db,games5425898691,18.0,345.7200012207031,-3615.5,17.010000228881836,9951.599731445312,8046.400146484375,2.5999999046325684,-0.5000000074505806,-0.7000000029802322,-45.10000228881836,255.0,128.0,0.009587371243894667,0.6732178075317999,9.127827789654685e-05,True,False,False,False,116.0,False,,ZEEDOX59,ba404979adb,5,-184.19000244140625,217.08999633789062,17.010000228881836,5277.60009765625,-2699.2001342773438,2.3000000417232513,0.5999999865889549,-0.19999999552965164,19.800000190734863,255.0,128.0,,0.009465011237662257,-0.47028306654376956,-6.521729431396035e-05,True,0.0,False,4,False,4,,Pingo,76561198286729343,18.0,-1023.1500244140625,1861.699951171875,17.010000228881836,17300.699462890625,-12943.800048828125,2.5,0.3999999910593033,-0.29999999329447746,0.0,255.0,128.0,False,0.00959793561790346,-0.6423211443756777,-4.8929618352799376e-05,True,False,False,False,211.0,False,,
1,278,1.0,False,False,1,6221.889213770623,-2815.02001953125,145.97999572753906,125.94000244140625,-22147.80029296875,21480.400390625,6553.4002685546875,3752.9000854492188,-2936.199951171875,3646.0000610351562,1.0,0.44758922177105886,2.6928410000904957,1.0266033961258973,76561198286729343,Pingo,18.0,-2612.60009765625,-122.19999694824219,17.010000228881836,-12566.500244140625,19263.399658203125,0.3999999910593033,-0.19999999552965164,0.29999999329447746,-1920.5000305175781,255.0,0.0,,-0.009580308418747758,1.0640087602680957,-4.891209428232574e-05,True,False,False,False,143.0,False,,ba404979adb,ZEEDOX59,5.0,-2119.260009765625,-318.3699951171875,69.30999755859375,-15573.399658203125,-1436.9000244140625,-2422.7000427246094,213.4000015258789,-1832.4000549316406,-16.399999856948853,255.0,,0.186057255678477,-0.11826588999441977,-0.009271892880635716,True,4,4,6,,False,,enpitsu,76561198039309853,25,-2400.780029296875,1035.469970703125,121.37999725341797,-15800.699462890625,-2676.4999389648438,3674.5001220703125,219.59999084472656,-840.2999877929688,1288.8999938964844,,,,-0.21062683153607947,-0.5646387110832033,0.028573278088323408,True,21.0,False,4,2,False,,games5425898691,bf81d8692db,18.0,-2805.389892578125,1779.0999755859375,17.010000228881836,-9118.699951171875,-21115.10009765625,0.09999999776482582,-0.0,-0.3999999910593033,46.500000953674316,255.0,,,-0.009595301117110046,-1.1686319383752568,-6.380377849839742e-05,True,False,False,False,133.53408174360953,True,,
2,392,6.0,True,True,1,1397.140383796889,-325.4100036621094,4461.64990234375,99.2300033569336,5885.7000732421875,14938.599853515625,6320.3997802734375,5067.099914550781,3210.5999755859375,127.10000038146973,1.0,-0.834419326972504,2.2775103627561366,-0.5702509551065079,76561198286729343,Pingo,18.0,-347.0,4283.68017578125,16.989999771118164,5374.5001220703125,10631.400146484375,2.800000011920929,0.19999999552965164,0.9000000357627869,13.700000047683716,255.0,128.0,,-0.009538684640977176,2.0367968610492753,-8.374475249928775e-05,True,False,False,False,98.83038278292584,True,,ba404979adb,ZEEDOX59,5.0,-2685.06005859375,-4574.2001953125,16.5,290.10000228881836,2977.2000122070312,77.30000019073486,-8.500000238418579,0.7999999821186066,-17.59999990463257,255.0,,-0.00885356115993263,1.6699685832151343,3.6767398463340027e-06,True,False,False,False,85.0,False,,enpitsu,76561198039309853,25,-3422.090087890625,4301.72998046875,47.25,3133.599853515625,17742.099609375,-2511.0000610351562,-5193.0999755859375,1305.5999755859375,-1255.6999969482422,0.0,0.0,,0.3433246650635171,2.4524795227462755,0.6350314179361994,True,31.0,False,6,4,False,,games5425898691,bf81d8692db,19.0,-3160.18994140625,1756.949951171875,103.18000030517578,7268.3001708984375,16086.99951171875,-147.29999542236328,-3248.2998657226562,4425.799865722656,-331.1000061035156,255.0,84.0,,-1.197492708113786,0.5907775534516357,1.9644955204538197,True,5,False,6,0.0,False,,
3,657,6.0,False,False,1,5185.954806734373,-14.279999732971191,34.560001373291016,94.44000244140625,-8871.500244140625,25569.7998046875,1481.9999694824219,-1737.2000122070312,-657.2000122070312,-5705.2001953125,1.0,-0.012603293111100802,0.09690412255893674,0.028983511476291902,76561198286729343,Pingo,18.0,6.510000228881836,-140.6199951171875,73.45999908447266,-16281.600341796875,12628.599853515625,2711.9000244140625,3720.4000854492188,-1221.6999816894531,-3862.0001220703125,128.0,255.0,,0.056117677998791055,1.2890235378037669,-0.02456582104733416,True,6,False,5,14.3933248622443,True,,ba404979adb,ZEEDOX59,4.0,2534.050048828125,-3935.780029296875,17.010000228881836,14488.199462890625,-4500.4998779296875,2.7000001072883606,-0.09999999776482582,-0.19999999552965164,-3290.7000732421875,255.0,0.0,-0.009517783060446693,-1.7379972033990465,-1.4003458813751546e-05,False,False,False,False,0.0,False,,enpitsu,76561198039309853,24,-0.0,2858.25,17.049999237060547,-0.0,-9346.699829101562,3.1999999284744263,-0.7000000029802322,-0.0,0.0,255.0,,,-0.016731516635958257,-1.5708178953741705,1.212741970599619e-07,True,146.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-165.4199981689453,482.6300048828125,78.20999908447266,2113.699951171875,-22802.7001953125,2041.3999938964844,5355.7000732421875,-1227.3999786376953,-242.60000228881836,255.0,114.0,,-0.686931710292339,-1.4854092787329432,0.07772302101226704,True,3,False,4,0.0,False,,True
4,659,6.0,False,False,0,5341.07237245561,-5.889999866485596,-126.37999725341797,108.80000305175781,-19222.19970703125,5537.8997802734375,2911.199951171875,1473.699951171875,686.9000244140625,5775.3997802734375,0.0,0.10682975668665805,0.002386679312843282,0.169878857648568,bf81d8692db,games5425898691,19.0,146.05999755859375,-273.4100036621094,89.23999786376953,-2112.100067138672,22835.6005859375,46.30000114440918,-5342.0001220703125,1295.7000732421875,-184.20000076293945,255.0,111.0,,1.3302283833055053,1.7839230641270025,0.4385438782035532,True,4,False,3,0.0,False,,76561198039309853,enpitsu,24.0,0.0,-2769.72998046875,17.049999237060547,0.0,9907.2998046875,3.1999999284744263,0.5000000074505806,0.0,0.0,255.0,255.0,0.016731516635958257,1.5708178953741705,1.212741970599619e-07,True,False,False,False,146.0,False,,ZEEDOX59,ba404979adb,4,-2534.050048828125,3935.780029296875,17.010000228881836,-14488.199462890625,4500.4998779296875,2.7000001072883606,0.09999999776482582,0.19999999552965164,-3290.7000732421875,255.0,0.0,True,0.009517783060446693,1.7379972033990465,-1.4003458813751546e-05,False,0.0,False,False,False,False,,Pingo,76561198286729343,18.0,-6.510000228881836,140.6199951171875,73.45999908447266,16281.600341796875,-12628.599853515625,2711.9000244140625,-3720.4000854492188,1221.6999816894531,-3862.0001220703125,128.0,255.0,,-0.056117677998791055,-1.2890235378037669,-0.02456582104733416,True,5,False,6,8.139853885096882,True,,
5,760,10.0,False,False,1,7096.406183952533,3964.050048828125,-1258.9100341796875,592.6300048828125,-12193.299560546875,13461.300048828125,-141.5999984741211,-795.1000213623047,2329.499969482422,5471.7999267578125,1.0,-0.294073229474602,2.857944814986858,-1.7600960759478257,ba404979adb,ZEEDOX59,5.0,4080.10009765625,-1398.72998046875,600.25,354.50000762939453,12514.3994140625,-301.5999984741211,-2715.4000854492188,-525.8000183105469,-59.699997901916504,0.0,253.0,False,-0.06616805595160909,1.586093759175592,-1.5890614923832433,True,False,False,False,102.0,False,,76561198286729343,Pingo,18.0,-2866.6201171875,-2234.050048828125,17.0,18381.400146484375,-5435.8001708984375,1.899999976158142,-0.09999999776482582,0.19999999552965164,1985.8999633789062,255.0,255.0,-0.009580927924767078,-2.925837934494568,3.14000968085672e-05,True,8,False,8,213.0,False,,enpitsu,76561198039309853,25,2365.52001953125,4766.8701171875,17.040000915527344,-1129.1000366210938,-9007.899780273438,12.599999904632568,14.700000286102295,13.300000429153442,2806.0000610351562,128.0,128.0,False,-0.0159876316358475,-1.5621424347532658,0.0008616449045595254,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-3146.340087890625,3738.739990234375,17.010000228881836,-3098.2998657226562,18752.7001953125,2.800000011920929,-0.0,0.9000000357627869,-1677.8999328613281,255.0,0.0,,-0.009598795698817705,1.4443584358135035,-0.00019505854263940367,True,6,False,6,0.0,False,,False
6,818,12.0,False,False,0,6408.98527858903,-1771.969970703125,-1208.8399658203125,264.0899963378906,-3969.7000122070312,9038.599853515625,2136.199951171875,-20.799999237060547,-613.8999938964844,5968.4002685546875,0.0,0.139894538987767,-1.5697029265924858,-0.7912319548711985,76561198039309853,enpitsu,25.0,-1720.56005859375,-1410.8399658203125,199.2100067138672,11044.100341796875,20093.1005859375,1814.7000122070312,1249.000015258789,5124.2999267578125,1559.1999816894531,255.0,0.0,,-0.32260968883010355,1.3040836777080405,0.7653787670949497,True,2,False,1,143.0,False,,bf81d8692db,games5425898691,19.0,1001.719970703125,-4902.64013671875,17.010000228881836,-5707.39990234375,82.10000038146973,2.5999999046325684,0.7000000029802322,0.09999999776482582,-25.899999141693115,255.0,119.0,0.00951152870930413,3.1285533841001882,4.049143509795389e-05,True,6,False,6,255.0,False,,ZEEDOX59,ba404979adb,5,-1861.5899658203125,-993.489990234375,239.52000427246094,10080.599975585938,-17406.8994140625,-120.0,991.9000244140625,-2877.6998901367188,4580.799865722656,128.0,0.0,,-0.7875129229284809,-0.9949676083925727,2.1440666288869767,False,0.0,False,4,3,False,,Pingo,76561198286729343,18.0,191.35000610351562,4406.02978515625,17.0,-11675.50048828125,-1032.699966430664,4.799999892711639,0.5999999865889549,0.3999999910593033,3406.4999389648438,255.0,255.0,False,0.009572883262823078,-2.735491996937475,2.6624523424938437e-05,True,8,False,8,243.0,False,,
7,819,12.0,False,True,1,3995.479365620553,1762.81005859375,1239.6800537109375,266.1499938964844,-7320.3997802734375,21507.80029296875,124.89999771118164,824.3000030517578,710.4000091552734,-5900.3997802734375,1.0,-0.11952033678906636,1.7237675812580744,-0.7706076594040285,ba404979adb,ZEEDOX59,5.0,1861.5899658203125,993.489990234375,239.52000427246094,-10080.599975585938,17406.8994140625,-120.0,-991.9000244140625,2877.6998901367188,4580.799865722656,128.0,0.0,,0.7875129229284809,0.9949676083925727,2.1440666288869767,False,4,False,3,0.0,False,,76561198286729343,Pingo,18.0,-191.35000610351562,-4406.02978515625,17.0,11675.50048828125,1032.699966430664,4.799999892711639,-0.5999999865889549,-0.3999999910593033,3406.4999389648438,255.0,255.0,-0.009572883262823078,2.735491996937475,2.6624523424938437e-05,True,8,False,8,243.0,False,,enpitsu,76561198039309853,25,1626.199951171875,1251.22998046875,207.27999877929688,-11506.099853515625,-18467.80029296875,11.90000057220459,-1763.0000305175781,-4927.5,1691.199951171875,255.0,0.0,,0.3661245337069656,-1.2449102229089175,1.4408305250034878,True,143.0,False,2,1,False,,games5425898691,bf81d8692db,19.0,-1001.719970703125,4902.64013671875,17.010000228881836,5707.39990234375,-82.10000038146973,2.5999999046325684,-0.7000000029802322,-0.09999999776482582,-25.899999141693115,255.0,119.0,,-0.00951152870930413,-3.1285533841001882,4.049143509795389e-05,True,6,False,6,255.0,False,,False
8,860,13.0,False,False,0,9309.333870852353,-785.6799926757812,-4168.68017578125,146.14999389648438,-10960.999755859375,317.2999954223633,11855.30029296875,5042.699890136719,3245.2999877929688,195.0,0.0,0.5351446178599522,0.9162332719256068,-1.9672584110491091,bf81d8692db,games5425898691,19.0,-701.2100219726562,-4236.1298828125,14.65999984741211,-10870.6005859375,4995.199890136719,-513.1999969482422,-1015.4000091552734,297.00000762939453,690.4000091552734,128.0,255.0,,0.026025390009841363,2.6726663127092913,0.033730101389437536,True,6,False,6,213.0,False,,76561198039309853,enpitsu,25.0,122.05999755859375,1374.81005859375,16.969999313354492,16405.899658203125,13767.5,24.30000066757202,6.700000166893005,-7.5,-1876.1000061035156,255.0,0.0,0.01730562062142318,0.6410183251690025,-9.313826317449415e-05,True,2,False,2,143.0,False,,ZEEDOX59,ba404979adb,5,-505.04998779296875,-3078.780029296875,16.8700008392334,8982.899780273438,-9643.400268554688,-258.8999938964844,928.8999938964844,-418.49998474121094,679.0000152587891,246.0,255.0,,0.026628441029541684,-0.89038926139516,-0.030932924945255815,True,0.0,False,4,4,False,,Pingo,76561198286729343,18.0,-638.4500122070312,2964.3798828125,17.0,-14022.7001953125,-5017.300109863281,3.8999998569488525,-1.5999999642372131,-0.3999999910593033,-615.0,255.0,128.0,False,0.009597182831220746,-2.8500624703793918,0.00018208400585980721,True,8,False,8,230.0,False,,
9,970,17.0,False,False,0,9023.47759660836,-3736.669921875,-3424.679931640625,223.80999755859375,-25031.298828125,13943.699951171875,7706.199951171875,-2336.4999389648438,4214.800109863281,3574.2001342773438,0.0,0.06698494928218143,0.5755573722623507,1.8250764058452709,bf81d8692db,games5425898691,19.0,-3518.419921875,-3523.8701171875,177.36000061035156,-14402.900390625,17776.600341796875,2337.5999450683594,-2748.699951171875,-3505.1998901367188,636.1999893188477,255.0,98.0,,0.11104033261198545,2.7771327658313214,0.02240039424035917,True,8,False,7,119.0,False,,76561198039309853,enpitsu,25.0,2667.75,-4355.9501953125,17.059999465942383,-18070.50048828125,-6204.7998046875,2.3000000417232513,0.09999999776482582,0.0,-2057.100067138672,255.0,128.0,0.016768392006405546,-2.8861518365644265,4.9186795643638455e-06,True,2,False,2,81.0,False,,ZEEDOX59,ba404979adb,4,3440.590087890625,1353.3299560546875,124.38999938964844,-744.8999786376953,22882.5,-149.79999542236328,-4565.0,3031.099853515625,471.89998626708984,255.0,62.0,,-0.38883102173203554,2.9708334607910647,-2.514989798660498,False,0.0,False,8,7,False,,Pingo,76561198286729343,18.0,-3708.409912109375,-2599.489990234375,235.75999450683594,2628.9999389648438,-22225.70068359375,4727.900085449219,269.89999771118164,-873.3000183105469,-383.69998931884766,128.0,0.0,True,0.03733936617312303,-1.2944637060968907,0.014068004929662552,True,8,6,12,215.0,False,,
