,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
32,2088,60,False,False,0,3582.317664407687,2490.030029296875,3970.469970703125,125.8499984741211,-14902.39990234375,16.49999976158142,3647.0999145507812,1200.5000305175781,-306.3999938964844,5870.5999755859375,0.0,-0.945440142944822,-2.4491974501019773,-2.312454117593644,bf81d8692db,games5425898691,20.0,2663.35009765625,3918.89990234375,83.16000366210938,-1000.5999755859375,18131.099853515625,3548.2000732421875,-157.5,-15.800000429153442,2890.4998779296875,255.0,255.0,,0.019268186180928126,1.9926099167976035,0.0034073565911249886,True,8,6,False,234.0,False,,76561198039309853,enpitsu,26.0,3170.6298828125,3997.469970703125,17.049999237060547,-6582.1002197265625,-12609.3994140625,5.799999833106995,6.000000238418579,-7.099999785423279,-11.399999856948853,255.0,0.0,False,0.016305046930870436,-2.053308673597777,-0.00021683044403755433,True,False,173.0,False,6,6,,DaigoShigueno06,b8a489d3a8b,18.0,186.25999450683594,4145.43994140625,17.0,1702.4000549316406,-6309.0997314453125,4.399999976158142,-2.3000000417232513,-1.8000000715255737,2164.2999267578125,255.0,255.0,,0.00968457088556408,-1.3075000924753333,3.56175012184867e-05,True,4,4,52.0,False,6,,Nezhaq,b20343a1a6b,16.0,2571.60009765625,4210.83984375,17.010000228881836,2950.10009765625,-10006.500244140625,3.100000023841858,0.19999999552965164,0.0,-2357.4000549316406,212.0,0.0,,0.009541874592686241,-1.3379350134047199,-1.3156069874534165e-05,True,255.0,False,6,6,False,
33,2116,61,False,False,1,9307.715938630978,-1138.4200439453125,-3942.659912109375,191.99000549316406,-18266.099853515625,7917.60009765625,5592.9998779296875,-3139.4000244140625,4358.500061035156,-2452.4000549316406,1.0,0.8086177327791348,3.002922550869929,-2.346801871022657,b8a489d3a8b,DaigoShigueno06,18.0,-985.3699951171875,-4042.909912109375,116.47000122070312,-9649.000244140625,-4625.4998779296875,79.60000038146973,1004.4000244140625,-5058.399963378906,-1911.300048828125,128.0,38.0,,-1.2832080202547287,-0.5912535847490916,0.41490569409022093,True,8,5,4,52.0,False,,b20343a1a6b,Nezhaq,16.0,-1896.739990234375,-3695.64990234375,17.010000228881836,9809.299926757812,-5382.1002197265625,3.100000023841858,-0.0,-0.0,-2367.5,226.0,0.0,,-0.009555625386773991,-2.58012222524471,-2.105058052182819e-05,True,False,255.0,False,6,6,,enpitsu,76561198039309853,26.0,-1962.219970703125,-3430.449951171875,17.049999237060547,18003.399658203125,-1381.6999816894531,-0.5999999865889549,1.2999999523162842,-0.0,-1908.6000061035156,255.0,255.0,False,-0.016782584967422104,-3.008912365158241,-8.230741045768275e-05,True,6,False,123.0,False,6,,games5425898691,bf81d8692db,20.0,-2592.1298828125,-4876.509765625,97.33999633789062,1394.1000366210938,5145.0,-3216.7001342773438,-1655.2999877929688,-17.899999618530273,-95.60000419616699,255.0,128.0,,-1.006730520307643,0.5310449621863883,0.7116440294424136,True,234.0,False,8,6,False,
34,2181,63,False,False,0,5005.530570482959,3258.0,2347.219970703125,151.25999450683594,5696.6998291015625,-4375.0,7516.199951171875,-1466.1000061035156,-2902.7999877929688,5042.200012207031,0.0,1.049132070834973,-0.018838877498092575,1.8531831580615745,bf81d8692db,games5425898691,20.0,3144.280029296875,2313.22998046875,45.91999816894531,1899.7999572753906,-17418.699951171875,3229.4000244140625,-413.8999938964844,-37.69999980926514,-201.49999618530273,255.0,128.0,,0.0009028995833801029,-1.4908155250036699,0.0003339110642487819,True,10,6,False,127.0,False,,76561198039309853,enpitsu,26.0,1612.739990234375,1904.300048828125,17.049999237060547,12120.50048828125,-8455.30029296875,3.6000001430511475,0.5000000074505806,-0.19999999552965164,-2085.8999633789062,255.0,0.0,,0.016774307047207435,-0.6720799648848987,-5.885794284926468e-05,True,False,110.0,False,6,6,,DaigoShigueno06,b8a489d3a8b,19.0,2642.639892578125,2974.679931640625,17.0,4306.300048828125,-14058.499755859375,3.8999998569488525,0.09999999776482582,-0.5999999865889549,7.099999785423279,255.0,128.0,,0.009593886578596765,-1.2724211766353326,-7.787664358421787e-05,True,6,4,0.0,False,8,,Nezhaq,b20343a1a6b,16.0,2273.389892578125,3964.260009765625,17.010000228881836,3211.4999389648438,-13716.199951171875,2.5,0.0,0.7000000029802322,-1.0000000149011612,255.0,128.0,,0.009585275609917922,-1.3409900975239266,6.17621920222468e-05,True,233.0,False,6,6,False,
35,2229,65,False,False,1,8266.110354173097,-3936.179931640625,-1566.6099853515625,458.3800048828125,-21480.50048828125,16588.00048828125,4520.299987792969,-298.1999969482422,-914.8000335693359,3561.199951171875,1.0,-0.9452441190076012,-2.326968354393528,0.09348620662107812,b20343a1a6b,Nezhaq,16.0,-3793.43994140625,-1664.8599853515625,346.05999755859375,-13505.400390625,15444.7998046875,1223.0999755859375,410.2000045776367,4117.60009765625,-3623.0999755859375,128.0,255.0,,0.7871303534251944,2.017440626735388,-0.013203638220202076,True,8,7,False,161.0,False,,b8a489d3a8b,DaigoShigueno06,19.0,-3405.6201171875,-609.8400268554688,17.0,-4590.0,13332.5,3.8999998569488525,-0.09999999776482582,0.5000000074505806,0.09999999776482582,255.0,128.0,,-0.009598953810899305,1.2391951353465107,-4.140485226267725e-05,False,4,0.0,False,6,8,,enpitsu,76561198039309853,26.0,-3432.8798828125,-46.61000061035156,17.049999237060547,-17214.000244140625,9739.89990234375,3.6000001430511475,-0.7999999821186066,0.5000000074505806,-1953.0999755859375,255.0,128.0,False,-0.016782252564824036,0.5781249155432756,-9.98553469111557e-05,True,6,False,255.0,False,6,,games5425898691,bf81d8692db,21.0,-3250.3701171875,-1586.97998046875,17.010000228881836,-5520.999755859375,627.7999877929688,2.8999999165534973,-1.0000000149011612,-0.0,-2216.999969482422,255.0,0.0,,-0.00951456722370438,0.07780886713450612,-9.50023754675222e-05,True,127.0,False,10,8,False,
36,2307,68,False,False,0,9413.05759228479,2965.830078125,-3444.39990234375,107.55000305175781,-6289.0997314453125,4483.599853515625,6521.400146484375,4850.899963378906,-60.50000190734863,3530.4998779296875,0.0,1.027854777006887,0.4078870020172645,0.1817246215650624,76561198039309853,enpitsu,26.0,2988.260009765625,-3600.159912109375,90.51000213623047,2524.7000122070312,2650.0,2476.1000061035156,-3981.9000244140625,3793.900146484375,0.0,128.0,128.0,False,-0.6387862021403029,-2.332049470431342,-1.2944402387950634e-05,True,8,7,False,255.0,False,,bf81d8692db,games5425898691,21.0,3259.139892578125,-3054.050048828125,17.010000228881836,-3411.300048828125,-21110.80078125,2.5999999046325684,0.0,-0.3999999910593033,11.90000057220459,255.0,128.0,,0.00959343760601155,-1.7294337801118156,-5.0765356801436025e-05,False,False,0.0,False,8,10,,DaigoShigueno06,b8a489d3a8b,18.0,694.3300170898438,88.98999786376953,17.0,-15035.400390625,-2449.1000366210938,1.5000000596046448,0.7999999821186066,-0.09999999776482582,-45.0,255.0,128.0,,0.009576058147158345,-2.986057572160938,9.146028614997537e-05,False,6,4,18.431458247605192,True,8,,Nezhaq,b20343a1a6b,16.0,3810.510009765625,-1236.1700439453125,17.15999984741211,-2722.39990234375,-8919.299926757812,-74.40000057220459,-78.80000114440918,318.799991607666,18.99999976158142,255.0,128.0,,0.01625773070660202,-1.8713001994641087,0.005702867416577198,True,161.0,False,8,8,False,
37,2349,69,False,True,1,3715.2074570042637,-2002.43994140625,2815.820068359375,335.6499938964844,18978.399658203125,22412.2998046875,-152.10000038146973,-874.8999786376953,-856.2999725341797,-845.8000183105469,1.0,0.8283239221860691,-2.96765831738001,-0.0443337759867568,b20343a1a6b,Nezhaq,16.0,-2161.030029296875,2574.070068359375,269.42999267578125,12337.19970703125,15164.599609375,2966.7001342773438,-3945.7000732421875,-2346.9000244140625,-829.4000244140625,128.0,242.0,,0.5580408095826885,1.9926069672305924,-0.36385764575453017,True,10,9,False,82.0,False,,b8a489d3a8b,DaigoShigueno06,18.0,2050.139892578125,15.9399995803833,17.0,21243.798828125,-32.00000047683716,3.700000047683716,-0.5000000074505806,0.19999999552965164,0.0,255.0,128.0,,-0.009575850588629278,-3.1400662090666835,6.282461359047066e-05,False,4,0.0,False,6,8,,enpitsu,76561198039309853,26.0,-2804.14990234375,3610.2900390625,17.020000457763672,11599.89990234375,3715.7000732421875,2.800000011920929,-0.5999999865889549,0.5000000074505806,0.0,255.0,128.0,False,-0.016663743334783626,2.8316128197635604,4.2708311008728616e-05,True,8,False,161.12484306417488,True,8,,games5425898691,bf81d8692db,20.0,-1870.280029296875,5091.740234375,112.73999786376953,13783.1005859375,-110.39999961853027,-300.79999923706055,-202.09999084472656,661.5000152587891,-209.0999984741211,255.0,73.0,,-0.019560659087722962,3.1287991289130215,1.2364468284727634,True,245.5393806196028,True,10,8,False,
38,2373,70,False,False,0,9916.202861400001,376.32000732421875,-4694.240234375,109.7699966430664,-13532.39990234375,14781.99951171875,7093.0999755859375,5373.499755859375,-1574.4999694824219,-2155.2999877929688,0.0,-0.9799813381839384,-1.8988077185535943,-2.388329386532572,bf81d8692db,games5425898691,20.0,385.5199890136719,-4849.14013671875,78.19999694824219,-16368.699951171875,7868.599853515625,1757.4000549316406,-4497.699890136719,-1766.4999389648438,2626.7001342773438,255.0,8.0,,0.42608544381930025,2.9589703376408893,0.5481841147980546,True,12,9,False,227.0,False,,76561198039309853,enpitsu,26.0,1736.25,-4129.02978515625,17.040000915527344,-10205.599975585938,-7507.7001953125,4.399999976158142,-0.19999999552965164,-0.7000000029802322,4.600000083446503,128.0,128.0,False,0.016821203303732147,-2.506700091436901,-5.531765340225529e-05,True,False,193.0,False,8,8,,DaigoShigueno06,b8a489d3a8b,18.0,-3787.909912109375,-233.32000732421875,17.0,-15262.2998046875,-12712.19970703125,4.099999964237213,0.3999999910593033,0.09999999776482582,2007.7000427246094,255.0,255.0,,0.009570001549127155,-2.3703058600547426,4.816019854507577e-05,True,6,4,255.0,False,8,,Nezhaq,b20343a1a6b,16.0,1139.1199951171875,-3730.2900390625,262.7699890136719,-11083.699951171875,-12482.60009765625,-1939.7999572753906,1610.0,-761.2999725341797,-1767.7000427246094,128.0,128.0,,-0.7392177217886785,-2.0607367211211187,0.3797086450017816,True,82.0,False,10,10,False,
39,2429,72,False,False,1,3597.3625876184456,2250.300048828125,1807.300048828125,206.08999633789062,-6606.400146484375,-1654.9000549316406,2578.800048828125,166.29999160766602,-2009.7000122070312,5650.9002685546875,1.0,1.4359043559720601,0.8083443747602143,-3.114760170227697,b8a489d3a8b,DaigoShigueno06,18.0,2386.169921875,1759.050048828125,94.5199966430664,1776.9000244140625,2447.4000549316406,3325.5999755859375,-1860.0,5088.900146484375,-280.79999923706055,0.0,53.0,,0.20420352641962894,0.11571214665219934,0.03546078023158709,True,10,7,4,234.0,False,,b20343a1a6b,Nezhaq,16.0,2214.610107421875,4470.39013671875,16.989999771118164,18470.6005859375,-9874.299926757812,5.099999904632568,-0.7999999821186066,0.19999999552965164,-45.70000171661377,255.0,128.0,,-0.00960034225780856,-2.6447833078120127,8.617787875354985e-05,True,False,0.0,False,10,10,,enpitsu,76561198039309853,26.0,632.5800170898438,3972.419921875,17.040000915527344,-17.100000381469727,-3.4999999403953552,4.399999976158142,-0.0,-5.299999713897705,2.8999999165534973,255.0,128.0,False,-0.017029213287036087,-2.937723297175274,-4.450323590882705e-05,True,8,False,176.0,False,8,,games5425898691,bf81d8692db,21.0,2310.60009765625,2240.7099609375,16.979999542236328,2790.7000732421875,-22830.0,4.000000059604645,-0.0,0.3999999910593033,1311.1000061035156,255.0,255.0,,-0.00958958750096433,-1.7018478787904139,0.0003234351643076542,True,126.81264516871465,True,12,10,False,
40,2483,74,True,True,0,6658.480826272893,-1103.719970703125,-1515.239990234375,101.30999755859375,1574.7999572753906,28284.09912109375,10037.19970703125,4743.399963378906,3634.5999145507812,537.9999923706055,0.0,-0.9871750785035985,-2.931037508241259,-1.4792332272631543,76561198039309853,enpitsu,26.0,-1093.8199462890625,-1665.3599853515625,16.329999923706055,-581.3999938964844,20519.3994140625,-853.1999969482422,957.6000213623047,1.8000000715255737,-1004.7000122070312,255.0,128.0,,0.008811215213293106,1.5975441838168012,-0.000454413341243076,True,9,8,False,68.0,False,,bf81d8692db,games5425898691,21.0,-1752.6700439453125,1635.1199951171875,17.020000457763672,-1508.3000183105469,19744.89990234375,1.2999999523162842,0.0,0.7999999821186066,0.09999999776482582,255.0,128.0,,0.009592170241271717,1.6470815838864905,-6.914638792455014e-05,True,False,96.0,False,10,12,,DaigoShigueno06,b8a489d3a8b,18.0,-1957.3399658203125,-1540.699951171875,17.0,13028.699951171875,8230.700073242188,1.5000000596046448,0.29999999329447746,0.7000000029802322,0.0,255.0,128.0,,0.009558868016369486,0.5634579830027575,-5.836759937363048e-05,True,8,4,118.0291871819446,True,10,,Nezhaq,b20343a1a6b,16.0,-1606.1500244140625,-1656.18994140625,16.989999771118164,20398.299560546875,10625.699462890625,2.8999999165534973,-1.0999999940395355,-0.5000000074505806,1833.6000061035156,255.0,255.0,,0.009589515330573417,0.5408280145632336,0.0001222421710551291,True,135.0,False,10,10,False,
41,2809,77,False,False,1,5212.439722534826,30.610000610351562,-0.10000000149011612,143.52000427246094,7165.30029296875,6083.2000732421875,6897.19970703125,2207.5,939.0000152587891,-3363.9999389648438,1.0,-0.06320796875499171,0.3369509757050283,0.13482713933166085,b8a489d3a8b,DaigoShigueno06,18.0,38.16999816894531,-160.94000244140625,70.69000244140625,-2223.2000732421875,-75.10000228881836,1155.999984741211,1987.5,4166.099853515625,-2990.4000854492188,128.0,84.0,,-0.1592074078446507,1.294239597033135,0.13946411127645475,True,4,3,False,0.0,False,,b20343a1a6b,Nezhaq,16.0,31.020000457763672,-1852.300048828125,17.010000228881836,-1566.4999389648438,13560.400390625,2.7000001072883606,-0.0,0.29999999329447746,52.89999961853027,255.0,128.0,,-0.00958095659795989,1.4487763371520177,-5.680635983314587e-05,True,False,116.0,False,False,False,,enpitsu,76561198039309853,26.0,-64.04000091552734,138.7899932861328,123.8499984741211,9192.899780273438,-20986.10107421875,1841.9000244140625,5202.80029296875,-737.0999908447266,-1623.8999938964844,255.0,0.0,,-0.8275344023335507,-2.370486713436688,0.6430686147488017,True,1,False,0.0,False,2,,games5425898691,bf81d8692db,20.0,219.19000244140625,4918.56005859375,17.010000228881836,-1021.6999816894531,-3681.9000244140625,2.7000001072883606,0.09999999776482582,-0.3999999910593033,0.0,255.0,128.0,,-0.009451051417291304,-1.3000611512699594,-3.2161171449294885e-05,True,116.0,False,4,4,False,
42,2849,78,False,False,1,5631.104390336593,1481.4300537109375,-460.5899963378906,127.41000366210938,17125.2001953125,14987.099609375,5150.5999755859375,2470.0,1902.2000122070312,2028.5000610351562,1.0,0.37692568551375455,-0.03394702806596693,0.20999655631124828,b20343a1a6b,Nezhaq,16.0,1347.06005859375,-608.280029296875,63.45000076293945,17867.5,7361.199951171875,2847.0001220703125,-4189.800109863281,-590.9000015258789,2494.499969482422,255.0,255.0,,-0.010366357135975885,2.97108088472786,-0.05201497685040636,True,4,3,False,83.0,False,,b8a489d3a8b,DaigoShigueno06,18.0,-206.4199981689453,-156.9600067138672,16.440000534057617,-3633.9999389648438,-176.39999389648438,-17.300000190734863,507.99999237060547,-125.60000419616699,1920.8000183105469,255.0,255.0,,-0.005374242994548956,0.025063365324467606,0.010804109615065168,False,False,0.0,False,4,4,,enpitsu,76561198039309853,26.0,498.8800048828125,132.16000366210938,17.049999237060547,6350.30029296875,-2964.89990234375,3.1999999284744263,-1.2999999523162842,2.5999999046325684,-46.10000133514404,255.0,128.0,,-0.016548214411581753,-2.6990047526898246,0.0001865131309560077,True,2,False,0.0,False,2,,games5425898691,bf81d8692db,20.0,722.2899780273438,4073.110107421875,17.010000228881836,11673.800048828125,6.899999976158142,2.800000011920929,2.7000001072883606,0.09999999776482582,1477.7000427246094,255.0,241.0,,-0.009532223815561508,3.1339906706831013,0.00012794559137639785,True,116.0,False,4,4,False,
43,2949,82,False,False,1,2357.0722377174534,2775.489990234375,3717.570068359375,565.8300170898438,-19838.1005859375,19482.60009765625,-3312.0001220703125,-2930.4998779296875,18.50000023841858,3063.900146484375,1.0,-0.09928693636048222,0.5676160488845856,0.8355243312686669,b20343a1a6b,Nezhaq,16.0,2955.8798828125,3612.179931640625,523.0,-8260.499877929688,19264.200439453125,3566.9000244140625,-3424.89990234375,-794.3000030517578,4229.4000244140625,128.0,128.0,,0.5011356348996107,0.8916728216192604,0.031715829767316746,True,6,5,False,155.0,False,,b8a489d3a8b,DaigoShigueno06,17.0,-3688.830078125,1247.93994140625,16.889999389648438,9225.499877929688,13437.80029296875,27.000000476837158,15.399999618530273,45.70000171661377,-96.49999618530273,255.0,128.0,,-0.008804609001210498,2.1846367998896405,-0.002598422426824637,True,False,229.94222784555086,True,6,6,,enpitsu,76561198039309853,26.0,1175.3800048828125,3484.489990234375,17.049999237060547,-7076.400146484375,12197.60009765625,3.100000023841858,-0.3999999910593033,0.5000000074505806,0.09999999776482582,255.0,0.0,,-0.01677216001512051,1.045070761374334,-5.350087257552817e-05,True,2,False,92.0,False,2,,games5425898691,bf81d8692db,21.0,2329.280029296875,5103.10009765625,294.82000732421875,-13109.000244140625,-29.40000057220459,2127.2000122070312,-0.7999999821186066,59.699997901916504,-24.800000190734863,255.0,128.0,,0.19024604529472777,0.008280966033727964,-1.568989588529086,True,255.0,False,4,4,False,
44,2967,83,False,False,0,10143.78430793042,-1472.6600341796875,-4987.3798828125,200.0500030517578,8118.2000732421875,3662.0999145507812,-10403.199462890625,-2649.4000244140625,-2693.900146484375,-634.7000122070312,0.0,-0.730565829307304,1.5466638184162986,2.1793342844569645,bf81d8692db,games5425898691,21.0,-1477.0699462890625,-5102.97998046875,283.6700134277344,12323.499755859375,2.800000011920929,-6768.699951171875,-0.19999999552965164,2153.6000061035156,0.0,255.0,255.0,,0.5432982140897553,-0.011186083586192518,-1.5765516291469759,True,4,4,False,251.83341928707657,True,,76561198039309853,enpitsu,26.0,-937.3900146484375,-4224.31982421875,17.049999237060547,-2961.400146484375,-9961.300048828125,4.699999988079071,1.4000000059604645,-3.4999999403953552,-3084.8001098632812,0.0,128.0,False,0.016854621815435577,-2.1569804224091325,-1.9445572324731647e-06,True,False,92.0,False,2,2,,DaigoShigueno06,b8a489d3a8b,17.0,2867.35009765625,-2280.47998046875,16.989999771118164,-15886.500244140625,-11200.30029296875,5.299999713897705,-0.5999999865889549,-0.29999999329447746,-1953.3999633789062,255.0,0.0,,0.009595379027043997,-2.59611746569962,-7.782601123947151e-05,True,6,False,206.0,False,6,,Nezhaq,b20343a1a6b,16.0,-2405.530029296875,-4896.14013671875,531.47998046875,8260.499877929688,-19264.200439453125,-857.7999877929688,3169.89990234375,2355.2999877929688,577.400016784668,128.0,128.0,,-0.872915229088192,2.1668967980207494,3.080430223647444,True,155.0,False,6,6,False,
45,3020,85,False,False,0,9421.799530415476,-505.1700134277344,-4273.68994140625,190.97000122070312,-5663.599853515625,9400.800170898438,6259.1998291015625,-1434.2999267578125,5817.7001953125,-310.3000068664551,0.0,-0.3851172579342102,2.822408844222242,0.08648983837278397,76561198039309853,enpitsu,26.0,-398.9100036621094,-4356.22998046875,69.0,-7858.800048828125,2920.0,2837.39990234375,-768.4999847412109,-4617.200012207031,1593.0999755859375,255.0,255.0,False,0.12433652660147858,2.327498151966868,-0.032566155739399985,True,4,3,False,57.0,False,,bf81d8692db,games5425898691,21.0,-789.3099975585938,-4420.14013671875,17.020000457763672,9861.699829101562,6108.699951171875,-0.9000000357627869,2.0000000298023224,1.1999999731779099,-2057.899932861328,255.0,77.0,,0.009542380549181015,0.49261446666180453,3.4921299400338025e-05,True,False,179.0,False,4,4,,DaigoShigueno06,b8a489d3a8b,17.0,-430.5899963378906,-3995.239990234375,167.47999572753906,-15876.099853515625,-16640.999755859375,151.99999809265137,4796.499938964844,-150.79999923706055,-2687.0999145507812,255.0,201.0,,-0.06846023768675984,-2.3516577274029884,-0.6142272961218456,True,7,False,166.0,False,8,,Nezhaq,b20343a1a6b,16.0,-1509.4200439453125,-5102.97998046875,376.0400085449219,4898.999938964844,2.800000011920929,-10340.50048828125,-0.09999999776482582,2349.7000122070312,0.0,255.0,255.0,,1.1670620195572854,-0.02427850377868718,-1.593125538013634,True,155.0,False,6,6,False,
46,3022,85,False,True,1,940.3181335861174,536.1300048828125,4271.27001953125,242.36000061035156,2465.8999633789062,16910.699462890625,9743.499755859375,4791.300048828125,-2146.199951171875,2904.5001220703125,1.0,0.5906244448914255,-2.7050318388321988,0.5379674671614392,b8a489d3a8b,DaigoShigueno06,17.0,563.0900268554688,4131.5,166.1300048828125,15818.699951171875,14473.1005859375,-419.0999984741211,-4790.4998779296875,165.79999923706055,-2696.9000244140625,255.0,201.0,,-0.2631144584073814,2.709966412470276,-1.0467375845593558,True,8,7,False,166.0,False,,b20343a1a6b,Nezhaq,16.0,1476.6800537109375,5102.97998046875,283.4700012207031,-3078.900146484375,-2.800000011920929,-11688.399658203125,-0.0,-2342.5999450683594,-0.09999999776482582,255.0,255.0,,-1.362495340747806,0.04620397636053739,-1.6160200564934692,True,False,155.0,False,6,6,,enpitsu,76561198039309853,26.0,476.7200012207031,4323.97021484375,86.20999908447266,7642.39990234375,-3424.5999145507812,768.8999938964844,993.7999725341797,5361.500244140625,717.9000091552734,255.0,255.0,False,-0.6935513210661245,-2.212620488294593,-0.463010480791042,True,3,False,57.0,False,4,,games5425898691,bf81d8692db,21.0,682.9000244140625,4365.3701171875,19.479999542236328,-11101.199951171875,-4953.2000732421875,2957.9000854492188,-0.9000000357627869,-0.09999999776482582,-612.5,255.0,128.0,,-0.009546144537306284,-0.37512852665180657,0.0002468437462217033,True,179.0,False,5,4,False,
47,3131,89,False,False,0,8424.196325069292,-1188.97998046875,-3279.10009765625,249.0,-11882.900390625,18924.3994140625,7143.2000732421875,5064.200134277344,3089.2999267578125,899.1999816894531,0.0,-0.6687706113421483,2.995460980056586,-0.9810811921299479,76561198039309853,enpitsu,26.0,-1107.3299560546875,-3379.949951171875,160.08999633789062,-8600.30029296875,21021.99951171875,2762.7999877929688,-5175.999755859375,-1851.9000244140625,168.70000839233398,255.0,255.0,False,0.5917762029959807,1.9350454036625824,0.0035312656947040296,True,6,5,False,39.0,False,,bf81d8692db,games5425898691,21.0,-195.55999755859375,-4123.5,17.020000457763672,-395.8000183105469,13122.80029296875,1.4000000059604645,0.0,4.099999964237213,-827.6000213623047,255.0,128.0,,0.009567757247824231,1.5567843508716985,3.215261148206296e-05,True,False,179.0,False,6,6,,DaigoShigueno06,b8a489d3a8b,18.0,-2583.89990234375,-3383.52001953125,17.010000228881836,8654.199829101562,14403.900146484375,0.29999999329447746,-0.19999999552965164,-0.7000000029802322,-2.0000000298023224,255.0,128.0,,0.009613978407628393,1.0294519388990626,6.390002176279722e-05,True,8,False,131.52227966247065,True,8,,Nezhaq,b20343a1a6b,16.0,-1133.4200439453125,-2664.179931640625,37.36000061035156,-275.49999237060547,5290.10009765625,-2087.4000549316406,-2243.699951171875,4462.0001220703125,2018.5000610351562,128.0,128.0,,-0.6030891050905872,-0.3361978271588593,0.016433536804211012,True,89.0,False,8,8,False,
48,3263,93,False,False,0,3266.6428744921186,-3773.429931640625,3593.60009765625,110.22000122070312,249.0999984741211,7942.5,4451.199951171875,-5355.8001708984375,168.09999465942383,2699.2999267578125,0.0,-0.8032422999627201,1.7535593832385787,1.1317977739361897,76561198039309853,enpitsu,26.0,-4066.64990234375,3447.52001953125,189.1699981689453,1726.6999816894531,12782.900390625,-5889.1998291015625,309.59999084472656,-2805.7000732421875,45.300002098083496,0.0,255.0,,0.40427414381917065,1.4513544750858238,1.290442918274886,True,6,6,False,255.0,False,,bf81d8692db,games5425898691,20.0,3258.06005859375,3622.659912109375,17.010000228881836,-2758.599853515625,18079.200439453125,2.7000001072883606,-0.29999999329447746,0.29999999329447746,1070.999984741211,255.0,197.0,,0.009567577558606228,1.7593202636571206,-3.806494522375631e-05,True,False,255.0,False,8,8,,DaigoShigueno06,b8a489d3a8b,17.0,-484.30999755859375,3915.6298828125,17.010000228881836,12090.0,7578.0999755859375,2.8999999165534973,-2.0000000298023224,-1.1999999731779099,1769.7000122070312,255.0,255.0,,0.00958964251820973,0.5788432634799618,0.0003282460226527588,True,8,False,167.0,False,8,,Nezhaq,b20343a1a6b,16.0,-2645.27001953125,4755.7001953125,17.010000228881836,5031.700134277344,2130.500030517578,3.0000001192092896,-2.3000000417232513,-2.800000011920929,-1516.9999694824219,255.0,39.0,,0.009593570519094801,0.43056569306147535,-6.153161234219739e-06,True,255.0,False,10,10,False,
