,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
37,2592,78,False,False,1,4909.610589534107,-3337.590087890625,2653.840087890625,541.9600219726562,5512.1002197265625,9877.100219726562,5870.8001708984375,-1761.3999938964844,794.0000152587891,473.69998931884766,1.0,0.5846362034764292,0.46042123753251785,-1.4135946086758127,2535471263675040,T1Anders7,10.0,-3362.52001953125,2590.090087890625,378.80999755859375,6305.9002685546875,4346.400146484375,4335.5999755859375,-1294.2999267578125,-2314.7999572753906,964.5999908447266,128.0,219.0,,1.2070805615738203,1.7818707200866304,-0.7153772003480837,True,131.07022801009558,True,6,False,4,,2535435908546018,abarneswills3,12.0,-3508.14990234375,-1813.56005859375,108.73999786376953,2553.3999633789062,19560.2001953125,-152.5,-5438.800048828125,817.7999877929688,-1.1999999731779099,254.0,128.0,False,0.31261993336738725,-1.4214176490435322,-3.141297089793785,True,255.0,False,8,7,False,,enpitsu,76561198039309853,30,-34.36000061035156,5382.39990234375,18.3799991607666,-695.9999847412109,-296.1000061035156,-4.4999998807907104,-3.400000035762787,32.799999713897705,-778.7000274658203,255.0,128.0,,-0.03712646169864628,-0.7558850135819997,-0.021677022527396315,True,230.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,2545.43994140625,3867.389892578125,17.0,-14334.599609375,17317.60009765625,3.400000035762787,-1.0999999940395355,1.1999999731779099,1509.4000244140625,255.0,255.0,-0.009597315501516638,0.8364635006397798,6.182595149439114e-05,True,6,False,6,224.0,False,,
38,2653,80,False,False,0,10360.026924465139,2186.280029296875,-4750.89013671875,220.13999938964844,16801.700439453125,8686.799926757812,-10921.700439453125,-2766.099853515625,4969.89990234375,1909.9000549316406,0.0,-0.0470222820331446,-0.03543090708577919,2.8318521087710873,76561198039309853,enpitsu,30.0,2026.4100341796875,-4851.08984375,313.1600036621094,18018.00048828125,-2747.0999145507812,-160.20000457763672,4811.300048828125,1940.3999328613281,1826.3999938964844,255.0,128.0,,0.3556267427265789,0.6178266566525892,1.9073458626555235,True,131.0,False,4,False,3,,bf81d8692db,games5425898691,19.0,569.5599975585938,-4779.2099609375,17.0,8449.400024414062,-1360.0,3.700000047683716,1.0999999940395355,-0.29999999329447746,1729.7999572753906,255.0,252.0,,0.009528615999298214,-0.17713368184094833,0.0002641582762173686,True,254.0,False,6,6,False,,abarneswills3,2535435908546018,10,2717.0400390625,-726.1400146484375,17.010000228881836,3021.9000244140625,-7059.89990234375,2.0999999344348907,0.3999999910593033,-1.2999999523162842,86.99999809265137,255.0,128.0,False,0.009534634338250596,-1.1549643057635333,-0.0001405992187588262,True,255.0,False,8,False,8,,T1Anders7,2535471263675040,10.0,2560.330078125,-3855.449951171875,15.59000015258789,3192.9998779296875,-4694.800109863281,270.10000228881836,106.70000076293945,-13.40000033378601,1786.4999389648438,255.0,255.0,0.005153415328138596,-0.8225664756000892,-0.003230604565809035,True,4,False,6,81.34727743107787,True,,
39,2693,82,False,False,1,5002.921556349756,-3906.669921875,3738.719970703125,470.1400146484375,16333.00048828125,-3368.599853515625,6881.199951171875,2987.2000122070312,1831.199951171875,-4870.5999755859375,1.0,-0.9909172836399706,2.074766511259449,0.6592115412563511,2535471263675040,T1Anders7,10.0,-4057.6201171875,3709.8701171875,361.29998779296875,1728.800048828125,2390.0999450683594,10933.1005859375,-996.6999816894531,4837.200012207031,-833.7999725341797,254.0,0.0,,1.0684544281712967,2.624934859270162,2.4480011510539414,True,219.59185370578564,True,7,False,4,,2535435908546018,abarneswills3,10.0,-3638.60009765625,2201.8701171875,17.010000228881836,-4052.9000854492188,10171.300048828125,2.3000000417232513,0.09999999776482582,-0.3999999910593033,-1761.7999267578125,128.0,0.0,False,-0.009641543988000453,1.1998288723566335,-0.0002091264866069277,True,227.0,False,8,8,False,,enpitsu,76561198039309853,30,-3520.219970703125,4495.93017578125,172.55999755859375,-2253.6000061035156,-6947.9998779296875,-10463.399658203125,-3093.2000732421875,-4524.5001220703125,457.79998779296875,255.0,128.0,False,-1.002672024967935,-1.4036558625953914,-0.8692135035586339,True,131.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,-2024.93994140625,3920.85009765625,17.0,-2918.5000610351562,-13671.099853515625,3.6000001430511475,-0.0,-0.0,2172.5,255.0,255.0,-0.009571273593701139,-1.4266962764748194,2.8224722808116128e-05,True,6,False,6,255.0,False,,
40,2762,84,False,False,0,8089.198717054008,-27.219999313354492,-2902.409912109375,150.80999755859375,-18821.199951171875,21868.89892578125,-1783.6000061035156,-2578.800048828125,-2075.0,-4313.500061035156,0.0,0.6865211489906236,-2.766233732731369,2.525288609742537,76561198039309853,enpitsu,30.0,-13.739999771118164,-2998.580078125,108.05000305175781,-17515.6005859375,12931.300048828125,-47.800002098083496,-5326.500244140625,-1346.6999816894531,252.5,128.0,128.0,False,0.9238460147685775,2.9930172197078604,1.149055482057192,True,39.0,False,6,False,5,,bf81d8692db,games5425898691,19.0,-228.91000366210938,-3247.199951171875,17.0,-4005.1998901367188,11935.30029296875,3.4999999403953552,0.5999999865889549,-1.899999976158142,1528.9999389648438,255.0,229.0,,0.009556794144630754,1.9067695638550695,0.000274215496272685,True,237.0,False,6,6,False,,abarneswills3,2535435908546018,12,547.3900146484375,-2234.199951171875,25.8799991607666,-20440.10009765625,7470.9002685546875,-2303.0999755859375,-1307.2999572753906,-3122.60009765625,1326.6999816894531,220.0,128.0,False,-0.19490186775597892,2.771947575695389,-0.009696281569929677,True,193.0,False,10,False,10,,T1Anders7,2535471263675040,10.0,3156.010009765625,-4570.93994140625,12.880000114440918,-4625.7000732421875,3840.10009765625,-5600.3997802734375,-4494.2999267578125,3136.7001342773438,-459.50000762939453,254.0,46.0,0.07597339167415554,2.566996737414798,-0.15318531593463705,True,4,False,10,217.0,False,,
41,2952,91,False,False,1,9721.961443787577,2572.3798828125,-4436.33984375,109.2699966430664,23538.30078125,13054.7998046875,10752.099609375,870.5999755859375,-5841.500244140625,1057.6000213623047,1.0,0.4411381575811911,0.44948519827067174,-2.9586447263943256,2535471263675040,T1Anders7,21.0,2367.2900390625,-4534.669921875,17.010000228881836,21496.0009765625,5513.599853515625,2.199999988079071,-2.3999999463558197,-0.5000000074505806,1522.4000549316406,254.0,154.0,,-0.009588255785575706,2.816672227354739,-3.0212538991987125e-05,True,224.0,False,14,False,8,,2535435908546018,abarneswills3,12.0,2894.469970703125,-4600.5400390625,245.27000427246094,-4876.9000244140625,-3858.5000610351562,-11231.099853515625,-9.100000262260437,-220.0,377.20001220703125,255.0,128.0,False,-0.15894261176041355,0.3960233849018024,-0.5303743499872048,True,138.0,False,12,10,False,,enpitsu,76561198039309853,30,2709.10009765625,-4090.010009765625,70.26000213623047,-8068.2000732421875,-11650.10009765625,2983.5000610351562,1511.9999694824219,1507.4000549316406,3111.6000366210938,128.0,255.0,False,-0.01717195178262986,-0.8078669794860414,-0.01602932953579113,True,201.0,False,8,False,7,,games5425898691,bf81d8692db,19.0,-544.1099853515625,-2577.0,17.010000228881836,2787.2000122070312,-1073.499984741211,1.899999976158142,-0.0,0.5000000074505806,8.700000047683716,255.0,128.0,-0.009423381864439381,-2.7740076502382562,9.686737843441214e-06,True,8,False,8,255.0,False,,
42,3011,94,False,False,1,7224.012974661448,2098.47998046875,-1983.22998046875,374.6199951171875,-2916.7999267578125,17136.8994140625,-1375.2999877929688,32.799999713897705,1266.6999816894531,-4284.5001220703125,1.0,-0.6285015107373163,-0.5050101966822115,-0.8002257968170705,2535471263675040,T1Anders7,11.0,1997.8399658203125,-2170.8701171875,318.7699890136719,-8591.699829101562,14653.00048828125,404.0999984741211,-4813.2000732421875,1704.9000549316406,1644.7999572753906,128.0,128.0,,-0.36786754418238676,2.0385028856915106,0.40745749194551195,True,154.0,False,16,False,8,,2535435908546018,abarneswills3,12.0,1949.1400146484375,-2533.47998046875,202.85000610351562,-6813.800048828125,15362.39990234375,2087.2000122070312,-513.8999938964844,333.8999938964844,-620.9000015258789,254.0,128.0,False,0.43339092394272355,1.6613483842269696,0.12958131954172922,True,75.0,False,14,10,False,,enpitsu,76561198039309853,30,1756.3900146484375,-4202.85986328125,17.040000915527344,7451.5997314453125,13177.80029296875,-0.29999999329447746,-0.5000000074505806,-0.3999999910593033,-9.300000071525574,255.0,128.0,False,-0.016768594371393573,2.0865837626385275,3.51432984719748e-05,True,171.44824945285757,True,8,False,8,,games5425898691,bf81d8692db,19.0,594.47998046875,-388.5199890136719,89.30000305175781,2209.499969482422,20082.39990234375,-479.90001678466797,-4610.899963378906,-480.9000015258789,133.59999656677246,255.0,128.0,1.2459043870618802,1.7720516016611583,0.29899998361698044,True,10,False,10,215.0,False,,
43,3060,95,False,False,0,5826.1557465362575,-1679.8900146484375,-633.1799926757812,132.9199981689453,-3414.8001098632812,14010.30029296875,7067.2998046875,5273.0999755859375,1937.5999450683594,-2106.999969482422,0.0,0.3080761830502417,-2.6207377470903648,-0.30645625112659,bf81d8692db,games5425898691,19.0,-1596.9000244140625,-855.280029296875,58.65999984741211,-10670.899658203125,12103.00048828125,2954.5001220703125,-3523.800048828125,-2599.89990234375,-1067.300033569336,255.0,128.0,,0.09160247032026086,2.1868679245189804,-0.0010664471724824776,True,215.0,False,12,False,11,,76561198039309853,enpitsu,30.0,-2694.6201171875,793.1900024414062,17.040000915527344,-17211.300048828125,-15200.699462890625,3.8999998569488525,-0.09999999776482582,-0.09999999776482582,-162.60000228881836,255.0,128.0,,0.01677783073341519,-2.4309093334279903,5.173523003335785e-05,True,83.0,False,8,8,False,,abarneswills3,2535435908546018,10,-1726.6400146484375,252.36000061035156,16.989999771118164,-12058.1005859375,-6544.7998046875,4.799999892711639,-2.0000000298023224,-1.1999999731779099,-1975.3999328613281,255.0,0.0,,0.009558236427081047,-2.6766682489023874,-0.0002596568584107501,True,38.0,False,14,False,10,,T1Anders7,2535471263675040,11.0,-1404.22998046875,-148.55999755859375,17.010000228881836,-4356.000061035156,-12068.399658203125,2.3000000417232513,1.5000000596046448,3.799999952316284,-845.8000183105469,138.0,45.0,0.009568490880498421,-1.9056968327441883,-0.00015497630254695881,True,8,False,16,154.0,False,,
44,3119,97,False,False,1,7543.6527434724885,2381.469970703125,-2255.949951171875,151.49000549316406,1755.8999633789062,-10142.60009765625,3004.89990234375,-2181.1000061035156,1704.1000366210938,-2072.4000549316406,1.0,-0.36438012686812404,2.750796531147115,-0.46031434796232706,2535435908546018,abarneswills3,10.0,2379.760009765625,-2222.18994140625,16.989999771118164,17.5,-13816.8994140625,3.700000047683716,-0.0,-0.29999999329447746,-1389.9000549316406,255.0,7.0,,-0.00955737298203792,-1.5918554446555606,-0.00045634327228361916,False,18.0,False,14,False,10,,2535471263675040,T1Anders7,10.0,782.0399780273438,164.27000427246094,17.010000228881836,6478.699951171875,-11329.49951171875,2.199999988079071,-4.300000071525574,6.600000262260437,602.400016784668,255.0,69.0,False,-0.00958242696246584,-2.1511484865467745,-9.265721806887797e-05,True,154.0,False,16,8,False,,enpitsu,76561198039309853,30,1791.6400146484375,527.2000122070312,17.040000915527344,-8387.5,-12686.400146484375,4.300000071525574,0.3999999910593033,0.5000000074505806,2036.6999816894531,255.0,128.0,False,-0.016772117270434744,-1.0465031345821725,6.551324706864197e-05,True,255.0,False,8,False,8,,games5425898691,bf81d8692db,19.0,2589.5400390625,-2202.64990234375,16.989999771118164,-10488.800048828125,-20469.000244140625,2.3999999463558197,-0.29999999329447746,-0.5999999865889549,-1780.0999450683594,255.0,0.0,-0.009603126733742437,-1.041931170601065,-0.00011836495930145439,True,12,False,12,108.50440425257536,True,,
45,3203,100,False,False,1,9946.185364442239,2874.139892578125,-4607.490234375,93.13999938964844,1331.7999267578125,-5199.1998291015625,0.0,5697.80029296875,1459.6000671386719,-1126.6999816894531,1.0,-0.12420421300872803,0.12398640469062636,-0.5050474578157648,2535471263675040,T1Anders7,10.0,2653.340087890625,-4620.85986328125,17.010000228881836,22231.201171875,-5896.6998291015625,0.0,-0.7999999821186066,-0.0,1806.6000366210938,255.0,255.0,False,-0.009604035716064295,-2.94116718230287,0.0001241455071211924,True,77.18109260835956,True,16,False,8,,2535435908546018,abarneswills3,11.0,,,,,,,,,,,,,,,,False,,,,,,,enpitsu,76561198039309853,30,4054.110107421875,-1598.18994140625,156.8699951171875,-720.8000183105469,2230.2000427246094,-1500.7000732421875,486.5999984741211,650.1999664306641,-219.79999542236328,255.0,0.0,False,0.3956688089504223,-1.7687715765883767,1.0899927991244032,True,220.0,False,8,False,8,,games5425898691,bf81d8692db,19.0,-1747.8599853515625,-2829.739990234375,16.989999771118164,-1070.1000213623047,-12988.00048828125,4.900000095367432,-0.29999999329447746,0.19999999552965164,2234.7999572753906,255.0,255.0,-0.009598605789853389,-1.5522134119809403,4.0518806915600385e-05,True,12,False,12,120.0,False,,
46,3305,104,False,False,1,6769.6738025727245,3691.239990234375,-1025.6400146484375,613.0,5294.0997314453125,21453.00048828125,8897.000122070312,3855.1998901367188,-4339.800109863281,-1517.2999572753906,1.0,-0.03756299180123102,3.068935354372617,-1.0161990090946567,2535471263675040,T1Anders7,10.0,3655.300048828125,-1119.4200439453125,424.92999267578125,10321.600341796875,19347.099609375,1453.9999389648438,-3041.199951171875,2860.5999755859375,2803.2000732421875,254.0,250.0,False,0.1554352627461955,2.589437138499825,0.4522267411966626,True,114.7465118926058,True,18,False,8,,2535435908546018,abarneswills3,10.0,-1609.4100341796875,-3057.010009765625,17.010000228881836,13532.900390625,4180.0,0.5000000074505806,1.5000000596046448,0.5000000074505806,790.0,255.0,190.0,False,-0.009575671669180491,2.842524928539961,0.00013874487441086077,True,230.74484310867965,True,False,False,False,,enpitsu,76561198039309853,30,4078.93994140625,-245.4199981689453,380.6300048828125,-3.0000001192092896,8403.300170898438,-7506.5997314453125,-2336.699981689453,-0.09999999776482582,-0.09999999776482582,255.0,0.0,False,-0.7528532822457599,1.5936769438852068,-1.5864343864116246,True,220.0,False,8,False,8,,games5425898691,bf81d8692db,19.0,-187.25999450683594,1133.0699462890625,17.010000228881836,22.000000476837158,17454.300537109375,2.0999999344348907,-0.0,-0.09999999776482582,-4.399999976158142,255.0,128.0,-0.009597846952388382,1.5727101548719513,2.8963112600630385e-05,True,14,False,14,151.0,False,,
47,3386,107,False,False,0,9814.759073024245,-3342.239990234375,-4365.02001953125,155.25999450683594,-21792.39990234375,3375.4000854492188,8500.999755859375,4731.9000244140625,3444.4000244140625,1320.7000732421875,0.0,1.1592012098878204,-0.07112710163464143,1.704247676414103,bf81d8692db,games5425898691,19.0,-3268.5400390625,-4434.0498046875,39.529998779296875,-20519.09912109375,736.6999816894531,1041.8000030517578,-4050.10009765625,-2227.4000549316406,-2547.899932861328,255.0,0.0,,0.13644361279499084,2.8664591524801453,0.14860392710650874,True,111.63435718321035,True,15,False,14,,76561198039309853,enpitsu,30.0,-3055.35009765625,-4063.639892578125,176.66000366210938,5078.699951171875,-17423.199462890625,2721.0000610351562,-0.7000000029802322,9.800000190734863,-686.3999938964844,128.0,0.0,,0.017393995918722236,-1.4124940337315188,0.0008974925523702657,True,255.0,False,10,9,False,,abarneswills3,2535435908546018,11,-1707.0799560546875,102.72000122070312,17.010000228881836,-11709.000244140625,-9770.499877929688,2.0999999344348907,-0.19999999552965164,0.0,62.39999771118164,254.0,128.0,,0.009600505150594525,-2.438368658167247,-5.799408066631222e-05,True,233.0,False,False,False,False,,T1Anders7,2535471263675040,10.0,-3699.72998046875,-3312.550048828125,17.0,-5533.4002685546875,-9379.000244140625,3.6000001430511475,-0.19999999552965164,-0.29999999329447746,-2227.5,128.0,0.0,0.009643128120672802,-2.1592461156236094,-3.6193578204787615e-05,True,8,False,18,99.0,False,,
48,3454,110,False,False,0,7164.028714328227,-3666.800048828125,-1466.510009765625,106.4000015258789,1592.5,7341.199951171875,4726.700134277344,-4794.5001220703125,1040.0,3453.9999389648438,0.0,0.8866035358279658,3.114710531439126,-3.1245356800128645,bf81d8692db,games5425898691,19.0,-3672.800048828125,-1750.4100341796875,184.1199951171875,1358.0999755859375,6555.9002685546875,-155.50000190734863,3631.400146484375,3912.0999145507812,1325.5999755859375,255.0,128.0,,0.1809012155101831,-0.011677345437792013,-2.6853292241151916,True,90.0,False,18,False,15,,76561198039309853,enpitsu,30.0,-1637.239990234375,-4910.2900390625,68.5,6224.6002197265625,503.69998931884766,-791.3999938964844,-3287.39990234375,-2220.800018310547,252.99999237060547,128.0,0.0,False,-0.06378342567743502,-2.5474237641654116,-0.7774997142775953,True,255.0,False,10,10,False,,abarneswills3,2535435908546018,11,-2973.75,66.73999786376953,17.010000228881836,5845.9002685546875,9324.69970703125,2.0999999344348907,-0.19999999552965164,-0.7000000029802322,-0.7999999821186066,254.0,128.0,,0.009561923321633015,1.010622724210146,6.77984303715519e-05,True,233.0,False,False,False,False,,T1Anders7,2535471263675040,11.0,-3739.610107421875,-1277.5899658203125,16.510000228881836,3026.400146484375,16469.300537109375,93.69999885559082,-16.399999856948853,12.300000190734863,1377.7000427246094,255.0,255.0,0.008573812919619598,1.394482691165334,0.00012300027630897183,False,8,False,20,64.47687762783421,True,,
49,3488,111,False,False,0,6262.802261898999,-3485.090087890625,-562.5700073242188,208.86000061035156,-3953.2998657226562,12351.8994140625,7436.199951171875,-216.29999160766602,5425.8001708984375,2552.100067138672,0.0,0.22947156690168646,-2.060083730659412,-2.5280420759290636,bf81d8692db,games5425898691,19.0,-3447.27001953125,-645.760009765625,62.56999969482422,-7507.9998779296875,10611.600341796875,3094.8001098632812,1154.8999786376953,-4099.89990234375,3057.6998901367188,255.0,255.0,,0.017515356798575774,1.906615824267513,-0.05668850280441448,True,43.0,False,20,False,17,,76561198039309853,enpitsu,30.0,-894.8499755859375,-4606.66015625,17.049999237060547,9778.599853515625,-1680.8999633789062,3.1999999284744263,-0.19999999552965164,0.09999999776482582,-2151.999969482422,0.0,255.0,False,0.0168737067113968,2.7794076559268936,-1.271903412495613e-05,True,255.0,False,10,10,False,,abarneswills3,2535435908546018,10,-2879.610107421875,1186.739990234375,17.010000228881836,-6212.2998046875,1221.1000061035156,2.7000001072883606,0.09999999776482582,0.09999999776482582,3261.0000610351562,226.0,255.0,False,0.009549897799870009,-2.5753595902220665,-1.4023646895101401e-05,True,233.0,False,False,False,False,,T1Anders7,2535471263675040,11.0,-3714.610107421875,1061.6500244140625,16.989999771118164,-5024.5001220703125,20068.399658203125,4.4999998807907104,-0.09999999776482582,0.7999999821186066,25.899999141693115,254.0,128.0,0.009590888525656592,1.819534785873855,-8.503201969004604e-05,True,8,False,20,255.0,False,,
50,3534,113,False,False,0,4823.562749875888,-3923.81005859375,1385.1199951171875,504.8699951171875,8963.200073242188,14051.700439453125,-1183.3999633789062,3593.2000732421875,4207.200012207031,-1240.6999969482422,0.0,0.5668564502586727,0.4606868162429115,2.0069753085675397,bf81d8692db,games5425898691,19.0,-4050.47998046875,1324.0799560546875,415.3699951171875,2992.0999145507812,14613.599853515625,1470.5999755859375,-265.10000228881836,-650.1999664306641,720.1999664306641,255.0,40.0,,-0.11588099034560877,1.5956743774961113,1.5585545129476046,True,2.0,False,22,False,18,,76561198039309853,enpitsu,30.0,-233.9199981689453,-4743.1298828125,17.049999237060547,3554.8001098632812,7508.900146484375,2.5999999046325684,-0.7999999821186066,-1.4000000059604645,-112.70000457763672,255.0,128.0,False,0.016649682106567625,1.1154147749804544,0.0001675749982599871,True,255.0,False,10,10,False,,abarneswills3,2535435908546018,10,-3669.919921875,1322.6700439453125,17.010000228881836,-1154.800033569336,10717.5,2.0999999344348907,0.0,-0.9000000357627869,-11.200000047683716,254.0,128.0,False,0.009545639800485872,1.6762744784344277,8.369353390217017e-05,True,213.0,False,False,False,False,,T1Anders7,2535471263675040,11.0,-3599.39990234375,3781.110107421875,17.0,5523.800048828125,-581.5000152587891,3.100000023841858,1.0000000149011612,2.199999988079071,1277.300033569336,128.0,255.0,0.00949198352758078,-0.30209968173687074,0.00023051839824013608,True,8,False,20,255.0,False,,False
51,3538,113,False,True,0,4561.234188415298,-3774.590087890625,1601.8399658203125,481.69000244140625,14182.60009765625,16106.500244140625,-1363.3000183105469,4905.4998779296875,2276.1000061035156,-2502.899932861328,0.0,0.6539659365419336,0.8593349708222353,3.0153578380172457,bf81d8692db,games5425898691,20.0,-3958.02001953125,1524.0899658203125,427.8299865722656,9263.800048828125,17856.700439453125,719.4999694824219,-774.0000152587891,4280.400085449219,3365.7000732421875,255.0,0.0,,-0.12246319975055663,1.9739831009072848,1.9869615898448458,True,2.0,False,22,False,19,,76561198039309853,enpitsu,30.0,-168.50999450683594,-4609.52978515625,17.049999237060547,4198.399963378906,8468.699951171875,2.5999999046325684,-0.29999999329447746,-0.7000000029802322,-6.9999998807907104,255.0,255.0,False,0.016678520934509066,1.1095189384063167,7.263277790245283e-05,True,242.41848622598954,True,10,10,False,,abarneswills3,2535435908546018,10,-3689.580078125,1508.0699462890625,17.010000228881836,-1208.7999725341797,11468.499755859375,2.0999999344348907,0.0,-0.7999999821186066,-0.3999999910593033,255.0,128.0,False,0.009553681178175689,1.6757227565435104,7.384173341831934e-05,True,213.0,False,False,False,False,,T1Anders7,2535471263675040,10.0,-3514.530029296875,3774.590087890625,17.0,4992.900085449219,146.49999618530273,3.4999999403953552,-0.5999999865889549,-0.09999999776482582,1933.3000183105469,167.0,201.0,0.009587504976938803,-0.015272678198321586,8.324003165911082e-05,True,8,False,20,255.0,False,,False
52,3569,114,False,False,1,8546.703529448047,2247.5,-3299.169921875,170.77000427246094,-19018.900146484375,8737.39990234375,6369.69970703125,4901.600036621094,-712.7999877929688,-3386.0000610351562,1.0,-0.950448440542154,2.442477241099956,-0.6043195896373612,2535471263675040,T1Anders7,10.0,2425.830078125,-3461.010009765625,102.33999633789062,-20711.10107421875,6326.500244140625,3498.900146484375,-2149.499969482422,-3592.39990234375,-17.100000381469727,254.0,69.0,False,-0.01758477811647475,0.06961719445584724,0.022379563443657928,True,186.09335918580337,True,22,False,9,,2535435908546018,abarneswills3,10.0,3164.18994140625,-2848.199951171875,17.010000228881836,-12636.099853515625,-13277.2998046875,-0.3999999910593033,0.09999999776482582,0.7000000029802322,-2.3000000417232513,255.0,128.0,False,-0.009618305001577695,-0.8097866157998428,3.11831599454242e-05,False,187.1255913908764,True,False,False,False,,enpitsu,76561198039309853,30,-40.279998779296875,2906.27001953125,17.049999237060547,-1394.4000244140625,-21069.49951171875,-1.5000000596046448,-0.09999999776482582,-1.4000000059604645,-1526.4999389648438,255.0,128.0,False,-0.016787737269107428,-1.4780081068073148,-0.0003288536361945677,True,197.0,False,10,False,10,,games5425898691,bf81d8692db,20.0,2981.679931640625,-3503.8798828125,321.9700012207031,-8842.39990234375,-18166.600341796875,-3593.2998657226562,-75.50000190734863,-340.9000015258789,-707.9000091552734,255.0,101.0,0.020480571659372733,-1.516268806608301,1.0861427440255618,True,20,False,22,2.0,False,,
53,3626,116,False,False,1,7127.646429319123,-1591.949951171875,-1539.3299560546875,109.5199966430664,-14697.2998046875,5878.499755859375,3938.5000610351562,-860.4000091552734,-5580.9002685546875,-2027.8999328613281,1.0,-0.8834212281984318,2.874782837245821,-1.1744260151327552,2535471263675040,T1Anders7,10.0,-1671.3299560546875,-1768.3599853515625,17.0,-15046.300048828125,16519.000244140625,3.6000001430511475,0.5999999865889549,-0.7999999821186066,1862.5999450683594,128.0,255.0,,-0.009632532436013305,0.7662115485439662,0.00010219014090828067,True,179.0,False,22,False,10,,2535435908546018,abarneswills3,12.0,-299.2099914550781,-5385.18994140625,18.190000534057617,-13577.099609375,-3266.4999389648438,95.39999961853027,-206.29999160766602,4.699999988079071,-701.6000366210938,128.0,85.0,,-0.00327226744920813,-0.22704506726470483,0.03707501608076244,True,191.0,False,False,False,False,,enpitsu,76561198039309853,30,-1636.0699462890625,-1217.6099853515625,71.7699966430664,-1730.8000183105469,-22803.701171875,2436.1000061035156,4511.300048828125,1576.6999816894531,1095.1000213623047,255.0,255.0,,-0.13708377509644507,-1.2604565346805925,-0.03412362126920501,True,163.0,False,12,False,11,,games5425898691,bf81d8692db,20.0,899.7000122070312,-3829.489990234375,115.5999984741211,-6817.7001953125,17999.100341796875,125.29999732971191,-5327.7001953125,-1364.4999694824219,-51.10000133514404,255.0,128.0,-1.4035418521387926,1.3751932252451005,-0.05566417400555968,True,21,False,24,2.0,False,,
