,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_ball_cam,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect,opp_2_handbrake
0,171,0,False,True,1,5177.96588734587,-3.6600000858306885,40.790000915527344,106.44999694824219,-1049.3000030517578,25054.19921875,7544.89990234375,2145.2999877929688,252.00000762939453,154.3000030517578,1.0,0.004155874206114315,-0.0026480484102618827,-0.035758998934659204,76561197964379851,Whap Goblin,15.0,5.849999904632568,-182.36000061035156,19.469999313354492,-4787.60009765625,18725.30029296875,2964.5999145507812,2.199999988079071,5.199999809265137,-1968.6000061035156,255.0,0.0,False,-0.00979922323359559,1.392068349260871,-0.0001943640293852427,False,4,False,5,31.73478722828691,True,,76561197960849151,Knabz,8.0,8.279999732971191,-1864.3699951171875,17.010000228881836,926.9999694824219,9188.900146484375,2.7000001072883606,-1.7000000178813934,-0.0,-0.5000000074505806,0.0,128.0,,-0.009839973351483051,1.6715068626969403,1.5906829565108864e-05,116.0,False,False,False,True,False,,enpitsu,76561198039309853,26,-7.78000020980835,3691.929931640625,17.049999237060547,361.6999816894531,-9839.099731445312,3.1999999284744263,0.29999999329447746,-0.5000000074505806,0.09999999776482582,255.0,128.0,False,-0.016658859337296605,-1.607607619489424,-4.442458932783924e-05,True,False,116.0,False,False,False,,games5425898691,bf81d8692db,20.0,-47.099998474121094,317.9100036621094,85.5,2589.2999267578125,-22721.298828125,2301.3999938964844,5499.4000244140625,61.599998474121094,-52.5,255.0,128.0,-0.7048477802195676,-1.5739963222673652,-0.00651322588726074,True,0.0,False,4,False,3,,
1,338,6,False,False,1,9823.076161797397,3179.64990234375,-4413.93994140625,146.14999389648438,10982.099609375,3714.89990234375,10569.89990234375,2617.3001098632812,-5168.3001708984375,1561.199951171875,1.0,-0.4705110885622819,-1.053710096274564,1.0897626480956633,76561197960849151,Knabz,8.0,3012.300048828125,-4478.81982421875,17.010000228881836,14934.49951171875,1263.1999969482422,2.5,0.5000000074505806,0.5000000074505806,0.0,128.0,128.0,,-0.009608181651894232,3.0571865343320463,-5.3232976352852666e-05,True,False,False,False,131.0,False,,76561197964379851,Whap Goblin,16.0,-2673.60009765625,-3360.0,88.0,9035.2001953125,-17938.699951171875,-857.7999877929688,2757.9998779296875,-1683.8999938964844,-198.89999389648438,128.0,128.0,,-0.03380244250298423,-2.565130672189728,-0.779538562833717,215.0,False,False,10,True,10,,enpitsu,76561198039309853,26,3500.530029296875,1162.8699951171875,17.049999237060547,-35.09999990463257,-522.7999877929688,3.100000023841858,-0.5999999865889549,-0.0,0.0,128.0,128.0,,-0.01690879489602361,-1.503443787540317,-4.797942500792678e-06,True,False,255.0,False,False,False,,games5425898691,bf81d8692db,21.0,3358.550048828125,-1035.0699462890625,17.010000228881836,-7208.4002685546875,-9940.599975585938,3.0000001192092896,0.19999999552965164,-0.0,2327.5999450683594,255.0,255.0,-0.009544100358481147,-1.0054594915150725,8.607595457459823e-06,True,255.0,False,6,False,6,,
2,401,8,False,False,0,3640.37399191811,-3853.449951171875,3017.31005859375,541.739990234375,-16566.800537109375,20275.999755859375,417.09999084472656,-2731.099853515625,226.10000610351562,-3391.7001342773438,0.0,0.9115495908288214,-2.2054587993989987,2.7656207024852577,bf81d8692db,games5425898691,21.0,-3712.97998046875,2841.800048828125,502.760009765625,-6702.39990234375,10590.10009765625,3865.4998779296875,-3216.199951171875,-3973.0999755859375,2029.7000122070312,255.0,135.0,,0.1984222151025354,2.086541548338549,-0.22773969538688743,True,7,False,8,176.68642596531936,True,,76561198039309853,enpitsu,26.0,-3500.199951171875,-1159.280029296875,17.049999237060547,125.29999732971191,620.2999877929688,3.3000001311302185,1.7000000178813934,-2.5,-202.99999237060547,255.0,0.0,,0.0167483838517865,1.5008886103269534,-2.8427779325741138e-05,255.0,False,False,False,True,False,,Knabz,76561197960849151,8,-2995.139892578125,3878.8701171875,17.010000228881836,3121.4999389648438,-9680.399780273438,2.8999999165534973,0.3999999910593033,-0.3999999910593033,2559.1000366210938,255.0,255.0,True,0.00952393591318485,-1.1879556857634388,1.9401383352836362e-05,True,False,255.0,False,False,False,,Whap Goblin,76561197964379851,17.0,389.42999267578125,5133.16015625,17.010000228881836,-8972.80029296875,1719.6000671386719,3.0000001192092896,1.0999999940395355,-0.5000000074505806,-1801.7999267578125,255.0,0.0,0.00949456624205031,2.9649439955109487,-0.0002396223873332547,True,245.0,False,10,False,10,,False
3,476,11,False,False,1,9704.906724577606,1859.199951171875,-4516.990234375,103.9000015258789,3947.2000122070312,467.59998321533203,4416.099853515625,-149.7000026702881,-760.9999847412109,-562.0000076293945,1.0,0.15967892759066413,-0.06192638363545127,1.376910057759499,76561197960849151,Knabz,8.0,1719.68994140625,-4499.009765625,68.81999969482422,4446.000061035156,-762.6999664306641,3031.7001342773438,-261.5999984741211,-184.0999984741211,2118.3999633789062,128.0,255.0,False,-0.006669873922331483,-1.1641769295467481,0.015311058724702448,True,3,False,4,255.0,False,,76561197964379851,Whap Goblin,17.0,1617.93994140625,-4685.14990234375,113.1500015258789,15107.60009765625,6177.9998779296875,3991.400146484375,-355.8000183105469,27.40000009536743,3432.9000854492188,128.0,185.0,False,0.04555891624446812,2.123637176284324,-0.018820343299720235,169.0,False,False,10,True,12,,enpitsu,76561198039309853,26,3411.949951171875,1038.300048828125,17.049999237060547,-0.09999999776482582,-0.0,3.1999999284744263,0.3999999910593033,-0.7000000029802322,0.0,128.0,128.0,,-0.016714785689295113,-1.1063464261869889,-3.2938982120916144e-05,True,False,255.0,False,False,False,,games5425898691,bf81d8692db,21.0,3811.22998046875,-4154.93017578125,108.4000015258789,-3254.8001098632812,7334.7998046875,-9698.200073242188,4833.500061035156,2594.8001098632812,-392.20001220703125,255.0,0.0,-0.8456979664791373,1.1797717690966312,-0.3523737805657368,True,169.0,False,8,False,8,,
4,520,12,False,False,0,4056.199639186914,-3803.340087890625,2311.550048828125,183.07000732421875,-1162.699966430664,-3475.7998657226562,10238.400268554688,5756.5997314453125,-976.6999816894531,-1380.7000732421875,0.0,-0.022882833524911918,-2.7970132929708567,0.6629442718378138,bf81d8692db,games5425898691,21.0,-3808.179931640625,2259.35009765625,50.2599983215332,-83.59999656677246,-954.4999694824219,1678.3999633789062,-2027.1000671386719,-3865.5999755859375,291.299991607666,255.0,128.0,,-0.15230620343456086,-0.7868944780525328,0.06713386687789298,True,9,False,10,169.0,False,,76561198039309853,enpitsu,26.0,-3429.97998046875,-1089.8299560546875,17.049999237060547,-790.6999969482422,-4205.0,3.1999999284744263,2.3999999463558197,0.5000000074505806,81.49999618530273,128.0,128.0,,0.01689586490445273,1.4011076075749898,-0.00012761911523759145,255.0,False,False,False,True,False,,Knabz,76561197960849151,8,-3794.14990234375,2830.239990234375,17.010000228881836,-2478.2000732421875,-5400.2001953125,3.1999999284744263,-1.2999999523162842,-0.3999999910593033,1488.9999389648438,255.0,0.0,False,0.00921894527854919,1.3276665124359233,2.666813456631266e-05,True,4,255.0,False,4,False,,Whap Goblin,76561197964379851,17.0,-3999.47998046875,2892.360107421875,97.88999938964844,-6289.7998046875,-13794.89990234375,5490.9002685546875,1120.5000305175781,5367.19970703125,-432.20001220703125,255.0,255.0,-0.3817630853169053,-1.9112116364788274,-0.1423396151075285,True,128.0,False,12,False,12,,False
5,593,15,False,False,1,7268.717117777859,3949.090087890625,-1456.4300537109375,604.6599731445312,2413.0999755859375,14673.699951171875,13886.500244140625,902.6000213623047,-5788.3001708984375,-1296.0000610351562,1.0,0.47756697087093636,-2.6931356778621587,-2.5027847221220294,76561197960849151,Knabz,8.0,3912.159912109375,-1523.1400146484375,412.739990234375,13583.699951171875,11976.600341796875,5066.000061035156,-1349.1999816894531,612.0000076293945,-1083.0999755859375,255.0,255.0,,1.1972837087431791,-2.4706962089315265,1.25763355985593,True,5,False,6,164.08303664576619,True,,76561197964379851,Whap Goblin,17.0,604.5700073242188,-1537.1500244140625,16.959999084472656,-19282.2998046875,-1016.6000366210938,15.399999618530273,-1.2999999523162842,8.399999737739563,1748.0000305175781,255.0,255.0,,-0.010079992093822335,-0.09464576881881435,7.230637004707548e-05,119.0,False,False,14,True,14,,enpitsu,76561198039309853,26,3466.5,1475.8299560546875,17.049999237060547,-208.1999969482422,3323.9999389648438,3.100000023841858,0.19999999552965164,-0.0,0.0,0.0,0.0,,-0.016953563035398,-1.633416622248788,-3.3931181882118845e-06,True,False,255.0,False,False,False,,games5425898691,bf81d8692db,21.0,3761.31005859375,-850.5800170898438,42.400001525878906,-512.7999877929688,10371.8994140625,-2510.5999755859375,-1757.1000671386719,13.600000143051147,-9.900000095367432,255.0,128.0,0.2593804418824971,1.5771737223121358,-0.006754589290067639,True,169.0,False,12,False,12,,
6,788,22,False,False,0,10197.824224381658,-2112.050048828125,-4985.06005859375,214.1199951171875,9885.499877929688,3616.400146484375,1590.8999633789062,4371.600036621094,1952.7000427246094,-2154.9000549316406,0.0,0.023090963444057176,2.9155125948325464,-0.22007442304441624,bf81d8692db,games5425898691,21.0,-2280.070068359375,-5100.8701171875,224.05999755859375,7085.10009765625,3022.9000854492188,2367.7999877929688,186.00000381469727,1673.0999755859375,-0.9000000357627869,0.0,255.0,,-0.3544001650221317,-0.00637745321568602,-1.579071518901934,True,16,False,17,255.0,False,,76561198039309853,enpitsu,26.0,-773.7000122070312,-4956.509765625,17.049999237060547,1762.8999328613281,-100.0,3.1999999284744263,-0.5000000074505806,-0.7000000029802322,0.0,0.0,128.0,False,0.016961703622008484,3.084802202605605,-4.460196495338898e-05,255.0,False,False,False,True,False,,Knabz,76561197960849151,8,-3391.02001953125,-3595.10009765625,17.010000228881836,-2673.900146484375,12146.600341796875,3.3000001311302185,0.0,0.3999999910593033,-3245.1998901367188,255.0,0.0,False,0.00958268774974288,1.5392512176607467,-6.722218546285204e-05,True,8,255.0,False,8,False,,Whap Goblin,76561197964379851,16.0,-1800.0,-558.5,17.010000228881836,6647.19970703125,-3257.5,2.5999999046325684,0.0,0.0,403.10001373291016,255.0,128.0,0.009498556182264247,-0.4217903353835515,-0.00024039569035956237,True,242.0,False,14,False,14,,False
7,818,23,False,False,0,9756.465364728068,-1074.0899658203125,-4614.83984375,136.91000366210938,-11410.699462890625,16060.50048828125,8185.5999755859375,2024.7000122070312,5301.7999267578125,-1946.9999694824219,0.0,-0.8059564817120196,-2.5568862237687604,0.3461811826323506,76561198039309853,enpitsu,26.0,-935.5700073242188,-4725.85986328125,68.95999908447266,-11089.49951171875,10826.8994140625,2838.900146484375,-3441.9000244140625,-3307.39990234375,-216.49999618530273,255.0,128.0,False,0.13801018286903066,2.3310024431539427,0.00010751866924210287,True,1,False,2,193.0,False,,bf81d8692db,games5425898691,21.0,-1329.0,-4224.97998046875,223.8300018310547,9333.300170898438,8773.099975585938,-1982.7000427246094,-1223.1999969482422,135.79999923706055,-580.0,255.0,215.0,,-0.56169311650147,0.2935669126461524,-1.3236091888650956,255.0,False,False,18,True,18,,Knabz,76561197960849151,8,-2429.9599609375,-2870.25,17.010000228881836,11174.300537109375,6946.500244140625,2.7000001072883606,0.5999999865889549,0.29999999329447746,13.200000524520874,255.0,128.0,False,0.009566082832223464,0.5582478117443528,-6.992450528757677e-05,True,8,255.0,False,8,False,,Whap Goblin,76561197964379851,16.0,-584.27001953125,-935.0700073242188,17.010000228881836,11267.60009765625,6475.4998779296875,2.8999999165534973,-0.29999999329447746,0.0,2294.9000549316406,255.0,255.0,0.009565091479408011,0.5892974349971276,4.448303868626182e-05,True,216.0,False,14,False,14,,False
8,893,26,False,False,0,6412.1887173275445,-3968.2900390625,-488.25,189.85000610351562,-3637.60009765625,27338.798828125,6239.6002197265625,3902.39990234375,-3093.599853515625,3346.6000366210938,0.0,-0.9900461874439132,-1.711169671409489,-2.2863607731409497,76561198039309853,enpitsu,26.0,-3973.699951171875,-683.27001953125,122.88999938964844,292.7000045776367,22837.60009765625,2712.0001220703125,-2977.9998779296875,2626.0000610351562,-660.8999633789062,255.0,0.0,,0.0500331175259252,1.697068286133336,0.03859425628270959,True,3,False,4,55.0,False,,bf81d8692db,games5425898691,21.0,391.32000732421875,-1837.6800537109375,17.010000228881836,5540.2001953125,12621.700439453125,2.5999999046325684,0.09999999776482582,0.7999999821186066,0.29999999329447746,255.0,128.0,,0.009565279780438925,1.1572436483574142,-7.327366676454588e-05,255.0,False,False,18,True,18,,Knabz,76561197960849151,8,-2296.780029296875,-1241.5799560546875,17.010000228881836,687.5,13007.19970703125,2.5999999046325684,0.0,0.7000000029802322,0.09999999776482582,0.0,128.0,False,0.00962581160347728,-1.6236551385305238,6.608478985120011e-05,True,8,255.0,False,8,False,,Whap Goblin,76561197964379851,16.0,-60.08000183105469,3323.2900390625,17.010000228881836,2323.3999633789062,16403.199462890625,2.8999999165534973,0.0,-0.7000000029802322,3073.900146484375,255.0,255.0,0.009593089488861797,1.8931718045567205,9.119397804346038e-05,True,216.0,False,16,False,16,,True
9,956,28,False,False,0,2263.7414320840603,-3011.179931640625,4333.43994140625,97.12999725341797,14050.699462890625,3039.7000122070312,3033.599853515625,-576.8000030517578,4810.899963378906,3538.599853515625,0.0,-0.9799354503882904,-0.13918071269292823,-2.408214154579916,76561198039309853,enpitsu,26.0,-2801.43994140625,4200.509765625,17.040000915527344,18238.299560546875,14012.900390625,0.7000000029802322,-5.099999904632568,-3.700000047683716,-709.7000122070312,255.0,128.0,,0.016773894864206954,0.6516449612900949,-7.841683762031869e-05,False,4,False,4,236.12694198085418,True,,bf81d8692db,games5425898691,21.0,2356.2099609375,1342.5999755859375,17.010000228881836,6077.2998046875,16180.400390625,2.5999999046325684,0.3999999910593033,1.2999999523162842,191.90000534057617,255.0,164.0,,0.009590039942573974,1.2191340756649633,-6.105604085260833e-05,225.0,False,False,18,True,18,,Knabz,76561197960849151,8,-1806.1199951171875,2642.969970703125,17.010000228881836,5708.699951171875,17761.99951171875,2.800000011920929,0.3999999910593033,0.7999999821186066,-1902.4000549316406,255.0,0.0,False,0.009615203142369445,1.1987295728714702,-0.00010173185719280653,True,8,255.0,False,10,False,,Whap Goblin,76561197964379851,16.0,-182.25,5078.0498046875,17.010000228881836,-7814.2999267578125,467.20001220703125,0.29999999329447746,1.2999999523162842,-0.09999999776482582,-139.79999542236328,255.0,128.0,0.00950234787573259,3.0675641825325592,0.00017177433640121358,True,236.52206450893036,True,16,False,16,,False
