,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,169,0,False,False,1,5149.88025500614,-26.459999084472656,73.41000366210938,96.38999938964844,-8497.80029296875,25047.2998046875,1431.6000366210938,-4236.199951171875,-1987.5999450683594,-3755.4000854492188,1.0,-0.09190614347679736,0.14361614788058072,0.16383700752533897,8234512496292769880,MathieuG016,123.0,7.960000038146973,-149.82000732421875,120.8499984741211,-15130.699462890625,13736.500244140625,3243.2000732421875,2968.800048828125,-4469.89990234375,-1206.3999938964844,255.0,255.0,,-0.3772394530515597,1.431067946166236,-0.6647600185402546,True,3,False,4,0.0,False,,2854877596008525936,Forza_OM_FCN44,7.0,-0.0,-4608.0,17.049999237060547,-0.0,-0.0,3.1999999284744263,-0.7000000029802322,-0.0,0.0,,,,-0.016716317243590257,1.5708029314032232,-5.496116529281272e-08,True,False,False,False,85.0,False,,enpitsu,76561198039309853,25,-0.0,3568.580078125,17.049999237060547,-0.0,-11765.30029296875,3.0000001192092896,0.7999999821186066,-0.0,0.0,255.0,,,-0.016639960573961426,-1.570818648888822,1.2594012004950882e-07,True,107.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,-31.989999771118164,397.9100036621094,61.900001525878906,-2299.4000244140625,-22675.0,3022.39990234375,4086.6000366210938,-1815.0,-1954.7999572753906,255.0,100.0,,-0.09898994710045246,-1.3520400331410847,0.009923090295953218,True,31.0,False,4,False,3,
1,171,0,False,False,0,5340.782268735045,98.19999694824219,-107.43000030517578,116.19999694824219,8234.500122070312,-10663.1005859375,2821.400146484375,4095.7998657226562,1814.1000366210938,-3991.4999389648438,0.0,0.39910333076421595,-0.5793210057149569,0.5963903441353677,bf81d8692db,games5425898691,24.0,47.470001220703125,-248.4199981689453,77.83999633789062,1664.7999572753906,9282.100219726562,-135.0,-3858.5000610351562,2448.8999938964844,-3060.10009765625,255.0,111.0,,0.7427392766302621,1.4022167968691592,0.15428955518651322,True,3,False,4,31.0,False,,76561198039309853,enpitsu,25.0,0.0,-3469.10009765625,17.049999237060547,0.0,12077.7001953125,3.0000001192092896,-0.7999999821186066,0.0,0.0,255.0,,,0.016639960573961426,1.570818648888822,1.2594012004950882e-07,True,False,False,False,107.0,False,,Forza_OM_FCN44,2854877596008525936,7,0.0,4608.0,17.049999237060547,0.0,0.0,3.1999999284744263,0.7000000029802322,0.0,0.0,,,,0.016716317243590257,-1.5708029314032232,-5.496116529281272e-08,True,85.0,False,False,False,False,,MathieuG016,8234512496292769880,123.0,119.12000274658203,57.97999954223633,143.17999267578125,15916.800537109375,-2339.4000244140625,2619.7000122070312,-4188.2000732421875,3434.1000366210938,956.9000244140625,255.0,255.0,,0.1589062894200055,-1.6390782974390377,-1.2722253458306925,True,0.0,False,4,False,3,
2,172,0,False,False,1,5130.003522116892,-133.25999450683594,114.30999755859375,129.72000122070312,-9938.300170898438,6185.30029296875,3462.39990234375,-644.1000366210938,-2178.0999755859375,-3962.2000122070312,1.0,-0.5353728498097914,0.6792686939031528,0.7191995962095297,8234512496292769880,MathieuG016,123.0,-119.12000274658203,-57.97999954223633,143.17999267578125,-15916.800537109375,2339.4000244140625,2619.7000122070312,4188.2000732421875,-3434.1000366210938,956.9000244140625,255.0,255.0,,-0.1589062894200055,1.6390782974390377,-1.2722253458306925,True,3,False,4,0.0,False,,2854877596008525936,Forza_OM_FCN44,7.0,-0.0,-4608.0,17.049999237060547,-0.0,-0.0,3.1999999284744263,-0.7000000029802322,-0.0,0.0,,,,-0.016716317243590257,1.5708029314032232,-5.496116529281272e-08,True,False,False,False,85.0,False,,enpitsu,76561198039309853,25,-0.0,3387.7099609375,17.049999237060547,-0.0,-12308.900146484375,3.0000001192092896,0.7999999821186066,-0.0,0.0,255.0,0.0,,-0.016655219891015476,-1.5708184387168795,1.2536511309949056e-07,True,107.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,-47.470001220703125,248.4199981689453,77.83999633789062,-1664.7999572753906,-9282.100219726562,-135.0,3858.5000610351562,-2448.8999938964844,-3060.10009765625,255.0,111.0,,-0.7427392766302621,-1.4022167968691592,0.15428955518651322,True,31.0,False,4,False,3,
3,173,0,False,False,0,5369.686799213614,172.52000427246094,-122.30000305175781,141.49000549316406,17361.99951171875,4495.0,4808.699951171875,3706.199951171875,647.7999877929688,-4673.699951171875,0.0,0.6487883462482831,-0.8363348771325562,0.7668263734523374,bf81d8692db,games5425898691,24.0,47.470001220703125,-248.4199981689453,77.83999633789062,1664.7999572753906,9282.100219726562,-135.0,-3858.5000610351562,2448.8999938964844,-3060.10009765625,255.0,111.0,,0.7427392766302621,1.4022167968691592,0.15428955518651322,True,3,False,4,31.0,False,,76561198039309853,enpitsu,25.0,0.0,-3387.7099609375,17.049999237060547,0.0,12308.900146484375,3.0000001192092896,-0.7999999821186066,0.0,0.0,255.0,0.0,,0.016655219891015476,1.5708184387168795,1.2536511309949056e-07,True,False,False,False,107.0,False,,Forza_OM_FCN44,2854877596008525936,7,0.0,4608.0,17.049999237060547,0.0,0.0,3.1999999284744263,0.7000000029802322,0.0,0.0,,,,0.016716317243590257,-1.5708029314032232,-5.496116529281272e-08,True,85.0,False,False,False,False,,MathieuG016,8234512496292769880,123.0,119.12000274658203,57.97999954223633,143.17999267578125,15916.800537109375,-2339.4000244140625,2619.7000122070312,-4188.2000732421875,3434.1000366210938,956.9000244140625,255.0,255.0,,0.1589062894200055,-1.6390782974390377,-1.2722253458306925,True,0.0,False,4,False,3,
4,174,0,False,False,1,5145.589348699243,-223.4600067138672,117.66000366210938,155.19000244140625,-12313.00048828125,3835.4000854492188,3446.099853515625,-40.50000190734863,-2778.599853515625,-1738.5000610351562,1.0,-0.7313550075548293,0.9493447764891842,0.7595157460522688,8234512496292769880,MathieuG016,123.0,-253.5399932861328,-45.099998474121094,151.24000549316406,-16161.400146484375,1430.3999328613281,672.7999877929688,-224.50000762939453,-5265.9002685546875,-1571.300048828125,255.0,255.0,,0.01089771419220535,1.7235257299217155,-1.828906520445326,True,3,False,4,0.0,False,,2854877596008525936,Forza_OM_FCN44,7.0,-0.0,-4608.0,17.049999237060547,-0.0,-0.0,3.1999999284744263,-0.7000000029802322,-0.0,0.0,,,,-0.016716317243590257,1.5708029314032232,-5.496116529281272e-08,True,False,False,False,85.0,False,,enpitsu,76561198039309853,25,-0.0,3387.7099609375,17.049999237060547,-0.0,-12308.900146484375,3.0000001192092896,0.7999999821186066,-0.0,0.0,255.0,0.0,,-0.016655219891015476,-1.5708184387168795,1.2536511309949056e-07,True,107.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,-61.029998779296875,182.44000244140625,77.33000183105469,-1706.6999816894531,-7223.499755859375,348.6000061035156,4759.800109863281,-1444.2999267578125,-2346.7999267578125,255.0,111.0,,-1.2595140709442518,-1.3738166152751088,0.4277652391139735,True,31.0,False,4,False,3,
5,224,2,False,False,0,6649.323474581839,2319.64990234375,-680.0599975585938,142.1999969482422,22107.80029296875,19719.89990234375,3183.0999755859375,4415.199890136719,3161.6000366210938,-2551.300048828125,0.0,0.6630007300873765,2.4998926710286935,-1.366257964556651,76561198039309853,enpitsu,25.0,2145.7099609375,-867.780029296875,119.44999694824219,14310.10009765625,17958.199462890625,1311.9000244140625,-5417.1002197265625,-125.10000228881836,942.7999877929688,255.0,255.0,,0.567725520596644,0.7018187123479069,-0.48837121186953186,True,1,False,2,51.0,False,,bf81d8692db,games5425898691,24.0,654.52001953125,274.6099853515625,17.010000228881836,7291.400146484375,-5924.7998046875,2.7000001072883606,-0.3999999910593033,0.3999999910593033,-30.09999990463257,255.0,128.0,,0.009523472548171963,-0.6867102525702117,8.430406939833303e-05,True,4,4,False,31.0,False,,Forza_OM_FCN44,2854877596008525936,7,0.0,4608.0,17.049999237060547,0.0,0.0,3.1999999284744263,0.7000000029802322,0.0,0.0,,,,0.016716317243590257,-1.5708029314032232,-5.496116529281272e-08,True,85.0,False,False,False,False,,MathieuG016,8234512496292769880,21.0,2542.139892578125,-690.5,17.010000228881836,-1738.8999938964844,-8563.599853515625,2.800000011920929,-0.5000000074505806,-0.09999999776482582,-2448.0999755859375,255.0,8.0,,0.009538324103241045,-1.8042216858993987,-1.9845278340853418e-05,True,31.0,False,4,False,4,
6,327,5,True,True,0,2272.6268768114783,1347.6800537109375,4778.43017578125,251.86000061035156,-22770.0,9942.7001953125,2795.0,2275.500030517578,2236.699981689453,-3526.400146484375,0.0,0.5217358616194944,-0.23385414383698847,1.0677188200509942,76561198039309853,enpitsu,25.0,1496.18994140625,4778.2998046875,159.6999969482422,-17437.39990234375,10349.89990234375,2711.199951171875,-5109.599914550781,-1880.0,-779.1000366210938,255.0,128.0,,0.5748972203241978,2.8487450019189313,0.5540239622272326,True,3,False,4,227.0,False,,bf81d8692db,games5425898691,24.0,3171.60009765625,1033.81005859375,17.020000457763672,-12918.1005859375,6568.499755859375,-1.0999999940395355,-0.19999999552965164,-0.3999999910593033,0.3999999910593033,255.0,128.0,,0.009556057841418206,2.6712653300904843,-9.575901700535477e-06,True,4,4,False,223.67514842300008,True,,Forza_OM_FCN44,2854877596008525936,7,0.0,4608.0,17.049999237060547,0.0,-0.09999999776482582,3.1999999284744263,0.7000000029802322,0.0,0.0,,,,0.016716317243590257,-1.5708029314032232,-5.496116529281272e-08,True,85.0,False,False,False,False,,MathieuG016,8234512496292769880,11.0,2887.969970703125,3254.989990234375,17.010000228881836,-3117.9000854492188,18025.10009765625,2.8999999165534973,2.0999999344348907,0.29999999329447746,1956.7999267578125,255.0,255.0,,0.00967826050556414,1.806598902557035,1.70307041886037e-05,True,,False,6,False,6,
7,594,6,False,False,1,5179.35477485729,56.400001525878906,29.149999618530273,93.73999786376953,5900.5999755859375,3198.2998657226562,-3891.199951171875,-1099.4999694824219,3362.9000854492188,-337.09999084472656,1.0,0.16442860553144614,0.08660693820017216,0.1873700552104248,8234512496292769880,MathieuG016,10.0,47.15999984741211,-96.33999633789062,141.9499969482422,7057.8997802734375,-61.10000133514404,272.00000762939453,-5236.500244140625,789.1000366210938,1485.2000427246094,255.0,146.0,,-0.6197030823277074,-2.7796648857946287,-2.2423082384911512,True,3,False,4,0.0,False,,2854877596008525936,Forza_OM_FCN44,7.0,634.760009765625,-3255.75,17.049999237060547,3108.900146484375,-13714.000244140625,3.3000001311302185,1.0999999940395355,-5.099999904632568,786.5000152587891,255.0,225.0,,-0.016768061499855002,-1.8070559999990399,-3.062243886973248e-05,True,False,False,False,41.0,False,,enpitsu,76561198039309853,25,90.83999633789062,140.2899932861328,105.70999908447266,10397.2998046875,-749.7000122070312,-207.00000762939453,4774.89990234375,-1502.7999877929688,-2278.300018310547,255.0,0.0,,-1.060970362228239,-2.9597343411580312,1.8448020917551786,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,24.0,3465.3798828125,2647.02001953125,17.010000228881836,-527.9000091552734,14958.199462890625,2.800000011920929,-0.0,-0.7999999821186066,1965.0999450683594,255.0,255.0,,-0.009573073612905512,1.4811955746957515,8.549651515512084e-05,False,31.0,False,False,False,False,
8,603,6,False,False,1,5037.889037797123,157.52000427246094,156.52999877929688,93.1500015258789,3109.5999145507812,4651.600036621094,0.0,-3521.400146484375,3412.7999877929688,2543.0999755859375,1.0,1.175493970070769,0.5232050527686604,1.617286083530774,8234512496292769880,MathieuG016,10.0,225.25,-119.83999633789062,153.80999755859375,6925.9002685546875,-1058.7000274658203,-130.600004196167,-5205.0,543.4999847412109,1691.6999816894531,255.0,128.0,,-0.07102827677593437,-2.793672828329341,2.3319534242425086,True,3,False,4,0.0,False,,2854877596008525936,Forza_OM_FCN44,7.0,829.02001953125,-3692.320068359375,17.049999237060547,7666.500244140625,-11748.800048828125,3.6000001430511475,0.9000000357627869,-1.2999999523162842,1633.0000305175781,255.0,240.0,True,-0.016754037858642882,-2.1730977802072733,0.00020257696257134345,True,False,False,False,41.0,False,,enpitsu,76561198039309853,25,454.3299865722656,163.72000122070312,100.5999984741211,10774.3994140625,810.5000305175781,-151.70000076293945,4687.5,-2053.3999633789062,-2014.7999572753906,128.0,128.0,,0.2619786108967503,-3.0946828893711418,-2.0680459473403636,True,0.0,False,2,False,2,,games5425898691,bf81d8692db,24.0,3391.919921875,3057.570068359375,17.010000228881836,-4054.2001342773438,16896.600341796875,0.09999999776482582,-0.0,0.9000000357627869,42.10000038146973,255.0,128.0,,-0.00960862793827622,1.3297238014209127,-8.117068885729198e-05,True,2.8613765572988874,True,False,False,False,
9,650,8,False,False,1,4284.76163972339,671.1900024414062,861.1400146484375,93.1500015258789,2892.0001220703125,3949.2999267578125,0.0,-4327.9998779296875,3169.4000244140625,2275.7000732421875,1.0,-0.25560983253797587,0.12185146029181801,-0.6273683607460766,8234512496292769880,MathieuG016,10.0,489.2300109863281,535.219970703125,96.29000091552734,-9442.899780273438,10379.300537109375,2005.8999633789062,2311.7999267578125,-960.0,-1127.3999786376953,255.0,0.0,,0.48499150225122256,1.398826386628881,-1.0090193498702813,True,4,False,4,0.0,False,,2854877596008525936,Forza_OM_FCN44,7.0,3130.989990234375,-4381.83984375,17.049999237060547,-1305.5999755859375,-8098.499755859375,4.799999892711639,-0.29999999329447746,-0.09999999776482582,-3300.2999877929688,255.0,0.0,False,-0.016698884645934643,-1.129024579139179,1.9252529594474765e-05,True,False,False,False,248.7438711684237,True,,enpitsu,76561198039309853,25,666.760009765625,316.739990234375,110.36000061035156,-8492.899780273438,2657.6998901367188,-166.90000534057617,-1775.2000427246094,-5192.5,369.39998626708984,255.0,128.0,,-0.7435481173453321,-2.7501730460705094,3.0064851795695575,True,0.0,False,4,False,3,,games5425898691,bf81d8692db,25.0,1526.739990234375,4320.33984375,17.010000228881836,-11952.7001953125,2581.4999389648438,2.8999999165534973,-1.1999999731779099,0.19999999552965164,-2034.7999572753906,128.0,34.0,,-0.009646697231529848,0.2775121606427912,-1.7436841267639716e-06,True,255.0,False,False,False,False,
