,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,171,0,False,False,0,5296.472774793519,-0.029999999329447746,-80.13999938964844,130.52000427246094,19590.0,10260.0,9084.500122070312,1784.1999816894531,648.7000274658203,-5691.6998291015625,0.0,0.08968506999740773,0.0011182439832453585,-0.033211515584374365,76561198203576196,Mubss,13.0,-129.69000244140625,-211.2100067138672,74.30999755859375,1913.5000610351562,12134.89990234375,3104.7000122070312,2721.7999267578125,-4200.400085449219,1470.7000732421875,128.0,255.0,,-0.23873362947200444,0.8873781020249745,0.0274424608372027,True,3,False,4,0.0,False,,76561198250905688,TRICKY963,11.0,2715.77001953125,-4117.4501953125,17.010000228881836,16089.000244140625,-7781.9000244140625,2.3000000417232513,-0.5000000074505806,0.0,1849.1999816894531,255.0,255.0,True,0.00960577072926427,-0.40544972602631346,0.00019003877336037196,True,0.0,False,False,False,False,,enpitsu,76561198039309853,24,-64.87000274658203,53.47999954223633,108.7699966430664,-14612.7001953125,-10221.900024414062,111.30000114440918,2040.0,-5105.400085449219,-150.20000457763672,255.0,0.0,,0.9798189212029816,-1.6375512591716392,1.1971864657315094,True,1,0.0,False,2,False,,games5425898691,bf81d8692db,20.0,-2984.510009765625,4042.3798828125,17.010000228881836,-16627.7001953125,-925.8000183105469,2.3000000417232513,0.3999999910593033,0.0,1933.699951171875,128.0,255.0,,0.009645048287689143,-3.0192735838706453,4.4726398270484136e-05,True,255.0,False,False,False,False,310.0
1,282,4,False,True,0,3627.2239978504285,2228.0400390625,3296.8701171875,248.3000030517578,-20119.100341796875,18227.39990234375,681.2999725341797,-2259.199981689453,-3881.6000366210938,-2241.3999938964844,0.0,0.6377908609920112,0.8063995090001275,-0.3457061786444417,76561198250905688,TRICKY963,11.0,2419.280029296875,3078.919921875,177.17999267578125,-13243.299560546875,17614.000244140625,1874.1999816894531,3122.7999877929688,-4507.099914550781,428.49998474121094,,255.0,,0.031209590303852515,2.2124668499548026,-0.6508491507110564,True,5,False,6,196.0,False,,76561198203576196,Mubss,12.0,3213.8701171875,4003.679931640625,17.010000228881836,18959.69970703125,4070.8999633789062,2.3000000417232513,0.09999999776482582,0.0,-1974.6000671386719,255.0,0.0,,0.009601023668247447,0.13992226270927471,-2.484168788124879e-05,True,255.0,False,6,6,False,,enpitsu,76561198039309853,24,-3386.72998046875,3558.89990234375,17.030000686645508,5995.4998779296875,22157.5,5.0,0.0,0.0,-0.3999999910593033,255.0,0.0,,0.01678635776097555,1.306476367709889,5.22953639010873e-07,True,2,218.0,False,2,False,,games5425898691,bf81d8692db,19.0,242.4499969482422,4564.5,17.010000228881836,16069.89990234375,-7007.80029296875,0.5000000074505806,2.199999988079071,-0.7999999821186066,380.6999969482422,255.0,223.0,,0.009591061352419382,-0.41658228359019916,6.267167332920214e-05,True,177.0,False,False,False,False,
2,296,4,False,False,1,9600.118360073015,-1217.72998046875,-4224.52978515625,234.88999938964844,-3482.9998779296875,-1740.7000732421875,19340.2001953125,3193.599853515625,5074.2999267578125,227.90000915527344,1.0,1.541064646572555,-0.5806101485863049,-2.6123126179382212,bf81d8692db,games5425898691,19.0,-1060.4200439453125,-4293.47021484375,79.58999633789062,-21379.3994140625,7059.6002197265625,3478.2000732421875,-997.2000122070312,-2972.6998901367188,366.6999816894531,255.0,128.0,,-0.11008699428866783,0.30840725321643914,0.003402881099433624,True,3,False,4,177.0,False,,76561198039309853,enpitsu,24.0,2877.340087890625,-4563.89990234375,17.030000686645508,-16865.30029296875,-13841.099853515625,5.5000001192092896,-0.0,-0.0,-2045.2000427246094,255.0,128.0,,-0.016772240666075015,-0.6095834966889744,-1.1464791056493382e-05,True,218.0,False,2,2,False,,Mubss,76561198203576196,12,-4008.8701171875,-3743.389892578125,101.26000213623047,-7672.0001220703125,13832.2998046875,6355.0,-1284.9000549316406,3555.5999755859375,-2565.1998901367188,255.0,0.0,,0.36017989951119667,1.089214727826352,0.8296533621447804,True,6,255.0,False,6,False,,TRICKY963,76561198250905688,11.0,-1784.1800537109375,-3931.219970703125,180.49000549316406,12199.7998046875,-16392.7001953125,-154.49999809265137,-3366.400146484375,4341.600036621094,-259.20000076293945,,128.0,,0.04369556186209092,-2.2157852497537904,1.804077782598313,True,196.0,False,6,6,False,
3,376,7,False,False,0,3142.778310242464,2182.199951171875,4506.169921875,253.25999450683594,-14879.89990234375,19295.0,9172.000122070312,1628.3999633789062,2918.2000732421875,2448.800048828125,0.0,-1.1779841359617662,2.6196871269490725,1.7334145458805668,76561198203576196,Mubss,12.0,2314.159912109375,4311.08984375,200.72999572753906,-3903.2000732421875,19498.900146484375,1368.9999389648438,-0.09999999776482582,-0.19999999552965164,-0.5999999865889549,128.0,128.0,False,0.009626904791637842,1.7666050058682206,1.793596567705444e-05,True,6,False,8,173.0,False,,76561198250905688,TRICKY963,11.0,-1140.8699951171875,3930.889892578125,16.989999771118164,-9353.800048828125,-17982.39990234375,4.000000059604645,-0.9000000357627869,-1.5999999642372131,1370.8000183105469,255.0,255.0,,0.00959681586825241,-2.031467711446085,0.0001553419129540467,False,74.0,False,6,6,False,,enpitsu,76561198039309853,24,1740.3599853515625,4615.759765625,178.57000732421875,21698.89892578125,-6786.199951171875,3478.9999389648438,-291.9000053405762,-867.3000335693359,-103.90000343322754,255.0,255.0,,-0.4026980241062208,-0.3756785438012175,0.010916866971019743,True,3,92.59664498093308,True,4,False,,games5425898691,bf81d8692db,19.0,3069.8701171875,4950.81982421875,774.8900146484375,-11191.500244140625,7613.0999755859375,997.7999877929688,47.69999980926514,31.90000057220459,1770.2000427246094,255.0,128.0,,-0.09576445558839237,2.529898337814187,-1.5653134790201981,True,207.0,False,4,4,False,
4,378,7,False,False,1,10329.834448074811,-2108.110107421875,-4743.35986328125,357.19000244140625,-3813.9999389648438,-26094.89990234375,10319.7998046875,166.70000076293945,1489.1999816894531,5809.7998046875,1.0,1.2625661252804832,3.0374605833429538,1.6767758782471018,76561198039309853,enpitsu,24.0,-2045.3399658203125,-4524.33984375,221.4600067138672,-22820.10009765625,1546.3999938964844,2418.2000732421875,711.3999938964844,2554.4000244140625,2146.699981689453,255.0,255.0,,0.6125971971923844,0.31619035055561107,0.08212519440450473,True,3,False,4,94.0,False,,bf81d8692db,games5425898691,19.0,-2962.85009765625,-5014.06005859375,784.2999877929688,12116.700439453125,-6186.500244140625,1049.000015258789,-258.4000015258789,77.60000228881836,1645.0999450683594,255.0,128.0,,0.09991053161310515,-2.6890848083091394,-1.5652225811128992,True,207.0,False,4,4,False,,Mubss,76561198203576196,12,-2288.159912109375,-4474.64013671875,211.44000244140625,2693.699951171875,-17597.2998046875,927.2000122070312,-3101.199951171875,-2957.0001220703125,812.6000213623047,128.0,128.0,False,0.31618142964326756,-1.8075160894382716,0.21516286595990258,True,6,173.0,False,8,False,,TRICKY963,76561198250905688,11.0,1219.2900390625,-3762.7900390625,27.059999465942383,7976.400146484375,18599.000244140625,3082.0001220703125,-2.800000011920929,-7.099999785423279,507.20001220703125,255.0,128.0,,-0.009595939649092337,1.9377889844716474,-0.0001823570262955027,False,74.0,False,7,6,False,
5,459,10,False,False,1,7360.60515699183,-3245.68994140625,-944.8099975585938,229.47000122070312,9016.199951171875,16540.999755859375,7615.7000732421875,1267.300033569336,-2285.0,-5401.099853515625,1.0,0.20918592703829234,2.6444083903416007,-2.722186720165488,76561198039309853,enpitsu,24.0,-3382.570068359375,-1005.6099853515625,139.44000244140625,1654.6000671386719,21730.50048828125,2646.9000244140625,485.29998779296875,-118.69999885559082,-735.5000305175781,255.0,0.0,,-0.008808544952693575,1.8042989604022375,0.0016170946825274227,True,5,False,6,0.0,False,,bf81d8692db,games5425898691,19.0,-1422.1600341796875,-1730.06005859375,16.989999771118164,11604.3994140625,19616.199951171875,4.600000083446503,-0.09999999776482582,-0.3999999910593033,-116.80000305175781,255.0,128.0,,-0.009597126905255899,2.1183826416866665,8.621792685393912e-05,True,142.0,False,4,4,False,,Mubss,76561198203576196,13,-947.6799926757812,-3508.340087890625,101.45999908447266,6825.8001708984375,21016.69921875,-154.49999809265137,-5231.400146484375,1697.7000427246094,-5.099999904632568,128.0,128.0,False,-0.24128570570619484,-1.2572370442423533,-3.140604515780276,True,7,125.0,False,10,False,,TRICKY963,76561198250905688,11.0,3046.9599609375,2679.909912109375,16.540000915527344,2264.9000549316406,22888.00048828125,84.79999542236328,6.700000166893005,-0.7000000029802322,406.30001068115234,255.0,128.0,,-0.009986206996172588,1.6401272152388322,-0.00019363676403783163,False,74.47390108980157,True,10,10,False,
6,510,12,False,False,1,4018.824720808868,-1648.4300537109375,2029.239990234375,522.530029296875,-9975.499877929688,13557.5,7945.30029296875,3569.89990234375,4408.299865722656,-1955.0,1.0,-0.1568932671320835,1.2006958861051884,-2.249828860434679,bf81d8692db,games5425898691,19.0,-1551.6099853515625,2031.9100341796875,372.0199890136719,-7741.500244140625,21084.89990234375,4948.800048828125,2369.499969482422,-603.6999893188477,-4926.499938964844,128.0,255.0,,1.1103946546276147,-0.020701582687301406,-2.5772219723915373,True,4,False,6,115.65223248799647,True,,76561198039309853,enpitsu,24.0,-2010.989990234375,2659.580078125,17.049999237060547,8392.19970703125,15096.700439453125,2.5999999046325684,0.3999999910593033,-0.9000000357627869,-374.0999984741211,255.0,0.0,,-0.016907258819768612,2.112285452648294,0.00020848169557094166,True,0.0,False,6,6,False,,Mubss,76561198203576196,13,-258.3500061035156,606.6900024414062,67.98999786376953,1178.499984741211,22920.30029296875,-1506.0000610351562,-2985.7998657226562,-267.99999237060547,27.300000190734863,128.0,128.0,False,0.6795736909594097,1.4887111954324297,0.012117998137899853,True,10,109.0,False,12,False,,TRICKY963,76561198250905688,11.0,1093.6500244140625,4890.9599609375,17.010000228881836,-16294.49951171875,6068.499755859375,2.199999988079071,-0.5999999865889549,0.29999999329447746,1329.7000122070312,255.0,255.0,False,-0.00959944577013244,0.346456432310896,0.00024262319852805608,True,255.0,False,10,10,False,
7,589,15,False,False,0,9728.26216530527,2727.429931640625,-3888.280029296875,103.23999786376953,6055.8001708984375,19679.49951171875,8799.600219726562,-4037.2000122070312,-3986.099853515625,1952.2000122070312,0.0,0.733235451474837,2.6865407324841364,1.064086001748031,76561198203576196,Mubss,13.0,2549.610107421875,-4046.1201171875,17.010000228881836,10497.099609375,2674.1000366210938,0.0,5.899999737739563,1.2999999523162842,685.5999755859375,255.0,255.0,,0.009545308268215327,0.24639718440064048,-4.115012170392429e-05,True,10,False,12,126.45993965415546,True,,76561198250905688,TRICKY963,11.0,2351.10009765625,-4563.5498046875,17.020000457763672,2110.5999755859375,8934.299926757812,0.7000000029802322,0.19999999552965164,1.1999999731779099,112.29999542236328,128.0,128.0,,0.009651705103912389,1.3556158789549717,-0.0001599695979592275,True,255.0,False,10,10,False,,enpitsu,76561198039309853,24,1058.3699951171875,-1808.6199951171875,17.049999237060547,2280.8999633789062,12064.200439453125,2.5999999046325684,0.0,0.7000000029802322,0.0,255.0,128.0,,0.01670683911246917,1.3839355716009154,-6.355549450554678e-05,True,6,31.0,False,6,False,,games5425898691,bf81d8692db,19.0,2872.330078125,-4724.419921875,54.189998626708984,903.3999633789062,3100.5999755859375,-966.6999816894531,2144.499969482422,617.599983215332,231.10000610351562,255.0,171.0,,-0.030193028323912317,0.31764424288931814,-1.6039934298372218,True,112.0,False,6,4,False,
8,664,18,False,False,0,6207.343205381558,3815.110107421875,1098.1500244140625,111.0199966430664,-4592.300109863281,24078.40087890625,-2377.2000122070312,-5303.499755859375,-1680.2999877929688,-2134.9000549316406,0.0,0.12769355973980043,-2.017948231288826,-0.591942908408448,76561198203576196,Mubss,13.0,3844.77001953125,926.1300048828125,194.36000061035156,-1165.1000213623047,22713.9990234375,-226.29999160766602,-35.09999990463257,-17.5,53.00000190734863,128.0,128.0,,0.06233117393622581,1.629782691992842,-0.545862664239441,True,12,False,16,52.0,False,,76561198250905688,TRICKY963,11.0,2177.409912109375,-707.7000122070312,17.020000457763672,4194.800109863281,18105.999755859375,-2.0000000298023224,0.09999999776482582,0.5000000074505806,8.500000238418579,255.0,128.0,,0.009602250212080091,1.344311300514691,-3.240744289467867e-05,True,229.93003869569435,True,10,10,False,,enpitsu,76561198039309853,24,2714.6298828125,1937.6099853515625,17.049999237060547,-1652.5999450683594,16576.300048828125,2.5999999046325684,0.0,0.7000000029802322,87.29999542236328,255.0,128.0,,0.0167687445248616,1.6798852699851692,-8.546284281446751e-05,True,6,0.0,False,6,False,,games5425898691,bf81d8692db,19.0,3549.909912109375,-1082.3499755859375,16.979999542236328,-1452.2000122070312,22850.80078125,5.799999833106995,0.0,-2.8999999165534973,579.900016784668,255.0,128.0,,0.009589702845074696,1.6596800917627854,5.2254548871620434e-05,True,172.0,False,6,4,False,
9,681,18,False,False,0,5193.363417057417,3558.1201171875,2469.449951171875,93.69000244140625,-4108.800048828125,22282.39990234375,632.0999908447266,-4860.4998779296875,393.49998474121094,599.7000122070312,0.0,-1.1688844734342374,2.465560595476652,2.021867599317143,76561198203576196,Mubss,13.0,3743.800048828125,2201.8701171875,186.1199951171875,-1848.8999938964844,22819.89990234375,-154.7000026702881,-5352.8997802734375,-895.4000091552734,-890.8999633789062,128.0,128.0,,-0.40478361546357544,-1.475417693665202,-2.964442414467484,True,13,False,16,52.0,False,,76561198250905688,TRICKY963,11.0,2182.449951171875,374.1000061035156,17.020000457763672,-7799.89990234375,15075.0,1.0000000149011612,-0.09999999776482582,0.0,1938.9999389648438,128.0,255.0,,0.00964466824188237,2.118122963460978,-2.795963211981628e-06,True,223.0,False,10,10,False,,enpitsu,76561198039309853,24,2608.169921875,2916.919921875,17.049999237060547,-799.7000122070312,16562.7001953125,2.8999999165534973,0.0,0.29999999329447746,-1488.699951171875,255.0,128.0,,0.016768397150798205,1.6025033934576518,-0.00026833665118640795,True,6,0.0,False,6,False,,games5425898691,bf81d8692db,19.0,3441.2099609375,266.2900085449219,96.45999908447266,-1738.3999633789062,22824.09912109375,-165.6999969482422,-5499.69970703125,-38.90000104904175,-37.89999961853027,255.0,128.0,,0.6167065408231509,-1.5587759620358947,-3.133095744065303,True,255.0,False,8,5,False,
