,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,170,0,False,True,1,5188.933446160841,2.2300000190734863,28.6200008392334,102.44000244140625,2905.0,21220.2001953125,6350.5999755859375,4005.0,1728.0999755859375,-4119.800109863281,1.0,0.03989443143997158,0.08505116618214227,-0.08258461323536179,76561198039309853,enpitsu,26.0,11.34000015258789,-215.8300018310547,17.049999237060547,-10146.900024414062,16494.100341796875,3.0000001192092896,-0.5000000074505806,1.0000000149011612,-1823.5000610351562,255.0,0.0,,-0.016786492309150528,1.0682973991227578,-0.00015750306986637598,True,14.0,False,False,False,False,,bf81d8692db,games5425898691,23.0,2858.47998046875,-4074.219970703125,17.010000228881836,17171.099853515625,-2546.3999938964844,2.3000000417232513,-0.5999999865889549,0.29999999329447746,1882.4000549316406,128.0,255.0,,-0.009629747621169847,-3.056948938810255,5.117854552234449e-05,True,False,0.0,False,False,False,,LHender1649,2535450533274697,10,-2048.0,2560.0,17.010000228881836,-0.0,-0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,,,,-0.009552613894084325,-2.3561836610450038,-1.534134422157188e-05,True,85.0,False,False,False,False,,CrotoYT,2535471248147487,12.0,-121.54000091552734,3804.43994140625,17.010000228881836,1177.2000122070312,7640.8001708984375,2.0999999344348907,-0.9000000357627869,4.000000059604645,841.5000152587891,128.0,128.0,,-0.009657789862137658,-1.5322169536626724,-0.00014816564578481878,True,85.0,False,False,False,False,
1,212,1,False,False,0,8250.721763804251,-499.30999755859375,-3101.179931640625,304.54998779296875,-22342.2998046875,7127.39990234375,-1795.5000305175781,-3100.2999877929688,-1348.0999755859375,4956.7999267578125,0.0,-1.2932574788046916,2.1714305150874407,1.80929327890163,2535471248147487,CrotoYT,12.0,-325.9800109863281,-3240.97998046875,273.7300109863281,-11676.099853515625,6117.2998046875,1756.6000366210938,1588.800048828125,-5101.300048828125,-1304.4999694824219,254.0,255.0,,-0.0025486539673621154,2.373425686447337,-0.5775657756541496,True,54.0,False,4,False,3,,2535450533274697,LHender1649,10.0,1925.0,-2437.780029296875,17.010000228881836,-4593.599853515625,4221.499938964844,2.3000000417232513,-2.3999999463558197,2.3000000417232513,691.9000244140625,255.0,235.0,,0.009496530308411369,2.3709589051131577,8.956058015559546e-05,True,False,116.0,False,False,False,,enpitsu,76561198039309853,26,-512.2999877929688,-2426.97998046875,17.049999237060547,-12802.5,-14373.599853515625,3.0000001192092896,-0.19999999552965164,-0.09999999776482582,-2026.3999938964844,255.0,128.0,,0.01677966980074678,-2.3700426867010593,-3.8793116717415876e-05,True,0.0,False,False,False,False,,games5425898691,bf81d8692db,23.0,-3487.18994140625,1937.4100341796875,17.010000228881836,9780.599975585938,-20793.9990234375,2.0000000298023224,1.1999999731779099,-2.7000001072883606,429.59999084472656,255.0,204.0,,0.009609831664018692,-1.120857760384457,-6.275846644745738e-05,True,204.0,False,False,False,False,
2,266,3,False,False,1,4460.618313496952,3975.469970703125,1912.9300537109375,350.1199951171875,-6019.89990234375,7774.2999267578125,14983.1005859375,3983.3999633789062,3757.6998901367188,2451.699981689453,1.0,-0.0970269123849813,1.8732261921655413,-0.574605486476329,bf81d8692db,games5425898691,24.0,4028.010009765625,1820.0999755859375,133.8699951171875,6822.9998779296875,17691.700439453125,3960.7000732421875,867.5,-5187.2998046875,-1608.9999389648438,255.0,40.0,,0.8191045228495604,2.2192863959795144,-0.2425680311335992,True,178.94609029062335,True,4,False,False,,76561198039309853,enpitsu,26.0,3133.39990234375,4349.56982421875,17.049999237060547,8655.30029296875,-1312.5,5.0,-0.0,-0.5000000074505806,-3282.6998901367188,255.0,0.0,False,-0.0167021707903596,-2.296432752691324,7.73948932516188e-06,True,False,0.0,False,False,False,,LHender1649,2535450533274697,10,-1230.3699951171875,3701.25,17.010000228881836,-15707.5,8470.399780273438,0.0,-0.29999999329447746,-0.0,1971.0000610351562,255.0,255.0,,-0.009603230967022433,0.4250340055309032,-2.459900411682057e-05,False,50.22837859840805,True,False,False,False,,CrotoYT,2535471248147487,12.0,2203.02001953125,2892.840087890625,17.010000228881836,7661.9000244140625,8095.5999755859375,2.0999999344348907,0.7999999821186066,1.0999999940395355,212.19999313354492,255.0,128.0,,-0.009537289416488738,2.303004120832604,-0.00020835381865171116,True,54.0,False,4,4,False,
3,375,7,False,False,0,9782.8263896724,-1873.0799560546875,-4593.91015625,346.79998779296875,-1990.3999328613281,-6536.500244140625,5091.9000244140625,5665.8001708984375,-1947.8999328613281,322.00000762939453,0.0,0.27412147665532977,-2.780396354984646,-2.0048634291113583,2535471248147487,CrotoYT,12.0,-1758.47998046875,-4598.08984375,213.75999450683594,-52.60000228881836,-3950.4000854492188,1581.9000244140625,-1113.3000183105469,77.30000019073486,-1670.8999633789062,128.0,128.0,False,-0.5877896059480898,3.122545978943316,0.5048232868840332,True,84.0,False,6,False,4,,2535450533274697,LHender1649,10.0,118.19999694824219,-4935.10986328125,17.0,1532.5999450683594,288.29999923706055,3.3000001311302185,-1.2999999523162842,1.5000000596046448,75.9000015258789,102.0,75.0,,0.009768291017178011,-2.9374901740037616,-1.3765932932365502e-05,True,False,186.0,False,False,False,,enpitsu,76561198039309853,26,-1932.8399658203125,-4541.43994140625,220.5,7464.1998291015625,3355.4000854492188,-159.60000038146973,-5395.7000732421875,-1059.4999694824219,-114.49999809265137,128.0,128.0,False,0.06984718565168192,0.5216465537769037,-0.7273477637411961,True,192.0,False,2,1,False,,games5425898691,bf81d8692db,24.0,-2103.06005859375,-399.04998779296875,17.010000228881836,8302.2998046875,-11388.299560546875,2.0999999344348907,-1.4000000059604645,2.0999999344348907,-442.79998779296875,255.0,53.0,,0.009585407660187853,-0.9378956758522331,-2.426589874957517e-05,True,255.0,False,4,False,False,
4,434,9,False,False,1,1465.7260659246938,2212.610107421875,4495.8798828125,136.36000061035156,-10581.600341796875,17884.100341796875,-10827.900390625,-5312.7001953125,-4.4999998807907104,2788.2998657226562,1.0,0.0352759930296847,-1.317751970040602,1.415701300934618,bf81d8692db,games5425898691,24.0,2314.659912109375,4380.77978515625,162.35000610351562,3973.699951171875,20737.7001953125,1221.8000030517578,1016.3999938964844,1349.6000671386719,5234.000244140625,255.0,243.0,,0.33666121558814155,1.0763278052968588,-0.17074606436845186,True,185.0,False,6,False,False,,76561198039309853,enpitsu,26.0,1199.93994140625,3511.10009765625,17.049999237060547,2716.6000366210938,-11228.1005859375,2.5999999046325684,-0.29999999329447746,1.0999999940395355,-387.09999084472656,255.0,0.0,False,-0.01672732999114943,-1.7709624594536266,0.0002687961415261931,True,2,166.0,False,False,2,,LHender1649,2535450533274697,10,1704.3900146484375,4685.39990234375,17.0,7460.3997802734375,-1707.4000549316406,3.1999999284744263,-0.7000000029802322,-1.5999999642372131,-20.999999046325684,128.0,128.0,,-0.009763513543487933,-2.913113946132426,4.724118893337104e-05,True,119.0,False,False,False,False,,CrotoYT,2535471248147487,12.0,2418.35009765625,4463.56982421875,87.08999633789062,12165.899658203125,-9296.199951171875,-167.60000228881836,3339.4000244140625,4370.10009765625,2.7000001072883606,254.0,128.0,False,-1.1459660164282235,0.6536793795996801,3.1403328980253047,True,67.0,False,8,5,False,
5,483,11,False,False,0,8999.388494573555,-1205.6400146484375,-3854.06005859375,263.6700134277344,18677.900390625,2413.2000732421875,6032.9998779296875,-3140.10009765625,-1036.3999938964844,-400.40000915527344,0.0,0.5945729776101718,-2.2301538466060253,-2.4198130324005866,2535450533274697,LHender1649,10.0,-1399.0400390625,-3846.239990234375,134.77000427246094,14496.600341796875,-1137.300033569336,2550.5999755859375,2139.499969482422,253.70000839233398,-1618.5000610351562,255.0,0.0,,0.009144252448040532,0.10631113214574427,0.015478561394033958,True,96.83996563060309,True,4,False,3,,2535471248147487,CrotoYT,11.0,-3715.820068359375,-4324.72021484375,353.1600036621094,10187.5,-10070.2001953125,-185.10000228881836,1494.1999816894531,1531.9999694824219,-54.40000057220459,255.0,255.0,False,0.051911441501423364,-0.7916364647262583,-1.5690877250798763,True,6,35.68878282526487,True,False,8,,enpitsu,76561198039309853,26,-803.1400146484375,-3331.949951171875,109.0199966430664,-8542.100219726562,-9130.800170898438,3971.6000366210938,-1.5999999642372131,-0.09999999776482582,-310.40000915527344,255.0,255.0,False,0.016322635994162348,-2.4250686509706902,0.001900553400942637,True,157.88662348255033,True,4,3,False,,games5425898691,bf81d8692db,24.0,-2166.22998046875,-4348.81982421875,16.989999771118164,3965.5999755859375,14261.300048828125,2.199999988079071,0.0,0.5999999865889549,141.49999618530273,255.0,128.0,,0.009584890745066065,1.3156267566676396,-0.00011423385755837818,True,81.72601287082963,True,6,False,False,
6,626,16,False,False,0,8722.740694821527,2848.919921875,-2737.929931640625,94.93000030517578,-13008.800048828125,9256.599731445312,5837.1002197265625,-751.6000366210938,-1799.6000671386719,-4276.400146484375,0.0,-0.6434203117175138,0.056544276495455986,0.7226981621034945,2535450533274697,LHender1649,10.0,2984.840087890625,-2850.93994140625,17.010000228881836,-10602.099609375,7553.699951171875,-0.29999999329447746,0.09999999776482582,-0.7000000029802322,-17.999999523162842,255.0,128.0,,0.00954693803399298,2.5199323496002055,3.260520842407144e-05,False,23.775148504523834,True,4,False,4,,2535471248147487,CrotoYT,12.0,2841.47998046875,-5003.83984375,71.66999816894531,-11544.000244140625,-5012.300109863281,-957.6999664306641,779.8999786376953,-320.29998779296875,-2648.900146484375,254.0,0.0,,0.08919396810191296,-2.7760421849300645,0.7930902842321254,True,6,255.0,False,False,8,,enpitsu,76561198039309853,26,-3486.64990234375,2523.169921875,17.030000686645508,3558.900146484375,22603.30078125,5.099999904632568,0.0,-0.3999999910593033,-97.39999771118164,255.0,128.0,,0.016778828873908525,1.4048939992358676,5.958079247792935e-05,,34.0,False,4,4,False,25.0,games5425898691,bf81d8692db,24.0,3422.590087890625,3626.949951171875,16.989999771118164,-9886.599731445312,12041.600341796875,4.799999892711639,-0.09999999776482582,0.0,1980.5000305175781,128.0,255.0,,0.009619758469404022,2.3251924544840255,-4.906896134779642e-06,True,255.0,False,6,False,False,
7,697,19,False,False,0,5767.133880313036,-180.67999267578125,-582.5999755859375,162.86000061035156,-13306.800537109375,16324.300537109375,2617.9000854492188,5187.1002197265625,-2719.89990234375,-1301.7999267578125,0.0,-0.23823882094410298,-0.7702329976103585,0.1150324634171958,2535450533274697,LHender1649,10.0,-67.79000091552734,-768.2100219726562,53.11000061035156,-9235.599975585938,16365.30029296875,2945.10009765625,-4156.000061035156,-687.5,-1639.4000244140625,203.0,74.0,,0.07376045913828878,2.1110686154902045,0.01986283120641536,False,31.0,False,6,False,5,,2535471248147487,CrotoYT,12.0,-417.739990234375,-3949.9599609375,17.0,-8452.39990234375,10628.900146484375,3.400000035762787,0.5000000074505806,-0.09999999776482582,-22.5,207.0,128.0,,0.009614355638193909,2.239293009358135,5.984463522485203e-05,True,6,255.0,False,False,8,,enpitsu,76561198039309853,26,213.02999877929688,4941.0498046875,17.030000686645508,11055.6005859375,10546.600341796875,5.699999928474426,0.5999999865889549,0.0,3335.2999877929688,255.0,255.0,True,0.016703210958739813,1.9789778814881243,5.54877147650349e-06,True,255.0,False,4,4,False,,games5425898691,bf81d8692db,24.0,-364.3500061035156,1490.739990234375,16.989999771118164,-4518.900146484375,-22551.69921875,2.199999988079071,0.0,-0.7999999821186066,79.29999828338623,255.0,128.0,,0.0095850393343908,-1.75920865966503,-0.00010099392405941917,True,158.9228217268503,True,6,False,False,
8,781,22,False,False,0,3247.988816446048,-3715.320068359375,3527.280029296875,93.1500015258789,-9164.89990234375,9877.899780273438,0.0,-4127.099914550781,-4340.199890136719,-358.6000061035156,0.0,-0.025920943277664418,-1.2179683686611948,-0.8482811847717262,2535450533274697,LHender1649,10.0,-3585.97998046875,3416.77001953125,17.010000228881836,-14397.39990234375,14786.99951171875,2.0999999344348907,0.3999999910593033,-0.19999999552965164,-21.500000953674316,255.0,128.0,,0.009605384885756706,2.3400399352389187,6.0782778642581586e-05,True,0.0,False,6,False,6,,2535471248147487,CrotoYT,12.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,26,332.1600036621094,5290.330078125,17.0,-5188.0999755859375,-2765.1998901367188,7.200000286102295,17.699999809265137,-0.3999999910593033,0.0,255.0,128.0,False,0.01584923329607414,-2.6515737098323746,0.0010878486671739589,True,255.0,False,4,4,False,,games5425898691,bf81d8692db,24.0,-3194.179931640625,-2611.929931640625,16.90999984741211,-9739.199829101562,-18.99999976158142,30.399999618530273,-15.0,1.2999999523162842,-2262.7000427246094,255.0,0.0,,0.009641706634045809,3.1180499520615435,-0.000874229890134945,True,114.0,False,8,4,False,
9,797,22,False,False,0,3147.744197472949,-3854.0,4063.64990234375,560.5599975585938,7786.099853515625,8122.5,10572.5,-2637.0999145507812,188.4000015258789,1007.2000122070312,0.0,-0.6732419352300502,-3.113253772796783,2.924996311803099,2535450533274697,LHender1649,10.0,-4003.169921875,3963.60009765625,374.4100036621094,2326.9000244140625,4329.2999267578125,14321.700439453125,-1068.3999633789062,243.4000015258789,-762.6000213623047,254.0,0.0,,-1.2594790245020386,1.1139381364210155,1.6135087557034327,True,0.0,False,6,False,6,,2535471248147487,CrotoYT,12.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,26,14.930000305175781,5142.5498046875,17.040000915527344,-5876.5997314453125,-1063.3000183105469,4.600000083446503,-1.0999999940395355,-0.3999999910593033,-1973.800048828125,0.0,128.0,False,0.016833858873021183,-2.9424098099214913,-0.00010167724090685682,True,255.0,False,4,4,False,,games5425898691,bf81d8692db,24.0,-3664.830078125,-2207.239990234375,17.010000228881836,-3732.0999145507812,13538.199462890625,-0.19999999552965164,-1.1999999731779099,4.699999988079071,-1495.8000183105469,255.0,128.0,,0.00955585667425368,1.7641749326711322,0.00010666119002555092,True,110.5514237701252,True,8,4,False,
