,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_ball_cam,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,171,0,False,False,1,5134.029725747881,-57.5,95.29000091552734,92.98999786376953,-1705.8000183105469,2900.10009765625,-524.0999984741211,-4049.4000244140625,-1595.0,364.70001220703125,1.0,-0.2833880328481318,0.15938786848529468,0.5548191204275033,76561198196184179,zNus,14.0,-5.96999979019165,-23.920000076293945,125.51000213623047,-3075.4998779296875,633.6999893188477,6121.400146484375,1396.6000366210938,157.2000026702881,-2630.7998657226562,128.0,181.0,,-1.2526991064673205,-0.9101154674470008,2.1020296503712506,True,3,False,4,0.0,False,,76561198142903654,Juan,8.0,3222.429931640625,-3980.989990234375,16.899999618530273,16263.199462890625,9127.19970703125,35.49999952316284,-16.49999976158142,-22.699999809265137,2843.0999755859375,255.0,255.0,False,-0.010084436433933655,2.4418522857363736,0.0015261115343780897,4,255.0,False,4,True,False,,enpitsu,76561198039309853,27.0,-31.65999984741211,3482.5,17.049999237060547,278.50000381469727,-12242.2998046875,2.8999999165534973,-0.0,8.299999833106995,1276.2000274658203,255.0,128.0,,-0.01670097187504129,-1.6185801755930445,0.00020061610539918586,True,False,False,116.0,False,False,,games5425898691,bf81d8692db,19.0,-125.56999969482422,243.25,93.61000061035156,2857.60009765625,-22620.50048828125,238.50000381469727,5491.300048828125,-304.7999954223633,-43.499999046325684,128.0,133.0,-1.2867366603826529,-1.4724413090729367,-0.04265764514377596,True,4,3,False,0.0,False,,
1,172,0,False,False,0,5322.240329468231,58.38999938964844,-95.97000122070312,93.25,-2236.3999938964844,2097.100067138672,14.700000286102295,1925.8999633789062,1783.800048828125,4228.800048828125,0.0,0.30034589426857083,-0.11999448761653614,0.5692552010436939,bf81d8692db,games5425898691,19.0,165.4499969482422,-183.67999267578125,89.61000061035156,6260.5999755859375,1963.699951171875,-182.80000686645508,-3232.60009765625,-3322.0001220703125,2960.4000854492188,128.0,145.0,,1.3030541971318617,-0.5057048379972882,-2.9575483235663946,True,3,False,4,0.0,False,,76561198039309853,enpitsu,27.0,31.65999984741211,-3482.5,17.049999237060547,-278.50000381469727,12242.2998046875,2.8999999165534973,0.0,-8.299999833106995,1276.2000274658203,255.0,128.0,,0.01670097187504129,1.6185801755930445,0.00020061610539918586,False,116.0,False,False,True,False,,zNus,76561198196184179,14.0,5.96999979019165,23.920000076293945,125.51000213623047,3075.4998779296875,-633.6999893188477,6121.400146484375,-1396.6000366210938,-157.2000026702881,-2630.7998657226562,128.0,181.0,,1.2526991064673205,0.9101154674470008,2.1020296503712506,True,3,False,0.0,False,4,,Juan,76561198142903654,8.0,-3222.429931640625,3980.989990234375,16.899999618530273,-16263.199462890625,-9127.19970703125,35.49999952316284,16.49999976158142,22.699999809265137,2843.0999755859375,255.0,255.0,0.010084436433933655,-2.4418522857363736,0.0015261115343780897,True,4,4,False,255.0,False,,False
2,222,1,False,False,0,5074.147360376978,-178.75999450683594,116.80000305175781,93.13999938964844,-1074.7000122070312,943.7000274658203,0.0,-1034.1999816894531,-1177.7999877929688,4228.800048828125,0.0,0.19002280067280494,1.8941175106055275,1.1153571204097956,76561198039309853,enpitsu,27.0,-203.5500030517578,-101.80999755859375,19.489999771118164,-561.1000061035156,22805.90087890625,2928.3999633789062,0.0,-0.3999999910593033,-0.7999999821186066,255.0,128.0,,0.016778092898665165,1.5952969582186514,3.762729761184577e-05,True,1,False,2,10.880628088469146,True,,bf81d8692db,games5425898691,19.0,735.8099975585938,539.3599853515625,17.0,2059.4000244140625,9480.700073242188,3.400000035762787,-0.09999999776482582,-0.9000000357627869,-6.600000262260437,255.0,128.0,,0.009546508443055286,1.355727389896946,7.446633645245459e-05,4,0.0,False,4,True,False,,zNus,76561198196184179,14.0,420.3999938964844,95.75,154.94000244140625,2211.300048828125,375.40000915527344,-5849.89990234375,-2342.7000427246094,-2106.1000061035156,-3725.4998779296875,255.0,128.0,True,-1.4385333401282037,-1.4179235101122987,-2.5886776819326034,True,4,False,0.0,False,4,,Juan,76561198142903654,8.0,-2539.89990234375,3984.360107421875,17.020000457763672,9716.699829101562,8720.599975585938,1.0000000149011612,3.0000001192092896,2.5999999046325684,-1927.7999877929688,255.0,128.0,0.009571480546473837,0.6627898742088472,-4.417241015400415e-05,True,4,4,False,233.0,False,,False
3,268,3,False,False,1,9849.15308892948,-24.649999618530273,-4666.02978515625,656.3800048828125,-18560.6005859375,-707.3999786376953,12374.100341796875,3854.89990234375,4267.0001220703125,1712.2999572753906,1.0,-0.014303366887662886,-2.640408373995141,0.6507535683177341,76561198142903654,Juan,8.0,144.5,-4751.47998046875,469.55999755859375,-15645.6005859375,-1351.6000366210938,3744.7000122070312,-2008.9999389648438,-583.4999847412109,969.7000122070312,255.0,255.0,False,0.8711093061463789,1.9066675996271885,0.20485098288164613,True,4,False,6,157.0,False,,76561198196184179,zNus,14.0,-369.4200134277344,-1167.68994140625,17.010000228881836,3055.10009765625,-11529.200439453125,2.0999999344348907,-0.0,-0.09999999776482582,0.5999999865889549,255.0,128.0,False,-0.00955041667103373,-1.8299709647131117,-1.721768246405646e-05,4,0.0,False,4,True,False,,enpitsu,76561198039309853,27.0,-71.08999633789062,-3417.070068359375,17.049999237060547,39.50000047683716,-18587.900390625,2.7000001072883606,-0.7000000029802322,-0.0,5.199999809265137,128.0,128.0,,-0.01690701359298045,-1.5735610974768262,4.2478684969734167e-07,True,2,False,67.0,False,2,,games5425898691,bf81d8692db,19.0,1051.7900390625,-735.4400024414062,101.33000183105469,15609.300537109375,5837.19970703125,-236.20000839233398,-3061.7001342773438,4249.89990234375,120.9000015258789,255.0,128.0,1.4291281409530128,2.680298344420333,0.1646239153027841,True,6,6,False,0.0,False,,
4,361,7,False,False,1,9545.920728141837,-3781.239990234375,-3181.5400390625,198.17999267578125,412.40001678466797,27908.5009765625,1311.199951171875,-1245.8999633789062,1043.7000274658203,-5775.5999755859375,1.0,-0.35808565077744337,2.142378958990607,1.1399727339264567,76561198142903654,Juan,8.0,-3808.3701171875,-3374.610107421875,186.0800018310547,-13641.500244140625,14462.099609375,3655.8999633789062,2357.2999572753906,776.8000030517578,-4463.500061035156,255.0,128.0,,0.4879398685551836,1.4629571175588914,0.10286669446612794,True,4,False,8,198.61562145653593,True,,76561198196184179,zNus,14.0,-2342.800048828125,-4418.35986328125,17.010000228881836,-13550.10009765625,998.0000305175781,2.3000000417232513,-0.29999999329447746,0.09999999776482582,-2218.6000061035156,255.0,0.0,,-0.009584973277648241,0.14022547520265036,-5.12005052713406e-05,4,61.0,False,4,True,False,,enpitsu,76561198039309853,27.0,-2450.43994140625,-4790.52001953125,360.8500061035156,-7489.2999267578125,1345.8000183105469,-4946.400146484375,401.30001068115234,455.40000915527344,-814.5999908447266,128.0,128.0,False,0.05855865954436564,0.8260308228073484,0.5350575715855393,True,2,False,33.0,False,2,,games5425898691,bf81d8692db,19.0,2577.68994140625,2112.60009765625,17.0,-21377.900390625,8484.299926757812,1.0000000149011612,2.3000000417232513,-0.9000000357627869,1368.699951171875,255.0,179.0,-0.009592118960881215,0.3339216913598878,0.00013960050441092482,True,6,6,False,154.76031837924833,True,,
5,449,10,False,False,0,10429.996978837276,3634.6201171875,-4254.58984375,178.7100067138672,7710.2001953125,27080.80078125,10248.399658203125,4865.0,-1160.8999633789062,3314.1000366210938,0.0,0.6881791014505969,0.038488472154770845,3.092493925182608,bf81d8692db,games5425898691,19.0,3590.56005859375,-4421.22021484375,162.1999969482422,14627.39990234375,12394.49951171875,200.79999923706055,-3722.2000122070312,458.80001068115234,4022.9000854492188,255.0,255.0,,0.04850201753516778,0.821762385998996,-1.21562295460478,True,6,False,6,161.38015479938957,True,,76561198039309853,enpitsu,27.0,1811.800048828125,2163.68994140625,17.049999237060547,240.30000686645508,-13968.800048828125,2.5999999046325684,-0.29999999329447746,6.000000238418579,1221.3999938964844,255.0,128.0,False,0.016759897630145654,-1.4865978186178939,-0.00014163094843852873,2,63.0,False,2,True,False,,zNus,76561198196184179,13.0,2957.110107421875,913.0399780273438,17.010000228881836,-13578.299560546875,-1109.4000244140625,2.3000000417232513,-0.29999999329447746,0.0,-2221.9000244140625,255.0,0.0,,0.00956559436973412,-3.1264384616944922,-4.0813910187926585e-05,True,4,False,92.0,False,4,,Juan,76561198142903654,9.0,4077.3701171875,-211.83999633789062,243.17999267578125,715.2999877929688,-4456.600036621094,6702.7001953125,2482.2000122070312,-2055.2999877929688,405.49999237060547,255.0,0.0,-1.008718243531677,-1.4716391551571677,1.4277617863497478,True,8,4,False,255.0,False,,False
6,481,11,False,False,1,5863.672901849121,-3667.919921875,1458.52001953125,857.8699951171875,17139.89990234375,187.5,8907.39990234375,5143.699951171875,-1422.7999877929688,-2741.7001342773438,1.0,0.7060585685806369,-2.984136269750021,-1.2597848720821243,76561198142903654,Juan,9.0,-3796.52001953125,1335.31005859375,760.4299926757812,12659.49951171875,14851.199951171875,1750.8999633789062,567.5,5248.4002685546875,-1543.3000183105469,128.0,0.0,True,-0.2875768935074719,1.6828756857343707,2.40685583104923,True,5,False,10,186.0955184121286,True,,76561198196184179,zNus,13.0,-2076.419921875,-2078.5,17.010000228881836,6851.5997314453125,-12041.500244140625,2.0999999344348907,-3.700000047683716,5.400000214576721,518.6000061035156,255.0,44.0,,-0.009589736065990232,-2.152349933386236,-0.00016436770574914988,4,92.0,False,4,True,False,,enpitsu,76561198039309853,27.0,-2122.7099609375,-241.07000732421875,17.049999237060547,-734.5999908447266,16994.000244140625,2.5999999046325684,-0.0,-0.3999999910593033,-7.300000190734863,255.0,128.0,False,-0.016772469390605598,1.5284778147461888,4.206774741400329e-05,True,2,False,65.0,False,2,,games5425898691,bf81d8692db,19.0,-3618.2900390625,1996.9000244140625,26.969999313354492,-208.4000015258789,-22795.30029296875,3053.900146484375,-0.0,0.9000000357627869,-4.900000095367432,255.0,128.0,-0.00959066813533168,-1.5610015200149956,7.510322084299965e-05,True,7,6,False,118.0,False,,
7,663,18,False,False,0,6793.878395508894,-3364.800048828125,-1189.43994140625,180.14999389648438,-6209.0997314453125,17571.500244140625,8823.900146484375,4013.800048828125,4458.599853515625,-98.4000015258789,0.0,-0.29843212692938753,1.1267903390898995,-1.435911194550037,bf81d8692db,games5425898691,19.0,-3252.610107421875,-1379.5799560546875,65.66000366210938,-12428.699951171875,19140.400390625,2835.4998779296875,-3997.0999145507812,-2233.000030517578,-427.59998321533203,255.0,128.0,,0.10987827381028423,2.071917633993555,5.611395600328866e-05,True,11,False,12,138.0,False,,76561198039309853,enpitsu,27.0,-3148.080078125,-2335.35009765625,17.049999237060547,6375.10009765625,19772.60009765625,2.5,0.0,-0.3999999910593033,-0.09999999776482582,255.0,128.0,False,0.016787684891075672,1.2588742623234366,3.257415175869523e-05,2,139.0,False,2,True,False,,zNus,76561198196184179,14.0,-2160.3701171875,3539.52001953125,17.010000228881836,3557.60009765625,-12116.8994140625,2.3000000417232513,0.0,0.0,-2178.800048828125,255.0,8.0,False,0.009551768076944031,-1.3471121401353394,-9.745846030729466e-06,True,4,False,115.0,False,4,,Juan,76561198142903654,9.0,206.35000610351562,2763.679931640625,17.010000228881836,2221.199951171875,17056.400146484375,2.199999988079071,0.0,0.0,-1558.0999755859375,255.0,0.0,0.009595754067099463,1.4160180095246466,-0.00020077952124410828,True,12,8,False,184.0,False,,
8,734,20,False,False,0,3538.851899840389,-3463.1298828125,2704.159912109375,95.19999694824219,2695.0,8767.999877929688,5416.500244140625,-5057.60009765625,1554.4999694824219,2828.900146484375,0.0,-0.9769616107129433,-1.6198319302391369,-2.339365745027783,bf81d8692db,games5425898691,19.0,-3283.389892578125,2419.1201171875,17.0,19400.10009765625,7192.0001220703125,7.599999904632568,15.399999618530273,22.100000381469727,1603.6000061035156,255.0,255.0,,0.008786262890209074,0.38568256396802175,-0.000829304430974469,True,12,False,12,0.0,False,,76561198039309853,enpitsu,27.0,-2701.389892578125,275.57000732421875,17.049999237060547,-151.30000114440918,2710.2999877929688,3.400000035762787,-0.7000000029802322,3.700000047683716,812.3999786376953,255.0,255.0,False,0.01654982952243481,1.521777390384469,0.00016661874277596424,2,139.0,False,2,True,False,,zNus,76561198196184179,15.0,-3307.6298828125,2607.77001953125,144.32000732421875,410.99998474121094,5218.800048828125,-154.3000030517578,-5172.9998779296875,-1275.999984741211,-1364.1999816894531,128.0,8.0,False,0.6049042346023115,-2.4375000383224696,2.6247179441466195,True,5,False,115.0,False,6,,Juan,76561198142903654,9.0,-1225.5,4758.43017578125,17.010000228881836,-6433.800048828125,-3661.0000610351562,2.3000000417232513,6.499999761581421,3.4999999403953552,1336.199951171875,128.0,128.0,0.009652082230758398,-2.6201643278383426,0.0002578913128665504,True,12,8,False,184.0,False,,
9,773,21,False,False,1,9212.699497522693,3143.889892578125,-3794.25,211.99000549316406,12802.2998046875,27888.5009765625,825.2999877929688,-1875.2999877929688,1300.0,5549.0997314453125,1.0,0.3259603840557611,-1.6590702455106638,1.6816553093774695,76561198142903654,Juan,9.0,3087.25,-3993.10009765625,199.2100067138672,13556.99951171875,12708.800048828125,2330.399932861328,-4049.2999267578125,-3713.800048828125,-244.59999084472656,255.0,255.0,,-0.2313313397077929,2.100412859225026,-0.8071706502909393,True,9,False,14,83.86580642320772,True,,76561198196184179,zNus,15.0,3357.169921875,-3449.030029296875,17.010000228881836,-236.39999389648438,-9001.300048828125,2.3000000417232513,-0.0,4.900000095367432,-1222.699966430664,255.0,22.0,False,-0.009515299710582877,-1.5432668377550771,3.6879479590199365e-05,6,115.0,False,6,True,False,,enpitsu,76561198039309853,27.0,3496.550048828125,-680.510009765625,17.049999237060547,9511.599731445312,5810.4998779296875,3.1999999284744263,2.8999999165534973,1.7000000178813934,1528.0999755859375,255.0,255.0,False,-0.01670078131026121,2.59610247839549,0.00019553027415995287,True,2,False,139.0,False,2,,games5425898691,bf81d8692db,19.0,3068.929931640625,-4238.56982421875,55.2400016784668,9792.39990234375,-4040.2999877929688,3673.5000610351562,-1917.7999877929688,497.99999237060547,1898.3000183105469,128.0,255.0,-0.013348052878489976,-2.956270846185343,-0.0687474940526232,True,13,12,False,255.0,False,,
