,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,167,0,False,False,0,5139.344523479411,-38.130001068115234,72.76000213623047,101.69000244140625,-11774.49951171875,23817.60009765625,2960.4998779296875,-1270.6999969482422,-338.49998474121094,-4781.400146484375,0.0,-0.014588161479818807,-0.15910137548430017,-0.04127630120499469,8093526303794998440,iPewbzz,9.0,94.51000213623047,-177.0500030517578,42.58000183105469,-15408.299560546875,14490.899658203125,2715.7998657226562,1940.3999328613281,-2015.8000183105469,-594.1999816894531,255.0,82.0,,0.0144899930317041,2.3279639632587865,-0.25555589437628945,True,0.0,False,6,False,4,,6571836945422391639,Resenix,8.0,-20.93000030517578,-2492.780029296875,17.010000228881836,-717.9000091552734,8855.999755859375,2.0999999344348907,-2.8999999165534973,-0.7000000029802322,-39.60000038146973,23.0,128.0,,0.0097547292352527,1.6450801528332222,6.472333100131374e-05,True,False,False,False,116.0,False,,enpitsu,76561198039309853,27.0,-118.08000183105469,247.11000061035156,98.62999725341797,11009.3994140625,-20077.900390625,2047.1000671386719,5382.60009765625,-479.39998626708984,-1023.1999969482422,255.0,0.0,,0.5981038054662974,-0.7647985458020642,0.49630942917868826,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,212.3699951171875,5238.89013671875,17.010000228881836,2183.0999755859375,6613.3001708984375,2.0999999344348907,-1.5000000596046448,0.3999999910593033,0.0,255.0,128.0,0.00935071131368631,-1.8896728714839448,3.225097454851357e-06,True,4,False,4,116.0,False,,
1,169,0,False,False,1,5253.683117987654,68.22000122070312,-48.060001373291016,202.88999938964844,5060.10009765625,-4605.899963378906,16874.300537109375,-4628.399963378906,-2556.9000244140625,-2835.2999877929688,1.0,0.15206707191731622,0.7499495512380914,-0.46766179156081644,76561198039309853,enpitsu,27.0,48.81999969482422,-148.6199951171875,108.0999984741211,-6248.900146484375,6002.9998779296875,422.59998321533203,-1158.7999725341797,710.5000305175781,-255.20000457763672,255.0,0.0,,-0.8789337874012146,0.33562972577426575,0.972775583016417,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,19.0,-226.3699951171875,-5281.31005859375,17.010000228881836,-1268.6000061035156,-3843.2998657226562,2.0999999344348907,0.5000000074505806,-0.09999999776482582,0.0,255.0,128.0,,-0.009303093128114299,1.8896731817093377,-4.573500016186942e-06,True,4,4,False,116.0,False,,Resenix,6571836945422391639,8.0,25.719999313354492,2430.739990234375,17.010000228881836,515.6999969482422,-6891.400146484375,2.0999999344348907,-2.7000001072883606,0.09999999776482582,-8.899999856948853,202.0,128.0,,-0.009824783662015028,-1.6434889754117534,2.1335688280370935e-05,True,116.0,False,False,False,False,,iPewbzz,8093526303794998440,9.0,46.959999084472656,76.9000015258789,59.7400016784668,16211.500244140625,-2855.0,1033.3999633789062,-4262.900085449219,43.60000133514404,-3475.0,255.0,253.0,0.5594325667185438,-2.0398348335577787,-0.5695715435767517,True,5,False,6,0.0,False,,
2,258,3,False,False,0,8176.7416186728515,-1419.5999755859375,-3019.9599609375,144.52999877929688,-10149.600219726562,-6021.300048828125,2995.4000854492188,1757.2000122070312,4127.0001220703125,-2103.0999755859375,0.0,-0.08488466589051887,-1.740514274186018,-0.7279571203243416,6571836945422391639,Resenix,8.0,-1359.77001953125,-3001.969970703125,17.010000228881836,-8100.2001953125,-3913.599853515625,2.199999988079071,-3.799999952316284,-1.899999976158142,-1850.8000183105469,206.0,71.0,,0.009554217191466869,-2.7203115765848054,-0.000125276975836342,True,116.0,False,False,False,False,,8093526303794998440,iPewbzz,9.0,-3645.27001953125,-1308.0999755859375,16.940000534057617,12455.30029296875,-11741.300048828125,27.300000190734863,-29.30000066757202,51.19999885559082,1957.2000122070312,255.0,226.0,False,0.008541026514968941,-0.688071779723156,0.003157632212807825,True,6,7,False,204.0,False,,enpitsu,76561198039309853,27.0,-1223.81005859375,-2346.909912109375,98.69999694824219,-15172.80029296875,-9459.89990234375,-154.7000026702881,266.1000061035156,-5365.0,-1181.1000061035156,128.0,128.0,,-0.5144905126859374,-1.538110086315586,-1.5460248077105754,True,0.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,-2520.89990234375,3665.469970703125,17.010000228881836,-19397.60009765625,8051.199951171875,2.0000000298023224,0.3999999910593033,0.0,-18.09999942779541,255.0,127.0,0.009610987423134158,2.746106008900843,4.955857880075315e-05,True,4,False,4,70.0,False,,
3,285,4,False,False,0,8855.33436886131,-2395.22998046875,-3587.5,135.3000030517578,-17394.69970703125,-1093.3000183105469,2815.4000854492188,1562.2999572753906,1824.7000122070312,-1216.3999938964844,0.0,-0.6140509754354924,-1.543042210557819,0.6495227702568658,6571836945422391639,Resenix,8.0,-2273.39990234375,-3653.969970703125,40.689998626708984,-13924.3994140625,-4438.900146484375,2620.7000732421875,-1171.500015258789,-3145.0,-1726.199951171875,207.0,0.0,,0.10566553184892302,-2.996032758783903,0.060513309597381264,True,79.0,False,3,False,False,,8093526303794998440,iPewbzz,7.0,-1848.9000244140625,-2363.0,97.16000366210938,18612.39990234375,-10381.500244140625,-1185.2999877929688,-55.300002098083496,3178.5000610351562,563.8000106811523,255.0,,,-0.6362506465946783,-0.39944219347956983,0.39714353041615513,True,8,8,False,235.0,False,11.0,enpitsu,76561198039309853,27.0,-2451.070068359375,-3375.639892578125,100.12000274658203,-8141.300048828125,-10159.299926757812,3224.4000244140625,1346.7999267578125,-1141.9000244140625,692.2000122070312,255.0,128.0,,0.14936131594539734,-2.213434199812633,0.003967030941955624,True,,False,6,False,5,,games5425898691,bf81d8692db,19.0,-3171.570068359375,4868.2998046875,275.6499938964844,10013.499755859375,9506.799926757812,5560.10009765625,-641.2000274658203,2131.0000610351562,-790.1999664306641,255.0,0.0,-0.3625378406292464,0.7549937737003225,1.5661454825417769,True,4,False,4,255.0,False,,
4,286,4,False,False,1,2200.6304308397825,2476.25,3608.469970703125,151.33999633789062,9476.799926757812,23324.3994140625,5718.499755859375,3943.900146484375,919.4000244140625,-4427.099914550781,1.0,0.5810670887117803,1.5883094832991036,0.5699760280036401,76561198039309853,enpitsu,27.0,2476.409912109375,3414.469970703125,110.41000366210938,5967.2998046875,16087.80029296875,3003.800048828125,-3468.800048828125,883.8999938964844,1304.7999572753906,255.0,128.0,,-0.22640401239652447,2.1831293373489773,-0.0031418729094859206,True,,False,6,False,5,,bf81d8692db,games5425898691,19.0,3081.8701171875,-4943.02978515625,311.95001220703125,-11418.399658203125,-8349.500122070312,3336.7001342773438,1933.8999938964844,-1141.6999816894531,-1237.5,255.0,0.0,,0.19300560477611267,-0.6291514659120162,1.5754718978635396,True,4,4,False,255.0,False,,Resenix,6571836945422391639,8.0,2273.39990234375,3653.969970703125,40.689998626708984,13924.3994140625,4438.900146484375,2620.7000732421875,1171.500015258789,3145.0,-1726.199951171875,207.0,0.0,,-0.10566553184892302,2.996032758783903,0.060513309597381264,True,79.0,False,3,False,False,,iPewbzz,8093526303794998440,7.0,1848.9000244140625,2363.0,97.16000366210938,-18612.39990234375,10381.500244140625,-1185.2999877929688,55.300002098083496,-3178.5000610351562,563.8000106811523,255.0,,0.6362506465946783,0.39944219347956983,0.39714353041615513,True,8,False,8,235.0,False,,
5,348,6,False,False,0,8531.22616569807,-1334.0999755859375,-3379.969970703125,195.52999877929688,-10025.499877929688,24059.599609375,8930.599975585938,-1353.0000305175781,4188.0999755859375,-4077.7999877929688,0.0,-0.09295142682498687,3.0947700462261936,0.2351852826543974,8093526303794998440,iPewbzz,7.0,-1263.1500244140625,-3475.8701171875,111.9000015258789,-12319.000244140625,13492.80029296875,1748.2000732421875,-4482.60009765625,949.3000030517578,-3042.0999145507812,253.0,46.0,False,0.09786142574724924,2.2150449056144383,0.0749186081611784,True,141.06502371449622,True,10,False,9,,6571836945422391639,Resenix,8.0,-4007.52001953125,-3774.820068359375,181.1199951171875,1.1999999731779099,1418.800048828125,-377.20001220703125,1280.7000732421875,2114.600067138672,-706.3999938964844,207.0,228.0,,-0.5137235008437032,-1.2655158431666147,-0.03662037303135818,True,4,4,False,79.0,False,,enpitsu,76561198039309853,27.0,-3573.27001953125,-3368.320068359375,17.020000457763672,8361.500244140625,14787.099609375,2.3000000417232513,-0.7000000029802322,1.8000000715255737,-144.60000038146973,255.0,255.0,False,0.016706706909844764,1.0411001409891265,-1.73630178986592e-05,True,164.24212464722254,True,6,False,6,,games5425898691,bf81d8692db,19.0,-2446.06005859375,2509.1298828125,17.0,4222.0001220703125,-13286.8994140625,3.4999999403953552,-0.09999999776482582,0.0,2165.5999755859375,255.0,255.0,0.00958714807944346,-1.1980765265141684,6.420514649964153e-06,True,4,False,4,192.0,False,,
6,425,9,False,False,1,8714.648340117019,3964.25,-3016.64990234375,193.27000427246094,18604.7998046875,18468.399658203125,8729.7998046875,3351.0000610351562,-1255.999984741211,4815.799865722656,1.0,-0.7403344945840415,0.538108100794841,0.9740099800315414,bf81d8692db,games5425898691,19.0,3848.10009765625,-3162.06005859375,130.86000061035156,21577.60009765625,7267.1002197265625,3254.4000244140625,-146.30000114440918,-637.400016784668,3378.0999755859375,255.0,255.0,,0.1786136059030323,2.1492828256973766,-0.06736998493982448,True,51.00710507105754,True,6,False,4,,76561198039309853,enpitsu,27.0,2114.77001953125,-2300.739990234375,17.030000686645508,-16015.10009765625,-14773.399658203125,5.099999904632568,0.29999999329447746,0.09999999776482582,-0.09999999776482582,255.0,128.0,False,-0.016769872497507297,-0.7450566452506784,2.5497962477036554e-05,True,6,6,False,127.0,False,,Resenix,6571836945422391639,8.0,3562.510009765625,1895.4200439453125,17.010000228881836,-523.8999938964844,-12612.19970703125,2.0999999344348907,-0.0,-0.0,0.0,208.0,128.0,,-0.00956140871829171,-1.529269464199471,-1.5410781215036352e-05,True,109.0,False,4,False,4,,iPewbzz,8093526303794998440,7.0,3862.760009765625,-1769.8199462890625,35.290000915527344,7241.099853515625,-21501.298828125,-2133.6000061035156,-56.79999828338623,1396.0000610351562,974.4000244140625,255.0,255.0,0.02158163923915349,-2.056603321631135,0.4857987932738322,True,12,False,12,92.0,False,,False
7,509,12,False,False,0,5686.16973416711,-2262.780029296875,-379.4599914550781,728.6799926757812,19067.60009765625,16835.30029296875,6005.7000732421875,2970.1998901367188,-3789.1000366210938,-3580.4000854492188,0.0,0.9939257398176092,-0.25609463087740875,0.6918966819170136,6571836945422391639,Resenix,7.0,-2365.7099609375,-526.72998046875,633.6799926757812,11378.900146484375,11207.60009765625,3888.800048828125,-3810.4998779296875,3501.400146484375,-1862.7000427246094,210.0,123.0,,-0.015489389279340177,0.8332110551399892,-0.35025866432528757,True,23.0,False,6,False,5,,8093526303794998440,iPewbzz,7.0,-3271.3798828125,1440.449951171875,17.0,13656.199951171875,-18460.10009765625,3.3000001311302185,1.899999976158142,-0.7999999821186066,555.9999847412109,255.0,208.0,False,0.00952902051790361,-0.9414885570471859,0.00018088360219964183,True,12,12,False,0.0,False,,enpitsu,76561198039309853,27.0,-672.5800170898438,1247.9100341796875,17.030000686645508,-8832.000122070312,5465.7000732421875,5.899999737739563,-0.19999999552965164,0.0,-2380.0,255.0,0.0,False,0.016688642333752297,2.539447833649153,-1.3225089023272889e-05,True,158.0,False,6,False,6,,games5425898691,bf81d8692db,19.0,-2328.570068359375,669.4600219726562,17.010000228881836,-8116.7999267578125,-11513.499755859375,2.0999999344348907,0.3999999910593033,0.7000000029802322,-15.499999523162842,255.0,128.0,0.009599750455881063,-2.1872607680516705,7.42856989668863e-05,True,4,False,6,31.0,False,,
8,581,15,False,False,1,9613.077379255863,-2529.340087890625,-3842.110107421875,103.76000213623047,-21682.099609375,-11163.199462890625,4738.500061035156,3729.7000122070312,4599.89990234375,-964.1999816894531,1.0,-0.013340378715146596,1.2271497915218141,3.044733255693539,76561198039309853,enpitsu,27.0,-2357.239990234375,-3826.800048828125,89.16000366210938,-19466.300048828125,-11541.99951171875,1640.7000732421875,4197.60009765625,-3346.7001342773438,1195.2999877929688,255.0,128.0,,-0.7586507599641075,-0.709519353846069,-0.013964213171732985,True,87.0,False,8,False,7,,bf81d8692db,games5425898691,19.0,221.1699981689453,-494.8299865722656,82.19999694824219,-13945.799560546875,-11975.0,-1021.2999725341797,2434.1000366210938,-2588.2998657226562,8.399999737739563,255.0,128.0,,0.8886483246972391,-0.7515521446271992,0.003959155335912526,True,6,8,False,31.0,False,,Resenix,6571836945422391639,7.0,-86.44000244140625,-837.010009765625,17.010000228881836,-6257.0001220703125,7911.199951171875,2.3999999463558197,-0.29999999329447746,0.19999999552965164,1670.5999755859375,209.0,255.0,,-0.009544594059408298,0.9085615390954905,0.00028001385132157277,True,54.0,False,6,False,6,,iPewbzz,8093526303794998440,7.0,-1952.0400390625,-2906.10009765625,17.0,-19779.599609375,-10289.000244140625,3.4999999403953552,-0.7000000029802322,-0.5000000074505806,-1889.6000671386719,255.0,0.0,-0.009582607195692792,-0.41349467685272395,-9.02533011241783e-05,True,14,False,14,,False,,
9,595,15,False,False,1,10471.501039718452,-3549.77001953125,-4340.89990234375,266.0899963378906,5819.7998046875,12593.900146484375,4499.5001220703125,4159.5001220703125,905.2999877929688,4228.2000732421875,1.0,0.018538950734032635,-3.1353132938153885,-0.38192756174184,76561198039309853,enpitsu,27.0,-3350.179931640625,-4416.1201171875,90.55999755859375,-19458.900146484375,-11521.8994140625,-140.50000190734863,3666.300048828125,-4099.5001220703125,-40.19999980926514,255.0,0.0,True,1.2911473162214353,2.4374037930632357,-3.0762167713073483,True,255.0,False,8,False,8,,bf81d8692db,games5425898691,19.0,-616.8599853515625,-1223.6099853515625,16.969999313354492,-14653.499755859375,-13465.10009765625,13.200000524520874,-5.799999833106995,1.5999999642372131,1207.6000213623047,255.0,255.0,,-0.009891304587266744,-0.7537814337602909,0.0001495701303141458,True,6,8,False,18.0,False,,Resenix,6571836945422391639,8.0,-516.4000244140625,-505.0799865722656,17.010000228881836,-10458.00048828125,4153.999938964844,2.3999999463558197,1.0999999940395355,-0.29999999329447746,2241.999969482422,208.0,255.0,,-0.009579827104544879,0.336165046533668,0.00012000842011978914,True,54.0,False,6,False,6,,iPewbzz,8093526303794998440,7.0,-2987.97998046875,-2894.25,17.0,-17557.7001953125,10055.900268554688,3.4999999403953552,-0.3999999910593033,-0.0,-2013.6000061035156,255.0,0.0,-0.009577515370459989,0.5982339842658896,-4.59797637120075e-05,False,14,False,14,,False,,
