,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,170,0,False,True,1,5053.472567159967,-8.869999885559082,168.1999969482422,92.4000015258789,-1721.300048828125,28933.9990234375,0.0,220.49999237060547,-461.1000061035156,-5973.0999755859375,1.0,-0.025220223734553144,0.3865707375127657,-0.025382530232779577,b4c36d44b4b,Bunxxx,12.0,-48.83000183105469,-33.97999954223633,94.4000015258789,-9374.400024414062,18039.300537109375,-130.600004196167,-4982.900085449219,2019.1999816894531,1158.7000274658203,255.0,8.0,False,-0.2518842416178225,-0.16156284458485118,2.528400655590608,True,3,False,0.0,False,4,,b6b223b100b,ياو تفاكت,22.0,-0.0,-2646.8701171875,17.010000228881836,-0.0,13804.69970703125,2.0999999344348907,-0.7999999821186066,-0.0,0.0,255.0,,,-0.009498631517434493,1.5708043502953375,-3.803362393823418e-08,True,146.0,False,False,False,False,,enpitsu,76561198039309853,25.0,-0.009999999776482582,2848.889892578125,17.049999237060547,1.0000000149011612,-12075.699462890625,2.7000001072883606,0.5000000074505806,0.19999999552965164,0.0,255.0,0.0,,-0.016670478621096912,-1.5708795611154407,1.5893651175026547e-05,True,False,146.0,False,2,2,,games5425898691,bf81d8692db,24.0,73.81999969482422,568.760009765625,21.979999542236328,-1126.2000274658203,-18893.599853515625,2999.2999267578125,0.09999999776482582,-0.0,-2000.0999450683594,255.0,0.0,-0.009594300375428622,-1.4364049996906385,-3.393305512854172e-05,True,False,False,3,22.0,False,,
1,173,0,False,False,0,5474.5795106666155,122.36000061035156,-239.02999877929688,104.93000030517578,24729.7998046875,-19282.39990234375,1200.8000183105469,-1322.1000671386719,783.3999633789062,5799.7998046875,0.0,-0.08418012770488094,-0.629140347273228,-0.27604485176708393,bf81d8692db,games5425898691,24.0,-49.630001068115234,-360.8699951171875,59.52000045776367,5804.7998046875,15799.200439453125,3017.6998901367188,3172.7999877929688,749.1999816894531,-3258.5000610351562,255.0,51.0,,-0.11024964189284454,1.0972295130492353,0.036061416075258805,True,3,False,22.0,False,4,,76561198039309853,enpitsu,25.0,3.309999942779541,-2747.39990234375,17.049999237060547,871.8000030517578,12238.800048828125,3.1999999284744263,-0.3999999910593033,-1.2999999523162842,-1565.5999755859375,255.0,128.0,,0.01668535887505121,1.5023173201618099,-0.0002967655048594755,True,146.0,False,2,False,2,,ياو تفاكت,b6b223b100b,22.0,0.0,2414.340087890625,17.010000228881836,0.0,-14059.100341796875,2.0999999344348907,0.7999999821186066,0.0,0.0,255.0,,,0.00951389076875119,-1.5708042542344733,-3.7693731894913176e-08,True,False,146.0,False,False,False,,Bunxxx,b4c36d44b4b,12.0,132.72999572753906,-98.47000122070312,93.69000244140625,12591.099853515625,-9877.39990234375,249.20000076293945,5108.299865722656,-1241.2999725341797,-1164.1999816894531,255.0,5.0,-0.05995448814958191,0.23525024956712465,3.071446648111539,True,3,False,4,0.0,False,,False
2,320,5,False,False,1,3001.787004413345,-2102.2099609375,4993.5,302.7900085449219,18257.099609375,-6803.2000732421875,-1089.3000030517578,580.099983215332,1300.2000427246094,5828.599853515625,1.0,0.4386268569775896,-0.5334405676477549,-1.778380963807449,b6b223b100b,ياو تفاكت,21.0,-2343.5400390625,5011.81005859375,205.5800018310547,9313.499755859375,14886.99951171875,1827.5,3837.9998779296875,1316.9000244140625,-2303.3999633789062,255.0,0.0,,0.40803053409455825,2.835396401602439,1.6799527696384216,True,False,False,29.0,False,4,,b4c36d44b4b,Bunxxx,12.0,-1710.43994140625,1043.9100341796875,17.010000228881836,9114.400024414062,10747.2998046875,2.0999999344348907,1.0999999940395355,1.2999999523162842,531.3999938964844,255.0,214.0,,-0.009593490931409591,2.2773650345028296,0.00010531903120512883,True,255.0,False,4,False,4,,enpitsu,76561198039309853,26.0,-1506.510009765625,5021.56982421875,126.22000122070312,-16672.2998046875,-1649.2999267578125,3064.1000366210938,125.10000228881836,-2260.2000427246094,-3122.5,255.0,128.0,,-0.003950838093349018,0.231020539132,-0.9721128494182975,True,False,203.0,False,4,3,,games5425898691,bf81d8692db,24.0,-3387.510009765625,-1296.18994140625,66.11000061035156,11795.6005859375,19682.19970703125,1571.9000244140625,-4574.4000244140625,3053.3999633789062,-24.500000476837158,255.0,128.0,-0.5165229847673949,2.1609713625246663,0.0027792921114095817,True,7,False,8,146.0,False,,
3,325,5,False,False,0,10359.088615198949,1815.1099853515625,-4858.02978515625,283.5299987792969,-9416.099853515625,19640.999755859375,2299.2999267578125,-676.9000244140625,-2208.5000610351562,5537.5,0.0,-0.44816908728084115,1.6689328588356036,-2.0728098220971916,76561198039309853,enpitsu,26.0,1824.5899658203125,-4997.9599609375,163.3300018310547,17251.800537109375,1050.8999633789062,-10.800000429153442,911.6999816894531,1370.0,-5247.9998779296875,255.0,128.0,,0.55826400016864,-1.486487784334299,-1.3926296920380112,True,3,False,203.0,False,4,,bf81d8692db,games5425898691,24.0,3191.14990234375,968.5599975585938,79.4800033569336,-11408.399658203125,-19102.5,2256.7999267578125,4351.000061035156,-2846.4999389648438,12.200000286102295,255.0,128.0,,1.4471589277468981,1.1934355845131335,-2.9038426537857083,True,146.0,False,8,False,7,,ياو تفاكت,b6b223b100b,21.0,2184.409912109375,-5106.759765625,239.97999572753906,-9856.199951171875,767.0999908447266,1779.9000549316406,1015.5000305175781,-2019.7999572753906,-191.00000381469727,255.0,0.0,,-0.20328713632723494,-3.13620536849965,1.61212979576084,True,False,29.0,False,4,False,,Bunxxx,b4c36d44b4b,12.0,1576.6700439453125,-1235.4599609375,17.010000228881836,-6600.3997802734375,-12349.599609375,2.3000000417232513,0.3999999910593033,1.0000000149011612,2049.2999267578125,255.0,255.0,0.009589818208962726,-2.013491090644783,0.00014892426557662773,True,4,False,4,255.0,False,,
4,354,6,False,False,1,2883.780694385082,-844.8900146484375,2840.97998046875,170.8800048828125,1560.2999877929688,7979.0997314453125,7319.7998046875,5545.3997802734375,1032.6000213623047,2044.9000549316406,1.0,0.23639024455972735,-1.7178038109501572,-2.077989597194631,b4c36d44b4b,Bunxxx,11.0,-852.6400146484375,2655.489990234375,60.5,6711.6998291015625,18137.80029296875,3320.10009765625,-3262.5,-4206.700134277344,1381.9000244140625,255.0,255.0,True,-0.015143040391712482,2.1909123195135813,-0.16008102052433862,True,5,False,205.0,False,6,,b6b223b100b,ياو تفاكت,21.0,-1604.0400390625,4413.7998046875,29.649999618530273,-5852.7001953125,-13305.30029296875,3114.2999267578125,-4.000000059604645,-8.399999737739563,-591.8000030517578,255.0,128.0,,-0.00959337721564373,-1.1019861632072643,0.0004937523188460953,True,0.0,True,5,False,False,,enpitsu,76561198039309853,25.0,-3405.820068359375,4614.97998046875,186.39999389648438,-9175.999755859375,-10230.999755859375,-2172.2999572753906,882.5,-2315.2000427246094,1015.5999755859375,255.0,255.0,False,-0.23777237902160264,-0.8478807435166252,-1.2896088221873214,True,False,203.0,False,4,4,,games5425898691,bf81d8692db,24.0,-1932.9300537109375,1120.25,16.600000381469727,11748.399658203125,18900.799560546875,81.80000305175781,-0.19999999552965164,8.700000047683716,37.200000286102295,255.0,128.0,-0.00929633222122973,2.1230349651984546,-0.00032661585183129717,True,8,False,8,177.0,False,,
5,407,8,False,False,0,9545.03203784603,549.0700073242188,-4295.009765625,382.0400085449219,-2427.7999877929688,3639.2001342773438,2727.60009765625,-1592.7999877929688,3437.9998779296875,-1859.2999267578125,0.0,-1.0897965679503303,0.46028899629633174,-1.1816706664018923,bf81d8692db,games5425898691,24.0,585.5499877929688,-4366.18017578125,207.1199951171875,-7283.2000732421875,-5151.5997314453125,3847.2000122070312,-5060.4998779296875,1580.0,1464.2999267578125,255.0,35.0,,-1.0835125727159067,-2.1603836631456668,0.0621199924032658,True,9,False,145.70284727824625,True,10,,76561198039309853,enpitsu,25.0,1310.06005859375,-4569.89990234375,17.059999465942383,-21063.60107421875,-4945.299987792969,1.8000000715255737,-1.2999999523162842,-0.7999999821186066,-1723.3000183105469,0.0,128.0,False,0.016820942447801412,-2.9568820836342997,-0.00021373968874145653,True,103.55813333039643,True,5,False,4,,ياو تفاكت,b6b223b100b,21.0,2844.989990234375,-1057.0,100.7300033569336,-2006.6000366210938,22201.8994140625,-101.00000381469727,-2707.2000122070312,-4771.7999267578125,387.00000762939453,255.0,255.0,,0.7957786487279476,1.1681781612434323,-1.4635632006484613,True,False,31.0,False,8,5,,Bunxxx,b4c36d44b4b,11.0,-76.41000366210938,-4822.72021484375,17.010000228881836,-254.59999084472656,-1445.7000732421875,2.0999999344348907,0.0,-0.3999999910593033,0.19999999552965164,128.0,128.0,0.009644992307849251,-1.7449944839437843,-5.3380514089837954e-05,True,6,False,6,236.0,False,,False
6,492,11,False,False,1,2068.998848223838,-80.0,3315.669921875,136.13999938964844,8871.799926757812,2390.2000427246094,4425.899963378906,2106.1000061035156,-5408.2000732421875,1521.6000366210938,1.0,1.2128020250830083,-0.2456979041171305,-0.7968838740695404,b4c36d44b4b,Bunxxx,12.0,-163.6999969482422,3242.820068359375,16.3799991607666,11023.699951171875,-1785.8000183105469,-108.10000419616699,-159.7000026702881,1.4000000059604645,1950.5000305175781,255.0,138.0,False,-0.013161206424531776,-3.0639187784052417,-0.01519146035610055,True,6,False,137.4470022416884,True,6,,b6b223b100b,ياو تفاكت,21.0,-728.4199829101562,571.6900024414062,17.0,12279.100341796875,6735.0,4.099999964237213,0.7000000029802322,-0.0,-3156.7999267578125,255.0,0.0,False,-0.009598058317376016,2.873621055870927,-7.267302622867064e-06,True,31.0,False,8,False,6,,enpitsu,76561198039309853,26.0,3455.239990234375,4264.64013671875,18.790000915527344,-8563.400268554688,-2174.499969482422,-917.5,-2232.4000549316406,1016.9999694824219,1047.9000091552734,255.0,128.0,False,-0.06357403633427444,-0.2458516069651783,-0.06595518704272924,True,2,47.24517864822059,True,6,4,,games5425898691,bf81d8692db,24.0,91.0199966430664,3786.090087890625,75.02999877929688,-5525.2001953125,-21754.89990234375,2872.0001220703125,4886.000061035156,-174.79999542236328,1001.6999816894531,255.0,162.0,-0.14930292936596537,-1.309850787211614,-0.011131790772226525,True,11,False,12,10.0,False,,
7,496,11,False,False,0,8514.129828345276,-52.060001373291016,-3332.199951171875,201.19000244140625,-12260.6005859375,23589.09912109375,9689.199829101562,3649.4000244140625,810.5000305175781,4692.9998779296875,0.0,-0.41313520404858856,0.5423472089124796,-0.7309966146224858,bf81d8692db,games5425898691,24.0,1.1699999570846558,-3425.93994140625,107.98999786376953,5204.1998291015625,19560.0,-260.40000915527344,-414.50000762939453,-1843.0999755859375,5165.30029296875,255.0,209.0,,1.1779659715531303,0.926758080470896,-0.7801012973271573,True,11,False,10.0,False,12,,76561198039309853,enpitsu,26.0,-3298.35009765625,-4202.0,16.65999984741211,10067.000122070312,5123.3001708984375,80.50000190734863,-97.70000457763672,68.69999885559082,741.5000152587891,255.0,128.0,False,0.010674770436330175,0.5154408666053174,0.003209821614335679,True,34.75021081842401,True,6,2,4,,ياو تفاكت,b6b223b100b,21.0,536.5,-611.3099975585938,17.0,-12797.099609375,585.9999847412109,3.799999952316284,0.0,0.0,-2538.9999389648438,255.0,0.0,False,0.009566272593905573,2.9862746934800106,6.185418200087872e-05,True,False,31.0,False,8,6,,Bunxxx,b4c36d44b4b,12.0,45.70000076293945,-3230.5,16.780000686645508,-12391.700439453125,1137.6000213623047,41.10000133514404,-65.9000015258789,12.999999523162842,-1156.500015258789,255.0,0.0,0.009902698676873944,3.0892195977763715,-0.0041288241261382645,True,6,False,6,124.95203441189184,True,,False
8,644,17,False,False,1,9564.433588399137,1928.4100341796875,-4368.5498046875,555.5700073242188,19593.900146484375,-1859.7999572753906,11835.10009765625,2249.1000366210938,-5218.2000732421875,1926.300048828125,1.0,-0.12128507733980587,-1.0969210081329956,-2.460706986220429,b4c36d44b4b,Bunxxx,12.0,1838.6099853515625,-4376.81005859375,408.19000244140625,16400.30029296875,-3362.9000854492188,2809.7000122070312,-1906.4999389648438,-3790.2999877929688,3315.8999633789062,255.0,178.0,False,1.1239000997640096,-3.0884013579199863,-0.08321513983493693,True,8,False,74.93216340003478,True,10,,b6b223b100b,ياو تفاكت,21.0,1654.02001953125,-4981.669921875,20.459999084472656,-3833.0999755859375,7713.3001708984375,-1879.6000671386719,4136.099853515625,-360.09998321533203,-119.39999580383301,255.0,128.0,False,-0.11305909544537404,1.161703740269881,0.08199892790702831,True,255.0,False,10,False,8,,enpitsu,76561198039309853,25.0,2071.919921875,-2409.659912109375,17.049999237060547,-9520.499877929688,6515.7000732421875,3.3000001311302185,-0.19999999552965164,-0.0,-2385.800018310547,255.0,0.0,,-0.0167122989580675,0.6577078629580898,-1.9765178187814277e-05,True,2,206.0,False,6,4,,games5425898691,bf81d8692db,24.0,4079.02001953125,-3287.610107421875,576.9600219726562,-13.200000524520874,14005.0,-3723.699951171875,29.500000476837158,0.9000000357627869,-10.90000033378601,255.0,128.0,-0.23749784897574855,1.5800285811821786,-1.5731553804185616,True,14,False,14,31.0,False,,
9,728,20,False,False,0,4005.020609505094,-3313.419921875,1946.8399658203125,548.780029296875,4389.599914550781,19840.400390625,-920.0,-4184.700012207031,127.89999961853027,-4297.799987792969,0.0,-0.5103497967664335,0.6587427963388498,2.0488330842650444,76561198039309853,enpitsu,26.0,-3354.169921875,1721.739990234375,477.3800048828125,-570.6999969482422,8435.0,3954.2001342773438,-1387.2000122070312,2216.999969482422,4838.299865722656,255.0,0.0,False,-0.46752799383926996,1.4917636388340503,1.240608733145838,True,5,2,113.0,False,8,,bf81d8692db,games5425898691,24.0,-3221.360107421875,1307.9300537109375,206.75999450683594,6187.80029296875,-785.0,-153.100004196167,782.7999877929688,4476.400146484375,3098.0999755859375,255.0,103.0,,-0.1293623577884747,1.6831428291414852,2.0606057909134496,True,31.0,False,16,False,15,,ياو تفاكت,b6b223b100b,21.0,-3127.35009765625,2354.2099609375,269.1700134277344,-9447.100219726562,-15944.69970703125,3467.3001098632812,-676.6000366210938,384.3000030517578,-87.29999542236328,128.0,128.0,False,-1.0726538108822334,-2.297290103460357,0.10945657416824427,True,False,159.34067101632397,True,12,8,,Bunxxx,b4c36d44b4b,12.0,-3731.6201171875,2616.590087890625,16.81999969482422,8174.000244140625,-10095.30029296875,45.19999980926514,-33.399999141693115,82.5,2204.499969482422,255.0,255.0,0.00786461041432283,-0.8361940324719728,0.005543820715634918,True,8,False,10,31.0,False,,False
