,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost_collect,team_mate_handbrake
40,3031,85,False,False,0,6076.735390073054,2462.840087890625,75.91999816894531,92.93000030517578,-8809.099731445312,6803.800048828125,767.6000213623047,180.9000015258789,605.2999877929688,-1546.9000244140625,0.0,0.4257581376397671,1.6926527104516023,1.9483896526619386,b22a5f48e7b,Markelio Neibol,15.0,2441.27001953125,-111.80999755859375,16.989999771118164,-12185.899658203125,8167.9998779296875,4.4999998807907104,2.3999999463558197,2.5999999046325684,-1995.5000305175781,255.0,0.0,False,0.009802640307330485,2.4999309352916637,-1.1456427221183396e-05,True,78.0,False,12,6,6,,b09992df59b,ru63n28,10.0,168.80999755859375,-3848.260009765625,17.010000228881836,-8826.099853515625,13090.799560546875,2.3000000417232513,-0.09999999776482582,0.0,-2034.4999694824219,255.0,0.0,0.00958288578120477,2.094942989961399,-4.579605009113389e-06,True,10,False,14,65.0,False,,games5425898691,bf81d8692db,18.0,1845.1199951171875,-2875.669921875,17.010000228881836,-15640.50048828125,15927.900390625,0.0,-0.3999999910593033,0.0,-1997.7999877929688,255.0,0.0,,0.009579887483816201,2.2688259981221295,-2.1130475792870173e-05,True,14,53.36436129898155,True,8,False,,enpitsu,76561198039309853,27,1269.8800048828125,1994.1500244140625,17.049999237060547,-6595.5999755859375,12404.49951171875,3.0000001192092896,0.0,0.0,-1624.9000549316406,255.0,128.0,,0.01676352832523716,2.0474832201777975,-0.00026116863410412375,True,8,61.0,False,8,False,,False
41,3045,86,False,False,0,5437.066838131528,2171.7099609375,651.030029296875,118.44000244140625,-1461.4999389648438,15490.30029296875,1052.699966430664,287.2999954223633,-2428.000030517578,1383.0000305175781,0.0,0.0006516590901535158,1.0347581965050532,2.034407147480194,b22a5f48e7b,Markelio Neibol,15.0,2113.580078125,502.3399963378906,16.670000076293945,109.49999809265137,14276.800537109375,14.299999475479126,109.89999771118164,44.000000953674316,-1766.3999938964844,255.0,0.0,False,0.016638581758124067,1.5072298484928857,-0.008956503419876942,True,68.58721719249603,True,12,6,6,,b09992df59b,ru63n28,10.0,-11.550000190734863,-3074.510009765625,17.010000228881836,-1624.7000122070312,15089.7998046875,2.0000000298023224,0.0,-0.9000000357627869,-4.399999976158142,255.0,128.0,0.009592118228189915,1.677348144381669,7.601812041454898e-05,True,10,False,14,65.0,False,,games5425898691,bf81d8692db,18.0,1502.5,-1802.75,17.010000228881836,2971.4999389648438,22252.80029296875,2.3000000417232513,-0.19999999552965164,0.3999999910593033,-1969.4999694824219,255.0,0.0,,0.009563844823377339,1.3607744084374043,-2.6041444322283126e-05,False,14,29.0,False,8,False,,enpitsu,76561198039309853,27,1050.739990234375,2649.81005859375,17.049999237060547,-3879.8001098632812,13557.19970703125,2.5999999046325684,0.09999999776482582,-0.7000000029802322,-2.0000000298023224,128.0,128.0,,0.016770753989700272,1.8492505740336433,6.199281012080891e-05,True,8,61.0,False,8,False,,False
42,3059,86,False,False,0,4767.886859299646,2097.889892578125,1429.2900390625,95.08000183105469,-1496.300048828125,14068.399658203125,1139.1000366210938,-2952.2000122070312,-2265.5999755859375,1383.0000305175781,0.0,-0.16151805918048195,1.992118805063713,0.8687405367204852,b22a5f48e7b,Markelio Neibol,15.0,2415.60009765625,1255.4000244140625,16.989999771118164,6382.2998046875,15941.199951171875,4.799999892711639,-0.29999999329447746,-1.5000000596046448,1819.7000122070312,255.0,255.0,False,0.009604132688550543,1.2381886144962613,0.00015948792129688978,True,37.0,False,12,6,6,,b09992df59b,ru63n28,10.0,-92.05000305175781,-2319.719970703125,17.010000228881836,-1611.0000610351562,15090.50048828125,2.0000000298023224,0.0,-0.7999999821186066,0.0,255.0,128.0,0.009600149584727744,1.6771446834438608,6.782960548925248e-05,True,10,False,14,96.0,False,,games5425898691,bf81d8692db,18.0,2136.489990234375,-908.5900268554688,17.010000228881836,18719.300537109375,13351.600341796875,1.5000000596046448,-1.0000000149011612,-0.7000000029802322,-143.59999656677246,255.0,128.0,,0.009602569876320343,0.6030008609163118,0.0001331386652732747,False,14,23.743096628496726,True,8,False,,enpitsu,76561198039309853,27,902.010009765625,3311.760009765625,17.049999237060547,-446.19998931884766,9204.89990234375,2.5999999046325684,-2.199999988079071,-0.7999999821186066,-205.0,128.0,128.0,,0.01719627763772292,1.5931676921318507,0.00015415445357013874,True,8,92.0,False,8,False,,False
43,3083,87,False,False,0,3838.044867925515,1962.800048828125,2579.169921875,95.29000091552734,-11530.899658203125,6929.0997314453125,3318.800048828125,-3392.39990234375,439.50000762939453,4929.2999267578125,0.0,-0.9827385026137591,-0.7526953987135403,2.833962097650225,b22a5f48e7b,Markelio Neibol,15.0,2119.6298828125,2596.159912109375,16.989999771118164,-10689.599609375,12400.30029296875,4.799999892711639,0.29999999329447746,-0.5999999865889549,1922.2000122070312,255.0,255.0,False,0.009574134392289818,2.3385869277659292,9.053336335360932e-05,True,20.859939828995735,True,12,6,6,,b09992df59b,ru63n28,10.0,-239.4499969482422,-935.9199829101562,17.010000228881836,-1611.0000610351562,15090.50048828125,2.0000000298023224,0.0,-0.7999999821186066,0.0,255.0,128.0,0.009600149584727744,1.6771446834438608,6.782960548925248e-05,True,10,False,14,96.0,False,,games5425898691,bf81d8692db,18.0,3810.72998046875,284.6700134277344,17.040000915527344,9256.799926757812,21054.7998046875,40.79999923706055,99.49999809265137,-174.59999084472656,1986.300048828125,255.0,255.0,,0.008292447152631497,1.2342737420393388,-0.0010681194529509018,True,14,233.06897214663925,True,8,False,,enpitsu,76561198039309853,27,894.4299926757812,3840.330078125,17.049999237060547,-41.70000076293945,3999.5001220703125,2.5999999046325684,0.5999999865889549,-0.19999999552965164,0.0,255.0,128.0,,0.016907126461751517,1.5812875885792277,1.9963833274857655e-05,True,8,92.0,False,8,False,,False
44,3109,88,False,False,0,2614.9584465441126,885.8300170898438,3226.080078125,115.38999938964844,-6842.2998046875,1921.6999816894531,1291.199951171875,-1729.1000366210938,-707.6999664306641,2552.5999450683594,0.0,-0.6955975347931599,-1.4770725429460771,3.128055092877155,b22a5f48e7b,Markelio Neibol,15.0,855.3800048828125,3313.6298828125,17.0,-8668.900146484375,4493.399963378906,3.400000035762787,-0.3999999910593033,-1.7000000178813934,-12.699999809265137,0.0,128.0,,0.009832866433074242,2.6608958048608,2.8519331921691974e-05,True,2.0,False,12,6,6,,b09992df59b,ru63n28,10.0,-320.42999267578125,466.239990234375,17.010000228881836,4146.199951171875,14090.699462890625,2.3000000417232513,0.0,0.5999999865889549,-2045.2000427246094,255.0,0.0,0.009593704591426942,1.2233219784394511,-6.483820803583323e-05,True,10,False,14,96.0,False,,games5425898691,bf81d8692db,18.0,3414.860107421875,2301.25,16.989999771118164,-9228.499755859375,21062.80029296875,4.4999998807907104,-0.5999999865889549,1.0999999940395355,282.99999237060547,255.0,185.0,,0.009583352116157457,1.9841425812211446,6.048335367396697e-05,True,14,175.0,False,8,False,,enpitsu,76561198039309853,27,761.1300048828125,4295.85009765625,17.049999237060547,-5511.300048828125,3871.7001342773438,3.1999999284744263,0.0,0.29999999329447746,2431.0000610351562,255.0,255.0,False,0.016688591493228603,2.546235007256916,4.341034149497569e-05,True,8,92.0,False,8,False,,
45,3130,89,False,False,0,2275.0631046624612,420.94000244140625,3284.85009765625,93.8499984741211,-4348.999938964844,113.99999618530273,1239.000015258789,-277.99999237060547,-3817.0999145507812,2227.899932861328,0.0,-1.210959196291194,2.0320249567302557,1.3811380901684984,b22a5f48e7b,Markelio Neibol,15.0,275.010009765625,3156.360107421875,67.7300033569336,-780.0,-11284.599609375,3037.0001220703125,2701.0000610351562,3230.7000732421875,3495.2999877929688,255.0,255.0,,0.041096349776250714,-1.8847503038315903,-0.04737894823667695,True,2.0,False,14,6,7,,b09992df59b,ru63n28,10.0,49.7400016784668,1403.8199462890625,17.010000228881836,-189.89999771118164,14004.3994140625,2.199999988079071,0.0,6.000000238418579,876.3999938964844,255.0,255.0,0.009575632158142229,1.5884872778328634,-3.737304914972761e-05,True,10,False,14,126.0,False,,games5425898691,bf81d8692db,18.0,2358.659912109375,3825.669921875,16.989999771118164,-16196.400146484375,15980.6005859375,4.600000083446503,-1.5000000596046448,1.1999999731779099,504.50000762939453,255.0,195.0,,0.009578423053589143,2.3698753928258642,2.7876369680435812e-05,True,14,175.0,False,8,False,,enpitsu,76561198039309853,27,230.9199981689453,4063.659912109375,17.049999237060547,-3480.7000732421875,-10602.900390625,-0.7999999821186066,0.09999999776482582,0.0,2385.2999877929688,255.0,128.0,False,0.016697701113376852,-1.8383895910368968,4.3653408604548207e-07,True,8,66.9348557764484,True,8,False,,
46,3143,89,False,False,1,8415.449809781847,-229.5500030517578,-3199.840087890625,106.98999786376953,3125.7000732421875,26767.19970703125,3553.599853515625,3016.400146484375,4685.0,2225.0999450683594,1.0,-0.42599175917190163,2.6254835532792886,1.1020138213578323,76561198039309853,enpitsu,27.0,-222.72000122070312,-3367.3798828125,90.61000061035156,2783.2000732421875,16741.500244140625,2374.9000549316406,-4157.5,3484.2001342773438,-908.0000305175781,255.0,0.0,False,-0.5090278853792215,1.348912371477305,0.522042635112553,True,44.48880832169645,True,10,False,9,,bf81d8692db,games5425898691,18.0,-1580.050048828125,-4376.33984375,16.989999771118164,20765.400390625,-7957.80029296875,4.699999988079071,-0.09999999776482582,0.29999999329447746,1758.9999389648438,255.0,244.0,-0.009560377856502626,-2.8398412154253148,3.623431007850058e-05,True,8,False,14,206.0,False,,Markelio Neibol,b22a5f48e7b,14.0,-240.6999969482422,-2672.610107421875,100.97000122070312,821.2999725341797,11415.999755859375,-154.49999809265137,-2456.199951171875,-4893.399963378906,520.4999923706055,128.0,128.0,,-0.07906187584786746,2.3239974199798286,3.074490578282068,True,14,2.0,False,7,6,,ru63n28,b09992df59b,10,-36.45000076293945,-2196.639892578125,17.010000228881836,-4274.4000244140625,-17241.99951171875,-0.5000000074505806,-2.3000000417232513,-6.600000262260437,361.6999816894531,255.0,255.0,,-0.009600159130387649,-1.2736302488050666,0.00038359505831843724,True,10,87.0,False,14,False,,
47,3295,95,True,True,1,563.5377048481736,386.25,4899.72998046875,560.97998046875,-1676.300048828125,18278.800048828125,-3425.7000732421875,-4280.299987792969,1038.6000061035156,-636.3000106811523,1.0,-1.213462268875866,-2.2355691861499656,-1.8217834007984957,bf81d8692db,games5425898691,18.0,383.8699951171875,4672.47998046875,498.9800109863281,-488.1999969482422,12864.7998046875,1085.199966430664,-2136.4999389648438,3.8999998569488525,361.30001068115234,255.0,129.0,,0.8880341045716469,1.782631264341878,0.27515645553017504,True,133.0,False,16,False,8,,76561198039309853,enpitsu,27.0,3102.530029296875,-3888.199951171875,17.049999237060547,-2338.699951171875,13260.899658203125,2.5,-0.29999999329447746,1.0999999940395355,412.20001220703125,255.0,128.0,-0.016734511159568397,1.3559059657800838,-0.00026692162634839274,True,10,False,10,255.0,False,,Markelio Neibol,b22a5f48e7b,12.0,440.8299865722656,4357.52001953125,17.010000228881836,-377.99999237060547,5284.69970703125,2.0999999344348907,0.09999999776482582,-0.0,0.0,255.0,128.0,,-0.009504561196978619,1.4993403055480923,3.8146694771298546e-06,True,16,0.0,False,10,6,,ru63n28,b09992df59b,10,-2151.830078125,910.0800170898438,17.010000228881836,1396.9000244140625,17054.000244140625,2.0999999344348907,-0.0,0.5999999865889549,0.0,255.0,128.0,,-0.009587958875744176,1.6525175876102214,-6.364958915341301e-05,True,12,0.0,False,18,False,,False
48,3560,95,False,False,1,5216.352969979392,-0.4300000071525574,1.25,122.12999725341797,3261.0000610351562,748.4999847412109,372.90000915527344,4244.4000244140625,-1571.9000244140625,-3938.699951171875,1.0,-0.049374159415546806,0.1965605102469763,-0.17945494803263748,bf81d8692db,games5425898691,18.0,21.600000381469727,-127.83000183105469,78.98999786376953,419.3000030517578,20127.5,1794.2999267578125,-5034.700012207031,-1053.8999938964844,1946.7999267578125,255.0,132.0,,-0.6582985606046212,1.5483405264077164,-0.04291183508937165,True,22.0,False,4,False,3,,76561198039309853,enpitsu,27.0,-3031.969970703125,-4048.280029296875,17.049999237060547,-12933.800048828125,2273.0999755859375,3.799999952316284,-0.7999999821186066,0.3999999910593033,-3107.0001220703125,255.0,0.0,-0.01676444800754854,0.3635237768551577,-8.073049598743749e-05,True,False,False,False,255.0,False,,Markelio Neibol,b22a5f48e7b,14.0,52.93000030517578,3074.5400390625,17.010000228881836,980.8000183105469,-12034.49951171875,2.3000000417232513,-0.0,2.5999999046325684,-1423.6000061035156,255.0,0.0,,-0.009539949682452312,-1.6568842167566076,-0.00022294009732257437,True,False,116.0,False,False,False,,ru63n28,b09992df59b,10,-0.07999999821186066,179.60000610351562,80.5999984741211,1422.5,-22955.90087890625,38.499999046325684,5480.3997802734375,-460.60001373291016,54.20000076293945,255.0,255.0,,-1.1848146322604383,-1.5111894136238957,-0.008047330201746028,True,3,0.0,False,4,False,,False
49,3562,95,False,False,0,5237.656938504144,32.16999816894531,-14.760000228881836,184.39999389648438,9790.599975585938,4885.4998779296875,12867.5,2806.7001342773438,298.29999923706055,-2441.6000366210938,0.0,0.0326758578205308,-0.17186234105663004,-0.39697375264789414,b09992df59b,ru63n28,10.0,-4.679999828338623,-109.9000015258789,88.27999877929688,227.29999542236328,2338.5000610351562,2061.9000244140625,1980.7000732421875,2361.0000610351562,-2483.000030517578,255.0,255.0,,1.1170648407050943,1.5931223892885977,0.24225924300974574,True,0.0,False,4,False,3,,b22a5f48e7b,Markelio Neibol,14.0,-54.97999954223633,-2973.159912109375,17.010000228881836,464.39998626708984,12237.099609375,2.3999999463558197,0.0,1.4000000059604645,-2104.499969482422,255.0,0.0,0.009550664441167889,1.500194809347133,-0.00020750614909537335,True,False,False,False,116.0,False,,games5425898691,bf81d8692db,18.0,-28.600000381469727,73.55000305175781,78.5,-657.6999664306641,-4180.4998779296875,1019.7000122070312,4650.0,357.20001220703125,-90.9000015258789,255.0,137.0,,1.2317307782931473,-1.5786523337204064,-0.5208510075374078,True,4,22.0,False,3,False,,enpitsu,76561198039309853,27,3031.969970703125,4048.280029296875,17.049999237060547,12933.800048828125,-2273.0999755859375,3.799999952316284,0.7999999821186066,-0.3999999910593033,-3107.0001220703125,255.0,0.0,False,0.01676444800754854,-0.3635237768551577,-8.073049598743749e-05,True,False,255.0,False,False,False,,
50,3662,99,False,False,1,7994.336098825858,-3375.06005859375,-1617.77001953125,478.0,6430.999755859375,25312.099609375,-1966.1000061035156,-4313.800048828125,-469.3000030517578,-641.1000061035156,1.0,-0.44364952809029556,0.6597099808732624,0.2691710089039105,76561198039309853,enpitsu,27.0,-3439.56005859375,-1811.010009765625,387.3599853515625,-2740.4998779296875,17081.99951171875,3315.10009765625,-2920.10009765625,-472.90000915527344,-4.900000095367432,255.0,,,0.9494099470248981,1.4080475855402186,-0.003308761869436394,True,177.0,False,2,False,1,,bf81d8692db,games5425898691,18.0,3735.22998046875,60.790000915527344,17.010000228881836,14579.49951171875,-7721.300048828125,2.5,-0.7000000029802322,-0.5999999865889549,-1993.3999633789062,255.0,0.0,-0.00965047404184791,-2.5871148723859645,3.024518946089913e-05,True,6,False,6,255.0,False,,Markelio Neibol,b22a5f48e7b,14.0,-3468.179931640625,693.6300048828125,17.010000228881836,7360.3997802734375,5418.4002685546875,2.0999999344348907,-0.3999999910593033,-0.7000000029802322,-29.40000057220459,255.0,,,-0.009557717225910716,2.5117554964921402,7.800799373458469e-05,True,False,255.0,False,False,False,,ru63n28,b09992df59b,10,-2146.820068359375,897.6799926757812,17.010000228881836,-12304.89990234375,2045.2000427246094,2.5,-0.3999999910593033,-0.19999999552965164,2691.7001342773438,128.0,255.0,True,-0.009580575513115266,0.052611233033792316,5.5530319098979227e-05,True,4,31.0,False,4,False,,
51,3688,100,False,False,0,6912.7448052258915,2785.330078125,-710.969970703125,147.6300048828125,444.39998626708984,3821.9000244140625,6388.599853515625,5067.0001220703125,-274.3000030517578,-3201.4999389648438,0.0,-0.8326271532142736,-0.3906819397381413,-1.0327110848499623,b22a5f48e7b,Markelio Neibol,13.0,2784.10009765625,-877.4600219726562,113.31999969482422,-6630.10009765625,6382.2998046875,2593.2998657226562,-5022.39990234375,2161.3999938964844,-593.8999938964844,255.0,0.0,,0.21075800329796615,2.5091330469331647,0.6788003123023955,True,255.0,False,4,False,3,,b09992df59b,ru63n28,10.0,2958.9599609375,-683.0599975585938,106.70999908447266,-1479.7000122070312,1581.300048828125,2391.1000061035156,1368.6000061035156,-5317.9998779296875,-307.7000045776367,0.0,128.0,-0.5428129800989324,1.2320611085359836,-0.5589853288476153,True,5,False,6,31.0,False,,games5425898691,bf81d8692db,18.0,-3936.610107421875,1495.2900390625,39.150001525878906,4118.800048828125,21456.79931640625,-1707.7000427246094,-225.6999969482422,-1831.0000610351562,201.90000534057617,255.0,128.0,,0.08905986428200985,1.383236868225519,0.4176296455723623,True,6,189.3165075907144,True,6,False,,enpitsu,76561198039309853,27,3853.5400390625,324.8900146484375,367.45001220703125,4178.0999755859375,-14745.999755859375,-2230.0,2930.7000732421875,-1620.7000732421875,-300.0,128.0,128.0,,-1.4701472593529892,-0.983019920943067,-0.5752474302011898,True,2,177.0,False,2,False,,False
52,3729,101,False,False,0,6149.6950680400105,1895.9000244140625,-339.4200134277344,190.4600067138672,-7986.300048828125,2514.600067138672,4391.7999267578125,715.6999969482422,-2134.7000122070312,-2819.7000122070312,0.0,0.6565572600014999,-2.3192460505691685,-2.0106018004386472,b22a5f48e7b,Markelio Neibol,13.0,1959.8699951171875,-348.0400085449219,54.209999084472656,903.7999725341797,1005.5999755859375,3185.7000732421875,1817.7999877929688,833.3000183105469,-618.4000015258789,128.0,255.0,,0.016789658415062057,-2.6145345548007324,-0.06906253373605363,True,255.0,False,6,False,4,,b09992df59b,ru63n28,10.0,2832.6298828125,-327.19000244140625,17.010000228881836,-1730.7000732421875,6073.699951171875,2.3999999463558197,-0.5999999865889549,0.3999999910593033,2355.7000732421875,255.0,255.0,0.009468248440942332,1.8368103237849365,-3.2498162926182362e-06,True,6,False,6,31.0,False,,games5425898691,bf81d8692db,18.0,-2838.110107421875,4413.47998046875,17.010000228881836,19402.7001953125,8814.299926757812,2.0000000298023224,1.5000000596046448,0.5999999865889549,-722.2000122070312,255.0,128.0,,0.009593602745180476,0.3653036344354707,0.00018656454810713817,True,6,255.0,False,6,False,,enpitsu,76561198039309853,27,2786.3701171875,-850.22998046875,17.030000686645508,-17689.000244140625,8762.60009765625,0.7999999821186066,1.0999999940395355,-0.5000000074505806,-256.49999618530273,255.0,0.0,,0.01679355956650236,2.656441010989021,0.0001960422500361644,True,2,95.50606440215986,True,2,False,,False
53,3800,104,False,False,0,5025.128070134857,71.76000213623047,208.94000244140625,98.25,-8917.19970703125,12033.1005859375,1865.2000427246094,-1230.0,-5400.7000732421875,-2111.6000366210938,0.0,0.3117290254005385,-1.8828844571354704,-2.2685911225490463,b09992df59b,ru63n28,10.0,176.6999969482422,20.850000381469727,77.9000015258789,-9934.099731445312,7720.3997802734375,3899.1000366210938,4.099999964237213,-2.3000000417232513,456.30001068115234,255.0,128.0,False,0.009506387383750986,2.596020270472703,-0.0015223215721126902,True,0.0,False,8,False,6,,b22a5f48e7b,Markelio Neibol,13.0,2074.27001953125,-1904.43994140625,17.010000228881836,-10603.800048828125,-8276.300048828125,0.09999999776482582,0.29999999329447746,0.0,-2298.000030517578,255.0,0.0,0.00955693221517288,-2.5455715226109175,2.9047195272953106e-05,True,6,False,6,229.91821935099944,True,,games5425898691,bf81d8692db,18.0,-246.9499969482422,1129.239990234375,17.010000228881836,1623.5000610351562,-22942.60009765625,-0.09999999776482582,0.0,0.0,8.00000011920929,255.0,128.0,,0.009597149387914838,-1.499134493605675,-2.242559624688905e-05,True,6,174.476103175071,True,6,False,,enpitsu,76561198039309853,27,315.1600036621094,40.189998626708984,17.040000915527344,-6829.2999267578125,6890.2001953125,4.399999976158142,-0.19999999552965164,0.19999999552965164,-2418.2000732421875,255.0,0.0,False,0.01669444923321415,2.3118570717339555,-1.3565643444977694e-05,True,2,63.0,False,2,False,,
54,3807,104,False,False,1,5655.987463857516,120.56999969482422,-462.5799865722656,133.4600067138672,-9924.600219726562,16164.300537109375,16231.199951171875,5165.7000732421875,2098.0999755859375,2216.4999389648438,1.0,-0.3126479204159033,1.7827900199613282,-0.8922237055828819,bf81d8692db,games5425898691,18.0,211.16000366210938,-630.4500122070312,19.450000762939453,-1642.8999328613281,22754.7998046875,2918.0999755859375,-0.0,-0.0,0.09999999776482582,255.0,128.0,,-0.009597153888298156,1.4986923617556691,-2.0304197753814603e-05,True,152.57374611721247,True,7,False,6,,76561198039309853,enpitsu,27.0,-203.52999877929688,-244.80999755859375,17.040000915527344,2939.5999145507812,-10084.299926757812,3.799999952316284,1.0999999940395355,-4.699999988079071,-1155.8999633789062,255.0,128.0,-0.01669714526438528,-1.7877824383697989,0.00023764179567817084,True,2,False,2,63.0,False,,Markelio Neibol,b22a5f48e7b,13.0,-1742.9000244140625,2044.9599609375,17.010000228881836,15103.499755859375,3698.900146484375,-0.3999999910593033,-1.5999999642372131,-0.0,-270.3000068664551,255.0,128.0,,-0.009582444830227257,2.931490222800228,0.00023463343260236657,True,6,208.0158622931409,True,6,False,,ru63n28,b09992df59b,10,111.83999633789062,-215.0800018310547,141.1199951171875,14003.599853515625,-9306.300048828125,340.49999237060547,2405.8999633789062,4934.5001220703125,-333.4000015258789,255.0,128.0,False,-1.205221191277748,-2.5272094361245947,-0.17251762644999172,True,7,0.0,False,8,False,,False
55,3977,110,False,False,0,9081.697510253942,1464.8900146484375,-3629.4599609375,286.1099853515625,-15447.60009765625,12691.199951171875,6492.8997802734375,467.2999954223633,5739.89990234375,-1683.5000610351562,0.0,0.880959999313934,-1.9477407066549421,-1.1235874678812414,b22a5f48e7b,Markelio Neibol,12.0,1481.1099853515625,-3667.320068359375,132.10000610351562,-17438.1005859375,6702.1002197265625,-96.80000305175781,-2570.0,-4513.500061035156,550.4000091552734,249.0,128.0,False,1.1187695184961033,3.0899809113107337,0.47325101440247846,True,209.0,False,8,False,7,,b09992df59b,ru63n28,10.0,-3181.4599609375,-4126.64990234375,17.010000228881836,15621.99951171875,-10959.200439453125,-0.3999999910593033,-2.5999999046325684,1.5000000596046448,723.8999938964844,255.0,128.0,0.009595864388606039,-0.5546584237973803,-0.00020188463030739503,True,8,False,8,242.46511852869423,True,,games5425898691,bf81d8692db,18.0,1638.9000244140625,-3383.52001953125,290.6499938964844,-13222.099609375,-18736.199951171875,1768.699951171875,5172.9998779296875,-1741.9999694824219,-674.7000122070312,255.0,216.0,,0.03980991991235077,-2.6823006893699652,-0.25526833208985145,True,12,97.47910551871021,True,9,False,,enpitsu,76561198039309853,27,1437.9599609375,468.010009765625,17.049999237060547,-13542.39990234375,-10966.099853515625,2.5999999046325684,0.29999999329447746,0.0,0.0,255.0,128.0,,0.01676571075798232,-2.46093465636816,2.488584311197078e-05,True,4,255.0,False,4,False,,
56,3978,110,False,False,1,2715.6156357505415,-1374.050048828125,3649.550048828125,306.989990234375,30231.201171875,13634.599609375,6249.0997314453125,1396.6000366210938,-2897.0001220703125,-5065.199890136719,1.0,-0.7360078738491967,2.3280498014128477,-1.3005889007245648,bf81d8692db,games5425898691,18.0,-1531.06005859375,3532.280029296875,300.70001220703125,12476.99951171875,16336.300048828125,266.3999938964844,-5144.0997314453125,1684.1999816894531,-975.1999664306641,255.0,217.0,,-0.4342418756267768,2.8943574566454306,-0.7510719176633845,True,94.34906661895012,True,12,False,9,,76561198039309853,enpitsu,27.0,-1325.06005859375,-376.6099853515625,17.049999237060547,13542.39990234375,10966.099853515625,2.5999999046325684,-0.29999999329447746,-0.0,0.0,255.0,128.0,-0.01676571075798232,2.46093465636816,2.488584311197078e-05,True,4,False,4,255.0,False,,Markelio Neibol,b22a5f48e7b,12.0,-1481.1099853515625,3667.320068359375,132.10000610351562,17438.1005859375,-6702.1002197265625,-96.80000305175781,2570.0,4513.500061035156,550.4000091552734,249.0,128.0,False,-1.1187695184961033,-3.0899809113107337,0.47325101440247846,True,8,209.0,False,7,False,,ru63n28,b09992df59b,10,3016.110107421875,4231.5,17.010000228881836,-17190.30029296875,10264.100341796875,-0.3999999910593033,-1.5999999642372131,0.9000000357627869,152.7999973297119,255.0,128.0,,-0.009604202016301789,0.520523204486814,-0.00014024980052669396,True,8,239.33507962893415,True,8,False,,
