,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,169,0.0,False,False,1,5204.830894618199,7.190000057220459,11.619999885559082,96.61000061035156,15530.2001953125,21043.60107421875,6652.2998046875,273.799991607666,-183.50000381469727,42.199997901916504,1.0,-0.0015379265765637655,-0.00035970541058617214,-0.0022709338451592344,76561198032526074,JayTea,7.0,-128.88999938964844,-166.6199951171875,21.979999542236328,10868.1005859375,16279.3994140625,2998.9999389648438,-1.899999976158142,-3.0000001192092896,446.89998626708984,255.0,129.0,,-0.009600471360828228,2.1319320129056205,-5.111952799152392e-05,True,0.0,False,3,False,False,,76561198149179287,DANDK,5.0,2793.179931640625,-4116.52001953125,17.010000228881836,17602.19970703125,-3650.7000732421875,2.5,-0.5000000074505806,-0.0,2618.2998657226562,255.0,255.0,False,-0.009602122043660627,-3.0603728891468855,0.00018756763763537668,True,False,False,False,255.0,False,,enpitsu,76561198039309853,24,102.52999877929688,3755.860107421875,17.049999237060547,-955.5999755859375,-9530.700073242188,2.5999999046325684,0.19999999552965164,0.7000000029802322,-21.400001049041748,255.0,128.0,False,-0.016665803333870636,-1.4680189449776073,7.478097855951398e-05,True,False,False,116.0,False,False,,games5425898691,bf81d8692db,18.0,38.59000015258789,534.8099975585938,62.599998474121094,-2015.2999877929688,-22690.400390625,3120.7000732421875,2701.0000610351562,1139.7000122070312,1342.5,128.0,139.0,-0.07024758566900924,-1.6558777720416225,-0.052963580241094474,True,4,3,False,31.0,False,,
1,172,0.0,False,False,0,5341.085349086249,-152.6199951171875,-149.10000610351562,158.16000366210938,-26868.5009765625,2058.2000732421875,10170.599975585938,3029.7000122070312,-373.1999969482422,5165.30029296875,0.0,-0.022044238037606363,0.2495392275823035,0.12042134921524614,bf81d8692db,games5425898691,18.0,-3.690000057220459,-165.92999267578125,101.0,2104.199981689453,20204.000244140625,422.40001678466797,-4397.39990234375,-2689.4000244140625,1918.0999755859375,128.0,137.0,,1.1523589096300946,1.4859420759576827,-0.5650775913676308,True,31.0,False,4,False,3,,76561198039309853,enpitsu,24.0,-94.18000030517578,-3674.169921875,17.049999237060547,1034.4000244140625,10017.899780273438,2.5999999046325684,-0.19999999552965164,-0.5999999865889549,-5.400000214576721,255.0,128.0,False,0.016673059815425634,1.4671181617649653,5.925943817367586e-05,True,False,False,False,106.3593550446213,True,,DANDK,76561198149179287,5,-2939.070068359375,4133.240234375,17.010000228881836,-17309.000244140625,459.70001220703125,2.7000001072883606,0.9000000357627869,0.0,2973.3999633789062,255.0,255.0,False,0.009595864097275381,-2.985516312975012,0.00011724793655985161,True,False,False,255.0,False,False,,JayTea,76561198032526074,7.0,20.59000015258789,20.34000015258789,46.540000915527344,-15977.900390625,-13649.89990234375,2031.3999938964844,-2828.2998657226562,-3833.699951171875,-1776.0000610351562,255.0,29.0,-0.1686700320043379,-2.3277229621841657,0.19712843092419124,True,4,3,False,0.0,False,,
2,249,2.0,True,True,1,5648.982531026398,1971.7900390625,-405.6000061035156,434.6499938964844,-12666.199951171875,28884.29931640625,4972.200012207031,2428.5000610351562,-1471.199951171875,5285.5999755859375,1.0,0.6445977991789924,-1.9660504532671919,0.7131602027591545,76561198149179287,DANDK,5.0,1991.9599609375,-596.5399780273438,311.80999755859375,-7526.6998291015625,18643.199462890625,1303.2000732421875,-871.8000030517578,4659.599914550781,-2788.900146484375,128.0,64.0,False,0.23247120597914142,1.6696098111277424,-0.1996500103441162,True,198.5852903832671,True,4,False,3,,76561198032526074,JayTea,7.0,3694.669921875,-174.24000549316406,17.010000228881836,1489.2999267578125,-16884.000244140625,2.0999999344348907,-0.0,0.7999999821186066,0.0,255.0,128.0,,-0.009596342020652186,-1.6587588880610107,7.103890500608748e-05,True,4,False,4,255.0,False,,enpitsu,76561198039309853,24,2002.4599609375,-72.70999908447266,268.6000061035156,-5327.5,-16927.19970703125,2461.9000244140625,-2487.4000549316406,-4456.199951171875,2050.2999877929688,128.0,0.0,False,0.4156945286233047,-1.0173420374900195,0.9329140675574077,True,2,1,27.0,False,False,,games5425898691,bf81d8692db,18.0,-2983.110107421875,-1174.3299560546875,86.95999908447266,-15383.699951171875,16638.199462890625,-142.70000457763672,-4374.800109863281,-3329.89990234375,149.7000026702881,255.0,0.0,1.032945730093434,-2.2670971259110466,3.135123764983264,False,6,5,False,0.0,False,,
3,559,4.0,False,False,1,5146.928805650903,-69.29000091552734,84.4000015258789,175.49000549316406,-9916.300048828125,12753.699951171875,23015.2001953125,4761.7999267578125,3320.10009765625,1516.9000244140625,1.0,-0.07577649068369566,-0.21862489232556975,0.24667229831082374,76561198032526074,JayTea,7.0,51.040000915527344,-91.8499984741211,47.08000183105469,-10182.19970703125,13753.900146484375,2955.10009765625,1406.6999816894531,3830.7998657226562,-1915.0999450683594,255.0,247.0,,0.11290754037192544,0.9221158487649157,0.07457076280678686,True,0.0,False,3,False,False,,76561198149179287,DANDK,5.0,-3244.77001953125,-3976.050048828125,17.010000228881836,-1522.4000549316406,-10903.00048828125,2.5999999046325684,-0.5000000074505806,0.29999999329447746,3057.0999145507812,255.0,255.0,False,-0.009599461994442279,-1.6249045232968278,6.896388964151123e-05,True,4,False,4,255.0,False,,enpitsu,76561198039309853,24,3322.510009765625,4427.0,21.139999389648438,4407.200012207031,6915.0,1510.8999633789062,1654.7999572753906,-2017.7999877929688,-36.90000057220459,255.0,128.0,,-0.10335020019321588,-0.9838799100212082,0.04661505127714034,True,2,2,255.0,False,False,,games5425898691,bf81d8692db,18.0,-143.25999450683594,197.55999755859375,79.94999694824219,-4762.39990234375,-19510.30029296875,1625.8000183105469,4203.699951171875,-2767.3001098632812,-2218.0999755859375,255.0,113.0,-0.7735737578767836,-1.364821637528419,0.33678151953202745,True,4,3,False,0.0,False,,
4,560,5.0,False,False,0,5321.789438259621,80.7300033569336,-91.38999938964844,252.77999877929688,5669.69970703125,-6375.7000732421875,25842.7001953125,-4810.7000732421875,-3308.0999755859375,1383.0999755859375,0.0,0.07727381706312596,0.3908128257582575,0.22114696262629613,bf81d8692db,games5425898691,18.0,143.25999450683594,-197.55999755859375,79.94999694824219,4762.39990234375,19510.30029296875,1625.8000183105469,-4203.699951171875,2767.3001098632812,-2218.0999755859375,255.0,113.0,,0.7735737578767836,1.364821637528419,0.33678151953202745,True,0.0,False,4,False,3,,76561198039309853,enpitsu,24.0,-3322.510009765625,-4427.0,21.139999389648438,-4407.200012207031,-6915.0,1510.8999633789062,-1654.7999572753906,2017.7999877929688,-36.90000057220459,255.0,128.0,,0.10335020019321588,0.9838799100212082,0.04661505127714034,True,2,False,2,255.0,False,,DANDK,76561198149179287,5,3244.77001953125,3976.050048828125,17.010000228881836,1522.4000549316406,10903.00048828125,2.5999999046325684,0.5000000074505806,-0.29999999329447746,3057.0999145507812,255.0,255.0,False,0.009599461994442279,1.6249045232968278,6.896388964151123e-05,True,4,4,255.0,False,False,,JayTea,76561198032526074,7.0,24.780000686645508,-8.729999542236328,71.5199966430664,7934.89990234375,-10255.2001953125,2829.89990234375,-4072.5,-3358.2998657226562,222.70000457763672,255.0,249.0,-0.5754798279980927,-1.0308804106177294,0.20998075827706494,True,4,False,False,0.0,False,,
5,612,6.0,False,False,1,4386.427442644767,-1048.8399658203125,1208.2900390625,127.12999725341797,-14240.899658203125,-2587.60009765625,-5576.7999267578125,1703.6000061035156,-3842.39990234375,-1838.9999389648438,1.0,-0.31721108188931696,-0.3337981127690756,1.348067274692742,76561198032526074,JayTea,7.0,-934.989990234375,1231.81005859375,15.149999618530273,2736.0000610351562,-909.1999816894531,-1436.6000366210938,553.6000061035156,-5325.7000732421875,-1256.6999816894531,255.0,125.0,,-0.0853357797092036,0.486241303901619,-0.049789234827265175,True,0.0,False,4,False,False,,76561198149179287,DANDK,5.0,-2507.429931640625,-2792.419921875,181.1699981689453,1638.8999938964844,15610.799560546875,5450.0,1740.0999450683594,-204.20000076293945,-64.40000057220459,255.0,128.0,False,0.28389350036565125,1.6988001424374453,0.0028258596667050974,True,4,4,6,209.0,False,,enpitsu,76561198039309853,24,1891.72998046875,4525.10986328125,17.049999237060547,-13248.299560546875,3789.1000366210938,2.5999999046325684,0.5999999865889549,-0.0,-0.29999999329447746,255.0,128.0,,-0.016748159815873503,0.2786404357429489,5.3839699436560594e-05,True,2,2,234.0,False,False,,games5425898691,bf81d8692db,18.0,-1784.1500244140625,-1912.699951171875,17.010000228881836,-11030.400390625,8003.2000732421875,2.3000000417232513,-1.1999999731779099,0.9000000357627869,-2023.6000061035156,255.0,45.0,-0.009570803628645593,0.6982960338596328,5.399445448985262e-07,False,4,4,False,0.0,False,,
6,706,10.0,False,False,0,6981.007661136218,3983.5400390625,147.5500030517578,864.8699951171875,-6528.499755859375,12557.19970703125,-4963.500061035156,-1672.1000671386719,5632.8997802734375,1214.000015258789,0.0,1.0452605851620511,-2.140807930197322,-0.9004386376548766,bf81d8692db,games5425898691,18.0,4078.97998046875,-28.8700008392334,937.3200073242188,-1.5999999642372131,11297.60009765625,-5152.7001953125,-2111.7999267578125,-0.5999999865889549,0.0,255.0,255.0,,0.43906701785312297,1.5602432843690777,-1.5751492838349501,True,222.0,False,6,False,6,,76561198039309853,enpitsu,24.0,176.4600067138672,-5333.81982421875,17.219999313354492,-1395.5999755859375,8403.800048828125,-173.1999969482422,443.8999938964844,86.19999885559082,1.0999999940395355,255.0,128.0,,0.026995282922894912,1.7354677404096688,0.0028555800998074027,True,2,False,2,225.0,False,,DANDK,76561198149179287,5,1038.949951171875,-1436.1099853515625,17.010000228881836,-4097.39990234375,12175.50048828125,2.5,-0.19999999552965164,0.0,-2307.7000427246094,255.0,0.0,,0.009548438259296091,1.8279827418484342,-1.1579433021425415e-05,True,6,4,184.0,False,4,,JayTea,76561198032526074,7.0,3081.389892578125,1297.2900390625,93.81999969482422,1214.8999786376953,18476.099853515625,-695.5000305175781,-3788.9999389648438,-1811.6999816894531,644.7000122070312,128.0,128.0,-0.9306414742178932,1.2611711897200595,0.7461456111420957,False,6,4,False,8.0,False,,
7,755,12.0,False,True,0,5019.315546099918,3097.2099609375,2098.97998046875,422.3999938964844,-14021.199951171875,10890.699462890625,8266.500244140625,-173.79999160766602,5316.5997314453125,2775.2999877929688,0.0,0.5284961027389056,1.9195574922318572,-2.7729711476661576,bf81d8692db,games5425898691,18.0,3186.989990234375,2096.77001953125,257.79998779296875,-14712.5,15056.199951171875,2814.89990234375,2080.800018310547,-1218.7000274658203,-402.20001220703125,255.0,245.0,,-0.8891919897603463,1.9801588067238507,-0.2620038047023555,True,181.23903648571303,True,8,False,7,,76561198039309853,enpitsu,24.0,-6.900000095367432,-2990.639892578125,90.79000091552734,38.90000104904175,18866.400146484375,-165.9000015258789,-5499.89990234375,18.799999952316284,-0.5999999865889549,255.0,128.0,,0.6312032563415162,-1.5741541450760306,-3.141396854185157,True,3,False,4,255.0,False,,DANDK,76561198149179287,5,985.6099853515625,1596.9000244140625,17.010000228881836,-2687.7999877929688,18281.400146484375,2.0000000298023224,-0.3999999910593033,0.19999999552965164,0.3999999910593033,128.0,128.0,,0.009602846452286026,1.7168503557158665,-3.18661754803173e-05,True,6,4,160.0,False,4,,JayTea,76561198032526074,7.0,3095.56005859375,4129.66015625,17.010000228881836,-8361.599731445312,12671.600341796875,2.0999999344348907,-0.3999999910593033,0.7000000029802322,37.5,255.0,128.0,0.009596007208421261,2.1594169139573367,-9.684940390052451e-05,True,6,4,False,8.0,False,,
8,837,15.0,False,False,1,10271.522702748425,793.3499755859375,-5131.009765625,109.94999694824219,5690.30029296875,9765.30029296875,-10324.69970703125,-106.70000076293945,4855.10009765625,3523.599853515625,1.0,0.2578324061671992,-0.7432041506617298,1.613336146515598,76561198032526074,JayTea,7.0,702.4099731445312,-5180.22021484375,199.52999877929688,4284.700012207031,-7099.89990234375,5340.7000732421875,3101.7999267578125,511.6999816894531,4512.900085449219,128.0,128.0,,1.0770293339367552,2.6501857105741005,-1.526431099239222,True,0.0,False,8,False,6,,76561198149179287,DANDK,5.0,-591.3400268554688,-3653.280029296875,17.010000228881836,2873.599853515625,-10698.599853515625,2.0999999344348907,0.7999999821186066,0.09999999776482582,0.0,255.0,128.0,,-0.009474792950776936,-1.8332093038862671,-1.173581422196577e-05,True,6,4,8,160.0,False,,enpitsu,76561198039309853,24,1149.8699951171875,-2241.800048828125,17.049999237060547,11736.700439453125,-13888.699951171875,2.5999999046325684,0.29999999329447746,-0.29999999329447746,14.500000476837158,255.0,128.0,,-0.01677449320877419,-2.2740984460151807,-4.6241475456413125e-05,True,4,4,255.0,False,False,,games5425898691,bf81d8692db,18.0,1007.22998046875,-3969.39990234375,17.010000228881836,13670.10009765625,1645.2999877929688,2.0000000298023224,1.7000000178813934,0.09999999776482582,-703.0999755859375,255.0,128.0,-0.009562750879954007,3.0810463992872474,0.00021941973868365078,True,8,8,False,164.0,False,,
9,879,16.0,False,False,1,9040.378922254135,628.8200073242188,-3896.429931640625,221.57000732421875,2226.9000244140625,20340.400390625,-1073.1999969482422,-1820.2000427246094,-979.7000122070312,5179.69970703125,1.0,-0.02420596339136956,1.176089116924447,-1.9090697445877316,76561198149179287,DANDK,5.0,621.3499755859375,-4030.570068359375,144.4600067138672,7891.400146484375,10920.899658203125,83.29999923706055,-5058.500061035156,-1988.2000732421875,841.3999938964844,255.0,245.0,,-1.0421023250813637,2.6399677033177715,-1.2461703116488756,True,160.0,False,10,4,7,,76561198032526074,JayTea,7.0,879.010009765625,-5442.509765625,426.8500061035156,-4.4999998807907104,6250.3997802734375,-1627.7000427246094,-2296.1000061035156,-7.300000190734863,-1.7000000178813934,128.0,255.0,,-0.25560602876753186,1.580529586204285,-1.5728756430666477,True,6,False,8,0.0,False,,enpitsu,76561198039309853,24,1132.1600341796875,-3445.7099609375,19.520000457763672,-11199.7998046875,3167.6998901367188,2958.5000610351562,0.7999999821186066,-0.9000000357627869,2168.000030517578,128.0,255.0,False,-0.016798497838977876,0.23684802633857097,0.00013643968866142956,True,6,4,223.0,False,False,,games5425898691,bf81d8692db,18.0,2652.239990234375,-3580.300048828125,17.010000228881836,12.000000476837158,12471.800537109375,2.3999999463558197,-0.09999999776482582,-0.0,2335.2000427246094,255.0,255.0,-0.009549283611128067,1.5053931647061682,7.0480074289862855e-06,True,8,8,False,194.0,False,,
