,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
42,2918,81.0,False,False,0,6210.780629817055,-1133.969970703125,-1066.219970703125,144.22999572753906,5651.300048828125,1165.5999755859375,5982.9998779296875,348.10001373291016,-5381.5997314453125,2630.0,0.0,-0.6160288118954765,1.970214533020255,1.9989674091088148,bf81d8692db,games5425898691,18.0,-1244.3599853515625,-1121.8499755859375,17.010000228881836,10423.199462890625,-7504.0997314453125,2.3000000417232513,0.29999999329447746,-0.3999999910593033,1655.8000183105469,255.0,220.0,,0.009583955396622384,-0.5758704011980781,-3.084084991858418e-05,True,62.0,False,10,4,8,,76561198039309853,enpitsu,24.0,-657.97998046875,-2842.340087890625,17.049999237060547,1474.9000549316406,-432.90000915527344,2.5,1.1999999731779099,8.00000011920929,2188.300018310547,255.0,255.0,False,0.016153129398784584,1.689351037620713,0.00045415719893874504,True,4,False,4,130.0,False,,DANDK,76561198149179287,5,-2707.3798828125,788.0499877929688,17.010000228881836,2247.5,11913.199462890625,2.3999999463558197,0.0,1.0000000149011612,-2085.7000732421875,255.0,10.0,,0.009541994271457653,1.3530402060357007,-0.0001911293401710152,True,12,10,102.0,False,False,,JayTea,76561198032526074,7.0,-1470.3399658203125,-53.40999984741211,17.010000228881836,1627.4000549316406,-22942.2998046875,-0.09999999776482582,0.0,-3.3000001311302185,725.5999755859375,255.0,255.0,0.009599509333858976,-1.497999110716213,0.00012816444140697103,True,6,6,False,21.02190968810873,True,,False
43,2967,83.0,False,False,0,6023.956559630503,-163.2100067138672,-839.219970703125,182.47000122070312,-2713.699951171875,19188.399658203125,6859.5001220703125,5991.500244140625,-110.10000228881836,297.90000915527344,0.0,0.19592278327647358,0.4877000625471992,-2.613090783499445,bf81d8692db,games5425898691,18.0,-105.1500015258789,-918.5900268554688,82.19999694824219,4275.299987792969,21016.201171875,1976.1000061035156,-3706.7001342773438,-3390.7000732421875,2238.8999938964844,255.0,158.0,,0.5996502771202966,2.1291312119802313,0.14229798844821276,True,62.0,False,12,4,9,,76561198039309853,enpitsu,24.0,-191.6199951171875,-1018.260009765625,99.47000122070312,4360.899963378906,19964.3994140625,2641.199951171875,-4568.299865722656,3038.5000610351562,383.80001068115234,255.0,0.0,False,0.4941147280694892,1.7437938217787459,0.2058499235984029,True,5,False,6,36.0,False,,DANDK,76561198149179287,5,-780.1799926757812,1435.9599609375,17.010000228881836,10396.500244140625,6659.89990234375,2.3999999463558197,-0.19999999552965164,-0.09999999776482582,2334.199981689453,255.0,255.0,,0.009553845792887426,0.6340256963570118,4.0036963485332615e-05,True,12,10,102.0,False,False,,JayTea,76561198032526074,7.0,-155.64999389648438,-496.55999755859375,78.08000183105469,-6982.0001220703125,7895.4998779296875,3239.1000366210938,160.40000915527344,255.49999237060547,3418.5000610351562,128.0,255.0,-0.011112145427593114,2.7454512696539397,-0.0013298392386927233,True,8,6,False,55.0,False,,False
44,3023,85.0,False,True,0,2235.120235613102,-691.6599731445312,2914.239990234375,227.89999389648438,631.3999938964844,24137.60009765625,387.7000045776367,1358.6000061035156,3960.7000732421875,411.8000030517578,0.0,0.4375347657790442,0.3235509949847206,-3.08354471160264,76561198039309853,enpitsu,24.0,-701.6599731445312,2729.169921875,124.41000366210938,-6260.5999755859375,19467.39990234375,2682.7999877929688,-1720.0999450683594,5188.900146484375,-604.7000122070312,128.0,0.0,,0.03714485986411666,1.848706911434788,0.520939098626329,True,0.0,False,8,False,7,,bf81d8692db,games5425898691,18.0,-750.6799926757812,2909.5400390625,58.33000183105469,-7898.3001708984375,5329.7998046875,2928.5000610351562,2337.7000427246094,3704.7000122070312,67.89999961853027,255.0,128.0,,-0.0726417020612916,2.57992082296471,-0.00011153881503508833,True,11,4,14,0.0,False,,DANDK,76561198149179287,5,-592.0900268554688,3242.330078125,131.10000610351562,-7384.2999267578125,1562.2000122070312,2695.2999877929688,2182.899932861328,-976.9999694824219,3582.3001098632812,128.0,255.0,,-0.07871422616880179,2.910995432976988,-0.045774479981413124,True,14,11,102.0,False,False,,JayTea,76561198032526074,7.0,-1996.5799560546875,-22.100000381469727,16.989999771118164,-16193.199462890625,-80.0,2.199999988079071,-0.7999999821186066,-0.19999999552965164,103.4000015258789,255.0,129.0,0.009576775700968343,-3.1267840068438564,-9.633380493688974e-05,,8,8,False,0.0,True,,
45,3026,85.0,False,False,1,8303.003672173772,703.4199829101562,-3160.77001953125,265.6600036621094,4574.2999267578125,208.79999160766602,8262.5,5253.800048828125,-2895.2999877929688,-116.30000114440918,1.0,-1.0079000360867219,-0.3289435145002203,-3.0270221802452237,76561198149179287,DANDK,5.0,659.739990234375,-3256.6298828125,152.8300018310547,7384.2999267578125,-1562.2000122070312,2099.1000366210938,-5078.500061035156,2111.0000610351562,-46.599998474121094,128.0,242.0,,-0.11010910297065322,-3.0162553544062725,-0.6550061272617116,True,102.0,False,14,False,11,,76561198032526074,JayTea,7.0,2145.739990234375,23.969999313354492,16.989999771118164,16271.99951171875,276.1000061035156,4.399999976158142,0.7999999821186066,0.19999999552965164,35.19999980926514,255.0,129.0,,-0.00957699724558228,3.1214859306066756,-7.096406155508295e-05,,8,False,8,0.0,False,,enpitsu,76561198039309853,24,805.75,-3061.93994140625,140.6199951171875,5588.2000732421875,-18768.800048828125,-138.4000015258789,1275.5999755859375,-5293.3001708984375,-776.8000030517578,128.0,0.0,,-0.1334005328086276,-1.7646097490941801,1.7511280522703343,True,8,7,0.0,False,False,,games5425898691,bf81d8692db,18.0,926.469970703125,-3133.43994140625,92.87000274658203,11956.400146484375,-19547.900390625,109.20000076293945,-2672.9998779296875,-4802.799987792969,-192.99999237060547,255.0,128.0,1.3368628058421845,-2.4457888259212743,0.1916169473875307,True,14,11,4,0.0,False,,
46,3096,88.0,False,False,1,8283.859797419345,1823.6099853515625,-3091.760009765625,271.5799865722656,18165.699462890625,14987.900390625,-168.50000381469727,1781.300048828125,2656.199951171875,-5076.499938964844,1.0,0.3873106038495417,1.8375657192011219,0.7291282779589318,76561198149179287,DANDK,5.0,1691.3299560546875,-3179.659912109375,211.42999267578125,-114.49999809265137,14985.50048828125,1400.7000732421875,-2986.7001342773438,1213.499984741211,-4456.000061035156,128.0,128.0,False,-0.12203913910139699,2.085717741684069,-0.9639790969250134,True,82.0,False,16,False,13,,76561198032526074,JayTea,7.0,2881.52001953125,-2680.43994140625,16.989999771118164,-18182.099609375,-14038.199462890625,4.399999976158142,-1.7000000178813934,-1.1999999731779099,780.4000091552734,255.0,246.0,False,-0.009588297005345667,-0.6395142952812809,0.00030502770857709753,True,8,False,8,140.0,False,,enpitsu,76561198039309853,24,2861.43994140625,-4070.199951171875,17.049999237060547,1172.699966430664,13208.1005859375,3.1999999284744263,-0.09999999776482582,-0.9000000357627869,2219.9000549316406,255.0,128.0,False,-0.01673564568532748,1.6048471935970419,9.657265788637465e-05,True,10,9,0.0,False,False,,games5425898691,bf81d8692db,18.0,2971.7900390625,-3859.610107421875,16.989999771118164,1200.4000091552734,14146.500244140625,2.199999988079071,-0.09999999776482582,1.4000000059604645,123.80000114440918,255.0,128.0,-0.009575014463484448,1.6398486037527904,-0.00016277352897434526,True,14,12,4,236.14627119033565,True,,
47,3225,92.0,False,False,1,4267.821675447504,3722.10009765625,1941.9599609375,148.49000549316406,-7911.5997314453125,26774.19921875,6697.5,-227.09999084472656,1537.7999877929688,-5795.10009765625,1.0,-1.0943647193702004,-1.7319534852437692,1.4945037906809868,76561198149179287,DANDK,5.0,3785.840087890625,1727.25,84.80999755859375,-11741.600341796875,17793.00048828125,1036.3999938964844,4419.200134277344,-3070.2999877929688,1137.2000122070312,255.0,255.0,False,-0.10422686814090049,1.1484117694854403,-0.9255931911961649,True,0.0,True,18,False,15,,76561198032526074,JayTea,7.0,1147.4100341796875,1384.6099853515625,16.989999771118164,-13171.400146484375,-2445.399932861328,4.600000083446503,-0.9000000357627869,0.19999999552965164,63.89999866485596,255.0,129.0,False,-0.009604778957599317,-0.18975769897702455,-7.767771441853557e-05,True,8,False,8,150.0,False,,enpitsu,76561198039309853,24,2569.3798828125,4643.0,17.059999465942383,-4014.5999145507812,1366.199951171875,1.4000000059604645,-1.1999999731779099,-2.0000000298023224,3316.300048828125,255.0,128.0,False,-0.01632761472652036,-1.5156010350020317,6.82262066797986e-05,True,12,12,255.0,False,False,,games5425898691,bf81d8692db,18.0,-687.3400268554688,4132.64013671875,17.010000228881836,4428.800048828125,18455.0,2.3000000417232513,-0.19999999552965164,0.09999999776482582,-1979.9000549316406,255.0,0.0,-0.00958076002487149,1.878545613830335,-3.618908300141116e-06,True,16,14,4,197.0,False,,
48,3277,94.0,False,False,1,1046.341750931077,1619.8299560546875,4384.419921875,288.9700012207031,-19798.900146484375,5158.699951171875,6757.19970703125,3135.4000854492188,-2796.300048828125,-3689.89990234375,1.0,-0.8349628791143159,-2.8339372999247128,1.5000554251149718,76561198149179287,DANDK,5.0,1693.1199951171875,4306.2001953125,168.25999450683594,-13102.19970703125,2753.900146484375,3806.7999267578125,-1243.7999725341797,-4132.200012207031,2976.300048828125,128.0,128.0,False,-0.12813000506194158,-0.2823659603486287,0.0665447632824337,True,31.0,False,20,4,16,,76561198032526074,JayTea,7.0,-203.50999450683594,2239.320068359375,16.989999771118164,9934.600219726562,2731.7999267578125,5.0,-0.29999999329447746,-0.19999999552965164,-2735.7000732421875,255.0,0.0,True,-0.009589456081498315,3.0057586575444795,-3.443494763829315e-05,True,8,False,8,150.0,False,,enpitsu,76561198039309853,24,1869.219970703125,4981.18994140625,134.05999755859375,-8797.19970703125,2005.0999450683594,-154.7000026702881,1819.9000549316406,-5158.900146484375,568.3000183105469,128.0,0.0,False,-0.48634471126820783,-1.460796926852312,-2.334959568161801,True,14,14,239.0,False,False,,games5425898691,bf81d8692db,18.0,1292.0,4555.7099609375,114.13999938964844,13645.30029296875,-9017.7001953125,2439.499969482422,-1090.2999877929688,-1687.4000549316406,-2232.5999450683594,255.0,0.0,0.3826738855046284,-2.100862689998351,0.07307060911088027,True,18,14,4,145.32824079708388,True,,
49,3367,98.0,False,False,0,9952.093004103323,3002.18994140625,-4016.8701171875,320.260009765625,27229.3994140625,-18166.99951171875,20024.3994140625,-5268.4002685546875,1108.7000274658203,2648.2998657226562,0.0,0.2629680250644041,-2.576214490831544,2.350022229956776,76561198039309853,enpitsu,24.0,2890.81005859375,-4011.260009765625,178.5500030517578,19515.30029296875,8899.89990234375,339.50000762939453,-2310.8999633789062,-837.7999877929688,2107.899932861328,128.0,128.0,,0.03419805403322302,0.5528024698225674,-0.11034013170308964,True,80.0,False,16,False,14,,bf81d8692db,games5425898691,18.0,1140.199951171875,-3969.989990234375,17.010000228881836,3505.5999755859375,-13228.399658203125,2.3000000417232513,-0.29999999329447746,1.2999999523162842,1886.6999816894531,255.0,255.0,,0.009575634122136892,-1.2856515672143143,0.0002492348624850324,True,16,4,18,151.0,False,,DANDK,76561198149179287,5,-1732.800048828125,-282.0899963378906,17.010000228881836,-13184.49951171875,2158.699951171875,2.0999999344348907,-0.7000000029802322,0.0,27.200000286102295,255.0,128.0,,0.009556976086010048,2.9834601202085276,-6.99246133840903e-05,False,20,16,31.0,False,4,,JayTea,76561198032526074,7.0,2947.43994140625,-3798.860107421875,188.99000549316406,6398.0999755859375,-21953.5009765625,2398.0999755859375,3751.7999267578125,-3470.4998779296875,2031.9000244140625,255.0,0.0,-0.27423506260902536,-1.0244999631469742,0.6148074613824018,True,10,9,False,47.0,False,,False
50,3478,102.0,False,False,1,6597.995226780393,310.54998779296875,-1431.969970703125,675.510009765625,-2796.7001342773438,19988.1005859375,-2760.1998901367188,-1748.5000610351562,-1173.3000183105469,-5618.3001708984375,1.0,-0.03306501247261416,2.4096460441163225,-1.1221536324796397,76561198149179287,DANDK,5.0,320.9100036621094,-1582.1600341796875,606.4500122070312,-20610.2001953125,830.0,1164.8999786376953,93.10000419616699,4770.7000732421875,-2735.1998901367188,255.0,128.0,True,0.26658788826674085,1.3103026499561192,2.311591326109097,True,100.17254167218363,True,22,6,16,,76561198032526074,JayTea,7.0,2869.780029296875,-4275.31005859375,17.010000228881836,5382.8997802734375,6150.5999755859375,2.5999999046325684,-1.8000000715255737,-1.8000000715255737,2023.800048828125,255.0,255.0,,-0.009517153260713349,2.314103559710458,0.0004257083020374695,True,False,False,False,85.0,False,,enpitsu,76561198039309853,24,-1349.52001953125,3836.909912109375,17.059999465942383,11655.999755859375,-7728.800048828125,1.899999976158142,0.7999999821186066,-0.5999999865889549,-2093.3999633789062,255.0,0.0,False,-0.01676395707128373,-2.506857885661116,-0.00011762447718259794,True,16,14,255.0,False,False,,games5425898691,bf81d8692db,18.0,336.2099914550781,-1270.780029296875,459.8599853515625,9686.199951171875,-20755.6005859375,1852.7999877929688,4744.200134277344,2724.2999267578125,565.6000137329102,255.0,97.0,0.6024394717729249,-2.0209016663791015,0.13746286157087292,True,20,17,4,0.0,False,,
51,3522,103.0,True,True,0,6595.319727207451,96.58999633789062,-1380.199951171875,308.95001220703125,-2175.500030517578,28280.6005859375,7948.599853515625,5559.2999267578125,1019.1000366210938,-2013.699951171875,0.0,-0.9736157549327781,2.3630432347605708,2.2135694770663226,76561198039309853,enpitsu,24.0,122.30999755859375,-1596.6700439453125,240.1999969482422,-9094.500122070312,20981.4990234375,2462.4000549316406,-1785.3999328613281,-161.90000534057617,-139.20000076293945,255.0,128.0,False,-0.6321375380549639,1.7182322550409634,0.13166815532245646,True,192.0,False,18,False,15,,bf81d8692db,games5425898691,18.0,-1904.31005859375,4596.02978515625,108.19999694824219,-9681.400146484375,19820.999755859375,-6511.300048828125,88.19999694824219,-2141.7999267578125,175.9000015258789,255.0,217.0,,0.31580980248043133,-3.0730512467830646,-1.385746082855458,True,18,4,20,0.0,False,,DANDK,76561198149179287,5,2879.070068359375,843.5,56.349998474121094,19536.300048828125,-5364.2999267578125,-8576.799926757812,-525.6999969482422,60.900001525878906,430.60001373291016,189.0,255.0,False,0.009054378541637933,-1.787582774415245,0.7850688323551734,True,22,16,70.0,False,6,,JayTea,76561198032526074,7.0,-2074.419921875,2681.929931640625,17.010000228881836,12920.799560546875,-9937.100219726562,2.199999988079071,-0.7000000029802322,0.5999999865889549,1692.7999877929688,255.0,243.0,0.0095801882744565,-0.6109594602047237,0.00011835538829239669,True,False,False,False,198.0,False,,False
52,3846,106.0,False,False,1,5135.95393732628,-35.41999816894531,89.20999908447266,94.41000366210938,-10145.0,28164.69970703125,799.1999816894531,-2912.2000122070312,-1484.6000671386719,-1335.2999877929688,1.0,-0.051560120393712466,0.04207186349305437,0.09603261540163283,76561198149179287,DANDK,5.0,54.08000183105469,-193.36000061035156,76.12999725341797,-9313.900146484375,20834.69970703125,2857.0001220703125,-342.5,-2166.0000610351562,3003.0999755859375,255.0,246.0,,-0.03421171394431494,1.1460228475605645,-0.020271266392344296,True,9.049987105913063,True,6,False,5,,76561198032526074,JayTea,7.0,3007.389892578125,-4204.7900390625,17.010000228881836,19416.700439453125,4819.5001220703125,2.3999999463558197,0.29999999329447746,-0.0,2386.199951171875,255.0,255.0,True,-0.009609047842366098,2.7996465316042642,0.00012071310515887231,True,False,False,False,255.0,False,,enpitsu,76561198039309853,24,-21.889999389648438,450.2799987792969,125.44999694824219,1220.999984741211,-22901.99951171875,288.4000015258789,5486.300048828125,386.50001525878906,9.100000262260437,255.0,128.0,,-1.4641341627363684,-1.6566942976325802,0.01559494160625042,True,2,1,31.0,False,False,,games5425898691,bf81d8692db,18.0,-2502.300048828125,3934.97998046875,17.010000228881836,-18308.499755859375,9610.800170898438,2.199999988079071,-1.0000000149011612,0.5000000074505806,1325.7000732421875,255.0,255.0,-0.009590392747863104,0.4659116342916462,0.0002029823450165346,True,False,False,False,0.0,False,,
53,3847,106.0,False,False,0,5429.6265002309265,91.77999877929688,-199.02000427246094,89.94000244140625,21888.00048828125,14513.299560546875,-8491.799926757812,-1732.7999877929688,-85.20000457763672,-5743.599853515625,0.0,0.11461254679378122,-0.20462278986898977,0.17981154676061792,76561198039309853,enpitsu,24.0,21.889999389648438,-450.2799987792969,125.44999694824219,-1220.999984741211,22901.99951171875,288.4000015258789,-5486.300048828125,-386.50001525878906,9.100000262260437,255.0,128.0,,1.4641341627363684,1.6566942976325802,0.01559494160625042,True,31.0,False,2,False,1,,bf81d8692db,games5425898691,18.0,2658.22998046875,-4006.780029296875,17.010000228881836,19030.6005859375,-7622.7001953125,2.3000000417232513,-1.0000000149011612,0.5999999865889549,1792.7000427246094,128.0,255.0,,0.009591794325551557,-0.3295893858333645,0.00016037840347564406,True,False,False,False,0.0,False,,DANDK,76561198149179287,5,14.649999618530273,35.54999923706055,97.41000366210938,8147.80029296875,-18874.300537109375,2270.2999877929688,-82.39999771118164,5466.500244140625,-600.099983215332,255.0,229.0,,0.1395685098181128,-1.2693650535987466,-0.5406931338841897,True,6,5,5.940206414909777,True,False,,JayTea,76561198032526074,7.0,-3164.1201171875,4154.52001953125,17.010000228881836,-18305.2001953125,-6862.80029296875,2.5,0.09999999776482582,0.0,2947.9000854492188,255.0,255.0,0.00959215777700298,-2.573279709627264,0.0001206522883478684,True,False,False,False,255.0,False,,True
54,3848,106.0,False,False,1,5060.413627982167,-139.80999755859375,186.72999572753906,101.0999984741211,-29263.798828125,20536.298828125,3484.5999145507812,2568.900146484375,-1868.6000061035156,5090.0,1.0,-0.23189561124261576,0.23476296228048793,0.011584928075465663,76561198149179287,DANDK,5.0,-14.649999618530273,-35.54999923706055,97.41000366210938,-8147.80029296875,18874.300537109375,2270.2999877929688,82.39999771118164,-5466.500244140625,-600.099983215332,255.0,229.0,,-0.1395685098181128,1.2693650535987466,-0.5406931338841897,True,2.7302883184084368,True,6,False,5,,76561198032526074,JayTea,7.0,3164.1201171875,-4154.52001953125,17.010000228881836,18305.2001953125,6862.80029296875,2.5,-0.09999999776482582,-0.0,2947.9000854492188,255.0,255.0,True,-0.00959215777700298,2.573279709627264,0.0001206522883478684,True,False,False,False,255.0,False,,enpitsu,76561198039309853,24,-7.659999847412109,258.5199890136719,128.55999755859375,2028.8999938964844,-17749.69970703125,838.6000061035156,4497.099914550781,213.70000839233398,-3158.9999389648438,255.0,128.0,,-1.096007815400052,1.5992896679687825,-2.9079214693573854,True,2,1,31.0,False,False,,games5425898691,bf81d8692db,18.0,-2658.22998046875,4006.780029296875,17.010000228881836,-19030.6005859375,7622.7001953125,2.3000000417232513,1.0000000149011612,-0.5999999865889549,1792.7000427246094,128.0,255.0,-0.009591794325551557,0.3295893858333645,0.00016037840347564406,True,False,False,False,0.0,False,,
55,4004,111.0,False,False,0,10247.62049014696,1118.6099853515625,-4907.64013671875,302.5299987792969,10070.800170898438,-20360.699462890625,6769.7998046875,-3751.4999389648438,-4675.899963378906,247.19999313354492,0.0,0.007255834842862069,2.7893884204977164,1.0012906680800424,bf81d8692db,games5425898691,18.0,1075.6700439453125,-4818.2900390625,173.77999877929688,10326.400146484375,-11543.800048828125,-1.5000000596046448,5082.60009765625,2101.6000366210938,-11.59999966621399,255.0,153.0,,0.04128676812576983,-0.8819361415485402,0.18231206616107445,True,128.504430314546,True,4,False,3,,76561198039309853,enpitsu,24.0,3617.47998046875,-2583.5,17.049999237060547,641.6999816894531,-15459.3994140625,2.5999999046325684,0.0,-0.19999999552965164,0.7999999821186066,255.0,128.0,,0.016781222748016442,-1.5291659548629768,-1.694034971553871e-05,True,4,False,4,31.0,False,,DANDK,76561198149179287,5,3688.699951171875,-228.52000427246094,16.950000762939453,-3209.2999267578125,-10214.099731445312,16.399999856948853,18.300000429153442,-25.199999809265137,1982.5999450683594,128.0,197.0,,0.008145493486031795,-1.8163435246004291,-0.0009589882652869896,True,8,8,255.0,False,False,,JayTea,76561198032526074,7.0,2125.909912109375,-1178.050048828125,17.020000457763672,12290.699462890625,-11323.499755859375,0.7999999821186066,-0.7000000029802322,0.5000000074505806,-112.79999732971191,255.0,128.0,0.009604060840792229,-0.7589576738652768,0.00012507565886757147,True,4,4,False,243.0,False,,
56,4045,113.0,False,False,1,3527.0623987796366,-2135.800048828125,3337.679931640625,189.86000061035156,20174.599609375,-9020.999755859375,-4431.9000244140625,-504.59999084472656,1248.3999633789062,-5846.9000244140625,1.0,0.23779529030680427,-0.5517592738600265,0.10946809642717392,76561198032526074,JayTea,7.0,-2320.64990234375,3361.719970703125,185.38999938964844,8695.30029296875,10973.699951171875,485.29998779296875,5470.999755859375,248.09999465942383,506.30001068115234,255.0,0.0,,0.08834873894345785,3.140624895757849,1.2966994316260558,True,208.0,False,6,False,5,,76561198149179287,DANDK,5.0,-3005.360107421875,1448.239990234375,17.0,8469.000244140625,8791.599731445312,3.3000001311302185,-0.29999999329447746,-0.3999999910593033,0.0,255.0,128.0,,-0.009559012842572684,2.3375193891421353,6.0546697535162456e-05,True,8,False,8,255.0,False,,enpitsu,76561198039309853,24,-2584.39990234375,3949.929931640625,46.11000061035156,15941.8994140625,-3207.3001098632812,3448.900146484375,-0.7000000029802322,-0.0,-91.70000076293945,255.0,255.0,,-0.016776673033416328,-2.9283834122311228,5.487478129411454e-05,True,6,4,0.0,False,False,,games5425898691,bf81d8692db,18.0,-2649.070068359375,4939.64013671875,17.889999389648438,-7419.5001220703125,-4154.800109863281,-1212.5,-888.8999938964844,565.6000137329102,3935.2999877929688,255.0,255.0,-0.03954066606938841,-0.9624323434716423,-0.013189971245397584,True,4,4,False,122.0,False,,
57,4117,116.0,False,False,1,3710.5757423439545,1964.47998046875,1586.5899658203125,107.47000122070312,19054.69970703125,19709.7998046875,7438.499755859375,4683.800048828125,1974.7000122070312,-3187.7999877929688,1.0,0.41280043779468084,-2.6862375247016077,2.952962892510654,76561198149179287,DANDK,5.0,1904.75,1440.1199951171875,15.529999732971191,11595.30029296875,16137.5,-196.39999389648438,634.7999954223633,-1199.8999786376953,4286.400146484375,128.0,229.0,False,0.02127293455098891,2.048438200448183,-0.019125309588501314,True,175.0,False,10,False,10,,76561198032526074,JayTea,7.0,-1109.1600341796875,2920.969970703125,93.9800033569336,-4067.0001220703125,-17240.6005859375,-154.7000026702881,3178.599853515625,-4462.300109863281,-483.3000183105469,128.0,128.0,False,0.786004916028911,-2.5340347349894543,-2.004739740029134,True,7,False,8,215.0,False,,enpitsu,76561198039309853,24,2996.080078125,4064.449951171875,17.049999237060547,21497.39990234375,-1533.8999938964844,3.1999999284744263,0.5000000074505806,0.09999999776482582,-2103.300018310547,255.0,0.0,False,-0.01675887672514143,-3.003470656325508,-0.0003102187474102394,True,6,6,255.0,False,False,,games5425898691,bf81d8692db,18.0,434.2699890136719,4237.91015625,17.010000228881836,15840.30029296875,1386.3999938964844,2.0000000298023224,-0.0,-0.0,0.0,255.0,128.0,-0.00958527676497638,3.054292013573209,-7.930623109193907e-06,True,4,4,False,98.0,False,,
58,4181,118.0,False,False,0,10307.424315619981,-2574.739990234375,-5029.7998046875,176.9199981689453,-15781.500244140625,-7334.1998291015625,5338.0999755859375,-3999.8001098632812,-373.4000015258789,-4456.600036621094,0.0,0.23813093090441373,1.4365691385879436,3.1269896414633322,bf81d8692db,games5425898691,18.0,-2440.489990234375,-4927.5,126.7300033569336,-1122.5,-9317.999877929688,-332.09999084472656,1838.9999389648438,5056.300048828125,-1140.6999969482422,255.0,211.0,,0.04189564700333998,-1.9695350626449566,-2.566947247246117,True,47.985333347833276,True,6,False,5,,76561198039309853,enpitsu,24.0,-1300.2099609375,-3888.68994140625,17.049999237060547,8001.7999267578125,-15865.999755859375,2.5,-0.09999999776482582,0.5000000074505806,-5.400000214576721,255.0,0.0,True,0.0168497550265228,-1.1043567176687783,4.2429416154579076e-05,True,6,False,6,176.0,False,,DANDK,76561198149179287,5,-3041.760009765625,-4104.14013671875,17.010000228881836,-12854.89990234375,-1481.9000244140625,2.3000000417232513,0.0,0.0,-2298.0999755859375,255.0,0.0,False,0.00956782208996609,-3.094086311026714,-4.733771315396941e-06,True,10,10,155.0,False,False,,JayTea,76561198032526074,7.0,-52.029998779296875,-1633.4599609375,17.020000457763672,-4829.4000244140625,-11463.499755859375,0.7000000029802322,-0.09999999776482582,-0.5000000074505806,277.7000045776367,255.0,130.0,0.00955607525487342,-1.9432034516724652,-0.00016986929942196038,True,8,8,False,215.0,False,,False
