,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect
0,170,0,False,False,0,5297.985205665567,56.54999923706055,-71.6500015258789,106.20999908447266,5956.5997314453125,22028.89892578125,4552.60009765625,3249.2001342773438,1262.9000091552734,-4883.299865722656,0.0,0.06526728777221846,-0.23191385010212393,0.10673201587099837,76561198141839918,BurakYılmaz,21.0,91.30999755859375,-287.5299987792969,92.19999694824219,-8407.39990234375,18473.399658203125,1362.5,-3898.2998657226562,1655.8999633789062,-3508.599853515625,255.0,0.0,True,1.2090831673218045,2.8441092013423397,2.0907219439193954,True,4,0.0,False,False,3,,76561198168006525,123,15.0,2896.10009765625,-3956.3798828125,17.010000228881836,17305.899658203125,-6263.800048828125,2.3000000417232513,-1.0000000149011612,0.29999999329447746,1723.9999389648438,255.0,255.0,,0.009586772776003944,-0.3063134403091186,0.0001850414885672881,True,False,False,False,255.0,False,,enpitsu,76561198039309853,26.0,-100.38999938964844,143.25,99.62000274658203,10164.000244140625,-20510.2001953125,2141.7999267578125,5184.0997314453125,-1381.1000061035156,-1211.2999725341797,255.0,128.0,,0.5788892871845298,-0.9786463816491328,0.41905175470380623,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,24.0,-2794.85009765625,4139.64990234375,17.010000228881836,-17304.49951171875,-1308.8999938964844,2.3000000417232513,0.29999999329447746,0.0,1956.4999389648438,255.0,255.0,,0.009597943383696081,-2.997267466544665,3.934130103465367e-05,True,255.0,False,False,False,False,
1,171,0,False,False,1,5182.998256554465,-87.08999633789062,51.09000015258789,122.5199966430664,-15890.30029296875,-15107.19970703125,3199.7000122070312,-718.0000305175781,-994.7000122070312,-5873.2000732421875,1.0,-0.1259138253145685,0.389642732403519,0.002962178017831085,76561198039309853,enpitsu,26.0,43.4900016784668,-34.04999923706055,111.51000213623047,-7927.8997802734375,11401.800537109375,1120.8000183105469,-479.39998626708984,-1047.2000122070312,5377.9998779296875,255.0,128.0,,-0.9426261471946662,0.27231145434419635,0.7108184204851529,True,2,0.0,False,False,1,,bf81d8692db,games5425898691,24.0,2908.3798828125,-4122.669921875,17.010000228881836,16775.10009765625,3503.900146484375,2.3000000417232513,-0.29999999329447746,-0.0,1971.199951171875,255.0,255.0,,-0.009575163950491941,2.8662809949240384,3.568452762796228e-05,True,False,False,False,255.0,False,310.0,123,76561198168006525,15.0,-3042.72998046875,3997.97998046875,17.010000228881836,-17793.00048828125,3874.89990234375,2.3000000417232513,0.29999999329447746,-0.09999999776482582,1935.3999328613281,255.0,255.0,True,-0.009588532916093769,0.15293698912940684,8.2352313970487e-05,True,255.0,False,False,False,False,50.0,BurakYılmaz,76561198141839918,21.0,-36.65999984741211,178.39999389648438,101.05999755859375,3380.7998657226562,-6439.7998046875,1729.6000671386719,379.50000762939453,-1431.6999816894531,-5296.7999267578125,255.0,0.0,True,-1.0095257451505466,-2.8670860368317705,3.1085172070280453,True,0.0,False,3,False,4,
2,248,2,False,False,0,6756.767739127671,3602.239990234375,98.19999694824219,1229.8499755859375,-9605.10009765625,10371.8994140625,5197.7001953125,3132.9000854492188,4481.600036621094,-2469.7000122070312,0.0,0.33265436011751554,-3.137182124966201,0.16521604208198432,76561198168006525,123,15.0,3738.330078125,-65.87000274658203,1186.9100341796875,-11340.6005859375,12132.39990234375,279.7999954223633,4547.5,-2687.7999877929688,1531.3999938964844,255.0,255.0,False,0.3883933668075796,2.6447228041556268,-1.6349837942524665,True,4,157.3061247179585,True,False,3,,76561198141839918,BurakYılmaz,21.0,873.6500244140625,-199.33999633789062,17.010000228881836,7997.39990234375,-8445.30029296875,2.0999999344348907,-0.5999999865889549,0.9000000357627869,-60.0,255.0,128.0,False,0.009535469582734822,-0.8214100863626026,0.00010182972304028412,True,4,False,4,0.0,False,,enpitsu,76561198039309853,26.0,1606.75,849.010009765625,17.059999465942383,10053.300170898438,7589.69970703125,1.1999999731779099,-0.5999999865889549,-0.3999999910593033,-18.700000047683716,255.0,128.0,,0.01672564288160475,0.6442021809740979,7.069272952943981e-05,True,31.0,False,2,False,2,,games5425898691,bf81d8692db,24.0,-1238.1800537109375,3986.780029296875,17.010000228881836,7928.599853515625,13694.49951171875,2.3000000417232513,0.3999999910593033,0.9000000357627869,-1951.3999938964844,255.0,0.0,,0.009583340132154214,0.9893149941663018,-9.617614494237101e-05,True,210.0,False,False,False,False,
3,308,5,False,True,0,3760.201967547988,1573.030029296875,2303.97998046875,820.0,-7827.0001220703125,16333.399658203125,-2533.2000732421875,-1078.6000061035156,1515.3999328613281,-559.1999816894531,0.0,-0.03403333687115408,2.9239905817407306,-0.005460311227162372,76561198168006525,123,15.0,1615.6700439453125,2135.550048828125,685.1699829101562,-10747.7001953125,11673.599853515625,-2103.699951171875,88.59999656677246,1231.9999694824219,-218.09999465942383,255.0,255.0,,-1.1986571130336303,2.8748861841374613,1.830161271859731,True,4,67.0,False,False,4,,76561198141839918,BurakYılmaz,21.0,3022.330078125,-1879.199951171875,17.010000228881836,13039.599609375,1158.7999725341797,2.3999999463558197,0.5000000074505806,0.0,2526.7999267578125,255.0,255.0,True,0.00956638871500675,0.1766152052382315,4.0015805985055724e-05,True,4,False,4,31.0,False,,enpitsu,76561198039309853,26.0,1735.9000244140625,2911.330078125,17.059999465942383,-7987.5,6157.9998779296875,-2.8999999165534973,-2.0000000298023224,1.899999976158142,-2264.2999267578125,255.0,128.0,,0.0167089440778067,2.464172378071492,-0.00012645840969228615,True,29.673488145233485,True,2,False,2,,games5425898691,bf81d8692db,24.0,948.9199829101562,3036.110107421875,391.75,11705.6005859375,-14020.2001953125,4024.89990234375,920.8999633789062,713.6000061035156,-494.70001220703125,255.0,128.0,,-0.6270826403066789,-0.5985152426045811,-0.1951817815556382,True,171.08448161873767,True,False,False,4,
4,339,6,False,False,1,9342.793246918283,-687.0499877929688,-4067.699951171875,166.69000244140625,12632.2998046875,3144.5001220703125,4451.300048828125,1919.4999694824219,-3419.7000122070312,963.3000183105469,1.0,0.15170412885907658,-1.581164782825421,2.1217389091115457,76561198039309853,enpitsu,26.0,-788.5800170898438,-4162.39990234375,46.2599983215332,11755.400390625,-3894.5999145507812,3470.2999877929688,12.599999904632568,-2.0000000298023224,2497.7000427246094,128.0,255.0,,-0.017038798921173118,-2.989023176339461,0.0004344847838620511,True,4,0.0,False,False,3,,bf81d8692db,games5425898691,24.0,-2598.5,-1229.27001953125,483.3299865722656,-15490.899658203125,16766.600341796875,-1607.7000427246094,-1402.8999328613281,-2375.5999755859375,-278.50000381469727,255.0,128.0,,1.0267891705807424,0.3653957846834037,-0.4892044638761042,True,4,False,4,131.0,False,,123,76561198168006525,15.0,-349.4700012207031,-3494.929931640625,14.800000190734863,8473.499755859375,-12945.400390625,397.79998779296875,263.99999618530273,-403.80001068115234,90.69999694824219,221.0,128.0,,-0.008614549078619355,-2.1558609786954777,-0.02280819695702047,True,67.0,False,4,False,4,,BurakYılmaz,76561198141839918,21.0,-3553.0400390625,699.0800170898438,17.010000228881836,-2016.199951171875,-16251.700439453125,1.4000000059604645,-0.0,-0.5999999865889549,0.0,255.0,128.0,False,-0.009582492093774155,-1.447364348572429,-4.942306098762261e-05,True,0.0,False,4,False,4,
5,402,8,False,False,0,1967.3838821295371,-1887.469970703125,3440.7099609375,143.91000366210938,-13885.699462890625,-3476.199951171875,1309.4999694824219,-2665.4000854492188,-210.79999923706055,692.7999877929688,0.0,0.7010878805137365,1.6197271816922059,-1.6228059730338436,76561198168006525,123,15.0,-1743.6800537109375,3475.280029296875,17.020000457763672,-11596.700439453125,-6133.699951171875,0.7000000029802322,-0.3999999910593033,-0.5000000074505806,0.7999999821186066,228.0,128.0,,0.009547569483178368,-2.6548952184784222,-5.874077972033494e-05,True,4,67.0,False,False,4,,76561198141839918,BurakYılmaz,21.0,313.4800109863281,-141.52999877929688,17.010000228881836,-20513.40087890625,-77.69999980926514,2.0000000298023224,0.9000000357627869,-0.19999999552965164,-147.39999771118164,255.0,128.0,False,0.009576954726383112,3.1277122075909936,0.00013314678889454244,True,4,False,4,216.0,False,,enpitsu,76561198039309853,26.0,-1455.25,4449.14990234375,17.059999465942383,-12407.80029296875,-0.7000000029802322,1.2999999523162842,-0.5000000074505806,-0.29999999329447746,0.19999999552965164,255.0,128.0,,0.01668638643675049,-3.141468965446888,-4.752287915598215e-05,True,0.0,False,4,False,4,,games5425898691,bf81d8692db,24.0,3762.5,425.7900085449219,16.780000686645508,-5149.0997314453125,15478.199462890625,37.5,16.00000023841858,-81.40000343322754,-0.29999999329447746,255.0,128.0,,0.008779671298297514,1.8923686863966072,0.005674991463146598,True,36.9574450215986,True,4,False,4,
6,418,9,False,False,0,2613.9476849788834,-2691.1201171875,3239.929931640625,108.94000244140625,-16349.599609375,-2601.6000366210938,-970.1000213623047,-2730.0,-553.1999969482422,678.7999725341797,0.0,0.8636836185756293,-1.4994537761953495,1.1716437619248188,76561198168006525,123,15.0,-2486.89990234375,3222.389892578125,17.0,-14407.39990234375,-4160.199890136719,3.0000001192092896,0.0,0.0,74.40000057220459,255.0,128.0,,0.009584209924801834,-2.852931368861963,-4.0763529369213974e-05,True,4,53.0,False,False,4,,76561198141839918,BurakYılmaz,21.0,-882.4400024414062,-117.33000183105469,17.010000228881836,-20500.70068359375,475.0,2.0000000298023224,0.5999999865889549,-0.19999999552965164,-0.09999999776482582,255.0,128.0,False,0.009577095478850625,3.118399736319777,5.618563198609667e-05,True,4,False,4,246.0,False,,enpitsu,76561198039309853,26.0,-2221.47998046875,4420.8798828125,17.059999465942383,-13480.999755859375,-2421.300048828125,1.1999999731779099,-0.19999999552965164,0.19999999552965164,287.00000762939453,255.0,128.0,,0.016778411425851826,-2.937963886599178,-0.00015670800272099368,True,0.0,False,4,False,4,,games5425898691,bf81d8692db,24.0,3452.25,1498.8199462890625,16.989999771118164,-3385.2999877929688,20971.69921875,4.4999998807907104,-0.29999999329447746,3.4999999403953552,-907.3999786376953,255.0,113.0,,0.009604276575950074,1.693089976788641,-6.17116233958638e-05,False,0.0,False,4,False,4,
7,456,10,False,False,0,3719.337148782046,-3998.25,3088.2900390625,549.1799926757812,5030.5999755859375,7337.60009765625,10747.60009765625,810.2999877929688,-1382.2000122070312,-3276.7001342773438,0.0,0.18169634599940207,-0.5039299723498532,1.124388937027376,76561198168006525,123,15.0,-4080.510009765625,2950.77001953125,377.1600036621094,283.50000381469727,6202.19970703125,11540.400390625,-153.1999969482422,-264.3000030517578,0.0,255.0,128.0,,-1.0738116884255493,1.5591927774905179,1.5929628824239797,True,4,30.0,False,False,4,,76561198141839918,BurakYılmaz,21.0,-3368.969970703125,-143.82000732421875,17.010000228881836,-8323.599853515625,4308.500061035156,2.3999999463558197,-1.0999999940395355,1.0000000149011612,-2106.1000061035156,128.0,0.0,False,0.009680350049282213,2.638991579232268,-0.00015148381722590525,True,4,False,4,236.0,False,,enpitsu,76561198039309853,26.0,-2787.590087890625,4297.81982421875,17.059999465942383,6788.699951171875,1525.5999755859375,1.1999999731779099,-0.29999999329447746,0.5999999865889549,0.0,0.0,128.0,,0.016965021309647714,-2.9205247487106116,-2.233843976451408e-05,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,24.0,3014.239990234375,4295.91015625,16.989999771118164,-12431.400146484375,16035.30029296875,4.600000083446503,-0.3999999910593033,0.29999999329447746,1097.2000122070312,255.0,204.0,,0.009596562390744006,2.2876782480885796,-0.00012817949297293024,True,255.0,False,4,False,4,
8,527,13,False,False,0,1852.6069919114925,-2730.830078125,4883.97021484375,1097.8900146484375,6802.2998046875,216.70000076293945,-4472.900085449219,-782.6000213623047,-1354.4999694824219,-2101.4999389648438,0.0,0.9114453144940655,-3.138880130680076,1.9518281129596171,76561198168006525,123,15.0,-2815.449951171875,5030.419921875,1022.4099731445312,5990.3997802734375,1459.7000122070312,-4189.599914550781,5273.699951171875,-1000.1999664306641,1198.6000061035156,243.0,128.0,,0.12106996271551167,-1.0665673297173106,0.37680928383651535,True,6,0.0,False,False,4,,76561198141839918,BurakYılmaz,22.0,-2113.0,1638.1600341796875,17.010000228881836,3867.5,5111.7999267578125,2.0999999344348907,0.29999999329447746,0.7000000029802322,0.0,128.0,128.0,False,0.009633528262583138,0.9231299150137064,-7.072924116755211e-05,True,4,False,4,236.0,False,,enpitsu,76561198039309853,26.0,-1094.6199951171875,4927.14990234375,17.059999465942383,-946.9999694824219,-417.00000762939453,1.1999999731779099,-0.19999999552965164,1.4000000059604645,0.0,255.0,128.0,,0.016649652466391735,-2.7267864561229627,2.4863128935601225e-05,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,24.0,648.3300170898438,4972.31982421875,16.989999771118164,-10213.400268554688,1667.1000671386719,4.600000083446503,4.1999998688697815,-0.5000000074505806,981.9999694824219,255.0,128.0,,0.009541017471608784,3.0307838892849186,-0.00011311730071247186,True,255.0,False,4,False,4,
9,559,14,False,False,1,10085.434911208726,2087.4599609375,-4874.81005859375,219.67999267578125,21013.9990234375,6912.8997802734375,3086.400146484375,-1403.8999938964844,-758.0999755859375,2248.8999938964844,1.0,-0.7126667286968961,1.2158742480832316,0.0029612632645811036,76561198039309853,enpitsu,26.0,1951.739990234375,-4941.64013671875,109.62000274658203,11536.400146484375,-1583.5000610351562,-31.400001049041748,-2353.6000061035156,1941.7999267578125,2363.800048828125,255.0,255.0,,-0.7208344030003043,-2.514853569098393,-0.7753027129152696,True,6,246.0,False,False,5,,bf81d8692db,games5425898691,24.0,-420.5299987792969,-4994.490234375,16.989999771118164,291.9000053405762,-20.09999990463257,4.600000083446503,0.19999999552965164,0.9000000357627869,0.0,255.0,,,-0.009310763136318647,-3.073361045532227,-2.0879974889027962e-05,True,4,False,4,255.0,False,,123,76561198168006525,15.0,2267.010009765625,-5041.2998046875,303.4599914550781,-4085.1998901367188,1866.0000610351562,-162.80000686645508,3575.1998901367188,976.5000152587891,4063.699951171875,232.0,128.0,,-0.6662445998223396,-0.16316748287419253,-1.1744240191293525,True,,False,8,False,5,,BurakYılmaz,76561198141839918,22.0,2409.530029296875,-2111.75,17.010000228881836,8784.500122070312,2634.2999267578125,-0.29999999329447746,-4.900000095367432,-1.5999999642372131,1196.2000274658203,255.0,128.0,,-0.009525865905982932,2.7794177349694644,-0.00023578382694169854,True,226.48453345093677,True,4,False,4,
