,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_jump_active,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,170,0,False,False,0,5235.064034655188,45.2599983215332,-9.75,119.30999755859375,12211.8994140625,518.8000106811523,5803.599853515625,5720.0,-1379.1999816894531,-1174.000015258789,0.0,-0.06925552200346581,-0.015083412813278652,-0.05232663672215852,76561198068239314,AlpHalXst,7.0,-54.93000030517578,-141.74000549316406,87.91000366210938,4954.100036621094,2207.899932861328,2552.100067138672,-2607.6998901367188,3049.2999267578125,-3761.7999267578125,255.0,121.0,,0.6597042205885918,1.0602395455736124,-0.02150720908345744,4,True,0.0,False,3,False,,76561198086461582,Skadoosh,7.0,-62.709999084472656,-2482.159912109375,16.940000534057617,-1283.5000610351562,13515.30029296875,21.90000057220459,9.200000166893005,-1.899999976158142,194.50000762939453,255.0,137.0,,0.010083533117468742,1.669251069490156,0.00014540926389858413,True,4,4,146.0,False,False,,enpitsu,76561198039309853,24,52.18000030517578,131.8800048828125,120.69000244140625,-6209.89990234375,-10194.500122070312,2682.5,5052.5,-181.70000076293945,2165.2999877929688,255.0,255.0,,0.9390955439742741,-2.402396196180994,-0.7054472926921987,True,1,0.0,False,2,False,,games5425898691,bf81d8692db,19.0,-2281.64990234375,3667.510009765625,17.010000228881836,-17793.699951171875,10936.400146484375,2.5999999046325684,0.3999999910593033,0.0,-48.60000133514404,255.0,128.0,,0.009607538104597121,2.5844446304752693,6.33168926704715e-05,True,False,False,False,0.0,False,
1,171,0,False,False,1,5201.530259642274,-79.0199966430664,30.670000076293945,131.8800048828125,-9929.500122070312,11772.80029296875,3001.4999389648438,689.1999816894531,890.5000305175781,5893.3001708984375,1.0,0.10515811275555519,-0.15099048873087306,-0.026701364219162107,76561198039309853,enpitsu,24.0,-52.18000030517578,-131.8800048828125,120.69000244140625,6209.89990234375,10194.500122070312,2682.5,-5052.5,181.70000076293945,2165.2999877929688,255.0,255.0,,-0.9390955439742741,2.402396196180994,-0.7054472926921987,2,True,0.0,False,1,False,,bf81d8692db,games5425898691,19.0,2459.080078125,-3777.669921875,17.010000228881836,17716.300048828125,-11059.200439453125,2.5999999046325684,-0.3999999910593033,-0.0,-10.90000033378601,255.0,128.0,,-0.009607606237334353,-2.5820875184683105,5.199364601455486e-05,True,False,False,0.0,False,False,,Skadoosh,76561198086461582,7,74.43000030517578,2368.8701171875,17.010000228881836,1509.2999267578125,-13654.300537109375,3.4999999403953552,-2.199999988079071,0.29999999329447746,200.59999465942383,255.0,137.0,,-0.009703608450442058,-1.685817863167523,3.137609265874966e-05,True,4,146.0,False,4,False,,AlpHalXst,76561198068239314,7.0,54.93000030517578,141.74000549316406,87.91000366210938,-4954.100036621094,-2207.899932861328,2552.100067138672,2607.6998901367188,-3049.2999267578125,-3761.7999267578125,255.0,121.0,,-0.6597042205885918,-1.0602395455736124,-0.02150720908345744,True,3,False,4,0.0,False,
2,173,0,False,False,0,5342.338547256862,157.82000732421875,-97.37000274658203,151.47999572753906,17601.099853515625,-6088.800048828125,3479.89990234375,1876.9000244140625,-1539.4999694824219,-309.6999931335449,0.0,-0.18653538126035257,0.3887716827181039,-0.03573852622877464,76561198068239314,AlpHalXst,7.0,-5.300000190734863,-128.69000244140625,104.12999725341797,5014.599914550781,851.2999725341797,163.99999618530273,-3302.3001098632812,3518.699951171875,-2638.699951171875,255.0,120.0,,1.333769144546978,0.9320786368543336,0.11635520003033689,4,True,0.0,False,3,False,,76561198086461582,Skadoosh,7.0,-85.2300033569336,-2277.469970703125,17.010000228881836,-1702.7000427246094,13751.500244140625,2.7000001072883606,0.7999999821186066,0.0,201.20000839233398,255.0,137.0,,0.009631938329611938,1.6992330306371066,1.5429232379563787e-05,True,4,4,146.0,False,False,,enpitsu,76561198039309853,24,24.600000381469727,97.08000183105469,137.58999633789062,-2901.199951171875,-4137.5,426.6999816894531,4739.89990234375,89.49999809265137,2788.3999633789062,255.0,255.0,,1.1654469820121354,2.8144274080022167,-2.17768705678146,True,1,0.0,False,2,False,,games5425898691,bf81d8692db,19.0,-2577.300048828125,3851.199951171875,17.010000228881836,-17803.1005859375,10903.1005859375,2.5999999046325684,-2.0999999344348907,1.5000000596046448,509.39998626708984,255.0,235.0,,0.009607288985401924,2.5907825117142913,9.376259678804704e-05,True,False,False,False,0.0,False,
3,266,3,False,False,0,8345.74878279886,3892.52001953125,-1695.3199462890625,573.8599853515625,-15425.6005859375,4990.7000732421875,6770.999755859375,483.6000061035156,-1854.4999694824219,5685.5999755859375,0.0,0.6230120035465788,-1.6756508488841366,2.377740763017608,76561198086461582,Skadoosh,6.0,4048.739990234375,-1741.2900390625,490.6499938964844,-3440.4998779296875,14509.3994140625,10784.89990234375,368.4000015258789,1121.8000030517578,690.9999847412109,255.0,255.0,True,-0.5888492742713732,1.554101354931608,-1.5656076670032857,5,True,54.0,False,4,False,,76561198068239314,AlpHalXst,7.0,3437.219970703125,65.33999633789062,17.010000228881836,12541.300048828125,-6118.499755859375,2.8999999165534973,0.3999999910593033,-0.19999999552965164,-2173.2000732421875,255.0,0.0,,0.009581966642679624,-0.5192276346591509,-4.995224167961346e-05,True,4,4,255.0,False,False,,enpitsu,76561198039309853,24,-2481.3798828125,-486.55999755859375,81.58000183105469,-16321.500244140625,4347.699890136719,-911.9000244140625,-1128.7000274658203,-3749.2999267578125,-6.299999952316284,128.0,128.0,,-0.9582372823470241,2.8516544819261003,-0.003022475642128221,True,4,0.0,False,4,False,,games5425898691,bf81d8692db,19.0,-215.19000244140625,3382.02001953125,17.030000686645508,17571.800537109375,14212.900390625,0.0,0.3999999910593033,0.09999999776482582,3.8999998569488525,255.0,128.0,,0.009603907114433197,0.6806408612220638,-5.027907980307088e-05,True,False,False,False,198.0,False,
4,348,6,False,False,1,4811.562433990991,344.1400146484375,360.19000244140625,287.6700134277344,-13972.2998046875,21711.0009765625,13070.400390625,1776.9999694824219,5721.9000244140625,-317.8000068664551,1.0,-0.968544740395258,-1.3923082087606284,0.3514488655129474,76561198039309853,enpitsu,24.0,488.2099914550781,198.1699981689453,183.50999450683594,-19566.700439453125,11627.19970703125,2966.6000366210938,425.40000915527344,712.6999664306641,-8.799999952316284,128.0,128.0,False,0.4314862501499587,0.5439934495683906,0.0011936572377540542,6,True,170.0,False,4,False,,bf81d8692db,games5425898691,19.0,255.5399932861328,-1810.449951171875,17.030000686645508,20919.599609375,4370.5999755859375,0.29999999329447746,-0.5000000074505806,-0.0,1579.4999694824219,255.0,255.0,,-0.009585311910342996,2.90225959601221,0.00022339082181662746,True,False,False,172.0,False,False,,Skadoosh,76561198086461582,6,-2717.820068359375,-2318.0,493.67999267578125,4801.700134277344,-11809.200439453125,-12746.500244140625,432.79998779296875,-357.99999237060547,-189.0999984741211,255.0,142.0,False,0.8499103388098597,-1.2721494804701892,0.45265382745416244,False,4,0.0,False,6,False,,AlpHalXst,76561198068239314,7.0,-2540.43994140625,4099.240234375,17.010000228881836,7052.8997802734375,15590.899658203125,2.800000011920929,0.29999999329447746,0.7000000029802322,-1681.9999694824219,255.0,0.0,,-0.009594566806279563,2.030263040217572,-0.000183128127170916,True,4,False,4,228.0,False,
5,455,10,False,False,1,5231.891038565397,-3992.889892578125,3276.820068359375,225.08999633789062,11963.199462890625,15738.299560546875,5635.999755859375,-3418.0999755859375,-756.1000061035156,4872.799987792969,1.0,0.09410744808150728,2.442384513274074,-0.653721618585622,bf81d8692db,games5425898691,20.0,-3937.590087890625,3004.169921875,190.35000610351562,-18849.89990234375,9015.499877929688,-79.29999828338623,-4414.800109863281,-3072.5,1148.1999969482422,255.0,29.0,,-0.382162214982641,0.8885250866325816,0.2101862576320105,4,True,153.05820225131126,True,3,False,,76561198039309853,enpitsu,24.0,-3689.919921875,2906.169921875,46.150001525878906,-11042.80029296875,-9339.199829101562,3458.800048828125,310.10000228881836,-278.1999969482422,900.2999877929688,255.0,0.0,False,-0.02543583390909821,-0.8172523606244207,-0.0015145806089022266,True,8,5,39.0,False,False,,Skadoosh,76561198086461582,6,-2715.989990234375,-158.13999938964844,88.54000091552734,7060.2001953125,20798.1005859375,-302.90000915527344,-4944.2999267578125,-2375.0,-402.79998779296875,253.0,254.0,True,0.41839905700740304,2.4460268962587555,0.9270765524945891,True,6,200.0,False,8,False,,AlpHalXst,76561198068239314,7.0,-3095.800048828125,3200.580078125,222.6999969482422,-20916.4990234375,-6768.2000732421875,1262.9000091552734,-247.19999313354492,174.20000076293945,-983.1999969482422,255.0,128.0,False,0.2968244428828129,0.746756170145968,0.25268581870139545,True,4,False,6,112.21652483683759,True,
6,514,12,False,False,0,9762.17130666086,1672.1199951171875,-4278.31982421875,113.80000305175781,21720.50048828125,-18529.7998046875,5710.10009765625,-1175.199966430664,-1452.5,5701.5997314453125,0.0,0.13824579714029686,-2.1416696553833403,-0.6966552057558967,76561198086461582,Skadoosh,6.0,1489.199951171875,-4105.58984375,73.93000030517578,7055.4998779296875,-21636.69921875,3128.699951171875,-1971.1000061035156,1304.4999694824219,35.79999923706055,235.0,214.0,True,-0.08103791856260578,-1.241586498809941,-0.0797978675268084,10,True,173.0,False,6,False,,76561198068239314,AlpHalXst,7.0,3131.659912109375,-4164.43994140625,16.989999771118164,-14701.400146484375,-12149.69970703125,5.0,-0.19999999552965164,-0.3999999910593033,8.500000238418579,255.0,130.0,False,0.009580881762171058,-2.45114523825761,-3.444727896911841e-05,True,6,4,255.0,False,False,,enpitsu,76561198039309853,24,3837.85009765625,-1709.2900390625,18.579999923706055,-127.20000267028809,11149.300537109375,-8.199999928474426,-0.9000000357627869,27.699999809265137,20.999999046325684,255.0,128.0,False,0.018472481095334402,1.5830991796608551,-0.04889043269035708,True,6,8.205058033748342,True,8,False,,games5425898691,bf81d8692db,19.0,3363.320068359375,-3873.6298828125,183.8000030517578,-5798.599853515625,-7864.7998046875,-7302.60009765625,-527.400016784668,364.1999816894531,283.6000061035156,255.0,128.0,,-0.03918800327578792,-2.1577861406690797,0.867921493489283,True,4,False,4,103.01548383569201,True,
7,603,15,False,False,0,8589.037509278407,3881.800048828125,-1997.52001953125,164.60000610351562,-5080.7000732421875,16912.099609375,6105.999755859375,1779.4999694824219,-5312.7001953125,-2146.6000366210938,0.0,-1.0916880926885948,2.8256086837030554,-1.5894638630725058,76561198086461582,Skadoosh,6.0,3880.260009765625,-2108.2099609375,21.559999465942383,14519.200439453125,15511.600341796875,1704.4000244140625,317.90000915527344,-4685.400085449219,-1879.2999267578125,225.0,0.0,,-0.11015815265244958,0.733106863821468,-0.0892279387840381,10,True,98.0,False,6,False,,76561198068239314,AlpHalXst,7.0,964.4199829101562,-3745.989990234375,17.010000228881836,-4646.300048828125,12688.00048828125,2.7000001072883606,-0.5000000074505806,0.19999999552965164,0.0,255.0,128.0,,0.009537102734631509,1.9218396341774533,-3.6536847646391754e-05,True,6,4,255.0,False,False,,enpitsu,76561198039309853,24,3580.570068359375,332.0400085449219,17.049999237060547,320.8000183105469,-7300.2001953125,3.8999998569488525,0.09999999776482582,0.7000000029802322,2102.100067138672,128.0,255.0,False,0.01663842797013084,-1.5491140106216825,0.00022617197699649285,True,6,0.0,False,8,False,,games5425898691,bf81d8692db,19.0,-475.2099914550781,-1720.22998046875,66.77999877929688,-4576.700134277344,22350.50048828125,2891.400146484375,-4652.5,325.99998474121094,-1909.7000122070312,255.0,114.0,,0.11928635549218893,1.5884438250488784,0.002467838728026103,True,7,False,8,108.0,False,
8,657,17,False,False,0,5428.712390507352,2879.02001953125,1238.699951171875,103.4800033569336,-26350.6005859375,23546.99951171875,186.39999389648438,-31.400001049041748,-3366.099853515625,-4966.600036621094,0.0,-1.1787159785292194,1.0584868804376502,0.47759957713560935,76561198086461582,Skadoosh,6.0,3026.469970703125,1142.0400390625,41.599998474121094,-20026.099853515625,5909.89990234375,2685.8999633789062,-2923.5000610351562,1780.8999633789062,-4166.600036621094,255.0,84.0,,-0.00656838658707352,2.785332153488386,0.0661232387452124,12,True,11.0,False,6,False,,76561198068239314,AlpHalXst,7.0,532.72998046875,-996.1500244140625,17.010000228881836,-4010.4000854492188,13405.30029296875,2.8999999165534973,0.29999999329447746,-1.2999999523162842,2078.2000732421875,255.0,255.0,,0.00956944939930047,1.912809653595288,0.00013507987457282703,True,6,4,255.0,False,False,,enpitsu,76561198039309853,24,3203.300048828125,180.97000122070312,17.049999237060547,-10985.10009765625,1411.9000244140625,-0.29999999329447746,-0.19999999552965164,-0.09999999776482582,-2384.2999267578125,255.0,0.0,False,0.016694675971894994,2.9660564855938985,-2.30411219222238e-05,True,6,173.5879313817589,True,8,False,,games5425898691,bf81d8692db,19.0,-956.0800170898438,2628.199951171875,17.010000228881836,4344.599914550781,21817.80029296875,2.7000001072883606,0.29999999329447746,1.899999976158142,-360.0,255.0,128.0,,0.009593886987862293,1.3525016961153737,1.6304528239267993e-07,True,8,False,8,108.0,False,
9,690,18,False,False,1,9062.884866684353,149.39999389648438,-3892.080078125,117.41000366210938,11574.000244140625,6789.7998046875,9025.900268554688,2814.8001098632812,3656.6000366210938,-3834.7000122070312,1.0,0.7942143907222573,-0.9633768027279606,-0.8170473727290163,bf81d8692db,games5425898691,19.0,170.91000366210938,-4011.840087890625,17.010000228881836,1530.0999450683594,289.50000762939453,2.5999999046325684,0.3999999910593033,0.9000000357627869,-5.400000214576721,0.0,128.0,,-0.009785890568833328,-0.18866380982806752,6.426347062340021e-05,8,True,108.0,False,8,False,,76561198039309853,enpitsu,24.0,-2228.820068359375,-1802.0899658203125,17.049999237060547,9552.2998046875,-19005.400390625,3.0000001192092896,0.09999999776482582,-0.3999999910593033,2.0999999344348907,255.0,128.0,False,-0.016789694486281828,-2.0367921790078687,-3.835823333858626e-05,True,8,6,94.0,False,False,,Skadoosh,76561198086461582,6,-812.8499755859375,-2520.14990234375,35.08000183105469,18754.000244140625,-12527.80029296875,-2846.9000244140625,1486.7999267578125,660.6999969482422,1304.4999694824219,255.0,255.0,,0.21252388333639918,-2.337003380781824,-0.13937593583966115,True,8,11.0,False,12,False,,AlpHalXst,76561198068239314,7.0,754.219970703125,878.4299926757812,17.010000228881836,12061.300048828125,5723.900146484375,2.8999999165534973,1.0999999940395355,0.5000000074505806,-2199.9000549316406,255.0,0.0,,-0.00956828573758798,2.755609488469146,-0.00010350481124859059,True,4,False,6,255.0,False,
