,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,179,0.0,False,False,1,5210.196979807492,14.930000305175781,4.840000152587891,91.48999786376953,908.7000274658203,321.30001068115234,299.7999954223633,-214.89999771118164,1164.7000122070312,-25.899999141693115,1.0,0.11600627363713033,0.1981232793092613,0.0727582901132674,5015981471864310181,Flavsk1,6.0,-23.170000076293945,-114.2699966430664,140.50999450683594,-1100.5000305175781,797.9000091552734,2287.5999450683594,-4909.700012207031,-520.099983215332,-2423.5000610351562,255.0,128.0,,-0.9720210072366934,-1.4461040110771362,-2.991425692512605,True,31.0,False,3,False,4,,b05d1ada1eb,FRUNKY4040,17.0,-1291.3199462890625,-2738.81005859375,17.010000228881836,-5990.2001953125,12488.1005859375,2.0999999344348907,0.19999999552965164,-0.7999999821186066,-4.300000071525574,255.0,128.0,,-0.009566796023456588,1.1242599087611744,7.54472604805734e-05,True,False,False,False,146.0,False,,enpitsu,76561198039309853,26,-0.0,2694.989990234375,17.049999237060547,-0.0,-9636.900024414062,2.5999999046325684,-0.29999999329447746,-0.0,0.0,255.0,255.0,,-0.01671625730910706,-1.5707746048587912,-2.4172780317361307e-07,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-5.110000133514404,128.4600067138672,94.11000061035156,387.5,-7006.300048828125,1391.7999267578125,5449.5001220703125,-88.80000114440918,737.7999877929688,128.0,128.0,,-1.5026367581776772,-1.8582291966291469,0.2122999495591665,True,3,False,4,31.0,False,
1,190,0.0,False,False,1,5153.302300188788,85.45999908447266,50.84000015258789,93.20999908447266,1919.4000244140625,1240.999984741211,-81.19999885559082,-1362.2000122070312,2106.199951171875,-1216.2999725341797,1.0,0.47623435265396125,0.968470576442001,0.9441237944660664,5015981471864310181,Flavsk1,6.0,-69.0,-111.2300033569336,224.22000122070312,-1167.0999908447266,-0.5000000074505806,882.3000335693359,-5020.0,1762.8999328613281,-1393.0999755859375,255.0,128.0,,1.1160112503538133,1.139096657131457,-0.8002818260037258,True,31.0,False,3,False,4,,b05d1ada1eb,FRUNKY4040,17.0,-1521.3800048828125,-2190.56005859375,17.010000228881836,-2744.4000244140625,13719.000244140625,2.3000000417232513,-0.0,1.0000000149011612,-2080.7000732421875,255.0,0.0,,-0.009593185810100767,1.4248994633302243,-0.00010982419250332904,True,False,False,False,142.88479977269327,True,,enpitsu,76561198039309853,27,111.69999694824219,2290.389892578125,17.049999237060547,6998.2000732421875,-8970.599975585938,0.0,-0.0,0.19999999552965164,2370.5999755859375,255.0,0.0,,-0.01671731666699812,-2.284182854381182,1.7029026926205175e-05,True,94.07539791189217,True,False,False,False,,games5425898691,bf81d8692db,19.0,15.09000015258789,251.3000030517578,134.80999755859375,432.2999954223633,2790.7000732421875,-133.29999923706055,5301.199951171875,1371.9999694824219,514.3999862670898,255.0,195.0,,1.4384901313031413,-1.0401531811032605,0.7734196429940136,True,3,False,4,31.0,False,
2,217,1.0,False,False,0,5337.0397584983075,-277.07000732421875,-161.02999877929688,95.93000030517578,-6811.199951171875,6203.599853515625,2151.1000061035156,3415.7998657226562,-829.3000030517578,308.6000061035156,0.0,1.139973473809994,-2.0851475003837274,2.7435225087809334,bf81d8692db,games5425898691,19.0,-151.92999267578125,-325.8900146484375,17.0,-4887.60009765625,4516.7999267578125,4.399999976158142,0.5999999865889549,-1.5000000596046448,-350.40000915527344,255.0,105.0,,0.009458503977845192,2.4039288129450282,5.2327466804502554e-06,True,0.0,False,4,False,4,,76561198039309853,enpitsu,27.0,-362.07000732421875,-740.3800048828125,17.049999237060547,1832.7999877929688,20903.20068359375,-2.199999988079071,-0.19999999552965164,-0.5999999865889549,-0.7999999821186066,255.0,128.0,,0.016772075484921763,1.483214358055859,3.6322487999123074e-05,True,False,False,1,27.0,False,,FRUNKY4040,b05d1ada1eb,17,618.5900268554688,1369.6400146484375,17.010000228881836,-12884.599609375,4644.700012207031,2.3000000417232513,0.09999999776482582,0.0,-2223.000030517578,255.0,5.0,,0.009567108326936758,2.7274692457567484,1.3326067543782066e-05,True,126.0,False,False,False,False,,Flavsk1,5015981471864310181,6.0,168.4600067138672,90.41000366210938,28.440000534057617,817.7999877929688,-260.0,-3647.60009765625,-3082.9000854492188,4305.899963378906,-1484.7000122070312,255.0,38.0,,0.18457799000210023,3.13977846571113,-0.3101999150565987,True,4,False,4,31.0,False,
3,224,1.0,False,False,0,5134.3711163402095,-479.5,22.549999237060547,146.52000427246094,-16400.30029296875,14283.00048828125,6222.9998779296875,3606.7001342773438,-2417.2999572753906,2313.800048828125,0.0,1.0682810626114712,1.5398774839838447,-0.12322604847667941,76561198039309853,enpitsu,27.0,-314.8599853515625,-197.66000366210938,74.9000015258789,1835.5000305175781,22628.00048828125,3688.2000732421875,1366.0000610351562,-1213.6000061035156,340.49999237060547,255.0,128.0,,-0.06232458543465308,1.4958603575986575,-0.07266751903803635,True,19.0,False,1,False,2,,bf81d8692db,games5425898691,19.0,-296.2099914550781,-143.36000061035156,33.119998931884766,-7209.000244140625,17637.80029296875,5210.5999755859375,3132.60009765625,-1628.800048828125,119.30000305175781,255.0,128.0,,-0.0075449121484788976,2.332782097144838,-0.09460331084179817,True,4,False,4,0.0,False,,FRUNKY4040,b05d1ada1eb,17,342.8800048828125,1576.22998046875,17.010000228881836,-8045.7000732421875,10684.49951171875,2.3000000417232513,-0.09999999776482582,0.0,-2259.1000366210938,255.0,0.0,,0.00954672672955878,2.148032912907754,-1.4675281233549682e-05,True,126.0,False,False,False,False,,Flavsk1,5015981471864310181,6.0,148.72000122070312,102.16999816894531,16.899999618530273,-2545.0999450683594,577.2000122070312,30.399999618530273,4.900000095367432,-5.799999833106995,-680.6999969482422,255.0,128.0,,0.009139371260521589,2.9812006929758774,0.0005157079387726384,True,4,False,4,31.0,False,
4,329,5.0,False,False,1,9808.23546831427,3654.81005859375,-4272.25,812.7000122070312,-9373.499755859375,-3312.0999145507812,-1767.7999877929688,3611.9000244140625,68.20000171661377,3983.699951171875,1.0,1.030779134842574,-1.2200228323235245,-1.5161178009296488,b05d1ada1eb,FRUNKY4040,17.0,3818.72998046875,-4221.2099609375,928.7000122070312,-6502.60009765625,-6766.7999267578125,1860.5999755859375,1676.9000244140625,-1746.3999938964844,-539.5000076293945,255.0,0.0,,0.18316233744075258,-0.8065183891434228,1.5711049518359022,True,255.0,False,False,False,False,,5015981471864310181,Flavsk1,7.0,-2995.64990234375,-3992.050048828125,17.010000228881836,-11874.89990234375,-11761.199951171875,2.800000011920929,0.19999999552965164,0.5999999865889549,3177.0001220703125,255.0,255.0,False,-0.009602055553717756,-1.0306795518058145,0.00011267224408894106,True,6,False,6,255.0,False,300.0,enpitsu,76561198039309853,27,-3561.929931640625,-620.0399780273438,17.040000915527344,-8557.2998046875,19977.19970703125,3.799999952316284,0.19999999552965164,-0.19999999552965164,0.0,255.0,0.0,,-0.016786679031709925,1.1660902383520817,2.4866322572694656e-05,True,0.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,3417.52001953125,245.02000427246094,17.010000228881836,-11655.899658203125,18564.200439453125,2.3000000417232513,-0.09999999776482582,-0.3999999910593033,1968.2000732421875,128.0,255.0,,-0.009614415052719472,0.9326494772691075,1.0450732859932775e-05,True,6,False,4,255.0,False,
5,364,6.0,False,False,1,9955.987884588074,2484.22998046875,-4688.490234375,110.5,-6416.199951171875,-3208.900146484375,5632.8997802734375,2394.4000244140625,-4787.5,2710.1998901367188,1.0,0.6544314853060994,-1.560519874033449,-1.3618649709185906,b05d1ada1eb,FRUNKY4040,17.0,2688.22998046875,-4813.0498046875,14.25,-16216.99951171875,6028.599853515625,493.3000183105469,-372.79998779296875,-253.4000015258789,1749.4999694824219,255.0,255.0,,0.016553994978094132,0.321642222525159,-0.02667087191619765,True,214.21282550340058,True,False,False,False,,5015981471864310181,Flavsk1,7.0,-2072.909912109375,-4817.31005859375,17.010000228881836,13741.199951171875,81.89999580383301,2.0000000298023224,-0.7000000029802322,0.3999999910593033,587.599983215332,255.0,146.0,False,-0.009532852423766171,3.120611439532933,2.9872825206037293e-05,True,6,False,6,255.0,False,,enpitsu,76561198039309853,27,-2579.739990234375,1630.43994140625,17.040000915527344,14480.400390625,13250.6005859375,3.700000047683716,-0.5000000074505806,-0.29999999329447746,0.0,255.0,128.0,,-0.016770549027635546,2.400519321789402,5.0231594847890415e-05,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,1319.8299560546875,-66.9800033569336,17.010000228881836,-17134.100341796875,-15343.399658203125,-0.29999999329447746,-0.09999999776482582,-0.5000000074505806,2.199999988079071,255.0,128.0,,-0.009580846151598193,-0.7306240081744113,-2.6359372368314063e-05,True,6,False,4,180.30741486498104,True,
6,413,8.0,False,False,1,10053.661289404585,1478.5400390625,-4896.77001953125,148.55999755859375,8460.499877929688,2351.1000061035156,-2061.1000061035156,982.6999664306641,-307.99999237060547,-12.5,1.0,0.9009030675983293,-1.0350885810737007,-2.985637696044224,b05d1ada1eb,FRUNKY4040,17.0,1332.75,-4911.16015625,119.12999725341797,1740.2000427246094,1687.5,-392.5,390.8000183105469,5342.39990234375,1247.0999908447266,0.0,30.0,,0.6310313648382028,1.666609972155526,1.4540183623721903,False,211.0,False,3,False,4,,5015981471864310181,Flavsk1,7.0,1070.5400390625,-4949.02001953125,89.77999877929688,22143.9990234375,5710.10009765625,2445.5999755859375,-3326.6000366210938,3974.8001098632812,1446.9999694824219,255.0,216.0,False,-0.2146222068944799,2.9724128925660733,-0.02483471352356006,True,7,False,8,193.0,False,,enpitsu,76561198039309853,27,-830.4099731445312,4414.66015625,17.040000915527344,11894.69970703125,11443.599853515625,4.000000059604645,0.5000000074505806,-0.0,-3280.4998779296875,128.0,128.0,False,-0.016762047651381975,-3.130883390270898,-1.9621728484032284e-05,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,885.4400024414062,-3751.840087890625,17.010000228881836,15406.300048828125,-14603.599853515625,2.3000000417232513,-0.09999999776482582,-0.0,1959.4000244140625,255.0,255.0,,-0.00959384219771078,-2.4558558816752676,2.9435365571763794e-05,True,6,False,4,152.0,False,
7,589,14.0,False,False,1,5801.721544471066,3337.949951171875,-122.77999877929688,151.63999938964844,21668.30078125,5880.999755859375,4669.200134277344,-2034.6000671386719,-5249.000244140625,-2075.399932861328,1.0,0.7617122662961412,1.1694756632659018,0.7425606685392853,5015981471864310181,Flavsk1,7.0,3164.85009765625,-145.77999877929688,106.20999908447266,21784.29931640625,6099.000244140625,2208.5000610351562,1346.1000061035156,5256.7999267578125,-896.3999938964844,255.0,10.0,,-0.7073154429543759,2.733921428481464,0.38167175673437165,True,184.0,False,9,False,10,,b05d1ada1eb,FRUNKY4040,17.0,,,,,,,,,,,,,,,,,,,,,,,enpitsu,76561198039309853,27,868.4000244140625,4605.60009765625,17.040000915527344,2361.6000366210938,-2488.3999633789062,4.4999998807907104,-0.9000000357627869,0.9000000357627869,1448.8999938964844,255.0,255.0,,-0.0168672621939296,-2.2455603543042444,0.00011163037161018427,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,3668.340087890625,1098.5,176.50999450683594,-1569.7999572753906,21438.798828125,160.10000228881836,-5492.7001953125,-279.4000053405762,-32.99999952316284,255.0,128.0,,-1.4214891732119588,-1.6618688423065608,-3.1009037220517994,False,7,False,6,31.0,False,
8,657,17.0,False,False,1,4195.649153774881,1669.1400146484375,1016.2000122070312,193.47000122070312,-29336.39892578125,5720.7000732421875,2000.8999633789062,-2398.3999633789062,627.2000122070312,-2141.7999267578125,1.0,-0.14602598009106613,-1.103125678842946,1.6199812606248185,5015981471864310181,Flavsk1,7.0,1837.0999755859375,995.4299926757812,146.35000610351562,-20686.59912109375,2744.1000366210938,954.7000122070312,-311.49999618530273,-2664.89990234375,-2235.0999450683594,255.0,128.0,False,-0.12657968763493038,0.02645455101923277,-0.03565572141050252,True,133.0,False,11,False,12,,b05d1ada1eb,FRUNKY4040,17.0,2773.64990234375,-4251.72998046875,17.010000228881836,5310.8001708984375,6160.7000732421875,2.5,0.19999999552965164,0.29999999329447746,-2495.2000427246094,255.0,3.0,,-0.009517293841053237,2.3090829249740232,-3.3533909679166845e-05,True,False,False,False,85.0,False,,enpitsu,76561198039309853,27,1615.72998046875,1514.8800048828125,103.98999786376953,-2919.1000366210938,-22536.59912109375,3546.7001342773438,0.09999999776482582,-0.0,-54.20000076293945,255.0,0.0,,-0.016862438745616905,-1.4221905083904534,7.109814419293338e-06,True,160.64352691814463,True,4,False,3,,games5425898691,bf81d8692db,19.0,1503.8800048828125,4746.47021484375,17.010000228881836,-18527.80029296875,1605.2000427246094,2.0999999344348907,-0.5999999865889549,-0.0,2.7000001072883606,255.0,128.0,,-0.009582485916847617,0.08602654258608058,-5.064146805294566e-05,True,8,False,6,255.0,False,
9,764,21.0,False,False,0,9139.28594906703,3947.090087890625,-2610.550048828125,1355.030029296875,-1540.0,14414.49951171875,-6202.80029296875,-5821.199951171875,1350.8000183105469,537.2000122070312,0.0,0.15918726754492663,-1.3435107860671205,-2.074356749592567,bf81d8692db,games5425898691,19.0,3952.639892578125,-2811.550048828125,1463.2900390625,-8155.2001953125,18785.899658203125,2071.4999389648438,-677.5,-3692.9998779296875,-4018.900146484375,255.0,230.0,,-0.07864729609287796,1.0263878134809847,-1.9825290699248361,True,232.0,False,9,False,8,,76561198039309853,enpitsu,27.0,963.52001953125,-2391.56005859375,17.059999465942383,-1128.499984741211,-22967.39990234375,1.1999999731779099,0.0,-0.5999999865889549,3.0000001192092896,255.0,128.0,,0.01678873772852318,-1.6195619604373128,-5.074555699960864e-05,True,4,False,4,80.0,False,,FRUNKY4040,b05d1ada1eb,17,-1259.530029296875,923.4199829101562,17.010000228881836,8505.2001953125,10173.900146484375,2.0000000298023224,0.19999999552965164,0.29999999329447746,409.3000030517578,255.0,128.0,,0.009569834872603678,0.9171441750641068,-0.00023917493943569876,True,255.0,False,False,False,False,,Flavsk1,5015981471864310181,7.0,4078.97998046875,498.989990234375,815.4199829101562,-1.8000000715255737,9810.30029296875,-4697.200012207031,-2476.1000061035156,0.0,0.0,255.0,255.0,False,0.4912132564980495,1.5599881291500555,-1.575939011093195,True,12,False,12,255.0,False,
