,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
42,2562,77,False,False,0,5201.28630844855,-26.239999771118164,11.949999809265137,101.2699966430664,-5836.300048828125,8265.0,1061.9000244140625,3309.5999145507812,2171.699981689453,-2799.5999145507812,0.0,0.4207880648668834,-0.3327965971478752,0.5301800492194988,76561198039309853,enpitsu,25.0,51.810001373291016,-140.9600067138672,106.77999877929688,-9281.799926757812,18002.39990234375,2074.1000366210938,-5007.799987792969,466.30001068115234,-2225.5999755859375,255.0,0.0,,0.6649146024119164,2.308896764676685,0.477810726177674,True,0.0,False,2,1,False,,bf81d8692db,games5425898691,19.0,0.0,-5059.39013671875,17.010000228881836,0.0,3618.900146484375,2.7000001072883606,-0.9000000357627869,0.0,0.0,255.0,,,0.009399448478438713,1.5707879012260157,7.59020274301004e-06,True,False,116.0,False,False,False,,Byrom ig,2535452288653959,8,42.959999084472656,150.5,156.5399932861328,10415.400390625,-1002.6999664306641,6024.6002197265625,2423.6000061035156,4136.9000244140625,-2694.8001098632812,255.0,238.0,,0.05078970705668725,-1.6857736333758289,-0.4035318381593579,True,4,False,3,0.0,False,,luk3f3rr13r,2535415034069482,8.0,0.0,2427.35009765625,17.0,-0.3999999910593033,-13445.799560546875,8.100000023841858,-3.400000035762787,0.0,0.0,255.0,,0.009773293082925346,-1.5708640081259695,-3.3078102570184484e-07,True,146.0,False,4,False,4,,
43,2592,79,False,False,1,5926.406125977582,600.010009765625,-779.010009765625,106.25,2135.0,16978.399658203125,5898.499755859375,4753.2000732421875,-984.8000335693359,3526.6000366210938,1.0,-0.8160695293703304,0.08614598947471092,-2.404215859651319,2535415034069482,luk3f3rr13r,8.0,588.5,-989.2899780273438,17.010000228881836,10513.800048828125,11930.10009765625,2.800000011920929,-0.7000000029802322,-0.09999999776482582,1610.8000183105469,128.0,255.0,,-0.009594914498396069,2.268705948692014,0.00021920730255889308,True,121.0,False,4,4,False,,2535452288653959,Byrom ig,8.0,-1168.0799560546875,-29.079999923706055,75.16000366210938,-10240.2001953125,1183.1999969482422,-3503.9999389648438,-636.3000106811523,-2952.39990234375,906.9999694824219,255.0,128.0,,0.18791745844010088,0.3486200250170961,-0.7415600836284221,True,4,31.0,False,4,False,,enpitsu,76561198039309853,25,643.1799926757812,-223.3699951171875,18.68000030517578,5925.9002685546875,-4183.399963378906,2419.1000366210938,-1274.5999908447266,-195.40000915527344,-510.8000183105469,255.0,128.0,,-0.0030315632419963905,-2.4737995271920314,0.01669009640564017,True,4,False,3,0.0,False,,games5425898691,bf81d8692db,19.0,-0.0,4569.509765625,17.010000228881836,-0.0,3042.7999877929688,2.7000001072883606,-0.7999999821186066,-0.0,0.0,0.0,,-0.009803810965087138,-1.5707898066534123,-3.1817781754221225e-08,True,116.0,False,False,False,False,,
44,2646,81,True,True,1,2695.5202988041106,973.7100219726562,2445.60009765625,145.89999389648438,-11248.399658203125,23914.69970703125,5879.7998046875,1398.3000183105469,5605.9002685546875,-1618.0999755859375,1.0,-0.1731632929860815,-0.6324051623675212,-0.2828333591344482,2535415034069482,luk3f3rr13r,8.0,1074.800048828125,2311.9599609375,63.2400016784668,-10261.199951171875,19180.899658203125,2286.4999389648438,630.099983215332,-5458.2000732421875,245.40000915527344,254.0,255.0,True,-0.07502848027850109,1.3185571364814734,-0.42738618205953344,True,79.85489907059618,True,6,5,False,,2535452288653959,Byrom ig,9.0,-3738.070068359375,-104.73999786376953,17.010000228881836,-9218.599853515625,-11502.7001953125,2.800000011920929,0.29999999329447746,0.09999999776482582,2070.399932861328,231.0,255.0,,-0.009586096753256309,-0.9618334362566353,4.2497576260105785e-05,True,4,255.0,False,4,False,,enpitsu,76561198039309853,25,2668.75,-1163.25,17.059999465942383,10476.99951171875,7506.9000244140625,1.8000000715255737,1.4000000059604645,1.0000000149011612,250.40000915527344,255.0,128.0,,-0.01673666076291538,2.492681752559995,-0.00022766887008690911,True,4,False,4,0.0,False,,games5425898691,bf81d8692db,19.0,60.790000915527344,5258.25,16.770000457763672,1842.1000671386719,-7552.7001953125,33.29999923706055,42.30000019073486,17.5,0.3999999910593033,255.0,128.0,-0.006409923829827764,-1.809366894219879,-0.0006532872881995677,True,116.0,False,False,False,False,,
45,2937,82,False,False,1,5034.2268070490745,1.1100000143051147,185.9499969482422,164.10000610351562,-9164.099731445312,1445.7000732421875,24072.900390625,-2759.5999145507812,1086.8000030517578,5215.5999755859375,1.0,0.11483880920569331,-0.2341023050429535,0.8507037797731434,2535415034069482,luk3f3rr13r,8.0,70.5999984741211,41.5,86.87999725341797,8427.7001953125,13434.69970703125,2461.9000244140625,4836.000061035156,2313.800048828125,1228.0999755859375,254.0,85.0,True,0.09041935618792163,1.3631940212799811,0.5711788486294594,True,31.0,False,6,5,False,,2535452288653959,Byrom ig,8.0,-2899.469970703125,-4162.5400390625,16.3700008392334,-8692.19970703125,8942.39990234375,132.39999771118164,-52.800002098083496,15.90000033378601,-3213.599853515625,254.0,6.0,True,-0.0073113250583357325,1.0630025989942766,-0.003328586796119981,True,4,255.0,False,4,False,,enpitsu,76561198039309853,25,-0.0,2850.780029296875,17.049999237060547,-0.0,-10742.099609375,3.1999999284744263,-0.5999999865889549,-0.0,0.0,255.0,,,-0.016754405263406325,-1.5708178137302737,7.750150115867066e-06,True,False,False,False,116.0,False,,games5425898691,bf81d8692db,19.0,-10.630000114440918,344.6099853515625,82.62000274658203,-1014.8000335693359,-22786.99951171875,2139.7000122070312,5497.2998046875,168.79999160766602,11.399999856948853,128.0,146.0,-0.8524750585434502,-1.4443973339095713,-0.11643742731078038,True,31.0,False,3,False,4,,
46,2997,84,False,False,0,3354.3515876245324,631.6799926757812,2153.719970703125,120.52999877929688,4899.200134277344,21698.5009765625,2634.5999145507812,2591.0000610351562,-1564.1999816894531,1043.499984741211,0.0,-0.5188412514367041,-0.16127832900101746,1.125995524361206,bf81d8692db,games5425898691,19.0,626.1099853515625,2040.760009765625,140.3800048828125,5128.599853515625,13125.899658203125,690.6999969482422,-3820.4998779296875,3052.9000854492188,2516.4999389648438,255.0,165.0,,0.7246075556334146,-1.8774884849273787,2.997105016592494,True,31.0,False,6,5,False,,76561198039309853,enpitsu,25.0,464.5400085449219,-548.6099853515625,17.049999237060547,1423.8999938964844,6978.900146484375,3.0000001192092896,0.0,0.0,0.0,255.0,128.0,,0.01664007612208727,1.3695032206551006,-1.0891600201197388e-06,True,False,77.0,False,False,False,,Byrom ig,2535452288653959,8,967.6099853515625,2720.6298828125,175.07000732421875,-13437.60009765625,-13636.400146484375,2759.1000366210938,-762.9000091552734,388.3000183105469,242.39999771118164,254.0,128.0,False,-0.48541974783836406,-1.889323663774096,-0.06742373658233891,True,6,False,4,190.54609043623813,True,,luk3f3rr13r,2535415034069482,8.0,-2351.64990234375,-1345.9000244140625,58.04999923706055,-14255.10009765625,15030.699462890625,2536.7999267578125,-2569.8001098632812,-1291.1000061035156,-124.20000076293945,254.0,99.0,0.06807566813289981,2.3963269978242487,0.02841296020886833,False,0.0,False,7,False,8,,True
47,3001,84,False,False,1,7812.71332916334,-693.7999877929688,-2509.25,140.2100067138672,15057.900390625,-5703.499755859375,-8287.899780273438,-5328.0999755859375,2598.699951171875,-925.8000183105469,1.0,0.6748352713223871,0.5511494852756658,2.00286184907088,2535452288653959,Byrom ig,8.0,-808.7899780273438,-2555.14990234375,206.30999755859375,13755.2001953125,14654.49951171875,2620.0,538.8000106811523,-284.4000053405762,188.29999923706055,254.0,128.0,False,0.5677661463669136,1.8560306235180029,-0.08436561243123585,True,177.95086470983364,True,6,4,False,,2535415034069482,luk3f3rr13r,8.0,2625.699951171875,1057.1300048828125,88.48999786376953,14328.699951171875,-15084.300537109375,-38.09999942779541,4632.9998779296875,2959.4000244140625,162.09999084472656,255.0,128.0,False,-1.2642665812570095,3.0311204337993325,1.0978894371908967,False,7,0.0,False,8,False,,enpitsu,76561198039309853,25,-487.8699951171875,434.3299865722656,17.049999237060547,-1665.8000183105469,-8164.1998291015625,3.0000001192092896,0.09999999776482582,-0.0,0.0,255.0,128.0,,-0.01664007612208727,-1.3695032206551006,-1.0891600201197388e-06,True,False,False,False,77.0,False,,games5425898691,bf81d8692db,19.0,-685.8300170898438,-2193.47998046875,143.49000549316406,-5111.9000244140625,-13056.300048828125,-80.10000228881836,5304.000244140625,-1034.8999786376953,1022.7999877929688,255.0,128.0,0.09060186078146673,1.7218509361601124,2.943359966525148,True,31.0,False,5,False,6,,
48,3073,87,False,False,1,8510.467237372048,2033.989990234375,-3294.0400390625,133.92999267578125,1140.2999877929688,-29770.0,7479.5001220703125,-1347.5,5503.0999755859375,1974.7000122070312,1.0,-0.5660224735360929,2.8164771353625784,-1.1001846955786474,2535415034069482,luk3f3rr13r,8.0,2057.77001953125,-3003.909912109375,17.0,-8466.900024414062,-20402.099609375,4.300000071525574,0.5000000074505806,1.2999999523162842,2356.9000244140625,255.0,255.0,False,-0.009582231808914682,-1.2881211456231532,7.765250147918783e-05,True,174.0,False,8,8,False,,2535452288653959,Byrom ig,8.0,1866.5699462890625,433.6199951171875,21.1200008392334,8723.900146484375,3925.2999877929688,-1222.6000213623047,-5197.5,1424.6000671386719,-1098.0999755859375,254.0,0.0,,-0.024916667084248983,-2.8393401397718967,0.27951370644222656,True,4,167.0,False,6,False,,enpitsu,76561198039309853,25,2337.3798828125,-2406.06005859375,17.049999237060547,4691.9000244140625,-17634.599609375,3.100000023841858,0.9000000357627869,-4.600000083446503,-1207.5,255.0,255.0,,-0.01678128013390699,-1.7568304845369502,0.00016314959647985777,True,False,False,False,,False,,games5425898691,bf81d8692db,19.0,-3232.75,-2195.18994140625,17.0,-5105.400085449219,16548.699951171875,3.8999998569488525,0.09999999776482582,-0.0,-47.60000228881836,255.0,117.0,-0.00961498960020515,1.2730648602342032,-1.6077074451626713e-05,,0.0,False,6,False,6,,
49,3110,88,False,False,1,8953.765248106913,2120.2099609375,-3729.679931640625,446.79998779296875,-2812.60009765625,21145.70068359375,6464.6002197265625,-5662.2998046875,1964.7999572753906,-277.90000915527344,1.0,-0.33997422498150565,-0.482807913137336,2.728300816601486,2535415034069482,luk3f3rr13r,8.0,2148.39990234375,-3809.27001953125,257.1000061035156,336.1000061035156,1625.5000305175781,5465.5999755859375,-3933.3999633789062,836.1000061035156,-42.60000228881836,128.0,128.0,True,1.398175500487891,-1.2989292098571104,0.0566417390691823,True,156.0,False,10,8,4,,2535452288653959,Byrom ig,9.0,2842.169921875,-431.25,17.010000228881836,4860.400085449219,-11794.599609375,2.5999999046325684,-0.09999999776482582,0.7000000029802322,-3.100000023841858,255.0,128.0,,-0.009559739874480515,-1.9611401008744058,7.001473874431696e-05,True,4,167.0,False,6,False,,enpitsu,76561198039309853,25,2887.68994140625,-4262.85986328125,17.049999237060547,-10445.899658203125,-2309.4000244140625,0.0,0.29999999329447746,0.09999999776482582,-2585.0,255.0,0.0,False,-0.016709121731120515,-0.13760094090720493,8.610703293720962e-05,True,False,False,False,236.30255488939184,True,,games5425898691,bf81d8692db,19.0,-3552.679931640625,63.970001220703125,17.0,4063.900146484375,16082.39990234375,2.0000000298023224,0.3999999910593033,0.3999999910593033,-1943.3999633789062,255.0,0.0,-0.009623049272281994,1.8775698460626076,-7.49633016530895e-05,True,245.2728690255073,True,6,False,6,,
50,3206,92,False,True,1,2339.6069820522794,1315.3399658203125,2838.280029296875,309.1000061035156,-7450.4998779296875,16588.900146484375,1321.3999938964844,-5544.89990234375,1494.9000549316406,-1737.4000549316406,1.0,0.7266528050815201,0.570430500473697,-1.4471791416771638,2535452288653959,Byrom ig,9.0,1427.780029296875,2738.10009765625,175.60000610351562,-6076.500244140625,10282.19970703125,1702.8999328613281,5118.399963378906,-2008.800048828125,128.00000190734863,255.0,224.0,False,0.5074853294108345,1.296615183837728,-0.33336871026787024,True,62.0,False,8,5,False,,2535415034069482,luk3f3rr13r,8.0,2122.110107421875,-3275.9599609375,100.47000122070312,-931.8000030517578,-1226.9000244140625,51.39999866485596,3038.3999633789062,-775.2999877929688,836.2999725341797,254.0,173.0,False,-1.3748044342081345,1.225938646061899,0.6913178480614238,True,10,156.0,False,12,4,,enpitsu,76561198039309853,25,1556.0799560546875,2348.5400390625,17.049999237060547,-2749.8001098632812,22712.19970703125,3.1999999284744263,0.19999999552965164,0.19999999552965164,177.39999771118164,255.0,128.0,False,-0.01680016356308261,1.4340414940460824,-9.597500315107101e-05,True,False,False,False,63.0,False,,games5425898691,bf81d8692db,19.0,-570.77001953125,4974.60986328125,17.0,4738.699951171875,2183.0999755859375,3.8999998569488525,-3.0000001192092896,-1.5000000596046448,733.0000305175781,255.0,128.0,-0.009505755070865912,2.7047405474758612,-2.8641135343301608e-05,True,217.0,False,6,False,6,,
51,3238,93,False,False,0,9830.497003759665,-518.5999755859375,-4683.25,150.0,-17615.999755859375,9349.199829101562,12737.900390625,5020.299987792969,3247.3001098632812,500.40000915527344,0.0,0.086386120814102,-0.8224035322683625,-1.0037651386602675,76561198039309853,enpitsu,25.0,-676.1099853515625,-4807.35986328125,54.66999816894531,16565.0,-14388.699951171875,3308.0999755859375,404.90001678466797,602.7000045776367,2566.199951171875,255.0,255.0,False,0.040925880807894784,-0.48076398697193085,0.0020059198101655125,True,53.148954814480206,True,2,1,False,,bf81d8692db,games5425898691,19.0,-338.9599914550781,-4828.43994140625,61.93000030517578,-13502.099609375,8397.5,3023.900146484375,-1721.3999938964844,-2178.2000732421875,-1508.0999755859375,255.0,128.0,,0.07148317061804488,2.4390060492312156,-0.002079086451245167,True,7,217.0,False,8,False,,Byrom ig,2535452288653959,9,-401.20001220703125,-4212.64990234375,37.310001373291016,9775.599975585938,-14071.800537109375,-1173.6000061035156,-980.8000183105469,5319.000244140625,-998.0000305175781,219.0,182.0,False,0.027110007608370613,-1.5607488361799748,1.0612491534499633,True,8,False,6,0.0,False,,luk3f3rr13r,2535415034069482,8.0,-1941.97998046875,2958.43994140625,17.0,1534.7000122070312,-11333.900146484375,1.5999999642372131,0.0,-0.09999999776482582,1035.999984741211,255.0,221.0,0.009536494517210012,-1.4504463601693085,0.00029175409680512736,True,114.72145378461451,True,10,4,12,,False
52,3334,96,False,False,1,3583.815393730984,2580.550048828125,1976.77001953125,464.6499938964844,-12521.99951171875,13506.700439453125,-3217.60009765625,172.90000915527344,-2641.7999267578125,5384.1998291015625,1.0,-0.06286114085024153,-1.4106137586749599,0.22070670539014442,2535415034069482,luk3f3rr13r,8.0,2632.43994140625,1888.6199951171875,401.6099853515625,-2015.5000305175781,15460.50048828125,259.59999084472656,2743.2998657226562,4079.5001220703125,-2466.0000610351562,128.0,27.0,True,0.7900680619041037,-3.0406420372416907,2.711018044817466,True,58.0,False,14,10,6,,2535452288653959,Byrom ig,9.0,-3180.159912109375,2400.81005859375,16.540000915527344,-10485.6005859375,-15275.10009765625,95.79999923706055,2.8999999165534973,0.7000000029802322,1845.5000305175781,249.0,255.0,,-0.009414446534195226,-1.022677823780402,0.0001667293069173755,True,8,,False,10,False,,enpitsu,76561198039309853,25,41.68000030517578,4357.6298828125,17.059999465942383,7743.800048828125,-7586.5997314453125,2.800000011920929,-0.5000000074505806,0.09999999776482582,2555.399932861328,255.0,255.0,False,-0.0167317120655096,-2.4431416026182444,-1.2704008676757716e-05,True,2,False,2,85.0,False,,games5425898691,bf81d8692db,19.0,2718.419921875,2222.260009765625,319.3699951171875,-8831.199951171875,-20904.19921875,3744.2001342773438,3603.699951171875,-2490.800018310547,724.0000152587891,255.0,109.0,0.8207761981060583,-0.9530203193705984,0.16298880580131397,True,189.21631827149344,True,9,False,10,,
53,3335,96,False,False,0,7310.3840369534055,-2518.929931640625,-1987.9599609375,473.94000244140625,29840.2001953125,9546.400146484375,9682.60009765625,5451.400146484375,1616.9000244140625,-1915.0,0.0,-0.0833109661038103,1.4468147677361594,0.3263837910403284,bf81d8692db,games5425898691,19.0,-2645.6298828125,-2052.239990234375,347.2699890136719,8158.599853515625,18393.299560546875,2047.2999572753906,7.300000190734863,5032.300109863281,-2219.2999267578125,255.0,81.0,,-0.3126016414024716,0.934607036321374,0.2884236108393933,True,186.02046430751844,True,10,9,False,,76561198039309853,enpitsu,25.0,-41.68000030517578,-4357.6298828125,17.059999465942383,-7743.800048828125,7586.5997314453125,2.800000011920929,0.5000000074505806,-0.09999999776482582,2555.399932861328,255.0,255.0,False,0.0167317120655096,2.4431416026182444,-1.2704008676757716e-05,True,2,85.0,False,2,False,,Byrom ig,2535452288653959,9,3180.159912109375,-2400.81005859375,16.540000915527344,10485.6005859375,15275.10009765625,95.79999923706055,-2.8999999165534973,-0.7000000029802322,1845.5000305175781,249.0,255.0,,0.009414446534195226,1.022677823780402,0.0001667293069173755,True,10,False,8,,False,,luk3f3rr13r,2535415034069482,8.0,-2632.43994140625,-1888.6199951171875,401.6099853515625,2015.5000305175781,-15460.50048828125,259.59999084472656,-2743.2998657226562,-4079.5001220703125,-2466.0000610351562,128.0,27.0,-0.7900680619041037,3.0406420372416907,2.711018044817466,True,58.0,False,10,6,14,,True
54,3428,100,False,False,0,5275.437301011312,2185.280029296875,857.9500122070312,222.27999877929688,-10512.099609375,11700.6005859375,13886.099853515625,619.7000122070312,-5881.300048828125,-1012.5,0.0,-1.2788109373099135,0.4511759198308936,1.0545970370768294,bf81d8692db,games5425898691,19.0,2209.199951171875,824.1599731445312,79.62000274658203,20818.798828125,8956.500244140625,3918.599853515625,-50.39999961853027,101.00000381469727,1942.2000122070312,255.0,128.0,,0.013458338947491797,0.6733324791720314,0.00229257598934515,True,64.87188817096009,True,11,10,False,,76561198039309853,enpitsu,25.0,60.06999969482422,-1475.1099853515625,17.059999465942383,-1179.4000244140625,13659.49951171875,1.899999976158142,-0.19999999552965164,5.400000214576721,-1057.699966430664,255.0,128.0,False,0.016746172318421834,1.5941066925094465,0.00014935259384217382,True,2,147.0,False,2,False,,Byrom ig,2535452288653959,9,2777.219970703125,4495.7998046875,17.010000228881836,-18192.2998046875,8930.2001953125,2.5999999046325684,1.8000000715255737,-1.2999999523162842,824.5999908447266,128.0,128.0,,0.00960712851202123,2.751209612872839,-0.0001671530057910702,True,12,False,10,255.0,False,,luk3f3rr13r,2535415034069482,8.0,-3479.010009765625,651.7000122070312,16.989999771118164,10262.900390625,13979.49951171875,2.7000001072883606,-0.5999999865889549,-0.7999999821186066,-289.50000762939453,255.0,128.0,0.009592877610221534,0.9061631401413442,0.00020023518779213194,True,220.52279591560364,True,10,6,14,,False
55,3606,106,False,False,1,8972.442568452458,3117.739990234375,-3553.02001953125,137.0399932861328,9501.300048828125,9537.899780273438,-1065.8999633789062,-2701.0000610351562,744.8999786376953,-1902.7000427246094,1.0,-0.11029786397653224,1.5788398576356908,-2.063944099115632,2535452288653959,Byrom ig,9.0,3024.739990234375,-3658.360107421875,17.010000228881836,6572.7001953125,4716.199951171875,0.29999999329447746,-0.0,-0.5999999865889549,0.0,255.0,,,-0.009554278269925236,2.519195576634523,1.8605856956721248e-05,True,245.61545825773666,True,12,10,False,,2535415034069482,luk3f3rr13r,8.0,1207.4300537109375,-4758.5498046875,17.020000457763672,5992.0001220703125,5355.3997802734375,1.2999999523162842,0.29999999329447746,0.7999999821186066,8.799999952316284,240.0,128.0,,-0.009494010176855213,2.4107149214962313,-6.992317282202542e-05,True,10,50.0,False,16,8,,enpitsu,76561198039309853,25,3821.0,-1186.6400146484375,17.579999923706055,7315.4998779296875,8967.000122070312,226.00000381469727,-140.2999973297119,-1029.4000244140625,127.20000267028809,255.0,128.0,,-0.028631835379576417,-0.9098032925066859,0.021218208892369993,True,2,False,2,177.0,False,,games5425898691,bf81d8692db,19.0,3810.97998046875,231.66000366210938,17.170000076293945,10806.700439453125,-16353.399658203125,149.60000038146973,-216.00000381469727,-702.2000122070312,-1932.7999877929688,255.0,0.0,-0.0036475695383528356,-2.0936767027929912,0.00528815308000128,True,50.0,False,14,False,16,,
56,3639,107,False,False,1,8041.747846868203,3982.280029296875,-2285.93994140625,345.3399963378906,-6096.6998291015625,15478.499755859375,9168.699951171875,259.0999984741211,-195.79999923706055,2174.499969482422,1.0,0.7181272455535936,2.3659352589770637,-2.384347749205434,2535452288653959,Byrom ig,9.0,4069.669921875,-2392.929931640625,189.0,2440.500030517578,14603.00048828125,8273.599853515625,2430.500030517578,-3200.4000854492188,323.80001068115234,254.0,128.0,,0.596561211448284,1.7614143759814334,-1.192319159986684,True,169.0,False,12,10,False,,2535415034069482,luk3f3rr13r,8.0,2827.580078125,-4092.39990234375,17.020000457763672,18556.300048828125,2371.999969482422,1.5000000596046448,-0.0,-0.0,1515.2999877929688,254.0,255.0,,-0.009588661205653933,2.989087181940952,0.0001969402012631681,True,10,0.0,False,16,8,,enpitsu,76561198039309853,25,4071.909912109375,-1541.6600341796875,202.75,2390.0999450683594,-6837.0001220703125,8787.000122070312,-198.29999923706055,-3702.0999145507812,427.20001220703125,255.0,0.0,,1.0179631148658606,-1.9285898955714567,1.1485645013840935,True,4,False,2,118.0,False,,games5425898691,bf81d8692db,19.0,2986.5400390625,-1237.449951171875,17.030000686645508,-15820.30029296875,1666.9000244140625,0.29999999329447746,-0.19999999552965164,-0.0,-1984.7999572753906,255.0,3.0,-0.00959962918492124,0.17254265174452674,-1.2575246528552178e-05,True,50.0,False,14,False,16,,
57,3723,110,False,True,1,3187.494497860601,2196.7099609375,2229.969970703125,105.45999908447266,-18370.2001953125,22715.30029296875,5028.299865722656,-1585.2999877929688,2607.3001098632812,-172.90000915527344,1.0,0.6460260152361998,1.8819364499747349,-2.4981681017956268,2535452288653959,Byrom ig,9.0,2317.75,2106.5,95.80999755859375,-14010.50048828125,15581.99951171875,3459.89990234375,-2779.8001098632812,-1223.7999725341797,-2661.199951171875,254.0,105.0,,-0.3457587187698962,0.6809099420144272,0.057475406354512676,True,72.0,False,14,11,False,,2535415034069482,luk3f3rr13r,8.0,1995.7900390625,770.77001953125,17.010000228881836,-10363.199462890625,13957.900390625,2.7000001072883606,-0.7000000029802322,-0.0,0.09999999776482582,128.0,128.0,False,-0.00959501814847704,0.9321060761993821,-2.5492698767263198e-05,True,12,234.0,False,18,8,,enpitsu,76561198039309853,25,1999.6600341796875,-2802.489990234375,17.059999465942383,-5937.0001220703125,10327.7001953125,1.899999976158142,0.19999999552965164,-0.7999999821186066,-5.799999833106995,255.0,128.0,False,-0.016704674357877577,1.0498666657236209,6.994769514996835e-05,True,4,False,4,110.0,False,,games5425898691,bf81d8692db,19.0,-44.0099983215332,3346.090087890625,17.010000228881836,-7428.699951171875,16954.300537109375,2.7000001072883606,0.9000000357627869,-1.2999999523162842,-761.8000030517578,255.0,40.0,-0.009617152633996385,1.164366977091645,-9.815313948574458e-05,True,50.0,False,16,False,18,,
58,3752,112,False,False,0,9741.956131100871,-328.2799987792969,-4585.39990234375,274.32000732421875,-12951.8994140625,-964.0000152587891,2251.199951171875,3764.7000122070312,1286.3999938964844,685.9999847412109,0.0,0.6965838555148596,0.02615177172075655,0.9284927459336312,bf81d8692db,games5425898691,19.0,-153.35000610351562,-4658.3798828125,223.75,-7125.4998779296875,-6408.699951171875,2666.7001342773438,-5136.300048828125,690.2999877929688,1841.4999389648438,255.0,0.0,,-0.20986039236096238,2.773057880316202,0.9966600207037896,True,40.28378483300569,True,20,17,False,,76561198039309853,enpitsu,25.0,-1921.8699951171875,1538.6600341796875,17.059999465942383,-3191.7001342773438,-13500.0,1.8000000715255737,0.09999999776482582,0.7000000029802322,-0.5999999865889549,255.0,128.0,False,0.01675281039053449,-1.8030554538930097,6.593179964669846e-05,True,4,141.0,False,4,False,,Byrom ig,2535452288653959,9,-806.030029296875,-3775.090087890625,50.130001068115234,14186.400146484375,-15574.000244140625,-2987.0001220703125,1097.0999908447266,829.1999816894531,-159.399995803833,255.0,128.0,,-0.17037369061679783,-0.8153891476946535,-0.13308391246410625,True,14,False,12,72.0,False,,luk3f3rr13r,2535415034069482,8.0,-779.3499755859375,-1883.6500244140625,17.010000228881836,16175.0,-1779.2999267578125,2.5,-2.5,0.09999999776482582,13.200000524520874,254.0,50.0,0.009583295285015373,-0.06353663000954421,-0.00025597167234421656,True,214.0,False,12,8,18,,False
