,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_ball_cam,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
31,2666,62.0,False,False,1,10164.667412604002,-450.8599853515625,-4935.0400390625,478.3800048828125,9535.599975585938,-18166.300048828125,12188.399658203125,-2373.300018310547,4534.2999267578125,3131.4999389648438,1.0,-0.7328587200292309,-1.0726679999978666,1.3800528780910837,b6b5b9138ab,iCrazyBad,8.0,-495.7900085449219,-4891.240234375,285.1000061035156,-788.7999725341797,-21568.40087890625,3684.1000366210938,-2810.7000732421875,-1266.6999816894531,2650.1998901367188,255.0,193.0,,0.9407648247655748,-2.7568213412691214,0.3267957982346238,True,211.27398723940695,True,14,16,4,,889383288701620212,KING_KIA7,9.0,-532.6099853515625,-3539.360107421875,16.989999771118164,18891.400146484375,-9628.599853515625,4.4999998807907104,-0.29999999329447746,-0.5000000074505806,-7.300000190734863,255.0,128.0,,-0.009652587948192631,-2.6692568598982453,1.308214168067737e-05,False,195.0,False,False,False,True,,enpitsu,76561198039309853,27,-2136.72998046875,-4501.93994140625,253.8000030517578,-5754.5001220703125,-10952.19970703125,-5208.4002685546875,984.1000366210938,425.99998474121094,-2081.199951171875,128.0,128.0,False,-0.3700467361956463,-1.1601311715762628,-0.7613928298935083,True,4,False,124.0,False,2,,games5425898691,bf81d8692db,24.0,-1346.3199462890625,-3551.68994140625,17.010000228881836,15140.6005859375,-12748.1005859375,-0.19999999552965164,-3.6000001430511475,2.8999999165534973,-1288.5000610351562,255.0,0.0,,-0.009601003389881804,-2.410818436138188,1.7928896756423244e-05,True,4,False,6,42.26482587732294,True,
32,2744,64.0,False,True,0,1298.0840058578526,-504.6300048828125,3902.320068359375,296.489990234375,4956.9000244140625,7575.30029296875,-953.0999755859375,-1920.7000732421875,91.30000114440918,-1866.9999694824219,0.0,-0.3092591868373976,-0.936517737381382,-1.9742081991003229,bf81d8692db,games5425898691,24.0,-588.77001953125,3749.889892578125,220.77000427246094,891.6000366210938,2287.5,1467.4000549316406,-3067.7999877929688,-1475.2000427246094,1880.0999450683594,255.0,231.0,,-0.2691963828976596,1.263434193938396,-0.5591557033234784,True,0.0,False,5,8,False,,76561198039309853,enpitsu,27.0,1696.5799560546875,2938.2900390625,17.040000915527344,-18366.700439453125,-313.0999946594238,4.1999998688697815,-0.7000000029802322,0.0,-1872.5,255.0,128.0,False,0.01677372350010949,3.1045421589275604,-0.000100339658481781,False,44.0,False,4,2,True,,iCrazyBad,b6b5b9138ab,8,188.8000030517578,5495.2099609375,22.59000015258789,-4552.900085449219,-2115.5999755859375,-83.4000015258789,0.19999999552965164,-80.0,2021.6000366210938,146.0,255.0,,0.024877033853461347,-2.7429316490267643,-0.03635233295934783,True,16,4,193.0,False,14,,KING_KIA7,889383288701620212,9.0,-19.219999313354492,5238.18017578125,63.130001068115234,7971.9000244140625,1413.0000305175781,-1964.7999572753906,-2456.199951171875,-3790.0,1628.699951171875,255.0,128.0,,0.3746521384275695,-0.6881996138179435,-0.741963267838867,True,False,False,False,195.0,False,
33,2772,65.0,False,False,1,9745.013145008294,62.0,-4569.259765625,177.5399932861328,3425.4998779296875,22048.20068359375,10343.1005859375,5618.0999755859375,-1381.9000244140625,-1589.4999694824219,1.0,-0.5030685983403875,-0.6015987954535418,0.4617112397020518,b6b5b9138ab,iCrazyBad,8.0,27.389999389648438,-4819.740234375,81.01000213623047,-1257.2000122070312,17920.999755859375,2921.199951171875,-2807.2000122070312,-1046.1000061035156,1290.0999450683594,255.0,144.0,,0.04017977410483506,1.3967258446203767,-0.01167193391763259,True,145.93063245793823,True,15,18,4,,889383288701620212,KING_KIA7,9.0,-305.45001220703125,-5170.419921875,17.0,2.0999999344348907,2.3999999463558197,3.3000001311302185,-0.7000000029802322,0.29999999329447746,-0.09999999776482582,128.0,128.0,,-0.009566462291702967,0.7979921288296257,-6.969146837609798e-05,False,195.0,False,False,False,True,,enpitsu,76561198039309853,27,-50.90999984741211,-3831.669921875,118.86000061035156,5769.1998291015625,-19441.600341796875,3818.699951171875,1758.0999755859375,-3836.300048828125,-2167.7999877929688,128.0,0.0,False,-0.01786970080780356,-1.9740284019119307,0.053388287054540025,True,6,False,0.0,False,3,,games5425898691,bf81d8692db,24.0,541.72998046875,-3904.22998046875,168.74000549316406,-527.2999954223633,-1666.7999267578125,-2497.5999450683594,1031.2999725341797,445.40000915527344,-565.099983215332,255.0,62.0,,0.278322229557881,-1.4457558853935577,-0.05438640908097205,True,6,False,8,0.0,False,
34,2908,70.0,False,False,1,811.5830918902941,1451.81005859375,4548.60986328125,204.6999969482422,-7567.1002197265625,9519.7998046875,313.50000381469727,531.5000152587891,-914.7000122070312,5905.9002685546875,1.0,-0.001042012802900632,0.7474894728818495,-2.389148085592284,b6b5b9138ab,iCrazyBad,7.0,1548.9000244140625,4551.43994140625,116.44999694824219,-4994.700012207031,22324.19921875,1896.6000366210938,3241.099853515625,-4286.300048828125,1171.2999725341797,128.0,248.0,True,-0.021722335690612323,0.8260967093056251,-1.0959074560338242,True,62.0,False,18,22,4,,889383288701620212,KING_KIA7,9.0,4061.840087890625,-3768.4599609375,407.6000061035156,1935.2000427246094,10963.299560546875,98.4000015258789,25.199999809265137,-25.0,1213.8999938964844,255.0,128.0,,0.038376997410782675,1.7542771777600141,-1.5729746559435702,False,70.0,False,False,False,True,,enpitsu,76561198039309853,27,-31.510000228881836,-955.5900268554688,17.020000457763672,8246.699829101562,20740.30029296875,5.299999713897705,1.8000000715255737,4.900000095367432,630.6000137329102,255.0,255.0,,-0.016762084392122355,1.9560500944295787,0.0001742498232626849,True,8,False,24.72713988827121,True,6,,games5425898691,bf81d8692db,24.0,1193.0899658203125,930.239990234375,96.12999725341797,-2960.5999755859375,22679.19921875,2095.2000427246094,-5462.60009765625,-639.7000122070312,-4.399999976158142,255.0,128.0,,-1.0539793526239012,1.455634571431403,-0.0015357962184704454,True,11,False,14,,False,
35,2922,71.0,False,False,1,206.8007855304288,1063.9300537109375,5019.31005859375,131.75,-3778.599853515625,-5620.4998779296875,-2350.399932861328,2517.100067138672,-914.7000122070312,-4142.099914550781,1.0,-0.3652553386463398,-2.2623158755280732,-2.256098441339658,b6b5b9138ab,iCrazyBad,7.0,1362.6199951171875,5103.2099609375,252.47999572753906,-1246.9999694824219,-55.0,3253.2998657226562,-87.39999771118164,632.5,-28.80000114440918,0.0,188.0,False,-0.009006403604368142,0.008276264934490601,-1.5754753378575421,True,62.0,False,18,22,4,,889383288701620212,KING_KIA7,9.0,4078.989990234375,-3136.77001953125,419.5400085449219,-3.1999999284744263,12817.900390625,362.00000762939453,38.29999923706055,-0.29999999329447746,-1.0999999940395355,255.0,128.0,,0.055461004390045976,1.5803074296800856,-1.5702438414534936,False,70.0,False,False,False,True,,enpitsu,76561198039309853,27,73.36000061035156,186.5500030517578,17.030000686645508,-1967.5,22913.30078125,5.0,-0.0,0.29999999329447746,37.89999961853027,255.0,128.0,,-0.01678069530397767,1.4811520413926231,-4.16138994623839e-05,True,8,False,0.0,False,6,,games5425898691,bf81d8692db,24.0,1043.02001953125,2079.699951171875,91.58999633789062,-2937.7999877929688,22507.099609375,-139.0999984741211,-5462.7001953125,-639.3000030517578,-4.000000059604645,255.0,128.0,,1.5514820756710068,1.4168247735533177,-0.03748176989776171,True,11,False,14,,False,
36,2993,74.0,False,False,0,9058.166045683165,-361.2900085449219,-3902.3701171875,93.51000213623047,-430.60001373291016,10381.300048828125,1413.6000061035156,-1026.3999938964844,3514.2999267578125,-2461.999969482422,0.0,0.8763599066550818,-3.123249531718176,0.9258142390211632,76561198039309853,enpitsu,27.0,-269.8299865722656,-4085.090087890625,17.049999237060547,-3313.800048828125,6029.89990234375,3.400000035762787,0.0,0.19999999552965164,-2709.5999145507812,255.0,128.0,False,0.01667362858395187,1.9823326292759216,-1.157037917092993e-05,True,57.70873982931978,True,6,8,False,,bf81d8692db,games5425898691,24.0,-181.97999572753906,-4675.3798828125,17.010000228881836,3400.2999877929688,9594.69970703125,2.199999988079071,1.4000000059604645,4.699999988079071,605.9000015258789,255.0,227.0,,0.00953342232389486,1.2336332173853661,-9.795025093218509e-05,False,31.0,False,14,12,True,,iCrazyBad,b6b5b9138ab,7,148.89999389648438,-5538.93994140625,24.290000915527344,6902.39990234375,6807.5,-266.5999984741211,-1.2999999523162842,95.79999923706055,2425.2999877929688,255.0,255.0,False,0.03820421775789928,0.8154408824390734,-0.02698743133287215,True,24,4,16.519217375786074,True,20,,KING_KIA7,889383288701620212,9.0,-3441.0,-449.55999755859375,17.0,3734.5999145507812,-14913.00048828125,3.3000001311302185,-0.09999999776482582,0.7000000029802322,0.0,255.0,128.0,,0.009600479375435168,-1.3254217643192874,6.915779930546015e-05,True,False,False,False,255.0,False,
37,3006,74.0,False,False,0,8563.693488615583,-380.6000061035156,-3408.169921875,95.91000366210938,-132.10000038146973,9478.300170898438,569.7000122070312,-3079.8001098632812,2712.60009765625,-2461.999969482422,0.0,-0.2561747143690669,2.0018810079339513,2.135341159856705,76561198039309853,enpitsu,27.0,-372.82000732421875,-3629.679931640625,17.010000228881836,-412.79998779296875,12425.0,3.4999999403953552,0.0,-0.29999999329447746,-317.00000762939453,255.0,128.0,False,0.016723452447938644,1.576472720343136,0.0001771106938132077,True,17.24370728769611,True,6,8,False,,bf81d8692db,games5425898691,24.0,-115.7300033569336,-4199.9599609375,17.010000228881836,1041.9000244140625,11941.700439453125,2.0999999344348907,0.0,0.5999999865889549,-60.999999046325684,255.0,128.0,,0.009554658697105445,1.479603300988427,7.005843207076202e-06,False,24.720326692827285,True,14,12,True,,iCrazyBad,b6b5b9138ab,7,283.5799865722656,-5087.990234375,16.979999542236328,-2005.3999328613281,12160.2001953125,11.000000238418579,-6.299999952316284,-2.5999999046325684,2328.2000732421875,232.0,255.0,False,0.009172286008924353,1.799199336452726,0.00010749555339298545,True,25,4,0.0,False,20,,KING_KIA7,889383288701620212,9.0,-3113.469970703125,-1142.5899658203125,17.0,11056.99951171875,-9474.500122070312,3.4999999403953552,-0.19999999552965164,0.09999999776482582,2085.0999450683594,255.0,255.0,,0.009601311843769108,-0.6430372055149142,2.6110986055695875e-05,True,False,False,False,255.0,False,
38,3021,75.0,False,False,0,7819.214376145315,-359.25,-2660.77001953125,103.22000122070312,1243.1999969482422,17064.200439453125,-90.39999961853027,-198.29999923706055,678.6000061035156,425.60001373291016,0.0,-0.27102081663480637,1.3778929202476768,3.039449306130787,76561198039309853,enpitsu,27.0,-386.79998779296875,-2835.800048828125,17.030000686645508,210.6999969482422,16368.1005859375,5.5000001192092896,0.09999999776482582,-1.4000000059604645,-1251.2999725341797,255.0,128.0,False,0.016783143150193438,1.5532706837797958,-0.0002768433183143079,True,0.0,False,6,8,False,,bf81d8692db,games5425898691,24.0,-13.0,-3416.389892578125,84.5199966430664,3497.9000854492188,19256.500244140625,2462.2000122070312,-5305.999755859375,1445.3999328613281,-77.69999980926514,255.0,128.0,,0.6443942384279816,1.2942623138282616,-0.00840208562944045,False,14.0,False,16,13,True,,iCrazyBad,b6b5b9138ab,7,160.3300018310547,-4131.6201171875,101.68000030517578,-1456.3999938964844,17864.000244140625,-154.0999984741211,-5252.7001953125,1567.1000671386719,450.49999237060547,198.0,37.0,False,-0.14378494682325327,-2.9084160054715755,-2.9920216730867404,True,26,4,0.0,False,21,,KING_KIA7,889383288701620212,9.0,-2419.2900390625,-1284.6099853515625,17.0,16776.300048828125,4225.799865722656,1.2999999523162842,-0.19999999552965164,0.09999999776482582,1993.5000610351562,255.0,255.0,,0.009572746950574347,0.315947289750607,2.2667457460519252e-05,True,False,False,False,211.1952429433023,True,
39,3041,75.0,False,False,0,6544.830507774428,-255.66000366210938,-1373.4300537109375,93.76000213623047,1664.7000122070312,18351.700439453125,402.99999237060547,-4602.9998779296875,851.6000366210938,523.8000106811523,0.0,1.280656510860583,2.6432364998086904,-1.8988276792641523,76561198039309853,enpitsu,27.0,-278.8699951171875,-1547.8699951171875,99.63999938964844,2006.6999816894531,21123.5009765625,204.20000076293945,-5470.9002685546875,563.6999893188477,34.80000019073486,255.0,128.0,False,1.3230580952274045,1.4932941007432499,0.026016431442532167,True,0.0,False,7,10,False,,bf81d8692db,games5425898691,24.0,250.92999267578125,-1960.52001953125,78.95999908447266,3469.5001220703125,19164.89990234375,-1272.0999908447266,-3030.8999633789062,846.3999938964844,-24.200000762939453,255.0,128.0,,-0.7410017462514255,1.3056467144539272,-0.01077873046110656,False,44.0,False,16,14,True,,iCrazyBad,b6b5b9138ab,7,42.4900016784668,-2837.219970703125,19.93000030517578,-4000.4998779296875,16929.100341796875,-1883.2000732421875,-69.60000038146973,-490.60001373291016,199.79999542236328,183.0,232.0,False,0.014764306828947246,1.93438027547383,0.04001404004929732,True,26,4,0.0,False,22,,KING_KIA7,889383288701620212,9.0,-1576.4599609375,-250.4499969482422,17.0,7263.4002685546875,17614.300537109375,3.3000001311302185,0.19999999552965164,0.7999999821186066,7.400000095367432,255.0,128.0,,0.009589689602753745,1.180725438868244,-7.462504181991382e-05,True,False,False,False,222.0,False,
40,3043,75.0,True,False,0,6380.691068930942,-240.38999938964844,-1206.9200439453125,95.38999938964844,2267.5999450683594,23569.599609375,709.8000335693359,2435.5999755859375,-175.59999465942383,181.5999984741211,0.0,1.2713840071939695,-2.9879735416688216,-1.2540373487711511,76561198039309853,enpitsu,27.0,-265.510009765625,-1407.030029296875,99.05000305175781,2006.300048828125,21124.7998046875,-158.50000381469727,-5470.9002685546875,563.6999893188477,34.80000019073486,255.0,128.0,False,1.3360385860826036,-1.700058856609476,3.1143180126726535,True,0.0,False,7,10,False,,bf81d8692db,games5425898691,24.0,279.8900146484375,-1800.6199951171875,66.04000091552734,3481.0000610351562,19207.7001953125,-1780.5999755859375,-2314.7999572753906,878.6000061035156,-359.50000762939453,255.0,0.0,,-0.5110317516202687,1.289641091172836,-0.0021156015490539476,False,44.0,False,16,14,True,,iCrazyBad,b6b5b9138ab,7,6.0,-2728.64990234375,22.559999465942383,-6354.0997314453125,15903.00048828125,2696.400146484375,703.6000061035156,-771.2999725341797,1256.3999938964844,202.0,184.0,False,0.0009896880570453227,1.9993125672829697,-0.016892087302767592,True,27,4,0.0,False,22,,KING_KIA7,889383288701620212,9.0,-1528.1099853515625,-133.00999450683594,17.0,7246.500244140625,17620.799560546875,3.3000001311302185,0.19999999552965164,0.7999999821186066,2.5999999046325684,255.0,128.0,,0.009589700007796026,1.1810240496042836,-7.31926464633447e-05,True,False,False,False,222.0,False,
41,3099,77.0,False,False,1,9318.029113525254,-321.6300048828125,-4098.1298828125,93.12999725341797,-7735.9002685546875,-27344.19921875,-46.70000076293945,4636.7999267578125,-682.3999786376953,3746.199951171875,1.0,-1.0551339667659005,2.3707506537055165,-0.780775783780455,889383288701620212,KING_KIA7,8.0,-236.05999755859375,-3996.820068359375,107.08000183105469,-7601.300048828125,-21374.7998046875,3577.7999877929688,-214.89999771118164,206.29999160766602,-1576.3999938964844,128.0,0.0,True,-0.0011256132959990561,-0.7120948530922437,-0.002856433327256278,True,122.00686455542038,True,False,4,False,,b6b5b9138ab,iCrazyBad,7.0,1731.469970703125,-1131.47998046875,92.63999938964844,6448.0999755859375,-20237.2998046875,-150.39999961853027,4646.199951171875,-1567.2000122070312,-2491.1000061035156,243.0,128.0,False,0.3969135095339592,2.817738300754124,-2.2322922607968807,4,0.0,False,30,25,False,,enpitsu,76561198039309853,27,-986.010009765625,-2574.320068359375,93.95999908447266,-13284.3994140625,-18676.300048828125,-317.00000762939453,-61.70000076293945,-4922.200012207031,-743.7999725341797,128.0,128.0,False,0.5898309720563515,-1.3955502816759058,-1.335144345257972,True,12,False,31.0,False,10,,games5425898691,bf81d8692db,24.0,-2940.25,-757.4099731445312,17.010000228881836,-16293.599853515625,-8581.400146484375,2.0999999344348907,0.09999999776482582,-0.0,-0.09999999776482582,255.0,128.0,,-0.009581751799135941,-0.4847303185848223,1.8136672752711348e-05,True,14,False,16,44.0,False,
42,3370,78.0,False,True,1,5166.833518013912,-0.11999999731779099,51.470001220703125,92.13999938964844,-1476.6000366210938,29858.701171875,1271.8000030517578,-4148.399963378906,-860.1999664306641,-4248.500061035156,1.0,-0.021996703097939697,0.08865066560320897,0.08653407767409153,b6b5b9138ab,iCrazyBad,7.0,-5.300000190734863,-124.47000122070312,105.38999938964844,-4816.099853515625,19306.99951171875,2391.9000244140625,304.4000053405762,-5345.30029296875,1258.8999938964844,255.0,246.0,True,-0.238807255370178,1.6940944041171426,-0.682686509407128,True,0.0,False,3,4,False,,889383288701620212,KING_KIA7,9.0,1303.6300048828125,-3164.090087890625,17.010000228881836,11877.900390625,-1502.5,2.3999999463558197,-0.0,-0.0,-2328.2000732421875,200.0,0.0,,-0.009566407640466868,-2.953297828510133,2.3294508379789967e-05,False,146.0,False,False,False,True,,enpitsu,76561198039309853,27,3.680000066757202,355.4700012207031,74.68000030517578,-256.8000030517578,-18149.49951171875,2576.0000610351562,0.7000000029802322,-0.19999999552965164,0.0,128.0,128.0,,-0.017128802080780835,-1.5566370430721312,1.600710583076723e-05,True,2,False,31.0,False,False,,games5425898691,bf81d8692db,24.0,-2640.419921875,4171.759765625,17.010000228881836,-18145.0,8518.300170898438,2.3000000417232513,1.0000000149011612,-0.3999999910593033,1789.7999572753906,128.0,255.0,,-0.009654858526400028,0.38638976013767207,0.0001505925024806627,True,False,False,False,0.0,False,
43,3461,81.0,False,False,0,6271.1352665950235,518.3599853515625,-969.5599975585938,99.33000183105469,-6693.499755859375,21163.00048828125,7264.6002197265625,1915.7000732421875,2649.5999145507812,-5030.799865722656,0.0,0.5535086198250961,2.435054164278805,-0.6910245794728301,bf81d8692db,games5425898691,24.0,630.0700073242188,-1152.9200439453125,17.020000457763672,-20349.200439453125,10719.3994140625,-2.0000000298023224,-0.5000000074505806,0.29999999329447746,0.0,255.0,128.0,,0.009600109913171917,2.656751069916096,-3.432422091259114e-05,True,123.47999147189556,True,False,False,False,,76561198039309853,enpitsu,27.0,287.1499938964844,-1493.1300048828125,17.049999237060547,0.0,0.19999999552965164,2.5,-1.0000000149011612,-0.5000000074505806,0.0,255.0,128.0,False,0.016688919586264006,2.1627681266325363,-7.762894073108437e-06,False,31.0,False,2,False,True,,iCrazyBad,b6b5b9138ab,7,3232.25,113.16000366210938,17.010000228881836,13706.8994140625,1901.9999694824219,2.5,-0.5999999865889549,0.0,2749.89990234375,255.0,254.0,False,0.009569400918091496,0.2773602762500506,0.00016453150582226012,True,4,False,0.0,False,4,,KING_KIA7,889383288701620212,9.0,-2512.320068359375,3339.489990234375,17.010000228881836,10000.10009765625,-12671.99951171875,1.7000000178813934,0.0,0.0,-28.19999933242798,255.0,116.0,,0.009596142904712964,-0.9021919748219004,-2.6729606748277138e-05,True,False,False,False,194.0,False,
44,3573,85.0,False,False,0,1189.521041890078,-1687.239990234375,4251.7998046875,142.27000427246094,11453.900146484375,19338.199462890625,5649.89990234375,2431.1000061035156,-3272.0001220703125,4402.60009765625,0.0,0.5300676501773175,-1.7775684559756537,0.08061558061571487,bf81d8692db,games5425898691,25.0,-1707.6400146484375,4098.1298828125,92.44000244140625,20430.899658203125,3055.8999633789062,1258.0000305175781,-4133.999938964844,2191.6000366210938,2890.5999755859375,128.0,238.0,,0.47192353214637933,-0.2297978972929036,-0.7048819121378488,True,159.0,False,3,4,False,32.0,76561198039309853,enpitsu,27.0,-1209.56005859375,1661.9000244140625,17.049999237060547,-7810.3997802734375,10944.49951171875,3.100000023841858,-0.09999999776482582,0.19999999552965164,-2241.4999389648438,255.0,0.0,,0.016735490557309055,2.130006565471548,-3.688183354556203e-05,False,61.0,False,2,False,True,,iCrazyBad,b6b5b9138ab,7,990.8200073242188,4719.77001953125,17.010000228881836,-16043.399658203125,1204.1999816894531,2.0999999344348907,1.5999999642372131,-0.5000000074505806,319.6999931335449,188.0,128.0,,0.00954836892604067,3.080702185661015,1.6855077005741566e-05,True,6,False,255.0,False,6,,KING_KIA7,889383288701620212,10.0,-2057.409912109375,4753.4599609375,17.010000228881836,-4938.900146484375,-10063.499755859375,8.100000023841858,20.69999933242798,21.500000953674316,2364.4000244140625,242.0,255.0,,0.009137313845404855,-1.9693436926812162,0.0014237425473673851,True,False,False,False,105.0,False,
45,3617,87.0,False,True,0,1312.4685402426849,-244.6199951171875,4000.580078125,151.35000610351562,-7057.60009765625,14899.000244140625,8307.7001953125,458.3000183105469,3471.4999389648438,4872.099914550781,0.0,0.43102867352802915,1.201148798859162,0.8362062705086746,76561198039309853,enpitsu,27.0,-152.0800018310547,3893.300048828125,165.60000610351562,6655.8001708984375,15559.100341796875,3879.8001098632812,-109.20000076293945,-4096.700134277344,-3667.9998779296875,128.0,255.0,,-0.031880368304124246,0.91994007349291,-0.6732103545857511,True,0.0,False,1,4,False,,bf81d8692db,games5425898691,25.0,1353.449951171875,4131.2001953125,17.020000457763672,13890.799560546875,-13333.199462890625,1.1999999731779099,0.19999999552965164,0.0,-2005.5000305175781,255.0,0.0,,0.00956555903146368,-0.8409528667142903,-4.562337733625212e-06,False,189.0,False,4,4,True,,iCrazyBad,b6b5b9138ab,7,-360.9200134277344,4170.43017578125,17.010000228881836,8821.599731445312,-8655.2001953125,0.09999999776482582,0.19999999552965164,0.0,2371.999969482422,255.0,253.0,False,0.00953765125546796,-0.7119891085182137,-2.9718509013205533e-05,True,6,False,229.97133766451188,True,6,,KING_KIA7,889383288701620212,8.0,-668.9199829101562,3571.85009765625,17.020000457763672,11143.900146484375,-12893.599853515625,-1.7000000178813934,0.7000000029802322,-1.0000000149011612,-1935.2000427246094,255.0,0.0,,0.009600212182785643,-0.9168568296673362,-3.916310966590931e-05,True,False,False,False,64.27735041546565,True,
46,3685,89.0,False,False,0,728.3083487915903,-934.5,4412.7099609375,382.7799987792969,4618.699951171875,-2347.7999877929688,6739.89990234375,5082.300109863281,523.6999893188477,-3145.5999755859375,0.0,1.057578111901284,2.4833435000208492,-2.252628708600054,bf81d8692db,games5425898691,25.0,-1040.030029296875,4363.919921875,247.5399932861328,-13210.899658203125,18254.3994140625,3379.5999145507812,-730.4000091552734,2447.899932861328,-1111.9999694824219,255.0,0.0,,-1.0534462131776916,1.1614217765007022,0.9236905436401611,True,127.60825803972064,True,4,6,False,,76561198039309853,enpitsu,27.0,-169.77999877929688,5835.64013671875,428.0199890136719,-10068.900146484375,1827.5,-1828.5000610351562,-564.7999954223633,-267.00000762939453,-2982.9000854492188,255.0,255.0,False,0.07963500852000303,2.08924975758176,3.0704133596100514,False,0.0,False,4,2,True,,iCrazyBad,b6b5b9138ab,7,-787.6099853515625,4548.7998046875,338.5199890136719,-12394.599609375,-6907.60009765625,835.5000305175781,-542.400016784668,-5204.89990234375,1692.2000122070312,245.0,73.0,False,0.10112155178678787,-1.229950505225851,2.9311978891528123,True,8,4,151.11735902806765,True,6,,KING_KIA7,889383288701620212,8.0,-2869.93994140625,697.780029296875,17.020000457763672,-18787.900390625,-4587.200012207031,1.0000000149011612,0.7999999821186066,0.0,1653.2000732421875,203.0,255.0,,0.009585004498281542,-2.866138598756215,0.00020112365725575508,True,False,False,False,15.0,False,
47,3756,92.0,False,False,1,6991.597588316872,3313.27001953125,-1420.4300537109375,125.87000274658203,-2964.5999145507812,24303.30078125,1767.8999328613281,3630.1998901367188,1795.0999450683594,-4427.0001220703125,1.0,0.872138351519582,-1.1301631819789986,0.1117138734494412,b6b5b9138ab,iCrazyBad,7.0,3378.639892578125,-1638.52001953125,16.989999771118164,-16.399999856948853,20869.599609375,4.4999998807907104,-0.0,1.5999999642372131,221.10000610351562,245.0,141.0,,-0.00960631649371838,1.558103592893356,-0.00010688528760531298,True,55.0,False,6,8,4,,889383288701620212,KING_KIA7,8.0,3859.489990234375,2420.719970703125,19.489999771118164,2595.4000854492188,13408.900146484375,258.8999938964844,160.30000686645508,-806.6999816894531,1105.1000213623047,206.0,251.0,,0.0062125557863381125,1.7745441869121181,-0.08737458823085781,False,255.0,False,False,False,True,,enpitsu,76561198039309853,27,837.72998046875,-5191.60986328125,59.58000183105469,-3758.599853515625,4894.200134277344,-2951.7001342773438,-771.9999694824219,5417.2998046875,-538.1999969482422,255.0,128.0,,-0.6945833409307971,0.7169434461678744,-0.26704863079680524,True,4,False,,False,2,,games5425898691,bf81d8692db,24.0,2007.510009765625,-3415.080078125,107.45999908447266,6800.999755859375,20046.700439453125,-167.19999313354492,-5274.4000244140625,1558.6000061035156,19.500000476837158,255.0,128.0,,-1.0866765752093075,-1.3133662638069297,-3.1167679696920976,True,5,False,8,76.0,False,
