,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,179,0,False,True,1,5181.884206854821,1.409999966621399,35.91999816894531,107.30999755859375,1368.0000305175781,23510.30029296875,8085.3997802734375,5997.0001220703125,-150.0,113.90000343322754,1.0,-0.002972987883977157,-0.0020081176256397286,-0.11391639041368089,76561198039309853,enpitsu,25.0,-13.029999732971191,-175.97999572753906,17.049999237060547,1530.0999450683594,19100.6005859375,2.7000001072883606,-0.3999999910593033,-6.9999998807907104,1135.199966430664,255.0,128.0,,-0.016764303298920875,1.5991222147460826,3.7242149914674106e-05,True,0.0,False,False,False,False,,bf81d8692db,games5425898691,18.0,-0.0,-4716.41015625,17.010000228881836,-0.0,7133.900146484375,2.0999999344348907,-0.7999999821186066,-0.0,0.0,255.0,,,-0.009437596099305234,1.5707880450025669,3.8982555224187095e-08,True,False,False,False,116.0,False,,MiNi_NiNJa_05,bb8f14468ac347d6b812d32142dcb731,5,100.5199966430664,4695.33984375,17.049999237060547,1189.800033569336,9833.400268554688,2.7000001072883606,-0.5999999865889549,-0.29999999329447746,0.0,128.0,128.0,,-0.016736673421157987,-1.4516432393646697,-2.7689073361339442e-05,True,85.0,False,False,False,False,,AK,76561198796010690,25.0,2005.4100341796875,4221.77001953125,17.0,-6566.5997314453125,15799.69970703125,2.8999999165534973,-0.09999999776482582,-0.0,2023.8999938964844,255.0,255.0,False,-0.00955630555880167,1.1072307558831327,-2.1228093013253568e-06,True,0.0,False,False,False,False,
1,228,1,False,False,0,9264.071375136245,-252.0,-4101.66015625,468.9700012207031,-5269.000244140625,17541.500244140625,-7494.0997314453125,-4510.899963378906,535.099983215332,3919.8001098632812,0.0,0.01328298384671421,0.06547512440463751,1.5721759568627716,76561198796010690,AK,25.0,-142.99000549316406,-4020.159912109375,334.8399963378906,8637.999877929688,6450.2001953125,1951.9000244140625,897.6000213623047,-3618.5000610351562,2143.300018310547,255.0,255.0,False,-1.045386978056098,1.9422527344111096,-0.924494023728976,True,0.0,False,4,4,False,,bb8f14468ac347d6b812d32142dcb731,MiNi_NiNJa_05,5.0,-208.60000610351562,-4348.4599609375,484.19000244140625,-3101.4999389648438,12854.000244140625,2370.2999877929688,-3904.2001342773438,-1357.4000549316406,-323.69998931884766,255.0,128.0,,-0.08115687837675475,1.911826343463454,-0.15353354360694488,True,4,3,False,0.0,False,,enpitsu,76561198039309853,25,-440.489990234375,-3154.719970703125,233.4600067138672,-8167.5,-20535.10009765625,-154.49999809265137,-100.9000015258789,-3839.5001220703125,3936.7001342773438,128.0,128.0,,-0.7961395520276573,-1.596849291597383,-3.031742216764904,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,18.0,0.0,2226.97998046875,33.95000076293945,0.0,-16414.7998046875,-2757.39990234375,1592.2999572753906,0.0,0.0,255.0,,,-0.18979196285472047,-1.5707610576099862,-3.3590017199698882e-06,True,116.0,False,4,4,False,
2,283,3,True,True,1,3753.3167715238674,1001.989990234375,1388.1800537109375,244.33999633789062,-4647.9998779296875,29079.3994140625,-4813.500061035156,1832.5999450683594,1302.5,5562.7001953125,1.0,0.8190704103092433,-0.013032978559261303,2.689104180508092,bf81d8692db,games5425898691,18.0,1045.27001953125,1202.050048828125,280.5299987792969,6507.19970703125,17700.2001953125,-139.89999771118164,-5337.7001953125,-1187.0999908447266,591.3000106811523,255.0,231.0,,-0.6411810566766368,2.096271062728677,-0.44739386556524074,True,117.82658090386337,True,6,False,5,,76561198039309853,enpitsu,25.0,2131.889892578125,4989.18994140625,24.43000030517578,11425.6005859375,-2677.9998779296875,-597.9999923706055,-1706.3999938964844,304.20000076293945,-1861.1000061035156,255.0,0.0,,-0.07023012395710967,-2.886112756179528,0.23509245290778844,True,2,2,False,,False,,MiNi_NiNJa_05,bb8f14468ac347d6b812d32142dcb731,5,714.77001953125,2610.179931640625,43.709999084472656,4336.499938964844,-6523.0999755859375,3638.800048828125,-81.80000305175781,-568.4999847412109,208.09999465942383,,,,0.014550289598470866,-2.2502344889737254,0.016738871449736775,True,,False,6,False,4,,AK,76561198796010690,25.0,-1469.949951171875,2917.3798828125,17.010000228881836,-9505.2001953125,2596.9000244140625,2.3000000417232513,0.5000000074505806,0.09999999776482582,-2432.5999450683594,255.0,0.0,,-0.009526239639235965,0.3146687421782204,3.453093599120221e-05,True,31.0,False,4,False,4,
3,579,5,False,False,0,5125.278585807544,146.57000732421875,121.87999725341797,124.61000061035156,24077.19970703125,18888.699951171875,5915.0,2648.9999389648438,-570.6999969482422,147.89999961853027,0.0,0.1580561094135085,0.6196913085871998,-0.12674879373258233,76561198796010690,AK,25.0,24.760000228881836,-64.12000274658203,115.8499984741211,15897.7001953125,12530.0,-136.00000381469727,1779.1999816894531,5176.5997314453125,-534.7999954223633,255.0,0.0,True,0.08644222110390452,1.2137824385678586,2.1313434667905438,,0.0,False,4,False,3,,bb8f14468ac347d6b812d32142dcb731,MiNi_NiNJa_05,5.0,2637.5,-4127.16015625,17.049999237060547,18569.3994140625,2949.5001220703125,2.8999999165534973,5.5000001192092896,0.3999999910593033,904.4000244140625,255.0,255.0,True,0.016799582554958156,0.1557996084017946,0.00016956361669329126,True,False,False,False,0.0,False,,enpitsu,76561198039309853,25,0.0,2814.25,17.049999237060547,0.0,-7337.8997802734375,2.5999999046325684,0.5999999865889549,0.0,0.0,255.0,,,0.016807754157375284,-1.5707753722337265,1.7641291150023868e-07,True,146.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,88.7300033569336,337.9100036621094,93.33999633789062,-6762.5,-21903.20068359375,362.2999954223633,4366.400146484375,-3324.2001342773438,-365.0,255.0,91.0,,0.9836255492704172,-1.1729437454366929,0.9615086150444777,True,0.0,False,4,3,False,
4,677,8,False,False,1,10232.68739834667,-1675.3699951171875,-4764.33984375,112.66000366210938,-7123.900146484375,-15311.8994140625,-5622.5,1719.7999572753906,-4167.200012207031,3959.2999267578125,1.0,0.12149764682017292,-0.3605497739875239,-2.038758620390979,76561198039309853,enpitsu,25.0,-1561.1500244140625,-4619.10986328125,137.00999450683594,-8517.7001953125,-3305.0,3484.5001220703125,1096.9000244140625,-2988.2000732421875,-123.00000190734863,255.0,128.0,,-0.12228547186281559,-0.34776348464844686,0.0002970999459153707,True,77.0,False,2,False,1,,bf81d8692db,games5425898691,18.0,3941.68994140625,-510.9800109863281,40.400001525878906,5627.1002197265625,-20881.298828125,2543.6000061035156,1700.3999328613281,-2645.2999877929688,-1412.2999572753906,255.0,0.0,,0.09426818810790949,-1.8014018095887347,0.428166284690622,True,6,6,False,226.72284735146386,True,,MiNi_NiNJa_05,bb8f14468ac347d6b812d32142dcb731,5,-2110.760009765625,-1679.6800537109375,17.049999237060547,1516.1000061035156,-9958.800048828125,2.5999999046325684,-0.5000000074505806,-0.0,0.0,255.0,128.0,False,-0.016733739083142345,-1.7218941298945534,-3.5499786960416864e-06,True,204.0,False,False,False,False,,AK,76561198796010690,25.0,-3408.0400390625,1663.949951171875,17.030000686645508,12880.6005859375,-3653.3999633789062,-0.19999999552965164,8.299999833106995,-0.0,-2411.7999267578125,255.0,0.0,False,-0.009607163677183457,-2.7778686317880883,-0.0002253370676747931,True,255.0,False,4,4,False,
5,747,11,False,False,1,10048.039467358756,-2994.10009765625,-4124.4599609375,121.44999694824219,-3423.699951171875,14039.300537109375,-7359.2999267578125,-3383.3999633789062,-1817.8999328613281,-2837.0999145507812,1.0,-1.029555284401301,1.8613032486717183,0.4701864932673573,76561198039309853,enpitsu,25.0,-3011.830078125,-4312.18994140625,158.24000549316406,-7269.2999267578125,9955.599975585938,-165.79999923706055,-4300.10009765625,-3428.9999389648438,-15.700000524520874,255.0,0.0,False,-0.8507502914295141,-2.247236131622311,-3.0940616180379292,True,53.0,False,4,False,3,,bf81d8692db,games5425898691,18.0,1333.010009765625,-4988.0400390625,22.399999618530273,-20986.8994140625,-1149.4999694824219,139.7000026702881,-1008.6000061035156,-469.50000762939453,-1441.9999694824219,255.0,0.0,,-0.007287753208282075,-0.03967119094995634,0.20809454145329798,True,6,6,False,255.0,False,,MiNi_NiNJa_05,bb8f14468ac347d6b812d32142dcb731,5,-3893.68994140625,-3986.659912109375,75.94999694824219,-7291.400146484375,11546.300048828125,587.7000045776367,-709.3000030517578,254.59999084472656,-2612.0001220703125,255.0,0.0,,0.009177559233766841,1.0272272149596597,0.7256860485675817,True,255.0,False,False,False,False,,AK,76561198796010690,25.0,-3022.81005859375,-1483.6600341796875,17.030000686645508,-4397.300109863281,-7619.7998046875,-0.7000000029802322,-1.5999999642372131,-1.1999999731779099,-608.4999847412109,152.0,128.0,,-0.009582717098318629,-0.9995674863568036,0.00024745249592583577,True,255.0,False,4,4,False,
6,777,12,False,False,0,4733.68468537171,3302.56005859375,2953.7099609375,222.50999450683594,-8567.60009765625,15709.599609375,13631.400146484375,5116.199951171875,2786.199951171875,-1435.7000732421875,0.0,1.1622887085321165,-2.561785162434874,-0.13856437412739175,bb8f14468ac347d6b812d32142dcb731,MiNi_NiNJa_05,5.0,3347.409912109375,2847.780029296875,109.0199966430664,-14230.50048828125,12569.000244140625,2223.6000061035156,-5023.999938964844,-1887.2000122070312,-1203.0000305175781,128.0,0.0,True,0.034829646450833626,-2.7671877431582663,1.5376022254274473,True,255.0,False,4,False,3,,76561198796010690,AK,25.0,3338.669921875,2721.18994140625,105.76000213623047,15.700000524520874,10907.2998046875,3522.0999145507812,3749.1000366210938,3741.199951171875,-1482.1000671386719,255.0,0.0,True,-0.18419412971937332,1.698871174879668,0.34711350296093946,True,6,4,False,226.0,False,,enpitsu,76561198039309853,25,3775.239990234375,3270.47998046875,16.360000610351562,2599.4000244140625,-11147.60009765625,113.99999618530273,13.09999942779541,6.899999976158142,-2519.9000549316406,255.0,0.0,False,0.015141210206145908,-1.412426668116091,0.0003519397639211185,True,53.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,657.1400146484375,4430.10009765625,17.0,9918.200073242188,-2249.1000366210938,3.3000001311302185,0.0,0.19999999552965164,698.6000061035156,0.0,182.0,,0.009937192397207249,-0.21165296367211028,3.489787723898694e-05,True,234.0,False,6,6,False,
7,923,17,False,False,1,7300.669203718821,-196.05999755859375,-2078.530029296875,503.5799865722656,-4553.599853515625,27330.6005859375,414.59999084472656,-2790.5999755859375,3148.5000610351562,-3027.5,1.0,-0.40440127456703323,1.8941689790513687,0.9078149834207317,bf81d8692db,games5425898691,18.0,-143.75,-2236.56005859375,460.3399963378906,-6561.099853515625,15054.7998046875,4083.5000610351562,-3695.7000732421875,-1052.9000091552734,-3934.7000122070312,255.0,38.0,,0.12502548611944161,0.9325121440840417,-0.3120105086808926,True,161.9605419405045,True,10,False,9,,76561198039309853,enpitsu,25.0,-167.64999389648438,-2502.8798828125,322.6400146484375,1630.2999877929688,17981.700439453125,1233.7000274658203,-1330.7000732421875,-68.49999904632568,-40.70000171661377,255.0,128.0,False,0.9456311001066482,1.476692112900186,-0.08981269673299791,True,6,5,False,0.0,False,,MiNi_NiNJa_05,bb8f14468ac347d6b812d32142dcb731,5,-165.32000732421875,-1482.18994140625,242.08999633789062,2568.9999389648438,-13016.8994140625,4799.4000244140625,-2041.1000061035156,-1033.499984741211,-928.0999755859375,128.0,128.0,False,0.7013107338394565,-1.689222594494136,0.047436905112611075,True,163.00825817354263,True,6,3,4,,AK,76561198796010690,25.0,-527.2100219726562,-213.61000061035156,17.010000228881836,5841.7999267578125,14481.800537109375,2.0999999344348907,-0.0,-0.09999999776482582,2069.1000366210938,255.0,255.0,False,-0.009560120916863427,1.886088077217479,2.5319780252306842e-05,True,219.0,False,8,8,False,
8,956,19,False,False,0,6413.570163766075,732.75,-1063.31005859375,119.94000244140625,8988.300170898438,-856.3999938964844,5445.7000732421875,4331.000061035156,-529.900016784668,-4118.399963378906,0.0,0.34921413804018864,-1.8969099334976987,0.7814518137978742,76561198796010690,AK,25.0,707.6699829101562,-1167.06005859375,17.010000228881836,6389.2999267578125,-2981.6000366210938,2.3000000417232513,-0.5000000074505806,-0.5000000074505806,2373.800048828125,237.0,255.0,False,0.00953146730034904,-0.43555893297009785,5.11943834117056e-05,True,219.0,False,8,False,8,,bb8f14468ac347d6b812d32142dcb731,MiNi_NiNJa_05,5.0,-126.11000061035156,2906.219970703125,1097.550048828125,-2234.1000366210938,10415.400390625,4147.0001220703125,1955.0,2290.5999755859375,482.79998779296875,128.0,0.0,True,-0.19050085581297954,0.8223537278468808,-0.6522270667568248,True,6,4,4,140.0,False,,enpitsu,76561198039309853,25,113.47000122070312,640.239990234375,201.32000732421875,-176.70000076293945,-12784.599609375,-3509.2999267578125,2238.3999633789062,-1169.7000122070312,938.7000274658203,128.0,128.0,False,-0.9219718556157852,-2.5647827155456775,0.6144622140125509,True,0.0,False,6,False,6,,games5425898691,bf81d8692db,18.0,959.75,387.20001220703125,356.79998779296875,7362.1002197265625,-16349.69970703125,-3649.1000366210938,1524.1000366210938,199.0999984741211,-844.8000335693359,255.0,128.0,,-0.6714566131997245,-0.9085296819321965,-0.6408839955638806,True,135.0,False,10,10,False,
9,998,20,False,False,0,6997.288858746772,2089.1298828125,-1188.5899658203125,181.7100067138672,17510.799560546875,4321.099853515625,4122.900085449219,4565.199890136719,-2621.0000610351562,-2878.900146484375,0.0,-0.11023390317572633,1.2340930963317922,-0.8283311907148194,76561198796010690,AK,25.0,1919.9300537109375,-1277.9599609375,51.849998474121094,13222.5,6332.8997802734375,3362.5,-121.00000381469727,173.1999969482422,2081.699981689453,255.0,55.0,,0.012053846760428026,0.652922465103153,0.00017961751352101892,True,140.0,False,10,False,8,,bb8f14468ac347d6b812d32142dcb731,MiNi_NiNJa_05,5.0,-455.3299865722656,4442.580078125,998.1599731445312,-2234.1000366210938,10415.400390625,-5436.300048828125,-448.1999969482422,907.6999664306641,741.6999816894531,,128.0,False,0.47028568439267404,1.0563959690861104,2.4017581476612246,True,6,4,4,140.0,False,,enpitsu,76561198039309853,25,769.1599731445312,-465.5400085449219,17.059999465942383,8977.60009765625,7594.69970703125,2.0999999344348907,0.0,0.0,2381.999969482422,255.0,128.0,False,0.016713032598485823,0.7612660024420106,1.1132239773465363e-05,True,,False,6,False,6,,games5425898691,bf81d8692db,18.0,2000.97998046875,-1055.1700439453125,51.54999923706055,9503.300170898438,-283.700008392334,3239.2999267578125,9.399999976158142,619.900016784668,-1214.4000244140625,255.0,101.0,,0.02743440470586939,-0.07061821173480422,-0.0019894961193183893,True,142.0,False,12,10,False,
