,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,170,0,False,False,0,5259.721980670382,52.84000015258789,-33.43000030517578,92.2699966430664,9240.999755859375,-7595.4998779296875,-198.50000381469727,-2513.800048828125,-1473.9999389648438,-773.6000061035156,0.0,-0.24410798951688284,-0.05606524550678969,-0.14853023748565375,bb09916c60b,okinezos,9.0,34.68000030517578,-163.19000244140625,142.47000122070312,-17871.199951171875,14420.30029296875,-1292.5999450683594,-1013.3999633789062,-5362.1002197265625,-685.5000305175781,248.0,216.0,,0.17360019058546777,1.9292916641401638,-0.5460908081866841,True,0.0,False,4,3,False,,76561198064172635,Ping Guy,16.0,6.28000020980835,-1931.030029296875,17.010000228881836,255.6999969482422,13709.200439453125,2.0999999344348907,0.0,0.7999999821186066,0.0,255.0,128.0,,0.009567093791114527,1.55212204943811,-6.644336850271039e-05,True,116.0,False,False,False,False,,enpitsu,76561198039309853,29,7.630000114440918,100.4800033569336,94.0199966430664,9593.300170898438,-2876.9000244140625,-244.0999984741211,4607.699890136719,1257.300033569336,-2727.2000122070312,255.0,128.0,,1.3212619264944723,1.8171964491069166,-3.033824384510522,True,2,False,1,0.0,False,,games5425898691,bf81d8692db,18.0,2723.659912109375,4045.030029296875,17.010000228881836,16554.100341796875,5429.69970703125,2.3000000417232513,1.0000000149011612,0.5999999865889549,-1733.2000732421875,128.0,0.0,0.009621500557762784,0.27252252360917517,-0.00015646236666629705,True,False,False,False,0.0,False,,
1,228,2,False,False,0,7397.059748027006,1716.6500244140625,-1780.300048828125,93.94999694824219,15062.39990234375,-14451.700439453125,2385.2999877929688,913.8999938964844,101.49999618530273,-448.80001068115234,0.0,0.9834369418107698,-0.5623451418535812,-0.2867401177073271,76561198064172635,Ping Guy,16.0,1582.8699951171875,-1652.93994140625,17.010000228881836,12315.899658203125,-12088.1005859375,-0.29999999329447746,-3.400000035762787,2.7000001072883606,1267.0999908447266,255.0,143.0,,0.0096111282095269,-0.7095034088732594,-6.808338077502485e-05,True,85.1116990222726,True,False,False,False,,bb09916c60b,okinezos,9.0,-3066.949951171875,15.65999984741211,18.31999969482422,-16172.60009765625,1935.8000183105469,4.699999988079071,-0.7000000029802322,0.09999999776482582,1547.1000671386719,249.0,255.0,True,0.017066984505210183,3.0396983763228,0.00025873017926195216,True,0.0,False,4,4,False,,enpitsu,76561198039309853,29,2108.72998046875,-1200.77001953125,93.02999877929688,12059.200439453125,-11964.89990234375,-154.7000026702881,4150.799865722656,3608.2998657226562,-20.69999933242798,0.0,128.0,,-0.8619701050902936,2.281938398326952,-3.1357400795199415,True,4,False,4,31.0,False,,games5425898691,bf81d8692db,19.0,3675.4599609375,887.3900146484375,17.010000228881836,-77.39999771118164,-22999.7998046875,1.5000000596046448,0.0,-0.5000000074505806,0.0,255.0,128.0,0.009590120427748693,-1.5741582134962366,-4.6638639839697755e-05,True,False,False,False,160.0,False,,
2,276,3,False,False,1,4945.4786522418535,-3909.60009765625,3972.110107421875,294.989990234375,11356.500244140625,12647.19970703125,11473.599853515625,1580.5000305175781,-3107.2000122070312,-4883.2000732421875,1.0,-0.5576129671269546,-0.20296342189837052,0.32422335044158745,76561198039309853,enpitsu,29.0,-4032.27001953125,3831.860107421875,177.55999755859375,1465.8999633789062,15649.69970703125,10810.30029296875,562.9000091552734,4814.599914550781,-2192.5999450683594,255.0,0.0,,0.6002991931652996,1.6116795817022138,1.1795005680442865,True,,False,6,4,False,,bf81d8692db,games5425898691,19.0,-2096.449951171875,1956.780029296875,17.010000228881836,20355.699462890625,1807.2000122070312,2.0999999344348907,2.0999999344348907,0.19999999552965164,-497.5,255.0,128.0,,-0.009576493259310133,3.092553279421975,8.915651447852933e-05,True,255.0,False,False,False,False,,okinezos,bb09916c60b,9,2792.139892578125,2302.7099609375,83.37999725341797,-11468.199462890625,17648.800048828125,-479.3000030517578,-3347.0999145507812,-3381.199951171875,88.80000114440918,,24.0,,1.2955290776654471,1.1383876338126022,0.40462544162022673,True,6,False,6,218.0,False,,Ping Guy,76561198064172635,17.0,-3437.43994140625,4583.8701171875,160.80999755859375,-7950.5999755859375,3013.9999389648438,16443.00048828125,4444.599914550781,3150.4000854492188,-754.5999908447266,255.0,255.0,1.1463634383412513,0.32709016618700765,-0.4678943743137757,True,False,False,False,242.8539353109175,True,,
3,284,4,False,False,0,10459.729259467204,3578.780029296875,-4314.22021484375,595.5900268554688,-6614.0997314453125,12907.900390625,1601.9000244140625,-3867.2000122070312,3996.300048828125,2252.2999572753906,0.0,0.5938828271813053,-2.0151629467871386,-0.8870732376955774,76561198064172635,Ping Guy,17.0,3560.760009765625,-4479.72998046875,603.8900146484375,6711.500244140625,6833.699951171875,16063.900146484375,-1292.1000671386719,1372.8999328613281,20.0,255.0,255.0,,-0.9807969178209247,0.7722738490401624,-1.5620732533982766,True,217.75255915426436,True,False,False,False,,bb09916c60b,okinezos,9.0,-2495.56005859375,-2759.010009765625,49.040000915527344,11546.99951171875,-17663.299560546875,-2099.600067138672,2198.699951171875,1122.6000213623047,-786.9000244140625,233.0,0.0,,-0.4341716050678256,-0.9969541637475364,0.20921253040269416,True,218.0,False,6,6,False,,enpitsu,76561198039309853,29,3789.97998046875,-4253.22998046875,385.0,-11610.899658203125,-11511.300048828125,1890.5999755859375,1608.2000732421875,-1558.0000305175781,-257.2999954223633,255.0,0.0,False,-0.06336021265473066,-2.3568803607838897,1.574376858714262,True,6,False,4,,False,,games5425898691,bf81d8692db,19.0,1416.6400146484375,-1980.6500244140625,17.010000228881836,-20395.50048828125,-313.8999938964844,2.0999999344348907,2.7000001072883606,-0.09999999776482582,-537.400016784668,255.0,36.0,0.009576745272499212,-3.125597026699116,-7.986065265641348e-05,True,False,False,False,255.0,False,,
4,358,6,False,False,0,7100.894974329848,2184.06005859375,-1258.1199951171875,234.75,-10434.200439453125,19658.599853515625,3694.5001220703125,1400.5000305175781,5804.1998291015625,590.9999847412109,0.0,-0.34471807577644376,0.2576590553985027,2.7657533395766283,76561198064172635,Ping Guy,17.0,2318.580078125,-1451.699951171875,103.05999755859375,-16897.60009765625,15436.600341796875,2275.500030517578,-1246.2000274658203,-1479.1000366210938,118.69999885559082,255.0,128.0,,0.02688223377667575,2.442534540302016,-0.0003066574480498805,True,99.0,False,4,3,False,,bb09916c60b,okinezos,10.0,1314.72998046875,-2213.139892578125,18.34000015258789,-281.3999938964844,21905.70068359375,1.7000000178813934,0.0,0.0,614.7999954223633,238.0,128.0,,0.01707693631639242,1.6385148855150484,-0.0002231873966205854,True,206.0,False,6,6,False,,enpitsu,76561198039309853,29,3803.679931640625,-2006.1300048828125,77.62000274658203,2919.7000122070312,17343.1005859375,-1338.3999633789062,-3182.0001220703125,520.4999923706055,0.5999999865889549,255.0,255.0,False,-0.7485822891204039,1.4082999006807468,0.00023439975208179885,True,8,False,6,31.0,False,,games5425898691,bf81d8692db,19.0,-470.32000732421875,1359.3499755859375,17.010000228881836,-4802.300109863281,18677.7001953125,2.199999988079071,0.5999999865889549,-2.5,1510.5000305175781,255.0,179.0,0.009597501856385918,1.8797887034942722,5.0788801750046143e-05,True,False,False,False,217.0,False,,
5,414,8,False,False,0,2878.553091858317,233.0,2492.090087890625,175.47999572753906,-10660.400390625,24023.00048828125,-369.3000030517578,-1259.8999786376953,2094.2999267578125,2639.5999145507812,0.0,-0.9614851350207116,-1.684705786592621,1.484757817095257,bb09916c60b,okinezos,10.0,355.75,2183.10009765625,146.3699951171875,-5917.2998046875,22225.70068359375,-14.600000381469727,-1387.2999572753906,-386.30001068115234,1316.6999816894531,244.0,235.0,,0.14960575244996602,1.9807118900327094,0.010621142817901635,True,99.14018083644167,True,8,6,False,,76561198064172635,Ping Guy,17.0,-730.7999877929688,2002.969970703125,17.010000228881836,-12002.900390625,19593.00048828125,2.0999999344348907,0.5000000074505806,0.0,0.0,255.0,128.0,,0.00963111091348438,2.120436584974358,2.8319764261647818e-05,True,134.0,False,4,4,False,,enpitsu,76561198039309853,29,3871.360107421875,2161.179931640625,76.7699966430664,1422.5999450683594,22902.2998046875,-1020.2999877929688,-3670.8999633789062,660.5999755859375,-23.19999933242798,128.0,255.0,False,-0.9079321234679766,1.4008947875057598,-0.010437610543847555,True,10,False,8,0.0,False,,games5425898691,bf81d8692db,19.0,-531.530029296875,4479.97021484375,40.47999954223633,7717.9998779296875,1035.999984741211,3336.099853515625,9.100000262260437,-199.89999771118164,-2353.000030517578,255.0,13.0,0.007214417098039931,0.0310053468376536,-4.461672175252458e-05,True,3,False,False,217.0,False,,
6,530,13,False,False,1,8127.831724575252,1944.3399658203125,-2919.93994140625,818.9199829101562,11013.599853515625,19572.60009765625,-4321.7999267578125,-855.4000091552734,5502.1002197265625,2234.9000549316406,1.0,-0.5635470346923184,0.8349986174659549,2.187199984020467,bf81d8692db,games5425898691,19.0,1840.8399658203125,-3090.5400390625,781.1799926757812,7879.5001220703125,14171.800537109375,576.3999938964844,-2909.7000122070312,-1411.7999267578125,-4448.599853515625,255.0,215.0,,0.011333264905707918,2.596298743260712,-1.5387107328993304,True,103.2272949064932,True,6,5,False,,76561198039309853,enpitsu,29.0,328.6199951171875,-5037.97021484375,17.049999237060547,1098.3999633789062,1981.0000610351562,2.5999999046325684,0.29999999329447746,0.5999999865889549,0.3999999910593033,128.0,128.0,False,-0.016857511030601888,2.0768426409628855,-5.600002664289598e-05,True,255.0,False,10,8,False,,okinezos,bb09916c60b,10,3347.239990234375,-2339.669921875,18.34000015258789,1782.2999572753906,16404.599609375,-3.6000001430511475,-0.09999999776482582,-0.5000000074505806,-8.999999761581421,255.0,128.0,False,-0.01706383987584343,1.6801734097476084,2.862774096138246e-05,False,8,False,8,47.01539795373074,True,,Ping Guy,76561198064172635,17.0,2499.77001953125,-2164.550048828125,17.010000228881836,-8266.300048828125,5495.8001708984375,2.5,-0.09999999776482582,-0.0,-2403.9999389648438,255.0,4.0,-0.009536550546158713,0.6360812150263171,1.260123762605081e-06,True,4,False,4,255.0,False,,
7,610,16,False,False,1,4707.859192101055,3547.820068359375,1250.0400390625,185.02999877929688,-14058.900146484375,5777.19970703125,190.10000228881836,4180.899963378906,4301.199951171875,-136.40000343322754,1.0,-0.5719661665086758,0.04663250875291466,1.4631589794443538,bf81d8692db,games5425898691,19.0,3647.56005859375,1306.25,76.62999725341797,-13980.6005859375,18202.7001953125,1484.1000366210938,1718.699951171875,-5109.89990234375,1088.1999969482422,255.0,255.0,,-0.29538361164516014,0.9666475356426832,-0.5332132762022318,True,22.0,False,8,7,False,,76561198039309853,enpitsu,29.0,-26.34000015258789,-3181.909912109375,17.049999237060547,1998.800048828125,13263.900146484375,2.5999999046325684,-0.0,-0.7000000029802322,-210.9000015258789,255.0,0.0,,-0.016752054304015756,1.7417395471751047,0.00014983135513486383,True,255.0,False,10,8,False,,okinezos,bb09916c60b,10,3001.949951171875,2412.330078125,18.34000015258789,-8990.0,-2065.500030517578,2.5999999046325684,-0.7999999821186066,-0.0,-2742.9998779296875,248.0,0.0,False,-0.016994813207167038,-0.12756467413137482,-6.60071098971517e-05,True,10,False,10,255.0,False,,Ping Guy,76561198064172635,17.0,3352.989990234375,1551.6600341796875,52.150001525878906,12109.89990234375,-2137.7000427246094,3603.3999633789062,156.09999656677246,576.8000030517578,-765.1999664306641,255.0,60.0,-0.027372024662124874,-2.862955605777298,0.000677930861365076,True,6,False,4,184.0,False,,
8,649,17,False,False,0,7131.822600664649,-1775.93994140625,-1937.3299560546875,114.37999725341797,2179.600067138672,14466.8994140625,7161.9000244140625,3565.8999633789062,4055.4998779296875,-2614.5999145507812,0.0,0.3150932519246351,2.0008466524963913,-0.7179674581604822,bb09916c60b,okinezos,10.0,-1732.8399658203125,-2078.7099609375,17.34000015258789,-269.4000053405762,10626.8994140625,-279.89999771118164,-191.90000534057617,-495.2000045776367,3202.60009765625,238.0,254.0,False,0.026530702325512353,1.72040254263464,-0.020461564069968984,True,255.0,False,10,10,False,,76561198064172635,Ping Guy,17.0,-1629.18994140625,-3058.7900390625,25.520000457763672,11003.299560546875,-8782.60009765625,-1032.2000122070312,-2008.0999755859375,2929.1000366210938,-4199.700012207031,255.0,128.0,,-0.3788444486830728,1.0129177883668394,0.005804618695087671,True,184.0,False,6,6,False,,enpitsu,76561198039309853,29,-197.88999938964844,1151.969970703125,17.049999237060547,8595.599975585938,-13232.2998046875,3.700000047683716,-0.5000000074505806,0.5999999865889549,2949.89990234375,255.0,255.0,False,0.01677037214618312,-0.8251387390350887,0.0001446883380632558,True,10,False,8,218.0,False,,games5425898691,bf81d8692db,19.0,-4055.179931640625,-2899.030029296875,173.00999450683594,893.7000274658203,-10251.8994140625,-2364.2999267578125,250.79999923706055,-2952.39990234375,-163.4000015258789,255.0,128.0,0.19062501324403436,-1.4919248428458354,-1.5001558888972553,False,8,False,8,22.0,False,,
9,700,19,False,True,0,4470.086966052486,-1377.5799560546875,695.9299926757812,311.3699951171875,6603.800048828125,26601.298828125,347.00000762939453,-2177.2999572753906,5061.700134277344,-2363.699951171875,0.0,1.532542574245767,-1.6138350913431612,1.185094050915069,bb09916c60b,okinezos,10.0,-1435.06005859375,454.4599914550781,201.8800048828125,-105.39999961853027,20796.99951171875,3496.7001342773438,-1423.6000061035156,-2564.4000244140625,-1027.6000213623047,245.0,207.0,False,-0.9321350832627817,1.6619675980275854,-0.2838120466151998,True,187.42023219344438,True,12,11,False,,76561198064172635,Ping Guy,17.0,-122.31999969482422,-1352.9100341796875,17.010000228881836,3964.1000366210938,20891.4990234375,0.0,0.0,0.9000000357627869,11.499999761581421,255.0,128.0,,0.0096017633795114,1.3847660280051926,-7.580220180043075e-05,True,82.0,False,6,6,False,,enpitsu,76561198039309853,29,501.1000061035156,2563.6298828125,17.049999237060547,-993.4999847412109,14023.599853515625,2.5999999046325684,0.0,-0.7999999821186066,-146.5999984741211,255.0,128.0,False,0.016749687869377323,1.6256186476079104,0.000123363035762076,True,10,False,8,249.0,False,,games5425898691,bf81d8692db,19.0,-2174.0,-3990.840087890625,17.010000228881836,15125.400390625,11187.900390625,0.0,0.3999999910593033,0.19999999552965164,1681.9999694824219,255.0,255.0,0.009590074838016343,0.6787191264509125,0.0001415899466769765,True,8,False,8,195.4829333546341,True,,
