,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
10,680,18,False,False,1,5407.569873716176,-221.64999389648438,-150.80999755859375,200.36000061035156,2158.300018310547,10650.899658203125,9560.700073242188,5663.3001708984375,897.3999786376953,1766.6000366210938,1.0,-0.7740679484258708,0.7788863488613784,1.5904751060165727,76561198039309853,enpitsu,28.0,-206.05999755859375,-353.8999938964844,81.7300033569336,1487.5,5370.9002685546875,3326.9000244140625,-1145.5000305175781,2248.300018310547,-1874.7000122070312,128.0,0.0,False,0.08100679760856122,0.7165746232243105,0.026698127624154282,True,244.0,False,5,6,False,,30ede34f15234a558b3594e92eb7afb6,games5425898691,17.0,-176.69000244140625,1584.0699462890625,46.04999923706055,8212.000122070312,-21205.6005859375,3447.3001098632812,378.49998474121094,169.40000534057617,1043.8999938964844,255.0,152.0,,-0.01819930590218939,-2.0198992728087384,0.0004628727745288881,True,4.0,False,9,False,8,,Gummiged V2,8770c947f1404cf98c6570e8452169d5,14,1899.489990234375,1620.699951171875,17.059999465942383,20532.80029296875,-2722.2000122070312,4.699999988079071,-0.0,-1.0999999940395355,1988.800048828125,253.0,255.0,False,-0.016835126502679296,-3.0786280048896284,4.171976541817692e-06,True,10,188.0,False,12,False,,FRKZDMR,76561198419557807,10.0,-754.47998046875,1322.8800048828125,16.989999771118164,9163.099975585938,-10145.399780273438,10.700000524520874,-3.3000001311302185,5.299999713897705,2640.4000854492188,255.0,255.0,-0.009489633023737966,-2.4393010641880513,0.00035587494766925525,True,152.0,False,False,12,12,,False
11,754,21,False,True,1,2614.057580667795,328.1700134277344,2588.360107421875,397.0899963378906,-705.6999969482422,31629.19921875,-1868.5000610351562,515.2999877929688,3524.1000366210938,-3919.8001098632812,1.0,0.20775795054690815,-0.9083426943913051,-1.2552530169452285,76561198039309853,enpitsu,28.0,350.3999938964844,2361.68994140625,327.0400085449219,-2368.3999633789062,22698.5009765625,2820.2999877929688,-3480.4000854492188,-2211.4999389648438,-1767.8999328613281,255.0,255.0,False,0.6875497497893874,1.637046220197715,-0.06911494774409371,True,89.0,False,7,8,False,,30ede34f15234a558b3594e92eb7afb6,games5425898691,17.0,2564.219970703125,-3838.199951171875,17.010000228881836,16709.7998046875,-14246.99951171875,2.3000000417232513,-0.09999999776482582,0.7999999821186066,1829.4000244140625,128.0,255.0,,-0.009615036208260458,-2.496599440409754,9.177506806183704e-05,True,4.0,False,10,False,10,,Gummiged V2,8770c947f1404cf98c6570e8452169d5,14,1028.4100341796875,3384.010009765625,17.059999465942383,-6322.2998046875,2798.3999633789062,2.199999988079071,0.7999999821186066,0.09999999776482582,-1639.7999572753906,174.0,22.0,False,-0.016761686668359903,0.379269032637322,-0.0002783234084329796,True,10,178.0,False,12,False,6.0,FRKZDMR,76561198419557807,10.0,496.5899963378906,2770.489990234375,337.57000732421875,-6469.7998046875,-878.6000061035156,-155.9000015258789,545.6000137329102,-5429.6002197265625,-685.9999847412109,128.0,0.0,-0.7623183365644078,-2.079072381068323,2.26234654064604,True,75.0,False,False,13,14,,False
12,755,21,False,False,0,7899.619182401413,-317.1099853515625,-2738.3798828125,390.0,23167.099609375,-15193.1005859375,1974.4000244140625,2122.2999572753906,-1927.2000122070312,-5270.8001708984375,0.0,-0.3575325616845768,0.6472916430499832,-1.3741211993446034,76561198419557807,FRKZDMR,10.0,-496.5899963378906,-2770.489990234375,337.57000732421875,6469.7998046875,878.6000061035156,-155.9000015258789,-545.6000137329102,5429.6002197265625,-685.9999847412109,128.0,0.0,False,0.7623183365644078,2.079072381068323,2.26234654064604,True,75.0,False,13,14,False,,8770c947f1404cf98c6570e8452169d5,Gummiged V2,14.0,-1028.4100341796875,-3384.010009765625,17.059999465942383,6322.2998046875,-2798.3999633789062,2.199999988079071,-0.7999999821186066,-0.09999999776482582,-1639.7999572753906,174.0,22.0,False,0.016761686668359903,-0.379269032637322,-0.0002783234084329796,True,178.0,False,12,False,10,,enpitsu,76561198039309853,28,-331.7099914550781,-2540.639892578125,343.7099914550781,2169.499969482422,-21270.50048828125,1630.5000305175781,3749.2001342773438,3304.2001342773438,-2296.699981689453,255.0,255.0,False,-0.276310152273131,-1.6447539558980642,-0.4991434237065612,True,7,89.0,False,8,False,,games5425898691,30ede34f15234a558b3594e92eb7afb6,17.0,-2564.219970703125,3838.199951171875,17.010000228881836,-16709.7998046875,14246.99951171875,2.3000000417232513,0.09999999776482582,-0.7999999821186066,1829.4000244140625,128.0,255.0,0.009615036208260458,2.496599440409754,9.177506806183704e-05,True,4.0,False,False,10,10,,
13,864,25,False,False,0,10177.235268845072,3844.260009765625,-3865.889892578125,1733.780029296875,11295.0,18264.000244140625,12367.099609375,868.3000183105469,-2768.9999389648438,3581.0000610351562,0.0,-0.0859407868139847,-3.1100499410248212,2.9665495164044584,8770c947f1404cf98c6570e8452169d5,Gummiged V2,14.0,3792.300048828125,-3978.56005859375,1570.5799560546875,13827.80029296875,10779.3994140625,8847.100219726562,1523.9999389648438,4236.700134277344,2318.5000610351562,221.0,4.0,,-0.4408084797056994,1.2072702268730067,-0.9607883890492678,True,33.01331595707966,True,11,14,False,,76561198419557807,FRKZDMR,10.0,2033.6500244140625,-1088.949951171875,17.010000228881836,10295.899658203125,13046.8994140625,0.0,-0.29999999329447746,0.0,-2013.5000610351562,255.0,0.0,,0.009567746403972972,0.8357318355411737,2.7793396165466747e-05,False,130.6057632097634,True,14,False,14,,enpitsu,76561198039309853,28,-74.23999786376953,-3257.010009765625,101.11000061035156,419.39998626708984,22890.80078125,-167.99999237060547,-5498.900146484375,106.80000305175781,-0.3999999910593033,255.0,128.0,,0.9590594169757266,-1.5901002871317458,-3.141432054207573,True,9,46.0,False,10,False,,games5425898691,30ede34f15234a558b3594e92eb7afb6,17.0,628.3800048828125,2960.8798828125,17.010000228881836,6952.80029296875,18063.199462890625,2.0000000298023224,0.29999999329447746,1.0000000149011612,60.300002098083496,255.0,128.0,0.009586994437655623,1.2112226185127615,-0.00011400492707224557,True,255.0,False,False,12,12,,
14,983,29,False,False,1,7313.598531241447,-2488.469970703125,-1343.3699951171875,470.4700012207031,-11100.30029296875,-7989.6002197265625,7805.3997802734375,5131.7999267578125,3089.2999267578125,-346.6999816894531,1.0,-0.24084787797944496,3.0036442335820306,-2.5764542661942196,76561198039309853,enpitsu,28.0,-2420.3701171875,-1280.6400146484375,297.1300048828125,-8600.499877929688,4647.0001220703125,2732.9000854492188,2043.699951171875,-441.50001525878906,-5087.0001220703125,128.0,255.0,,1.3104128552243912,-0.36940763709329805,-2.087533524726705,True,81.0,False,11,12,False,,30ede34f15234a558b3594e92eb7afb6,games5425898691,17.0,-2442.989990234375,1153.260009765625,64.01000213623047,3052.3001098632812,11174.100341796875,-6485.2001953125,-254.50000762939453,-212.5,440.8000183105469,255.0,128.0,,0.3201808976370617,1.252479293624707,-1.0422184556703067,True,89.0,False,14,False,14,,Gummiged V2,8770c947f1404cf98c6570e8452169d5,14,-2883.800048828125,-714.7999877929688,17.049999237060547,6112.1002197265625,-13458.299560546875,3.0000001192092896,0.19999999552965164,-0.5000000074505806,-1661.6999816894531,159.0,0.0,,-0.016770177007194097,-1.9762889930596232,-0.00022902782856946716,True,12,0.0,False,14,False,,FRKZDMR,76561198419557807,10.0,-1426.1700439453125,1650.239990234375,17.020000457763672,4995.799865722656,13108.399658203125,1.0000000149011612,0.09999999776482582,0.7999999821186066,1686.4999389648438,255.0,255.0,-0.009569427423696387,1.9165819549829115,0.00020309477175925803,True,255.0,False,False,14,14,,False
15,1064,32,True,True,0,4361.970788540101,3049.489990234375,3279.919921875,210.94000244140625,-16249.69970703125,10684.300537109375,6149.2999267578125,2105.399932861328,4710.0,-576.5999984741211,0.0,1.1522046210905479,2.7948649845467823,1.5157816832669975,8770c947f1404cf98c6570e8452169d5,Gummiged V2,14.0,3254.360107421875,3163.159912109375,118.51000213623047,-12554.7998046875,11175.999755859375,3025.4998779296875,616.5000152587891,-5162.1002197265625,1795.0,255.0,197.0,False,-0.1747940244898536,2.49216875481036,-0.10536856632492637,False,0.0,False,13,16,False,,76561198419557807,FRKZDMR,10.0,2135.800048828125,47.45000076293945,17.020000457763672,-936.8000030517578,22872.39990234375,0.7999999821186066,0.29999999329447746,-5.0,854.0000152587891,255.0,128.0,False,0.009597060291711595,1.65691453473649,4.694477687161106e-05,True,184.0,False,14,False,14,,enpitsu,76561198039309853,28,3729.969970703125,2252.35009765625,16.850000381469727,-5991.099853515625,16577.900390625,43.69999885559082,-13.799999952316284,-52.69999980926514,-987.6999664306641,255.0,128.0,,0.014920970721988744,1.9180797543591637,0.002415909339463799,True,12,0.0,False,12,False,,games5425898691,30ede34f15234a558b3594e92eb7afb6,17.0,1887.8199462890625,2038.8699951171875,15.989999771118164,-11542.900390625,19614.000244140625,84.0999984741211,12.5,-39.60000038146973,-266.299991607666,255.0,128.0,0.009131633884345363,2.081990089357634,5.995509103445426e-05,True,0.0,False,False,16,16,,
16,1370,34,False,False,0,5180.788386657201,-9.390000343322754,35.63999938964844,156.72000122070312,-3066.400146484375,9576.500244140625,15493.900146484375,4139.599914550781,3300.8999633789062,-2822.60009765625,0.0,-0.08235206060273909,-0.0564986285209062,-0.3343552991780398,76561198419557807,FRKZDMR,18.0,39.81999969482422,-93.97000122070312,65.44000244140625,-5514.0997314453125,2198.300018310547,2051.300048828125,5331.7999267578125,1304.4000244140625,-345.60001373291016,128.0,255.0,,-0.5235045519682227,1.9942424127462508,-0.07676651161073757,True,11.020954965263288,True,5,6,False,,8770c947f1404cf98c6570e8452169d5,Gummiged V2,14.0,58.84000015258789,-2258.860107421875,17.049999237060547,-1319.9000549316406,10421.500244140625,3.1999999284744263,0.09999999776482582,-1.4000000059604645,1947.8999328613281,195.0,222.0,,0.01673500886297436,1.704331912387582,0.00027785151447725216,True,116.0,False,4,False,4,,enpitsu,76561198039309853,28,-2.25,3504.22998046875,17.049999237060547,377.00000762939453,-10590.2001953125,2.5999999046325684,0.5999999865889549,-0.09999999776482582,0.0,255.0,128.0,False,0.01663520399324674,-1.5351839411387096,-1.6618325490096748e-05,True,False,116.0,False,False,False,,games5425898691,30ede34f15234a558b3594e92eb7afb6,17.0,-65.69999694824219,141.66000366210938,82.0,853.8999938964844,-12700.2001953125,-512.9999923706055,744.4999694824219,936.3999938964844,5368.3001708984375,128.0,195.0,1.3527303902516494,-1.7524810761906016,-0.5893188931031539,True,0.0,False,False,3,4,,
17,1371,34,False,False,1,5250.414942436738,3.950000047683716,-34.08000183105469,204.94000244140625,-5009.100036621094,6262.39990234375,14841.300048828125,5672.2998046875,1557.2000122070312,1183.0999755859375,1.0,0.11429300868067496,0.027589268178753117,-0.48652959110467636,30ede34f15234a558b3594e92eb7afb6,games5425898691,17.0,65.69999694824219,-141.66000366210938,82.0,-853.8999938964844,12700.2001953125,-512.9999923706055,-744.4999694824219,-936.3999938964844,5368.3001708984375,128.0,195.0,,-1.3527303902516494,1.7524810761906016,-0.5893188931031539,True,0.0,False,3,4,False,,76561198039309853,enpitsu,28.0,-0.9700000286102295,-3414.080078125,17.049999237060547,-391.50001525878906,10998.699951171875,2.5999999046325684,-0.7000000029802322,-0.0,0.0,255.0,128.0,False,-0.016642697605727303,1.5351839388367552,-8.852981195161085e-06,True,116.0,False,False,False,False,,Gummiged V2,8770c947f1404cf98c6570e8452169d5,14,-44.4900016784668,2171.639892578125,17.049999237060547,2035.8999633789062,-10493.199462890625,2.5999999046325684,-0.5000000074505806,2.0000000298023224,564.3999862670898,188.0,128.0,,-0.01675483640770941,-1.8015133823664886,-0.00016309581307499764,True,4,116.0,False,4,False,,FRKZDMR,76561198419557807,18.0,-39.81999969482422,93.97000122070312,65.44000244140625,5514.0997314453125,-2198.300018310547,2051.300048828125,-5331.7999267578125,-1304.4000244140625,-345.60001373291016,128.0,255.0,0.5235045519682227,-1.9942424127462508,-0.07676651161073757,True,7.880524668642273,True,False,5,6,,
18,1516,39,False,False,0,8508.462436238595,2303.080078125,-2744.14990234375,583.9400024414062,119.60000038146973,18847.60009765625,13639.000244140625,5461.500244140625,2483.2000732421875,66.19999885559082,0.0,-0.7297000436572854,0.9733707050537435,0.5668501429408279,8770c947f1404cf98c6570e8452169d5,Gummiged V2,14.0,2314.340087890625,-2918.969970703125,412.05999755859375,-2833.3999633789062,19510.2001953125,4799.4000244140625,724.4999694824219,2535.2999877929688,4826.700134277344,250.0,128.0,,-1.1108200342332468,1.7683184281512012,2.7256727838354786,True,132.8371009775388,True,6,8,4,,76561198419557807,FRKZDMR,11.0,-3588.050048828125,-1984.1700439453125,73.31999969482422,3904.8001098632812,-13137.80029296875,-2350.2999877929688,-221.10000610351562,81.19999885559082,-57.800002098083496,128.0,128.0,,-0.24866717080270018,-1.4985654246171627,0.14761913964346576,True,,False,10,False,8,,enpitsu,76561198039309853,28,2941.75,630.25,17.059999465942383,6141.099853515625,-15229.69970703125,2.0000000298023224,0.09999999776482582,0.09999999776482582,2028.9999389648438,255.0,128.0,,0.016750270738878605,-1.1220333912722755,1.9553573919324355e-05,True,2,255.0,False,2,False,,games5425898691,30ede34f15234a558b3594e92eb7afb6,17.0,-3382.27001953125,-2669.60009765625,17.0,21106.201171875,-9139.199829101562,9.700000286102295,-18.200000524520874,35.0,1919.7999572753906,255.0,255.0,0.008287495304710289,-0.33668399160521795,0.001464432996734984,True,207.93987089844163,True,False,4,4,,
19,1637,44,False,False,1,10687.733766237017,-2341.06005859375,-5045.72998046875,174.64999389648438,3747.9000854492188,-31893.1005859375,-771.3999938964844,2673.699951171875,-285.6999969482422,1797.5999450683594,1.0,0.6462364888541112,0.1595752404113065,2.1701738952756724,76561198039309853,enpitsu,28.0,-2378.699951171875,-4875.490234375,90.47000122070312,-1594.4999694824219,-22842.19970703125,2051.0000610351562,5472.0001220703125,530.4000091552734,158.00000190734863,255.0,255.0,False,-0.745851744903872,-1.6940089195232833,0.026757122855731636,True,167.0,False,3,4,False,,30ede34f15234a558b3594e92eb7afb6,games5425898691,17.0,112.77999877929688,-5020.1298828125,17.010000228881836,-11844.89990234375,-4445.10009765625,2.3999999463558197,-0.0,-0.0,-2303.8999938964844,255.0,0.0,,-0.009564536950543705,-0.29554305487090554,-2.163448732707922e-05,True,108.0,False,4,False,4,,Gummiged V2,8770c947f1404cf98c6570e8452169d5,15,-2401.1201171875,-4693.490234375,318.1499938964844,-267.60000228881836,-16911.99951171875,-9361.900024414062,465.40000915527344,-3860.7998657226562,-3889.2999267578125,184.0,12.0,,-0.5160295791601417,-1.048647021321904,0.8616401912156447,False,6,0.0,False,8,4,,FRKZDMR,76561198419557807,10.0,-986.1799926757812,406.6600036621094,17.010000228881836,-3779.8001098632812,-20114.000244140625,2.0999999344348907,-0.0,-0.3999999910593033,0.0,255.0,128.0,-0.00959629985199877,-1.3850464638344662,-5.09586200916371e-05,True,222.0,False,False,10,10,,False
20,1703,46,False,True,0,864.218582547449,-255.67999267578125,4559.60009765625,609.4199829101562,-5690.7000732421875,27149.49951171875,-510.09998321533203,3407.2000122070312,1137.6000213623047,-4805.799865722656,0.0,1.244630535679711,-0.8780727987986511,-1.571043239029623,76561198419557807,FRKZDMR,10.0,-267.3900146484375,4322.0498046875,567.6099853515625,-7621.400146484375,21636.99951171875,1658.9999389648438,-232.29999542236328,255.49999237060547,-99.30000305175781,128.0,128.0,False,-0.4381974414157302,1.034649742741825,-3.0940848505120426,True,178.07867520598955,True,10,12,4,,8770c947f1404cf98c6570e8452169d5,Gummiged V2,14.0,3854.14990234375,3693.77001953125,46.15999984741211,11026.700439453125,-7688.0999755859375,-2176.999969482422,2001.4999389648438,1020.9999847412109,-1691.300048828125,194.0,0.0,,-0.4163852376906602,-0.6182358152476635,-0.041892714079832576,True,0.0,False,10,4,8,,enpitsu,76561198039309853,28,2281.7900390625,5102.93994140625,346.1199951171875,-5852.7001953125,-2.3999999463558197,3199.5001220703125,-0.9000000357627869,-2353.000030517578,-0.9000000357627869,255.0,255.0,False,-0.5480953850820801,3.122158712938058,-1.5606721897355054,True,4,167.0,False,4,False,,games5425898691,30ede34f15234a558b3594e92eb7afb6,17.0,-303.489990234375,5432.0400390625,31.969999313354492,-7122.8997802734375,4465.299987792969,-1951.4999389648438,1009.8999786376953,-4365.4998779296875,-3189.2999267578125,255.0,0.0,-0.23558662796714272,-1.4185120604673016,-0.23715245269031637,True,108.0,False,False,6,6,,
21,1743,47,False,True,0,175.13764694503288,-721.8200073242188,5158.2900390625,144.3000030517578,866.6999816894531,-11109.000244140625,3292.3001098632812,-5872.19970703125,-235.40000915527344,-1209.000015258789,0.0,-0.06093376002844523,-0.1999770147795696,0.9109913999214287,76561198419557807,FRKZDMR,10.0,-731.0399780273438,5274.56982421875,16.290000915527344,-387.7000045776367,-13794.7998046875,7.699999809265137,-13.899999856948853,-16.90000057220459,-17.5,128.0,128.0,False,0.004664659487580754,-1.6011511968652707,0.0016765344777641927,True,156.0,False,10,12,4,,8770c947f1404cf98c6570e8452169d5,Gummiged V2,14.0,3716.830078125,2091.6201171875,118.48999786376953,-3573.800048828125,-12036.199951171875,-3555.2999877929688,-1062.7999877929688,3171.7999267578125,-1171.1000061035156,197.0,128.0,False,-0.13797674926484912,-1.7123975360237078,0.43490212257457844,True,0.0,False,12,4,8,,enpitsu,76561198039309853,28,809.75,4951.509765625,16.729999542236328,-12480.6005859375,-1298.699951171875,65.19999980926514,55.10000228881836,-60.10000228881836,-2260.5999755859375,128.0,128.0,False,0.012963688557253002,-3.088335008856339,0.0030167224440742317,True,4,167.0,False,4,False,,games5425898691,30ede34f15234a558b3594e92eb7afb6,17.0,-675.1199951171875,4978.2998046875,17.0,-1098.0000305175781,-483.80001068115234,3.3000001311302185,-0.19999999552965164,2.800000011920929,-74.40000057220459,255.0,128.0,0.0096168283116466,-2.7312274848565714,0.00010028192355499997,True,108.0,False,False,6,6,,
22,1788,49,False,False,1,8589.15851456725,599.22998046875,-3444.030029296875,163.58999633789062,1962.2999572753906,22772.60009765625,7929.0997314453125,5633.699951171875,-2060.0999450683594,-131.49999618530273,1.0,0.12101268479128778,0.8282896168146653,0.33212548974514033,76561198039309853,enpitsu,28.0,582.0,-3571.02001953125,41.630001068115234,1717.2000122070312,20204.300537109375,2084.600067138672,-2299.2999267578125,130.20000457763672,-666.6000366210938,255.0,128.0,,-0.0901124732817224,1.709170354922931,-0.005314828871112209,True,64.0,False,5,6,False,,30ede34f15234a558b3594e92eb7afb6,games5425898691,17.0,1367.9000244140625,-4654.89013671875,17.010000228881836,4624.2999267578125,8895.30029296875,2.3000000417232513,-0.7000000029802322,-1.8000000715255737,-1130.4000091552734,255.0,0.0,,-0.009529072776333733,2.011935654411533,-0.00039298577530720444,True,108.0,False,6,False,6,,Gummiged V2,8770c947f1404cf98c6570e8452169d5,14,-3592.2099609375,651.8200073242188,17.049999237060547,3349.8001098632812,15936.199951171875,3.0000001192092896,-0.0,0.29999999329447746,-2034.4000244140625,253.0,11.0,,-0.016775312835518807,1.8433106740314604,-3.5896692884044136e-05,True,10,255.0,False,12,4,,FRKZDMR,76561198419557807,10.0,776.4600219726562,-4584.259765625,17.0,2476.3999938964844,10227.39990234375,0.7999999821186066,0.7999999821186066,3.4999999403953552,-552.5,255.0,128.0,-0.00954286222073189,1.8429664888496151,0.00012559822954416063,True,127.76736336882398,True,4,10,12,,
23,1857,52,False,False,0,7182.228981152579,-1074.52001953125,-2040.010009765625,106.98999786376953,-6555.3997802734375,13708.399658203125,7935.10009765625,3535.4000854492188,1162.7999877929688,-4706.199951171875,0.0,-0.22263386538911584,-0.13196449690917383,-1.921966080875596,8770c947f1404cf98c6570e8452169d5,Gummiged V2,14.0,-952.6400146484375,-2228.070068359375,66.61000061035156,-20275.2001953125,10472.7001953125,2794.89990234375,-5306.500244140625,144.60000038146973,-1438.6000061035156,181.0,4.0,,0.08022686867951219,2.9427958513275883,0.22827231953373367,True,167.0,False,11,14,4,,76561198419557807,FRKZDMR,10.0,-3423.31005859375,93.37000274658203,16.989999771118164,-12265.699462890625,-19407.099609375,4.600000083446503,-0.9000000357627869,-1.5999999642372131,1232.5,255.0,255.0,,0.009587314436011898,-2.119396695528506,0.00018716027209300816,True,255.0,False,14,4,12,160.0,enpitsu,76561198039309853,28,-1468.030029296875,-1512.8199462890625,77.19000244140625,9384.7998046875,-20604.49951171875,4046.7001342773438,-16.100000143051147,29.700000286102295,-1785.8999633789062,128.0,0.0,,0.016497300796993054,-1.2804585227987026,-0.004196213257193342,True,6,0.0,False,8,False,,games5425898691,30ede34f15234a558b3594e92eb7afb6,17.0,-3688.469970703125,1650.0899658203125,16.979999542236328,6472.19970703125,-21566.8994140625,10.499999523162842,-2.3999999463558197,25.59999942779541,2.8999999165534973,255.0,128.0,0.009307401659468004,-1.279075665541656,0.0013133213195794784,True,196.0,False,False,6,6,,
24,1861,52,False,False,1,3317.533584488392,1152.1500244140625,1832.3699951171875,227.97999572753906,-13931.700439453125,-8888.900146484375,9316.599731445312,1644.4000244140625,1580.2000427246094,5549.6002197265625,1.0,-0.06124716555844044,0.6070550976616206,-1.570474454067787,76561198039309853,enpitsu,28.0,1327.4300537109375,1821.4000244140625,135.22999572753906,-9370.700073242188,20571.8994140625,3427.9000854492188,11.399999856948853,-20.799999237060547,-1335.8999633789062,128.0,128.0,,-0.015166721208655046,1.511128979417883,-0.008187972613268656,True,0.0,False,7,8,False,,30ede34f15234a558b3594e92eb7afb6,games5425898691,17.0,3585.8798828125,-1308.6600341796875,17.010000228881836,-6477.9998779296875,21564.19921875,2.0999999344348907,-0.0,-1.2999999523162842,0.0,255.0,128.0,,-0.009575615241334864,1.2789745260896248,6.54104851304374e-05,True,196.0,False,6,False,6,,Gummiged V2,8770c947f1404cf98c6570e8452169d5,14,1299.2900390625,2081.080078125,95.87000274658203,19654.69970703125,-7856.7999267578125,46.500000953674316,5434.89990234375,-305.0,-785.8999633789062,164.0,11.0,,-0.1878293730346956,-3.054906783515744,1.606167085558828,True,11,167.0,False,14,4,,FRKZDMR,76561198419557807,10.0,3584.360107421875,229.11000061035156,16.989999771118164,7701.9000244140625,21261.10107421875,4.799999892711639,-0.3999999910593033,-1.0000000149011612,1887.7000427246094,255.0,255.0,-0.009577788832779868,1.8513251204919563,0.00011166623717935722,True,255.0,False,4,12,14,,
25,1991,56,False,False,1,8273.858151925342,-3856.719970703125,-1632.6199951171875,228.41000366210938,-7747.9998779296875,24973.60107421875,4143.599853515625,1724.7999572753906,2124.1000366210938,-5339.69970703125,1.0,1.1300993567854811,2.2215690028725477,2.7769652976857655,30ede34f15234a558b3594e92eb7afb6,games5425898691,17.0,-3829.969970703125,-1785.3199462890625,145.00999450683594,-17081.500244140625,11473.00048828125,-118.99999618530273,3052.0001220703125,-4312.900085449219,-1527.5,255.0,237.0,,0.44058721256086636,1.3747227001036708,-0.5533903022586425,True,92.01902789967038,True,7,8,False,,76561198039309853,enpitsu,28.0,-2658.81005859375,4416.27978515625,16.780000686645508,-13084.7998046875,-8602.999877929688,60.19999980926514,-20.199999809265137,14.199999570846558,384.59999084472656,255.0,255.0,False,-0.017943046641444683,-0.6189190861071261,-0.0007255847866689555,True,0.0,False,10,False,10,,Gummiged V2,8770c947f1404cf98c6570e8452169d5,14,-137.52000427246094,770.3300170898438,17.059999465942383,-3793.699951171875,12714.100341796875,1.7000000178813934,-1.2999999523162842,4.799999892711639,808.3000183105469,235.0,198.0,False,-0.016748941154731994,1.2878312234208045,0.00014303757509256043,True,14,197.0,False,16,4,,FRKZDMR,76561198419557807,10.0,-2520.02001953125,1279.5899658203125,17.010000228881836,-14606.99951171875,11053.1005859375,2.0000000298023224,0.7000000029802322,-0.3999999910593033,-177.99999237060547,255.0,128.0,-0.009603899179479698,0.669182904926175,0.00013941576696831378,True,221.0,False,4,14,16,,False
26,2060,59,False,False,0,9062.525393386859,3022.97998046875,-3031.35009765625,129.3699951171875,-9827.39990234375,14377.2998046875,8525.10009765625,3665.1998901367188,-1536.9999694824219,4494.800109863281,0.0,-0.4051182157659444,-2.5692706876210654,3.1205917649942267,76561198419557807,FRKZDMR,10.0,3089.0,-3222.5400390625,46.13999938964844,-4890.400085449219,8735.700073242188,3457.6998901367188,-380.8000183105469,-161.90000534057617,-1025.199966430664,255.0,128.0,False,0.018066286373055213,1.9765360759387178,0.0008185922885236453,True,229.13247320472553,True,14,18,4,,8770c947f1404cf98c6570e8452169d5,Gummiged V2,14.0,1958.050048828125,-3276.969970703125,17.059999465942383,812.3000335693359,-12414.100341796875,1.899999976158142,0.0,-0.19999999552965164,-2331.999969482422,227.0,0.0,False,0.016731551781017488,-1.5663394858579218,-2.375180642050773e-05,True,197.0,False,16,4,14,,enpitsu,76561198039309853,28,2076.8798828125,-1237.1400146484375,17.049999237060547,-14729.89990234375,-8053.3001708984375,2.800000011920929,-2.0999999344348907,-1.0999999940395355,-1322.7999877929688,255.0,0.0,,0.01676970140943608,-2.635262630697356,-0.00048162041882354425,True,10,194.0,False,10,False,,games5425898691,30ede34f15234a558b3594e92eb7afb6,17.0,3567.81005859375,-445.5799865722656,17.010000228881836,-11697.60009765625,-1495.0,8.00000011920929,-18.700000047683716,-12.5,-2355.0,255.0,0.0,0.009021856552251056,-3.075481959640155,-0.0010457209965411395,True,85.0,False,False,8,8,,
