,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,169,0.0,False,False,0,5248.791679345327,14.880000114440918,-29.149999618530273,92.83999633789062,3491.4999389648438,19357.19970703125,1155.2999877929688,-2241.3999938964844,-826.8000030517578,-4155.10009765625,0.0,-0.01712190525051823,-0.08061993715016623,-0.035298403791248587,b19ffafd6db,Banana_Party06,12.0,3.369999885559082,-192.19000244140625,71.95999908447266,-8042.5,12033.1005859375,3261.9000244140625,3143.2000732421875,766.2999725341797,-4447.799987792969,255.0,0.0,,-0.06801510065987339,1.6567287729430722,0.00566306522193627,True,False,False,4,0.0,False,,be9ba0fe81b,Freisterr_,9.0,-2517.719970703125,-4048.969970703125,17.010000228881836,-14296.600341796875,-2097.7999877929688,2.3000000417232513,-0.5999999865889549,-0.09999999776482582,-2078.5000610351562,255.0,0.0,True,0.00959880238485563,-3.0563335218507537,-8.193458830519994e-05,True,False,False,False,0.0,False,,enpitsu,76561198039309853,25.0,-61.77000045776367,174.3800048828125,103.5199966430664,15344.7998046875,-17022.900390625,176.00000381469727,4024.7000122070312,3748.5000610351562,4.699999988079071,255.0,128.0,,1.3513437311946512,-0.8169742582388307,0.0040029924519346585,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,20.0,2828.159912109375,4062.739990234375,17.010000228881836,11375.999755859375,13793.00048828125,2.3000000417232513,-0.29999999329447746,-0.19999999552965164,1965.5000305175781,255.0,255.0,,0.0095905449556475,0.9515389866797374,3.18130277408614e-05,True,False,False,False,0.0,False,
1,170,0.0,False,False,1,5192.730364756033,-53.68000030517578,34.849998474121094,98.45999908447266,-13663.199462890625,-6674.4000244140625,819.7000122070312,-174.3000030517578,-241.5999984741211,-5787.5,1.0,-0.008516898797405786,0.17471826523029277,0.023348364490850204,76561198039309853,enpitsu,25.0,-51.75,-90.05999755859375,106.05000305175781,-12268.199462890625,2064.9000549316406,861.2999725341797,-1326.7999267578125,-1360.8000183105469,-5161.099853515625,255.0,128.0,,-1.3571862438778362,-2.0660254723421723,-2.7032686379681654,True,1,False,2,0.0,False,,bf81d8692db,games5425898691,20.0,-2896.5400390625,-4159.240234375,17.010000228881836,-9362.7001953125,-14967.900390625,2.3000000417232513,0.09999999776482582,0.09999999776482582,1966.7999267578125,255.0,255.0,,-0.009573989865021526,-1.0826775640646062,2.1754038284928517e-05,True,False,False,False,255.0,False,300.0,Banana_Party06,b19ffafd6db,12.0,2.7799999713897705,190.3300018310547,75.11000061035156,871.6999816894531,-1825.7000732421875,1820.2999877929688,-1171.6999816894531,-2352.100067138672,-4831.600036621094,255.0,0.0,,0.12946057740433073,-1.4411826480574048,0.07396884026208426,True,0.0,False,4,False,3,,Freisterr_,be9ba0fe81b,9.0,2636.530029296875,4056.179931640625,17.010000228881836,14157.5,-98.29999923706055,2.5,-0.09999999776482582,-0.0,-2534.1000366210938,255.0,0.0,True,-0.009595080044574014,-3.0344580607327054,-9.847780288035963e-05,True,False,False,False,0.0,False,
2,181,0.0,False,False,1,5094.856818242727,-455.9100036621094,227.77999877929688,93.1500015258789,-9434.500122070312,5082.5,0.0,290.10000228881836,-4643.900146484375,-1078.0999755859375,1.0,-0.7927768146955523,1.289739924305022,-1.2227245910922433,76561198039309853,enpitsu,25.0,-471.69000244140625,-83.3499984741211,118.5199966430664,-12967.60009765625,54.699997901916504,-144.0999984741211,-5384.5001220703125,128.80000114440918,-1113.6000061035156,255.0,255.0,,0.8309826562204327,-1.31835387555563,-2.8786068895791956,True,2,False,2,0.0,False,,bf81d8692db,games5425898691,20.0,-3018.800048828125,-4717.68017578125,19.940000534057617,2249.9000549316406,-16229.89990234375,1048.3999633789062,-2268.699951171875,1954.9000549316406,2162.7999877929688,255.0,255.0,,0.06026374405576901,-1.7659822534465275,-0.06669846329668928,True,False,False,False,255.0,False,,Banana_Party06,b19ffafd6db,12.0,9.989999771118164,171.44000244140625,89.33999633789062,78.49999904632568,-547.2999954223633,-154.0999984741211,-2131.9000244140625,-5050.199890136719,446.8000030517578,255.0,0.0,,0.04062299629945029,-1.2179322108678585,3.1027430047333637,True,0.0,False,4,False,3,,Freisterr_,be9ba0fe81b,9.0,3013.1201171875,3885.580078125,17.010000228881836,7468.800048828125,-9945.900268554688,2.5999999046325684,0.09999999776482582,-0.0,-2535.2000427246094,255.0,0.0,False,-0.00954655804625763,-2.1150533107537166,5.007827758716246e-05,True,False,False,False,255.0,False,
3,231,2.0,False,False,1,5041.6852584434755,-1827.7099609375,897.3599853515625,93.1500015258789,-5613.699951171875,2608.699951171875,0.0,-2525.0999450683594,-5437.80029296875,-230.40000915527344,1.0,0.4212396994865419,1.1773559570671026,0.33735047801426227,76561198039309853,enpitsu,26.0,-1949.02001953125,748.2899780273438,17.059999465942383,4791.600036621094,9535.800170898438,1.2999999523162842,-0.3999999910593033,-1.1999999731779099,-382.00000762939453,255.0,255.0,,-0.01671519433234936,2.0735953872329076,0.00027576769474377944,True,2,False,2,31.0,False,,bf81d8692db,games5425898691,20.0,-1767.4599609375,-3423.469970703125,17.010000228881836,-339.1999816894531,21521.59912109375,-0.29999999329447746,-0.0,-0.5000000074505806,80.69999694824219,255.0,128.0,,-0.009606368274164763,1.5491462800313243,-3.334468275718758e-05,True,False,False,False,203.2158363480722,True,,Banana_Party06,b19ffafd6db,12.0,-368.75,575.2100219726562,17.010000228881836,2833.2000732421875,9349.89990234375,2.3999999463558197,-0.0,0.5999999865889549,-2301.1000061035156,255.0,42.0,,-0.009529100146047652,1.9168071605743198,1.5441053167342575e-05,False,0.0,False,4,False,4,,Freisterr_,be9ba0fe81b,9.0,1752.3499755859375,3993.0400390625,17.010000228881836,-8341.400146484375,10889.69970703125,2.0000000298023224,0.19999999552965164,-0.7000000029802322,0.0,255.0,128.0,False,-0.009556240576998956,0.9171449770476969,6.538911635777364e-05,True,False,False,False,255.0,False,
4,285,4.0,False,True,1,2577.3121758288803,-1208.2900390625,3651.8798828125,158.60000610351562,15191.8994140625,18351.500244140625,133.99999618530273,-4560.4998779296875,-3412.0001220703125,-1576.9000244140625,1.0,0.06701933567806607,-2.4725298425952706,0.26164288506454103,76561198039309853,enpitsu,25.0,-1349.8299560546875,3604.090087890625,106.36000061035156,7210.5999755859375,19757.60009765625,-136.19999885559082,-3036.400146484375,279.89999771118164,-4577.200012207031,255.0,0.0,,-1.2423399347731405,-1.0786972639056394,-2.8873187880649813,True,3,False,4,12.0,False,,bf81d8692db,games5425898691,20.0,-3754.330078125,65.4000015258789,17.010000228881836,-6215.2001953125,19805.799560546875,2.3000000417232513,-0.29999999329447746,0.29999999329447746,-1988.3000183105469,255.0,0.0,,-0.009565436815367938,1.342051042748527,-3.7761196537792795e-05,True,False,False,False,255.0,False,,Banana_Party06,b19ffafd6db,9.0,111.98999786376953,3311.139892578125,21.040000915527344,671.9000244140625,17126.099853515625,-2260.800018310547,-1749.6000671386719,-241.70000076293945,-534.0000152587891,255.0,,,0.03042210741808862,1.5706474395065622,0.017257755721357605,True,61.0,False,6,False,6,,Freisterr_,be9ba0fe81b,9.0,59.84000015258789,5020.490234375,17.010000228881836,-5615.3997802734375,-4517.60009765625,2.0999999344348907,-0.19999999552965164,1.0999999940395355,278.1999969482422,243.0,128.0,,-0.009601964668556034,-0.6897019522172831,-6.483430466192843e-05,True,False,False,False,255.0,False,
5,300,4.0,False,False,0,9815.695407406221,439.489990234375,-4584.419921875,111.56999969482422,8923.300170898438,9509.199829101562,15081.800537109375,5231.6998291015625,-2937.3001098632812,-22.40000009536743,0.0,-0.07839941043384663,-1.2105428129693794,-3.1214949157960956,be9ba0fe81b,Freisterr_,9.0,358.54998779296875,-4686.7998046875,16.229999542236328,5053.800048828125,5151.5997314453125,2313.6000061035156,-37.30000019073486,-875.6999969482422,1330.8000183105469,255.0,59.0,True,-0.010923722411740357,0.8992363031094548,-0.02645950422486842,True,False,False,3,255.0,False,,b19ffafd6db,Banana_Party06,9.0,-9.789999961853027,-4319.14990234375,17.010000228881836,4088.599853515625,-16325.899658203125,2.0999999344348907,0.9000000357627869,-4.1999998688697815,-532.7000045776367,255.0,128.0,,0.009611034397851364,-1.344587807349301,-0.00011381514704496108,True,6,False,6,92.0,False,,enpitsu,76561198039309853,25.0,985.780029296875,-4605.66015625,94.22000122070312,-7146.199951171875,-19686.500244140625,-858.0000305175781,2738.9999389648438,-2856.400146484375,-656.3999938964844,255.0,255.0,,-1.0288306367019342,-2.0978973839867905,-0.3223443533270955,True,12.0,False,4,False,4,,games5425898691,bf81d8692db,20.0,3421.699951171875,-1142.969970703125,17.010000228881836,-15539.000244140625,-13715.10009765625,-0.29999999329447746,-0.5999999865889549,-0.5999999865889549,-560.2000045776367,255.0,128.0,,0.00959203769034796,-2.468991402406919,0.0002385341594187029,True,False,False,False,236.0,False,
6,408,8.0,False,False,1,6176.878796525367,-3772.8798828125,1095.8199462890625,873.2000122070312,-28356.298828125,14223.900146484375,-134.60000038146973,-4012.7999877929688,-152.2000026702881,4457.9998779296875,1.0,0.6561815436174847,0.32634894265972725,1.536530029292316,bf81d8692db,games5425898691,20.0,-3605.1298828125,966.22998046875,768.7899780273438,-13616.99951171875,10700.2001953125,6491.6998291015625,-1863.5000610351562,-4773.999938964844,1996.300048828125,255.0,183.0,,0.3800954676564789,0.7929331411682952,0.4873992666255768,True,3,False,4,123.19656775074613,True,,76561198039309853,enpitsu,25.0,-2379.780029296875,4305.56005859375,38.279998779296875,-18900.2001953125,-3568.599853515625,-2643.2998657226562,314.0999984741211,-1773.0000305175781,-0.5999999865889549,255.0,255.0,True,0.25348889534571795,-0.17583964086698264,-0.0002609072321351375,True,6,False,6,0.0,False,,Banana_Party06,b19ffafd6db,9.0,998.0900268554688,1122.6500244140625,15.890000343322754,4676.000061035156,-9895.999755859375,164.40000534057617,-12.699999809265137,-12.300000190734863,-694.3000030517578,255.0,128.0,False,-0.008196795256756359,1.0831916610125394,-0.00042968687485735966,True,122.0,False,8,False,8,,Freisterr_,be9ba0fe81b,9.0,-3715.050048828125,1289.3299560546875,548.8400268554688,-10379.300537109375,-19048.499755859375,6589.000244140625,2155.0999450683594,1747.2999572753906,-3748.900146484375,255.0,251.0,True,0.93259944076868,-1.1842389204108317,-0.5106798549496362,True,6,False,4,141.73790098518447,True,
7,483,11.0,False,False,1,1719.0460789482847,-186.25,3804.389892578125,334.9700012207031,18683.1005859375,5153.0999755859375,-606.1999893188477,-3894.7000122070312,2130.7000732421875,4036.099853515625,1.0,0.6210872981054533,2.8704987645162063,1.2577103144223758,76561198039309853,enpitsu,25.0,-328.6400146484375,3836.820068359375,234.27000427246094,18437.7001953125,2420.5999755859375,197.19999313354492,1124.3000030517578,-1568.800048828125,-1509.4999694824219,128.0,0.0,False,0.7461341113923112,-1.4297590301993641,1.062125397266279,True,6,False,8,162.0,False,,bf81d8692db,games5425898691,20.0,-3077.64990234375,2942.489990234375,17.010000228881836,10034.099731445312,-2581.6000366210938,2.0999999344348907,-0.7000000029802322,-0.0,-39.100000858306885,255.0,128.0,,-0.00954577462073395,-2.8840043127751747,7.472642301844467e-05,True,4,False,4,106.0,False,,Banana_Party06,b19ffafd6db,9.0,343.3599853515625,4176.81982421875,17.010000228881836,2027.2000122070312,14651.099853515625,2.3000000417232513,-0.0,0.9000000357627869,-1772.5999450683594,128.0,0.0,False,-0.009641429805250156,1.7436705614864354,-0.00017687106984985208,True,1.0,False,8,False,8,,Freisterr_,be9ba0fe81b,9.0,-3733.2099609375,-241.0,15.859999656677246,10689.300537109375,7912.0001220703125,208.29999923706055,-7.599999904632568,262.99999237060547,5.799999833106995,255.0,128.0,False,0.004159265545986921,2.5063766357581674,-0.012344544701047094,True,6,False,4,110.0,False,
8,578,14.0,False,False,0,9873.828156197158,-3488.330078125,-4387.4501953125,600.8099975585938,9759.7998046875,7523.699951171875,7119.000244140625,-2885.4998779296875,1705.2999877929688,4976.400146484375,0.0,0.998770968574246,2.713955423343082,-0.5767890418154928,b19ffafd6db,Banana_Party06,9.0,-3612.429931640625,-4427.6201171875,447.07000732421875,5638.900146484375,-5608.499755859375,9249.7998046875,-327.99999237060547,-378.10001373291016,2.199999988079071,255.0,30.0,,-0.8660950187763872,-0.7978274379985425,-1.5628406717979801,True,8,False,8,232.9096085538146,True,,be9ba0fe81b,Freisterr_,9.0,898.9400024414062,-3368.97998046875,17.010000228881836,-10161.300048828125,-9720.700073242188,2.199999988079071,3.799999952316284,3.8999998569488525,1078.6000061035156,255.0,129.0,,0.009595648721080145,-2.332228587066452,5.4657671636478105e-05,True,False,4,6,171.0,False,,enpitsu,76561198039309853,25.0,-3773.39990234375,-4263.0400390625,359.0,4038.2000732421875,860.9999847412109,12963.199462890625,1639.4999694824219,1316.6000366210938,-6.700000166893005,255.0,255.0,,-1.3652588799913274,-0.7684072447180635,-1.5883807982694056,True,44.740834366890695,True,10,False,7,,games5425898691,bf81d8692db,20.0,-1609.5799560546875,-536.6300048828125,17.010000228881836,-15165.10009765625,-4208.900146484375,2.3000000417232513,0.5999999865889549,0.0,1833.0999755859375,255.0,255.0,,0.009586169374286926,-2.8274583498400787,0.000136278976046306,True,6,6,False,168.0,False,
9,635,16.0,False,False,1,2284.5494715727405,1522.97998046875,2943.169921875,666.4400024414062,-3144.89990234375,27980.10009765625,1718.0999755859375,2225.2000427246094,-902.2000122070312,2873.5000610351562,1.0,-1.0100001411614021,-2.5947154194980686,-0.6400253242496786,bf81d8692db,games5425898691,20.0,1502.8199462890625,2729.5400390625,593.0800170898438,-3648.2000732421875,13321.199951171875,4935.0,-223.99999618530273,-1529.7000122070312,-256.8000030517578,255.0,38.0,,0.5579268201754514,1.0501591662657443,0.645731193950904,True,7,False,8,107.07482145934983,True,,76561198039309853,enpitsu,25.0,1434.239990234375,4253.4599609375,181.07000732421875,-11563.599853515625,34.60000038146973,-8675.399780273438,23.900001049041748,-218.09999465942383,492.00000762939453,255.0,128.0,False,0.053448638187190284,-0.13243792030918974,0.3703117348493393,True,8,False,10,39.0,False,,Banana_Party06,b19ffafd6db,9.0,2079.300048828125,4881.83984375,1328.47998046875,-7738.4002685546875,2158.6000061035156,-2688.2000732421875,-387.40001678466797,-328.8999938964844,321.5999984741211,255.0,219.0,,-0.4551474944204351,0.626104972990036,-0.09980117384607773,True,226.0,False,10,False,8,,Freisterr_,be9ba0fe81b,9.0,809.0900268554688,3667.35009765625,17.010000228881836,7734.1998291015625,5994.5001220703125,2.5,-0.0,-0.19999999552965164,2564.5001220703125,255.0,255.0,False,-0.009544489913153355,2.405941240189224,-2.7862958426389083e-05,True,6,False,4,162.0,False,
