,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,179,0,False,False,0,5227.594882915544,72.31999969482422,2.869999885559082,100.23999786376953,17949.300537109375,7514.6002197265625,1152.0999908447266,-1420.7000732421875,-137.70000457763672,-5827.7001953125,0.0,0.0014651228696318883,-0.04148142245343249,-0.3608988341140954,b2f40f1a0db,ATOMExS,18.0,-43.33000183105469,-155.32000732421875,95.5999984741211,-3634.7000122070312,3354.5001220703125,3630.10009765625,-574.3000030517578,179.69999313354492,-5466.9000244140625,255.0,231.0,,0.03147483239162292,1.1668495324968522,-0.13056720123740187,True,3,22.0,False,False,4,,b7d3175873b,BadAeRoX,8.0,-2530.489990234375,-4073.139892578125,17.010000228881836,-17619.69970703125,-4917.9998779296875,3.0000001192092896,0.3999999910593033,0.0,-2447.5999450683594,255.0,0.0,True,0.00958728518043639,-2.971779573721045,-0.0001098648915823998,True,False,False,False,34.0,False,,enpitsu,76561198039309853,25.0,-33.099998474121094,107.68000030517578,102.93000030517578,-1763.9999389648438,-14990.999755859375,-872.7999877929688,3505.4998779296875,1050.199966430664,4105.799865722656,255.0,128.0,,1.506162336819499,-2.1350611756615248,-0.8069643604080082,True,2,False,1,31.0,False,,games5425898691,bf81d8692db,20.0,3102.070068359375,3908.860107421875,17.010000228881836,10185.499877929688,-9845.700073242188,2.8999999165534973,0.19999999552965164,-0.09999999776482582,-2136.7999267578125,255.0,0.0,,0.00958748240890858,-0.8349999785957292,-3.3042299248500105e-05,True,False,False,False,255.0,False,
1,221,1,False,False,1,7079.541748687074,-2555.60009765625,-1041.1300048828125,94.72000122070312,3631.300048828125,28407.2998046875,3704.4000244140625,-204.50000762939453,-3350.1998901367188,3007.5,1.0,0.6092110722454506,2.592269407425347,-1.2977758154807761,bf81d8692db,games5425898691,20.0,-2623.860107421875,-1229.5,51.91999816894531,12035.0,19272.099609375,3569.2001342773438,-506.5999984741211,362.79998779296875,-434.7999954223633,255.0,130.0,,-0.02777921583195668,2.1979991175752023,0.0005038464714297225,True,False,162.0,False,False,4,,76561198039309853,enpitsu,25.0,36.77000045776367,80.02999877929688,17.049999237060547,-6187.0001220703125,34.000000953674316,3.1999999284744263,0.5000000074505806,-0.5999999865889549,0.0,255.0,128.0,,-0.016578591104034132,0.005551064569952265,4.569945704507107e-05,True,2,False,2,31.0,False,,ATOMExS,b2f40f1a0db,18.0,585.3099975585938,49.7599983215332,16.989999771118164,7482.9998779296875,-2682.9000854492188,5.400000214576721,-0.5000000074505806,-0.7000000029802322,2465.5999755859375,255.0,255.0,,-0.009579380781320479,-2.815272732815252,3.590224623910764e-05,True,4,False,4,0.0,False,,BadAeRoX,b7d3175873b,8.0,2562.219970703125,2951.780029296875,17.010000228881836,-12570.6005859375,3054.5001220703125,3.0000001192092896,-0.09999999776482582,-0.0,-2300.2999877929688,255.0,0.0,False,-0.009555500085486075,0.30598685846624113,-1.6003244125646313e-05,True,False,False,False,255.0,False,
2,298,4,False,False,0,10494.201023470003,1758.47998046875,-5012.93017578125,641.77001953125,7182.2998046875,4883.2000732421875,13589.599609375,2508.2000732421875,1228.3000183105469,3596.7001342773438,0.0,0.5895759715542167,-2.744016094698444,1.3584686115903308,b7d3175873b,BadAeRoX,9.0,1588.1300048828125,-5102.9599609375,453.17999267578125,7738.499755859375,-1.0999999940395355,12479.89990234375,18.40000033378601,-2065.0,22.100000381469727,255.0,0.0,,-1.0952178209054355,-0.020885637487716897,-1.5529751383060784,True,False,120.0,False,False,False,,b2f40f1a0db,ATOMExS,18.0,-4069.429931640625,-938.3099975585938,199.02999877929688,379.0999984741211,-14653.699951171875,-1658.2000732421875,1922.4000549316406,-624.0000152587891,382.00000762939453,255.0,255.0,,0.15368616912616967,-1.5477555860208554,-1.3548679432501263,True,6,False,6,255.0,False,,enpitsu,76561198039309853,25.0,3703.159912109375,235.0800018310547,17.049999237060547,2433.9999389648438,-2855.10009765625,3.100000023841858,-1.0999999940395355,0.19999999552965164,-2046.1000061035156,255.0,0.0,False,0.01663177018471689,-2.1027922266691133,9.46060479894068e-05,True,2,False,2,,False,,games5425898691,bf81d8692db,20.0,2343.60009765625,-3546.010009765625,17.0,12785.999755859375,-16824.89990234375,3.8999998569488525,-1.7000000178813934,2.199999988079071,640.8000183105469,255.0,128.0,,0.009594752252876445,-0.8778178570991556,-6.426191326853073e-05,True,4,False,False,124.0,False,
3,398,8,False,False,0,9840.908222524205,3975.18994140625,-3410.72998046875,454.69000244140625,-1288.6000061035156,7370.3997802734375,-12094.599609375,3834.7000122070312,179.3000030517578,748.0000305175781,0.0,-0.28369113451074773,2.894668319666633,1.188463694553904,b7d3175873b,BadAeRoX,9.0,4079.669921875,-3482.64990234375,357.989990234375,522.9999923706055,6477.7001953125,-15785.10009765625,438.3000183105469,2416.1000061035156,-1175.4000091552734,255.0,128.0,,1.1640176921763854,1.5865038834836112,-1.5435048850434137,True,False,98.0,False,False,False,,b2f40f1a0db,ATOMExS,18.0,-156.8000030517578,-5146.52001953125,17.020000457763672,5818.800048828125,2823.5000610351562,0.0,-0.7000000029802322,-2.0000000298023224,567.599983215332,255.0,0.0,False,0.00952768179384943,1.1848576179090387,-0.00021369164983892194,True,8,False,8,255.0,False,,enpitsu,76561198039309853,25.0,3416.5400390625,2604.300048828125,17.049999237060547,-6395.10009765625,9094.69970703125,3.1999999284744263,0.19999999552965164,-0.7999999821186066,-0.3999999910593033,0.0,128.0,False,0.01686774663803488,-0.9576623858072145,-7.033828600693292e-05,True,2,False,2,255.0,False,,games5425898691,bf81d8692db,20.0,3195.219970703125,-4699.14990234375,61.20000076293945,9799.000244140625,1805.8999633789062,3622.9998779296875,-2621.7999267578125,-1224.1000366210938,2118.9999389648438,255.0,255.0,,-0.40322617145774436,0.19067824120978435,-0.46258299431318883,True,4,False,False,255.0,False,
4,409,8,False,False,0,9401.67684914714,3837.93994140625,-2982.889892578125,93.9800033569336,-4925.199890136719,11896.199951171875,2566.099853515625,-5581.500244140625,-1059.4000244140625,-1929.7999572753906,0.0,-0.7919492551210062,3.116447447923029,0.16544899581659536,b7d3175873b,BadAeRoX,9.0,3817.77001953125,-3217.449951171875,12.729999542236328,-13013.499755859375,9398.300170898438,-41.79999828338623,-580.9999847412109,1687.4000549316406,-598.1999969482422,255.0,128.0,,-0.011868553909827443,2.4972194667562215,-0.011138650060026394,True,False,98.0,False,False,False,,b2f40f1a0db,ATOMExS,18.0,48.2400016784668,-4921.0,17.020000457763672,6729.69970703125,5460.10009765625,1.4000000059604645,2.5999999046325684,1.7000000178813934,-743.0999755859375,255.0,128.0,False,0.009530536083224432,0.635003026894523,0.00018469847311276274,True,8,False,8,255.0,False,,enpitsu,76561198039309853,25.0,3122.469970703125,2958.219970703125,17.049999237060547,-8909.099731445312,8627.5,3.0000001192092896,0.29999999329447746,-0.7999999821186066,3.0000001192092896,0.0,0.0,False,0.016859166567083993,-0.7668368766712245,-7.013460260789142e-05,True,2,False,2,255.0,False,,games5425898691,bf81d8692db,20.0,3527.5400390625,-4457.240234375,129.57000732421875,7144.7998046875,8859.400024414062,-1744.4000244140625,-808.3999633789062,1894.7000122070312,1237.699966430664,255.0,255.0,,0.18583653685352142,0.904057946702494,-1.010594352074599,True,4,False,False,255.0,False,
5,431,9,False,False,0,8402.725909736619,3469.300048828125,-2039.8299560546875,96.66000366210938,10108.200073242188,13955.50048828125,2816.7999267578125,-5193.900146484375,-2477.7999877929688,-1697.8999328613281,0.0,-0.07178521922230899,-1.8752205579447427,-1.1981342119754341,b7d3175873b,BadAeRoX,9.0,3297.070068359375,-2148.889892578125,17.0,5218.699951171875,14765.699462890625,1.8000000715255737,0.0,0.0,-2051.1000061035156,255.0,0.0,,0.00958658220651503,1.16421134279862,-1.3140214193305417e-05,True,False,79.2187699861424,True,False,False,,b2f40f1a0db,ATOMExS,18.0,740.6199951171875,-4366.490234375,17.020000457763672,9460.900268554688,8238.499755859375,1.4000000059604645,0.29999999329447746,0.29999999329447746,0.0,255.0,128.0,False,0.00955518227830581,0.7164685034266306,-5.753322629804707e-05,True,8,False,8,255.0,False,,enpitsu,76561198039309853,25.0,2163.89990234375,3525.52001953125,17.049999237060547,-12132.099609375,6752.5,3.0000001192092896,6.1000001430511475,-3.799999952316284,-870.5000305175781,0.0,255.0,False,0.01681405097728903,-0.5894696803014063,-1.3262342786454811e-05,True,2,False,2,255.0,False,,games5425898691,bf81d8692db,20.0,3396.550048828125,-3596.93994140625,77.72000122070312,-9647.39990234375,14786.8994140625,2373.000030517578,-4476.499938964844,-3195.2999877929688,12.300000190734863,255.0,128.0,,0.5281192222004557,2.1911319365679507,-0.0033617908134063205,True,6,3,False,255.0,False,
6,446,9,False,False,0,8042.260170482384,3955.02001953125,-1274.47998046875,190.88999938964844,-2156.999969482422,10945.6005859375,5151.400146484375,-4475.199890136719,1639.2999267578125,-3644.8001098632812,0.0,0.4100013003735156,2.5114364992359555,1.7819726473420239,b7d3175873b,BadAeRoX,9.0,3737.239990234375,-1397.0999755859375,17.0,2420.2999877929688,9739.89990234375,4.1999998688697815,2.5,0.0,2032.1000671386719,133.0,255.0,,0.009804532403883123,1.3702745390226814,4.8852834408382774e-05,True,False,74.0,False,False,False,,b2f40f1a0db,ATOMExS,18.0,1237.030029296875,-3866.47998046875,17.020000457763672,9147.7001953125,10316.400146484375,1.4000000059604645,0.09999999776482582,0.0,4.799999892711639,255.0,128.0,False,0.00958225481624081,0.8461326467741377,-3.4124309024373894e-05,True,8,False,8,255.0,False,,enpitsu,76561198039309853,25.0,1620.6099853515625,3981.85009765625,17.049999237060547,-9412.999877929688,10495.699462890625,3.100000023841858,-0.29999999329447746,0.5999999865889549,1.1999999731779099,0.0,128.0,False,0.016768908650028235,-0.8409499043162275,6.03108866270277e-05,True,2,False,2,255.0,False,,games5425898691,bf81d8692db,20.0,2802.929931640625,-2686.77001953125,87.5199966430664,-9565.800170898438,14675.2001953125,-333.4000015258789,-4053.800048828125,-2911.7999267578125,-11.399999856948853,255.0,128.0,,-1.3621436879155415,2.2045256506294315,-0.011033689348569228,True,6,4,False,255.0,False,
7,476,10,False,False,0,6974.440744161689,3710.6201171875,-96.58999633789062,370.1099853515625,-7306.6998291015625,14790.30029296875,1509.1000366210938,-4962.39990234375,272.2999954223633,-3361.4999389648438,0.0,0.5111440721411209,2.4610688878422584,1.9537034086347507,b7d3175873b,BadAeRoX,9.0,3842.9599609375,-252.97000122070312,231.74000549316406,-5210.9002685546875,9472.100219726562,3414.4000244140625,3181.0000610351562,-3106.099853515625,-3237.6998901367188,255.0,255.0,,-0.581887046717215,2.5014961300799983,-1.0643139306606613,True,3,43.0,False,False,4,,b2f40f1a0db,ATOMExS,18.0,1751.5,-2474.010009765625,17.020000457763672,994.5999908447266,14064.000244140625,1.4000000059604645,0.0,0.19999999552965164,26.700000762939453,255.0,128.0,False,0.00960188442430765,1.5037823738828995,-3.9403712703548984e-05,True,8,False,8,255.0,False,,enpitsu,76561198039309853,25.0,622.2100219726562,5097.43017578125,17.049999237060547,-6892.2998046875,7702.2998046875,3.100000023841858,-0.7000000029802322,0.0,0.0,255.0,128.0,False,0.01675569359176781,-0.8408318519011361,3.174943039388563e-05,True,2,False,2,255.0,False,,games5425898691,bf81d8692db,20.0,1974.97998046875,-758.1300048828125,16.989999771118164,-4754.700012207031,22077.7001953125,5.0,0.19999999552965164,-0.5999999865889549,-1.7000000178813934,255.0,128.0,,0.009607723217525056,1.7826777147537842,5.4946693135484154e-05,True,6,4,False,240.0,False,
8,514,12,False,False,1,7888.452134504039,-2770.780029296875,-1844.43994140625,157.85000610351562,-12534.89990234375,4584.2999267578125,8943.300170898438,2917.6998901367188,4127.699890136719,-3232.39990234375,1.0,-0.9155269967636095,1.6283202146228861,-0.8486794956236671,bf81d8692db,games5425898691,20.0,-2632.56005859375,-1928.449951171875,73.68000030517578,-18892.7001953125,-2792.0001220703125,3052.60009765625,-4978.2000732421875,-2005.5000305175781,-1202.0999908447266,128.0,0.0,,-0.035546591160358514,-0.28188122162542295,0.2864616570287598,True,5,255.0,False,False,8,,76561198039309853,enpitsu,25.0,-661.780029296875,-5053.22021484375,17.049999237060547,-4332.9998779296875,4842.300109863281,3.100000023841858,-0.7999999821186066,-0.5000000074505806,0.0,128.0,128.0,False,-0.016801584572205472,0.8408325109384703,-2.4229450336539443e-05,True,2,False,2,255.0,False,,ATOMExS,b2f40f1a0db,18.0,-1712.5699462890625,595.8800048828125,17.020000457763672,-4257.0001220703125,-13026.800537109375,1.5999999642372131,-0.0,-0.0,-2208.2000732421875,233.0,0.0,False,-0.009574682765207329,-1.1884897318710796,4.405575330521735e-06,True,8,False,8,255.0,False,,BadAeRoX,b7d3175873b,9.0,-3055.830078125,-1145.550048828125,19.59000015258789,5253.599853515625,-10257.19970703125,-1683.0000305175781,4736.400146484375,2751.0000610351562,-497.59998321533203,255.0,0.0,,0.14783620805163314,-1.9281579050111297,0.0035389012012799984,True,4,4,False,43.0,False,
9,576,14,False,False,0,5674.066463781575,3113.590087890625,1125.25,281.42999267578125,1736.4999389648438,26070.2001953125,-1677.4000549316406,1258.7000274658203,68.20000171661377,1858.0999755859375,0.0,0.947771214860237,1.3728159941694862,2.799679288861898,b2f40f1a0db,ATOMExS,19.0,3051.0400390625,964.5,257.489990234375,-1990.3999328613281,17493.699951171875,1627.1000671386719,-3474.89990234375,2990.0,-3038.800048828125,255.0,128.0,,0.4154521593554745,1.4741653494083786,0.19609597519220076,True,9,211.1352688138203,True,False,10,,b7d3175873b,BadAeRoX,9.0,3433.85009765625,4283.0498046875,18.889999389648438,13850.699462890625,2925.10009765625,766.9000244140625,1602.4000549316406,-2238.8999938964844,-2434.2999267578125,255.0,0.0,False,-0.05111428526936632,0.11994577794526469,0.03942144134214825,True,4,False,4,255.0,False,,enpitsu,76561198039309853,25.0,294.6400146484375,5462.2998046875,21.34000015258789,489.0999984741211,-557.0999908447266,-21.700000762939453,0.29999999329447746,0.7999999821186066,1.0999999940395355,255.0,,,0.04583972327068544,-0.8389361765702226,0.02639384585123198,True,2,False,2,255.0,False,,games5425898691,bf81d8692db,20.0,3443.56005859375,3537.659912109375,17.010000228881836,-5234.2999267578125,14042.099609375,2.5,0.09999999776482582,-0.9000000357627869,-27.5,255.0,128.0,,0.009584644246626582,1.9236691865203757,9.690563175609115e-05,True,8,6,False,226.0,False,
