,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
35,1858,61,False,False,0,9369.223403955388,-1773.0799560546875,-4188.080078125,103.61000061035156,-11845.30029296875,5132.7001953125,-435.8000183105469,-310.49999237060547,-1713.0000305175781,1390.2000427246094,0.0,0.3572323245093083,3.106423637961168,1.2799455273188398,76561198039309853,enpitsu,26.0,-1645.1099853515625,-4296.68994140625,17.059999465942383,-9116.500244140625,4881.700134277344,-1.5999999642372131,10.099999904632568,-3.700000047683716,1462.2999572753906,255.0,255.0,,0.016782925261686003,2.677710429415602,0.00015468416994062704,True,18,False,18,91.87350565387356,True,,bf81d8692db,games5425898691,24.0,2849.1298828125,-5049.31982421875,154.24000549316406,-58.60000133514404,2758.900146484375,-10858.399658203125,5494.0997314453125,103.90000343322754,232.00000762939453,255.0,0.0,,1.2793443553754906,1.4275756577493794,-0.4899639624224225,True,False,18,38.0,False,18,,kiani,76561199052932933,8,446.2300109863281,-698.9199829101562,16.989999771118164,-18389.100341796875,6367.0001220703125,2.8999999165534973,0.5000000074505806,-0.19999999552965164,1933.0000305175781,255.0,229.0,False,0.009583904787557381,2.8727502631327533,5.944238385614158e-05,False,2.0,False,6,False,False,,❦????3???,76561198970889287,15.0,-2584.780029296875,-923.010009765625,17.010000228881836,-18603.900146484375,-9524.000244140625,2.800000011920929,0.3999999910593033,0.0,2005.7000732421875,255.0,255.0,0.00956913629102556,-2.590355738941213,4.325985871903422e-05,True,20,20,False,167.0,False,,False
36,1869,61,False,False,0,9176.905485605288,-2297.340087890625,-3929.280029296875,93.61000061035156,-11973.599853515625,5913.599853515625,313.700008392334,-1642.7999877929688,-4177.39990234375,1390.2000427246094,0.0,0.968213477604956,-1.6249510062395291,2.543829447125345,76561198039309853,enpitsu,26.0,-2166.530029296875,-4156.60986328125,17.020000457763672,-14838.399658203125,-123.90000343322754,2.7000001072883606,-0.19999999552965164,-0.09999999776482582,442.59998321533203,255.0,0.0,,0.016771979090313135,-3.093547333751717,-0.000217607943121833,True,18,False,18,57.43714421026169,True,,bf81d8692db,games5425898691,24.0,2903.06005859375,-4666.35009765625,16.59000015258789,4191.199951171875,10839.599609375,85.9000015258789,-134.79999542236328,-54.89999771118164,-890.6999969482422,255.0,128.0,,0.0032034342850474004,1.1448860924067485,0.0059343861304640665,True,False,18,38.0,False,18,,kiani,76561199052932933,8,-418.8800048828125,-517.8200073242188,101.45999908447266,-22496.69921875,4412.099914550781,345.29998779296875,-1251.2999725341797,-5355.5999755859375,-33.499999046325684,255.0,135.0,False,1.2833544046409004,2.8913000714318033,-0.024637068928923003,False,2.0,False,8,False,3,,❦????3???,76561198970889287,15.0,-3104.550048828125,-1540.43994140625,17.010000228881836,-8071.400146484375,-18890.10009765625,0.19999999552965164,-0.19999999552965164,-1.0000000149011612,216.49999618530273,255.0,128.0,0.009594025936854326,-1.9501851017212055,-0.00016402621069168616,True,20,20,False,154.48395712144912,True,,False
37,1891,62,False,False,0,8932.996536272323,-3178.35009765625,-3496.510009765625,93.1500015258789,-10205.900268554688,4987.300109863281,0.0,-2510.800018310547,-5388.2000732421875,813.7000274658203,0.0,0.041601902865671954,2.9358948606443778,0.7462454571284624,76561198039309853,enpitsu,26.0,-3196.739990234375,-3736.199951171875,46.04999923706055,-5913.800048828125,14037.2998046875,3335.5999755859375,-398.49998474121094,-116.99999809265137,-2610.0,255.0,0.0,False,0.025438249557135143,1.775892295693879,-0.00041953571441788457,True,19,False,20,238.0,False,,bf81d8692db,games5425898691,24.0,2946.909912109375,-3691.449951171875,17.010000228881836,-8915.2001953125,8916.300048828125,2.8999999165534973,-0.19999999552965164,0.0,2325.2000427246094,255.0,255.0,,0.009542574692038676,2.422865187402443,-1.765634057440801e-05,True,False,18,255.0,False,18,,kiani,76561199052932933,8,-2248.090087890625,-159.47000122070312,56.119998931884766,-22454.19921875,4398.999938964844,-2147.7999877929688,-471.19998931884766,-2028.8999938964844,-3.6000001430511475,255.0,128.0,False,-0.343986115424047,2.91406642016598,-0.0024716570895493193,True,2.0,False,8,False,4,,❦????3???,76561198970889287,15.0,-3507.989990234375,-3185.6201171875,49.060001373291016,4134.5001220703125,-19686.199951171875,3416.400146484375,-497.40001678466797,1385.0999450683594,1903.6000061035156,128.0,255.0,0.01086670686049318,-1.176461319579892,-0.03772134243473375,True,22,20,False,173.0,False,,True
38,1893,62,False,False,1,2890.1450559604405,3223.22998046875,3426.25,96.9000015258789,-27657.099609375,-12702.39990234375,3076.4999389648438,593.4000015258789,1007.6999664306641,5884.89990234375,1.0,-0.44732170367822965,2.9514309780244004,0.8585710883280289,76561198970889287,❦????3???,15.0,3457.530029296875,3323.080078125,72.66000366210938,-11904.300537109375,15609.3994140625,2928.599853515625,2460.8999633789062,-4829.89990234375,930.2999877929688,128.0,255.0,True,-0.027269031378169314,1.0510904089584008,-0.3230181071366483,True,21,False,22,173.0,False,,76561199052932933,kiani,8.0,2453.8701171875,119.08999633789062,33.58000183105469,22403.1005859375,-4447.0001220703125,-2705.5999755859375,353.3000183105469,1578.0000305175781,98.10000419616699,255.0,128.0,False,0.17827300677296654,-2.914616274162475,-0.0024954120177720415,True,False,4,2.0,False,8,,enpitsu,76561198039309853,26,3231.72998046875,3639.2900390625,66.63999938964844,572.0999908447266,-17885.699462890625,2893.800048828125,2453.699951171875,-1231.3999938964844,-3338.5000610351562,255.0,0.0,False,-0.09363245265413393,-1.5786551887296543,0.0040114946402306124,True,238.0,False,20,False,19,,games5425898691,bf81d8692db,24.0,-2946.909912109375,3691.449951171875,17.010000228881836,8915.2001953125,-8916.300048828125,2.8999999165534973,0.19999999552965164,-0.0,2325.2000427246094,255.0,255.0,-0.009542574692038676,-2.422865187402443,-1.765634057440801e-05,True,18,18,False,255.0,False,,
39,2001,66,False,False,0,6767.747214713987,3981.929931640625,448.7099914550781,971.2000122070312,-9468.200073242188,20353.399658203125,-429.90001678466797,-4612.9998779296875,3270.10009765625,2006.3999938964844,0.0,1.4350237843451268,2.730036535315834,1.281873879614189,bf81d8692db,games5425898691,24.0,4079.010009765625,276.1300048828125,1044.02001953125,-3.100000023841858,20493.89892578125,5455.30029296875,-1954.7999572753906,0.0,-0.29999999329447746,255.0,255.0,,-0.2028245748899698,1.5610248909125817,-1.56883087887647,True,18,False,18,85.63495892094028,True,,76561198039309853,enpitsu,26.0,1055.760009765625,287.6199951171875,17.059999465942383,1790.8000183105469,15171.99951171875,3.4999999403953552,0.0,-0.7000000029802322,3513.2998657226562,255.0,255.0,False,0.016780154921890465,1.762835959360093,6.01859671748075e-05,True,False,22,255.0,False,22,,kiani,76561199052932933,8,-1907.0999755859375,2605.719970703125,17.010000228881836,6025.3997802734375,16371.199951171875,2.7000001072883606,-0.3999999910593033,-2.7000001072883606,-382.09999084472656,255.0,79.0,,0.009622797868707969,1.2208983614173643,-4.2882631436858076e-05,True,255.0,False,10,False,6,,❦????3???,76561198970889287,15.0,-645.0800170898438,133.5500030517578,17.010000228881836,11016.600341796875,19143.399658203125,2.5,-0.19999999552965164,-0.7999999821186066,0.0,255.0,128.0,0.009607973520618238,1.0485939894170628,7.826371915125705e-05,True,24,24,False,0.0,False,,False
40,2094,69,False,False,1,9789.933753517664,-1691.219970703125,-4301.8798828125,295.5199890136719,-16534.000244140625,18390.899658203125,3382.60009765625,-1135.0,614.5999908447266,-5859.5001220703125,1.0,-0.013056048265182429,-1.1109412401810204,2.0624313531783556,76561199052932933,kiani,8.0,-1503.1600341796875,-4428.93017578125,195.11000061035156,-13070.400390625,10634.599609375,2937.5,550.6999969482422,-275.5999946594238,-287.5,231.0,128.0,False,0.3476353531421715,0.6815072119168216,-0.8012498294658373,True,6,False,12,201.70024962835416,True,,76561198970889287,❦????3???,15.0,-2059.2900390625,-4935.5400390625,17.110000610351562,13616.700439453125,2803.9999389648438,-70.70000171661377,324.39998626708984,-22.59999990463257,1009.8000335693359,255.0,255.0,False,-0.018332160841564415,2.93436400757597,-0.005258911851835375,True,False,24,0.0,False,24,,enpitsu,76561198039309853,26,-387.55999755859375,-1592.300048828125,17.059999465942383,-10275.2001953125,-831.9000244140625,2.7000001072883606,-0.19999999552965164,-0.0,-2380.0,255.0,0.0,False,-0.01669971532694897,-0.03335875576770203,-1.8192290474296845e-05,True,255.0,False,22,False,22,,games5425898691,bf81d8692db,24.0,-67.44999694824219,-4817.2099609375,16.989999771118164,19526.300048828125,10508.199462890625,5.299999713897705,-0.3999999910593033,-0.0,1981.9000244140625,255.0,255.0,-0.009571826642269167,2.5698057458271713,5.2679744025925046e-05,True,18,18,False,160.0,False,,
41,2178,73,False,False,1,6882.880508272864,-3802.260009765625,110.05000305175781,952.6500244140625,2230.7000732421875,15731.300048828125,1326.199951171875,-2932.3001098632812,-3533.9999389648438,2051.0000610351562,1.0,0.4286958844530107,-1.9370614305173364,-1.2136497433991473,76561199052932933,kiani,8.0,-3879.699951171875,-84.18000030517578,836.9199829101562,5197.8997802734375,11378.800048828125,1524.6000671386719,-1138.3999633789062,-1938.3000183105469,-1276.2999725341797,255.0,128.0,False,-0.12528405635561962,2.1465222749915185,0.7040084422743343,True,8,False,14,175.0,False,,76561198970889287,❦????3???,15.0,-2967.56005859375,-1803.219970703125,17.020000457763672,-5977.7001953125,12756.600341796875,1.4000000059604645,-0.09999999776482582,0.09999999776482582,167.39999771118164,255.0,128.0,False,-0.009588361492233986,1.1143679371820516,-0.0001070905389328639,True,False,24,0.0,False,24,,enpitsu,76561198039309853,26,-1945.0,1827.010009765625,17.059999465942383,4983.399963378906,13687.099609375,1.899999976158142,-0.19999999552965164,-0.5000000074505806,-2.800000011920929,255.0,128.0,False,-0.01677482361143402,1.9203841017392995,5.148554582343262e-05,True,251.0,False,22,False,22,,games5425898691,bf81d8692db,24.0,1326.93994140625,1693.0,17.010000228881836,5197.9998779296875,21745.90087890625,2.7000001072883606,-0.5999999865889549,-3.100000023841858,921.1000061035156,255.0,139.0,-0.009594122359268334,1.764872703168121,4.725293398641387e-05,True,20,20,False,160.0,False,,
42,2230,74,False,False,0,9171.872199742333,3422.43994140625,-2951.6201171875,118.95999908447266,15218.499755859375,8851.199951171875,13730.899658203125,4906.600036621094,-3187.0001220703125,1329.2999267578125,0.0,-0.1979045595750112,-0.04616676686294988,2.8508599194440416,76561198039309853,enpitsu,26.0,3342.949951171875,-3062.68994140625,15.619999885559082,14265.50048828125,3816.9000244140625,50.0,9.300000071525574,-24.100000858306885,-22.899999618530273,255.0,255.0,,0.01442310752658482,0.26264658150970444,0.0006806831286839209,True,22,False,22,201.0,False,,bf81d8692db,games5425898691,24.0,-169.77000427246094,-4637.419921875,17.010000228881836,16109.599609375,-4623.2000732421875,2.5999999046325684,1.2999999523162842,-0.09999999776482582,105.79999923706055,255.0,156.0,,0.009587290063585802,-0.2778609056988044,-3.8697753345069424e-05,True,False,20,160.0,False,20,,kiani,76561199052932933,8,2883.010009765625,-2158.2900390625,13.949999809265137,1132.300033569336,-12033.399658203125,550.099983215332,329.90001678466797,20.299999713897705,70.39999961853027,255.0,128.0,False,-0.010080414519763149,-1.3987984361805519,-0.003342522691471544,True,165.60926450196132,True,14,False,8,,❦????3???,76561198970889287,15.0,3841.580078125,-315.739990234375,18.399999618530273,1703.699951171875,-3805.5999755859375,102.89999961853027,202.80000686645508,-256.8000030517578,-1749.7000122070312,128.0,0.0,-0.018427950136132618,-1.094250993347279,0.04072146341536021,True,24,24,False,255.0,False,,False
43,2301,77,False,False,0,7080.939489446733,2117.590087890625,-1267.6500244140625,553.3200073242188,2427.899932861328,31164.29931640625,-6725.2001953125,-2790.5999755859375,4967.300109863281,1880.8000183105469,0.0,-0.2188683237168541,-1.094876645401935,-1.2801551008529948,bf81d8692db,games5425898691,24.0,2041.760009765625,-1558.9100341796875,587.760009765625,10212.5,20216.300048828125,4000.10009765625,-4315.7000732421875,1562.1000671386719,3030.4998779296875,255.0,224.0,,0.31262748068377033,0.9835236532309413,0.4989126946010193,True,21,False,22,52.89884741588307,True,,76561198039309853,enpitsu,26.0,1830.199951171875,-2236.1298828125,17.059999465942383,-12997.2998046875,-2598.9999389648438,1.8000000715255737,2.199999988079071,0.5000000074505806,871.6000366210938,255.0,0.0,False,0.016754131178791435,-2.880637598026718,-0.00025541852260085787,True,False,22,231.0,False,22,,kiani,76561199052932933,8,1967.010009765625,-2581.840087890625,17.0,-8558.900146484375,18539.599609375,1.5000000596046448,-0.29999999329447746,0.7000000029802322,6.3999998569488525,255.0,128.0,False,0.009601670900191766,2.0041700834658798,-7.364858404237865e-05,True,164.16175483375463,True,14,False,8,,❦????3???,76561198970889287,15.0,2849.050048828125,825.7100219726562,17.020000457763672,-2267.5999450683594,18970.10009765625,1.1999999731779099,0.0,-0.5999999865889549,-1.5000000596046448,255.0,128.0,0.009604071234564067,1.689543713915798,5.118443501604845e-05,True,24,24,False,159.0,False,,False
44,2367,79,False,False,1,10706.188576391374,-2739.2099609375,-4930.14013671875,96.22000122070312,13408.499755859375,-3437.3001098632812,-2077.5,3207.9998779296875,1565.8000183105469,-4822.5,1.0,-0.7997717748280516,-0.6051922221909616,-2.40189992152282,76561198970889287,❦????3???,15.0,-2856.550048828125,-5030.7900390625,119.41999816894531,233.89999389648438,85.0,5.899999737739563,-166.90000534057617,-116.70000076293945,153.50000381469727,128.0,128.0,False,0.9475897795517707,-2.045873943479816,-0.7365903561231212,True,24,False,24,255.0,False,,76561199052932933,kiani,8.0,-1162.31005859375,-2053.18994140625,16.940000534057617,-5610.8001708984375,-18962.5,21.19999885559082,3.3000001311302185,6.3999998569488525,562.2000122070312,255.0,128.0,False,-0.009503680923774876,-1.3242866928443187,0.0001372626436850944,True,False,10,147.0,False,16,,enpitsu,76561198039309853,26,-1084.6800537109375,-65.26000213623047,17.059999465942383,-3988.2000732421875,-12813.699951171875,2.5,1.0000000149011612,0.5000000074505806,2126.199951171875,0.0,128.0,False,-0.016799940104781582,-1.3247892915927542,8.327149081742844e-05,True,255.0,False,22,False,22,,games5425898691,bf81d8692db,24.0,-3830.320068359375,-3112.169921875,16.959999084472656,7121.9000244140625,-16276.800537109375,-314.89999771118164,488.69998931884766,-1162.3999786376953,1841.1000061035156,255.0,255.0,-0.02500637322357088,-2.061128959794374,-0.03945163763103542,True,22,22,False,47.0,False,,
45,2404,81,False,False,1,10354.080929166928,-1334.760009765625,-4970.919921875,92.44000244140625,-19466.099853515625,-22860.2001953125,193.50000381469727,3125.8999633789062,736.2999725341797,3894.89990234375,1.0,0.41357908006983074,0.6931161115787003,-2.3291835636006066,76561199052932933,kiani,8.0,-1209.1099853515625,-4852.89990234375,89.52999877929688,-6389.4000244140625,-18227.5,2403.6000061035156,-452.99999237060547,-186.00000381469727,-5478.0999755859375,255.0,29.0,False,-0.09217118663428366,-1.0834005676714542,0.00512327234820725,True,11,False,18,68.75474410415978,True,,76561198970889287,❦????3???,15.0,-1859.030029296875,-5102.89990234375,184.30999755859375,12286.500244140625,48.60000133514404,-879.1000366210938,117.39999771118164,-62.39999771118164,-15.499999523162842,0.0,128.0,False,-0.03231632672456297,-3.131565244427499,-1.568499074065298,True,False,24,180.0,False,24,,enpitsu,76561198039309853,26,-455.6099853515625,-1414.989990234375,17.059999465942383,8972.2998046875,-13306.400146484375,2.0000000298023224,-2.0999999344348907,3.8999998569488525,-271.49999618530273,255.0,128.0,False,-0.01674499764596575,-2.1686554377788023,-3.7142802995326175e-05,True,191.0,False,22,False,22,,games5425898691,bf81d8692db,24.0,-1667.68994140625,-4600.06982421875,17.030000686645508,18402.099609375,-11976.199951171875,0.0,0.5999999865889549,-0.09999999776482582,145.10000228881836,255.0,153.0,-0.009581667776009483,-2.564563420050529,3.180857215405477e-05,True,22,22,False,0.0,False,,
46,2505,84,False,False,1,9835.262077152189,-3974.280029296875,-3404.75,901.219970703125,15585.999755859375,21169.19921875,2480.399932861328,-1326.199951171875,5827.8997802734375,525.2999877929688,1.0,0.2420433359663473,-2.883745887360944,2.6499636896054177,76561198970889287,❦????3???,15.0,-4080.719970703125,-3528.010009765625,796.510009765625,69.80000019073486,13919.7998046875,13524.3994140625,1951.6000366210938,-255.49999237060547,-693.3000183105469,255.0,255.0,True,0.8421493160975511,1.570670998368269,1.5683927996179163,True,24,False,24,52.0,False,,76561199052932933,kiani,8.0,-1310.0699462890625,-3098.43994140625,17.010000228881836,-1566.1000061035156,8255.999755859375,2.5,-0.0,0.7000000029802322,575.4999923706055,255.0,128.0,False,-0.009527600577294829,1.292848484330315,-0.0002619883266123681,True,False,12,82.0,False,18,,enpitsu,76561198039309853,26,-3075.969970703125,-261.4100036621094,17.059999465942383,-10860.6005859375,8064.000244140625,2.3999999463558197,0.5000000074505806,-0.09999999776482582,3097.6998901367188,255.0,255.0,True,-0.016755873489330993,0.262708625815296,8.815433542589399e-05,True,222.0,False,22,False,22,,games5425898691,bf81d8692db,24.0,3711.1201171875,-1931.8199462890625,15.880000114440918,-11986.8994140625,19624.49951171875,231.8000030517578,-24.000000953674316,-369.0999984741211,-12.100000381469727,255.0,128.0,0.004427734041310286,1.0227702422713458,0.021841752639344722,True,24,24,False,184.0,False,,
47,2613,88,False,False,1,1735.0246517905164,1303.5899658203125,3453.530029296875,96.08999633789062,9192.5,11194.200439453125,3643.2998657226562,-4636.199951171875,3807.9998779296875,60.59999942779541,1.0,0.5551381939010771,-2.0130274112934874,-2.2336515701103647,76561199052932933,kiani,8.0,1393.1800537109375,3262.010009765625,87.80999755859375,12004.300537109375,14338.599853515625,2904.2999267578125,-4590.4998779296875,-2987.9000854492188,499.1999816894531,255.0,255.0,False,-0.028715836639270215,2.5276703230735493,-0.5311651600725072,True,13,False,22,0.0,False,,76561198970889287,❦????3???,15.0,-487.2699890136719,-101.41999816894531,17.010000228881836,15110.2001953125,5244.0997314453125,2.5999999046325684,-0.5000000074505806,-0.0,0.0,255.0,128.0,False,-0.009582912590794026,2.8075497380766192,4.544108235067813e-05,True,False,24,35.0,False,24,,enpitsu,76561198039309853,26,-15.520000457763672,3859.699951171875,17.059999465942383,18713.1005859375,13359.100341796875,1.7000000178813934,-0.3999999910593033,-0.3999999910593033,-43.69999885559082,255.0,128.0,False,-0.016786314066829268,2.5261804667248233,6.454418348634908e-05,True,0.0,False,22,False,22,,games5425898691,bf81d8692db,24.0,1424.43994140625,4387.72998046875,17.010000228881836,2372.2000122070312,-1139.8999786376953,2.5999999046325684,-0.19999999552965164,0.5000000074505806,4.4999998807907104,0.0,128.0,-0.009765441202255887,0.4480225679634015,-5.041547990592446e-05,True,24,24,False,177.0,False,,
48,2629,89,False,False,0,9300.84590364348,-1854.449951171875,-4111.330078125,196.61000061035156,-18579.599609375,4731.7999267578125,3218.0999755859375,4601.099853515625,-1599.1999816894531,3503.0999755859375,0.0,0.6825588917498653,2.6048945827880448,0.3342982645411088,bf81d8692db,games5425898691,24.0,-1741.4000244140625,-4234.89990234375,148.82000732421875,-9494.099731445312,4620.799865722656,1948.3000183105469,-2325.399932861328,-4977.9998779296875,-247.29999542236328,128.0,128.0,,-1.0395290129179242,-0.5162127101314674,0.09105884788107545,True,25,False,26,177.0,False,,76561198039309853,enpitsu,26.0,-1180.68994140625,-4603.22021484375,17.059999465942383,-20894.19921875,-8803.800048828125,2.199999988079071,0.3999999910593033,-0.29999999329447746,-1476.3999938964844,0.0,0.0,False,0.016770580819558387,-2.7727490868885853,-0.0002027647842674965,True,False,22,0.0,False,22,,kiani,76561199052932933,8,-2123.18994140625,-4129.3701171875,100.98999786376953,-12325.799560546875,-14570.10009765625,-320.8000183105469,4187.60009765625,2458.5000610351562,509.00001525878906,255.0,0.0,False,0.1295764263910905,-2.524461934199059,1.2911598525024368,False,0.0,False,22,False,14,,❦????3???,76561198970889287,15.0,-468.8299865722656,-59.27000045776367,17.010000228881836,-15452.900390625,1787.7999877929688,2.5999999046325684,-0.3999999910593033,0.09999999776482582,-454.39998626708984,255.0,128.0,0.009610530035454718,2.983656177110396,0.0001973611354584217,True,24,24,False,35.0,False,,False
49,2750,93,False,False,0,8138.357707427508,-3522.969970703125,-2562.719970703125,478.5899963378906,-8028.3001708984375,6140.3997802734375,-2530.0,-1979.6000671386719,-5246.500244140625,2133.9999389648438,0.0,1.0303878955494843,2.729472481904012,-0.6814428915318685,76561198039309853,enpitsu,26.0,-3409.35009765625,-2626.580078125,378.8999938964844,440.99998474121094,5672.8997802734375,-154.49999809265137,4895.7000732421875,2297.5,1001.3999938964844,,,,0.7304882078831816,-0.9653307869159624,-2.89460069400933,True,23,False,24,167.87171623270999,True,,bf81d8692db,games5425898691,24.0,75.2300033569336,-2994.510009765625,17.010000228881836,13595.10009765625,2992.3001098632812,2.8999999165534973,0.5999999865889549,0.09999999776482582,-2157.4000549316406,255.0,0.0,,0.009577871301373933,0.15544779365168718,-7.115258782546292e-05,True,False,26,208.0,False,26,,kiani,76561199052932933,8,-3453.239990234375,604.4400024414062,112.86000061035156,2775.1998901367188,21189.89990234375,-144.3000030517578,-4352.900085449219,3346.6000366210938,-319.20000076293945,255.0,0.0,True,-0.8389847322787422,-3.1262613349397523,-2.356146682638243,,,False,28,False,19,,❦????3???,76561198970889287,15.0,-2929.530029296875,592.0499877929688,17.010000228881836,5283.699951171875,4414.100036621094,2.8999999165534973,-0.09999999776482582,0.0,2425.7000732421875,255.0,255.0,0.00950165165270007,0.6984797151507878,3.257067183605691e-05,True,24,24,False,214.0,False,,
50,2798,95,False,False,0,7248.217241966176,-3400.429931640625,-1661.800048828125,131.14999389648438,149.49999809265137,6119.0997314453125,1814.1999816894531,-2665.1998901367188,4714.89990234375,2581.7001342773438,0.0,0.07083772647037181,1.210249956677731,0.5271571824179941,76561198039309853,enpitsu,26.0,-3306.39990234375,-1748.050048828125,17.049999237060547,-974.1999816894531,2995.7998657226562,3.1999999284744263,2.0000000298023224,0.5999999865889549,-0.5000000074505806,255.0,128.0,,0.016716377631105197,1.8851075340998922,-7.090089831680289e-07,True,24,False,24,163.0,False,,bf81d8692db,games5425898691,24.0,277.989990234375,-4552.64013671875,17.010000228881836,-6455.8001708984375,-4272.0001220703125,2.5999999046325684,1.0999999940395355,-0.19999999552965164,37.00000047683716,0.0,128.0,,0.009885554133788308,-2.555924682753279,1.1030897486619147e-05,True,False,26,208.0,False,26,,kiani,76561199052932933,8,-3088.1201171875,4280.75,17.020000457763672,3123.3999633789062,20366.199951171875,1.7000000178813934,0.3999999910593033,1.0000000149011612,-2811.199951171875,255.0,0.0,True,0.00959589865422879,1.1123841664276013,-0.00013918634774123866,True,255.0,False,28,False,20,,❦????3???,76561198970889287,15.0,-2819.159912109375,1424.550048828125,17.010000228881836,-7460.999755859375,-8023.499755859375,0.7000000029802322,0.0,0.0,2396.9000244140625,255.0,255.0,0.009530361278739432,-2.2662896257362335,-1.370330163356083e-05,True,24,24,False,198.35004744478454,True,,False
51,2818,96,False,False,0,6758.470322297811,-3421.929931640625,-1128.699951171875,201.05999755859375,-1559.2999267578125,11579.000244140625,3216.400146484375,515.2999877929688,4152.900085449219,2527.2999572753906,0.0,-0.9577828494335012,-1.8275868639941981,1.897678169545833,76561198039309853,enpitsu,26.0,-3425.590087890625,-1196.5400390625,92.88999938964844,-5598.0999755859375,14850.0,2636.099853515625,-4550.199890136719,-2901.099853515625,124.39999580383301,255.0,0.0,,0.6209934747931638,2.0662266083999707,-0.3289092009596579,True,25,False,26,133.0,False,,bf81d8692db,games5425898691,24.0,374.9100036621094,-4488.0,17.010000228881836,5534.89990234375,3684.2001342773438,2.5999999046325684,-0.7000000029802322,0.29999999329447746,0.0,0.0,128.0,,0.009757525691869488,-2.5543134870081574,-4.2259338512488483e-05,True,False,26,208.0,False,26,,kiani,76561199052932933,8,-2546.409912109375,4606.990234375,17.020000457763672,3411.4999389648438,-8714.400024414062,1.8000000715255737,0.0,0.19999999552965164,-2483.3999633789062,255.0,0.0,False,0.009527567450888997,-1.2472908348537615,2.4087246118529208e-05,True,255.0,False,28,False,20,,❦????3???,76561198970889287,15.0,-3089.070068359375,369.3999938964844,17.010000228881836,-6112.5,-17144.3994140625,0.0,0.3999999910593033,1.2999999523162842,-88.59999656677246,255.0,128.0,0.009598296171910076,-1.9241810548495628,0.00010745344700640917,True,24,24,False,135.60566038982847,True,,False
