,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
0,177,0,False,False,0,5243.795649787489,-12.899999618530273,-28.899999618530273,92.61000061035156,-19498.599853515625,6109.1998291015625,2061.3999938964844,-3738.9999389648438,-1126.1000061035156,-4555.299987792969,0.0,-0.03487800805161208,-0.11646994137961958,-0.11886418302597036,76561198092728146,Foxy,7.0,42.529998779296875,-184.27999877929688,98.58000183105469,-3575.1998901367188,4449.4000244140625,3296.199951171875,2740.5999755859375,-1120.8000183105469,4634.800109863281,245.0,255.0,True,0.09760222541973657,1.8156484681060001,-0.8105588433263081,True,4,0.0,False,False,3,,4e9c971846854c09ae3b15b802af5743,Sotark_528,11.0,-464.7300109863281,-3975.68994140625,17.0,-10452.80029296875,2856.7001342773438,3.400000035762787,-3.6000001430511475,0.5999999865889549,1075.6999969482422,255.0,216.0,,0.00949549898582351,2.8716832027844523,4.45595095057284e-05,True,False,False,116.0,False,False,,enpitsu,76561198039309853,26.0,0.0,2552.14990234375,17.049999237060547,-1.0000000149011612,-10561.8994140625,2.5999999046325684,-0.5000000074505806,0.0,0.0,255.0,,,0.016746834578826395,-1.5709245865360137,-1.0744057620484412e-06,True,2,116.0,False,2,False,,games5425898691,bf81d8692db,19.0,-8.329999923706055,196.9499969482422,95.44000244140625,73.60000133514404,-22810.50048828125,224.40000534057617,5499.89990234375,18.600000143051147,0.3999999910593033,128.0,128.0,1.2980917048254605,-1.5669427379960883,0.00046250630897254466,True,31.0,False,3,False,4,,
1,180,0,False,False,1,5145.879879073896,132.5399932861328,51.06999969482422,92.94000244140625,13542.2998046875,5793.900146484375,456.5999984741211,1332.5,-681.9000244140625,-4365.5999755859375,1.0,0.029786159816458,0.27935858019016613,-0.3239449780744031,bf81d8692db,games5425898691,19.0,31.850000381469727,-88.26000213623047,93.7699966430664,2684.89990234375,1119.3000030517578,-121.70000076293945,-4997.699890136719,1340.5000305175781,-1864.1000366210938,128.0,128.0,,-0.9561184800238207,-1.2999971832043087,-3.026183435065496,True,4,31.0,False,False,3,,76561198039309853,enpitsu,26.0,-0.0,-2387.909912109375,17.049999237060547,1.0000000149011612,11278.199462890625,2.5999999046325684,0.3999999910593033,-0.0,0.0,255.0,0.0,,-0.016746834578826395,1.5709245865360137,-1.0744057620484412e-06,True,2,2,116.0,False,False,,Foxy,76561198092728146,7.0,-10.770000457763672,186.1699981689453,124.77999877929688,3989.4000244140625,471.50001525878906,1914.4999694824219,-2355.500030517578,4967.099914550781,170.49999237060547,248.0,255.0,True,-0.09800317434273802,-2.1066322859183035,-1.3365656291878591,True,3,0.0,False,4,False,,Sotark_528,4e9c971846854c09ae3b15b802af5743,11.0,554.3699951171875,3957.159912109375,17.0,10991.600341796875,-1703.3000183105469,3.3000001311302185,-2.199999988079071,0.29999999329447746,1817.8999328613281,253.0,179.0,-0.009530257198570194,-3.0123987257311557,0.00015658894148180098,False,116.0,False,False,False,False,,
2,258,2,False,False,0,6694.796167403571,-3008.969970703125,-1212.6099853515625,115.61000061035156,14078.399658203125,20136.99951171875,9868.699951171875,3581.400146484375,-4652.799987792969,-1234.7000122070312,0.0,0.9918855200674325,3.1049202569550824,0.40717439365839464,4e9c971846854c09ae3b15b802af5743,Sotark_528,10.0,-3138.18994140625,-1338.8699951171875,15.390000343322754,5279.5001220703125,17171.500244140625,-192.39999771118164,177.80000686645508,130.0,-4119.100036621094,195.0,0.0,False,-0.0034754423467296897,1.1156479967816537,0.03122302186301544,True,False,0.0,False,False,False,,76561198092728146,Foxy,8.0,-1488.0799560546875,-565.760009765625,17.030000686645508,-1405.5000305175781,-10663.299560546875,0.0,0.0,0.7999999821186066,1976.3999938964844,218.0,255.0,False,0.009561045308771157,-1.68795483592559,0.00026467497225823535,True,4,4,0.0,False,False,,enpitsu,76561198039309853,26.0,-1165.2900390625,3930.699951171875,17.049999237060547,2572.60009765625,13865.2001953125,2.5999999046325684,-0.19999999552965164,-0.5999999865889549,-0.09999999776482582,255.0,0.0,,0.016753998214833792,1.3873023887406868,5.9842169252753164e-05,True,2,116.0,False,2,False,,games5425898691,bf81d8692db,19.0,-3013.199951171875,-154.80999755859375,16.950000762939453,-15780.30029296875,2177.899932861328,19.199999570846558,0.5000000074505806,7.699999809265137,-1664.6000671386719,255.0,0.0,0.010038366722237204,2.971821220072972,-0.0001882074124726567,True,31.0,False,6,False,6,,
3,340,5,False,False,1,9859.864981889354,-1016.1699829101562,-4532.669921875,109.80000305175781,-21946.8994140625,4693.2000732421875,-2618.2998657226562,-230.30000686645508,3302.5,3804.89990234375,1.0,-0.16332203980900728,2.6579178524663765,0.8821520838161788,76561198039309853,enpitsu,26.0,-922.3499755859375,-4658.0498046875,103.61000061035156,-15812.099609375,1342.1000671386719,1447.4000549316406,-2332.2000122070312,-4478.2000732421875,2180.800018310547,255.0,128.0,,-0.8966522846264158,0.11397217348165067,0.05280723002103998,True,4,116.0,False,False,3,,bf81d8692db,games5425898691,19.0,2470.27001953125,-4743.7900390625,16.989999771118164,-17750.2001953125,-4937.9998779296875,4.799999892711639,-0.09999999776482582,-0.09999999776482582,-1992.5,255.0,0.0,,-0.009582465381152944,-0.19722697360988845,-3.3194062543600515e-05,True,6,6,255.0,False,False,,Foxy,76561198092728146,8.0,2847.3701171875,4562.93017578125,17.010000228881836,-7907.19970703125,8947.7001953125,2.5,-0.0,0.09999999776482582,2402.7999877929688,231.0,255.0,False,-0.00957216345960634,0.7731269075027309,-2.291679316272107e-05,True,6,255.0,False,6,False,,Sotark_528,4e9c971846854c09ae3b15b802af5743,12.0,-2067.679931640625,330.4700012207031,16.56999969482422,-21801.39892578125,-3815.7998657226562,84.89999771118164,-1.0999999940395355,18.799999952316284,3.3000001311302185,248.0,128.0,-0.010685282493233262,-0.1735833821895576,0.00011203443198789575,True,12.0,False,4,False,4,,False
4,413,8,False,False,1,9763.323026903998,-3986.780029296875,-3314.639892578125,662.5999755859375,4172.799987792969,12803.1005859375,2639.5999145507812,-3488.2000732421875,-1109.5999908447266,-528.6999893188477,1.0,-0.5041592755469337,0.9942760426206015,0.04092236517555771,76561198039309853,enpitsu,26.0,-4079.330078125,-3472.679931640625,650.02001953125,9.800000190734863,8463.699951171875,8419.500122070312,-4280.199890136719,497.79998779296875,-160.59999465942383,255.0,0.0,False,0.5555237906813949,1.5650360507870225,1.573975989539182,True,4,205.0,False,False,4,,bf81d8692db,games5425898691,19.0,562.72998046875,-4938.0498046875,16.989999771118164,-8584.7998046875,335.09998321533203,5.0,-0.5000000074505806,-0.09999999776482582,-2459.4000244140625,255.0,0.0,,-0.009514573444351138,0.06723850564613082,-5.54983490517428e-05,True,6,6,255.0,False,False,,Foxy,76561198092728146,8.0,507.5400085449219,2560.330078125,17.010000228881836,-5603.800048828125,-12936.700439453125,2.0999999344348907,0.29999999329447746,1.0000000149011612,-136.70000076293945,226.0,113.0,False,-0.009610542176890677,-1.1646506039318585,-8.178002181686742e-06,True,6,255.0,False,6,False,,Sotark_528,4e9c971846854c09ae3b15b802af5743,12.0,-3969.830078125,-4027.72998046875,559.47998046875,7116.099853515625,-12636.600341796875,-12979.200439453125,1751.300048828125,1332.7000427246094,1687.8999328613281,205.0,255.0,-0.7987125140436885,-2.0841455260012243,-1.566289120488991,True,177.0,False,4,False,4,,False
5,463,10,False,False,1,7442.327858074402,-3248.699951171875,-1041.4000244140625,107.69999694824219,2521.6000366210938,9550.800170898438,5161.6998291015625,-5794.1998291015625,1529.9000549316406,-292.39999771118164,1.0,-0.9924735074129769,0.7047397620562578,0.5099966911824837,76561198039309853,enpitsu,26.0,-3439.64990234375,-1321.4200439453125,62.88999938964844,10342.099609375,20385.0,2547.5999450683594,-3918.9999389648438,2376.9000244140625,-864.4000244140625,255.0,0.0,False,-0.11750218141292645,2.1360605907932633,-0.0029977050588586526,True,6,147.0,False,False,5,,bf81d8692db,games5425898691,19.0,75.3499984741211,-2312.300048828125,16.989999771118164,3597.2000122070312,21466.69921875,4.600000083446503,-0.0,0.29999999329447746,196.20000839233398,255.0,128.0,,-0.00959991652547148,1.7161665119122538,-0.00010998262620176207,True,6,6,173.0,False,False,,Foxy,76561198092728146,8.0,-1103.9000244140625,3206.18994140625,17.010000228881836,-4496.499938964844,13187.39990234375,2.0000000298023224,0.09999999776482582,-0.7999999821186066,0.0,223.0,128.0,False,-0.009570140099487763,1.2421913392005859,7.092156968758219e-05,True,6,255.0,False,6,False,,Sotark_528,4e9c971846854c09ae3b15b802af5743,11.0,-3301.56005859375,-1316.3399658203125,80.95999908447266,-1125.999984741211,22715.2001953125,-878.3000183105469,-3788.699951171875,-500.6999969482422,2.5,242.0,128.0,0.9796680821029669,1.440434355267822,0.0013233111238127229,True,147.0,False,6,False,6,,False
6,465,10,False,False,0,5878.812027045881,3220.18994140625,942.6900024414062,134.75999450683594,-7994.2999267578125,-24692.2998046875,2232.7999877929688,238.60000610351562,307.5,-2748.800048828125,0.0,1.06545391097223,-0.377935061756346,0.9846004987091928,4e9c971846854c09ae3b15b802af5743,Sotark_528,11.0,3295.510009765625,1134.18994140625,77.91999816894531,-2830.10009765625,-20049.3994140625,518.3000183105469,-4454.200134277344,-1631.199951171875,1984.4999694824219,240.0,128.0,False,-0.8281001522483928,-1.4173371753325805,0.30536276408659724,True,6,147.0,False,False,6,,76561198092728146,Foxy,8.0,1141.52001953125,-3316.530029296875,17.010000228881836,4527.799987792969,-13279.3994140625,2.0000000298023224,0.0,0.7999999821186066,0.0,223.0,128.0,False,0.009570140099487763,-1.2421913392005859,7.092156968758219e-05,True,6,6,255.0,False,False,,enpitsu,76561198039309853,26.0,3375.159912109375,1141.530029296875,71.33999633789062,-6322.60009765625,-22113.701171875,73.89999866485596,5213.3001708984375,-1184.000015258789,1291.9000244140625,255.0,0.0,False,0.7209361047164312,-1.9431005066433742,-0.11982621001568922,True,5,147.0,False,6,False,,games5425898691,bf81d8692db,19.0,-97.54000091552734,2168.919921875,16.989999771118164,-3172.6998901367188,-21526.99951171875,4.600000083446503,0.0,-0.3999999910593033,72.39999771118164,255.0,128.0,0.009600271015963762,-1.7084094586613734,-7.274794288771422e-05,True,173.0,False,6,False,6,,
7,539,13,False,False,0,10269.258024937126,1380.239990234375,-4873.81005859375,94.04000091552734,22053.9990234375,-3914.1000366210938,1398.699951171875,2175.800018310547,1103.3000183105469,-5481.5997314453125,0.0,0.029302378412528647,-1.7730864643694229,1.6393596770719785,76561198092728146,Foxy,8.0,1238.7900390625,-4914.52001953125,83.33000183105469,10830.400390625,-635.8000183105469,3091.6000366210938,754.8000335693359,246.90000534057617,3000.5999755859375,0.0,92.0,False,-0.07795332305628648,-2.8830887029303733,-0.02549559223940614,True,8,255.0,False,False,7,,4e9c971846854c09ae3b15b802af5743,Sotark_528,10.0,3422.050048828125,-1856.27001953125,17.010000228881836,3660.7000732421875,-12192.900390625,1.899999976158142,0.0,-0.5999999865889549,46.599998474121094,255.0,128.0,False,0.009539909858526109,-1.2731723696953987,-8.185318072586665e-05,True,6,6,147.0,False,False,,enpitsu,76561198039309853,26.0,1898.3599853515625,-4540.68017578125,135.3300018310547,-3725.7998657226562,-22598.89892578125,-2098.8999938964844,1027.0999908447266,970.5999755859375,-395.9000015258789,255.0,0.0,False,0.16182960437848498,-2.0770140292100034,0.6143219371298342,True,8,82.0,False,8,False,,games5425898691,bf81d8692db,19.0,-1602.97998046875,684.1400146484375,16.989999771118164,10104.600219726562,8901.099853515625,4.799999892711639,-0.19999999552965164,0.0,-2248.9999389648438,255.0,0.0,0.009556973111023935,0.6540220157530181,2.2978381294312492e-05,True,173.0,False,6,False,6,,
8,543,13,False,False,1,2568.9550228175603,-1665.5799560546875,4945.47998046875,111.72000122070312,11703.299560546875,12367.60009765625,4007.39990234375,905.6999969482422,-4374.800109863281,-4005.0,1.0,-0.04824854816920018,2.6779991124622895,1.3138083614140041,76561198039309853,enpitsu,26.0,-1841.5699462890625,4914.4501953125,90.41000366210938,512.9000091552734,21305.30029296875,-3452.39990234375,-1505.3999328613281,5038.0999755859375,-1612.7000427246094,255.0,0.0,False,-0.4655248969793528,2.221530790490227,0.5254509739122074,True,8,82.0,False,False,8,,bf81d8692db,games5425898691,19.0,1411.3199462890625,-795.1900024414062,16.989999771118164,-12499.300537109375,-4499.100036621094,4.799999892711639,0.09999999776482582,-0.0,-2267.7999877929688,255.0,0.0,,-0.009559716588049723,-0.2774684289436154,2.8186475504417245e-07,True,6,6,173.0,False,False,,Foxy,76561198092728146,8.0,-1329.280029296875,4919.740234375,106.55999755859375,-10879.69970703125,617.400016784668,2535.399932861328,3331.0000610351562,-4312.39990234375,745.9999847412109,0.0,92.0,False,0.5643728459228161,2.743525743485429,0.07611827855315687,True,7,255.0,False,8,False,,Sotark_528,4e9c971846854c09ae3b15b802af5743,10.0,-3469.800048828125,2043.75,17.010000228881836,-2252.7999877929688,12823.00048828125,2.199999988079071,-0.0,0.7999999821186066,-1885.8000183105469,255.0,28.0,-0.009536132820195659,1.417767680173567,-0.0002254001123919339,True,147.0,False,6,False,6,,False
9,546,13,False,False,0,10461.165084422413,1585.0699462890625,-5022.68994140625,147.44000244140625,12067.900390625,-9668.300170898438,6533.2000732421875,-1650.2000427246094,-4581.400146484375,-3505.1998901367188,0.0,-0.18691939828251916,-2.9192718049820923,1.269343394963669,76561198092728146,Foxy,8.0,1491.4100341796875,-4927.8798828125,120.33999633789062,9103.099975585938,525.9000015258789,22.799999713897705,-3979.5999145507812,3724.5001220703125,734.7000122070312,83.0,128.0,False,-1.3483413545268244,1.9359030875769045,1.9161291353753571,True,8,255.0,False,False,7,,4e9c971846854c09ae3b15b802af5743,Sotark_528,10.0,3481.6201171875,-2152.050048828125,17.010000228881836,861.3999938964844,-13116.8994140625,2.0000000298023224,0.09999999776482582,-4.900000095367432,-1078.6000061035156,255.0,128.0,False,0.009552026275053674,-1.560256923609753,2.7448478722192816e-05,True,6,6,147.0,False,False,,enpitsu,76561198039309853,26.0,1838.4100341796875,-5013.009765625,85.30999755859375,-397.79998779296875,-4522.099914550781,3418.900146484375,-1802.7000427246094,-71.99999809265137,-4876.400146484375,255.0,0.0,False,0.5730219990422205,-2.4428319193681904,0.7963963385393535,True,8,82.0,False,8,False,,games5425898691,bf81d8692db,19.0,-1347.6500244140625,813.4600219726562,16.989999771118164,12881.099853515625,3042.0999145507812,4.799999892711639,0.0,0.0,-2272.5999450683594,255.0,0.0,0.009566449970438607,0.16393421208308523,-2.064068280921014e-05,True,173.0,False,6,False,6,,
