,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
34,3071,86,False,False,0,4731.567894659928,3493.889892578125,3374.610107421875,392.6499938964844,14083.299560546875,13240.899658203125,-3911.7999267578125,-5147.1002197265625,2437.7999877929688,1887.5999450683594,0.0,-0.46783368779310813,-2.1015236096919905,2.850345702438763,bf81d8692db,games5425898691,22.0,3384.909912109375,3241.030029296875,311.2799987792969,17367.099609375,3264.1000366210938,4261.300048828125,-1559.7999572753906,840.1999664306641,382.5,255.0,208.0,,-1.0601473640833645,0.6909405431722758,-0.2147793823345668,True,12,False,124.39519997309606,True,8,,76561198039309853,enpitsu,24.0,2728.179931640625,-724.1599731445312,17.049999237060547,-1220.5999755859375,-670.1000213623047,2.199999988079071,2.8999999165534973,0.0,643.3000183105469,0.0,128.0,,0.017039373943866516,0.7002907482288402,0.00012897051977594582,True,255.0,False,4,False,4,,drana,76561198164491532,2,3438.0,3511.27001953125,116.29000091552734,5671.9000244140625,-11027.19970703125,3920.7000732421875,-2217.100067138672,-1042.6000213623047,-448.4000015258789,255.0,128.0,,-0.2696983222489215,-1.1816968046890277,0.008465507196362054,True,14,,False,16,False,,「Spiki」,76561198039883154,8.0,2539.39990234375,3918.760009765625,17.010000228881836,7772.5,-10266.800537109375,2.0999999344348907,-1.2999999523162842,2.199999988079071,-450.29998779296875,255.0,69.0,,0.009546925460381536,-0.9192155269070434,-1.209772437330464e-05,True,255.0,False,12,False,10,
35,3136,89,False,False,1,9870.302823293712,-1913.9300537109375,-4321.8798828125,111.08999633789062,-13614.3994140625,-9843.699951171875,8318.599853515625,485.40000915527344,5851.300048828125,1235.5000305175781,1.0,0.6504424043312268,-2.1554737359618987,-0.22969460429147556,76561198039883154,「Spiki」,9.0,-1744.6800537109375,-4240.4501953125,17.010000228881836,-10700.2001953125,-8857.7001953125,0.09999999776482582,0.09999999776482582,-0.09999999776482582,-2253.300018310547,255.0,0.0,,-0.009554264779725543,-0.6236214041093883,2.445430693652563e-05,True,12,False,245.60518703153053,True,10,,76561198164491532,drana,2.0,-3976.419921875,-777.4400024414062,61.11000061035156,5189.1998291015625,12278.1005859375,-4152.099914550781,552.2999954223633,-3008.9999389648438,321.30001068115234,255.0,210.0,,-0.2760021028242448,2.003340092286081,0.5575799837699495,False,,False,16,False,16,,enpitsu,76561198039309853,24,-2096.340087890625,1166.81005859375,17.049999237060547,1663.0000305175781,-8016.6998291015625,2.5999999046325684,0.09999999776482582,-0.7000000029802322,1.8000000715255737,255.0,128.0,False,-0.016657843922838103,-1.7756383352854217,-6.732158635251372e-05,True,4,255.0,False,4,False,,games5425898691,bf81d8692db,22.0,-3678.31005859375,-3450.330078125,31.389999389648438,1576.6000366210938,-1629.1000366210938,-1536.9999694824219,3790.7998657226562,968.0000305175781,120.10000228881836,255.0,0.0,,-0.046251086472607596,2.9342519816255184,-0.5679554743443704,True,116.0,False,12,False,8,
36,3190,91,False,False,0,4468.893836033618,3354.5,3760.050048828125,292.42999267578125,-5542.80029296875,8800.999755859375,-273.0999946594238,3250.2999877929688,2473.800048828125,2846.099853515625,0.0,0.15400516370545636,1.4398233699090544,1.152377344933124,bf81d8692db,games5425898691,22.0,3429.989990234375,3577.179931640625,254.57000732421875,-4719.800109863281,6455.999755859375,1911.0000610351562,-3400.5999755859375,-4218.800048828125,941.5000152587891,255.0,241.0,,0.34113201882742045,1.964830612795007,-0.02992170035917557,True,14,False,56.489944270862054,True,9,,76561198039309853,enpitsu,24.0,2346.72998046875,-113.54000091552734,17.049999237060547,1064.800033569336,2340.5999755859375,2.5999999046325684,0.29999999329447746,0.0,0.0,255.0,255.0,False,0.016603070018722244,1.143860848203412,-7.983051055530002e-06,True,255.0,False,4,False,4,,drana,76561198164491532,2,1708.5400390625,1342.1700439453125,91.69000244140625,-11730.2001953125,19783.199462890625,-150.6999969482422,-4448.599853515625,3150.0,-732.6000213623047,255.0,128.0,,-0.32406858344048783,2.8970160755474863,-2.27871656163507,True,17,199.0,False,18,False,,「Spiki」,76561198039883154,8.0,2795.610107421875,3443.050048828125,17.010000228881836,-5202.80029296875,-10101.900024414062,2.3999999463558197,-0.5000000074505806,-1.0000000149011612,-2170.0,255.0,0.0,False,0.009556239734065603,-2.078273440042212,-0.00016883743009884635,True,255.0,False,12,False,10,
37,3245,93,False,False,0,3403.5735701781578,2505.72998046875,5027.990234375,205.3300018310547,-11515.2001953125,6655.0,3506.400146484375,-2136.3999938964844,-1284.1999816894531,2772.39990234375,0.0,-0.40363485559195217,-1.319704163490496,0.31057391376153953,bf81d8692db,games5425898691,22.0,2644.75,4947.47998046875,137.3800048828125,-6112.39990234375,7691.300048828125,3199.2999267578125,2981.4999389648438,2542.7999877929688,131.99999809265137,255.0,128.0,,-0.2908910968750923,2.825760278757075,-0.09021137012376174,True,16,False,27.470296762322864,True,10,,76561198039309853,enpitsu,24.0,2362.5400390625,109.48999786376953,17.049999237060547,-2102.4000549316406,5250.10009765625,2.5999999046325684,0.19999999552965164,0.0,448.49998474121094,255.0,128.0,False,0.016635573628530912,1.9756561080342596,-0.00026194498936897933,True,255.0,False,4,False,4,,drana,76561198164491532,2,-158.64999389648438,5081.2001953125,17.010000228881836,815.1999664306641,4727.099914550781,2.3000000417232513,-1.1999999731779099,2.3000000417232513,-1221.9999694824219,0.0,115.0,False,0.009722290921863915,0.43704099813807057,0.00014191972028055233,True,18,229.0,False,18,False,,「Spiki」,76561198039883154,8.0,2322.050048828125,4774.3798828125,126.62000274658203,11202.2998046875,13718.1005859375,2442.5,-1252.5,-4069.1000366210938,-303.4000015258789,255.0,128.0,False,-0.3725086978640395,0.807261345659693,-0.28665396057251147,True,199.9541074358007,True,14,False,10,
38,3246,93,False,False,1,10715.548541807226,-2456.77001953125,-5037.52001953125,227.2899932861328,2077.2999572753906,-26698.00048828125,9055.0,-2173.8999938964844,3849.8001098632812,4056.199951171875,1.0,0.4241144375345618,1.3253148130605024,0.4599782780280863,76561198039883154,「Spiki」,8.0,-2398.360107421875,-4867.6201171875,142.32000732421875,-11629.200439453125,-14198.900146484375,2296.999969482422,2167.899932861328,4616.000061035156,-985.1000213623047,255.0,128.0,False,0.47453735707169786,-0.8987191357391834,-0.6159138395390041,True,14,False,196.84620204792228,True,10,,76561198164491532,drana,2.0,158.64999389648438,-5081.2001953125,17.010000228881836,-815.1999664306641,-4727.099914550781,2.3000000417232513,1.1999999731779099,-2.3000000417232513,-1221.9999694824219,0.0,115.0,False,-0.009722290921863915,-0.43704099813807057,0.00014191972028055233,True,229.0,False,18,False,18,,enpitsu,76561198039309853,24,-2342.68994140625,-156.36000061035156,17.049999237060547,2591.099853515625,-5927.0001220703125,2.5999999046325684,0.5999999865889549,-1.4000000059604645,98.99999618530273,255.0,128.0,False,-0.01663192270018304,-1.9933896970129752,-0.00016238891632244497,True,4,255.0,False,4,False,,games5425898691,bf81d8692db,22.0,-2644.75,-4947.47998046875,137.3800048828125,6112.39990234375,-7691.300048828125,3199.2999267578125,-2981.4999389648438,-2542.7999877929688,131.99999809265137,255.0,128.0,,0.2908910968750923,-2.825760278757075,-0.09021137012376174,True,24.362391374444446,True,16,False,10,
39,3247,93,False,False,0,3360.038436371612,2461.860107421875,5019.02978515625,282.1600036621094,-4904.4000244140625,7713.800048828125,22606.0009765625,-5588.599853515625,1383.5000610351562,1688.8999938964844,0.0,-0.6169925477472675,-1.3119871513543,0.45133020795525586,bf81d8692db,games5425898691,22.0,2593.030029296875,5008.33984375,161.85000610351562,-5457.80029296875,7343.599853515625,2676.0000610351562,2762.7999877929688,4595.4998779296875,91.00000381469727,255.0,147.0,,-0.5700645341236084,3.033781460987803,-0.3590393515564266,True,16,False,21.218305326277207,True,10,,76561198039309853,enpitsu,24.0,2342.68994140625,156.36000061035156,17.049999237060547,-2591.099853515625,5927.0001220703125,2.5999999046325684,-0.5999999865889549,1.4000000059604645,98.99999618530273,255.0,128.0,False,0.01663192270018304,1.9933896970129752,-0.00016238891632244497,True,255.0,False,4,False,4,,drana,76561198164491532,2,-156.47999572753906,5107.080078125,17.010000228881836,253.09999465942383,2221.9000244140625,1.8000000715255737,0.19999999552965164,-2.0999999344348907,-1004.4000244140625,156.0,173.0,False,0.009768760713663975,0.34538481344594446,9.941606334893188e-05,True,18,229.0,False,18,False,,「Spiki」,76561198039883154,8.0,2398.360107421875,4867.6201171875,142.32000732421875,11629.200439453125,14198.900146484375,2296.999969482422,-2167.899932861328,-4616.000061035156,-985.1000213623047,255.0,128.0,False,-0.47453735707169786,0.8987191357391834,-0.6159138395390041,True,193.70211599975505,True,14,False,10,
40,3318,95,False,False,1,9360.911796558248,-1708.56005859375,-3851.27001953125,408.04998779296875,-17699.300537109375,28498.798828125,-7071.6998291015625,-523.1999969482422,-4259.200134277344,-4193.399963378906,1.0,-0.39683121640679175,-0.4192085663918039,-2.501846627836636,76561198164491532,drana,2.0,-1612.010009765625,-3982.8701171875,347.8500061035156,-11264.100341796875,12797.19970703125,2132.4000549316406,-4601.000061035156,2261.0000610351562,-1067.699966430664,255.0,15.0,,0.5883849741972581,0.4037869599576617,0.5389458857201029,True,20,False,155.64734642223647,True,19,,76561198039883154,「Spiki」,8.0,-1676.1300048828125,-4009.419921875,132.38999938964844,8257.80029296875,8033.699951171875,1272.7999877929688,2304.499969482422,-3300.7998657226562,811.6000366210938,137.0,255.0,,0.9362282899539003,2.2545744730366466,-0.08110292698391737,True,189.0,False,16,False,10,,enpitsu,76561198039309853,23,-1705.7099609375,-1140.6199951171875,17.049999237060547,-832.5,7934.1998291015625,2.5,-0.7999999821186066,-0.0,0.0,0.0,,,-0.01698348637667024,-1.675373265045131,2.5589968960469254e-06,True,4,255.0,False,4,False,,games5425898691,bf81d8692db,22.0,-1947.8699951171875,-3781.780029296875,172.27999877929688,11443.00048828125,3667.7999877929688,2856.6000366210938,964.8000335693359,2618.5000610351562,-1165.4000091552734,255.0,15.0,,0.15700702999258503,2.6945815626996494,0.06694246123720846,True,21.0,False,18,False,11,
41,3418,99,False,False,0,8471.019990854158,2432.7099609375,-2649.60009765625,140.27000427246094,12558.599853515625,15976.700439453125,8840.2001953125,4906.499938964844,-2916.300048828125,1849.4000244140625,0.0,0.5003159718375734,2.101505566369964,0.5751051750998566,76561198039309853,enpitsu,24.0,2286.449951171875,-2855.77001953125,62.459999084472656,9364.600219726562,8256.300048828125,3126.6000366210938,-1140.1000213623047,2416.9000244140625,-1443.3999633789062,255.0,0.0,False,0.07402043739155878,1.015412252325998,0.01228135081176093,True,8,False,177.0,False,7,,bf81d8692db,games5425898691,22.0,-135.02000427246094,206.27000427246094,103.48999786376953,-1232.9000091552734,-18753.399658203125,-160.9000015258789,5101.099853515625,2022.7000427246094,369.00001525878906,255.0,128.0,,1.1333885376699127,2.879930636301356,-2.2820626003371056,True,51.0,False,20,False,13,,drana,76561198164491532,2,2749.4599609375,-1881.5999755859375,21.959999084472656,-11570.799560546875,-18280.10009765625,3000.4000854492188,0.3999999910593033,0.3999999910593033,1952.7999877929688,255.0,255.0,,0.009574105169349529,-2.063620316899915,6.214458624304178e-05,True,20,52.658511869369015,True,21,False,,「Spiki」,76561198039883154,9.0,-649.6099853515625,2894.909912109375,17.010000228881836,11949.100341796875,3619.7000122070312,2.5,0.0,0.0,-2334.1000366210938,255.0,0.0,,0.00955001063472162,0.22771862328542852,1.1515809687134611e-05,True,161.0,False,16,False,12,
42,3493,102,False,False,0,5808.714620909146,2983.909912109375,817.0999755859375,158.55999755859375,-17968.199462890625,11491.199951171875,6925.2001953125,3202.2000122070312,5069.599914550781,211.8000030517578,0.0,-0.6083423354303812,0.7440399689425423,-1.3822713525486856,76561198039309853,enpitsu,23.0,3181.639892578125,737.1799926757812,70.45999908447266,-15091.300048828125,17128.499755859375,2779.5999145507812,-2773.599853515625,-3869.89990234375,2687.7999877929688,255.0,255.0,False,0.1377943100033714,2.5939262059241583,0.010668833883416723,True,10,False,247.0,False,9,,bf81d8692db,games5425898691,22.0,1711.969970703125,-1431.5400390625,17.010000228881836,8978.200073242188,10849.100341796875,2.199999988079071,1.5000000596046448,1.7000000178813934,886.3999938964844,255.0,238.0,,0.009587434597163857,0.8770078049681244,0.0001522708389926558,True,51.0,False,20,False,14,,drana,76561198164491532,2,-348.19000244140625,-4680.06005859375,95.4000015258789,-17813.699951171875,5835.9002685546875,-144.49999809265137,-1712.2999572753906,-5226.5997314453125,0.0,255.0,128.0,,1.4606908685143583,-0.31669061573765533,3.141520927764453,False,21,0.0,False,24,False,,「Spiki」,76561198039883154,9.0,2091.840087890625,4637.85009765625,17.010000228881836,5357.80029296875,12335.30029296875,2.3999999463558197,0.0,-0.3999999910593033,3169.8001098632812,255.0,254.0,True,0.009572696874515063,1.6530164952507964,6.541366076621254e-05,True,222.0,False,16,False,12,
43,3564,104,False,False,1,8707.766817163769,1334.47998046875,-3556.719970703125,220.3000030517578,13601.199951171875,8388.400268554688,8210.10009765625,3031.6000366210938,-1094.4999694824219,5060.7000732421875,1.0,0.22735356626672404,-1.6923425592640706,-2.772421839000823,76561198039883154,「Spiki」,9.0,1269.93994140625,-3707.449951171875,124.80000305175781,21122.099609375,8873.300170898438,1802.5,4011.7999267578125,3745.10009765625,-358.49998474121094,128.0,0.0,False,-0.06480224967190773,2.460672347263796,0.7199984342001492,True,18,False,86.0,False,13,,76561198164491532,drana,2.0,3706.22998046875,1904.1500244140625,16.8799991607666,-3860.5999755859375,-22326.201171875,26.19999885559082,9.300000071525574,-49.699997901916504,1868.800048828125,255.0,255.0,,-0.008577544556978947,-1.4648990429014501,-0.0024945227633217113,True,171.0,False,24,False,22,,enpitsu,76561198039309853,24,-406.55999755859375,-1875.260009765625,17.059999465942383,5140.0,12112.80029296875,1.1999999731779099,-0.0,0.7000000029802322,0.0,255.0,128.0,False,-0.016726701341364038,1.9721017835021302,-6.191820831024266e-05,True,10,255.0,False,10,False,,games5425898691,bf81d8692db,22.0,1712.969970703125,4.820000171661377,17.010000228881836,22981.0009765625,933.3000183105469,0.0,0.5000000074505806,0.29999999329447746,-81.09999656677246,255.0,128.0,,-0.009566101082108128,3.107198477154847,1.884384104478572e-05,False,5.067578487498785,True,20,False,14,
44,3639,107,False,False,1,7223.90929573152,3468.110107421875,-1610.489990234375,96.31999969482422,-6308.499755859375,2338.5000610351562,4975.0,-1832.7000427246094,-4943.999938964844,-2862.9998779296875,1.0,0.10194673443951194,2.8459271611886625,2.0038850989762365,76561198039883154,「Spiki」,9.0,3657.199951171875,-1462.0400390625,16.739999771118164,-9848.800048828125,-3793.800048828125,66.90000057220459,37.99999952316284,-50.79999923706055,2342.7999877929688,255.0,255.0,,-0.006026586075965722,-0.41725580897547687,0.0011490517189760518,True,18,False,86.0,False,14,,76561198164491532,drana,2.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,24,964.3400268554688,656.1900024414062,17.059999465942383,10253.599853515625,4082.9998779296875,2.0000000298023224,2.0999999344348907,0.7999999821186066,-2344.600067138672,128.0,0.0,False,-0.01671854852978024,2.805027769237999,-0.000328087812567886,True,10,255.0,False,10,False,,games5425898691,bf81d8692db,22.0,3553.68994140625,-652.1300048828125,17.0,-6352.0001220703125,-11264.69970703125,1.1999999731779099,-0.7999999821186066,-2.7000001072883606,-1846.4999389648438,255.0,0.0,,-0.00952804068225272,-1.0506110641924022,-0.0004197626602208916,True,236.2352948932237,True,20,False,14,
45,3659,108,False,False,0,4262.719186768414,-3026.8798828125,1448.0999755859375,282.8399963378906,6202.5,3959.5999145507812,6017.60009765625,1852.1000671386719,4922.799987792969,-2887.0001220703125,0.0,0.2820284993051139,-1.3562642868038117,-2.6298039923993253,bf81d8692db,games5425898691,22.0,-3036.389892578125,1403.3599853515625,119.9800033569336,1211.9000244140625,5056.9000244140625,-37.10000038146973,3337.39990234375,-4351.400146484375,419.7999954223633,255.0,210.0,,-1.097265366313064,1.9329814957262763,-1.353449306206909,True,22,False,221.0,False,15,,76561198039309853,enpitsu,23.0,-1354.93994140625,-625.7100219726562,17.059999465942383,956.9999694824219,-827.0999908447266,1.2999999523162842,1.0999999940395355,1.1999999731779099,-1.1999999731779099,255.0,128.0,False,0.01680411876719026,2.4290333031336253,3.3130572226268807e-06,True,255.0,False,10,False,10,,drana,76561198164491532,2,,,,,,,,,,,,,,,,True,,,,,,,「Spiki」,76561198039883154,9.0,-3408.469970703125,2189.3701171875,17.010000228881836,-3023.900146484375,12950.2001953125,-0.09999999776482582,-0.29999999329447746,1.1999999731779099,59.20000076293945,255.0,128.0,,0.009574552114293759,1.8083707299276761,-7.129080030000493e-05,False,73.47867538082984,True,18,False,14,
46,3711,110,False,False,0,3124.4551048809167,-1887.0,2176.8701171875,249.3000030517578,9045.0,9403.699951171875,4076.0000610351562,2138.3999633789062,4631.600036621094,-2867.39990234375,0.0,-0.5381717599461694,-0.8101278991859135,-1.9449808052870827,bf81d8692db,games5425898691,22.0,-1940.18994140625,2119.610107421875,94.63999938964844,4166.700134277344,3519.7000122070312,1689.4999694824219,-4325.299987792969,-3202.9998779296875,-1132.0999908447266,255.0,176.0,,-0.5804097311926438,0.13768467414846933,-0.2715523525705235,True,24,False,155.0,False,17,,76561198039309853,enpitsu,24.0,-1758.6099853515625,1591.4599609375,17.059999465942383,484.7999954223633,13397.39990234375,1.4000000059604645,-0.29999999329447746,6.700000166893005,-829.1000366210938,0.0,128.0,False,0.017286616577786053,1.5061063523435494,-0.00010138443298477984,True,140.0,False,10,False,10,,drana,76561198164491532,2,2106.06005859375,4172.02978515625,17.010000228881836,-10105.10009765625,3456.6000366210938,2.0999999344348907,1.2999999523162842,-0.3999999910593033,-179.40000534057617,255.0,128.0,,0.009541305576342177,2.789515452986515,0.0001932231642653632,True,False,85.0,False,False,False,,「Spiki」,76561198039883154,9.0,-2084.39990234375,4547.68017578125,17.010000228881836,16574.200439453125,2788.3999633789062,2.0000000298023224,-2.3999999463558197,-0.19999999552965164,-297.8000068664551,255.0,57.0,,0.009587976006587727,0.1679619567210265,4.3527607926836914e-07,True,255.0,False,18,False,14,
47,3752,111,False,False,1,8702.837599731947,553.1099853515625,-3556.080078125,122.55999755859375,-11815.899658203125,6097.60009765625,2175.800018310547,3223.5000610351562,-4551.9000244140625,2210.8999633789062,1.0,-0.2885943175712323,2.488723451555495,2.538772573403168,76561198039883154,「Spiki」,8.0,620.0900268554688,-3683.820068359375,17.010000228881836,-3165.5999755859375,4274.5001220703125,2.3999999463558197,5.299999713897705,-1.5000000596046448,-1141.1000061035156,255.0,8.0,,-0.009695986225582685,0.8865286168709775,-0.00011845835403433634,True,18,False,255.0,False,14,,76561198164491532,drana,2.0,-90.54000091552734,-4031.14990234375,17.010000228881836,12270.50048828125,5977.1002197265625,2.0000000298023224,0.3999999910593033,-0.5000000074505806,5.0,204.0,128.0,,-0.009645578524741275,2.6874932018797644,-2.5076491263095614e-05,True,80.0,False,False,False,False,,enpitsu,76561198039309853,24,925.9500122070312,-1943.1600341796875,17.059999465942383,-11544.599609375,9338.400268554688,-3.1999999284744263,-0.0,-0.19999999552965164,-2168.000030517578,255.0,128.0,False,-0.01676943171756222,0.7468754296070429,1.7355437280783495e-05,True,10,30.332137705177388,True,10,False,,games5425898691,bf81d8692db,22.0,1095.5699462890625,-2297.72998046875,16.989999771118164,-11832.900390625,4541.099853515625,2.3000000417232513,5.099999904632568,-1.899999976158142,909.8000335693359,255.0,128.0,,-0.009561723739852491,0.32401305287215,6.0980824106288775e-06,True,129.65430519145025,True,24,False,18,
48,3789,113,False,False,0,2913.2130176609116,917.4099731445312,2860.010009765625,105.62000274658203,-841.1000061035156,7786.500244140625,3757.6998901367188,1445.3999328613281,1315.2999877929688,5672.80029296875,0.0,-1.27302043548944,-1.225159645685048,0.5755545271800191,bf81d8692db,games5425898691,22.0,1010.3599853515625,2762.780029296875,16.989999771118164,13076.8994140625,13201.099853515625,4.799999892711639,0.0,-0.09999999776482582,1947.5,128.0,255.0,,0.00966279488970822,0.8624452793684708,-2.03214549278125e-06,True,24,False,53.0,False,18,,76561198039309853,enpitsu,24.0,384.5299987792969,-278.45001220703125,17.059999465942383,15572.60009765625,-12279.49951171875,1.8000000715255737,0.0,0.19999999552965164,2030.2000427246094,255.0,255.0,False,0.01675755275361963,-0.5952002140744446,1.2286353735963168e-05,False,0.0,False,10,False,10,,drana,76561198164491532,2,-695.4199829101562,3866.110107421875,17.010000228881836,-5838.699951171875,6304.89990234375,2.3000000417232513,0.0,0.0,-2501.999969482422,255.0,0.0,,0.009513609458430607,2.282021049545545,1.2062483176178957e-06,True,False,80.0,False,False,False,,「Spiki」,76561198039883154,8.0,801.010009765625,3068.14990234375,24.510000228881836,17525.30029296875,-4206.700134277344,3039.7000122070312,-3.100000023841858,0.3999999910593033,-1545.8999633789062,255.0,0.0,,0.009590495479833927,-0.26293298216993066,-0.0002723002016965386,True,177.0,False,19,False,14,
49,3791,113,False,False,1,8256.834167087669,-912.6400146484375,-2916.31005859375,131.99000549316406,5579.2999267578125,4783.800048828125,5774.000244140625,-7.400000095367432,661.9999694824219,-1441.199951171875,1.0,1.1492005994163752,0.8080263120407005,0.5220093540410169,76561198039883154,「Spiki」,8.0,-946.1500244140625,-3029.780029296875,52.060001373291016,-17422.60009765625,4655.10009765625,3483.0999755859375,8.700000047683716,-8.999999761581421,-2143.8999938964844,212.0,0.0,,-0.009820723227338646,0.4158260267044322,-0.0008312512634516137,True,20,False,177.0,False,14,,76561198164491532,drana,2.0,742.6400146484375,-3931.610107421875,17.010000228881836,4509.200134277344,-7802.7001953125,2.3000000417232513,0.09999999776482582,-0.0,-2487.2999572753906,255.0,0.0,,-0.009518503365585455,-2.0533207769007205,-1.5020856586924078e-05,True,80.0,False,False,False,False,,enpitsu,76561198039309853,24,-493.3299865722656,351.69000244140625,17.059999465942383,-16855.799560546875,9953.900146484375,1.8000000715255737,-0.09999999776482582,-0.0,2046.3999938964844,255.0,255.0,False,-0.016756790662327603,0.4591730336248942,-1.0320187261128903e-05,False,10,0.0,False,10,False,,games5425898691,bf81d8692db,22.0,-1089.56005859375,-2849.909912109375,16.940000534057617,-10277.60009765625,-13744.200439453125,188.60000610351562,286.299991607666,37.40000009536743,2993.2000732421875,128.0,255.0,,0.026378836013988424,-1.0897137600884692,0.03541422267160605,True,53.0,False,24,False,18,
50,3908,117,False,False,0,3822.398511596013,-1012.5900268554688,1319.3800048828125,101.23999786376953,-3143.9999389648438,6568.800048828125,3504.89990234375,2325.2000427246094,-980.8000183105469,-5443.4002685546875,0.0,-0.5148129164435552,2.237448805987215,-0.1278679869641489,bf81d8692db,games5425898691,22.0,-1008.7000122070312,1173.72998046875,17.0,-10764.200439453125,4030.10009765625,3.6000001430511475,2.8999999165534973,-0.7000000029802322,-1399.2999267578125,255.0,0.0,,0.009555010877486165,2.7872448931075304,-0.0001707865384016006,True,24,False,31.0,False,18,,76561198039309853,enpitsu,24.0,1041.1500244140625,-977.3900146484375,17.059999465942383,-12227.099609375,-7024.1998291015625,1.1999999731779099,-0.19999999552965164,-0.7000000029802322,0.0,255.0,0.0,,0.016736684158149603,-2.6201312014943787,-5.169595393648073e-05,True,193.0,False,10,False,10,,drana,76561198164491532,2,-424.0799865722656,5606.509765625,26.979999542236328,-1076.2000274658203,-4628.500061035156,-182.29999542236328,0.29999999329447746,0.5999999865889549,-0.29999999329447746,255.0,128.0,,0.047892456413204186,-1.8000049533569666,-0.008909363303066136,True,False,80.0,False,False,False,,「Spiki」,76561198039883154,8.0,2913.469970703125,4475.10986328125,17.020000457763672,-11853.599853515625,6815.8001708984375,0.7999999821186066,-0.7999999821186066,0.3999999910593033,50.39999961853027,255.0,128.0,,0.009578767532032793,2.6270856286438895,-8.22542579121085e-05,True,238.0,False,20,False,16,
51,3936,118,False,False,0,3186.0925332917996,-1328.5799560546875,1983.4100341796875,116.26000213623047,-367.2999954223633,10714.599609375,348.3000183105469,314.7999954223633,-2955.1998901367188,-2942.6998901367188,0.0,-0.46626991965017955,2.351218369663912,-0.0701761699258408,bf81d8692db,games5425898691,22.0,-1372.25,1837.6400146484375,16.649999618530273,-938.4999847412109,8517.2998046875,-427.90000915527344,-1623.2000732421875,942.5,632.0999908447266,255.0,147.0,,0.022449899458567776,1.6453464230046135,0.008922919874665753,True,24,False,31.0,False,18,,76561198039309853,enpitsu,24.0,-6.730000019073486,-639.9299926757812,17.059999465942383,-1204.4000244140625,2221.7999267578125,2.199999988079071,2.199999988079071,-3.100000023841858,766.5000152587891,0.0,128.0,,0.017242435787849703,2.016879715273402,6.956089408502346e-05,True,193.0,False,10,False,10,,drana,76561198164491532,2,-433.2699890136719,5660.16015625,29.100000381469727,75.70000171661377,-1150.6999969482422,-46.500000953674316,1.8000000715255737,0.0,0.5000000074505806,255.0,128.0,,0.04875954729405577,-1.5052758166041316,0.0025832760294146576,True,False,80.0,False,False,False,,「Spiki」,76561198039883154,8.0,1669.1800537109375,5006.68017578125,28.200000762939453,-13958.599853515625,1754.9000549316406,612.2999954223633,1488.2000732421875,-192.99999237060547,80.20000457763672,255.0,128.0,,-0.03787709571174933,2.9984283085871435,-0.3229802020461846,True,238.0,False,20,False,16,
