,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_ball_cam,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,169,0.0,False,False,1,5180.483179045165,-23.209999084472656,41.720001220703125,93.25,-14024.3994140625,25731.59912109375,555.2999877929688,-1491.3999938964844,-683.3999633789062,-5771.300048828125,1.0,-0.01433140564979458,0.1082146230902211,0.02727103186212413,b108df44f6b,GaunerRiese5320,6.0,32.91999816894531,-124.93000030517578,92.3499984741211,-16582.7001953125,11036.099853515625,2207.4000549316406,2303.9999389648438,-4860.4998779296875,-1147.2000122070312,255.0,255.0,,-0.008853270303785668,1.176638178800883,-0.7195974285658399,True,0.0,False,False,4,3,,bec6e2dcb1b,Sntch12,4.0,256.0,-3840.0,17.049999237060547,-0.0,-0.0,2.7000001072883606,-0.7000000029802322,-0.0,0.0,,,,-0.016716317243590257,1.5708029314032232,-5.496116529281272e-08,False,False,False,85.0,False,True,,enpitsu,76561198039309853,24.0,-21.459999084472656,4040.469970703125,17.049999237060547,-623.3000183105469,-8535.599975585938,2.5999999046325684,0.5000000074505806,-0.19999999552965164,0.0,255.0,128.0,False,-0.016612191112786678,-1.4978801702116165,-1.8115673567503133e-05,True,False,116.0,False,False,False,,games5425898691,bf81d8692db,23.0,-29.440000534057617,372.70001220703125,62.400001525878906,-1747.4000549316406,-22772.099609375,2698.2000732421875,4250.7000732421875,-1699.1999816894531,-1160.1000213623047,255.0,78.0,,-0.10702519997889255,-1.496316265897379,0.01683582361058233,True,31.0,False,4,3,False,
1,232,2.0,False,False,0,8798.820710150972,2212.77001953125,-3091.330078125,237.0800018310547,15440.899658203125,13774.100341796875,9409.500122070312,1760.2999877929688,-2971.0000610351562,4906.499938964844,0.0,-0.16536286891267496,0.3917080992837287,-0.16645553033327262,76561198039309853,enpitsu,24.0,2047.949951171875,-3200.2900390625,158.4600067138672,14057.39990234375,4102.699890136719,3042.3001098632812,11.799999475479126,1.5999999642372131,903.3999633789062,128.0,128.0,False,0.014734582085271493,0.691226043199993,0.005689666646416696,True,117.0,False,False,2,False,,bf81d8692db,games5425898691,23.0,-1402.3699951171875,1599.0799560546875,16.989999771118164,-13839.3994140625,-10093.900146484375,4.600000083446503,-0.09999999776482582,0.0,80.29999732971191,255.0,128.0,,0.009604643934545408,-2.502023228139654,-5.300147765114467e-05,4,False,4,0.0,False,False,,GaunerRiese5320,b108df44f6b,6.0,1645.800048828125,-2237.080078125,88.0,-4049.89990234375,-13659.200439453125,3313.9999389648438,1148.0000305175781,-313.29999923706055,1491.9999694824219,255.0,225.0,,0.11008937546051582,-1.6989847028191152,0.008416721511783295,True,5,31.0,False,6,False,,Sntch12,bec6e2dcb1b,4.0,-48.52000045776367,4890.240234375,17.049999237060547,-183.4000015258789,11830.400390625,2.5999999046325684,0.0,-0.7999999821186066,0.0,0.0,128.0,,0.016854563503129843,-1.5552718957815626,-6.754343955857575e-05,True,116.0,False,False,False,False,
2,310,5.0,False,False,0,6346.097138313135,2571.800048828125,-174.82000732421875,115.16999816894531,-6010.999755859375,5267.8997802734375,5739.89990234375,-3283.5000610351562,-3746.7001342773438,-3343.699951171875,0.0,-0.25553679219552117,-2.698050560283027,0.2537960006562109,76561198039309853,enpitsu,24.0,2607.06005859375,-329.2300109863281,54.95000076293945,-7134.5001220703125,21297.5,3429.7000122070312,-695.4000091552734,-210.0,-193.09999465942383,255.0,128.0,,0.04099534262164987,1.8600942504211517,0.00027371466545359787,True,15.634314155065884,True,False,4,1,,bf81d8692db,games5425898691,23.0,-3433.0,-3231.669921875,17.010000228881836,4350.799865722656,-22415.2001953125,2.0999999344348907,0.29999999329447746,-1.5999999642372131,329.00001525878906,255.0,195.0,,0.00958928858665121,-1.3804943476902138,6.448026121426706e-05,6,False,6,235.0,False,True,,GaunerRiese5320,b108df44f6b,6.0,3181.409912109375,-3144.2900390625,63.709999084472656,-272.7000045776367,19429.200439453125,3385.4998779296875,-1036.6999816894531,-57.10000038146973,220.59999465942383,255.0,128.0,,0.05720687427628022,1.6356595720739224,-5.266422049049835e-05,True,7,228.0,False,8,False,,Sntch12,bec6e2dcb1b,4.0,635.4000244140625,4597.47998046875,17.049999237060547,1488.0000305175781,-2669.89990234375,2.5,0.7000000029802322,0.09999999776482582,0.0,255.0,128.0,,0.01651220875702424,-1.0623203981816327,-2.10520022110012e-05,True,116.0,False,False,False,False,
3,440,9.0,False,False,1,8624.24509838093,618.8300170898438,-3479.7900390625,736.7100219726562,5819.0997314453125,6188.4002685546875,8767.7001953125,-5730.7000732421875,192.5,-1766.7999267578125,1.0,-0.8628721933397105,2.8480511044630528,-1.4980426563325924,b108df44f6b,GaunerRiese5320,6.0,615.530029296875,-3511.93994140625,556.22998046875,11535.10009765625,-960.5000305175781,3286.0000610351562,954.3000030517578,-2723.800048828125,3433.2998657226562,255.0,128.0,,0.6982603777607406,1.1751725644232154,-1.4526157933792139,True,45.40552258235153,True,4,10,8,,bec6e2dcb1b,Sntch12,4.0,-320.489990234375,-4872.91015625,60.310001373291016,877.3000335693359,-760.8999633789062,-10237.5,437.90000915527344,-1936.6999816894531,-123.69999885559082,194.0,8.0,,0.21884066643863345,2.8563400498105267,-0.36938637826367665,4,4,False,36.0,False,True,,enpitsu,76561198039309853,24.0,537.5999755859375,-2825.760009765625,17.030000686645508,3556.9000244140625,-2397.5,5.0,-0.7000000029802322,-0.0,-3.700000047683716,255.0,128.0,False,-0.01690038175478526,-2.5475661175773276,4.61064422853648e-05,True,2,138.0,False,4,False,,games5425898691,bf81d8692db,23.0,661.1699829101562,-1571.81005859375,17.010000228881836,3304.7000122070312,-11846.300048828125,1.899999976158142,-0.5999999865889549,-0.0,5.0,128.0,129.0,,-0.00970119323624823,-1.8427770978615083,1.0673495574930186e-05,True,233.0,False,6,6,False,
4,531,13.0,False,False,1,6754.3710577201255,2427.93994140625,-1438.3499755859375,108.81999969482422,2302.100067138672,18565.899658203125,7311.500244140625,-5878.3001708984375,728.8999938964844,-955.8999633789062,1.0,-0.4839605726322366,-2.142259354133848,-2.79044298847148,b108df44f6b,GaunerRiese5320,6.0,2415.3701171875,-1613.0799560546875,169.67999267578125,-1669.2999267578125,16734.000244140625,-167.09999084472656,-4952.699890136719,2036.9000244140625,-1253.3999633789062,255.0,48.0,,-0.48570392752687164,-0.2565934179884219,2.961309449760871,True,0.0,False,4,12,9,,bec6e2dcb1b,Sntch12,4.0,1675.18994140625,-2458.68994140625,17.059999465942383,7916.6998291015625,11658.699951171875,1.4000000059604645,1.899999976158142,2.8999999165534973,368.10001373291016,255.0,168.0,,-0.01677022279368163,2.1669586316050875,3.680413219431764e-06,4,4,False,127.0,False,True,,enpitsu,76561198039309853,24.0,3713.330078125,-2692.260009765625,17.040000915527344,-2297.5999450683594,20516.99951171875,-0.29999999329447746,-0.0,0.7999999821186066,8.700000047683716,255.0,128.0,False,-0.016775990619136753,1.458304399634873,-4.882700077156186e-05,True,2,212.85872690652008,True,4,False,,games5425898691,bf81d8692db,23.0,2070.2099609375,1487.52001953125,17.010000228881836,-373.1999969482422,17509.69970703125,2.0999999344348907,-0.0,2.5,-433.80001068115234,255.0,128.0,,-0.009597837137056696,1.5734115269340605,1.0338530233663218e-05,True,255.0,False,8,8,False,
5,628,16.0,False,False,0,9697.599802383953,-3181.139892578125,-4284.52001953125,151.67999267578125,-20776.8994140625,4299.800109863281,11340.0,5404.4000244140625,2361.0000610351562,1103.3999633789062,0.0,-1.2139737262075425,-2.6352669667568835,0.8875948032512512,bf81d8692db,games5425898691,23.0,-3008.669921875,-4386.9599609375,17.010000228881836,-16964.69970703125,10829.69970703125,-0.29999999329447746,0.0,0.19999999552965164,78.4000015258789,255.0,159.0,,0.009605289686417296,2.5700761844217768,6.24883917884304e-05,True,151.70898068335748,True,False,8,8,,76561198039309853,enpitsu,24.0,104.16999816894531,-2800.6201171875,17.040000915527344,768.0000305175781,-20454.3994140625,3.8999998569488525,0.0,0.19999999552965164,0.0,255.0,128.0,,0.01678749314203517,-1.5332664891412418,1.745154509211573e-05,4,False,2,168.0,False,True,8.0,GaunerRiese5320,b108df44f6b,6.0,-3939.860107421875,-282.5199890136719,41.529998779296875,4208.299865722656,6136.400146484375,-2128.300018310547,1348.9999389648438,-2101.9000244140625,1845.7000732421875,0.0,9.0,,-0.1979662151450444,-2.0218247734747474,-0.36831989327538894,True,10,,False,12,4,,Sntch12,bec6e2dcb1b,4.0,-1995.52001953125,1000.1400146484375,17.059999465942383,4154.800109863281,3744.7000122070312,1.1999999731779099,-0.9000000357627869,0.7000000029802322,0.0,66.0,128.0,,0.016965063346147318,-2.4080609496735548,-7.666176808968287e-06,True,158.0,False,4,False,4,
6,704,19.0,False,False,0,6806.652865832078,-3627.010009765625,-1094.75,136.27999877929688,9581.900024414062,14056.600341796875,-1127.5,1479.1000366210938,-1871.6000366210938,5505.30029296875,0.0,-0.34063368804237476,1.1454063367333414,0.6264159255923402,bf81d8692db,games5425898691,23.0,-3746.320068359375,-1197.6099853515625,16.31999969482422,6797.39990234375,11803.800048828125,121.70000076293945,-51.599998474121094,165.40000915527344,1777.1000671386719,255.0,191.0,,0.001584877976822632,1.1032546836102073,-0.008988731813352907,True,135.1999829866553,True,False,8,8,,76561198039309853,enpitsu,24.0,-277.510009765625,-5033.81982421875,17.040000915527344,0.0,0.0,3.799999952316284,0.3999999910593033,0.29999999329447746,0.0,128.0,128.0,False,0.016838318182605193,2.020705157670633,-1.3375156814521129e-05,4,False,2,198.0,False,True,,GaunerRiese5320,b108df44f6b,6.0,-3658.580078125,-859.3400268554688,16.989999771118164,4686.400146484375,-12332.7001953125,2.3999999463558197,-0.3999999910593033,5.600000023841858,-1680.2000427246094,255.0,2.0,,0.009489368067944122,-1.2195027622679648,-2.8319024500386235e-05,True,10,220.54893767961892,True,12,4,,Sntch12,bec6e2dcb1b,4.0,-2649.72998046875,2068.25,17.059999465942383,2449.2999267578125,13197.39990234375,1.2999999523162842,-0.09999999776482582,-0.7000000029802322,0.0,255.0,128.0,,0.016738803612560714,1.3872742316256863,6.100382535215461e-05,True,158.0,False,4,False,4,
7,705,19.0,False,False,1,4893.667368421552,3590.669921875,1055.06005859375,142.2899932861328,-13377.5,6385.0,12341.500244140625,5223.4002685546875,-1000.2999877929688,2777.5,1.0,0.24059131669770933,-1.3763183178589076,0.5856997994451382,b108df44f6b,GaunerRiese5320,6.0,3629.860107421875,945.4500122070312,16.989999771118164,-4077.2000122070312,13340.899658203125,2.3000000417232513,-1.7000000178813934,4.000000059604645,-960.8000183105469,255.0,128.0,,-0.00954070044617878,1.318382745833617,2.6184400472016055e-05,True,217.4143140290373,True,4,12,10,,bec6e2dcb1b,Sntch12,4.0,2629.169921875,-2179.030029296875,17.059999465942383,-2481.300048828125,-13370.0,1.2999999523162842,0.09999999776482582,0.7000000029802322,0.0,255.0,128.0,,-0.016738803612560714,-1.3872742316256863,6.100382535215461e-05,4,4,False,158.0,False,True,,enpitsu,76561198039309853,24.0,277.510009765625,5033.81982421875,17.040000915527344,-0.0,-0.0,3.799999952316284,-0.3999999910593033,-0.29999999329447746,0.0,128.0,128.0,False,-0.016838318182605193,-2.020705157670633,-1.3375156814521129e-05,True,2,198.0,False,4,False,,games5425898691,bf81d8692db,23.0,3746.320068359375,1197.6099853515625,16.31999969482422,-6797.39990234375,-11803.800048828125,121.70000076293945,51.599998474121094,-165.40000915527344,1777.1000671386719,255.0,191.0,,-0.001584877976822632,-1.1032546836102073,-0.008988731813352907,True,132.0653593360737,True,8,8,False,
8,870,25.0,False,False,0,9792.73569737077,3038.18994140625,-3827.7099609375,109.44000244140625,-205.10000228881836,18184.200439453125,4414.4000244140625,-283.29999923706055,3268.3999633789062,2238.800048828125,0.0,-0.0494697947962997,-1.2190181716050994,1.9403699967069792,bf81d8692db,games5425898691,23.0,3123.1201171875,-4024.010009765625,76.88999938964844,9682.60009765625,13088.800048828125,6594.000244140625,-4967.799987792969,-1576.9999694824219,76.90000057220459,128.0,255.0,,-0.02215150030727855,0.26790386147872874,-0.5872986326805234,True,255.0,False,False,12,10,,76561198039309853,enpitsu,24.0,795.280029296875,-5070.77978515625,18.739999771118164,-706.2999725341797,809.4000244140625,-186.20000839233398,276.3999938964844,553.6000061035156,-609.5999908447266,0.0,0.0,True,-0.03457950939342562,-0.40512311005379503,-0.015266740968152405,4,False,2,198.0,False,True,,GaunerRiese5320,b108df44f6b,6.0,3024.570068359375,-4133.97021484375,27.290000915527344,-2448.5000610351562,11659.599609375,492.2999954223633,1469.1000366210938,-41.599998474121094,-136.09999656677246,255.0,128.0,,-0.33696090402806433,1.7659520138835214,0.008643711552153715,True,10,0.0,False,14,6,,Sntch12,bec6e2dcb1b,4.0,1902.8800048828125,2563.570068359375,17.049999237060547,-4437.699890136719,-13074.599609375,3.100000023841858,-0.7000000029802322,-1.2999999523162842,1735.2999877929688,255.0,241.0,,0.01676586616885991,-1.8722060402416985,0.00013184379502943322,True,255.0,False,6,4,4,
9,925,27.0,False,True,0,6819.813194806235,3010.199951171875,-450.29998779296875,150.7899932861328,-14135.400390625,20440.10009765625,8737.2998046875,-2242.4000549316406,5564.1998291015625,-103.4000015258789,0.0,0.6633747761588443,1.4816158790429719,0.21978705001181936,bf81d8692db,games5425898691,23.0,3215.760009765625,-586.219970703125,17.0,-19962.5,11423.499755859375,1.0000000149011612,2.0000000298023224,-1.899999976158142,682.3000335693359,255.0,149.0,,0.009579487275846187,2.6644721248612897,-3.664901252909009e-05,True,195.48273531339507,True,False,12,12,,76561198039309853,enpitsu,24.0,132.41000366210938,-4922.580078125,17.049999237060547,-2684.5999145507812,-1141.9000244140625,2.5999999046325684,-0.29999999329447746,-0.19999999552965164,160.6999969482422,128.0,128.0,True,0.016773411453383034,0.8275907109431132,3.0335947023820536e-05,4,False,2,198.0,False,True,,GaunerRiese5320,b108df44f6b,6.0,2097.5,-1821.4599609375,17.010000228881836,-5485.2001953125,12848.00048828125,2.0999999344348907,0.19999999552965164,-1.0000000149011612,-30.299999713897705,255.0,128.0,,0.009571361526677284,1.9698029804311492,9.04987402344182e-05,True,10,0.0,False,14,6,,Sntch12,bec6e2dcb1b,4.0,2830.3701171875,152.19000244140625,81.5,6808.4002685546875,-18213.299560546875,4215.199890136719,-1454.4000244140625,-555.9999847412109,445.2000045776367,255.0,128.0,,-0.08699979743977224,-1.1808307690391515,-0.0010015686072251742,True,167.29509666401856,True,7,4,4,
