,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect
32,2377,52,False,False,0,5180.48520886958,-20.90999984741211,33.959999084472656,124.29000091552734,-3962.9998779296875,4600.0,-2897.9998779296875,3098.599853515625,2938.3999633789062,992.6000213623047,0.0,0.12022544453213434,-0.2527413164288522,0.47539598001133554,76561198039309853,enpitsu,26.0,3.819999933242798,-116.16999816894531,144.72999572753906,-371.89998626708984,-712.6999664306641,-11.399999856948853,-4861.499938964844,-1359.4000244140625,628.8000106811523,255.0,0.0,,0.7787984747372411,-1.8425508534332176,3.0256890404001657,True,1,False,31.0,False,2,,bf81d8692db,games5425898691,19.0,3142.1298828125,-4112.60986328125,17.010000228881836,18619.7998046875,5131.7999267578125,2.3000000417232513,-0.29999999329447746,0.19999999552965164,2000.0999450683594,128.0,255.0,,0.009586705832809279,0.345110414791125,1.1581436345252599e-05,True,255.0,False,False,False,False,,simmigthebeast1,f3e48c0d221e48c58decc959722f412a,6.0,53.959999084472656,156.1999969482422,71.56999969482422,6473.2000732421875,-1148.8999938964844,1609.1000366210938,-3695.5999755859375,1683.0999755859375,-3709.2999267578125,255.0,255.0,,-0.6450476172545613,-1.953264653066805,0.04963313593295874,True,5,32.7096258235234,True,6,False,,EgorTerl,76561198355729697,4.0,0.09000000357627869,2125.510009765625,17.010000228881836,111.09999656677246,-13620.6005859375,2.199999988079071,-0.29999999329447746,-3.0000001192092896,315.49999237060547,255.0,255.0,,0.009605419072195401,-1.5683791791676787,2.6868172998407e-05,True,116.0,False,4,False,4,
33,2410,53,False,False,1,5500.270775495625,322.0199890136719,-330.239990234375,113.02999877929688,2617.60009765625,14852.5,5640.30029296875,5715.5999755859375,1760.0999450683594,-482.7000045776367,1.0,-0.06954762482901215,-0.8077695127100705,-1.5296468262618612,76561198355729697,EgorTerl,3.0,298.2699890136719,-553.739990234375,17.010000228881836,5096.499938964844,11809.599609375,2.3999999463558197,-0.5000000074505806,-1.1999999731779099,1885.2000427246094,128.0,255.0,,-0.009641993482626062,1.952281036821917,0.0002362260310596465,True,4,False,107.0,False,4,,f3e48c0d221e48c58decc959722f412a,simmigthebeast1,6.0,-694.8599853515625,168.5399932861328,21.219999313354492,-4592.60009765625,2964.1000366210938,-1657.2000122070312,-1443.800048828125,-2534.7999572753906,2728.5000610351562,255.0,255.0,,-0.007777130017217668,0.5635857133926296,0.09063742104659796,True,14.0,False,False,6,6,,enpitsu,76561198039309853,26.0,108.11000061035156,194.5800018310547,40.40999984741211,3497.5,-424.39998626708984,2911.400146484375,-17.100000381469727,647.0999908447266,1670.2000427246094,255.0,128.0,,-0.020588806419577124,-2.907017206745387,-0.007603116923460313,True,3,11.0,False,4,False,,games5425898691,bf81d8692db,19.0,-3368.179931640625,2607.919921875,17.010000228881836,14998.1005859375,-7706.099853515625,0.0,-0.09999999776482582,0.09999999776482582,2013.0000305175781,255.0,255.0,,-0.00960489665079941,-2.7356464435309493,2.2605727758834446e-05,True,226.7384688956763,True,False,False,False,
34,2469,56,False,True,1,2496.866275939293,843.2999877929688,2643.68994140625,185.99000549316406,-8932.000122070312,21163.5009765625,5973.800048828125,1064.000015258789,5901.199951171875,-207.99999237060547,1.0,0.6535171728124797,1.4718021807613628,2.6229029840522484,76561198355729697,EgorTerl,3.0,926.7000122070312,2533.219970703125,118.33000183105469,-11783.900146484375,17679.000244140625,1706.7999267578125,-1945.8000183105469,-5106.400146484375,-622.7999877929688,255.0,255.0,,-0.7623876255351868,0.8281539052985499,-0.30848994637998794,True,5,False,24.0,False,6,,f3e48c0d221e48c58decc959722f412a,simmigthebeast1,6.0,-2849.820068359375,-2103.760009765625,48.22999954223633,-12612.19970703125,-16345.699462890625,-2568.900146484375,1452.5,-911.2999725341797,17.200000286102295,255.0,128.0,,0.2124316158777316,-1.0078884270093247,0.010870513760692532,False,31.0,False,False,8,8,,enpitsu,76561198039309853,26.0,1660.9599609375,561.280029296875,17.059999465942383,8049.1998291015625,5678.900146484375,2.0999999344348907,-0.09999999776482582,-0.0,2412.5999450683594,255.0,128.0,,-0.016685226750241623,2.482778918447773,8.352880016937499e-06,False,4,11.0,False,4,False,,games5425898691,bf81d8692db,19.0,-1052.3299560546875,4680.33984375,17.010000228881836,10062.39990234375,867.2000122070312,2.3000000417232513,0.3999999910593033,-1.8000000715255737,-1667.5999450683594,128.0,40.0,,-0.009793623596674822,3.098662225862887,1.060033978572928e-05,True,218.0,False,False,False,3,
35,2494,56,False,False,0,9645.452726323867,-117.94000244140625,-4474.02001953125,508.2900085449219,-14620.2001953125,-377.59998321533203,15672.900390625,5748.4002685546875,1428.0999755859375,956.9000244140625,0.0,0.08939705388005897,-0.9944651052641674,1.716443281424947,bf81d8692db,games5425898691,19.0,-33.7400016784668,-4544.47998046875,335.5899963378906,-9287.80029296875,2251.199951171875,3056.199951171875,1457.4000549316406,4685.400085449219,-559.900016784668,255.0,202.0,,-0.5264029665015413,1.6416291324520833,0.949799731161461,True,False,3,152.2902709719956,True,4,,76561198039309853,enpitsu,26.0,-2095.320068359375,-1574.3299560546875,17.059999465942383,-4884.200134277344,-14675.899658203125,-4.000000059604645,0.29999999329447746,-0.29999999329447746,0.0,255.0,,,0.016762477489685346,-1.8920733830564982,-1.089579592477981e-05,True,1.3507269377349491,True,False,4,4,,simmigthebeast1,f3e48c0d221e48c58decc959722f412a,6.0,3033.919921875,4018.2900390625,17.030000686645508,-12044.89990234375,18358.499755859375,5.5000001192092896,0.09999999776482582,-0.29999999329447746,2009.7000122070312,255.0,255.0,,0.016770488809998214,2.2253145851117995,3.685397796277376e-05,True,8,255.0,False,8,False,300.0,EgorTerl,76561198355729697,3.0,137.64999389648438,-4149.14013671875,76.83000183105469,11674.599609375,-17847.5,-2373.9999389648438,601.8000030517578,1785.3999328613281,678.8999938964844,255.0,255.0,,0.14047319825783075,-1.1660678989364828,0.05566044864273377,True,24.0,False,6,False,6,
36,2637,62,False,False,0,8158.924377164749,-3241.18994140625,-2674.610107421875,136.3800048828125,7104.4000244140625,14026.99951171875,1074.5999908447266,984.4000244140625,-817.3000335693359,2813.2000732421875,0.0,-0.8553079871973968,0.6695519190480052,-2.881596963944008,76561198039309853,enpitsu,26.0,-3305.0400390625,-2757.610107421875,16.440000534057617,3267.7999877929688,11101.99951171875,103.99999618530273,-31.30000114440918,-5.299999713897705,-1596.9000244140625,255.0,128.0,False,0.04258627936376081,1.2207043827592676,0.03323253695566286,True,4,False,255.0,False,4,,bf81d8692db,games5425898691,19.0,-1827.6199951171875,-4058.02001953125,17.010000228881836,-8189.7998046875,2803.900146484375,2.5,-0.3999999910593033,0.0,-2483.6000061035156,255.0,0.0,,0.009532279067450505,2.778407230100911,-3.34674084753103e-05,True,172.0,False,4,4,False,,simmigthebeast1,f3e48c0d221e48c58decc959722f412a,6.0,-3210.64990234375,-423.5299987792969,17.030000686645508,820.8000183105469,-11213.199462890625,5.099999904632568,-0.19999999552965164,-0.09999999776482582,437.00000762939453,255.0,151.0,,0.01673246539150298,-1.4980722878607773,6.664437355938271e-05,True,8,255.0,False,8,False,,EgorTerl,76561198355729697,3.0,672.780029296875,1226.77001953125,17.010000228881836,-20703.20068359375,789.7000122070312,2.0999999344348907,-0.5000000074505806,0.0,-212.29999542236328,255.0,128.0,False,0.009593053974881768,3.083239197384957,8.163389869942305e-05,True,253.0,False,8,False,8,
37,2657,62,False,False,0,7065.919750840534,-2738.489990234375,-1681.469970703125,110.38999938964844,9237.60009765625,18265.10009765625,1991.9999694824219,-1432.4000549316406,681.9999694824219,2003.0000305175781,0.0,-1.2801178626107195,2.5418111880661005,-2.73348452430045,76561198039309853,enpitsu,26.0,-2830.550048828125,-1851.06005859375,48.4900016784668,9160.599975585938,14974.200439453125,3164.2999267578125,-442.5,271.49999618530273,-8.600000143051147,255.0,0.0,False,0.029748174436750468,1.0202040196267608,3.27664164454668e-05,True,5,False,203.0,False,6,,bf81d8692db,games5425898691,19.0,-2024.75,-3439.169921875,17.010000228881836,5504.000244140625,9459.299926757812,2.5,0.0,0.0,-2383.6000061035156,255.0,0.0,,0.009531393051286316,0.9863375312687941,8.712934858553331e-06,True,172.0,False,4,4,False,,simmigthebeast1,f3e48c0d221e48c58decc959722f412a,6.0,-2841.760009765625,-1240.239990234375,19.489999771118164,12268.299560546875,-10207.000122070312,2956.099853515625,-3.4999999403953552,2.5,-644.0000152587891,255.0,46.0,,0.016779841497747017,-0.6650014792583978,-0.00044655645152094967,True,8,217.2079829374949,True,9,False,,EgorTerl,76561198355729697,3.0,-635.0900268554688,840.1599731445312,17.010000228881836,-11349.599609375,-12457.5,2.0000000298023224,-0.5999999865889549,-0.7000000029802322,171.70000076293945,128.0,128.0,False,0.009649297812696975,-2.2882128567682853,-0.00014673678101437742,True,253.0,False,8,False,8,
38,2660,63,False,False,1,4029.564097303788,2632.25,1503.6800537109375,139.08999633789062,-20683.60107421875,11522.60009765625,13840.799560546875,4351.300048828125,325.0,4118.2000732421875,1.0,1.1470264787399842,-2.353319204284876,-2.159266245045284,f3e48c0d221e48c58decc959722f412a,simmigthebeast1,6.0,2737.6298828125,1328.93994140625,46.13999938964844,-12751.800537109375,10950.699462890625,3452.5,-107.29999542236328,-149.399995803833,-1540.5999755859375,255.0,0.0,,-0.02078578651658042,0.7666597269603612,-0.0016987142099425911,True,8,False,207.96787959273144,True,10,,76561198355729697,EgorTerl,3.0,726.8300170898438,-736.52001953125,17.010000228881836,10777.80029296875,12373.399658203125,2.0000000298023224,0.5000000074505806,0.7000000029802322,47.10000038146973,128.0,128.0,False,-0.009640776516413416,2.2806916460117748,-9.083754102324209e-05,True,253.0,False,False,8,8,,enpitsu,76561198039309853,26.0,2774.31005859375,1778.5,62.630001068115234,-15948.199462890625,-14633.900146484375,2691.6000366210938,940.1000213623047,-4170.0,-543.6999893188477,255.0,0.0,False,-0.07805729070233677,-1.0091619895228408,0.04044132589374233,True,5,203.0,False,6,False,,games5425898691,bf81d8692db,19.0,1970.280029296875,3365.3701171875,17.010000228881836,-7347.60009765625,-8302.60009765625,2.5,0.19999999552965164,-0.0,-2383.2000732421875,255.0,0.0,,-0.009542625821181936,-0.7877102503016722,2.2192141461141402e-05,True,172.0,False,False,4,4,
39,2661,63,False,False,0,6850.227233407038,-2578.35009765625,-1500.4300537109375,178.64999389648438,22876.8994140625,14010.699462890625,18758.399658203125,5888.699951171875,-53.20000171661377,-1148.7000274658203,0.0,-1.2349726469567854,2.6840789589043195,-2.5189194100361263,76561198039309853,enpitsu,26.0,-2626.81005859375,-1644.3299560546875,83.48999786376953,16174.69970703125,13139.200439453125,1927.5999450683594,256.299991607666,5234.89990234375,-1667.2999572753906,255.0,0.0,False,0.48515407732933175,1.0979401789219487,0.5919383862513176,True,5,False,203.0,False,6,,bf81d8692db,games5425898691,19.0,-1970.280029296875,-3365.3701171875,17.010000228881836,7347.60009765625,8302.60009765625,2.5,-0.19999999552965164,0.0,-2383.2000732421875,255.0,0.0,,0.009542625821181936,0.7877102503016722,2.2192141461141402e-05,True,172.0,False,4,4,False,,simmigthebeast1,f3e48c0d221e48c58decc959722f412a,6.0,-2737.6298828125,-1328.93994140625,46.13999938964844,12751.800537109375,-10950.699462890625,3452.5,107.29999542236328,149.399995803833,-1540.5999755859375,255.0,0.0,,0.02078578651658042,-0.7666597269603612,-0.0016987142099425911,True,8,204.8835786055493,True,10,False,,EgorTerl,76561198355729697,3.0,-726.8300170898438,736.52001953125,17.010000228881836,-10777.80029296875,-12373.399658203125,2.0000000298023224,-0.5000000074505806,-0.7000000029802322,47.10000038146973,128.0,128.0,False,0.009640776516413416,-2.2806916460117748,-9.083754102324209e-05,True,253.0,False,8,False,8,
40,2816,68,False,False,1,9574.189482204347,-3064.2900390625,-3576.719970703125,385.05999755859375,11045.2001953125,14636.400146484375,7018.900146484375,3406.400146484375,-1145.0,-4804.700012207031,1.0,0.5806652459831053,-2.845104754871367,-2.017535459768609,76561198355729697,EgorTerl,3.0,-3108.93994140625,-3716.22998046875,239.4600067138672,-2700.10009765625,12368.900146484375,2466.7999267578125,-722.6999664306641,3430.4000854492188,4237.799987792969,255.0,0.0,False,0.37647032647831896,2.03249036526685,1.08260253000721,True,11,False,237.0,False,12,,f3e48c0d221e48c58decc959722f412a,simmigthebeast1,6.0,-1363.800048828125,-2826.340087890625,17.059999465942383,17481.600341796875,-11744.7998046875,1.899999976158142,0.09999999776482582,-0.09999999776482582,2066.300048828125,255.0,255.0,,-0.01677652540173714,-2.6285796016020386,-2.2009596056561254e-05,True,255.0,False,False,14,14,,enpitsu,76561198039309853,26.0,-3279.570068359375,-3339.81005859375,182.0800018310547,10275.30029296875,-14141.400146484375,3435.10009765625,-585.9000015258789,-421.19998931884766,1.2999999523162842,255.0,255.0,False,0.3588049294385817,-2.200605980098329,-0.0042331282220115195,True,7,155.0,False,8,False,,games5425898691,bf81d8692db,19.0,-2187.090087890625,-1492.9200439453125,17.010000228881836,-5630.9002685546875,-6559.2999267578125,2.3999999463558197,-0.09999999776482582,-0.09999999776482582,-1983.0999755859375,128.0,0.0,,-0.009639473526847048,-0.8533561784943462,-0.00015131638534905166,True,237.0,False,4,4,6,
41,2892,71,False,False,1,5053.772986241705,-231.0399932861328,213.5,223.25999450683594,-5952.5,21815.400390625,8585.700073242188,-1704.1999816894531,5019.599914550781,-2810.2999877929688,1.0,0.6575787635702399,0.3387410228945538,-0.571345512428534,f3e48c0d221e48c58decc959722f412a,simmigthebeast1,6.0,-116.7699966430664,72.4800033569336,123.08000183105469,-4531.7999267578125,18794.7998046875,3962.9998779296875,1947.1000671386719,367.20001220703125,1520.8000183105469,255.0,255.0,,0.2516928594212719,1.1853910949639805,-0.021084520558908804,True,14,False,203.0,False,16,,76561198355729697,EgorTerl,3.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,26.0,-1672.0400390625,-2742.989990234375,17.049999237060547,-1174.8999786376953,9684.099731445312,2.5999999046325684,-0.0,-0.5999999865889549,-514.7000122070312,255.0,255.0,False,-0.016685866156575715,1.4951692874877924,0.00031059239405101545,True,8,139.41473546848502,True,8,False,,games5425898691,bf81d8692db,19.0,-2803.8798828125,1689.3900146484375,45.91999816894531,3720.8999633789062,21699.29931640625,-2308.300018310547,-1872.2999572753906,18.200000524520874,268.4000015258789,255.0,128.0,,0.31025617252142906,1.7590837063380638,0.19224510319059462,True,176.0,False,6,4,8,
42,2974,74,False,False,1,2869.5033695602624,-1840.3900146484375,4276.16015625,139.3000030517578,1974.6000671386719,16755.10009765625,7859.5001220703125,1505.5000305175781,-1579.4000244140625,616.6999816894531,1.0,-1.100087374742403,0.5744430458909096,-0.19014535203747493,f3e48c0d221e48c58decc959722f412a,simmigthebeast1,6.0,-1896.1700439453125,4101.7099609375,95.88999938964844,-9124.500122070312,11412.19970703125,2843.0999755859375,-154.49999809265137,-1979.4999694824219,-4528.299865722656,255.0,255.0,,-0.02760332152212857,1.6755642144817267,-0.00394586313957862,True,15,False,160.86806881299583,True,18,3.0,76561198355729697,EgorTerl,3.0,-2160.550048828125,-1688.4000244140625,18.559999465942383,3248.699951171875,18345.2001953125,-1719.7000122070312,-2472.7999877929688,601.8999862670898,-57.800002098083496,255.0,128.0,,0.027356943559147213,1.7264469327859573,-0.006254624369410569,True,44.0,False,False,4,4,,enpitsu,76561198039309853,26.0,-2858.169921875,2244.889892578125,17.049999237060547,11991.400146484375,19563.800048828125,2.5,-0.29999999329447746,-0.5000000074505806,-12.300000190734863,255.0,128.0,False,-0.016776220941503467,2.121992455599625,5.270115124924501e-05,True,8,235.0,False,8,False,,games5425898691,bf81d8692db,19.0,-475.70001220703125,5005.68017578125,460.0799865722656,6146.300048828125,-614.5000076293945,-3753.9999389648438,2755.8999633789062,-2830.0,1269.000015258789,255.0,52.0,,1.2958251248586656,0.39362827802314027,-2.4077338018137358,True,80.0,False,8,4,10,
43,3054,77,False,False,0,8433.005991264714,1464.3699951171875,-2955.93994140625,252.94000244140625,1505.3999328613281,19099.7998046875,10092.39990234375,1823.0999755859375,-4798.399963378906,3106.6000366210938,0.0,1.0709279798846403,1.8622040817570367,1.69597990531975,76561198039309853,enpitsu,26.0,1450.75,-3102.239990234375,90.45999908447266,9129.400024414062,16819.69970703125,2475.5999755859375,-2496.699981689453,4865.5999755859375,-584.5999908447266,255.0,128.0,,0.49630871977000884,1.3802097362129906,0.44874528763385324,True,9,False,167.0,False,10,,bf81d8692db,games5425898691,19.0,874.8099975585938,-4443.56982421875,275.6300048828125,4140.0,14024.000244140625,-165.30000686645508,-4929.599914550781,194.3000030517578,-2431.1000061035156,255.0,128.0,,0.9688027191192438,0.6022146456148519,-1.0035219760542207,True,26.0,False,4,12,9,,simmigthebeast1,f3e48c0d221e48c58decc959722f412a,6.0,3092.830078125,-4763.919921875,42.86000061035156,-4611.099853515625,11085.799560546875,-6212.7001953125,3693.3999633789062,3409.5001220703125,2232.2999572753906,255.0,210.0,,0.44629099172637654,2.033310373705233,-0.14086331022238224,True,16,107.35857214978944,True,18,False,,EgorTerl,76561198355729697,4.0,3380.449951171875,-978.8800048828125,17.010000228881836,-3427.0001220703125,11805.6005859375,2.5,-0.09999999776482582,0.19999999552965164,2385.500030517578,255.0,255.0,False,0.009548720652996417,1.926521747983495,-3.538746113618616e-05,True,105.0,False,4,False,4,
44,3134,80,False,True,0,3917.8184437480854,1855.1199951171875,2350.6201171875,402.4599914550781,-17008.299560546875,23232.5,-2174.7000122070312,-1598.8999938964844,-3487.0001220703125,-2830.8999633789062,0.0,0.5696408213701618,2.4916778554943337,-2.68340135169722,76561198039309853,enpitsu,26.0,1982.2900390625,2312.9599609375,324.79998779296875,-7546.5997314453125,16506.8994140625,285.3000068664551,3917.9998779296875,-2509.9000549316406,-2932.39990234375,128.0,255.0,,-0.532208722068085,2.6335729106148107,-1.661803047762491,True,11,False,97.0,False,12,,bf81d8692db,games5425898691,19.0,-220.4600067138672,-1056.8699951171875,17.010000228881836,-16915.0,1694.9000549316406,0.09999999776482582,0.7000000029802322,-0.09999999776482582,1929.4999694824219,255.0,227.0,,0.00957725210010526,3.109324498729433,1.2727656527316638e-05,False,21.712042777769028,True,4,12,10,,simmigthebeast1,f3e48c0d221e48c58decc959722f412a,6.0,2843.22998046875,1333.02001953125,69.61000061035156,1471.6000366210938,22639.09912109375,-972.5,-3629.4000244140625,278.799991607666,52.5,255.0,128.0,,-0.8978779061722447,1.475699758082929,0.02327560666261933,True,20,61.0,False,22,False,,EgorTerl,76561198355729697,4.0,1451.52001953125,3638.60009765625,17.010000228881836,-6532.19970703125,18371.700439453125,2.199999988079071,0.19999999552965164,-0.5999999865889549,1609.4999694824219,255.0,255.0,False,0.009595283991052786,1.944405315317147,0.00021410107801764659,True,109.0,False,6,False,6,
45,3162,81,False,False,1,9796.021635430181,-193.64999389648438,-4595.22998046875,200.1199951171875,9383.699951171875,2663.5000610351562,15170.10009765625,5844.7998046875,1018.7999725341797,894.1999816894531,1.0,0.4770782674248997,-2.533252323390419,-1.6766278099548744,76561198355729697,EgorTerl,3.0,-189.72999572753906,-4661.14990234375,85.44999694824219,14426.8994140625,4734.100036621094,1900.0999450683594,-5268.3001708984375,-1496.3999938964844,504.90001678466797,128.0,255.0,False,-0.03860867421522669,2.824183683440921,-0.6488488361530631,True,7,False,109.0,False,8,,f3e48c0d221e48c58decc959722f412a,simmigthebeast1,6.0,-3145.530029296875,-3635.1298828125,17.030000686645508,1067.9000091552734,-22918.30078125,3.700000047683716,-0.0,0.7000000029802322,1926.9999694824219,255.0,255.0,,-0.01678439717745079,-1.684055975543977,8.029973417377589e-05,True,19.0,False,False,22,20,,enpitsu,76561198039309853,26.0,-1227.489990234375,-3964.159912109375,221.9199981689453,7546.5997314453125,-16506.8994140625,-3508.699951171875,-327.7000045776367,202.29999542236328,-207.70000457763672,128.0,128.0,,0.49582404002527375,-2.5876665175701783,0.03220269392125448,True,12,97.0,False,12,False,,games5425898691,bf81d8692db,19.0,2171.260009765625,961.1799926757812,17.010000228881836,19008.900146484375,-4898.999938964844,2.0999999344348907,-0.29999999329447746,-0.19999999552965164,-76.99999809265137,255.0,128.0,,-0.009622188404296256,-2.8802501671755274,5.766448320380321e-05,True,31.0,False,10,4,12,
46,3261,84,False,False,0,2539.3084630578132,-2985.300048828125,3696.77001953125,1295.6800537109375,22451.0009765625,7182.0001220703125,-2962.2000122070312,-2841.300048828125,2691.400146484375,-4547.799987792969,0.0,0.40429183632605953,-2.5322126054842253,0.9234321869294673,bf81d8692db,games5425898691,19.0,-3200.5,3550.610107421875,1239.280029296875,7588.4002685546875,15946.400146484375,6736.199951171875,-1873.8999938964844,2248.0999755859375,1316.0000610351562,255.0,0.0,,-0.03898620683225454,0.6772978102360996,1.2002669319375068,True,10,4,85.85899359436443,True,14,,76561198039309853,enpitsu,26.0,-3683.570068359375,1874.030029296875,17.059999465942383,2030.0,-20918.1005859375,1.1999999731779099,0.0,-1.0999999940395355,227.29999542236328,255.0,128.0,,0.01677894522125514,-1.4510249192816973,-0.0001633886372727359,False,42.0,False,False,12,12,,simmigthebeast1,f3e48c0d221e48c58decc959722f412a,6.0,243.91000366210938,5393.7001953125,18.770000457763672,-743.0000305175781,-1381.4999389648438,-42.800002098083496,-41.19999885559082,-12.300000190734863,-0.7000000029802322,255.0,128.0,False,0.046792873311721606,-2.066189452882906,-0.01371677054241169,True,20,255.0,False,22,False,,EgorTerl,76561198355729697,3.0,-2160.050048828125,5102.990234375,653.0599975585938,8423.900146484375,-3.100000023841858,1121.6000366210938,1.899999976158142,1597.2999572753906,3.400000035762787,0.0,0.0,False,-0.16353642418698933,0.009865167436946412,1.5689548922718668,True,255.0,False,8,False,8,
47,3303,86,False,False,1,9985.03461040503,-394.79998779296875,-4761.25,119.72000122070312,-31142.80029296875,-1961.4999389648438,-2364.499969482422,3156.4999389648438,-5083.0999755859375,-444.7999954223633,1.0,-0.16030035672562726,-1.4630593315165537,2.476671774706035,f3e48c0d221e48c58decc959722f412a,simmigthebeast1,6.0,-186.3699951171875,-4826.39013671875,17.049999237060547,-6386.199951171875,7613.3001708984375,-0.9000000357627869,-0.0,-0.29999999329447746,2422.100067138672,255.0,255.0,,-0.016690942350990154,0.8355162084546757,1.0520309639834261e-05,True,20,False,229.93661058846342,True,22,,76561198355729697,EgorTerl,3.0,250.6999969482422,-5121.1298828125,348.44000244140625,-20936.69921875,-567.9000091552734,-161.00000381469727,-1880.0,-66.79999828338623,4366.600036621094,0.0,,,0.1413693008196278,-1.9431883963660141,1.9535372971648803,True,190.0,False,False,8,9,,enpitsu,76561198039309853,26.0,3572.27001953125,1300.1700439453125,17.059999465942383,-405.9000015258789,20939.29931640625,1.2999999523162842,-0.0,-0.0,0.0,255.0,,,-0.016785628803605346,1.5514129516545883,2.4591575615383176e-06,True,12,42.0,False,12,False,,games5425898691,bf81d8692db,19.0,2473.909912109375,-4900.18017578125,1420.6400146484375,-1859.4999694824219,2575.4000854492188,-2524.499969482422,-1946.9000244140625,193.79999160766602,-795.5000305175781,255.0,169.0,,0.6598458460823641,1.5115201814188253,-2.641383014825953,True,77.0,False,10,4,14,
48,3389,89,False,False,1,9105.982208091176,-3962.469970703125,-2561.570068359375,919.7000122070312,9764.400024414062,23379.3994140625,2882.6998901367188,-2068.699951171875,5134.69970703125,-2314.1000366210938,1.0,0.4262535845496212,-2.031583912564636,2.018721299126207,f3e48c0d221e48c58decc959722f412a,simmigthebeast1,6.0,-4079.8701171875,-2686.6201171875,836.3699951171875,36.80000066757202,18016.500244140625,7459.4000244140625,-610.4999923706055,111.30000114440918,58.09999942779541,255.0,0.0,,0.41038961394057727,1.564781072471725,1.5554032706126024,True,20,False,109.40144519395727,True,22,,76561198355729697,EgorTerl,3.0,-809.739990234375,-3492.22998046875,17.010000228881836,1706.9000244140625,12411.600341796875,0.0,0.5000000074505806,3.8999998569488525,608.1999969482422,255.0,255.0,,-0.009562807403333196,1.7177482366596457,0.00010700479204069257,True,174.3413246575222,True,False,8,10,,enpitsu,76561198039309853,26.0,166.32000732421875,5171.89990234375,17.049999237060547,-17697.2998046875,1813.0999755859375,3.400000035762787,1.0000000149011612,-0.09999999776482582,2555.0999450683594,128.0,255.0,False,-0.016760376889905806,-0.014164172039623205,0.0002643714680755709,True,12,255.0,False,12,False,,games5425898691,bf81d8692db,19.0,2670.419921875,-2932.530029296875,92.7300033569336,3911.400146484375,19309.89990234375,-168.09999465942383,-5392.2998046875,1082.9000091552734,0.5999999865889549,255.0,128.0,,-1.0692824426789334,-1.3723754230090826,3.141371243546622,False,12.0,False,11,4,16,
