,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
38,2654,62,False,False,1,6781.216799221709,-3257.550048828125,-220.30999755859375,497.2200012207031,-16863.1005859375,21016.0009765625,10854.7998046875,1175.6999969482422,3177.60009765625,-2860.7000732421875,1.0,0.17030251477087235,2.6229107515320838,1.8418984580496573,2171731167940764173,ellcryse29,11.0,-3134.489990234375,-349.1300048828125,334.8900146484375,-16720.30029296875,14034.000244140625,4460.4998779296875,-313.50000381469727,-3633.599853515625,-4116.7999267578125,246.0,128.0,False,0.48858535109664486,0.46066643955402364,-0.7670497576586499,True,10,9,179.36157430115566,True,False,,5286497341037460591,STR_Valevlk,12.0,-3387.949951171875,-439.05999755859375,176.25999450683594,9690.999755859375,6770.999755859375,3846.7999267578125,1253.8999938964844,-2545.0999450683594,2187.7999877929688,255.0,143.0,False,0.6977638107325114,1.984776409066434,-0.2118037921914642,True,11.09646471597818,True,4,False,6,,enpitsu,76561198039309853,26.0,-2142.1298828125,1518.9200439453125,17.040000915527344,704.1999816894531,1086.2000274658203,3.8999998569488525,-1.5999999642372131,0.7999999821186066,0.0,255.0,0.0,False,-0.016809372759569747,-0.9955744435071374,-7.70072220661166e-06,True,255.0,False,2,2,False,,games5425898691,bf81d8692db,24.0,-3399.669921875,3438.969970703125,17.010000228881836,4053.9999389648438,16144.49951171875,2.800000011920929,1.7000000178813934,-1.0999999940395355,-1972.5999450683594,255.0,0.0,,-0.009713161630591388,1.8820718968854522,3.59393814277438e-05,True,6,6,False,,False,
39,2722,65,False,False,0,9045.907654442055,2085.8701171875,-3400.31005859375,592.739990234375,1928.2000732421875,14668.599853515625,9949.89990234375,5388.0999755859375,-428.6000061035156,2604.5999145507812,0.0,1.0644194815956907,1.3385058322312435,1.6353801281567988,bf81d8692db,games5425898691,24.0,2009.699951171875,-3574.780029296875,460.4700012207031,3315.5999755859375,13428.800048828125,1913.8999938964844,-1487.7999877929688,1047.0999908447266,2472.4000549316406,255.0,128.0,,-0.07220126844274201,0.8612159500400196,1.1540980024703167,True,8,7,160.9867099408181,True,False,,76561198039309853,enpitsu,26.0,2002.31005859375,-3028.169921875,17.040000915527344,-10653.199462890625,-11204.200439453125,3.700000047683716,0.29999999329447746,0.29999999329447746,0.0,255.0,128.0,False,0.016777328965369383,-2.3309991026403707,4.224821712140136e-05,True,217.0,False,2,False,2,,ellcryse29,2171731167940764173,11.0,4056.570068359375,-1206.72998046875,161.6199951171875,-4167.9998779296875,-2545.5999755859375,-10791.400146484375,1785.0,3840.7000732421875,-912.6000213623047,255.0,0.0,False,1.1374721021881486,-2.744223566804064,0.36907295585300526,True,174.0,False,10,10,False,,STR_Valevlk,5286497341037460591,12.0,870.760009765625,-745.1799926757812,17.010000228881836,-5952.80029296875,11220.999755859375,2.3000000417232513,0.0,0.0,-2343.300018310547,255.0,0.0,False,0.009521709947738786,1.9927656500911994,-1.2757623569377784e-05,True,4,6,False,0.0,False,
40,2810,68,False,False,1,7175.760698763209,-2662.449951171875,-1091.2900390625,371.75,10854.3994140625,4939.5001220703125,-28.09999942779541,1104.4000244140625,-4352.0001220703125,3979.8001098632812,1.0,-0.6785262434505728,-1.744473033997605,1.8031574309949774,2171731167940764173,ellcryse29,12.0,-2757.489990234375,-1196.5899658203125,296.1199951171875,12976.199951171875,-252.39999771118164,2065.0999450683594,-2213.0999755859375,4512.5,-2233.6000061035156,255.0,83.0,,-0.29793029685224354,2.3981336348552023,-0.3397988215614854,True,12,11,127.0314838373533,True,False,,5286497341037460591,STR_Valevlk,12.0,-2998.10009765625,-4587.35986328125,17.010000228881836,1198.3999633789062,-12906.700439453125,2.800000011920929,-1.0999999940395355,0.09999999776482582,2578.800048828125,255.0,250.0,False,-0.00949689772272935,-2.824847477819658,-9.085928465407674e-05,True,31.0,False,6,False,8,,enpitsu,76561198039309853,26.0,-1047.97998046875,3039.389892578125,17.040000915527344,-5099.100036621094,-11960.0,3.799999952316284,-0.3999999910593033,-0.7999999821186066,342.79998779296875,255.0,128.0,,-0.016737080509504988,-1.201898287453698,-0.0002277344188488148,True,255.0,False,2,2,False,,games5425898691,bf81d8692db,24.0,-2791.2900390625,-942.5599975585938,268.55999755859375,5588.599853515625,-20449.89990234375,3161.199951171875,2669.89990234375,3950.4998779296875,-1676.7999267578125,255.0,199.0,,0.5603453474829694,-2.1333892717267626,-0.40261010481996307,True,9,10,False,64.61420184053401,True,
41,2811,68,False,False,0,5350.228407110682,2623.909912109375,1110.7099609375,387.260009765625,-26224.7998046875,11214.599609375,6935.999755859375,3102.3001098632812,1191.9000244140625,4995.400085449219,0.0,0.5794854196866308,1.9025584568022844,1.81703212715406,bf81d8692db,games5425898691,24.0,2791.2900390625,942.5599975585938,268.55999755859375,-5588.599853515625,20449.89990234375,3161.199951171875,-2669.89990234375,-3950.4998779296875,-1676.7999267578125,255.0,199.0,,-0.5603453474829694,2.1333892717267626,-0.40261010481996307,True,10,9,61.47450314285935,True,False,,76561198039309853,enpitsu,26.0,1047.97998046875,-3039.389892578125,17.040000915527344,5099.100036621094,11960.0,3.799999952316284,0.3999999910593033,0.7999999821186066,342.79998779296875,255.0,128.0,,0.016737080509504988,1.201898287453698,-0.0002277344188488148,True,255.0,False,2,False,2,,ellcryse29,2171731167940764173,12.0,2757.489990234375,1196.5899658203125,296.1199951171875,-12976.199951171875,252.39999771118164,2065.0999450683594,2213.0999755859375,-4512.5,-2233.6000061035156,255.0,83.0,,0.29793029685224354,-2.3981336348552023,-0.3397988215614854,True,123.89178513967865,True,12,11,False,,STR_Valevlk,5286497341037460591,12.0,2981.52001953125,4679.10009765625,17.25,-2670.7000732421875,9336.199951171875,143.4000015258789,515.9999847412109,-409.00001525878906,1991.0000610351562,255.0,128.0,False,0.015032044194634893,3.002977316491143,-0.00976654808524896,True,6,8,False,31.0,False,
42,2960,74,False,False,1,9309.692715349714,3403.81005859375,-3825.56005859375,1618.300048828125,-5079.4000244140625,8655.499877929688,-2028.800048828125,-1819.1000366210938,1444.7000122070312,2534.199981689453,1.0,0.25705603301426105,1.4662558311070422,-1.9999405069117593,2171731167940764173,ellcryse29,11.0,3430.72998046875,-3965.429931640625,1608.75,-4645.0,7874.2999267578125,-308.0999946594238,-3327.5,-3860.4998779296875,2067.2000122070312,255.0,255.0,False,-0.9196148749808626,2.0124296660713314,2.068796389691416,True,14,13,239.0,False,False,,5286497341037460591,STR_Valevlk,12.0,2268.64990234375,-5102.97021484375,780.1400146484375,4947.699890136719,-0.0,-6929.4000244140625,-0.29999999329447746,-2.0000000298023224,0.09999999776482582,255.0,129.0,False,-0.9252945544285082,-3.1258261085776,-1.583365087530136,True,0.0,False,8,False,10,,enpitsu,76561198039309853,26.0,3520.93994140625,1077.5999755859375,17.049999237060547,-6757.60009765625,-15194.69970703125,3.0000001192092896,-0.3999999910593033,-1.0999999940395355,-1915.2999877929688,255.0,0.0,False,-0.016766812225876268,-1.0996696907463994,-0.00013266292887514336,True,255.0,False,2,2,False,,games5425898691,bf81d8692db,24.0,1652.5699462890625,-988.2000122070312,17.010000228881836,13159.7998046875,-3825.4000854492188,2.3000000417232513,0.3999999910593033,-0.0,-2215.2000427246094,255.0,0.0,,-0.009572273499052994,-2.7918373031999635,-5.321941102687584e-05,True,10,10,False,107.0,False,
43,3003,75,False,False,0,3155.0772142548526,-2624.820068359375,2500.739990234375,523.3699951171875,-3592.39990234375,21793.5009765625,2600.4000854492188,-651.2999725341797,3022.0001220703125,-5142.19970703125,0.0,-0.7975520947283301,-2.001786056878055,-2.375099975295292,bf81d8692db,games5425898691,24.0,-2595.179931640625,2373.639892578125,409.3399963378906,-8995.700073242188,5968.599853515625,2993.5000610351562,3177.60009765625,-1387.4000549316406,-4269.2999267578125,255.0,165.0,,-0.5388177395065299,2.402977943830976,-0.9579340814426358,True,12,11,77.48377647194809,True,False,,76561198039309853,enpitsu,26.0,-2035.530029296875,-377.0400085449219,17.049999237060547,5962.19970703125,3991.6000366210938,2.5999999046325684,0.3999999910593033,0.0,0.0,255.0,128.0,False,0.016669511266401527,0.5899764218928387,-2.639458380399269e-05,True,255.0,False,2,False,2,,ellcryse29,2171731167940764173,11.0,-2883.389892578125,2805.719970703125,950.0,5579.5001220703125,-11010.6005859375,-10994.100341796875,2226.6000366210938,1113.7000274658203,2633.5000610351562,255.0,128.0,False,0.7030615861458702,0.07259766663748883,0.1157197533829759,True,178.1629077439667,True,14,14,False,,STR_Valevlk,5286497341037460591,12.0,-2053.4599609375,4546.580078125,17.010000228881836,11116.600341796875,3171.7999267578125,1.899999976158142,-3.799999952316284,-1.1999999731779099,1622.5,255.0,128.0,False,0.009515519155513115,0.3512447456771119,-0.00011408978747355481,True,8,10,False,0.0,False,
44,3066,77,False,False,1,9476.15278483058,1867.81005859375,-4286.18994140625,240.5500030517578,-2271.0000610351562,20347.099609375,9407.60009765625,23.299999237060547,-4923.900146484375,3428.3999633789062,1.0,0.7619660697287396,-0.20810100499185868,1.472104159264181,5286497341037460591,STR_Valevlk,12.0,1865.1199951171875,-4383.31982421875,128.3699951171875,9419.400024414062,8047.8997802734375,1270.199966430664,-3131.099853515625,-16.59999966621399,4521.600036621094,,128.0,,0.9031688978620538,-0.9182975289326119,-0.15645229752222137,True,12,9,,False,False,,2171731167940764173,ellcryse29,11.0,2841.260009765625,-2828.739990234375,18.639999389648438,8052.8997802734375,-7380.2001953125,3.4999999403953552,-1.5000000596046448,1.2999999523162842,2505.0999450683594,255.0,128.0,False,-0.005942735232063353,-2.545158742669573,0.00010916390434800825,True,162.0,False,14,False,14,,enpitsu,76561198039309853,26.0,1402.6300048828125,50.400001525878906,17.049999237060547,-3612.0001220703125,9424.199829101562,2.5999999046325684,-0.7000000029802322,-0.09999999776482582,0.0,0.0,,,-0.016944165768956583,-1.936811983093326,9.043356767122988e-06,True,255.0,False,2,2,False,,games5425898691,bf81d8692db,24.0,4030.52001953125,-3660.340087890625,122.44000244140625,308.0999946594238,5415.10009765625,-245.40000915527344,-1233.6000061035156,143.59999656677246,1392.2999572753906,255.0,197.0,,0.014701704323445395,1.6642709565358023,-0.971907465444681,True,12,12,False,57.0,False,
45,3136,80,True,False,0,5809.456977729535,-1327.22998046875,-653.4299926757812,500.5299987792969,-10017.5,17438.00048828125,3721.7999267578125,2958.3999633789062,4983.800048828125,1552.1000671386719,0.0,0.24967592127488622,2.043699424506073,-3.131642108757286,76561198039309853,enpitsu,26.0,-1278.1300048828125,-774.6900024414062,412.94000244140625,-6741.6998291015625,7706.9000244140625,1857.5,-1041.500015258789,-5387.39990234375,374.39998626708984,255.0,255.0,,-0.6908210378626203,2.071767155615496,-0.45259079035904765,True,4,3,172.0,False,False,,bf81d8692db,games5425898691,24.0,-3663.27001953125,-232.47000122070312,90.44000244140625,-606.8000030517578,-22382.39990234375,-774.1000366210938,3922.5,-831.5000152587891,126.99999809265137,255.0,128.0,,-1.0340524367149035,-1.8332221065850267,0.06206920861371717,True,255.0,False,14,False,14,,ellcryse29,2171731167940764173,12.0,-3157.39990234375,1326.8299560546875,18.639999389648438,3081.300048828125,5354.0997314453125,3.400000035762787,0.9000000357627869,1.2999999523162842,-270.0,255.0,143.0,False,0.00593503202762882,1.010738515453995,0.00018256587334845373,True,137.0,False,14,14,False,,STR_Valevlk,5286497341037460591,12.0,-3976.22998046875,2559.090087890625,62.61000061035156,-17.000000476837158,-10433.599853515625,59.49999809265137,1307.5999450683594,58.80000114440918,1937.5999450683594,255.0,249.0,False,0.019928601649334857,-1.5658670954879021,-0.6276727167659957,True,10,12,False,,False,
46,3180,82,False,False,1,7478.713425317397,2819.360107421875,-2087.159912109375,300.4599914550781,-17048.299560546875,-14338.299560546875,7506.7999267578125,741.9000244140625,3005.0,4245.7000732421875,1.0,0.5259261886951091,0.002961995354838338,0.5213110430511264,2171731167940764173,ellcryse29,12.0,2968.860107421875,-2187.4599609375,143.22000122070312,-2643.800048828125,4432.0001220703125,2414.4000244140625,-5058.2000732421875,-2155.0999450683594,137.2000026702881,94.0,77.0,False,0.6636900723258301,-1.7085020408890135,0.0532024592980814,True,16,15,137.0,False,False,,5286497341037460591,STR_Valevlk,12.0,2989.449951171875,-2034.989990234375,138.5800018310547,-11226.8994140625,-3569.1000366210938,1670.2000427246094,3157.5,-270.79999923706055,-1369.6000671386719,255.0,236.0,False,0.6652417423794944,0.1750114314864956,-0.06204425941865459,True,,False,11,False,14,,enpitsu,76561198039309853,26.0,2361.7900390625,-528.6199951171875,85.54000091552734,6823.599853515625,-8286.599731445312,-6522.1002197265625,488.3000183105469,302.60000228881836,-779.8999786376953,255.0,0.0,,0.14132951022692858,-2.267688975689744,0.04661674938587314,True,172.0,False,4,4,False,,games5425898691,bf81d8692db,24.0,2804.989990234375,3614.320068359375,17.010000228881836,-15652.39990234375,14297.7001953125,2.3000000417232513,0.19999999552965164,-0.3999999910593033,1971.1000061035156,255.0,255.0,,-0.009588796751359933,0.6663054323300523,4.4212247839789825e-05,True,14,14,False,255.0,False,
47,3572,87,False,False,1,4228.50547105594,-3020.699951171875,3546.35009765625,262.92999267578125,-10966.099853515625,6895.2001953125,17465.10009765625,4735.400085449219,3474.1000366210938,1227.0999908447266,1.0,-0.5851312487378126,-0.14512486499277893,0.7347764369578922,5286497341037460591,STR_Valevlk,12.0,-2858.590087890625,3385.330078125,76.1500015258789,-7015.4998779296875,18283.1005859375,2998.3999633789062,1319.9000549316406,817.9000091552734,2956.0000610351562,255.0,224.0,,0.09350505177735488,0.8309401581040511,-0.010341578211295508,True,6,4,0.0,False,False,,2171731167940764173,ellcryse29,11.0,-986.7000122070312,1016.280029296875,18.649999618530273,-1176.1000061035156,6095.3997802734375,2.3000000417232513,-0.0,2.3000000417232513,520.9999847412109,255.0,181.0,,-0.005951366707783395,1.407330545748535,5.117587734777988e-05,True,144.0,False,4,False,4,,enpitsu,76561198039309853,26.0,-2341.389892578125,3981.610107421875,119.47000122070312,-12660.10009765625,-9077.60009765625,3941.7999267578125,-1276.500015258789,1110.999984741211,1215.1000213623047,128.0,255.0,,0.1888008643739136,-1.000148581782984,-0.01763648462855806,True,114.88018906501031,True,2,1,False,,games5425898691,bf81d8692db,24.0,2449.070068359375,-1790.72998046875,19.479999542236328,9636.400146484375,15085.30029296875,2958.900146484375,-1.4000000059604645,-2.3000000417232513,-519.3999862670898,255.0,72.0,,-0.00959142525116555,2.1463758255822905,-1.451990955111335e-05,False,4,5,False,0.0,False,
48,3675,91,False,False,1,3895.222925183537,-2167.5,2734.22998046875,635.989990234375,4146.199951171875,13230.400390625,-5558.0999755859375,-2809.89990234375,-5252.19970703125,-719.8999786376953,1.0,-0.33617045111620264,-0.7566598367614873,1.8525455499577745,2171731167940764173,ellcryse29,11.0,-2206.77001953125,2626.639892578125,596.9000244140625,-141.899995803833,8828.200073242188,-65.10000228881836,1906.1000061035156,3114.5001220703125,-4112.900085449219,199.0,0.0,True,-0.47084691750538504,2.657588464628505,2.0170310376292107,True,6,4,33.0,False,False,,5286497341037460591,STR_Valevlk,12.0,-3503.60009765625,1019.4000244140625,16.989999771118164,9074.199829101562,-11439.599609375,4.600000083446503,0.19999999552965164,-0.0,2114.1000366210938,255.0,241.0,,-0.009538169954610988,-2.3072656354811834,-7.95774932551881e-06,True,177.0,False,4,False,6,,enpitsu,76561198039309853,26.0,-1876.0899658203125,-359.5,17.030000686645508,7176.6998291015625,14327.60009765625,5.600000023841858,-0.0,-0.0,2063.0999755859375,255.0,255.0,,-0.016774723224745866,1.9675553531769032,2.0947816467749378e-05,True,255.0,False,2,2,False,,games5425898691,bf81d8692db,24.0,1567.1099853515625,4812.0400390625,16.989999771118164,-20631.10107421875,1895.0999450683594,4.4999998807907104,-2.199999988079071,-0.0,-844.3000030517578,255.0,80.0,,-0.00957680298779791,0.10219760774456006,-0.00022509978199348785,True,6,6,False,255.0,False,
49,3717,92,False,False,0,9864.166974003101,1813.030029296875,-4344.8798828125,362.9700012207031,12017.7001953125,20655.50048828125,1841.4999389648438,2750.7000732421875,1100.5000305175781,5217.39990234375,0.0,1.118155102002926,1.052852059444226,-0.8271485722090739,bf81d8692db,games5425898691,24.0,1684.43994140625,-4599.1201171875,325.5799865722656,18259.3994140625,10190.499877929688,2256.699981689453,-3050.10009765625,-3171.9000244140625,-3299.2001342773438,255.0,235.0,,0.06630262365742663,1.2142958880182402,-1.1910256844582918,True,8,7,176.69523431408797,True,False,,76561198039309853,enpitsu,26.0,2787.719970703125,-1511.5,17.040000915527344,9053.200073242188,-9761.099853515625,4.399999976158142,1.0999999940395355,-1.1999999731779099,-1992.1000671386719,255.0,128.0,,0.01674217759662453,-0.8532142257518558,-0.00023183497473008486,True,196.0,False,2,False,2,,ellcryse29,2171731167940764173,11.0,2177.6201171875,-3794.27001953125,18.469999313354492,1070.0,-7890.4998779296875,37.5,-55.0,2.8999999165534973,2419.600067138672,255.0,255.0,False,0.008996632455141098,-1.4285253514179057,-0.0035657856222418766,True,33.0,False,6,4,False,,STR_Valevlk,5286497341037460591,12.0,2199.070068359375,-2265.1201171875,78.91999816894531,-3322.60009765625,-20195.6005859375,-820.1999664306641,2814.89990234375,-533.1000137329102,3640.2999877929688,0.0,5.0,,0.5615421231379257,0.5595567875250633,0.4530166868160426,True,4,6,False,150.0,False,
50,3856,97,False,False,0,4822.023953067533,3066.52001953125,2392.2099609375,150.77999877929688,21916.69921875,8975.2001953125,8242.80029296875,-3313.699951171875,-4923.699951171875,880.4000091552734,0.0,-0.03904097357909663,2.0824506871565887,-1.4005597225363062,76561198039309853,enpitsu,26.0,2872.25,2366.56005859375,52.720001220703125,15509.3994140625,8414.500122070312,2331.3999938964844,2311.4999389648438,1201.500015258789,-4843.800048828125,255.0,0.0,False,0.04041929557983279,0.1779717732941403,0.044006661204718085,True,4,3,40.0,False,False,,bf81d8692db,games5425898691,24.0,,,,,,,,,,,,,,,,True,,,,,,,ellcryse29,2171731167940764173,11.0,3511.639892578125,3539.080078125,18.649999618530273,-3164.7000122070312,17850.0,2.0999999344348907,0.0,0.09999999776482582,151.19999885559082,255.0,128.0,False,0.005977340080865421,1.7619207387429487,-7.08548136214238e-05,True,31.0,False,8,6,False,,STR_Valevlk,5286497341037460591,12.0,3306.820068359375,3951.280029296875,17.0,-3845.10009765625,20765.10009765625,3.400000035762787,0.3999999910593033,-1.0999999940395355,2325.7000732421875,255.0,255.0,True,0.00957515869758737,1.9336755887746384,0.0001509858928339129,True,8,10,False,255.0,False,
51,3909,99,False,False,1,9267.384243236096,-2118.300048828125,-3623.469970703125,117.81999969482422,4294.599914550781,11716.400146484375,2343.0999755859375,5439.0997314453125,168.4000015258789,-2527.2000122070312,1.0,0.2113047342775106,2.96500960763285,1.1635690064639304,2171731167940764173,ellcryse29,11.0,-2123.81005859375,-3821.35009765625,18.649999618530273,4999.700012207031,8246.900024414062,2.199999988079071,0.19999999552965164,0.5000000074505806,70.99999904632568,255.0,135.0,,-0.00594780257077275,2.113772826960968,-5.59028482553136e-05,True,8,6,31.0,False,False,,5286497341037460591,STR_Valevlk,12.0,-2146.030029296875,-3990.8798828125,17.010000228881836,2035.5000305175781,7816.300048828125,1.8000000715255737,0.09999999776482582,-0.0,0.0,255.0,128.0,,-0.009499134523548605,1.8255568143824952,-1.2940618660228254e-06,True,194.0,False,8,False,10,,enpitsu,76561198039309853,26.0,-3474.919921875,-3005.93994140625,17.059999465942383,8688.499755859375,7327.1002197265625,2.3000000417232513,-2.5,3.0000001192092896,2379.499969482422,255.0,255.0,False,-0.016488769453825464,2.3857518659874346,4.476461754240715e-06,True,40.0,False,4,4,False,,games5425898691,bf81d8692db,24.0,2795.110107421875,4432.0400390625,17.010000228881836,4304.200134277344,-5176.099853515625,2.0999999344348907,1.0000000149011612,-0.9000000357627869,106.30000114440918,255.0,128.0,,-0.009498505657082388,-2.276747125563121,-0.0001595260000567831,True,False,False,False,85.0,False,
52,3937,100,False,False,1,8060.301618277297,-1700.3499755859375,-2490.68994140625,115.19000244140625,3933.3999633789062,15460.50048828125,2964.1000366210938,2922.0999145507812,2314.7000122070312,-3428.900146484375,1.0,-0.49129960367262204,2.7455859102026228,0.3805403076376377,2171731167940764173,ellcryse29,11.0,-1716.9200439453125,-2674.969970703125,18.639999389648438,-631.8000030517578,14234.3994140625,3.400000035762787,-0.0,0.7000000029802322,72.89999961853027,255.0,128.0,,-0.00597862362581802,1.5173441918354824,-9.966933645110505e-05,True,8,6,8.0,False,False,,5286497341037460591,STR_Valevlk,12.0,-1846.280029296875,-2943.989990234375,17.010000228881836,3266.099853515625,10669.599609375,0.19999999552965164,0.7000000029802322,-0.0,33.09999942779541,255.0,130.0,,-0.00958895827328737,1.8688901906028996,-4.900566172847107e-06,True,177.73057228262707,True,8,False,10,,enpitsu,76561198039309853,26.0,-3571.8798828125,-1684.6099853515625,17.059999465942383,-5913.2000732421875,15334.89990234375,1.1999999731779099,-0.0,0.29999999329447746,1.7000000178813934,255.0,0.0,False,-0.01678464710792134,1.2025285010419624,-3.256351072307879e-05,False,0.0,False,4,4,False,,games5425898691,bf81d8692db,24.0,3228.989990234375,3514.3701171875,17.010000228881836,3657.39990234375,-11809.3994140625,2.0999999344348907,-0.09999999776482582,0.7999999821186066,0.0,255.0,128.0,,-0.00955604476961765,-1.8710899723815935,7.991641970574725e-05,True,False,False,False,255.0,False,
53,3962,101,False,False,1,6631.952001889947,-1343.219970703125,-1102.489990234375,117.02999877929688,7161.500244140625,18963.800048828125,542.9999923706055,512.0000076293945,-1089.8999786376953,-58.69999885559082,1.0,-0.5059711798514149,2.1621027551834455,-1.0483407918736012,2171731167940764173,ellcryse29,11.0,-1399.6700439453125,-1258.31005859375,18.6299991607666,9404.89990234375,15413.299560546875,4.4999998807907104,-0.09999999776482582,-0.3999999910593033,-47.60000228881836,255.0,128.0,,-0.005978608331675181,2.1242883920670605,7.845564594828571e-05,True,8,6,0.0,False,False,,5286497341037460591,STR_Valevlk,12.0,-1315.97998046875,-1649.6300048828125,17.010000228881836,10356.500244140625,14750.0,-0.3999999910593033,1.0999999940395355,1.2999999523162842,-400.40000915527344,255.0,128.0,,-0.009565994644608418,2.212432031314739,0.00011749174036701397,True,123.36830953885152,True,8,False,10,,enpitsu,76561198039309853,26.0,-3641.6298828125,-341.0,17.059999465942383,621.8000030517578,16035.999755859375,1.1999999731779099,0.09999999776482582,-0.5000000074505806,-0.09999999776482582,255.0,0.0,False,-0.016789077537445674,1.6095836983125702,4.8273728107358676e-05,True,0.0,False,4,4,False,,games5425898691,bf81d8692db,24.0,3282.889892578125,2393.8701171875,17.010000228881836,-8273.599853515625,-10322.7001953125,2.3000000417232513,-0.0,-0.0,-2272.2000122070312,255.0,0.0,,-0.009559103979185758,-0.8273575349209317,7.490861223958874e-06,True,False,False,False,255.0,False,
54,3982,102,False,False,1,5217.19811126906,-844.7100219726562,221.75999450683594,93.7699966430664,6363.499755859375,17026.400146484375,586.1999893188477,-3684.7000122070312,674.1000366210938,-58.69999885559082,1.0,-0.6866820890548705,2.523443853556616,-1.872538386680709,2171731167940764173,ellcryse29,11.0,-769.010009765625,-99.05000305175781,18.639999389648438,8421.099853515625,15672.60009765625,3.400000035762787,-0.09999999776482582,-0.19999999552965164,0.0,255.0,128.0,,-0.00597684215794336,2.0638550551653374,2.2188589224945564e-05,True,8,6,0.0,False,False,,5286497341037460591,STR_Valevlk,12.0,-526.719970703125,-489.7799987792969,17.010000228881836,7091.099853515625,18704.300537109375,1.899999976158142,-0.0,-0.0,367.09999084472656,255.0,128.0,,-0.009560149324781744,1.8995077073688567,-0.00013164378755322028,True,104.85538936686773,True,8,False,10,,enpitsu,76561198039309853,26.0,-3039.449951171875,757.3900146484375,17.059999465942383,14569.200439453125,13933.599853515625,-4.1999998688697815,-0.29999999329447746,-0.7999999821186066,-17.200000286102295,255.0,128.0,False,-0.016803270958277276,2.38038409812021,4.675811028141022e-05,True,192.37609476171517,True,4,4,False,,games5425898691,bf81d8692db,24.0,2380.860107421875,2409.169921875,17.010000228881836,-9697.80029296875,11358.00048828125,0.09999999776482582,-0.19999999552965164,-0.0,-2123.9999389648438,255.0,0.0,,-0.009595075094228946,0.9329878144997708,-5.596319130409401e-06,True,False,False,False,229.99776367218263,True,
