,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,170,0,False,False,0,5235.6399442453885,77.97000122070312,-4.25,92.66000366210938,12722.60009765625,-2594.5999145507812,286.299991607666,1228.3999633789062,971.9999694824219,1919.1000366210938,0.0,0.07379392479176844,0.07963924148877878,0.1705205481813737,76561198039309853,enpitsu,26.0,5.920000076293945,-121.76000213623047,105.30999755859375,-5017.300109863281,119.30000305175781,839.0000152587891,-4433.399963378906,456.1000061035156,-3222.6998901367188,255.0,128.0,,1.275661666012483,-1.4521405282045463,-2.752487562904562,True,2,1,0.0,False,False,,bf81d8692db,games5425898691,24.0,119.58999633789062,-4912.0,17.010000228881836,532.400016784668,5473.800048828125,2.0999999344348907,-0.7000000029802322,1.4000000059604645,174.3000030517578,255.0,174.0,,0.009429381936522463,1.4642880045255715,2.4548572525303787e-05,True,85.0,False,4,False,4,,ellcryse29,2171731167940764173,37.0,-58.619998931884766,128.57000732421875,80.08000183105469,12998.199462890625,-15026.099853515625,3098.3999633789062,309.0999984741211,296.49999618530273,-5340.3997802734375,255.0,128.0,,0.10970958318446934,-0.9281202361171507,-0.006503979163087662,True,28.12095508780532,True,6,5,False,,STR_Valevlk,5286497341037460591,16.0,2431.4599609375,3688.719970703125,17.010000228881836,17699.49951171875,6230.30029296875,2.0999999344348907,-0.5999999865889549,-0.09999999776482582,1650.2000427246094,255.0,255.0,,0.009558441660314627,0.3725805799515521,0.00017106378583779143,True,False,False,False,0.0,False,
1,245,2,False,False,1,5778.2698645963565,-2626.300048828125,559.4099731445312,96.94000244140625,-16082.60009765625,3520.2999877929688,1837.4000549316406,-1513.699951171875,529.3000030517578,-1057.5,1.0,-0.4175761374118094,-1.9129367867136566,2.003922472437321,2171731167940764173,ellcryse29,14.0,-2470.570068359375,501.7900085449219,18.540000915527344,-12646.600341796875,860.4000091552734,51.90000057220459,-470.60001373291016,352.5,523.6999893188477,255.0,255.0,,0.010384603346125496,0.04259877500989046,0.018897371543515964,True,6,6,29.0,False,False,,5286497341037460591,STR_Valevlk,16.0,-893.25,-4281.22998046875,17.010000228881836,-2411.1000061035156,5657.2998046875,0.19999999552965164,-0.19999999552965164,0.29999999329447746,165.9000015258789,255.0,128.0,False,-0.009458469755526949,1.1372303337938277,-9.645418188748025e-05,True,199.87458046021,True,False,False,False,,enpitsu,76561198039309853,26.0,2300.919921875,23.780000686645508,80.48999786376953,15182.60009765625,1590.2999877929688,-1020.2999877929688,-428.8999938964844,3705.2999877929688,1.8000000715255737,128.0,128.0,,0.9202658782593145,3.0271649124687023,0.0011529075559175187,True,31.0,False,4,4,False,,games5425898691,bf81d8692db,24.0,-2415.85009765625,4261.66015625,17.010000228881836,-16026.8994140625,-1583.6000061035156,2.199999988079071,-1.0999999940395355,-0.19999999552965164,1322.8999328613281,255.0,242.0,,-0.009582603448634536,-0.11504531051336406,0.00015735267332407088,True,4,4,False,109.0,False,
2,299,4,False,False,1,6336.243714743868,-3939.1201171875,1044.9300537109375,591.739990234375,10524.69970703125,13152.7001953125,4324.800109863281,-2103.300018310547,-1338.0000305175781,-4829.599914550781,1.0,-0.049280913187190405,-0.40923977673624895,-3.1214597695860875,2171731167940764173,ellcryse29,14.0,-4041.260009765625,905.9099731445312,529.4600219726562,3925.4000854492188,11369.599609375,6345.8001708984375,-1674.1999816894531,143.00000190734863,-281.299991607666,255.0,7.0,,0.4774348268535223,1.5745659952007487,1.5708059278421889,True,7,6,242.4332473483137,True,False,,5286497341037460591,STR_Valevlk,13.0,-1482.3499755859375,-1916.43994140625,17.010000228881836,3967.9998779296875,16764.69970703125,1.8000000715255737,0.5999999865889549,2.5,-573.4000015258789,255.0,128.0,,-0.009571623151271325,1.8374884941814589,2.4661080458080238e-05,True,142.0,False,False,False,False,,enpitsu,76561198039309853,26.0,3824.469970703125,1798.6600341796875,17.06999969482422,-4818.999938964844,22488.9990234375,-134.0999984741211,-181.00000381469727,683.7999725341797,-40.900001525878906,255.0,128.0,,-0.024744995781679043,1.3570037922691498,-0.021924431717146968,True,166.67507096003462,True,4,4,False,,games5425898691,bf81d8692db,24.0,-3247.3701171875,4792.5400390625,516.1599731445312,8472.19970703125,8472.7001953125,-1667.5,-556.1999893188477,547.0999908447266,0.7000000029802322,255.0,18.0,,-0.11628794240592052,2.3465800257180227,1.5719870822093365,True,4,4,False,255.0,False,
3,347,6,True,True,0,8935.41944459638,2147.06005859375,-3261.280029296875,355.1400146484375,-8437.80029296875,31566.8994140625,3994.89990234375,5854.000244140625,-912.9000091552734,946.9000244140625,0.0,0.9962838869024706,-2.995488544091151,2.801542295183203,bf81d8692db,games5425898691,24.0,2169.89990234375,-3516.860107421875,264.42999267578125,-4010.4000854492188,22370.50048828125,3531.7999267578125,-5027.5,-252.90000915527344,316.00000381469727,255.0,137.0,,-0.785322821857154,1.4939968647129247,0.3419979655673898,True,6,5,180.76133334252137,True,False,,76561198039309853,enpitsu,26.0,-1681.4200439453125,-4623.58984375,17.049999237060547,20727.2998046875,-4273.0999755859375,2.5,0.5000000074505806,0.0,1.8000000715255737,255.0,128.0,,0.01676823786671397,-0.20308813816093896,-4.379528499558192e-05,True,255.0,False,4,False,4,,ellcryse29,2171731167940764173,11.0,2823.929931640625,-3559.489990234375,193.77999877929688,-11118.399658203125,-16226.500244140625,-8145.3997802734375,109.89999771118164,-498.8999938964844,385.2000045776367,255.0,128.0,False,-0.4094378779715671,3.0084005379502687,0.07684610920904143,True,137.0,False,8,6,False,,STR_Valevlk,5286497341037460591,13.0,1097.6600341796875,327.1099853515625,17.010000228881836,1263.499984741211,-6510.999755859375,2.0999999344348907,-0.29999999329447746,2.7000001072883606,1928.3999633789062,255.0,159.0,,0.00947870214742223,-1.399824865277386,0.00019202680911221617,True,False,False,False,130.0,False,
4,684,9,False,False,1,5164.252399172516,20.329999923706055,50.529998779296875,111.68000030517578,10100.700073242188,22569.89990234375,7721.7999267578125,4598.500061035156,537.2000122070312,-3816.300048828125,1.0,0.027311969154915523,0.12475425534564992,-0.15102204352561518,2171731167940764173,ellcryse29,11.0,-64.7300033569336,-162.07000732421875,17.920000076293945,-2439.499969482422,22561.10107421875,118.19999694824219,64.49999809265137,48.29999923706055,13.300000429153442,255.0,128.0,,-0.01044771298040692,1.45559178012245,0.00806890414557035,True,4,4,41.77320434457512,True,False,,5286497341037460591,STR_Valevlk,12.0,-3000.75,-4156.31005859375,17.0,-2994.2999267578125,-14002.099609375,1.899999976158142,-0.0,0.5999999865889549,3309.4000244140625,255.0,255.0,False,-0.009560885421693846,-1.6027618067227372,2.1434033014457807e-07,True,248.7732043445751,True,False,False,False,,enpitsu,76561198039309853,26.0,35.38999938964844,541.8599853515625,84.25,442.09999084472656,-22880.6005859375,2173.699951171875,5498.900146484375,106.49999618530273,0.0,255.0,128.0,,-0.7124080656497954,-1.590170657276115,2.0576103795965828e-05,True,31.0,False,2,1,False,,games5425898691,bf81d8692db,24.0,-291.7300109863281,5399.2099609375,18.84000015258789,-260.40000915527344,796.8000030517578,28.599998950958252,34.20000076293945,18.700000047683716,1.899999976158142,255.0,128.0,,-0.04354490772831162,-1.8842573673491405,0.008798385027732657,True,4,4,False,116.0,False,
5,686,9,False,False,0,5381.58411464913,-107.45999908447266,-183.5,175.85000610351562,-14433.499755859375,15454.89990234375,9542.60009765625,4435.799865722656,-915.0,3532.2000122070312,0.0,-0.12600857256735162,-0.3084100362050531,-0.36470495283573223,76561198039309853,enpitsu,26.0,-39.09000015258789,-351.0400085449219,96.06999969482422,-442.09999084472656,22910.50048828125,186.10000610351562,-5498.900146484375,-106.40000343322754,0.0,255.0,128.0,,1.3153028177825021,1.5902997399357914,0.0001498096295250084,True,2,1,31.0,False,False,,bf81d8692db,games5425898691,24.0,290.9200134277344,-5396.64013671875,18.799999237060547,-293.6000061035156,912.6000213623047,-26.19999885559082,20.999999046325684,-10.499999523162842,-0.3999999910593033,255.0,128.0,,0.04342370592707517,1.8842163431154793,0.007951638900952964,True,116.0,False,4,False,4,,ellcryse29,2171731167940764173,11.0,84.25,-13.710000038146973,17.65999984741211,1591.6000366210938,-21338.40087890625,142.39999771118164,-110.50000190734863,378.49998474121094,-821.2000274658203,255.0,102.0,,0.011229840261890766,-1.5377310744038484,0.032998724901266735,True,35.535647166672575,True,4,4,False,,STR_Valevlk,5286497341037460591,12.0,3003.330078125,4273.75,17.0,-1799.9000549316406,14005.50048828125,1.4000000059604645,0.19999999552965164,-0.5999999865889549,2913.800048828125,255.0,255.0,False,0.009567379305293245,1.8620259516075017,-3.887982563186402e-05,True,False,False,False,242.53564716667256,True,
6,774,12,False,False,0,2811.8084992886475,-3467.4599609375,4002.52001953125,158.80999755859375,-9700.2001953125,1597.1000671386719,12192.80029296875,-1532.4000549316406,5797.80029296875,190.6999969482422,0.0,0.5663193513802548,0.46586289246479073,-1.7420002574800424,76561198039309853,enpitsu,26.0,-3289.47998046875,4000.929931640625,17.040000915527344,-16891.800537109375,-2190.2999877929688,4.900000095367432,-0.5000000074505806,-0.09999999776482582,2971.0000610351562,255.0,255.0,False,0.01677618536227204,-2.836351390154367,5.326393868663034e-05,True,2,2,255.0,False,False,,bf81d8692db,games5425898691,24.0,-3603.669921875,-2771.75,17.010000228881836,349.00001525878906,22997.2998046875,-0.19999999552965164,0.09999999776482582,3.8999998569488525,-688.3999633789062,255.0,128.0,,0.00960286195211947,1.5120268586689756,3.0682850378343645e-05,True,198.5933075284445,True,4,False,4,,ellcryse29,2171731167940764173,11.0,-4013.389892578125,2093.010009765625,96.91000366210938,-1160.0,21419.3994140625,1169.000015258789,-39.20000076293945,778.7000274658203,87.70000457763672,255.0,128.0,,-0.06932640678773953,1.6361179593509105,0.8266852544660271,True,255.0,False,4,4,False,,STR_Valevlk,5286497341037460591,12.0,-1164.5400390625,4971.77978515625,17.610000610351562,-592.2999954223633,-234.40000534057617,-4.1999998688697815,-14.800000190734863,-5.299999713897705,-7.300000190734863,255.0,128.0,False,0.01786850025489577,-2.7887684581794168,-0.02027533303286534,True,False,False,False,163.0,False,
7,841,15,False,False,1,8488.873822124166,3420.840087890625,-2964.699951171875,443.6099853515625,16358.699951171875,19929.3994140625,2109.2999267578125,4639.89990234375,-1195.5000305175781,677.6000213623047,1.0,-0.04791078940497326,2.8565850462560447,0.726594908118576,5286497341037460591,STR_Valevlk,12.0,3231.52001953125,-3153.580078125,404.80999755859375,16200.30029296875,16296.700439453125,982.9000091552734,4556.099853515625,2544.1000366210938,-1737.5,255.0,126.0,,-0.20490637198537465,2.6571271691239904,3.113464193471054,True,4,False,0.0,True,4,,2171731167940764173,ellcryse29,11.0,1742.949951171875,-4888.43017578125,18.1299991607666,-10870.899658203125,7536.7999267578125,109.20000076293945,-81.19999885559082,22.5,-2171.9000244140625,0.0,1.0,False,-0.001421068981495904,0.7297980882378063,-0.019213879206733803,True,255.0,False,4,False,4,,enpitsu,76561198039309853,26.0,3488.239990234375,-2610.22998046875,197.1999969482422,-3989.2999267578125,-3132.39990234375,3690.10009765625,-1473.8999938964844,1877.5,0.0,255.0,255.0,False,0.8280489174276275,-0.66566114141392,-6.62114510849791e-05,True,204.62991815228617,True,4,3,False,,games5425898691,bf81d8692db,24.0,3483.820068359375,-2709.7900390625,326.7699890136719,289.0999984741211,-22924.7998046875,1835.3999328613281,1879.6000671386719,-1509.4000244140625,-1772.5,255.0,2.0,,0.2844799329466744,-1.110844496929008,0.23334100348060163,True,4,6,False,121.4326537603973,True,
8,842,15,False,False,0,3343.0191548819203,-3456.81005859375,2991.0400390625,547.8099975585938,-2550.7000732421875,12420.30029296875,18507.19970703125,5296.199951171875,-2503.300018310547,-1297.2000122070312,0.0,0.2775223758936103,-2.9907325653361068,0.451165027727095,bf81d8692db,games5425898691,24.0,-3495.010009765625,2922.580078125,332.2200012207031,-14464.69970703125,6596.6998291015625,-1334.6000671386719,1735.8999633789062,-5180.9002685546875,627.7000045776367,255.0,0.0,,-0.3643045497615635,1.1626176397146677,0.02921240598749939,True,6,4,118.25341090592005,True,False,,76561198039309853,enpitsu,26.0,-3454.260009765625,2636.909912109375,226.5399932861328,4089.5999145507812,3211.300048828125,3292.60009765625,701.2000274658203,-1684.1999816894531,359.90001678466797,255.0,255.0,False,-1.0007078901585216,0.7078036110457461,-0.034544206836685715,True,203.0,False,3,False,4,,ellcryse29,2171731167940764173,11.0,-1742.949951171875,4888.43017578125,18.1299991607666,10870.899658203125,-7536.7999267578125,109.20000076293945,81.19999885559082,-22.5,-2171.9000244140625,0.0,1.0,False,0.001421068981495904,-0.7297980882378063,-0.019213879206733803,True,255.0,False,4,4,False,,STR_Valevlk,5286497341037460591,12.0,-3353.610107421875,3026.429931640625,401.95001220703125,-13595.999755859375,-14530.899658203125,-1309.2999267578125,2459.2999267578125,-3920.0,2947.7999877929688,255.0,43.0,,0.4780068936650417,-2.523567495831553,-3.0429591082753458,True,False,4,4,0.0,False,
9,908,17,False,False,1,9337.945757840254,2459.39990234375,-4066.139892578125,175.4499969482422,25056.8994140625,12183.800048828125,7520.8001708984375,-223.70000839233398,-5981.500244140625,-414.1999816894531,1.0,-0.78850822437376,-2.302628612799765,-0.7211627781087148,2171731167940764173,ellcryse29,11.0,2272.639892578125,-4153.18017578125,161.0,18425.999755859375,7802.80029296875,2765.7000732421875,-894.3000030517578,4370.0,-591.6999816894531,255.0,129.0,False,0.05749491565078016,2.9394878819225307,0.02417373877331587,True,6,5,164.09355686556907,True,False,,5286497341037460591,STR_Valevlk,12.0,3412.5,-4097.6298828125,17.010000228881836,-8207.000122070312,-8310.800170898438,2.199999988079071,0.09999999776482582,-0.0,-2389.199981689453,255.0,0.0,False,-0.009511183128377796,-0.7312825502590239,7.888251042232718e-06,True,0.0,False,False,4,4,,enpitsu,76561198039309853,26.0,1970.969970703125,-4341.2900390625,65.58999633789062,-18723.900146484375,-1683.0000305175781,2758.3999633789062,-2032.2999572753906,-4953.299865722656,-1258.3000183105469,255.0,0.0,False,-0.14322898260487443,-0.33509206114196055,0.06993220020785418,True,135.0,False,6,5,False,,games5425898691,bf81d8692db,24.0,3722.7099609375,-3215.56005859375,17.0,-2822.2000122070312,9032.39990234375,3.400000035762787,-0.0,0.29999999329447746,66.90000057220459,255.0,128.0,,-0.009532261516714692,1.2597070912758657,-6.521084913732096e-05,True,4,6,False,96.0,False,
