,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect
0,178,0,False,True,1,5202.60726012125,0.44999998807907104,15.050000190734863,98.9800033569336,-1673.3999633789062,26328.00048828125,8716.199951171875,5997.2998046875,-179.40000534057617,-3.100000023841858,1.0,-0.0020963422449654856,0.0001004959814867542,-0.07009855345199473,76561198039309853,enpitsu,25.0,16.68000030517578,-132.82000732421875,16.010000228881836,578.8000106811523,19462.39990234375,-905.9999847412109,427.20001220703125,-2746.9000244140625,2534.7000122070312,255.0,128.0,,-0.013246478667770914,1.5797840188181949,-0.02362808813388938,True,8.0,False,False,False,False,,bf81d8692db,games5425898691,20.0,-0.0,-5479.490234375,21.969999313354492,-0.0,1358.699951171875,-52.60000228881836,0.19999999552965164,-0.0,0.0,255.0,,,-0.04892479526682535,1.5707077509653056,9.79880999072383e-06,True,116.0,False,False,False,False,,FLIcKeD-_-R6,9084190925535379069,8.0,-0.0,4186.77978515625,17.010000228881836,-0.0,-8207.000122070312,2.7000001072883606,-0.09999999776482582,-0.0,0.0,255.0,,,-0.009529149764070306,-1.5707884791259306,-3.775419120473736e-08,,116.0,False,False,False,False,,ryanmufc1234567,4117801545521651574,13.0,138.9499969482422,481.2099914550781,78.52999877929688,2455.7000732421875,-17619.200439453125,-3970.4000854492188,-1362.8999328613281,371.30001068115234,-2045.3999328613281,255.0,3.0,,-0.00476158080720606,-1.546774547809249,0.4804817001367924,True,31.0,False,4,False,4,
1,482,2,False,False,0,5192.286947324618,-27.229999542236328,20.90999984741211,102.05000305175781,-21878.5009765625,14890.699462890625,6922.19970703125,4040.7000732421875,3912.60009765625,877.0999908447266,0.0,0.06467597422346733,0.016828958576328608,0.06792755610424947,4117801545521651574,ryanmufc1234567,11.0,187.92999267578125,-146.8300018310547,20.469999313354492,-13626.300048828125,17614.7998046875,-1572.8999328613281,-288.99999618530273,-4444.599914550781,1386.9000244140625,255.0,255.0,,-0.06103429162806012,2.1925100695757624,0.07204249594094322,True,0.0,False,4,False,4,,9084190925535379069,FLIcKeD-_-R6,8.0,-1700.43994140625,-4387.009765625,17.010000228881836,-14452.900390625,919.8000335693359,2.5999999046325684,-3.3000001311302185,0.29999999329447746,-991.9999694824219,255.0,128.0,False,0.009607946043255761,3.0098253319045716,0.00017165270620046386,False,0.0,False,False,False,False,,enpitsu,76561198039309853,25.0,0.0,4863.83984375,17.049999237060547,0.0,671.6000366210938,3.1999999284744263,-0.5000000074505806,0.0,0.0,255.0,,,0.016304316885244547,-1.5708216172347296,-2.0549052440886796e-07,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,20.0,-151.49000549316406,646.4500122070312,49.15999984741211,1816.1000061035156,-17827.80029296875,3537.3001098632812,521.6999816894531,-4.900000095367432,-1042.3999786376953,128.0,128.0,,0.02278085438801816,-1.5986247588832083,0.00030870016870349326,True,0.0,False,False,False,4,
2,565,5,False,False,1,9083.805076673574,2700.050048828125,-3762.860107421875,150.00999450683594,17353.199462890625,3885.8999633789062,2929.4000244140625,1126.9999694824219,2306.0000610351562,-5423.2000732421875,1.0,-0.45436736868172356,-1.5875506261486756,-2.620036784560333,76561198039309853,enpitsu,25.0,2527.699951171875,-3826.5,121.72000122070312,7984.5001220703125,537.400016784668,1804.6000671386719,825.9999847412109,-3408.900146484375,3108.3999633789062,128.0,0.0,,0.07462415737972439,2.9199102600187743,0.005243265501949165,True,116.0,False,2,False,False,,bf81d8692db,games5425898691,20.0,-2605.010009765625,1283.72998046875,17.0,-11993.199462890625,-13894.7998046875,3.8999998569488525,-0.19999999552965164,-0.09999999776482582,0.0,255.0,128.0,,-0.009603911804216101,-0.858729018608018,-4.6937257845981574e-05,True,0.0,False,4,False,4,,FLIcKeD-_-R6,9084190925535379069,7.0,2847.949951171875,847.4000244140625,17.010000228881836,-13909.300537109375,-331.1000061035156,2.800000011920929,0.09999999776482582,0.09999999776482582,-2189.9000549316406,255.0,0.0,False,-0.00958913189366446,0.043372773380144225,1.3253387599339043e-05,True,192.0,False,False,False,False,,ryanmufc1234567,4117801545521651574,11.0,3639.419921875,-345.3999938964844,17.010000228881836,428.8999938964844,-8203.400268554688,3.100000023841858,1.0000000149011612,-0.0,-1815.5000305175781,66.0,0.0,,-0.00986491254319079,-1.5672533425917181,2.8301083757147003e-05,True,255.0,False,4,False,4,
3,636,7,False,False,0,3095.695837483191,-2923.469970703125,2800.6201171875,734.6699829101562,8514.400024414062,14700.10009765625,8097.60009765625,3065.8999633789062,-990.4000091552734,-5061.499938964844,0.0,-0.6281381678588329,-1.4326489558326472,2.793032806733787,4117801545521651574,ryanmufc1234567,11.0,-2990.639892578125,2639.830078125,588.8400268554688,6172.60009765625,11716.700439453125,5542.7001953125,2473.9999389648438,1292.2000122070312,4738.999938964844,47.0,0.0,,-0.978482219828873,0.49165876998197494,-1.4087986827445431,True,142.2995612441852,True,6,4,4,,9084190925535379069,FLIcKeD-_-R6,8.0,-2715.919921875,-145.77999877929688,17.010000228881836,8055.999755859375,17466.8994140625,2.5,-0.09999999776482582,-0.5999999865889549,-0.09999999776482582,255.0,128.0,,0.009604169931972883,1.1386265323593063,5.5436105887099316e-05,True,121.0,False,False,False,False,,enpitsu,76561198039309853,25.0,-3096.3701171875,4175.02978515625,17.059999465942383,9211.799926757812,-3318.5000610351562,-2.0000000298023224,-0.3999999910593033,0.5999999865889549,2400.500030517578,255.0,255.0,False,0.016712386711527503,-0.3143266004415554,2.2591142742959547e-05,True,225.3105547299949,True,2,False,False,,games5425898691,bf81d8692db,20.0,3385.7900390625,3684.179931640625,17.0,-8346.599731445312,21062.5,4.000000059604645,0.0,0.19999999552965164,1688.3000183105469,255.0,255.0,,0.009589138004990588,1.998698259641746,0.0001004055276052952,True,216.0,False,4,False,4,
4,717,10,False,False,1,9018.017877799226,1063.0799560546875,-3876.469970703125,272.19000244140625,22165.6005859375,25635.10009765625,-3976.7999267578125,-1957.7999877929688,29.100000858306885,5671.400146484375,1.0,-0.04020929099276777,2.8846751918974007,1.1813437036718843,bf81d8692db,games5425898691,20.0,919.280029296875,-4007.93994140625,253.3300018310547,19252.5,5880.7000732421875,-427.09999084472656,-2318.6000061035156,4256.499938964844,2599.1000366210938,255.0,179.0,,-0.6152577938993707,2.73059554891574,0.23054629221505213,True,192.14264953520993,True,6,False,5,,76561198039309853,enpitsu,25.0,609.1099853515625,-5125.3701171875,90.37000274658203,-5407.7001953125,-320.8000183105469,129.89999771118164,4383.2000732421875,-1091.9000244140625,-622.9999923706055,128.0,0.0,False,-1.1207995517468885,0.3109739430135397,0.8393139262735668,True,221.0,False,2,False,False,,FLIcKeD-_-R6,9084190925535379069,8.0,1361.8699951171875,-3359.830078125,17.010000228881836,8102.0001220703125,-9724.099731445312,3.1999999284744263,-0.29999999329447746,0.5000000074505806,3087.0001220703125,255.0,248.0,False,-0.00956048829254164,-2.454607147846536,5.82991697109846e-05,True,148.87766035397848,True,False,False,False,,ryanmufc1234567,4117801545521651574,11.0,1897.969970703125,-4965.85009765625,16.920000076293945,3394.5001220703125,8986.199951171875,-1572.2000122070312,3848.9999389648438,-607.599983215332,101.49999618530273,255.0,128.0,,-0.049209151938120074,1.8997392000904774,-0.028499598931571824,True,84.0,False,4,4,6,
5,858,15,False,True,1,2381.039745460609,3147.610107421875,4365.66015625,221.2899932861328,-12465.6005859375,3311.7001342773438,9537.2998046875,-2068.5000610351562,4047.6998901367188,3916.199951171875,1.0,-0.9844831881227227,0.6456952767042233,-2.094706021847128,bf81d8692db,games5425898691,20.0,3187.889892578125,4459.43994140625,91.1500015258789,-15364.3994140625,15038.800048828125,381.1000061035156,3671.0000610351562,-2165.500030517578,2415.399932861328,255.0,255.0,,-0.27659033350847567,0.8800324019987767,-1.112373019698042,True,71.0,False,8,False,7,,76561198039309853,enpitsu,25.0,-0.30000001192092896,1889.510009765625,17.059999465942383,-2399.2999267578125,17664.7998046875,1.899999976158142,-0.7000000029802322,-0.0,0.09999999776482582,0.0,128.0,False,-0.016785771103336355,1.4357733145165097,-1.207833526247122e-05,True,224.0,False,2,False,False,,FLIcKeD-_-R6,9084190925535379069,7.0,2672.010009765625,5096.8798828125,374.5799865722656,-10932.900390625,1082.5,4107.39990234375,-113.59999656677246,51.70000076293945,1167.300033569336,255.0,128.0,False,0.374771138362595,0.11324855838447441,-1.5659160749145427,True,255.0,False,4,4,False,,ryanmufc1234567,4117801545521651574,11.0,-410.7799987792969,4227.509765625,17.010000228881836,3761.400146484375,10726.400146484375,2.7000001072883606,1.0000000149011612,3.400000035762787,-1636.4999389648438,128.0,105.0,,-0.009631596116205133,1.9734904731118628,3.525800490293995e-05,True,79.0,False,8,4,10,
6,906,17,False,False,0,10055.762728712432,-1026.18994140625,-4914.919921875,865.0999755859375,11515.899658203125,6479.0997314453125,-625.9000015258789,1289.7000122070312,-3638.9999389648438,-748.3000183105469,0.0,-0.08364156936750093,-3.036801509331662,3.027078909264704,9084190925535379069,FLIcKeD-_-R6,7.0,-1135.3900146484375,-5073.33984375,819.9000244140625,6789.89990234375,3687.2000122070312,298.799991607666,-37.59999990463257,2374.499969482422,418.80001068115234,255.0,203.0,,-0.06656355895338081,-0.0005855671594122014,-1.5701752436681968,True,255.0,False,5,False,4,,4117801545521651574,ryanmufc1234567,11.0,141.97999572753906,-4685.330078125,309.67999267578125,-21.80000066757202,-21.30000114440918,114.0999984741211,993.3000183105469,-1141.9000244140625,0.0,128.0,128.0,,-0.9067572281931702,-2.42560904600932,-0.00012815790807416558,True,79.0,False,12,6,8,,enpitsu,76561198039309853,25.0,23.229999542236328,-3309.5400390625,17.059999465942383,-392.79998779296875,-4005.1998901367188,1.899999976158142,0.09999999776482582,0.0,-1.2999999523162842,128.0,128.0,,0.016851294386380028,-1.6689029191518896,5.340260886186884e-06,True,224.0,False,2,False,False,,games5425898691,bf81d8692db,20.0,-869.3499755859375,-5041.02001953125,252.99000549316406,13147.7001953125,205.59999465942383,-3304.1000366210938,38.29999923706055,158.50000381469727,472.20001220703125,255.0,128.0,,0.23896096417592969,0.290841342605863,-0.2777258964569857,True,71.0,False,8,False,8,
7,932,18,False,False,0,9490.498158286435,55.400001525878906,-4302.68994140625,516.3900146484375,18020.999755859375,17186.300048828125,-3621.300048828125,-2359.600067138672,-2056.199951171875,603.8000106811523,0.0,-0.5539129137415059,0.5355932706375773,0.10803872356937919,9084190925535379069,FLIcKeD-_-R6,7.0,-100.83000183105469,-4474.52001953125,468.44000244140625,16560.30029296875,10585.899658203125,-415.40000915527344,-3590.5999755859375,2939.7000122070312,2952.0999145507812,255.0,242.0,False,1.5514450780758255,3.0574050903984906,2.1159324777321253,True,182.9662537318404,True,6,False,5,,4117801545521651574,ryanmufc1234567,11.0,139.52999877929688,-4687.31005859375,60.90999984741211,-117.5,55.300002098083496,-3449.2999267578125,-2736.400146484375,-4750.7000732421875,437.99999237060547,128.0,128.0,,-0.07041889373890177,-2.4325788675507494,0.21667647848384203,True,79.0,False,12,6,8,,enpitsu,76561198039309853,25.0,163.88999938964844,-3798.93994140625,139.75,4315.299987792969,-8833.200073242188,3874.5001220703125,-1770.2999877929688,-1043.0000305175781,-325.29998779296875,255.0,128.0,,-0.39238274250283006,-1.1005400942520318,0.00752867224342908,True,184.0,False,4,False,False,,games5425898691,bf81d8692db,20.0,231.2100067138672,-4674.5,13.300000190734863,9182.899780273438,8490.900268554688,-157.5,1870.2999877929688,-677.6000213623047,319.7999954223633,255.0,124.0,,0.04429028519752674,0.7579770214133111,-0.13854043812801078,True,71.0,False,8,False,8,
8,1076,23,False,True,0,5574.930646676401,3530.280029296875,1750.6199951171875,93.25,-14638.299560546875,14865.6005859375,706.9000244140625,-5252.60009765625,1207.0999908447266,-2636.6000366210938,0.0,0.6568318556515967,-2.2176737622887126,1.827555083238699,9084190925535379069,FLIcKeD-_-R6,7.0,3710.7099609375,1646.510009765625,15.609999656677246,-10742.900390625,10906.199951171875,232.00000762939453,-183.99999618530273,153.80000114440918,532.2000122070312,255.0,128.0,False,0.008174344263281605,2.398787362163196,-0.015417273356524227,True,117.6871055633791,True,6,False,6,,4117801545521651574,ryanmufc1234567,11.0,2403.72998046875,-361.32000732421875,15.760000228881836,-8206.599731445312,19250.0,-11.299999952316284,-86.30000114440918,-1.0000000149011612,-212.09999084472656,248.0,162.0,,0.015822211527430637,1.9410881971852916,-0.004077054345397665,True,255.0,False,14,6,10,,enpitsu,76561198039309853,25.0,1842.3599853515625,-1915.800048828125,17.020000457763672,447.5,22995.6005859375,3.100000023841858,0.0,0.3999999910593033,-1999.1999816894531,255.0,128.0,False,0.0167706824892041,1.477280642721571,-4.392329117359646e-05,True,42.04315724680501,True,4,2,False,,games5425898691,bf81d8692db,20.0,2990.35009765625,4515.18994140625,17.010000228881836,-9744.199829101562,6743.699951171875,2.5999999046325684,1.2999999523162842,-0.5999999865889549,793.6000061035156,128.0,137.0,,0.009650512587726763,2.585172951468904,-0.00013622549532908194,True,255.0,False,10,False,10,
9,1104,24,False,True,0,3611.6937256072574,2141.610107421875,3186.219970703125,93.12999725341797,-12533.399658203125,13221.300048828125,0.0,-5224.6002197265625,-2575.8999633789062,-1437.7999877929688,0.0,0.35438561239894945,-1.5757549702759914,1.5869598046862368,9084190925535379069,FLIcKeD-_-R6,7.0,2294.820068359375,2992.0,104.31999969482422,-15232.099609375,14222.5,1872.2000122070312,-366.19998931884766,-406.89998626708984,180.6999969482422,255.0,128.0,False,0.17960639450452737,2.4606483601246536,0.0018189224029700544,True,73.0,False,8,False,6,,4117801545521651574,ryanmufc1234567,11.0,1165.43994140625,1108.06005859375,17.010000228881836,-19028.599853515625,3925.7000732421875,2.5999999046325684,-0.09999999776482582,0.0,516.5999984741211,248.0,133.0,,0.009581385920619214,2.9813055682060052,-0.00017960721757270703,True,255.0,False,14,6,10,,enpitsu,76561198039309853,25.0,2012.0899658203125,293.19000244140625,17.040000915527344,-10931.600341796875,20085.10009765625,4.399999976158142,-0.3999999910593033,0.7000000029802322,112.60000228881836,255.0,128.0,False,0.01677227436484306,2.08084673957875,-9.801095310253184e-05,True,18.0,False,4,2,False,,games5425898691,bf81d8692db,20.0,1806.1500244140625,4247.8798828125,17.010000228881836,-8653.599853515625,-14490.2001953125,0.19999999552965164,0.5000000074505806,1.0000000149011612,989.3000030517578,255.0,174.0,,0.009600106230186735,-2.0577069704770268,-0.00012045647576380211,True,220.72978075858086,True,10,False,10,33.0
