,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
0,170,0,False,False,1,5222.631964525115,37.209999084472656,-11.539999961853027,94.12000274658203,14652.19970703125,-8098.0999755859375,1200.5000305175781,-495.0,150.50000190734863,5977.60009765625,1.0,0.10367518239258056,-0.21274839670982773,0.10551208051419429,76561198128727534,[Angry] Perroquinho,6.0,-53.7400016784668,-172.08999633789062,68.91999816894531,13332.900390625,18539.000244140625,2708.2000732421875,-2653.5000610351562,3913.2998657226562,-1023.0999755859375,233.0,23.0,,-0.12022111283889687,1.9637564341874068,0.029849158283136386,True,4,3,False,0.0,False,,b30c9cc8e54b44fe9f087b2377e37385,Cheese 4 life,10.0,-3.490000009536743,-1963.239990234375,17.010000228881836,-1299.1999816894531,12264.49951171875,2.0999999344348907,0.09999999776482582,-0.09999999776482582,-1506.4999389648438,255.0,31.0,,-0.009536312884198407,1.4708564683300718,-0.00021058169435234333,True,116.0,False,4,False,4,,enpitsu,76561198039309853,29.0,15.569999694824219,3845.1298828125,17.049999237060547,243.4000015258789,-9278.099975585938,2.5999999046325684,0.19999999552965164,0.7000000029802322,-10.199999809265137,255.0,128.0,,-0.016648107583027635,-1.5956449782091082,6.182213494245259e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,17.0,-17.65999984741211,108.22000122070312,100.80000305175781,-8347.19970703125,-5521.9000244140625,1502.7999877929688,-394.39998626708984,-593.4000015258789,5453.599853515625,128.0,128.0,-1.411045777932822,2.091545433778978,2.4421178511348094,True,3,0.0,False,False,4,,
1,246,2,False,False,1,5246.837538244946,3889.760009765625,831.0900268554688,100.97000122070312,8667.5,1944.4999694824219,2910.8999633789062,-1203.3999633789062,5867.8997802734375,-345.2000045776367,1.0,1.031059945107861,0.25594178767016973,-1.0506054429127614,b30c9cc8e54b44fe9f087b2377e37385,Cheese 4 life,10.0,4024.2900390625,538.3300170898438,100.51000213623047,6803.599853515625,16719.100341796875,8295.0,-1839.7000122070312,-4674.2999267578125,1811.3999938964844,255.0,255.0,True,0.39372005787856823,1.9138076278341354,-0.7988637666746421,True,4,4,False,255.0,False,,76561198128727534,[Angry] Perroquinho,6.0,2519.360107421875,-746.2000122070312,73.83000183105469,4021.9000244140625,-17857.2998046875,2751.400146484375,5424.6002197265625,674.4999694824219,-606.3999938964844,228.0,131.0,,-0.19764693084820867,-1.6518284022679728,-0.005190074833001876,True,0.0,False,6,False,5,,enpitsu,76561198039309853,29.0,3900.72998046875,1050.1099853515625,48.7599983215332,15565.0,-16352.2998046875,3370.0,-106.09999656677246,-633.6000061035156,-3282.5,255.0,0.0,,-0.012238647444902577,-2.147190007476776,0.00437621482254283,True,0.0,False,2,False,2,,games5425898691,bf81d8692db,17.0,-2877.639892578125,-76.44999694824219,85.19999694824219,-16415.0,3208.900146484375,-652.6999664306641,-855.5999755859375,-4229.100036621094,-2.800000011920929,128.0,128.0,1.1469342022539513,0.19804651429096715,-0.0018350401569264046,True,6,0.0,False,False,6,,
2,247,2,False,False,0,6682.875338242963,-3913.449951171875,-822.8699951171875,115.36000061035156,241.90000534057617,25805.90087890625,8729.000244140625,2049.2999267578125,-5522.0001220703125,-1143.3999633789062,0.0,-1.2066219844130626,-0.542664346183577,-0.7565987968036262,76561198039309853,enpitsu,29.0,-3946.0,-994.239990234375,61.13999938964844,-9662.2998046875,17781.700439453125,3487.0999145507812,2936.6000366210938,3296.400146484375,-1703.6000061035156,255.0,0.0,,-0.08301135308199827,2.018807192454886,0.09537502788139428,True,2,2,False,0.0,False,,bf81d8692db,games5425898691,17.0,2877.639892578125,76.44999694824219,85.19999694824219,16415.0,-3208.900146484375,-652.6999664306641,855.5999755859375,4229.100036621094,-2.800000011920929,128.0,128.0,,-1.1469342022539513,-0.19804651429096715,-0.0018350401569264046,True,0.0,False,6,False,6,,Cheese 4 life,b30c9cc8e54b44fe9f087b2377e37385,10.0,-4041.169921875,-594.6300048828125,130.25,-3637.5,-16969.7998046875,9552.5,2053.0999755859375,4434.200134277344,1996.9000244140625,255.0,255.0,True,-0.37058188994589664,-1.7839197309638977,-0.9724067822641591,True,255.0,False,4,False,5,,[Angry] Perroquinho,76561198128727534,6.0,-2519.360107421875,746.2000122070312,73.83000183105469,-4021.9000244140625,17857.2998046875,2751.400146484375,-5424.6002197265625,-674.4999694824219,-606.3999938964844,228.0,131.0,0.19764693084820867,1.6518284022679728,-0.005190074833001876,True,5,0.0,False,False,6,,
3,329,5,False,False,1,10039.694425569707,2450.489990234375,-4778.6201171875,142.89999389648438,-2363.2000732421875,8256.199951171875,6160.30029296875,2697.9000854492188,-4075.7998657226562,3479.5999145507812,1.0,-0.08032681029403005,-0.07108278718058007,-2.00311722521408,76561198128727534,[Angry] Perroquinho,6.0,2367.320068359375,-4913.27001953125,71.91999816894531,-213.79999160766602,2875.2999877929688,3225.7000732421875,-1319.9000549316406,2715.8999633789062,-2381.0000610351562,109.0,0.0,,0.0765659509017992,0.15765343918284375,0.018555484471624552,True,8,7,False,255.0,False,,b30c9cc8e54b44fe9f087b2377e37385,Cheese 4 life,10.0,1669.1300048828125,-2226.139892578125,17.010000228881836,-7721.300048828125,-20905.6005859375,3.400000035762787,3.4999999403953552,6.3999998569488525,753.8999938964844,255.0,179.0,False,-0.009498689201359,-1.2349722232034683,0.00047922741798044413,True,211.0,False,8,False,6,23.0,enpitsu,76561198039309853,29.0,2258.68994140625,-3683.68994140625,17.049999237060547,-13867.2998046875,-8361.799926757812,2.5999999046325684,1.5000000596046448,-2.5999999046325684,22.799999713897705,128.0,128.0,,-0.017127896129392656,-0.5452429412741187,-1.2034738272113137e-05,True,7.0,False,2,False,2,,games5425898691,bf81d8692db,18.0,-3164.179931640625,211.11000061035156,16.989999771118164,11924.89990234375,-15104.49951171875,2.199999988079071,-0.0,0.5000000074505806,-0.09999999776482582,255.0,128.0,-0.009566412370581381,-2.2390652211270767,3.40270237990292e-05,True,6,192.41681723184482,True,False,6,,
4,403,8,False,False,0,2387.8470579647424,-1809.699951171875,2933.8798828125,234.86000061035156,4202.699890136719,17319.49951171875,8769.89990234375,3433.5000610351562,4184.2999267578125,-2588.800048828125,0.0,-1.1380519441656498,1.2443136040494254,1.6929324457999506,bf81d8692db,games5425898691,18.0,-1900.4000244140625,2761.489990234375,144.50999450683594,-16426.8994140625,13112.2998046875,2092.2999572753906,-1391.4999389648438,2672.0001220703125,-4416.600036621094,255.0,0.0,,0.3111167314227226,1.4269345971427323,0.020536008979327884,True,8,6,False,157.0,False,,76561198039309853,enpitsu,29.0,-3394.81005859375,4558.6298828125,101.44999694824219,-6754.4000244140625,-3947.3001098632812,2389.2999267578125,2194.600067138672,-371.5999984741211,1302.2999572753906,255.0,128.0,False,-0.34140238547296453,-2.656892109499804,-0.7895914294105336,True,37.0,False,2,False,2,,Cheese 4 life,b30c9cc8e54b44fe9f087b2377e37385,10.0,-1910.1199951171875,2956.360107421875,73.66999816894531,13855.30029296875,-10257.80029296875,3051.099853515625,1336.6000366210938,2247.2999572753906,1621.6999816894531,255.0,102.0,False,0.05578602503895377,-0.3389497231085708,0.0053172118541631045,False,211.0,False,7,False,10,,[Angry] Perroquinho,76561198128727534,6.0,-1888.239990234375,3953.030029296875,16.989999771118164,8272.2998046875,-7972.1002197265625,4.900000095367432,-0.5999999865889549,0.5999999865889549,2286.300048828125,226.0,254.0,0.009562745054536746,-0.7163762692472725,7.81838759872608e-05,True,8,156.0,False,False,8,,
5,474,11,False,False,1,8844.805716431727,1013.8900146484375,-3704.02001953125,159.4600067138672,8725.900268554688,-3825.1998901367188,5458.4002685546875,-4318.900146484375,-1121.9000244140625,4010.8999633789062,1.0,0.2804937843281602,0.2281552921774801,3.0794449252664644,76561198128727534,[Angry] Perroquinho,6.0,926.47998046875,-3625.18994140625,47.09000015258789,6836.500244140625,-1529.7000122070312,1903.800048828125,4695.4998779296875,2097.2000122070312,-1950.0999450683594,232.0,0.0,False,-0.06187663548443802,-2.65679643074301,0.043198554936094404,True,9,8,False,156.0,False,,b30c9cc8e54b44fe9f087b2377e37385,Cheese 4 life,10.0,-805.1400146484375,-2955.110107421875,17.010000228881836,-75.0,-14076.99951171875,1.899999976158142,-0.0,-0.0,935.5000305175781,255.0,175.0,False,-0.009567400868000795,-1.5881245967334015,2.9487452888356013e-05,True,211.0,False,10,False,8,,enpitsu,76561198039309853,29.0,1358.010009765625,-3495.590087890625,120.4800033569336,-21029.3994140625,114.49999809265137,2165.0,-29.600000381469727,-5499.89990234375,-0.19999999552965164,255.0,255.0,False,-0.9216161109795462,0.005539430809343557,-0.00015414842733549718,True,0.0,False,3,False,4,,games5425898691,bf81d8692db,18.0,3734.47998046875,-3003.030029296875,16.950000762939453,-5995.2001953125,10663.00048828125,18.700000047683716,12.999999523162842,-45.900001525878906,1733.8999938964844,255.0,234.0,-0.008924706500471618,1.0307279903546285,0.002763232935889417,True,6,157.0,False,False,8,,
6,534,13,False,False,1,9728.120038412728,2761.639892578125,-4407.5498046875,190.47000122070312,8972.100219726562,12918.800048828125,3785.4000854492188,4768.900146484375,2581.4999389648438,2567.6998901367188,1.0,0.03274679197754635,2.6560790407481965,-0.7652007314550328,76561198128727534,[Angry] Perroquinho,6.0,2666.2099609375,-4614.080078125,110.75,12703.699951171875,7633.2000732421875,3311.7001342773438,-2052.100067138672,-1025.1000213623047,3719.5001220703125,229.0,254.0,False,0.10573988253826885,2.3159810448500098,-0.05389894065586163,True,12,11,False,87.0,False,,b30c9cc8e54b44fe9f087b2377e37385,Cheese 4 life,10.0,951.0700073242188,-5081.72998046875,70.18000030517578,5464.1998291015625,-2705.1998901367188,2333.0999755859375,-4456.199951171875,-315.3000068664551,-509.3000030517578,128.0,128.0,False,0.8608570692232768,-2.771063212625364,-1.0446805965050245,True,211.0,False,10,False,8,,enpitsu,76561198039309853,29.0,-2977.080078125,-4140.9599609375,17.059999465942383,-18251.8994140625,-1748.0999755859375,2.199999988079071,0.29999999329447746,-0.0,-2741.6000366210938,255.0,0.0,False,-0.01678493964446417,0.04770291105208554,-0.00013600099753810233,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,2742.909912109375,-4054.090087890625,133.91000366210938,9566.400146484375,-13535.799560546875,2480.8999633789062,-705.9999847412109,-546.5000152587891,-268.50000381469727,255.0,128.0,0.3982104318054056,-2.1032403223809037,0.018494641115815138,True,6,86.07271410060186,True,False,10,,
7,536,13,False,False,0,2058.0243527570397,-2805.81005859375,4373.1298828125,220.39999389648438,875.1999664306641,19046.800537109375,5835.9002685546875,1843.3999633789062,-2433.300018310547,-5165.30029296875,0.0,0.011404828340485276,-2.635122911082274,-0.4997200425582803,bf81d8692db,games5425898691,18.0,-2807.89990234375,4146.419921875,149.8699951171875,-9888.699951171875,14094.200439453125,2332.4000549316406,39.50000047683716,135.6999969482422,-216.8000030517578,255.0,130.0,,-0.4289673549350819,2.0840423794109952,0.026257265515855704,True,10,6,False,80.12201292796803,True,,76561198039309853,enpitsu,29.0,3126.6298828125,4142.85986328125,17.059999465942383,17532.19970703125,-1232.2000122070312,2.5999999046325684,0.3999999910593033,-0.09999999776482582,-3174.7000122070312,255.0,0.0,False,0.016787397126018518,-0.29765683609916266,-0.00013314983093750077,True,255.0,False,4,False,4,,Cheese 4 life,b30c9cc8e54b44fe9f087b2377e37385,10.0,-985.3800048828125,5095.89990234375,88.83000183105469,-4922.0001220703125,1504.1999816894531,3057.9000854492188,1926.199951171875,-193.60000610351562,649.5999908447266,128.0,128.0,False,-0.90711594298694,2.9805642147053626,-1.267835664196609,True,211.0,False,8,False,10,,[Angry] Perroquinho,76561198128727534,6.0,-2769.5400390625,4556.5400390625,134.60000610351562,-12210.699462890625,-6453.3001708984375,2527.2999572753906,4967.900085449219,2355.0,152.70000457763672,231.0,254.0,0.1712499040146397,-2.1627666820520504,-0.5367511305873883,True,11,87.0,False,False,12,,False
8,537,13,False,False,1,9755.252992156451,2804.320068359375,-4426.77978515625,240.5800018310547,-5088.599853515625,4600.299987792969,11636.500244140625,4278.0999755859375,-635.6000137329102,4158.399963378906,1.0,-0.024420701391288255,2.6517988673254833,-0.4213973206818041,76561198128727534,[Angry] Perroquinho,6.0,2769.5400390625,-4556.5400390625,134.60000610351562,12210.699462890625,6453.3001708984375,2527.2999572753906,-4967.900085449219,-2355.0,152.70000457763672,231.0,254.0,False,-0.1712499040146397,2.1627666820520504,-0.5367511305873883,True,12,11,False,87.0,False,,b30c9cc8e54b44fe9f087b2377e37385,Cheese 4 life,10.0,1024.5999755859375,-5101.97998046875,114.7300033569336,4566.600036621094,-288.0999946594238,3032.39990234375,-1013.8999938964844,655.1999664306641,-1072.6000213623047,128.0,128.0,False,0.8753093071080946,-3.1177358259468617,-1.4794134730149244,True,211.0,False,10,False,8,,enpitsu,76561198039309853,29.0,-3126.6298828125,-4142.85986328125,17.059999465942383,-17532.19970703125,1232.2000122070312,2.5999999046325684,-0.3999999910593033,0.09999999776482582,-3174.7000122070312,255.0,0.0,False,-0.016787397126018518,0.29765683609916266,-0.00013314983093750077,True,251.9730322719902,True,4,False,4,,games5425898691,bf81d8692db,18.0,2882.4599609375,-4237.2900390625,163.24000549316406,13581.99951171875,-15652.5,1819.6000671386719,-1313.0000305175781,4091.099853515625,470.29998779296875,255.0,130.0,0.4732209540834974,-2.176625626968993,-0.14199886794313724,True,7,77.09504519995824,True,False,10,,
9,629,16,False,False,1,8092.377035098431,1161.2099609375,-2948.030029296875,436.3999938964844,-21460.0,18531.500244140625,-896.6000366210938,-878.3999633789062,2756.400146484375,-5256.400146484375,1.0,0.5893822332689904,2.10266020340464,0.0713463732522522,76561198128727534,[Angry] Perroquinho,6.0,1277.1400146484375,-3075.02001953125,323.2099914550781,-22914.49951171875,959.3000030517578,1718.3000183105469,-595.2999877929688,-4767.0001220703125,556.5000152587891,235.0,128.0,,0.6805829450721783,0.2182268706277142,0.22766046773530527,True,14,13,False,0.0,False,,b30c9cc8e54b44fe9f087b2377e37385,Cheese 4 life,10.0,1487.5400390625,-3785.449951171875,17.010000228881836,-11747.80029296875,6553.3001708984375,2.0999999344348907,-0.5999999865889549,0.09999999776482582,1768.5000610351562,255.0,255.0,False,-0.009536774162096603,0.4823625571479006,0.0001264986468494135,True,242.0,False,10,False,8,,enpitsu,76561198039309853,29.0,1043.3599853515625,-2807.530029296875,259.489990234375,17356.300048828125,-13916.700439453125,3769.1000366210938,-601.3000106811523,-705.8999633789062,-124.70000267028809,128.0,128.0,,0.8846383575364247,-2.2689625079056253,0.07408307192397362,True,153.0,False,4,False,6,,games5425898691,bf81d8692db,18.0,2235.949951171875,-5021.27001953125,165.02999877929688,-3801.9000244140625,-1118.3999633789062,-10206.699829101562,198.29999923706055,-408.3000183105469,-261.00000381469727,255.0,128.0,-0.780763263019976,0.15360412263089718,0.8000176563782805,True,8,61.0,False,False,10,,
