,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_double_jump_active,opp_1_dodge_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
0,170,0.0,False,True,1,5144.032689444872,13.630000114440918,72.20999908447266,95.0199966430664,4852.39990234375,29932.900390625,1730.2000427246094,-789.0000152587891,-491.19998931884766,-3357.0001220703125,1.0,-0.01308902223151247,0.08379952362042005,0.019187288463668125,76561197991729862,Disturbed#,7.0,-27.56999969482422,-179.0800018310547,73.76000213623047,5695.0,22114.19921875,2723.3999633789062,-4606.9000244140625,-1242.5,2531.999969482422,255.0,227.0,,-0.14324282046210032,1.880870467367329,-0.025088059709415574,True,0.0,False,3,False,4,,76561198019109092,Rodnehh,6.0,2702.179931640625,-4143.02001953125,17.010000228881836,20202.39990234375,1630.8999633789062,2.3000000417232513,1.4000000059604645,0.09999999776482582,1640.2000427246094,255.0,255.0,True,-0.009588555299718658,3.032912208187055,0.0002244058609558111,True,False,False,11.0,False,False,,enpitsu,76561198039309853,26,-0.0,3198.590087890625,17.049999237060547,-0.0,-12754.49951171875,2.5,0.7999999821186066,-0.0,0.0,255.0,,,-0.016655219889701346,-1.5707740956181773,-2.4391545313337915e-07,True,False,False,False,107.0,False,,games5425898691,bf81d8692db,20.0,167.33999633789062,324.69000244140625,84.69999694824219,-1192.699966430664,-22684.89990234375,2304.7000122070312,5499.6002197265625,-62.5,18.300000429153442,128.0,128.0,-0.7054430272149922,-1.5622423798303822,0.0023063576070377896,True,0.0,False,4,3,False,,
1,171,0.0,False,False,0,5409.66689720695,-13.75,-197.24000549316406,101.73999786376953,15173.00048828125,-13338.399658203125,1180.5999755859375,108.29999923706055,-322.09999084472656,-5990.30029296875,0.0,0.016932716555525012,-0.5683061511487071,0.056635458102559516,bf81d8692db,games5425898691,20.0,-167.33999633789062,-324.69000244140625,84.69999694824219,1192.699966430664,22684.89990234375,2304.7000122070312,-5499.6002197265625,62.5,18.300000429153442,128.0,128.0,,0.7054430272149922,1.5622423798303822,0.0023063576070377896,True,0.0,False,3,False,4,,76561198039309853,enpitsu,26.0,0.0,-3112.840087890625,17.049999237060547,0.0,12940.899658203125,2.5,-0.7999999821186066,0.0,0.0,255.0,0.0,,0.016655219889701346,1.5707740956181773,-2.4391545313337915e-07,True,False,False,107.0,False,False,,Rodnehh,76561198019109092,6,-2702.179931640625,4143.02001953125,17.010000228881836,-20202.39990234375,-1630.8999633789062,2.3000000417232513,-1.4000000059604645,-0.09999999776482582,1640.2000427246094,255.0,255.0,True,0.009588555299718658,-3.032912208187055,0.0002244058609558111,True,False,False,False,11.0,False,,Disturbed#,76561197991729862,7.0,-14.5600004196167,18.40999984741211,96.12000274658203,-5035.4998779296875,-19158.900146484375,2446.999969482422,4058.800048828125,3617.60009765625,829.5999908447266,255.0,255.0,0.3896033671191625,-1.7333176858154604,-0.45358019123611476,True,0.0,False,4,3,False,,
2,226,2.0,False,False,0,8482.224402138418,2672.239990234375,-2555.179931640625,96.20999908447266,13055.6005859375,8637.000122070312,5549.2999267578125,4671.000061035156,306.3999938964844,3753.2000732421875,0.0,-0.5179287628025994,-0.49013285722580935,1.6198195559129045,76561198039309853,enpitsu,27.0,2612.989990234375,-2704.669921875,17.049999237060547,16773.800048828125,5081.600036621094,3.0000001192092896,-0.19999999552965164,-0.19999999552965164,2006.9000244140625,0.0,128.0,,0.01679737316341093,0.3636988636388914,2.2428416797798663e-05,True,58.0,False,False,False,False,,bf81d8692db,games5425898691,20.0,-1280.530029296875,3156.7900390625,17.010000228881836,-17491.700439453125,4335.0,2.3000000417232513,0.3999999910593033,-0.09999999776482582,1954.1000366210938,255.0,255.0,,0.00959356247600981,2.9672307085235072,3.3375582769411644e-05,False,4,False,0.0,False,4,,Rodnehh,76561198019109092,6,-1914.530029296875,3742.47998046875,17.010000228881836,10519.200439453125,8858.900146484375,2.199999988079071,-4.399999976158142,-3.8999998569488525,1453.9999389648438,255.0,128.0,False,0.009582672117866424,0.7523998865170727,0.00010199092421160025,True,False,False,False,255.0,False,,Disturbed#,76561197991729862,7.0,182.49000549316406,-3025.330078125,17.010000228881836,13051.99951171875,-5315.9002685546875,2.0999999344348907,1.0999999940395355,-0.19999999552965164,121.30000114440918,255.0,128.0,0.009583772491099695,-0.37086788672506027,-0.0001456473634194639,True,0.0,False,4,4,False,,
3,279,4.0,False,False,0,7646.363736301828,3400.449951171875,-1185.1400146484375,126.31999969482422,6466.400146484375,15962.80029296875,3836.4999389648438,1883.8999938964844,-5511.5997314453125,1439.6000671386719,0.0,-0.5943653108636647,1.0293272206531976,0.6690987203811196,76561198039309853,enpitsu,27.0,3296.090087890625,-1308.9300537109375,15.800000190734863,4557.60009765625,12926.700439453125,138.100004196167,199.89999771118164,-488.10001373291016,-1940.0999450683594,255.0,255.0,,0.04701464338126582,1.161376046383549,0.027012186860597167,True,,False,False,False,False,,bf81d8692db,games5425898691,20.0,-3160.85009765625,901.530029296875,17.010000228881836,-7769.4000244140625,-14029.69970703125,2.0999999344348907,0.0,0.0,-24.30000066757202,255.0,,,0.009585818810516485,-2.079774354610593,2.9115054387653477e-05,True,4,False,,False,4,,Rodnehh,76561198019109092,6,387.79998779296875,4637.02978515625,17.010000228881836,11433.199462890625,-7560.30029296875,2.3000000417232513,0.3999999910593033,-0.29999999329447746,-2214.2999267578125,238.0,0.0,,0.009577303381172067,-0.6514363136684422,-5.1647501526737005e-05,True,False,False,False,255.0,False,,Disturbed#,76561197991729862,7.0,2121.110107421875,-1867.199951171875,56.20000076293945,7007.2998046875,13945.999755859375,3008.9999389648438,-698.4999847412109,450.40000915527344,-908.1999969482422,255.0,128.0,0.04081203431766048,0.9693615673183359,-3.0266165370600446e-06,True,,False,6,4,False,,
4,320,5.0,False,False,0,6282.358468457962,3786.699951171875,951.8800048828125,168.16000366210938,-608.8999938964844,25667.39990234375,6695.8001708984375,1133.6000061035156,-5879.000244140625,-389.90001678466797,0.0,-0.6457748209219597,-2.5254135034115257,1.299915052730893,76561198039309853,enpitsu,27.0,3828.0,842.0999755859375,66.38999938964844,8862.39990234375,18328.199462890625,4111.499938964844,-3035.10009765625,141.99999809265137,4531.400146484375,255.0,128.0,,0.1403141525892495,2.0371270291384214,0.10817033811654507,True,215.0,False,1,False,2,,bf81d8692db,games5425898691,20.0,-2922.300048828125,-852.3099975585938,17.010000228881836,12991.199951171875,-3944.2001342773438,2.0999999344348907,2.5,-0.9000000357627869,284.6999931335449,255.0,188.0,,0.009596184511222367,-0.2924783184623895,-4.47201426780433e-05,True,4,False,244.0,False,4,,Rodnehh,76561198019109092,6,1831.31005859375,4073.510009765625,17.010000228881836,8687.2998046875,9902.39990234375,2.3000000417232513,0.29999999329447746,0.5000000074505806,-1668.6000061035156,254.0,0.0,,0.009560174123394811,0.8489245726239442,-0.00033859551097175045,True,False,False,False,255.0,False,,Disturbed#,76561197991729862,7.0,3718.669921875,730.6900024414062,16.8799991607666,11566.99951171875,11563.599853515625,22.899999618530273,8.899999856948853,-63.89999866485596,842.0999908447266,255.0,227.0,0.012431708971854272,0.775836982807543,0.0018804242795207667,True,,False,6,6,False,,
5,396,8.0,False,False,1,9915.805325870871,-1653.780029296875,-4442.3701171875,250.2100067138672,21752.2998046875,13200.30029296875,2885.8999633789062,3700.1998901367188,3195.4000854492188,-548.6000061035156,1.0,-0.39259000797316645,2.0630959075309128,-1.1375508974953878,76561198019109092,Rodnehh,6.0,-1748.719970703125,-4568.7001953125,178.97000122070312,16565.400390625,7822.5,2951.9000244140625,1271.9000244140625,5081.000061035156,1677.7999877929688,255.0,34.0,,0.3488762093122403,2.031429401241113,0.6828319132515426,True,226.82175485036703,True,3,False,4,,76561197991729862,Disturbed#,7.0,-2767.739990234375,-4025.199951171875,17.010000228881836,-2513.699951171875,-9097.100219726562,2.0000000298023224,-0.0,0.09999999776482582,55.19999980926514,255.0,128.0,,-0.009533289993272099,-1.3062766950988154,-2.1418821926494368e-05,True,6,False,31.0,False,6,,enpitsu,76561198039309853,26,-2170.75,-4019.159912109375,52.900001525878906,19195.799560546875,-3874.8001098632812,21.600000858306885,-1137.9000091552734,1960.5000305175781,4804.700012207031,255.0,128.0,,-0.2307774034123274,2.0283957100156655,0.16459961379561056,True,False,2,2,185.61412493131488,True,,games5425898691,bf81d8692db,20.0,641.469970703125,-2823.85009765625,17.010000228881836,-11841.800537109375,-16946.700439453125,2.199999988079071,-0.9000000357627869,-1.5000000596046448,-1496.9000244140625,128.0,77.0,-0.00963191466321837,-0.8856681201648452,4.805236714639523e-05,True,175.0,False,4,4,False,,
6,517,12.0,False,False,1,6342.9367114137285,3981.75,-401.75,800.9199829101562,-11276.99951171875,19887.099609375,9468.400268554688,4274.700012207031,1987.8999328613281,3711.400146484375,1.0,-0.7498392890373183,2.730911710749487,-1.7434527395109356,76561198019109092,Rodnehh,6.0,4076.530029296875,-573.4099731445312,665.6300048828125,-2956.7999267578125,20480.50048828125,5177.8997802734375,-1249.5999908447266,3.4999999403953552,0.5000000074505806,255.0,240.0,False,0.24900062663752928,1.5806764483513849,-1.5681451771498864,True,162.08279593785608,True,4,False,5,,76561197991729862,Disturbed#,7.0,3375.260009765625,-3833.64990234375,17.010000228881836,10759.69970703125,15135.10009765625,2.3000000417232513,-0.0,-0.0,1994.6000671386719,255.0,255.0,,-0.009592357248247559,2.114458331078342,3.362219670726736e-06,True,6,False,255.0,False,6,,enpitsu,76561198039309853,26,-474.67999267578125,2090.68994140625,17.049999237060547,5944.7998046875,22190.30029296875,2.5,-0.0,-0.09999999776482582,0.0,255.0,128.0,False,-0.016784418536705394,1.8325606771523475,6.8954124449311085e-06,True,False,2,2,87.0,False,,games5425898691,bf81d8692db,20.0,983.8200073242188,755.2899780273438,50.95000076293945,10826.99951171875,19695.6005859375,-2414.2999267578125,-1667.1000671386719,578.6000061035156,411.50001525878906,255.0,128.0,0.2863717550670669,2.0848859670203623,0.27176605143354976,True,111.0,False,8,8,False,,
7,629,16.0,False,False,0,8945.30628777059,-223.47999572753906,-3779.989990234375,385.1700134277344,3249.2999267578125,16416.199951171875,7564.4000244140625,3667.60009765625,13.200000524520874,162.09999084472656,0.0,0.32668584660343053,0.8329190890139333,-1.6534925293278042,76561198039309853,enpitsu,26.0,-229.2899932861328,-3962.199951171875,234.27000427246094,4609.4000244140625,16245.899658203125,5342.9998779296875,-0.7999999821186066,-1.0999999940395355,-341.6999816894531,128.0,128.0,,0.017228534109128557,1.0455570903538602,0.0026368860303617255,True,19.0,False,2,2,4,,bf81d8692db,games5425898691,21.0,-823.97998046875,-5813.33984375,54.40999984741211,3756.400146484375,-403.1999969482422,-2431.7999267578125,152.39999771118164,-5351.199951171875,1261.1000061035156,255.0,128.0,,0.29179233380884373,-0.042186927673952296,-0.2570892805744598,True,10,False,43.0,False,8,,Rodnehh,76561198019109092,6,-634.5800170898438,-4088.300048828125,17.010000228881836,3609.2001342773438,12509.89990234375,-0.29999999329447746,0.3999999910593033,1.7000000178813934,88.29999923706055,255.0,128.0,False,0.009572429712776699,1.3015118433580144,-9.56387762385091e-05,True,False,6,6,122.14020642670252,True,,Disturbed#,76561197991729862,7.0,-417.42999267578125,-444.010009765625,17.010000228881836,9063.800048828125,-7592.8997802734375,2.3999999463558197,-1.0000000149011612,0.5999999865889549,2232.100067138672,255.0,255.0,0.009571310916658915,-0.6529958893342084,0.0001251625196611517,True,255.0,False,6,6,False,,
8,698,19.0,False,False,0,5196.470585789182,521.5,140.60000610351562,293.8999938964844,-14688.800048828125,8020.5999755859375,23968.1005859375,5101.400146484375,-458.1999969482422,1068.7999725341797,0.0,-0.4931208121834028,-0.7917737159783287,1.4889204678694696,76561198039309853,enpitsu,26.0,522.2100219726562,61.41999816894531,147.85000610351562,-4552.799987792969,20231.99951171875,2715.1998901367188,-3896.199951171875,1169.5999908447266,-3701.4999389648438,255.0,0.0,,0.6202378005462718,1.8101620083099035,0.025224322604665134,True,0.0,False,3,2,6,,bf81d8692db,games5425898691,21.0,-96.06999969482422,-3750.610107421875,17.010000228881836,-2096.199951171875,13868.599853515625,2.0999999344348907,-0.09999999776482582,1.2999999523162842,-535.2000045776367,255.0,119.0,,0.009577141222968941,1.7069777096497933,-4.276659248114597e-05,True,10,False,73.0,False,8,,Rodnehh,76561198019109092,6,-1372.2099609375,845.7000122070312,16.670000076293945,817.0999908447266,22129.89990234375,57.60000228881836,-8.500000238418579,-109.89999771118164,-3.700000047683716,255.0,128.0,False,0.009102227729906029,1.5329557030219358,0.007992782111725048,True,False,8,8,80.0,False,,Disturbed#,76561197991729862,7.0,609.1400146484375,200.55999755859375,110.7699966430664,-1613.9999389648438,-8679.099731445312,2805.10009765625,5215.30029296875,-1746.300048828125,1.5000000596046448,0.0,190.0,-0.7082692656295916,1.7749238885246783,-0.3085452834190575,True,255.0,False,8,7,False,,
9,836,24.0,False,False,0,3532.9414481530466,-3472.60009765625,2722.81005859375,496.6300048828125,12706.300048828125,15644.300537109375,-8274.000244140625,-5736.7999267578125,1509.9000549316406,-899.3000030517578,0.0,0.6014536962820289,0.8552164695143172,1.2831933435625744,bf81d8692db,games5425898691,20.0,-3605.389892578125,2653.300048828125,554.5999755859375,2098.0999755859375,16757.19970703125,2700.4998779296875,-1713.699951171875,2612.5,-2515.2999877929688,255.0,46.0,,0.2323002917022358,1.0864054874746736,0.202095266677609,True,217.47279996513038,True,10,False,14,,76561198039309853,enpitsu,26.0,-3496.639892578125,-1584.1700439453125,80.20999908447266,471.1000061035156,-21323.9990234375,-1344.9000549316406,3068.800048828125,985.5000305175781,83.10000419616699,255.0,,,-0.7271816164681754,-1.2831641356088355,0.034757326760134336,,8,2,,False,6,,Rodnehh,76561198019109092,6,-3362.14990234375,3286.31005859375,129.6300048828125,-6197.1002197265625,-10223.499755859375,3599.5001220703125,-2419.199981689453,1963.6000061035156,62.60000228881836,255.0,179.0,,-0.39269799254553833,-2.2461201593151867,0.009250680317429245,True,False,8,10,229.607750351711,True,,Disturbed#,76561197991729862,7.0,482.4599914550781,4984.85986328125,16.989999771118164,-6939.6002197265625,3081.7999267578125,5.0,1.5000000596046448,-0.5999999865889549,2339.600067138672,255.0,255.0,0.00951854428009072,2.7230478828336246,0.00017897745480209017,True,201.0,False,8,8,False,,
