,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,169,0,False,False,1,5227.92611709709,-26.399999618530273,-5.909999847412109,139.2100067138672,-5725.9002685546875,-14334.200439453125,12002.099609375,-4342.60009765625,-1879.2999267578125,-3688.9999389648438,1.0,-0.23996865399059508,0.03130355038535462,0.35381298056521987,b2740b7555b,kesmo_04,10.0,107.18000030517578,-199.64999389648438,46.20000076293945,-12331.199951171875,15478.900146484375,3469.1000366210938,91.30000114440918,75.70000171661377,243.29999923706055,255.0,248.0,,-0.00679708331523096,0.8935990628025138,1.5596922849500073e-05,True,0.0,False,4,False,False,,bc62ea44a1b,AzuliityZT,9.0,519.0,-3048.179931640625,17.010000228881836,-9751.400146484375,2211.7999267578125,2.0999999344348907,-0.5999999865889549,-0.0,3.1999999284744263,255.0,128.0,False,-0.009530900834207472,0.22248509449168552,-6.038879968370547e-05,True,False,False,False,116.0,False,,enpitsu,76561198039309853,27.0,-55.97999954223633,166.3699951171875,90.05999755859375,12673.1005859375,-19054.3994140625,2172.5999450683594,4700.4998779296875,2855.5999755859375,-17.799999713897705,255.0,128.0,,-0.7355008990273185,-2.113828894690445,-0.002293499673772305,True,2,False,1,0.0,False,,games5425898691,bf81d8692db,24.0,-2739.030029296875,4167.2001953125,17.010000228881836,-16770.6005859375,2875.7000732421875,2.3000000417232513,0.5000000074505806,-0.0,1898.5000610351562,128.0,255.0,,-0.009646237835916829,0.10609666220980522,5.505684581516034e-05,True,False,False,False,0.0,False,
1,170,0,False,False,0,5207.674979185349,61.68000030517578,21.139999389648438,175.99000549316406,13345.6005859375,12609.3994140625,11290.999755859375,3559.89990234375,344.7999954223633,-4817.39990234375,0.0,0.2469446321249645,-0.07296349794612131,0.36924936508950107,76561198039309853,enpitsu,27.0,-6.880000114440918,-92.55000305175781,94.19999694824219,-5176.6998291015625,4449.2999267578125,230.59999465942383,-4084.5001220703125,1466.4999389648438,-3378.699951171875,255.0,128.0,,1.3629511733540827,2.3743638600077817,1.0312192292382214,True,0.0,False,2,1,False,,bf81d8692db,games5425898691,24.0,2877.0400390625,-4178.83984375,17.010000228881836,16324.49951171875,-196.5999984741211,2.3000000417232513,-0.29999999329447746,0.0,1947.7999877929688,128.0,255.0,,0.009632199887571075,0.054522171985037296,4.137988510974143e-05,True,False,False,False,0.0,False,,kesmo_04,b2740b7555b,10.0,-35.81999969482422,139.00999450683594,76.72000122070312,9666.199951171875,3368.9999389648438,3910.0,-5471.9000244140625,176.00000381469727,-525.9999847412109,255.0,255.0,,-0.5935832757242412,-0.9521211585596692,-0.18350850796832838,True,4,False,3,0.0,False,,AzuliityZT,bc62ea44a1b,9.0,-453.8299865722656,3030.219970703125,17.010000228881836,9796.699829101562,-3063.2998657226562,2.3999999463558197,-1.2999999523162842,0.29999999329447746,-1648.699951171875,255.0,0.0,False,0.009532392594467167,-0.2949770747305749,-0.00026540415111128593,True,False,False,False,116.0,False,
2,287,4,False,False,0,3979.7177745226586,2997.719970703125,4317.14013671875,335.7300109863281,-14782.60009765625,21362.7001953125,6218.499755859375,4821.199951171875,-2118.9999389648438,-2875.0,0.0,0.3985586838975804,-1.9785338439717897,-0.3868926765300966,bf81d8692db,games5425898691,24.0,3077.52001953125,4171.490234375,219.36000061035156,-11415.50048828125,19965.799560546875,219.69999313354492,2123.2000732421875,-3827.0999145507812,-3330.8999633789062,255.0,255.0,,-0.42685974116506464,1.8784043842568534,-2.3172601039570893,True,214.2907614605401,True,4,3,False,,76561198039309853,enpitsu,27.0,-4010.22998046875,-727.6199951171875,92.5,1727.5999450683594,-13105.0,-1745.0999450683594,1581.4999389648438,-830.6999969482422,1443.3999633789062,255.0,255.0,,0.1711522545450696,-1.4179449884663078,-0.8001629937544191,True,2,False,2,255.0,False,,kesmo_04,b2740b7555b,10.0,3752.340087890625,1847.760009765625,71.63999938964844,-6049.6002197265625,18581.99951171875,423.80001068115234,-5308.2000732421875,-1438.9999389648438,-42.199997901916504,255.0,,,0.8616777023577148,1.83159335182341,-0.0076434144267581525,,8,False,7,,False,,AzuliityZT,bc62ea44a1b,10.0,2768.340087890625,4608.66015625,143.86000061035156,-997.3000335693359,-2915.10009765625,3412.0999145507812,-3425.1998901367188,330.0,3855.0,0.0,255.0,,-0.46216531950031914,-1.0722804705081221,-0.1600026582827954,True,4,False,False,255.0,False,
3,377,7,False,False,1,7223.272485380791,405.510009765625,-2066.60009765625,137.97000122070312,14010.30029296875,19458.199462890625,6699.2999267578125,4384.5001220703125,-2661.7001342773438,-921.2999725341797,1.0,-0.37969791291419036,0.49115015613890506,0.09894403632050273,b2740b7555b,kesmo_04,10.0,344.9700012207031,-2191.860107421875,16.59000015258789,13017.7001953125,16910.6005859375,3.799999952316284,109.89999771118164,-500.29998779296875,546.1999893188477,255.0,0.0,,0.014191006415286665,2.1650336208410073,-0.02049492951524491,True,0.0,False,8,8,False,,bc62ea44a1b,AzuliityZT,11.0,-426.32000732421875,-4457.2099609375,17.010000228881836,8975.30029296875,1143.0999755859375,2.0999999344348907,1.4000000059604645,-0.5999999865889549,105.79999923706055,255.0,128.0,False,-0.009653304899950789,2.9992371946244183,-0.00013924037965996742,True,False,4,4,121.0,False,,enpitsu,76561198039309853,27.0,1126.1600341796875,187.47000122070312,17.059999465942383,-194.89999771118164,10079.7998046875,2.0999999344348907,-0.0,-0.0,-2389.4000244140625,255.0,0.0,,-0.016679841601392457,1.5977833219037463,1.145221639341609e-05,True,2,False,2,255.0,False,,games5425898691,bf81d8692db,24.0,-2707.469970703125,-3245.0,16.989999771118164,11196.800537109375,16845.30029296875,2.3000000417232513,1.899999976158142,2.199999988079071,-1551.300048828125,255.0,96.0,,-0.009614414075890879,2.2243029162712284,-1.1908843327718519e-05,True,4,4,False,133.37931181025772,True,
4,426,9,False,False,0,6707.468533047929,-2827.8701171875,-1283.239990234375,292.8299865722656,-19818.699951171875,5648.3001708984375,6778.499755859375,4894.700012207031,-26.80000066757202,3469.89990234375,0.0,-0.6458274046472336,-0.7515341901932874,-2.654713069861129,76561198039309853,enpitsu,27.0,-2696.570068359375,-1408.68994140625,163.22000122070312,-12495.2001953125,4353.299865722656,3392.6998901367188,-2295.8999633789062,1863.6000061035156,-1553.6000061035156,255.0,0.0,False,-0.34888123286035155,2.6950182230750865,0.13421421777058906,True,220.0,False,4,3,False,,bf81d8692db,games5425898691,24.0,1236.4000244140625,-417.80999755859375,76.93000030517578,-5009.700012207031,-22037.5,-823.3000183105469,3867.60009765625,-608.6000061035156,-54.49999809265137,255.0,128.0,,-1.0053483972464436,-1.7047473917790532,-0.026253123621814773,True,6,False,6,75.0,False,,kesmo_04,b2740b7555b,10.0,-3252.510009765625,1644.5,16.989999771118164,-7787.2998046875,20106.099853515625,3.700000047683716,-0.19999999552965164,0.5999999865889549,-557.7000045776367,248.0,128.0,,0.00958896405680597,1.889220080721997,0.0001951855415191749,False,8,False,8,0.0,False,,AzuliityZT,bc62ea44a1b,11.0,-2388.110107421875,4188.02001953125,17.010000228881836,-22975.80078125,-1054.000015258789,0.5000000074505806,0.29999999329447746,-0.5000000074505806,0.0,255.0,128.0,False,0.00955628639199556,-3.095748268781447,1.9428871961635946e-05,True,4,False,4,76.0,False,
5,499,12,False,False,1,5116.870582761489,1878.75,118.38999938964844,247.80999755859375,-2498.8999938964844,14927.5,4879.800109863281,2907.0001220703125,-25.899999141693115,-5248.599853515625,1.0,-0.9698270422906592,0.6924428309366395,2.373355926070489,bc62ea44a1b,AzuliityZT,10.0,1774.449951171875,3.0,216.5,-17351.400146484375,13337.80029296875,-142.29999542236328,-599.0000152587891,-5409.89990234375,-789.8000335693359,255.0,255.0,True,0.022204176633814764,1.5243329940689778,-2.393961538102618,True,217.0,False,6,3,4,,b2740b7555b,kesmo_04,10.0,1684.1099853515625,-1977.0699462890625,16.989999771118164,-5620.30029296875,13410.699462890625,4.799999892711639,-0.0,-0.19999999552965164,2086.1000061035156,255.0,255.0,,-0.009573340450087146,1.1087405500431657,1.8184180226452456e-05,True,8,False,8,61.0,False,,enpitsu,76561198039309853,27.0,2896.25,884.7000122070312,17.030000686645508,-12813.900146484375,12845.50048828125,0.7999999821186066,0.7999999821186066,-0.7000000029802322,-121.49999618530273,255.0,128.0,False,-0.01678675056934175,0.7996152869333601,0.000127853184820955,True,4,False,4,101.6683356479932,True,,games5425898691,bf81d8692db,24.0,409.489990234375,4722.7900390625,17.010000228881836,-8760.599975585938,4247.0001220703125,2.3999999463558197,-0.0,-0.0,2220.8999633789062,128.0,255.0,,-0.009636364434502552,0.40053915830155407,-1.2882978029872477e-05,True,6,6,False,106.0,False,
6,547,13,False,False,0,7824.732817055199,-1448.8199462890625,-2665.179931640625,94.91000366210938,11293.599853515625,2090.2999877929688,-274.50000762939453,868.3000183105469,-3063.9999389648438,-2196.6000366210938,0.0,0.4309876805198237,1.865098724003248,-3.0148327122384107,76561198039309853,enpitsu,27.0,-1597.75,-2751.840087890625,17.040000915527344,7051.5997314453125,-2048.8999938964844,4.799999892711639,6.3999998569488525,-1.899999976158142,1363.3999633789062,255.0,0.0,False,0.01664895038162746,-0.3054695757550011,4.082480398670784e-05,True,119.0,False,4,4,False,,bf81d8692db,games5425898691,24.0,-157.9600067138672,-4232.830078125,17.010000228881836,-6765.2001953125,5797.0001220703125,2.0999999344348907,-1.0999999940395355,0.7999999821186066,105.60000419616699,255.0,128.0,,0.009532335978950649,2.44721019582302,-0.00015040923009425233,True,6,False,6,136.0,False,,kesmo_04,b2740b7555b,10.0,295.25,620.1400146484375,16.989999771118164,13596.8994140625,-715.1999664306641,4.600000083446503,-4.4999998807907104,0.0,1242.7999877929688,237.0,128.0,,0.009566685474481898,0.020872556540357603,-0.00011056594062011973,True,8,False,8,61.0,False,,AzuliityZT,bc62ea44a1b,10.0,1267.6099853515625,-1823.1500244140625,17.010000228881836,19038.399658203125,5665.3997802734375,2.3999999463558197,0.0,0.29999999329447746,2015.2000427246094,255.0,255.0,False,0.00957583715051594,0.36712421629346503,-5.5017796405398575e-06,True,6,4,4,217.0,False,
7,577,14,False,False,0,7620.819982327174,-371.2200012207031,-2462.72998046875,95.19999694824219,6950.7000732421875,14812.2998046875,3754.2001342773438,3534.2001342773438,1809.1000366210938,3241.199951171875,0.0,1.04412248782583,-1.4485612795812983,1.7773212302216932,76561198039309853,enpitsu,27.0,-360.0299987792969,-2620.659912109375,16.700000762939453,10315.899658203125,10910.699462890625,-414.70001220703125,295.10000228881836,521.5999984741211,-192.70000457763672,255.0,128.0,,0.017591204463386727,0.8950746492012661,0.004680181985239211,True,58.0,False,4,4,False,,bf81d8692db,games5425898691,24.0,-501.239990234375,-3227.7099609375,17.010000228881836,8330.2001953125,8551.500244140625,2.3999999463558197,-0.09999999776482582,0.0,-2363.300018310547,255.0,0.0,,0.009539046428582472,0.7343913854703676,1.0279083009144567e-05,True,6,False,6,136.0,False,,kesmo_04,b2740b7555b,10.0,1679.0,1365.6199951171875,16.989999771118164,10610.999755859375,15573.00048828125,2.3000000417232513,-0.7999999821186066,-1.1999999731779099,1588.5000610351562,255.0,222.0,,0.009596591252054979,1.0116345865140257,0.00016586304104068965,False,8,False,8,14.068103200645854,True,,AzuliityZT,bc62ea44a1b,10.0,2890.969970703125,-539.3599853515625,17.010000228881836,6738.900146484375,17346.800537109375,2.0000000298023224,0.19999999552965164,0.7000000029802322,179.40000534057617,255.0,128.0,,0.009598079015161402,1.221740615554532,-0.00013518172686154372,True,6,4,4,217.0,False,
8,609,16,False,True,0,6028.399076207948,415.80999755859375,-743.9400024414062,103.7699966430664,-3238.699951171875,22305.80078125,6313.2000732421875,-323.6000061035156,5117.5,2712.0999145507812,0.0,0.7453712111665772,-1.580431806882833,1.8102505418690342,76561198039309853,enpitsu,27.0,509.489990234375,-914.75,22.0,1229.1999816894531,21083.1005859375,2992.7999877929688,0.0,-1.0999999940395355,1765.2000427246094,255.0,128.0,,0.016771349029002,1.5586368855345616,0.0002260530206820265,True,0.0,False,6,5,False,,bf81d8692db,games5425898691,24.0,704.4500122070312,-3703.77001953125,17.010000228881836,5253.800048828125,-12258.00048828125,2.3000000417232513,0.19999999552965164,-0.5000000074505806,-2193.000030517578,255.0,0.0,,0.009563536810400227,-1.2229404549526788,-7.031890844898693e-05,True,6,False,6,136.0,False,,kesmo_04,b2740b7555b,10.0,2768.9599609375,3496.669921875,16.989999771118164,9157.2998046875,18336.199951171875,4.399999976158142,0.09999999776482582,0.5000000074505806,0.0,255.0,128.0,,0.009596027392267614,1.1076238326552947,-6.023724338515967e-05,True,8,False,8,0.0,False,,AzuliityZT,bc62ea44a1b,9.0,3251.969970703125,1586.1500244140625,17.010000228881836,-1900.3999328613281,18041.099853515625,2.3000000417232513,0.0,-0.9000000357627869,1882.1000671386719,255.0,255.0,,0.00958381303824915,1.7342930256201428,9.626240221366418e-05,True,6,4,4,217.0,False,
9,663,18,False,True,0,1809.4438875472042,-194.47999572753906,3472.080078125,98.19000244140625,-1818.0999755859375,17712.7001953125,3695.4998779296875,-5672.0001220703125,1061.6000366210938,1643.3999633789062,0.0,0.4688468377633619,-1.2194135772830283,-3.006306083009574,76561198039309853,enpitsu,27.0,-235.05999755859375,3140.760009765625,125.12999725341797,-9917.80029296875,20616.0009765625,106.09999656677246,-5024.100036621094,1873.5000610351562,-1223.499984741211,255.0,0.0,,0.9325090360032017,2.5497470023733184,1.2874952279557816,True,31.0,False,8,7,False,,bf81d8692db,games5425898691,24.0,-1647.510009765625,-4510.759765625,73.02999877929688,-18269.300537109375,-58.20000171661377,-1222.699966430664,208.1999969482422,-3204.89990234375,131.8000030517578,255.0,128.0,,-0.768032432717288,3.058738458544548,0.1327622577333981,True,8,False,8,136.0,False,,kesmo_04,b2740b7555b,10.0,652.5399780273438,4613.240234375,16.989999771118164,-22108.60107421875,-6138.3001708984375,4.399999976158142,0.7000000029802322,-0.19999999552965164,-67.5,219.0,128.0,,0.009562459832843245,-2.8783341191385796,7.424586729005828e-05,True,8,False,8,177.0,False,,AzuliityZT,bc62ea44a1b,9.0,44.70000076293945,3788.199951171875,95.54000091552734,-22519.29931640625,321.1000061035156,3452.60009765625,1.7000000178813934,0.0,319.3000030517578,128.0,128.0,,0.009626294609246992,-3.0501175454334812,-0.0011201527009167221,True,8,4,4,150.0,False,
