,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost_collect,team_mate_handbrake
0,170,0,False,False,1,5201.2566298521015,8.329999923706055,15.050000190734863,92.79000091552734,10362.7001953125,25492.2998046875,-140.50000190734863,416.19998931884766,-252.39999771118164,1012.0999908447266,1.0,-0.002123987519366514,-0.008439224445530977,-0.0034599262486404896,76561198039309853,enpitsu,26.0,-68.05999755859375,-168.50999450683594,100.91000366210938,15228.499755859375,17173.499755859375,118.69999885559082,-4080.4998779296875,3687.60009765625,-3.100000023841858,255.0,128.0,,-1.3795854745536038,2.3085844160878497,-0.0029611648286763962,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,21.0,-0.0,-5134.330078125,17.010000228881836,-0.0,-3838.5000610351562,2.0999999344348907,0.7000000029802322,-0.0,0.0,255.0,,-0.009315524397494931,1.5707874726890154,4.122673933116874e-08,True,False,False,False,116.0,False,,Vaekkis,76561198253521718,12,-0.0,3174.070068359375,17.049999237060547,-0.0,-10241.99951171875,2.5999999046325684,-0.0,-0.0,0.0,255.0,,,-0.01668573927668515,-1.570803181351245,-2.9631821266930898e-09,True,116.0,False,False,False,False,,ixutiini,76561198107944504,16.0,222.9199981689453,385.3900146484375,46.20000076293945,-8475.900268554688,-10382.2998046875,3469.1000366210938,0.3999999910593033,-0.3999999910593033,0.0,128.0,128.0,,-0.009746891581920799,-0.8861220145279569,9.260573669487464e-06,,2.0,False,False,3,False,,
1,173,0,False,False,0,5388.464718515913,4.900000095367432,-172.6199951171875,94.80000305175781,22376.10107421875,2136.199951171875,1624.4999694824219,-1139.000015258789,1517.8999328613281,-5691.9000244140625,0.0,0.010762095070584428,0.1717639582873111,-0.019525700318072964,76561198107944504,ixutiini,16.0,-166.3800048828125,-316.19000244140625,70.33000183105469,8478.699951171875,10385.899658203125,3521.4999389648438,-0.29999999329447746,0.29999999329447746,0.0,128.0,128.0,,0.009746891581920799,0.8861220145279569,9.260573669487464e-06,,2.0,False,4,False,False,,76561198253521718,Vaekkis,12.0,0.0,-3086.699951171875,17.049999237060547,0.0,10680.0,2.5999999046325684,0.0,0.0,0.0,255.0,,0.01668573927668515,1.570803181351245,-2.9631821266930898e-09,True,False,False,False,116.0,False,,enpitsu,76561198039309853,26,-51.150001525878906,39.16999816894531,99.94000244140625,-13987.900390625,-14965.999755859375,-165.59999465942383,4589.4000244140625,-2901.6000366210938,875.8999633789062,255.0,128.0,,1.1879694115705386,1.0115400473336886,3.0877572649730274,True,0.0,False,2,1,False,,games5425898691,bf81d8692db,21.0,0.0,5151.0,17.010000228881836,0.0,-865.1000213623047,2.0999999344348907,0.9000000357627869,0.0,0.0,255.0,,,0.009391819022345399,-1.5707878295104034,3.9981008938747724e-08,True,116.0,False,False,False,False,,
2,266,3,False,False,0,6779.285040492045,3934.610107421875,383.5400085449219,834.239990234375,-10431.8994140625,9446.300048828125,5095.199890136719,-696.2000274658203,-2876.9000244140625,5219.000244140625,0.0,1.4956365071702773,-2.289604774022553,-1.0595099032173205,76561198253521718,Vaekkis,13.0,4078.969970703125,215.17999267578125,692.1300048828125,-4.900000095367432,10034.299926757812,12353.599853515625,-1987.2999572753906,6.899999976158142,-4.000000059604645,255.0,255.0,,-0.8436894608157955,1.5462123454096854,-1.5524897005132783,True,230.0,False,False,False,False,,76561198107944504,ixutiini,16.0,1696.030029296875,-1893.5,17.010000228881836,5808.3001708984375,-12827.2998046875,2.199999988079071,1.7000000178813934,-4.099999964237213,629.3999862670898,255.0,255.0,0.009598546972315755,-1.1521058965719406,5.036155181169231e-05,False,4,False,False,0.0,False,,enpitsu,76561198039309853,26,-3518.0,1368.280029296875,95.12999725341797,3179.89990234375,22631.59912109375,1944.7000122070312,-5425.9002685546875,899.5999908447266,-9.49999988079071,255.0,128.0,,0.8827268037020221,1.4043471000068262,-0.0021655321622139137,True,230.0,False,4,3,False,,games5425898691,bf81d8692db,21.0,3566.35009765625,4473.56982421875,756.0800170898438,-7330.10009765625,7329.7998046875,5443.800048828125,-1648.9999389648438,-1648.8999938964844,-0.19999999552965164,255.0,255.0,,-0.44799732866031167,2.3456041975327198,-1.5662026901526211,True,255.0,False,False,False,False,,
3,334,5,False,True,0,3421.5971174244905,1443.3199462890625,2643.02001953125,114.88999938964844,-19225.6005859375,22418.60107421875,-6961.300048828125,-3946.7001342773438,-4508.0999755859375,-315.6999969482422,0.0,0.6072854938777503,0.5795178926542517,-0.2339850141364586,76561198253521718,Vaekkis,13.0,1624.469970703125,2426.330078125,87.66999816894531,-18953.800048828125,11539.3994140625,5940.8001708984375,10.099999904632568,-5.799999833106995,-708.7999725341797,128.0,128.0,,0.016684069267311745,2.4897153057025454,-0.0018407926838678835,False,141.0,False,4,3,False,,76561198107944504,ixutiini,16.0,2236.6201171875,-4752.5400390625,17.010000228881836,-13297.19970703125,-3794.5001220703125,2.0000000298023224,0.5999999865889549,0.09999999776482582,-1.0999999940395355,237.0,128.0,0.009573618740229824,-2.8638296580291356,5.8106234261251906e-05,True,4,False,False,255.0,False,,enpitsu,76561198039309853,26,-804.8200073242188,4791.31982421875,17.059999465942383,18342.099609375,5685.3997802734375,1.0999999940395355,-9.200000166893005,-2.7000001072883606,20.09999990463257,128.0,0.0,,0.016820781118060058,0.36556067198122966,-0.0003855393811221148,True,255.0,False,4,4,False,,games5425898691,bf81d8692db,21.0,1421.3599853515625,3162.1201171875,19.469999313354492,-4920.10009765625,-21963.89892578125,2959.89990234375,0.5000000074505806,3.1999999284744263,483.69998931884766,255.0,128.0,,0.009596261105384932,-1.7579618149960723,-5.775088020369582e-05,True,178.0,False,False,3,False,,False
4,336,6,False,False,1,8129.183581002211,-1303.5400390625,-2685.9599609375,119.02999877929688,19052.80029296875,26672.5,8667.2998046875,3444.5999145507812,2013.2000732421875,-4481.099853515625,1.0,-0.4337972360120356,-0.11580447197325733,-0.8159858390819558,bf81d8692db,games5425898691,21.0,-1368.81005859375,-2904.4599609375,55.75,4337.799987792969,22449.19921875,2489.1000366210938,-2544.9000549316406,397.40001678466797,259.3000030517578,255.0,128.0,,-0.055285963059622925,1.7223883939307483,-0.0003341540519576218,True,178.0,False,4,False,3,,76561198039309853,enpitsu,26.0,669.3699951171875,-4834.66015625,17.059999465942383,-17923.299560546875,-5583.3001708984375,1.5999999642372131,-2.3999999463558197,-0.7999999821186066,-1330.7000732421875,128.0,0.0,-0.01684727899031591,-0.30064191225548764,-0.0004547347283644356,True,4,4,False,255.0,False,,Vaekkis,76561198253521718,13,-1471.5,-2519.199951171875,132.17999267578125,18017.60009765625,-10944.89990234375,4892.200012207031,2704.5001220703125,-1045.2999877929688,-3236.4999389648438,128.0,0.0,,-0.07247978618567828,-2.3092324315508086,0.14743727406672785,False,141.0,False,4,False,4,,ixutiini,76561198107944504,16.0,-2125.27001953125,4784.27978515625,17.010000228881836,13420.30029296875,3805.10009765625,2.0000000298023224,-1.0999999940395355,-0.19999999552965164,-57.800002098083496,233.0,106.0,False,-0.009575124804398778,2.8643418112943513,4.4968568144804735e-05,True,255.0,False,False,4,False,,
5,446,10,False,False,1,6407.619952385061,2639.81005859375,-1025.77001953125,360.0899963378906,2524.4000244140625,22785.50048828125,14494.000244140625,4295.400085449219,-4157.60009765625,513.1000137329102,1.0,0.816264264507142,-1.9952103339270133,2.375088638762279,76561198039309853,enpitsu,26.0,2581.169921875,-1246.760009765625,232.61000061035156,11222.39990234375,20041.800537109375,271.200008392334,-4798.0999755859375,2688.3999633789062,0.5999999865889549,255.0,128.0,False,-0.6980813057039761,2.081450651510523,0.0001453452928072249,True,154.0,False,6,False,5,,bf81d8692db,games5425898691,21.0,2593.2900390625,-1054.969970703125,17.010000228881836,19240.6005859375,6317.2998046875,2.0999999344348907,-2.8999999165534973,-0.5999999865889549,-537.7000045776367,255.0,18.0,-0.009568857099734759,2.827524744404082,-3.0643197544876654e-05,True,4,4,False,100.0,False,,Vaekkis,76561198253521718,13,3491.22998046875,-609.3499755859375,106.41000366210938,1512.2000122070312,22898.00048828125,-159.79999542236328,-4435.199890136719,3140.0,-847.7999877929688,255.0,0.0,,-0.8469484256050803,0.3327184332119411,2.058511363703952,True,32.0,False,6,3,4,,ixutiini,76561198107944504,15.0,101.25,5368.4501953125,18.1200008392334,84.60000038146973,-886.3999938964844,-17.59999990463257,-37.200000286102295,-5.099999904632568,1.0999999940395355,0.0,128.0,False,-0.03296676650699046,-1.6669965399822442,0.00241217195649886,True,255.0,False,False,4,False,,
6,550,13,False,False,0,10257.197528682673,-2526.469970703125,-4986.77978515625,137.8699951171875,-21805.2001953125,8196.799926757812,-97.29999542236328,-3325.8999633789062,3974.2001342773438,-1217.5,0.0,0.8472325290622517,-2.3400085734876437,0.8851327887363368,76561198107944504,ixutiini,16.0,-2341.3798828125,-5034.2900390625,38.58000183105469,-10533.800048828125,-6554.7998046875,1008.8999938964844,-4320.899963378906,-3383.599853515625,-360.60001373291016,255.0,0.0,,-0.2699980183802576,-2.7121468343609076,0.4891161886111887,,212.87311822368252,True,4,False,False,,76561198253521718,Vaekkis,13.0,-816.1400146484375,-4989.60986328125,16.469999313354492,12146.099853515625,4039.5001220703125,-202.19999313354492,740.0,-255.40000915527344,2543.000030517578,,255.0,0.017713106229404616,0.5215300627890701,0.004743446676501159,True,6,4,4,255.0,False,,enpitsu,76561198039309853,26,-2616.969970703125,-4509.240234375,137.77000427246094,2342.5,-19512.39990234375,3564.5001220703125,-208.60000610351562,-25.399999618530273,-953.8999938964844,255.0,,,-0.06054791130848878,-1.7312447032498703,0.008162058474227556,True,107.0,False,8,6,False,,games5425898691,bf81d8692db,21.0,-879.489990234375,3335.39990234375,94.76000213623047,9739.7998046875,-15605.0,907.5,5346.9000244140625,886.2999725341797,-935.1999664306641,255.0,,,1.015090913732418,1.2928707864551803,2.936897513702426,True,161.0,False,5,6,False,28.0,True
7,603,15,False,False,0,8437.408247387004,-3980.3701171875,-2713.43994140625,180.36000061035156,1248.1999969482422,20284.89990234375,2786.4999389648438,577.599983215332,4425.199890136719,1313.3999633789062,0.0,-1.285634743719152,-1.5725203174386053,-2.217289698893694,76561198107944504,ixutiini,15.0,-3965.39990234375,-2930.760009765625,55.130001068115234,-1443.699951171875,16345.0,1020.8999633789062,-122.89999961853027,684.1999816894531,46.99999809265137,255.0,128.0,,-0.06069801340110318,1.6785457117987657,0.5561182201580731,,117.08532464888788,True,4,False,False,,76561198253521718,Vaekkis,13.0,-1127.8199462890625,-4127.02001953125,17.059999465942383,-10391.099853515625,6634.7998046875,1.2999999523162842,0.29999999329447746,-0.09999999776482582,-0.7000000029802322,255.0,128.0,0.016719197275096062,2.573199372210139,3.4032254527652775e-05,True,6,4,4,226.0,False,,enpitsu,76561198039309853,26,-2960.360107421875,-4625.56005859375,16.8700008392334,-6511.6998291015625,13947.60009765625,33.09999942779541,-38.19999933242798,26.19999885559082,-286.70000076293945,255.0,128.0,,0.015196895385227007,1.9795212399966284,-0.0024214646596992804,True,19.302193462207764,True,8,6,False,,games5425898691,bf81d8692db,21.0,-769.1900024414062,643.2100219726562,17.0,-14981.099853515625,261.9000053405762,3.6000001430511475,0.09999999776482582,-0.09999999776482582,-2052.5,255.0,0.0,,0.009585719352466597,3.0565708387985664,2.9632322783503868e-05,True,176.0,False,6,6,False,,False
8,643,17,False,False,0,5803.099618083547,-3764.989990234375,95.70999908447266,136.52999877929688,11450.30029296875,16375.400390625,5189.7998046875,-611.8000030517578,-4576.600036621094,-1444.1000366210938,0.0,-0.5583984440704259,2.0955499244105953,1.684597915760998,76561198107944504,ixutiini,15.0,-3865.659912109375,82.73999786376953,17.059999465942383,11902.60009765625,19614.49951171875,-1611.1000061035156,-328.4000015258789,-4336.7999267578125,-1589.6000671386719,255.0,0.0,,0.07318283005037515,0.9479052636851495,0.1102457419231784,,12.75224923318433,True,4,False,False,,76561198253521718,Vaekkis,13.0,-2061.969970703125,-2548.110107421875,17.059999465942383,-1789.4999694824219,13964.200439453125,1.5999999642372131,0.7999999821186066,-6.800000071525574,-538.8000106811523,255.0,0.0,0.0167666337553056,1.706907319633579,-5.7842287634877714e-05,True,6,4,4,226.0,False,,enpitsu,76561198039309853,26,-3844.110107421875,-1622.699951171875,129.33999633789062,-5746.7999267578125,21950.50048828125,-1128.3000183105469,-3502.5,-595.6000137329102,-48.400001525878906,128.0,0.0,,-0.702902450206556,1.7510167763050024,-0.017899360123235664,True,31.0,False,10,8,False,,games5425898691,bf81d8692db,21.0,-2407.47998046875,2290.68994140625,82.5199966430664,-11804.89990234375,15008.00048828125,-479.59999084472656,-3666.099853515625,-2844.89990234375,11.90000057220459,255.0,128.0,,-1.2469671267277214,2.222930238473047,0.008207634766845714,True,176.0,False,8,8,False,,False
9,683,18,True,True,0,2990.021144079518,-2140.35009765625,2421.2099609375,203.25999450683594,14108.699951171875,19693.1005859375,6198.4002685546875,961.1000061035156,-3676.9000244140625,-2041.0000610351562,0.0,-0.14014120432880425,2.0694830011045764,1.098074857377609,76561198107944504,ixutiini,15.0,-2236.800048828125,2295.919921875,57.849998474121094,11753.299560546875,19395.30029296875,2834.89990234375,-2425.2000427246094,1133.7999725341797,980.6999969482422,252.0,128.0,,0.06306417194489082,1.1518044099932663,0.0006183846070870186,,0.0,False,6,False,3,,76561198253521718,Vaekkis,13.0,-1317.5699462890625,-504.94000244140625,17.059999465942383,8466.599731445312,13792.099609375,1.4000000059604645,-0.09999999776482582,-0.09999999776482582,-1.7000000178813934,255.0,128.0,0.016773103840968362,1.0200079844003687,1.729518679560799e-05,True,6,4,4,206.0,False,,enpitsu,76561198039309853,26,-3115.6298828125,1255.4200439453125,17.020000457763672,7539.1998291015625,21729.19921875,2.0000000298023224,0.0,0.7000000029802322,3.4999999403953552,255.0,128.0,,0.016763367619900094,1.2372141788961493,-6.014449909325835e-05,True,182.0,False,10,8,False,,games5425898691,bf81d8692db,21.0,-2647.8798828125,4695.56005859375,17.010000228881836,10834.7998046875,14928.499755859375,2.0999999344348907,-1.5999999642372131,-2.5999999046325684,-962.5,255.0,1.0,,0.009595793164703909,0.9377860288085096,-0.00011614037153340984,True,247.0,False,8,8,False,,False
