,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_boost_collect
0,169,0,False,False,0,5229.416782813061,-23.989999771118164,-16.200000762939453,94.75,-12309.599609375,-11104.300537109375,6046.500244140625,691.1000061035156,-1973.3999633789062,-4650.799865722656,0.0,0.05748346406709536,0.06377799412119681,-0.029502006470167406,76561198039309853,enpitsu,28.0,-42.81999969482422,-168.4199981689453,133.0,11017.5,20057.19970703125,2135.0999450683594,-4968.500061035156,-871.3999938964844,2191.7999267578125,255.0,255.0,,0.8154795275662827,0.9662719206245559,-0.3778295756143303,True,2.0,False,2,False,1,,bf81d8692db,games5425898691,19.0,407.04998779296875,-5050.419921875,17.010000228881836,-1235.5000305175781,2060.2999877929688,2.3999999463558197,-0.7999999821186066,-0.19999999552965164,0.0,255.0,128.0,,0.009394265215827128,2.111013296932216,-1.93107427047138e-05,True,116.0,False,4,4,False,,DiogoCabrita,7795253630998332332,13,112.98999786376953,246.22000122070312,53.599998474121094,-12545.30029296875,-19121.800537109375,2440.0,2153.8999938964844,-1412.4000549316406,0.3999999910593033,255.0,128.0,,0.05526249355429108,-2.151264536459746,-1.28223681369468e-05,True,3,False,4,0.0,False,,MiXiS_Kazuma,2686889580078852696,65.0,2891.72998046875,3990.669921875,17.010000228881836,18023.699951171875,1563.6000061035156,2.7000001072883606,0.19999999552965164,0.0,-2730.7000732421875,211.0,0.0,True,0.009596995558661838,-0.06143114754529197,-0.0001599370882676174,True,False,False,0.0,False,False,
1,170,0,False,False,1,5198.493799962616,49.86000061035156,10.829999923706055,114.25,10078.499755859375,3950.0,6571.300048828125,5925.8001708984375,616.3000106811523,709.8000335693359,1.0,-0.01944537770700579,-0.2186935412327729,-0.11022429917356984,7795253630998332332,DiogoCabrita,13.0,-20.670000076293945,-129.77000427246094,66.58999633789062,6278.699951171875,3733.599853515625,427.90000915527344,-4478.699951171875,2131.999969482422,-2376.0000610351562,255.0,98.0,,-0.7131997566505661,2.057681987529808,-0.151859412032052,True,0.0,False,4,False,3,,2686889580078852696,MiXiS_Kazuma,16.0,-2921.68994140625,-3992.739990234375,17.010000228881836,-17958.00048828125,-1123.7999725341797,2.800000011920929,-0.19999999552965164,-0.0,-2835.2999877929688,211.0,0.0,False,-0.00960346323642904,0.10825867385165899,-0.0001475501040844429,True,255.0,False,False,False,False,300.0,enpitsu,76561198039309853,28,42.81999969482422,168.4199981689453,133.0,-11017.5,-20057.19970703125,2135.0999450683594,4968.500061035156,871.3999938964844,2191.7999267578125,255.0,255.0,,-0.8154795275662827,-0.9662719206245559,-0.3778295756143303,True,1,False,2,2.0,False,,games5425898691,bf81d8692db,19.0,-404.8399963378906,5046.740234375,17.010000228881836,1350.8999633789062,-2252.7000427246094,2.3999999463558197,0.7999999821186066,0.19999999552965164,0.0,255.0,128.0,,-0.009394265215827128,-2.111013296932216,-1.93107427047138e-05,True,4,False,116.0,False,4,
2,252,3,False,False,0,6253.150339206566,-2678.909912109375,-853.5900268554688,170.22999572753906,-492.09999084472656,27291.8994140625,-2767.3001098632812,-1628.3999633789062,-3030.4000854492188,-4915.7000732421875,0.0,0.4790128183949844,-0.025711377784997148,0.24445793462972173,bf81d8692db,games5425898691,20.0,-2714.97998046875,-1029.8299560546875,162.5800018310547,-9173.099975585938,21004.3994140625,-158.1999969482422,-4306.300048828125,3365.5999755859375,-614.1999816894531,255.0,63.0,,1.1680257529702607,3.0214642268142438,2.2003935135029,True,38.0,False,6,False,5,,76561198039309853,enpitsu,27.0,1920.47998046875,650.1400146484375,95.08000183105469,14978.499755859375,-4846.7999267578125,-116.40000343322754,1888.0999755859375,5165.7000732421875,-11.59999966621399,255.0,128.0,,1.5495273970412835,2.891299130978789,-3.041380237704283,True,2.0,False,4,3,False,,DiogoCabrita,7795253630998332332,13,-2625.080078125,178.13999938964844,16.940000534057617,-13748.599853515625,-1090.8999633789062,21.400001049041748,6.200000047683716,14.40000057220459,1484.4999694824219,255.0,128.0,,0.010277445361769347,-2.9961852287318407,7.238968936809723e-05,False,6,False,6,0.0,False,,MiXiS_Kazuma,2686889580078852696,16.0,-298.510009765625,1753.2099609375,17.010000228881836,-16756.700439453125,7532.19970703125,2.7000001072883606,-0.29999999329447746,0.0,-1989.7999572753906,197.0,0.0,False,0.009578981063870895,2.6454283629366926,-3.888777865723491e-05,True,4,False,231.0,False,4,
3,307,5,False,False,1,9164.100251835156,2852.60009765625,-3812.7900390625,110.83999633789062,13190.6005859375,-7568.0999755859375,5519.69970703125,5901.099853515625,351.1000061035156,-1025.8999633789062,1.0,-1.0584902633962958,-0.3425040095328976,1.5654660369327504,2686889580078852696,MiXiS_Kazuma,10.0,2757.570068359375,-3915.2900390625,16.399999618530273,7117.8997802734375,-9225.999755859375,133.99999618530273,136.19999885559082,-316.5999984741211,-1142.2000122070312,201.0,0.0,,0.008382268088498075,-2.298213480311677,0.06457122187806127,True,205.0,False,4,False,4,,7795253630998332332,DiogoCabrita,13.0,3330.050048828125,-1568.2900390625,108.41000366210938,-8835.399780273438,-14468.299560546875,-357.99999237060547,875.1000213623047,-4662.099914550781,-310.79999923706055,255.0,128.0,,0.2781375408486841,-1.3195941984890742,-0.6351057166317937,True,255.0,False,8,8,False,,enpitsu,76561198039309853,28,-3387.0,1052.43994140625,17.059999465942383,12553.499755859375,4391.9000244140625,2.199999988079071,-0.0,-0.0,-2288.9999389648438,255.0,128.0,,-0.016730420640128967,2.870064756690751,1.4897726581490731e-05,True,4,False,4,255.0,False,,games5425898691,bf81d8692db,20.0,3365.139892578125,-2767.7900390625,16.989999771118164,-5001.499938964844,-21079.09912109375,2.5,-0.0,-0.0,148.29999923706055,255.0,128.0,,-0.009593992716507592,-1.352542947062591,-6.872691658153133e-05,True,6,False,24.775225775216214,True,6,
4,359,6,False,False,1,8690.968992883234,3166.18994140625,-3249.22998046875,99.30000305175781,-3053.2998657226562,4738.900146484375,3401.099853515625,-4128.800048828125,-2986.300048828125,-3167.6998901367188,1.0,0.547850063012693,-0.7644281592593751,3.0559442257842937,2686889580078852696,MiXiS_Kazuma,10.0,3239.669921875,-3428.739990234375,16.989999771118164,-7195.9002685546875,14275.10009765625,2.5,-2.3999999463558197,5.0,-1030.999984741211,255.0,128.0,False,-0.009593587705740087,1.1527368294859812,-3.951328734660019e-05,True,195.4691268679916,True,4,False,4,,7795253630998332332,DiogoCabrita,13.0,2572.300048828125,-4468.85986328125,17.010000228881836,-9677.100219726562,-7690.8001708984375,2.8999999165534973,-0.3999999910593033,-0.0,-3383.2998657226562,255.0,0.0,False,-0.009543734871426346,-0.40985756224533104,-2.7559628801679997e-05,True,255.0,False,8,8,False,,enpitsu,76561198039309853,28,-753.760009765625,1011.2100219726562,17.059999465942383,14092.60009765625,-496.1000061035156,1.5000000596046448,-0.5999999865889549,0.29999999329447746,-0.09999999776482582,255.0,255.0,,-0.016743912777551027,-3.106367270568135,5.578570668373236e-05,True,4,False,4,255.0,False,,games5425898691,bf81d8692db,19.0,901.1500244140625,-3954.580078125,43.33000183105469,-12134.69970703125,14516.099853515625,3404.7000122070312,-256.1000061035156,-178.09999465942383,-591.1999893188477,255.0,128.0,,-0.014818069904414824,0.9465651036748003,0.0006365575771868757,False,6,False,0.0,False,8,
5,416,9,False,False,1,5107.487103667994,1674.4200439453125,92.18000030517578,149.72999572753906,-8290.499877929688,15483.1005859375,3036.7999267578125,2967.9998779296875,172.90000915527344,-2082.5999450683594,1.0,0.7467113522276975,0.5251295038211364,-0.5706834806980251,2686889580078852696,MiXiS_Kazuma,10.0,1687.3199462890625,90.73999786376953,15.760000228881836,-7497.8997802734375,17824.49951171875,-411.6999816894531,1.4000000059604645,-171.5999984741211,-58.09999942779541,128.0,128.0,False,-0.017422092231862165,1.1699417549485847,-0.0071968224063377485,False,175.0,False,4,False,4,,7795253630998332332,DiogoCabrita,13.0,1213.18994140625,-1990.469970703125,16.959999084472656,-5469.0997314453125,15748.399658203125,14.700000286102295,9.800000190734863,3.3000001311302185,20.09999990463257,255.0,128.0,False,-0.010110794633313545,1.2341781799782594,-2.3234074358367064e-05,True,255.0,False,10,10,False,,enpitsu,76561198039309853,28,-341.1000061035156,3085.159912109375,17.059999465942383,-4410.7000732421875,13063.399658203125,2.5,-0.19999999552965164,1.5000000596046448,-2652.39990234375,255.0,0.0,True,-0.016772511440395876,1.3478694943916376,-0.0001878487660491877,True,4,False,4,255.0,False,,games5425898691,bf81d8692db,19.0,-1788.6800537109375,-52.7599983215332,89.86000061035156,-11016.099853515625,19907.60009765625,-236.20000839233398,-4775.10009765625,-2156.0000610351562,-18.50000023841858,255.0,128.0,,1.439012487072814,1.1198652657104073,-0.02704648335068109,False,10,False,31.0,False,10,
6,442,9,False,False,1,3609.541199715709,904.97998046875,1530.469970703125,147.83999633789062,-8607.999877929688,16734.7998046875,536.5999984741211,2780.5999755859375,-1268.0999755859375,-2069.7999572753906,1.0,0.24198995168909038,-0.4064992844273556,1.7814964418456831,2686889580078852696,MiXiS_Kazuma,10.0,950.6400146484375,1440.06005859375,17.010000228881836,-5706.300048828125,17290.6005859375,0.0,0.3999999910593033,-1.1999999731779099,-161.8000030517578,255.0,128.0,False,-0.00960497100566983,1.2703684713789885,0.00016512789660562071,False,131.1447139068316,True,4,False,4,,7795253630998332332,DiogoCabrita,13.0,680.9299926757812,-593.3200073242188,17.010000228881836,-6012.60009765625,13179.89990234375,2.199999988079071,-0.0,-0.0,4.600000083446503,128.0,128.0,False,-0.009615062605043823,1.14217676494383,-1.5433391238667822e-05,True,255.0,False,10,10,False,,enpitsu,76561198039309853,28,-264.489990234375,3615.469970703125,17.059999465942383,-617.5,-143.29999923706055,1.5000000596046448,-0.19999999552965164,-0.5000000074505806,-12.000000476837158,255.0,128.0,False,-0.016731441577838707,2.9182661754679864,4.6630746264388425e-05,True,4,False,4,255.0,False,,games5425898691,bf81d8692db,19.0,-2672.35009765625,1769.9200439453125,17.010000228881836,-6597.19970703125,21669.3994140625,2.3999999463558197,0.5999999865889549,-0.5000000074505806,-40.0,255.0,128.0,,-0.009629601575194728,1.2802121269102977,5.966752284799517e-05,False,10,False,31.0,False,10,
7,470,10,True,True,1,2091.411697642539,-8.760000228881836,3254.419921875,119.55000305175781,-1104.1999816894531,17944.49951171875,4047.39990234375,325.60001373291016,-4072.6998901367188,-4393.900146484375,1.0,-0.01881262711374048,1.7085048723273335,-0.9526157088222944,2686889580078852696,MiXiS_Kazuma,10.0,-112.0999984741211,3195.860107421875,16.989999771118164,-4118.699951171875,21586.39892578125,5.0,-0.09999999776482582,-0.0,-1989.4000244140625,226.0,0.0,False,-0.00958176914341466,1.4607660132947309,4.4687844666126826e-07,False,119.0,False,4,False,4,,7795253630998332332,DiogoCabrita,13.0,137.69000244140625,448.7900085449219,17.010000228881836,-6410.8001708984375,7568.3001708984375,2.199999988079071,-0.3999999910593033,0.5000000074505806,58.00000190734863,128.0,128.0,False,-0.009613308755681081,0.8599758883735592,-9.392036804622507e-05,True,255.0,False,10,10,False,,enpitsu,76561198039309853,28,-239.3300018310547,3623.449951171875,73.69000244140625,-772.9000091552734,-115.0,3570.7998657226562,0.09999999776482582,-2.5,-0.09999999776482582,255.0,0.0,False,-0.016291699691706695,2.992320459807502,-3.147982793052643e-05,True,5,False,6,247.0,False,,games5425898691,bf81d8692db,19.0,-2826.64990234375,3997.0400390625,17.010000228881836,12958.199462890625,16278.900146484375,2.5,-0.29999999329447746,-0.0,-2011.3999938964844,255.0,0.0,,-0.009561657740888569,2.3218292916352725,1.9377140416311134e-05,True,10,False,31.0,False,10,
8,758,12,False,False,1,5211.327488482995,-37.7599983215332,13.010000228881836,102.95999908447266,-18441.300048828125,5479.89990234375,4630.10009765625,2594.89990234375,1380.2000427246094,5230.8001708984375,1.0,0.03789212179503016,-0.17445620071851778,-0.08917367284888231,2686889580078852696,MiXiS_Kazuma,10.0,174.66000366210938,-91.94999694824219,14.949999809265137,-7120.4998779296875,18592.7001953125,217.99999237060547,-140.9000015258789,237.5,1297.4000549316406,215.0,255.0,,-0.006931618059039981,1.0820189636758593,-0.006323255036919384,True,0.0,False,4,False,4,,7795253630998332332,DiogoCabrita,13.0,-2867.77001953125,-4101.31005859375,17.010000228881836,-3002.0999145507812,-16587.80029296875,2.3000000417232513,0.19999999552965164,-0.0,2020.0999450683594,255.0,251.0,,-0.009551297500728943,-1.4610122063412636,2.406598672768556e-06,True,255.0,False,False,False,False,300.0,enpitsu,76561198039309853,27,2871.739990234375,4059.969970703125,17.049999237060547,13683.599853515625,-4050.1998901367188,4.1999998688697815,0.5999999865889549,-0.3999999910593033,-3220.7998657226562,255.0,0.0,False,-0.016786757637087504,-2.6212130298917167,-8.657935942688845e-05,True,False,False,False,255.0,False,40.0,games5425898691,bf81d8692db,20.0,-17.010000228881836,361.82000732421875,81.26000213623047,-1389.7999572753906,-22799.29931640625,2043.699951171875,5441.199951171875,-801.6999816894531,-21.700000762939453,128.0,128.0,,-0.7053053583469613,-1.4218588501024947,0.0016610357380186895,True,3,False,31.0,False,4,
9,867,16,False,False,1,6020.765365377211,-3962.2099609375,1583.6800537109375,628.2000122070312,8996.599731445312,10863.800048828125,2503.9999389648438,-2273.5000610351562,2033.5000610351562,-5074.89990234375,1.0,1.338276137495982,-1.2398192731592548,2.300651191728938,2686889580078852696,MiXiS_Kazuma,10.0,-4078.97998046875,1445.4599609375,526.469970703125,1.7000000178813934,10064.69970703125,7046.500244140625,-1250.2999877929688,-1.8000000715255737,-1.5000000596046448,209.0,0.0,,0.6565584740079219,1.5587177154855816,1.5630879294198374,True,,False,6,False,6,,7795253630998332332,DiogoCabrita,13.0,-2357.830078125,-224.50999450683594,17.010000228881836,811.9000244140625,11875.699462890625,2.199999988079071,-0.09999999776482582,-0.7999999821186066,-12.200000286102295,251.0,128.0,,-0.009515122418752756,1.6407772175277051,8.68016897905392e-05,True,225.0,False,4,4,False,,enpitsu,76561198039309853,28,323.8999938964844,5125.3798828125,17.049999237060547,-1857.7999877929688,-1823.5000610351562,2.800000011920929,-0.0,-0.0,-1429.1000366210938,255.0,0.0,,-0.01663564329050152,-0.9321763432226533,-0.00014035286442596248,True,False,False,False,247.0,False,,games5425898691,bf81d8692db,20.0,-4078.969970703125,2107.8798828125,478.8999938964844,1.1999999731779099,3516.4999389648438,7445.7000732421875,2371.7999267578125,-2.0999999344348907,-2.5999999046325684,255.0,255.0,,1.1957747143954476,1.5448972586857463,1.546970665738137,True,4,False,255.0,False,4,
