,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,team_mate_handbrake
0,169,0,False,False,1,5183.469333777038,-14.59000015258789,37.13999938964844,94.1500015258789,-10566.099853515625,27549.599609375,1958.5000610351562,3205.10009765625,1368.8999938964844,-3917.0999145507812,1.0,0.024526814618076462,0.06465452026413755,-0.05263754693765367,76561198039309853,enpitsu,28.0,66.62999725341797,-151.58999633789062,109.3499984741211,-10060.700073242188,20500.70068359375,2480.800018310547,-5300.0,1089.7000122070312,-985.8999633789062,255.0,0.0,,-0.6558245614234777,0.8292464433822976,0.6081323088007365,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,22.0,2341.97998046875,-3765.93994140625,17.010000228881836,15341.199951171875,-13486.99951171875,2.5999999046325684,0.3999999910593033,-0.5999999865889549,134.89999771118164,255.0,194.0,-0.00960550133961684,-2.410264355417122,0.00011753078406502033,True,0.0,False,False,False,False,,Aymeric-GaM1nG,9116718483445146049,10,-8.819999694824219,171.77000427246094,17.010000228881836,11840.0,-15797.7001953125,2.5999999046325684,-1.0999999940395355,1.4000000059604645,-509.50000762939453,255.0,48.0,,-0.009599764536997452,-2.2099211279246793,-6.202137971829043e-05,True,False,0.0,False,False,False,,kiiralos62,2596338769623757372,92.0,-0.0,2491.919921875,17.010000228881836,-0.0,-14095.899658203125,2.5,0.7999999821186066,-0.0,0.0,255.0,,,-0.00951389076875119,-1.5707884064815436,-3.7693731894913176e-08,True,False,False,False,106.0,False,,
1,391,8,False,False,0,9320.626367200523,-1660.8699951171875,-4149.18994140625,97.41000366210938,-6880.2001953125,-45.999999046325684,2766.199951171875,31.700000762939453,-5866.400146484375,1258.499984741211,0.0,0.6489919066051433,-2.976742023589906,-2.02344496166923,2596338769623757372,kiiralos62,10.0,-1534.050048828125,-4132.89013671875,135.5399932861328,-6798.699951171875,1465.2000427246094,107.89999961853027,780.6999969482422,-4023.599853515625,3667.39990234375,128.0,128.0,,0.16337213883561363,2.0245519920083304,1.2246742516328242,True,,False,4,False,3,,9116718483445146049,Aymeric-GaM1nG,9.0,-2079.550048828125,-4723.7099609375,17.010000228881836,-11149.7998046875,994.4999694824219,2.5999999046325684,-0.5000000074505806,-0.5000000074505806,0.0,213.0,128.0,0.009507906795195468,3.0526177637136804,-3.985068456876526e-05,True,255.0,False,4,False,4,,enpitsu,76561198039309853,28,-224.4199981689453,4603.06005859375,17.059999465942383,16338.00048828125,2313.000030517578,-2.7000001072883606,-1.1999999731779099,-0.29999999329447746,-1467.5999450683594,255.0,128.0,,0.01679191965477249,0.12357309104223395,-0.0003178690767275758,False,False,72.10951383908589,True,False,False,,games5425898691,bf81d8692db,23.0,3785.31005859375,-3877.330078125,17.600000381469727,7469.2999267578125,20295.30029296875,-68.80000114440918,205.10000228881836,478.49998474121094,1917.8999328613281,255.0,255.0,,0.0179966921489754,1.293169981611478,-0.06491786516770356,True,4,4,False,213.49988818425004,True,,
2,440,9,False,False,0,9780.496785816107,-3165.969970703125,-4373.43017578125,95.4000015258789,-13433.699951171875,4766.499938964844,1526.6000366210938,2748.3999633789062,-2572.39990234375,-19.600000381469727,0.0,-1.3959006605622308,1.5533562831994292,-0.7660217411366521,9116718483445146049,Aymeric-GaM1nG,9.0,-3044.080078125,-4484.6298828125,16.899999618530273,-9615.800170898438,4081.400146484375,-126.09999656677246,457.90000915527344,1553.9999389648438,547.9000091552734,255.0,255.0,,-0.003845795605732635,2.7306327684181078,0.0019863554953785645,True,245.59360866905539,True,4,False,4,,2596338769623757372,kiiralos62,9.0,-2196.679931640625,-3788.820068359375,17.010000228881836,-4594.100036621094,-3923.699951171875,3.0000001192092896,1.0999999940395355,-0.5999999865889549,2278.5000610351562,217.0,255.0,0.009466726215201157,-2.4474057592456924,4.5420424194323875e-05,True,,False,4,False,4,,enpitsu,76561198039309853,28,3269.8701171875,3925.760009765625,17.059999465942383,1672.5,-10005.30029296875,4.4999998807907104,-0.5000000074505806,-0.29999999329447746,-3641.7999267578125,255.0,0.0,False,0.016724350916596156,-1.98069407908926,6.891787983891369e-06,True,False,255.0,False,False,False,,games5425898691,bf81d8692db,23.0,1133.1500244140625,-2234.340087890625,17.010000228881836,-20339.200439453125,5133.499755859375,0.19999999552965164,0.7999999821186066,0.0,-267.2999954223633,255.0,128.0,,0.009604840140725466,2.8655521614581843,0.0001745682448792061,True,4,4,False,186.46098946499566,True,,
3,454,10,False,False,0,9693.250879824336,-3792.35009765625,-4110.419921875,184.89999389648438,-7011.5997314453125,6438.0999755859375,4210.299987792969,-695.5000305175781,-4795.899963378906,3537.60009765625,0.0,0.287534533508956,-2.0248938305609956,-2.1923208633474913,9116718483445146049,Aymeric-GaM1nG,9.0,-3685.469970703125,-4260.509765625,91.66999816894531,-13374.89990234375,7122.5,4557.699890136719,-2711.6000366210938,389.50000762939453,-420.9000015258789,255.0,1.0,,-0.30364013803389434,2.671516762491797,0.7412682513656746,True,201.7340903256529,True,4,False,4,,2596338769623757372,kiiralos62,9.0,-2506.909912109375,-3991.89990234375,17.010000228881836,-8181.6998291015625,-2780.5999755859375,2.5999999046325684,1.2999999523162842,0.19999999552965164,-136.00000381469727,220.0,128.0,0.00953544912942951,-2.831455857122314,0.00016375349064934704,True,,False,4,False,4,,enpitsu,76561198039309853,28,2979.25,3752.840087890625,17.059999465942383,-8644.500122070312,1861.3999938964844,2.7000001072883606,0.0,0.0,-2488.0999755859375,255.0,128.0,False,0.01666391944126311,2.894298034679496,1.111353229771914e-05,True,False,255.0,False,False,False,,games5425898691,bf81d8692db,23.0,29.420000076293945,-1908.3399658203125,17.010000228881836,-22019.09912109375,6642.60009765625,2.5,0.5000000074505806,0.0,0.0,255.0,128.0,,0.009599674373586942,2.848580234278286,5.0359646032182214e-05,True,4,4,False,155.0,False,,
4,465,10,False,False,0,9269.916579532115,-4001.010009765625,-3594.429931640625,349.989990234375,-133.69999885559082,12528.199462890625,2620.7000732421875,879.4999694824219,-1597.5,5716.099853515625,0.0,0.4838524463071602,0.07599996348159536,-1.453819100885155,9116718483445146049,Aymeric-GaM1nG,9.0,-4068.889892578125,-3707.330078125,222.64999389648438,-2875.7998657226562,17882.19970703125,2702.6998901367188,81.5999984741211,673.7000274658203,-1137.7999877929688,255.0,128.0,,-0.16313183006767917,1.7290929977139105,1.4220470329871435,True,167.2837073700402,True,4,False,4,,2596338769623757372,kiiralos62,9.0,-2825.77001953125,-4075.8798828125,17.010000228881836,-10003.200073242188,-825.9999847412109,2.8999999165534973,-1.4000000059604645,0.0,-2179.199981689453,222.0,0.0,0.009563167011517382,-3.0838332329609828,-0.00017169961630941088,True,,False,4,False,4,,enpitsu,76561198039309853,28,2617.679931640625,3965.47998046875,17.059999465942383,-8915.499877929688,6462.9998779296875,1.899999976158142,0.3999999910593033,-0.7999999821186066,-12.300000190734863,255.0,128.0,False,0.01667447157933444,2.5126377074976154,7.348266915459626e-05,True,False,255.0,False,False,False,,games5425898691,bf81d8692db,23.0,-890.0399780273438,-1584.6400146484375,17.010000228881836,-21215.400390625,8611.799926757812,2.7000001072883606,0.7999999821186066,-0.19999999552965164,876.9000244140625,255.0,202.0,,0.009601122137694342,2.7697273648104312,0.00017566409367244658,True,4,4,False,155.0,False,,
5,569,14,False,False,0,3988.7914124862723,-3177.360107421875,1868.02001953125,146.52999877929688,18000.50048828125,13134.300537109375,10071.500244140625,-3392.9998779296875,-4651.400146484375,1688.6000061035156,0.0,0.9590777559607558,-2.1063021455742255,-2.75076861066083,9116718483445146049,Aymeric-GaM1nG,10.0,-3353.340087890625,1806.27001953125,21.969999313354492,17399.3994140625,6421.199951171875,2997.9000854492188,5.299999713897705,8.00000011920929,-1838.5000610351562,255.0,0.0,,0.00946455322230632,0.2998950028296977,-0.00027782328427362695,True,79.0,False,5,False,4,,2596338769623757372,kiiralos62,9.0,-3064.5,-4013.72998046875,17.010000228881836,-40.0,-43.60000133514404,2.7000001072883606,-1.5000000596046448,1.4000000059604645,0.0,,,0.009611635118006069,0.8275461487274414,-3.892848415171399e-06,True,,False,4,False,4,,enpitsu,76561198039309853,28,37.33000183105469,4786.97021484375,17.059999465942383,0.0,0.09999999776482582,1.8000000715255737,-0.5000000074505806,0.19999999552965164,0.0,,,,0.01682425608436225,-2.3615217248838016,-1.8975197176104485e-05,True,False,255.0,False,False,False,,games5425898691,bf81d8692db,23.0,-2970.780029296875,4436.64990234375,17.010000228881836,8942.19970703125,12297.2998046875,2.800000011920929,1.4000000059604645,-1.4000000059604645,-1907.5,128.0,0.0,,0.00978075583281124,0.8798565775818876,-1.725165579448298e-05,True,4,4,False,255.0,False,,
6,721,20,False,False,0,5050.706163979465,3817.330078125,3325.02001953125,157.0800018310547,11559.49951171875,24642.2998046875,2500.500030517578,-894.8000335693359,4097.200012207031,4290.899963378906,0.0,-0.29096826879515736,-0.3528213367854813,-2.992999777795246,9116718483445146049,Aymeric-GaM1nG,9.0,3786.699951171875,3154.3701171875,124.38999938964844,16496.800537109375,11841.400146484375,3053.699951171875,3085.0,-449.90001678466797,2683.9999389648438,255.0,216.0,,-0.11168501868415195,0.8661728327041973,0.005305920271404322,True,52.0,False,8,False,6,,2596338769623757372,kiiralos62,9.0,907.3300170898438,-212.5,17.010000228881836,3133.599853515625,3311.7999267578125,2.5999999046325684,-0.5999999865889549,-3.3000001311302185,1264.7000122070312,239.0,151.0,0.009628924432351332,0.7889724511027332,1.7398750918104063e-05,True,255.0,False,4,False,4,,enpitsu,76561198039309853,28,106.01000213623047,5222.330078125,17.059999465942383,0.7000000029802322,2.800000011920929,1.899999976158142,0.5999999865889549,0.9000000357627869,0.0,128.0,128.0,False,0.01668121422317896,-0.14128896853537593,-5.005634063608852e-05,True,False,255.0,False,False,False,,games5425898691,bf81d8692db,23.0,3967.050048828125,3419.89990234375,85.61000061035156,-6017.19970703125,-12685.6005859375,-1889.9000549316406,-526.5999984741211,2159.7000122070312,-170.0,255.0,92.0,,0.1818184509838814,-1.8987819248482725,0.6454849528601632,True,6,7,False,108.0,False,,
7,722,20,False,False,1,9771.742241346266,-3822.820068359375,-3416.85009765625,186.6699981689453,7625.2001953125,-14755.0,8532.2998046875,4734.5001220703125,-2763.2000732421875,-2438.9999389648438,1.0,0.1596801528742445,0.3559072685417644,2.9250426107066265,bf81d8692db,games5425898691,23.0,-3967.050048828125,-3419.89990234375,85.61000061035156,6017.19970703125,12685.6005859375,-1889.9000549316406,526.5999984741211,-2159.7000122070312,-170.0,255.0,92.0,,-0.1818184509838814,1.8987819248482725,0.6454849528601632,True,108.0,False,8,False,6,,76561198039309853,enpitsu,28.0,-106.01000213623047,-5222.330078125,17.059999465942383,-0.7000000029802322,-2.800000011920929,1.899999976158142,-0.5999999865889549,-0.9000000357627869,0.0,128.0,128.0,-0.01668121422317896,0.14128896853537593,-5.005634063608852e-05,True,255.0,False,False,False,False,,Aymeric-GaM1nG,9116718483445146049,9,-3786.699951171875,-3154.3701171875,124.38999938964844,-16496.800537109375,-11841.400146484375,3053.699951171875,-3085.0,449.90001678466797,2683.9999389648438,255.0,216.0,,0.11168501868415195,-0.8661728327041973,0.005305920271404322,True,8,52.0,False,6,False,,kiiralos62,2596338769623757372,9.0,-936.27001953125,181.97000122070312,17.010000228881836,-3711.7001342773438,-3986.0000610351562,2.5999999046325684,-0.5000000074505806,0.3999999910593033,236.8000030517578,255.0,128.0,,-0.009534855213091956,-0.8362621448219302,-0.00016138419536149818,True,4,4,False,255.0,False,,False
8,793,22,False,False,1,10384.17642275371,-1497.530029296875,-4964.56005859375,380.45001220703125,-15013.199462890625,-5072.099914550781,8731.500244140625,2212.2000122070312,5499.2999267578125,929.1000366210938,1.0,0.6164630073110664,-2.9622635449297845,3.008167387230492,76561198039309853,enpitsu,28.0,-1355.7099609375,-4931.85009765625,240.52000427246094,-13858.399658203125,1126.9000244140625,2237.4000549316406,98.80000114440918,368.69998931884766,581.3000106811523,128.0,128.0,False,0.4190860435141404,-0.4816124341564917,-0.13558870877277995,True,196.0,False,2,False,False,,bf81d8692db,games5425898691,23.0,-1282.0699462890625,-4516.330078125,16.989999771118164,13887.19970703125,-4711.499938964844,5.199999809265137,-0.0,-0.3999999910593033,-13.40000033378601,255.0,128.0,-0.00962910738066551,-2.812746281721358,-6.317749865863676e-06,True,47.0,False,6,False,8,,Aymeric-GaM1nG,9116718483445146049,8,-867.02001953125,-4518.1298828125,64.27999877929688,14751.600341796875,-4882.300109863281,63.29999923706055,4698.800048828125,-1265.0,282.7000045776367,255.0,255.0,,0.8263314103740409,-1.5178620640139378,-1.1856193603125453,True,8,255.0,False,8,False,,kiiralos62,2596338769623757372,9.0,-465.1000061035156,-2566.47998046875,17.010000228881836,6640.0,-5194.7998046875,3.100000023841858,3.3000001311302185,0.5999999865889549,-1819.1000366210938,103.0,0.0,,-0.009756014098630342,-2.4423541176792782,-9.446689303131788e-05,True,4,4,False,193.0,False,,
9,866,25,False,False,1,9871.078810031482,-3702.64990234375,-3594.449951171875,181.97000122070312,-2539.199981689453,18335.799560546875,262.09999084472656,3762.0001220703125,1956.6000366210938,4244.700012207031,1.0,0.11617202958586259,0.7148314414942659,-1.747807432808074,76561198039309853,enpitsu,28.0,-3699.989990234375,-3722.969970703125,72.45999908447266,-4765.7000732421875,15029.49951171875,3318.9999389648438,-2943.2000732421875,-924.8999786376953,-8.299999833106995,255.0,128.0,,-0.11008893446623379,1.26544090307208,0.0004283035278454464,True,176.0,False,4,False,1,,bf81d8692db,games5425898691,22.0,1828.530029296875,-3497.22998046875,101.56999969482422,7852.0001220703125,16545.999755859375,-142.39999771118164,-5224.4000244140625,1718.5000610351562,42.89999961853027,255.0,128.0,1.0596380983114162,-1.2668710201219233,3.1256364401831123,True,,False,7,False,10,,Aymeric-GaM1nG,9116718483445146049,8,169.6699981689453,-5223.2001953125,16.899999618530273,-8213.499755859375,7718.599853515625,24.600000381469727,-35.79999923706055,5.799999833106995,-1.1999999731779099,255.0,128.0,,-0.008344323103392429,0.7545757183719577,-0.0019777504089864757,True,8,255.0,False,8,False,,kiiralos62,2596338769623757372,9.0,-3466.639892578125,-3557.0,107.2300033569336,-22645.0,-3010.0,2076.3999938964844,-1442.4000549316406,-5203.699951171875,-1044.1000366210938,128.0,40.0,,-0.6785347352219296,-0.45517829781689945,0.38911564358791534,True,5,6,False,119.0,False,,
