,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,shot_taker_handbrake
0,178,0,False,False,1,5233.436540687892,-56.650001525878906,-6.0,95.33999633789062,-10661.800537109375,5518.499755859375,-2415.500030517578,-993.0000305175781,2345.7000732421875,1981.1000061035156,1.0,-0.02861071691273472,0.22257297534390608,0.11407534254778283,bf81d8692db,games5425898691,17.0,-35.369998931884766,-137.4499969482422,110.01000213623047,-4633.0999755859375,-229.89999771118164,1802.7999877929688,-3498.9999389648438,825.5000305175781,4162.300109863281,128.0,128.0,-1.2588589945751345,-1.5042742160418268,3.043619232616944,True,31.0,False,False,4,3,,76561198039309853,enpitsu,27.0,-1444.8299560546875,-3868.429931640625,17.049999237060547,-11881.199951171875,-3945.7998657226562,2.5999999046325684,-0.3999999910593033,-0.5999999865889549,0.0,255.0,128.0,,-0.01669247634780993,-0.32066422562088925,-4.936004313531966e-05,True,85.0,False,False,False,False,,Leolsm7,c773203972ff454f906244308d13df3f,13,3230.35009765625,4091.570068359375,17.0,14691.800537109375,-6525.10009765625,3.799999952316284,0.3999999910593033,-0.19999999552965164,-3148.699951171875,255.0,0.0,True,-0.009574829354124795,-2.5104615463637954,-0.0001011455754614028,True,255.0,False,False,False,False,,Luz,76561198222244276,11.0,43.439998626708984,104.2300033569336,79.22000122070312,2532.7000427246094,-1729.2999267578125,-35.299999713897705,2979.2999267578125,-1544.4000244140625,-4357.5,128.0,128.0,,-0.5587989335996203,-2.697137201951128,1.5840875184816097,True,5,False,6,0.0,False,,
1,352,6,False,False,1,5403.844777033124,-3501.090087890625,1998.800048828125,93.13999938964844,-4285.7000732421875,2540.399932861328,0.0,-2783.9999389648438,-4696.600036621094,452.99999237060547,1.0,0.5991635222214374,-1.3487553227152695,-2.842351027675361,bf81d8692db,games5425898691,18.0,-3615.719970703125,1881.1500244140625,17.0,2970.7000732421875,22807.2998046875,1.1999999731779099,-0.19999999552965164,0.5999999865889549,-1930.5999755859375,255.0,0.0,-0.009557717589924507,1.7727961904523442,-4.840496957595121e-05,True,98.37289455116439,True,False,6,6,,76561198039309853,enpitsu,26.0,-698.2899780273438,-5124.14990234375,17.030000686645508,-2795.4000854492188,-3912.60009765625,5.600000023841858,1.5999999642372131,0.29999999329447746,255.0,128.0,128.0,False,-0.01677191984281101,2.1400473452089446,-0.00024859218086834337,True,255.0,False,False,False,False,,Leolsm7,c773203972ff454f906244308d13df3f,13,-3556.469970703125,3364.6298828125,17.0,594.1999816894531,-16173.199462890625,3.4999999403953552,-0.0,-0.19999999552965164,2225.5999755859375,255.0,255.0,False,-0.009560746159056745,-1.7008270807587884,-5.798376891553125e-05,True,255.0,False,False,False,False,,Luz,76561198222244276,11.0,-206.4499969482422,3470.1201171875,17.010000228881836,-10026.699829101562,17136.99951171875,2.3999999463558197,-0.19999999552965164,-0.0,-1968.5000610351562,128.0,0.0,,-0.009627088119194632,1.1169746855476188,-1.6649199352516e-05,True,10,False,10,210.0,False,,
2,402,8,False,False,0,9964.389787712304,1307.27001953125,-4577.75,427.2200012207031,15680.30029296875,9320.10009765625,1867.8999328613281,-1573.0000305175781,1294.9000549316406,5643.4002685546875,0.0,1.1407881409843825,-1.2093412181341672,0.599067232489211,76561198222244276,Luz,11.0,1147.3199462890625,-4617.6201171875,332.1700134277344,7445.4998779296875,1841.0000610351562,3439.2001342773438,-432.09999084472656,-4674.89990234375,-567.400016784668,128.0,128.0,-1.0101547509145476,1.377612160165452,-0.9803249969737863,True,138.1119140245582,True,False,12,10,,c773203972ff454f906244308d13df3f,Leolsm7,13.0,1478.27001953125,-3239.919921875,17.0,-10782.19970703125,-8948.400268554688,3.3000001311302185,-0.5999999865889549,-0.3999999910593033,1794.4000244140625,255.0,255.0,False,0.009546150494482849,-2.41979791308849,0.00011438391172527349,True,255.0,False,False,False,False,,enpitsu,76561198039309853,27,779.4199829101562,5314.509765625,18.329999923706055,-178.29999923706055,97.29999542236328,-17.5,0.7999999821186066,66.10000133514404,18.200000524520874,128.0,128.0,False,0.03964043253833289,-2.0529267358135113,0.031534611275510056,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,1073.8499755859375,-3528.75,105.0999984741211,-5289.0997314453125,-15335.50048828125,2974.4000244140625,-2577.3001098632812,111.70000076293945,1603.800048828125,255.0,168.0,,-0.26857458120101535,-1.4394856707202137,-0.03304885540192406,True,6,False,8,72.59915702830078,True,,
3,482,11,False,False,0,8763.481439920844,3395.4599609375,-2500.81005859375,339.6700134277344,-15591.8994140625,12630.0,5518.599853515625,5718.900146484375,644.4000244140625,1696.6000366210938,0.0,-0.05934803458119149,-0.9595141856023311,2.2883906801722502,76561198222244276,Luz,11.0,3495.43994140625,-2539.090087890625,196.3000030517578,-4629.89990234375,18501.700439453125,3071.7001342773438,1728.2000732421875,-4863.599853515625,-1899.4999694824219,128.0,255.0,-0.7112111542818768,1.8045799448644193,-0.7972173767025194,True,11.62882580808413,True,False,14,11,,c773203972ff454f906244308d13df3f,Leolsm7,13.0,1516.699951171875,-3134.18994140625,17.0,-8516.400146484375,12279.3994140625,3.0000001192092896,-0.3999999910593033,0.5999999865889549,10.0,255.0,128.0,False,0.0095665112760272,2.1785054610157597,-6.263534542710314e-05,True,241.0,False,False,False,False,,enpitsu,76561198039309853,27,688.1799926757812,5080.39990234375,17.049999237060547,-342.2999954223633,-7111.199951171875,3.100000023841858,0.19999999552965164,8.00000011920929,1736.1000061035156,128.0,128.0,False,0.016656267144988145,-1.5957953307743464,-2.5084538429255323e-05,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,-528.3900146484375,-5282.919921875,16.3799991607666,388.6000061035156,13626.99951171875,-12.599999904632568,51.99999809265137,3.100000023841858,-2244.7999572753906,255.0,22.0,,0.006356504188527472,1.474235337683465,-0.0004446250150590555,True,6,False,8,30.080903009701807,True,,
4,524,12,True,True,0,6060.132529322577,1095.469970703125,-583.5700073242188,455.82000732421875,-3385.0,21070.90087890625,9577.2998046875,5227.39990234375,-2924.7000122070312,346.3999938964844,0.0,-0.10990661553644174,1.123285690908549,-1.5762414987135278,c773203972ff454f906244308d13df3f,Leolsm7,13.0,1052.97998046875,-715.219970703125,266.70001220703125,-1444.6000671386719,22856.298828125,2121.199951171875,-3779.5001220703125,-2183.2000732421875,-3346.300048828125,128.0,255.0,-0.5870100743592196,0.4945636059858858,0.14189184218685894,True,166.20712249253384,True,False,4,3,,76561198222244276,Luz,11.0,2732.699951171875,456.7200012207031,16.479999542236328,-4513.2000732421875,19887.19970703125,79.49999809265137,65.39999961853027,59.29999828338623,1.899999976158142,255.0,128.0,,0.013722520225571034,1.7937277935574951,-0.00023745609731915858,True,0.0,False,14,False,12,,enpitsu,76561198039309853,27,524.8200073242188,4460.14013671875,17.049999237060547,-1892.2000122070312,-344.7999954223633,2.3999999463558197,0.0,0.19999999552965164,-1153.6000061035156,128.0,128.0,False,0.016644339993633996,-2.7684781414848185,-0.00013595054543847983,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,61.310001373291016,-2202.919921875,44.59000015258789,4146.7999267578125,22533.89892578125,-2006.6999816894531,-1710.5000305175781,122.29999542236328,193.79999160766602,255.0,128.0,,-0.25622996241359575,1.3652509727931461,0.14346871906311298,True,8,False,10,26.460636643953222,True,,True
5,856,15,False,False,0,5167.574254424914,-20.209999084472656,47.18000030517578,96.12999725341797,413.3000183105469,5190.999755859375,-1688.3000183105469,-3708.3999633789062,-750.1999664306641,-2265.800018310547,0.0,-0.07320638404260887,-0.07913566908442526,-0.5215787711114651,c773203972ff454f906244308d13df3f,Leolsm7,12.0,-43.630001068115234,-126.05000305175781,111.81999969482422,-5099.100036621094,-264.89999771118164,2989.2001342773438,-1381.4999389648438,-4291.600036621094,-3150.0,255.0,255.0,-0.08914070775411513,1.4571487785344237,-0.9406266812646447,True,0.0,False,False,4,3,,76561198222244276,Luz,11.0,3437.530029296875,-3946.64990234375,17.010000228881836,18002.60009765625,13092.900390625,2.199999988079071,-0.19999999552965164,-0.19999999552965164,1964.9000549316406,255.0,255.0,,0.00960113802204517,0.7046383747895542,4.098099089387582e-05,True,247.0,False,False,False,False,,enpitsu,76561198039309853,26,-73.37999725341797,154.3699951171875,133.36000061035156,-5060.7000732421875,66.19999885559082,-37.69999980926514,5096.099853515625,2068.300018310547,-30.299999713897705,255.0,0.0,,1.1050370623316275,1.5229933384639578,2.7969230099500924,True,31.0,False,False,2,1,,games5425898691,bf81d8692db,18.0,-2758.429931640625,4041.070068359375,17.010000228881836,-18702.099609375,3567.0001220703125,2.3000000417232513,0.5000000074505806,-0.19999999552965164,1904.2999267578125,128.0,255.0,,0.00964088276539022,3.0189822252027962,6.222406322873352e-05,True,False,False,False,0.0,False,,True
6,857,15,False,False,1,5257.411335023511,19.06999969482422,-43.7599983215332,94.7300033569336,-346.30001068115234,1570.2000427246094,1743.2000732421875,-1721.199951171875,-379.59999084472656,3411.400146484375,1.0,0.1071306024293306,-0.03177913096990971,-0.49672540797776144,76561198039309853,enpitsu,26.0,73.37999725341797,-154.3699951171875,133.36000061035156,5060.7000732421875,-66.19999885559082,-37.69999980926514,-5096.099853515625,-2068.300018310547,-30.299999713897705,255.0,0.0,-1.1050370623316275,-1.5229933384639578,2.7969230099500924,True,31.0,False,False,2,1,,bf81d8692db,games5425898691,18.0,2958.2900390625,-4057.2099609375,17.010000228881836,18109.89990234375,278.8999938964844,2.3000000417232513,-0.29999999329447746,-0.0,1938.5000610351562,128.0,255.0,,-0.00963684187731982,3.055252949142298,4.3690486318179646e-05,True,255.0,False,False,False,False,310.0,Leolsm7,c773203972ff454f906244308d13df3f,12,43.630001068115234,126.05000305175781,111.81999969482422,5099.100036621094,264.89999771118164,2989.2001342773438,1381.4999389648438,4291.600036621094,-3150.0,255.0,255.0,True,0.08914070775411513,-1.4571487785344237,-0.9406266812646447,True,0.0,False,False,4,3,,Luz,76561198222244276,11.0,-3437.530029296875,3946.64990234375,17.010000228881836,-18002.60009765625,-13092.900390625,2.199999988079071,0.19999999552965164,0.19999999552965164,1964.9000549316406,255.0,255.0,,-0.00960113802204517,-0.7046383747895542,4.098099089387582e-05,True,False,False,False,247.0,False,,
7,858,15,False,False,0,5184.128525304692,-13.199999809265137,31.59000015258789,93.02999877929688,1906.7999267578125,2243.699951171875,133.100004196167,556.1000061035156,-1504.7000122070312,-309.3000030517578,0.0,-0.18729602348603652,0.1930439808792183,-0.5660887849309567,c773203972ff454f906244308d13df3f,Leolsm7,12.0,-85.76000213623047,-128.5,122.6500015258789,-4892.099914550781,-507.20001220703125,57.800002098083496,-2181.1000061035156,-3783.599853515625,-3343.0999755859375,255.0,255.0,0.016935177057950647,1.0981069076372667,-1.4542883170347236,True,0.0,False,False,4,3,,76561198222244276,Luz,11.0,3575.949951171875,-3825.840087890625,17.010000228881836,15403.800048828125,15588.199462890625,2.199999988079071,-0.09999999776482582,0.0,1988.9999389648438,255.0,255.0,,0.00958969426744598,0.8696010396587307,1.0511809636781263e-05,True,247.0,False,False,False,False,,enpitsu,76561198039309853,26,-113.2699966430664,159.72999572753906,133.36000061035156,-4745.899963378906,652.9000091552734,-77.69999980926514,3519.4000244140625,3546.4999389648438,-2298.8999938964844,255.0,0.0,,0.6264775542809733,1.7086305009087306,-3.0602509348764375,True,31.0,False,False,2,1,,games5425898691,bf81d8692db,18.0,-2958.2900390625,4057.2099609375,17.010000228881836,-18109.89990234375,-278.8999938964844,2.3000000417232513,0.29999999329447746,0.0,1938.5000610351562,128.0,255.0,,0.00963684187731982,-3.055252949142298,4.3690486318179646e-05,True,False,False,False,255.0,False,,True
8,943,18,False,False,0,4805.405205801252,299.92999267578125,485.7900085449219,93.12000274658203,889.8999786376953,1341.7999267578125,0.0,-1470.5000305175781,975.1999664306641,-309.3000030517578,0.0,-0.8609667074121041,-0.8701322971461076,1.0253049557632998,76561198222244276,Luz,11.0,330.3500061035156,249.85000610351562,17.020000457763672,-14570.6005859375,17795.899658203125,-1.7000000178813934,-0.9000000357627869,1.1999999731779099,-1834.7999572753906,255.0,0.0,0.009589944418743194,2.1962387808779344,-7.453004744679719e-05,True,143.07025369264747,True,False,False,False,,c773203972ff454f906244308d13df3f,Leolsm7,12.0,323.5899963378906,-1356.2099609375,95.58999633789062,13926.800537109375,-10531.99951171875,-130.20000457763672,3598.3999633789062,4159.4000244140625,-12.5,255.0,128.0,False,1.5477870059708718,-0.8133232467996127,-0.10009416375054855,False,0.0,False,6,False,5,,enpitsu,76561198039309853,26,-1.2000000476837158,352.0,72.45999908447266,11026.600341796875,8598.800048828125,2889.2001342773438,-3112.6998901367188,3748.599853515625,219.20000076293945,255.0,128.0,,0.15003200579291548,0.6985679551093226,-0.00015259956380961014,True,3.0,False,False,4,3,,games5425898691,bf81d8692db,18.0,-2359.550048828125,4414.5400390625,17.010000228881836,1783.800048828125,13364.49951171875,2.0999999344348907,-0.29999999329447746,0.0,-372.2999954223633,128.0,100.0,,0.009616600494367569,1.4353450232136953,-4.817900409094463e-05,True,False,False,False,255.0,False,,
9,1009,21,False,False,1,10251.943903079346,-1681.8199462890625,-4782.56005859375,131.49000549316406,-31229.599609375,2901.0000610351562,7547.8997802734375,5130.8001708984375,-11.799999475479126,3110.2999877929688,1.0,0.6948961902901017,1.2975879008116122,0.22527257134678108,bf81d8692db,games5425898691,18.0,-1472.4200439453125,-4866.89990234375,43.900001525878906,-19983.299560546875,1805.8000183105469,2448.300018310547,1752.2000122070312,3136.0000610351562,-1656.6000366210938,255.0,128.0,0.047504426816036505,0.17953187138347512,-0.020577078200588975,True,89.03848608334864,True,False,3,False,,76561198039309853,enpitsu,26.0,,,,,,,,,,,,,,,,True,,,,,,,Leolsm7,c773203972ff454f906244308d13df3f,12,-1704.050048828125,4190.419921875,17.010000228881836,15003.1005859375,3596.099853515625,0.0,-0.09999999776482582,-0.0,-2109.499969482422,255.0,0.0,False,-0.009562877806155867,2.974962339302887,3.5264615981227586e-05,True,45.30910962884145,True,False,6,6,,Luz,76561198222244276,11.0,-1948.4000244140625,-3857.330078125,16.989999771118164,-22068.5009765625,-6471.199951171875,4.399999976158142,0.5999999865889549,-0.0,-2.0000000298023224,255.0,128.0,,-0.009590157088467907,-0.28495513239336767,5.1343996445181785e-05,True,False,False,False,101.0,False,,
