,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_jump_active,opp_2_boost_collect
0,169,0,False,False,0,5185.399831268968,15.380000114440918,35.31999969482422,94.69000244140625,12025.50048828125,26312.099609375,2289.7000122070312,4294.5001220703125,-1902.1000671386719,2136.199951171875,0.0,-0.03293421180418117,0.034459341860461144,0.07103037783313525,76561198039309853,enpitsu,26.0,-86.47000122070312,-143.9499969482422,102.7300033569336,9259.299926757812,20979.49951171875,1718.2000732421875,-5278.699951171875,-935.8000183105469,1228.499984741211,255.0,255.0,,0.6885270219457545,0.829983910631748,-0.560546139860389,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,18.0,-2727.280029296875,-4153.8701171875,17.010000228881836,-17414.49951171875,-2581.9000244140625,2.3000000417232513,-0.3999999910593033,-0.09999999776482582,-1927.5,255.0,0.0,,0.00958566703284986,-3.0594434882900003,-4.340058719379846e-05,True,0.0,False,False,False,False,,dodzXx_99,8311712979848370832,26,377.7200012207031,295.739990234375,71.0,-11566.600341796875,-18684.89990234375,-2019.6000671386719,31.30000114440918,-2102.899932861328,-2058.300018310547,231.0,0.0,,-0.2630973292943779,-2.225966133642849,0.01725853946069351,True,4,False,4,0.0,False,,st_ayreon74,3388443884103917305,11.0,-141.05999755859375,2039.739990234375,17.010000228881836,-2197.4000549316406,-12595.699462890625,2.0999999344348907,0.0,-0.7000000029802322,0.0,209.0,128.0,False,0.009574645868246088,-1.7435010418055676,-6.305920011097249e-05,True,116.0,False,False,False,False,
1,329,5,False,False,1,10227.430514254436,-3572.419921875,-4059.64990234375,105.6500015258789,19499.7998046875,17675.10009765625,-808.1999969482422,3936.4999389648438,-4487.099914550781,607.400016784668,1.0,1.075332921542322,-1.7184520666618501,-1.4927351308183499,3388443884103917305,st_ayreon74,11.0,-3692.590087890625,-4159.60009765625,244.52000427246094,407.20001220703125,4868.900146484375,-14398.199462890625,2003.3000183105469,-4682.200012207031,-156.5999984741211,195.0,128.0,,-1.0672814555361723,1.8203809904110841,0.542122547944538,True,,False,4,False,False,,8311712979848370832,dodzXx_99,25.0,1086.6500244140625,-4595.56982421875,17.0,-17110.2001953125,-6924.0997314453125,3.3000001311302185,0.7000000029802322,0.09999999776482582,-153.29999923706055,229.0,124.0,,-0.009591777980321955,-0.36991252097443816,9.864662587486656e-05,True,255.0,False,False,6,6,,enpitsu,76561198039309853,26,,,,,,,,,,,,,,,,True,,,,,,,games5425898691,bf81d8692db,18.0,-1561.75,-2267.39990234375,17.010000228881836,-22653.00048828125,-2431.999969482422,2.3000000417232513,1.0999999940395355,-0.0,1786.4999389648438,255.0,254.0,,-0.009596236289248435,-0.16361023624544294,0.00014264082122479179,True,178.0,False,False,4,4,
2,443,9,False,False,1,4009.9569479121456,2530.199951171875,1478.1500244140625,93.1500015258789,10432.80029296875,9473.900146484375,0.0,-4035.10009765625,4440.10009765625,50.0,1.0,-0.11247251651490806,-2.7662593521512506,2.1787968319122464,8311712979848370832,dodzXx_99,25.0,2710.239990234375,1302.780029296875,17.0,-9740.2001953125,20570.70068359375,1.0999999940395355,1.1999999731779099,-2.5,1622.7999877929688,255.0,132.0,,-0.00958681485604833,1.0486684699691886,-2.899414441766097e-05,True,136.97280022149445,True,6,False,6,,3388443884103917305,st_ayreon74,11.0,-1365.010009765625,-4234.58984375,17.010000228881836,13510.6005859375,232.99999237060547,2.0999999344348907,0.5000000074505806,-0.0,0.0,0.0,128.0,,-0.00961892713730189,-0.017247795107615548,4.518992159878664e-05,False,31.0,False,False,4,False,,enpitsu,76561198039309853,26,-889.1900024414062,5015.240234375,18.079999923706055,15222.60009765625,692.3000335693359,64.29999828338623,184.3000030517578,226.29999160766602,37.69999980926514,0.0,128.0,False,-0.014420903859180864,3.0928102680550467,0.036537774587291204,True,False,False,False,188.0,False,,games5425898691,bf81d8692db,18.0,-3344.919921875,-530.3699951171875,62.34000015258789,1911.6999816894531,22121.99951171875,-1785.0999450683594,-2179.199981689453,-1088.7999725341797,1341.4999389648438,255.0,199.0,,0.5201213597555209,1.5652233002709899,0.15768089393796306,True,148.0,False,False,6,6,
3,492,11,False,False,1,1210.348116927685,1293.25,3996.699951171875,469.94000244140625,-24180.80078125,316.5999984741211,1163.1999969482422,3162.0001220703125,477.90000915527344,5076.700134277344,1.0,0.7751594767812212,1.0249969593102215,1.0603608026218136,8311712979848370832,dodzXx_99,25.0,1479.0799560546875,3943.590087890625,420.2300109863281,-10549.3994140625,20276.400146484375,74.60000038146973,-2387.2000122070312,-4050.10009765625,-2854.4000244140625,164.0,255.0,,0.37691734360513374,1.9332717273660878,-1.0483777286522498,True,57.0,False,8,False,7,,3388443884103917305,st_ayreon74,11.0,1529.1600341796875,-4623.2900390625,117.30000305175781,18970.699462890625,-3116.7001342773438,-2389.499969482422,1274.1999816894531,-92.29999542236328,-179.89999771118164,212.0,128.0,,0.355349937724483,3.056993653144704,-0.24996829547952384,True,31.0,False,False,6,4,,enpitsu,76561198039309853,26,985.5900268554688,4407.009765625,151.91000366210938,14803.299560546875,-11189.49951171875,3617.60009765625,-507.09999084472656,-1189.4999694824219,-2391.7999267578125,128.0,0.0,False,0.3408144286030204,-2.022872687750116,0.09263570696168894,True,2,False,1,91.39360865726266,True,,games5425898691,bf81d8692db,18.0,-3586.050048828125,3312.800048828125,16.989999771118164,2554.9000549316406,22500.6005859375,4.600000083446503,-0.19999999552965164,-2.3999999463558197,-1198.8999938964844,255.0,0.0,,-0.009591809511377131,1.6977678948086086,-0.0001587196778141464,True,167.0,False,False,6,6,
4,643,17,False,False,0,8436.441610748247,3893.9599609375,-1804.77001953125,209.9499969482422,1160.8999633789062,18723.499755859375,4349.200134277344,-1082.0999908447266,202.60000228881836,5898.0999755859375,0.0,-0.5995547385683435,2.1379448978393287,-0.886824880311476,76561198039309853,enpitsu,26.0,3766.949951171875,-2028.5899658203125,152.86000061035156,14963.199462890625,9429.299926757812,6183.2000732421875,0.3999999910593033,0.0,36.09999895095825,128.0,255.0,,0.016819164615366,0.5836425452786856,2.2149268944785866e-05,True,0.0,False,4,2,2,,bf81d8692db,games5425898691,18.0,-699.6599731445312,-4903.85986328125,17.0,15036.199951171875,-4495.4998779296875,3.1999999284744263,-0.3999999910593033,-0.09999999776482582,0.0,255.0,128.0,,0.009619395906318948,-0.29053674749654135,4.8442484059831214e-05,True,247.0,False,False,8,6,,dodzXx_99,8311712979848370832,25,2543.719970703125,-1191.3599853515625,87.19000244140625,10989.300537109375,18664.69970703125,-1105.199966430664,-2317.2000122070312,2569.4000244140625,-146.09999656677246,217.0,128.0,,-0.828075946099389,0.8636790270481451,-0.12437477580211265,True,12,False,12,0.0,False,,st_ayreon74,3388443884103917305,11.0,4005.06005859375,-1592.4200439453125,131.36000061035156,-672.2000122070312,-22597.900390625,4228.399963378906,406.6999816894531,-2117.5999450683594,175.10000228881836,218.0,42.0,False,-0.08872780172682919,-1.4594171986145734,0.9179067438028402,True,179.67543226416393,True,False,6,10,
5,644,17,False,False,1,5847.38364312224,-3892.300048828125,1783.800048828125,217.27999877929688,16502.80029296875,-1003.0999755859375,7278.4002685546875,2690.7998657226562,-762.5,-5308.2000732421875,1.0,0.5184110230066915,-1.9410464625771908,-0.7944808048835044,3388443884103917305,st_ayreon74,11.0,-4006.800048828125,1773.9000244140625,155.75999450683594,-840.9999847412109,18187.60009765625,2101.6000366210938,575.6999969482422,1466.0000610351562,-989.3000030517578,237.0,38.0,False,-0.05450219206430988,1.4564566612805265,1.263964159756291,True,176.64705389289446,True,10,False,6,,8311712979848370832,dodzXx_99,25.0,-2543.719970703125,1191.3599853515625,87.19000244140625,-10989.300537109375,-18664.69970703125,-1105.199966430664,2317.2000122070312,-2569.4000244140625,-146.09999656677246,217.0,128.0,,0.828075946099389,-0.8636790270481451,-0.12437477580211265,True,0.0,False,False,12,12,,enpitsu,76561198039309853,26,-3890.6201171875,1965.949951171875,206.39999389648438,-12263.1005859375,-4662.799987792969,5555.0,-4559.2999267578125,944.0000152587891,385.09998321533203,128.0,255.0,,0.19975304835959778,-0.5907243730603723,0.22448948014776993,True,4,2,2,0.0,False,,games5425898691,bf81d8692db,18.0,699.6599731445312,4903.85986328125,17.0,-15036.199951171875,4495.4998779296875,3.1999999284744263,0.3999999910593033,0.09999999776482582,0.0,255.0,128.0,,-0.009619395906318948,0.29053674749654135,4.8442484059831214e-05,True,247.0,False,False,6,8,
6,709,19,False,False,0,6667.804104738157,117.87999725341797,-1450.27001953125,108.7300033569336,-6402.7001953125,34017.5,2350.2000427246094,-3240.8999633789062,-2188.300018310547,3044.2999267578125,0.0,0.1476833678266754,0.5719170502094599,-0.9793133132172831,bf81d8692db,games5425898691,18.0,128.5800018310547,-1649.550048828125,41.75,2593.5000610351562,18820.899658203125,2244.7999572753906,738.0000305175781,-3760.5999755859375,3543.2998657226562,255.0,236.0,,-0.04961764356337487,1.4574139062683868,-0.1453535635403992,True,188.56854183955858,True,9,False,6,,76561198039309853,enpitsu,26.0,3492.1298828125,-1972.5999755859375,17.049999237060547,777.2000122070312,-8971.400146484375,3.400000035762787,0.29999999329447746,0.9000000357627869,1913.800048828125,255.0,128.0,,0.01664670927437361,-1.497583299521909,0.0003271772824244286,False,0.0,False,2,4,2,,dodzXx_99,8311712979848370832,25,3536.64990234375,3728.570068359375,17.010000228881836,-7309.69970703125,13623.599853515625,2.3999999463558197,0.09999999776482582,0.7000000029802322,2025.2000427246094,238.0,255.0,,0.009632017929229882,2.128811468488626,-1.8333184700617484e-05,True,14,False,14,31.0,False,,st_ayreon74,3388443884103917305,11.0,491.9700012207031,-1876.780029296875,18.290000915527344,-22179.599609375,6000.5999755859375,-1028.0000305175781,93.4000015258789,-2847.2000122070312,-745.5999755859375,255.0,5.0,False,-0.04715547441037337,2.8594125525917824,0.03196245060177488,False,36.55651631406558,True,False,8,12,
7,839,24,False,False,1,9589.3101174514,1417.6700439453125,-4435.10986328125,1740.97998046875,-5014.89990234375,17449.000244140625,1264.7000122070312,-2642.39990234375,-2454.7000122070312,-1796.9000244140625,1.0,-0.23200077514354506,-0.37873040678378755,2.4395021487900217,8311712979848370832,dodzXx_99,25.0,1501.1700439453125,-4633.490234375,1667.9200439453125,-3110.1998901367188,12437.60009765625,3428.5000610351562,4429.5001220703125,-216.5999984741211,-541.1000061035156,175.0,157.0,,0.9319032448440641,1.4248002104424093,2.948388705705814,True,156.99250752695144,True,16,False,15,,3388443884103917305,st_ayreon74,11.0,637.1199951171875,-4635.0,59.25,-16771.400146484375,-14693.299560546875,-215.49999237060547,1894.4999694824219,5133.4002685546875,-555.0,181.0,255.0,True,0.0009830102281302199,-1.199047373922056,1.9629818384180453,,242.0,False,False,16,10,,enpitsu,76561198039309853,26,141.77999877929688,653.010009765625,17.049999237060547,4370.7000732421875,-17062.2998046875,2.5999999046325684,-0.09999999776482582,0.3999999910593033,-0.19999999552965164,255.0,,,-0.016782091720974366,-1.8215345382585366,3.873384219725412e-05,True,6,2,4,255.0,False,,games5425898691,bf81d8692db,18.0,3064.510009765625,-3034.139892578125,17.0,-6809.000244140625,-1149.7000122070312,3.4999999403953552,-0.3999999910593033,0.9000000357627869,-1820.3999328613281,255.0,43.0,,-0.0096302157392069,-0.14493094855426253,4.459197055295001e-05,True,207.0,False,False,6,10,
8,908,26,False,False,0,4885.028497394933,-227.77999877929688,300.8900146484375,102.44999694824219,-4524.5001220703125,23294.29931640625,-3047.2000122070312,-481.1000061035156,1739.7999572753906,-1133.8999938964844,0.0,0.4290288465995093,1.2031104117349665,0.15244221411161968,76561198039309853,enpitsu,26.0,-180.19000244140625,121.45999908447266,63.29999923706055,-29.600000381469727,13847.80029296875,2824.2001342773438,-4543.0999755859375,-494.90001678466797,2059.4000244140625,255.0,128.0,False,0.11621825545466352,1.727307316004848,0.005995944409247804,True,193.0,False,8,2,5,,bf81d8692db,games5425898691,18.0,-611.260009765625,361.75,17.010000228881836,3428.9999389648438,-17556.99951171875,2.0999999344348907,-0.3999999910593033,1.0999999940395355,-122.70000457763672,255.0,128.0,,0.009616000405743811,-1.3932051035035613,0.00013610817960089578,True,185.0,False,False,12,8,,dodzXx_99,8311712979848370832,26,-996.02001953125,795.52001953125,669.7999877929688,1703.8999938964844,-19400.899658203125,-11163.299560546875,6.499999761581421,-3.100000023841858,3.0000001192092896,205.0,105.0,,0.16337112716546134,-0.6830693339507748,0.22680599291695658,True,16,False,16,75.0,False,,st_ayreon74,3388443884103917305,11.0,-878.989990234375,5265.83984375,249.27000427246094,6.600000262260437,-2552.100067138672,-6984.5001220703125,11.699999570846558,-0.09999999776482582,-5.0,207.0,128.0,False,1.2076212428421877,-1.597326872913302,-1.5958065050496892,True,242.0,False,False,12,16,
9,959,28,False,False,1,9016.685289999134,886.1699829101562,-3876.679931640625,117.23999786376953,-3722.39990234375,16303.499755859375,10297.80029296875,5348.499755859375,-365.29998779296875,2694.2999267578125,1.0,1.2619927450209139,-1.600783817605264,0.7053220522787231,3388443884103917305,st_ayreon74,11.0,901.75,-4091.929931640625,17.010000228881836,6217.1002197265625,12039.69970703125,-0.29999999329447746,3.4999999403953552,5.699999928474426,596.3999938964844,255.0,255.0,False,-0.009573668988054375,2.086809768286412,0.00033790997240079406,True,205.89815053119455,True,16,False,12,,8311712979848370832,dodzXx_99,26.0,-507.82000732421875,378.5899963378906,17.0,-7291.6998291015625,9723.200073242188,3.6000001430511475,-0.29999999329447746,0.09999999776482582,-2345.5999755859375,235.0,0.0,,-0.009551084411165119,0.9924184125126677,-2.385285292038353e-05,True,105.0,False,False,16,16,,enpitsu,76561198039309853,26,519.0999755859375,-2166.669921875,139.7100067138672,7825.7000732421875,-16380.30029296875,3881.0000610351562,-2194.1000366210938,-1161.2000274658203,142.2000026702881,128.0,128.0,False,0.41877499862933953,-2.0840849725255204,-0.007614340824597422,True,10,2,6,136.4114926784269,True,,games5425898691,bf81d8692db,18.0,-1336.8699951171875,1816.56005859375,17.010000228881836,-13526.300048828125,8718.900146484375,2.0999999344348907,0.09999999776482582,-0.0,-162.60000228881836,255.0,128.0,,-0.009605856939184757,0.5900185278567422,8.627488036302529e-05,True,215.0,False,False,8,12,
